CAN Message; 0x98:0000bac5a14e4bd1
1739209747.3639562;-35.57807855764607
1739209747.3639643;-35.57807855764607
1739209747.3639724;-38.13080360867914
1739209747.3639805;-45.120503652039325
1739209747.3639886;-35.57807855764607
1739209747.3639967;-38.13080360867914
1739209747.3640046;-45.120503652039325
1739209747.3640127;-38.13080360867914
1739209747.3640208;-45.120503652039325
1739209747.364029;-38.13080360867914
1739209747.364037;-30.49652367304973
1739209747.3640451;-35.57807855764607
1739209747.364053;-45.120503652039325
1739209747.364061;-38.13080360867914
1739209747.3640692;-32.816014438256545
1739209747.3640773;-45.120503652039325
1739209747.3640854;-45.120503652039325
1739209747.3640933;-45.120503652039325
1739209747.3641014;-45.120503652039325
1739209747.3641095;-38.13080360867914
1739209747.3641176;-38.13080360867914
1739209747.3641257;-45.120503652039325
1739209747.3641338;-45.120503652039325
1739209747.3641417;-38.13080360867914
1739209747.3641498;-38.13080360867914
1739209747.364158;-45.120503652039325
1739209747.364166;-31.141103565318915
1739209747.3641741;-38.13080360867914
1739209747.3641822;-45.120503652039325
1739209747.36419;-38.13080360867914
1739209747.3641982;-38.13080360867914
1739209747.3642063;-35.57807855764607
1739209747.3642144;-35.57807855764607
1739209747.3642225;-38.13080360867914
1739209747.3642304;-33.981070128970906
1739209747.3642385;-38.13080360867914
1739209747.3642466;-45.120503652039325
1739209747.3642547;-45.120503652039325
1739209747.3642628;-45.120503652039325
1739209747.364271;-38.13080360867914
1739209747.3642788;-45.120503652039325
1739209747.364287;-38.13080360867914
1739209747.364295;-45.120503652039325
1739209747.364303;-45.120503652039325
1739209747.3643112;-38.13080360867914
1739209747.3643193;-38.13080360867914
1739209747.3643272;-45.120503652039325
1739209747.3643353;-45.120503652039325
1739209747.3643434;-33.981070128970906
1739209747.3643515;-38.13080360867914
1739209747.3643596;-30.49652367304973
1739209747.3643675;-35.57807855764607
1739209747.3643756;-45.120503652039325
1739209747.3643837;-45.120503652039325
1739209747.3643918;-38.13080360867914
1739209747.3644;-38.13080360867914
1739209747.364408;-45.120503652039325
1739209747.364416;-45.120503652039325
1739209747.364424;-38.13080360867914
1739209747.364432;-45.120503652039325
1739209747.3644402;-38.13080360867914
1739209747.3644483;-38.13080360867914
1739209747.3644564;-45.120503652039325
1739209747.3644643;-45.120503652039325
1739209747.3644724;-38.13080360867914
1739209747.3644805;-45.120503652039325
1739209747.3644886;-28.58837851428586
1739209747.3644967;-32.816014438256545
1739209747.3645046;-45.120503652039325
1739209747.3645127;-45.120503652039325
1739209747.3645208;-38.13080360867914
1739209747.364529;-35.57807855764607
1739209747.364537;-45.120503652039325
1739209747.364545;-38.13080360867914
1739209747.364553;-45.120503652039325
1739209747.364561;-45.120503652039325
1739209747.3645692;-45.120503652039325
1739209747.3645773;-45.120503652039325
1739209747.3645854;-45.120503652039325
1739209747.3645935;-33.981070128970906
1739209747.3646014;-45.120503652039325
1739209747.3646095;-38.13080360867914
1739209747.3646176;-38.13080360867914
1739209747.3646257;-38.13080360867914
1739209747.3646338;-45.120503652039325
1739209747.3646417;-45.120503652039325
1739209747.3646498;-38.13080360867914
1739209747.3646579;-45.120503652039325
1739209747.364666;-45.120503652039325
1739209747.364674;-45.120503652039325
1739209747.3646822;-29.438486411369333
1739209747.36469;-28.21854285175415
1739209747.3646982;-45.120503652039325
1739209747.3647063;-38.13080360867914
1739209747.3647144;-32.816014438256545
1739209747.3647225;-38.13080360867914
1739209747.3647306;-45.120503652039325
1739209747.3647385;-45.120503652039325
1739209747.3647466;-45.120503652039325
1739209747.3647547;-35.57807855764607
1739209747.3647628;-32.816014438256545
1739209747.364771;-38.13080360867914
1739209747.3647788;-45.120503652039325
1739209747.3647869;-38.13080360867914
1739209747.364795;-35.57807855764607
1739209747.364803;-45.120503652039325
1739209747.3648112;-32.816014438256545
1739209747.3648193;-28.21854285175415
1739209747.3648272;-45.120503652039325
1739209747.3648353;-45.120503652039325
1739209747.3648434;-38.13080360867914
1739209747.3648515;-45.120503652039325
1739209747.3648596;-33.981070128970906
1739209747.3648677;-38.13080360867914
1739209747.3648756;-38.13080360867914
1739209747.3648837;-45.120503652039325
1739209747.3648918;-45.120503652039325
1739209747.3648999;-45.120503652039325
1739209747.364908;-38.13080360867914
1739209747.3649158;-38.13080360867914
1739209747.364924;-35.57807855764607
1739209747.364932;-35.57807855764607
1739209747.3649402;-45.120503652039325
1739209747.3649483;-35.57807855764607
1739209747.3649564;-45.120503652039325
1739209747.3649642;-45.120503652039325
1739209747.3649724;-45.120503652039325
1739209747.3649805;-45.120503652039325
1739209747.3649886;-38.13080360867914
1739209747.3649967;-38.13080360867914
1739209747.3650048;-38.13080360867914
1739209747.3650126;-38.13080360867914
1739209747.3650208;-38.13080360867914
1739209747.3650289;-38.13080360867914
1739209747.365037;-45.120503652039325
1739209747.365045;-35.57807855764607
1739209747.365053;-45.120503652039325
1739209747.365061;-45.120503652039325
1739209747.3650692;-45.120503652039325
1739209747.3650773;-45.120503652039325
1739209747.3650854;-45.120503652039325
1739209747.3650935;-38.13080360867914
1739209747.3651013;-45.120503652039325
1739209747.3651094;-45.120503652039325
1739209747.3651175;-38.13080360867914
1739209747.3651257;-38.13080360867914
1739209747.3651338;-38.13080360867914
1739209747.3651419;-30.49652367304973
1739209747.3651497;-45.120503652039325
1739209747.3651578;-45.120503652039325
1739209747.365166;-38.13080360867914
1739209747.365174;-35.57807855764607
1739209747.3651822;-38.13080360867914
1739209747.36519;-45.120503652039325
1739209747.3651981;-33.981070128970906
1739209747.3652062;-45.120503652039325
1739209747.3652143;-38.13080360867914
1739209747.3652225;-45.120503652039325
1739209747.3652306;-38.13080360867914
1739209747.3652384;-33.981070128970906
1739209747.3652465;-33.981070128970906
1739209747.3652546;-38.13080360867914
1739209747.3652627;-38.13080360867914
1739209747.3652709;-38.13080360867914
1739209747.365279;-45.120503652039325
1739209747.3652868;-38.13080360867914
1739209747.365295;-38.13080360867914
1739209747.365303;-38.13080360867914
1739209747.3653111;-45.120503652039325
1739209747.3653193;-45.120503652039325
1739209747.3653271;-35.57807855764607
1739209747.3653352;-38.13080360867914
1739209747.3653433;-45.120503652039325
1739209747.3653514;-45.120503652039325
1739209747.3653595;-38.13080360867914
1739209747.3653677;-38.13080360867914
1739209747.3653755;-38.13080360867914
1739209747.3653836;-45.120503652039325
1739209747.3653917;-45.120503652039325
1739209747.3653998;-45.120503652039325
1739209747.365408;-38.13080360867914
1739209747.365416;-35.57807855764607
1739209747.365424;-45.120503652039325
1739209747.365432;-45.120503652039325
1739209747.3654401;-45.120503652039325
1739209747.3654482;-38.13080360867914
1739209747.3654563;-45.120503652039325
1739209747.3654642;-38.13080360867914
1739209747.3654723;-31.141103565318915
1739209747.3654804;-35.57807855764607
1739209747.3654885;-45.120503652039325
1739209747.3654966;-38.13080360867914
1739209747.3655047;-28.992665084841942
1739209747.3655126;-35.57807855764607
1739209747.3655207;-45.120503652039325
1739209747.3655288;-45.120503652039325
1739209747.365537;-45.120503652039325
1739209747.365545;-45.120503652039325
1739209747.365553;-45.120503652039325
1739209747.365561;-38.13080360867914
1739209747.365569;-45.120503652039325
1739209747.3655772;-38.13080360867914
1739209747.3655853;-45.120503652039325
1739209747.3655934;-38.13080360867914
1739209747.3656013;-31.141103565318915
1739209747.3656094;-45.120503652039325
1739209747.3656175;-45.120503652039325
1739209747.3656256;-38.13080360867914
1739209747.3656337;-38.13080360867914
1739209747.3656418;-45.120503652039325
1739209747.3656497;-38.13080360867914
1739209747.3656578;-38.13080360867914
1739209747.365666;-45.120503652039325
1739209747.365674;-38.13080360867914
1739209747.3656821;-33.981070128970906
1739209747.36569;-38.13080360867914
1739209747.365698;-38.13080360867914
1739209747.3657062;-45.120503652039325
1739209747.3657143;-45.120503652039325
1739209747.3657224;-33.981070128970906
1739209747.3657305;-45.120503652039325
1739209747.3657384;-45.120503652039325
1739209747.3657465;-45.120503652039325
1739209747.3657546;-38.13080360867914
1739209747.3657627;-33.981070128970906
1739209747.3657708;-38.13080360867914
1739209747.365779;-33.981070128970906
1739209747.3657868;-45.120503652039325
1739209747.365795;-31.141103565318915
1739209747.365803;-38.13080360867914
1739209747.365811;-38.13080360867914
1739209747.3658192;-45.120503652039325
1739209747.365827;-38.13080360867914
1739209747.3658352;-38.13080360867914
1739209747.3658433;-38.13080360867914
1739209747.3658514;-32.816014438256545
1739209747.3658595;-31.141103565318943
1739209747.3658676;-45.120503652039325
1739209747.3658755;-38.13080360867914
1739209747.3658836;-38.13080360867914
1739209747.3658917;-45.120503652039325
1739209747.3658998;-45.120503652039325
1739209747.365908;-32.816014438256545
1739209747.365916;-35.57807855764607
1739209747.365924;-28.58837851428586
1739209747.365932;-33.981070128970906
1739209747.36594;-45.120503652039325
1739209747.3659482;-45.120503652039325
1739209747.3659563;-38.13080360867914
1739209747.3659642;-45.120503652039325
1739209747.3659723;-38.13080360867914
1739209747.3659804;-35.57807855764607
1739209747.3659885;-45.120503652039325
1739209747.3659966;-45.120503652039325
1739209747.3660047;-35.57807855764607
1739209747.3660126;-38.13080360867914
1739209747.3660207;-45.120503652039325
1739209747.3660288;-45.120503652039325
1739209747.366037;-45.120503652039325
1739209747.366045;-38.13080360867914
1739209747.366053;-38.13080360867914
1739209747.366061;-35.57807855764607
1739209747.366069;-33.981070128970906
1739209747.3660772;-38.13080360867914
1739209747.3660853;-45.120503652039325
1739209747.3660934;-38.13080360867914
1739209747.3661013;-38.13080360867914
1739209747.3661094;-45.120503652039325
1739209747.3661175;-38.13080360867914
1739209747.3661256;-35.57807855764607
1739209747.3661337;-45.120503652039325
1739209747.3661418;-45.120503652039325
1739209747.3661497;-45.120503652039325
1739209747.3661578;-38.13080360867914
1739209747.3661659;-45.120503652039325
1739209747.366174;-45.120503652039325
1739209747.366182;-45.120503652039325
1739209747.3661902;-45.120503652039325
1739209747.366198;-45.120503652039325
1739209747.3662062;-45.120503652039325
1739209747.3662143;-45.120503652039325
1739209747.3662224;-38.13080360867914
1739209747.3662305;-38.13080360867914
1739209747.3662384;-45.120503652039325
1739209747.3662465;-29.438486411369333
1739209747.3662546;-28.21854285175415
1739209747.3662627;-38.13080360867914
1739209747.3662708;-38.13080360867914
1739209747.366279;-32.816014438256545
1739209747.3662868;-35.57807855764607
1739209747.3662949;-45.120503652039325
1739209747.366303;-38.13080360867914
1739209747.366311;-45.120503652039325
1739209747.3663192;-45.120503652039325
1739209747.3663273;-35.57807855764607
1739209747.3663352;-38.13080360867914
1739209747.3663433;-45.120503652039325
1739209747.3663514;-38.13080360867914
1739209747.3663595;-38.13080360867914
1739209747.3663676;-38.13080360867914
1739209747.3663754;-38.13080360867914
1739209747.3663836;-35.57807855764607
1739209747.3663917;-38.13080360867914
1739209747.3663998;-45.120503652039325
1739209747.3664079;-45.120503652039325
1739209747.366416;-45.120503652039325
1739209747.3664238;-45.120503652039325
1739209747.366432;-45.120503652039325
1739209747.36644;-38.13080360867914
1739209747.3664482;-35.57807855764607
1739209747.3664563;-38.13080360867914
1739209747.3664644;-38.13080360867914
1739209747.3664722;-38.13080360867914
1739209747.3664804;-33.981070128970906
1739209747.3664885;-45.120503652039325
1739209747.3664966;-38.13080360867914
1739209747.3665047;-45.120503652039325
1739209747.3665125;-45.120503652039325
1739209747.3665206;-45.120503652039325
1739209747.3665287;-38.13080360867914
1739209747.3665369;-45.120503652039325
1739209747.366545;-45.120503652039325
1739209747.366553;-35.57807855764607
1739209747.366561;-38.13080360867914
1739209747.366569;-38.13080360867914
1739209747.3665771;-38.13080360867914
1739209747.3665853;-33.981070128970906
1739209747.3665934;-35.57807855764607
1739209747.3666015;-45.120503652039325
1739209747.3666093;-38.13080360867914
1739209747.3666174;-31.141103565318915
1739209747.3666255;-35.57807855764607
1739209747.3666337;-38.13080360867914
1739209747.3666418;-38.13080360867914
1739209747.3666496;-35.57807855764607
1739209747.3666577;-38.13080360867914
1739209747.3666658;-45.120503652039325
1739209747.366674;-38.13080360867914
1739209747.366682;-38.13080360867914
1739209747.3666902;-38.13080360867914
1739209747.366698;-38.13080360867914
1739209747.3667061;-33.981070128970906
1739209747.3667142;-35.57807855764607
1739209747.3667223;-38.13080360867914
1739209747.3667305;-45.120503652039325
1739209747.3667386;-45.120503652039325
1739209747.3667464;-45.120503652039325
1739209747.3667545;-45.120503652039325
1739209747.3667626;-38.13080360867914
1739209747.3667707;-38.13080360867914
1739209747.3667789;-38.13080360867914
1739209747.3667867;-38.13080360867914
1739209747.3667948;-38.13080360867914
1739209747.366803;-38.13080360867914
1739209747.366811;-45.120503652039325
1739209747.3668191;-45.120503652039325
1739209747.3668272;-38.13080360867914
1739209747.366835;-33.981070128970906
1739209747.3668432;-38.13080360867914
1739209747.3668513;-45.120503652039325
1739209747.3668594;-45.120503652039325
1739209747.3668675;-45.120503652039325
1739209747.3668756;-45.120503652039325
1739209747.3668835;-45.120503652039325
1739209747.3668916;-38.13080360867914
1739209747.3668997;-38.13080360867914
1739209747.3669078;-38.13080360867914
1739209747.366916;-38.13080360867914
1739209747.3669238;-38.13080360867914
1739209747.366932;-35.57807855764607
1739209747.36694;-38.13080360867914
1739209747.3669481;-38.13080360867914
1739209747.3669562;-38.13080360867914
1739209747.3669643;-45.120503652039325
1739209747.3669722;-45.120503652039325
1739209747.3669803;-45.120503652039325
1739209747.3669884;-45.120503652039325
1739209747.3669965;-45.120503652039325
1739209747.3670046;-38.13080360867914
1739209747.3670127;-32.816014438256545
1739209747.3670206;-38.13080360867914
1739209747.3670287;-45.120503652039325
1739209747.3670368;-38.13080360867914
1739209747.367045;-38.13080360867914
1739209747.367053;-38.13080360867914
1739209747.367061;-38.13080360867914
1739209747.367069;-38.13080360867914
1739209747.367077;-45.120503652039325
1739209747.3670852;-45.120503652039325
1739209747.3670933;-38.13080360867914
1739209747.3671014;-27.267205301931607
1739209747.3671093;-32.816014438256545
1739209747.3671174;-45.120503652039325
1739209747.3671255;-38.13080360867914
1739209747.3671336;-33.981070128970906
1739209747.3671417;-33.981070128970906
1739209747.3671498;-45.120503652039325
1739209747.3671577;-38.13080360867914
1739209747.3671658;-32.81601443825658
1739209747.367174;-38.13080360867914
1739209747.367182;-45.120503652039325
1739209747.3671901;-45.120503652039325
1739209747.367198;-45.120503652039325
1739209747.367206;-38.13080360867914
1739209747.3672142;-33.981070128970906
1739209747.3672223;-38.13080360867914
1739209747.3672304;-31.141103565318915
1739209747.3672385;-45.120503652039325
1739209747.3672464;-38.13080360867914
1739209747.3672545;-38.13080360867914
1739209747.3672626;-33.981070128970906
1739209747.3672707;-38.13080360867914
1739209747.3672788;-38.13080360867914
1739209747.3672867;-35.57807855764607
1739209747.3672948;-45.120503652039325
1739209747.367303;-45.120503652039325
1739209747.367311;-45.120503652039325
1739209747.367319;-45.120503652039325
1739209747.3673272;-38.13080360867914
1739209747.367335;-45.120503652039325
1739209747.3673432;-38.13080360867914
1739209747.3673513;-38.13080360867914
1739209747.3673594;-45.120503652039325
1739209747.3673675;-45.120503652039325
1739209747.3673756;-38.13080360867914
1739209747.3673835;-45.120503652039325
1739209747.3673916;-45.120503652039325
1739209747.3673997;-45.120503652039325
1739209747.3674078;-38.13080360867914
1739209747.367416;-45.120503652039325
1739209747.3674238;-32.816014438256545
1739209747.3674319;-38.13080360867914
1739209747.36744;-38.13080360867914
1739209747.367448;-35.57807855764607
1739209747.3674562;-38.13080360867914
1739209747.3674643;-45.120503652039325
1739209747.3674722;-38.13080360867914
1739209747.3674803;-38.13080360867914
1739209747.3674884;-38.13080360867914
1739209747.3674965;-45.120503652039325
1739209747.3675046;-32.816014438256545
1739209747.3675127;-45.120503652039325
1739209747.3675206;-45.120503652039325
1739209747.3675287;-38.13080360867914
1739209747.3675368;-38.13080360867914
1739209747.367545;-45.120503652039325
1739209747.367553;-30.49652367304973
1739209747.3675609;-31.141103565318893
1739209747.367569;-45.120503652039325
1739209747.367577;-38.13080360867914
1739209747.3675852;-45.120503652039325
1739209747.3675933;-38.13080360867914
1739209747.3676014;-45.120503652039325
1739209747.3676093;-38.13080360867914
1739209747.3676174;-45.120503652039325
1739209747.3676255;-45.120503652039325
1739209747.3676336;-45.120503652039325
1739209747.3676417;-45.120503652039325
1739209747.3676498;-45.120503652039325
1739209747.3676577;-38.13080360867914
1739209747.3676658;-45.120503652039325
1739209747.3676739;-45.120503652039325
1739209747.367682;-33.981070128970906
1739209747.36769;-32.816014438256545
1739209747.367698;-45.120503652039325
1739209747.367706;-45.120503652039325
1739209747.3677142;-38.13080360867914
1739209747.3677223;-45.120503652039325
1739209747.3677304;-45.120503652039325
1739209747.3677385;-45.120503652039325
1739209747.3677464;-35.57807855764607
1739209747.3677545;-32.816014438256545
1739209747.3677626;-38.13080360867914
1739209747.3677707;-45.120503652039325
1739209747.3677788;-38.13080360867914
1739209747.367787;-35.57807855764607
1739209747.3677948;-45.120503652039325
1739209747.3678029;-45.120503652039325
1739209747.367811;-45.120503652039325
1739209747.367819;-38.13080360867914
1739209747.3678272;-38.13080360867914
1739209747.367835;-45.120503652039325
1739209747.3678432;-45.120503652039325
1739209747.3678513;-45.120503652039325
1739209747.3678594;-45.120503652039325
1739209747.3678675;-45.120503652039325
1739209747.3678756;-45.120503652039325
1739209747.3678834;-38.13080360867914
1739209747.3678916;-38.13080360867914
1739209747.3678997;-38.13080360867914
1739209747.3679078;-38.13080360867914
1739209747.3679159;-38.13080360867914
1739209747.367924;-38.13080360867914
1739209747.3679318;-35.57807855764607
1739209747.36794;-45.120503652039325
1739209747.367948;-45.120503652039325
1739209747.3679562;-38.13080360867914
1739209747.3679643;-33.981070128970906
1739209747.3679721;-45.120503652039325
1739209747.3679802;-45.120503652039325
1739209747.3679883;-32.816014438256545
1739209747.3679965;-45.120503652039325
1739209747.3680046;-38.13080360867914
1739209747.3680127;-35.57807855764607
1739209747.3680205;-38.13080360867914
1739209747.3680286;-45.120503652039325
1739209747.3680367;-45.120503652039325
1739209747.3680449;-45.120503652039325
1739209747.368053;-45.120503652039325
1739209747.368061;-45.120503652039325
1739209747.368069;-45.120503652039325
1739209747.368077;-38.13080360867914
1739209747.3680851;-38.13080360867914
1739209747.3680933;-38.13080360867914
1739209747.3681014;-38.13080360867914
1739209747.3681092;-32.816014438256545
1739209747.3681173;-38.13080360867914
1739209747.3681254;-45.120503652039325
1739209747.3681335;-33.981070128970906
1739209747.3681417;-33.981070128970906
1739209747.3681498;-38.13080360867914
1739209747.3681576;-38.13080360867914
1739209747.3681657;-38.13080360867914
1739209747.3681738;-38.13080360867914
1739209747.368182;-38.13080360867914
1739209747.36819;-38.13080360867914
1739209747.3681982;-38.13080360867914
1739209747.368206;-38.13080360867914
1739209747.3682141;-45.120503652039325
1739209747.3682222;-35.57807855764607
1739209747.3682303;-38.13080360867914
1739209747.3682384;-32.816014438256545
1739209747.3682463;-45.120503652039325
1739209747.3682544;-38.13080360867914
1739209747.3682625;-38.13080360867914
1739209747.3682706;-31.141103565318915
1739209747.3682787;-33.981070128970906
1739209747.3682868;-45.120503652039325
1739209747.3682947;-45.120503652039325
1739209747.3683028;-45.120503652039325
1739209747.368311;-38.13080360867914
1739209747.368319;-38.13080360867914
1739209747.3683271;-38.13080360867914
1739209747.3683352;-33.981070128970906
1739209747.368343;-33.981070128970906
1739209747.3683512;-45.120503652039325
1739209747.3683593;-45.120503652039325
1739209747.3683674;-38.13080360867914
1739209747.3683755;-45.120503652039325
1739209747.3683834;-45.120503652039325
1739209747.3683915;-38.13080360867914
1739209747.3683996;-38.13080360867914
1739209747.3684077;-38.13080360867914
1739209747.3684158;-45.120503652039325
1739209747.368424;-38.13080360867914
1739209747.3684318;-38.13080360867914
1739209747.36844;-38.13080360867914
1739209747.368448;-38.13080360867914
1739209747.3684561;-38.13080360867914
1739209747.3684642;-35.57807855764607
1739209747.3684723;-38.13080360867914
1739209747.3684802;-38.13080360867914
1739209747.3684883;-38.13080360867914
1739209747.3684964;-35.57807855764607
1739209747.3685045;-33.981070128970906
1739209747.3685126;-45.120503652039325
1739209747.3685205;-45.120503652039325
1739209747.3685286;-38.13080360867914
1739209747.3685367;-38.13080360867914
1739209747.3685448;-45.120503652039325
1739209747.368553;-45.120503652039325
1739209747.368561;-38.13080360867914
1739209747.368569;-38.13080360867914
1739209747.368577;-38.13080360867914
1739209747.368585;-45.120503652039325
1739209747.3685932;-45.120503652039325
1739209747.3686013;-45.120503652039325
1739209747.3686094;-38.13080360867914
1739209747.3686173;-38.13080360867914
1739209747.3686254;-38.13080360867914
1739209747.3686335;-33.981070128970906
1739209747.3686416;-38.13080360867914
1739209747.3686497;-35.57807855764607
1739209747.3686576;-35.57807855764607
1739209747.3686657;-33.981070128970906
1739209747.3686738;-38.13080360867914
1739209747.368682;-45.120503652039325
1739209747.36869;-38.13080360867914
1739209747.3686981;-38.13080360867914
1739209747.368706;-45.120503652039325
1739209747.368714;-38.13080360867914
1739209747.3687222;-35.57807855764607
1739209747.3687303;-33.981070128970956
1739209747.3687384;-45.120503652039325
1739209747.3687465;-33.981070128970906
1739209747.3687544;-35.57807855764607
1739209747.3687625;-45.120503652039325
1739209747.3687706;-45.120503652039325
1739209747.3687787;-45.120503652039325
1739209747.3687868;-38.13080360867914
1739209747.3687947;-30.49652367304973
1739209747.3688028;-38.13080360867914
1739209747.368811;-38.13080360867914
1739209747.368819;-35.57807855764607
1739209747.368827;-38.13080360867914
1739209747.3688352;-45.120503652039325
1739209747.368843;-38.13080360867914
1739209747.3688512;-38.13080360867914
1739209747.3688593;-32.81601443825658
1739209747.3688674;-45.120503652039325
1739209747.3688755;-35.57807855764607
1739209747.3688834;-38.13080360867914
1739209747.3688915;-38.13080360867914
1739209747.3688996;-45.120503652039325
1739209747.3689077;-45.120503652039325
1739209747.3689158;-45.120503652039325
1739209747.368924;-33.981070128970906
1739209747.3689318;-45.120503652039325
1739209747.3689399;-45.120503652039325
1739209747.368948;-38.13080360867914
1739209747.368956;-38.13080360867914
1739209747.3689642;-35.57807855764607
1739209747.3689723;-38.13080360867914
1739209747.3689802;-45.120503652039325
1739209747.3689883;-30.49652367304973
1739209747.3689964;-38.13080360867914
1739209747.3690045;-38.13080360867914
1739209747.3690126;-45.120503652039325
1739209747.3690205;-38.13080360867914
1739209747.3690286;-35.57807855764607
1739209747.3690367;-38.13080360867914
1739209747.3690448;-38.13080360867914
1739209747.369053;-45.120503652039325
1739209747.369061;-38.13080360867914
1739209747.3690689;-38.13080360867914
1739209747.369077;-45.120503652039325
1739209747.369085;-45.120503652039325
1739209747.3690932;-38.13080360867914
1739209747.3691013;-38.13080360867914
1739209747.3691094;-45.120503652039325
1739209747.3691173;-29.438486411369333
1739209747.3691254;-29.438486411369333
1739209747.3691335;-38.13080360867914
1739209747.3691416;-38.13080360867914
1739209747.3691497;-35.57807855764607
1739209747.3691576;-38.13080360867914
1739209747.3691657;-45.120503652039325
1739209747.3691738;-35.57807855764607
1739209747.3691819;-38.13080360867914
1739209747.36919;-45.120503652039325
1739209747.369198;-38.13080360867914
1739209747.369206;-38.13080360867914
1739209747.369214;-45.120503652039325
1739209747.3692222;-45.120503652039325
1739209747.3692303;-38.13080360867914
1739209747.3692384;-45.120503652039325
1739209747.3692465;-38.13080360867914
1739209747.3692544;-35.57807855764607
1739209747.3692625;-45.120503652039325
1739209747.3692706;-33.981070128970906
1739209747.3692787;-38.13080360867914
1739209747.3692868;-45.120503652039325
1739209747.3692946;-35.57807855764607
1739209747.3693027;-38.13080360867914
1739209747.3693109;-45.120503652039325
1739209747.369319;-45.120503652039325
1739209747.369327;-45.120503652039325
1739209747.3693352;-38.13080360867914
1739209747.369343;-45.120503652039325
1739209747.3693511;-45.120503652039325
