CAN Message; 0x24:09995cf9d2a8ff1b
Timestamp;Amplitude
1739209897.7390826;-38.13080360867914
1739209897.739089;-38.13080360867914
1739209897.7390952;-32.816014438256545
1739209897.7391016;-38.13080360867914
1739209897.739108;-45.120503652039325
1739209897.7391145;-45.120503652039325
1739209897.739121;-38.13080360867914
1739209897.7391272;-28.992665084841942
1739209897.7391336;-38.13080360867914
1739209897.73914;-45.120503652039325
1739209897.7391465;-38.13080360867914
1739209897.7391527;-38.13080360867914
1739209897.739159;-35.57807855764607
1739209897.7391655;-35.57807855764607
1739209897.739172;-33.981070128970906
1739209897.7391782;-38.13080360867914
1739209897.7391846;-45.120503652039325
1739209897.739191;-38.13080360867914
1739209897.7391975;-38.13080360867914
1739209897.7392037;-33.981070128970906
1739209897.7392101;-45.120503652039325
1739209897.7392166;-38.13080360867914
1739209897.739223;-32.816014438256545
1739209897.7392294;-45.120503652039325
1739209897.7392356;-45.120503652039325
1739209897.739242;-45.120503652039325
1739209897.7392485;-35.57807855764607
1739209897.739255;-38.13080360867914
1739209897.7392612;-45.120503652039325
1739209897.7392676;-38.13080360867914
1739209897.739274;-45.120503652039325
1739209897.7392805;-35.57807855764607
1739209897.7392867;-38.13080360867914
1739209897.739293;-38.13080360867914
1739209897.7392995;-35.57807855764607
1739209897.739306;-38.13080360867914
1739209897.7393122;-45.120503652039325
1739209897.7393186;-38.13080360867914
1739209897.739325;-35.57807855764607
1739209897.7393315;-33.981070128970906
1739209897.739338;-33.981070128970956
1739209897.7393441;-38.13080360867914
1739209897.7393506;-35.57807855764607
1739209897.739357;-38.13080360867914
1739209897.7393634;-38.13080360867914
1739209897.7393696;-38.13080360867914
1739209897.739376;-35.57807855764607
1739209897.7393825;-30.49652367304973
1739209897.739389;-28.992665084841942
1739209897.7393951;-45.120503652039325
1739209897.7394016;-38.13080360867914
1739209897.739408;-35.57807855764607
1739209897.7394145;-45.120503652039325
1739209897.7394207;-45.120503652039325
1739209897.739427;-32.816014438256545
1739209897.7394335;-32.816014438256545
1739209897.73944;-38.13080360867914
1739209897.7394462;-45.120503652039325
1739209897.7394526;-38.13080360867914
1739209897.739459;-33.981070128970906
1739209897.7394655;-45.120503652039325
1739209897.739472;-33.981070128970906
1739209897.739478;-38.13080360867914
1739209897.7394845;-35.57807855764607
1739209897.739491;-31.141103565318893
1739209897.7394974;-38.13080360867914
1739209897.7395036;-35.57807855764607
1739209897.73951;-35.57807855764607
1739209897.7395165;-45.120503652039325
1739209897.739523;-38.13080360867914
1739209897.7395291;-38.13080360867914
1739209897.7395356;-45.120503652039325
1739209897.739542;-45.120503652039325
1739209897.7395484;-38.13080360867914
1739209897.7395546;-38.13080360867914
1739209897.739561;-38.13080360867914
1739209897.7395675;-38.13080360867914
1739209897.739574;-45.120503652039325
1739209897.7395804;-31.141103565318893
1739209897.7395866;-38.13080360867914
1739209897.739593;-45.120503652039325
1739209897.7395995;-35.57807855764607
1739209897.739606;-32.816014438256545
1739209897.739612;-45.120503652039325
1739209897.7396185;-38.13080360867914
1739209897.739625;-33.981070128970906
1739209897.7396314;-35.57807855764607
1739209897.7396376;-38.13080360867914
1739209897.739644;-35.57807855764607
1739209897.7396505;-45.120503652039325
1739209897.739657;-38.13080360867914
1739209897.7396631;-38.13080360867914
1739209897.7396696;-45.120503652039325
1739209897.739676;-45.120503652039325
1739209897.7396824;-32.816014438256545
1739209897.7396889;-38.13080360867914
1739209897.739695;-45.120503652039325
1739209897.7397015;-45.120503652039325
1739209897.739708;-45.120503652039325
1739209897.7397144;-45.120503652039325
1739209897.7397206;-45.120503652039325
1739209897.739727;-38.13080360867914
1739209897.7397335;-38.13080360867914
1739209897.73974;-33.981070128970906
1739209897.739746;-38.13080360867914
1739209897.7397525;-38.13080360867914
1739209897.739759;-38.13080360867914
1739209897.7397654;-35.57807855764607
1739209897.7397716;-45.120503652039325
1739209897.739778;-38.13080360867914
1739209897.7397845;-38.13080360867914
1739209897.739791;-38.13080360867914
1739209897.739797;-45.120503652039325
1739209897.7398036;-38.13080360867914
1739209897.73981;-38.13080360867914
1739209897.7398164;-45.120503652039325
1739209897.7398229;-38.13080360867914
1739209897.739829;-45.120503652039325
1739209897.7398355;-38.13080360867914
1739209897.739842;-38.13080360867914
1739209897.7398484;-38.13080360867914
1739209897.7398546;-35.57807855764607
1739209897.739861;-38.13080360867914
1739209897.7398674;-38.13080360867914
1739209897.739874;-45.120503652039325
1739209897.73988;-38.13080360867914
1739209897.7398865;-38.13080360867914
1739209897.739893;-38.13080360867914
1739209897.7398994;-45.120503652039325
1739209897.7399056;-38.13080360867914
1739209897.739912;-35.57807855764607
1739209897.7399185;-38.13080360867914
1739209897.739925;-45.120503652039325
1739209897.7399313;-38.13080360867914
1739209897.7399375;-38.13080360867914
1739209897.739944;-38.13080360867914
1739209897.7399504;-45.120503652039325
1739209897.7399569;-45.120503652039325
1739209897.739963;-35.57807855764607
1739209897.7399695;-38.13080360867914
1739209897.739976;-38.13080360867914
1739209897.7399824;-35.57807855764607
1739209897.7399886;-38.13080360867914
1739209897.739995;-38.13080360867914
1739209897.7400014;-45.120503652039325
1739209897.7400079;-33.981070128970906
1739209897.740014;-45.120503652039325
1739209897.7400205;-38.13080360867914
1739209897.740027;-45.120503652039325
1739209897.7400334;-38.13080360867914
1739209897.7400398;-38.13080360867914
1739209897.740046;-45.120503652039325
1739209897.7400525;-38.13080360867914
1739209897.740059;-32.816014438256545
1739209897.7400653;-45.120503652039325
1739209897.7400715;-38.13080360867914
1739209897.740078;-38.13080360867914
1739209897.7400844;-35.57807855764607
1739209897.7400908;-45.120503652039325
1739209897.740097;-38.13080360867914
1739209897.7401035;-38.13080360867914
1739209897.74011;-33.981070128970906
1739209897.7401164;-35.57807855764607
1739209897.7401226;-45.120503652039325
1739209897.740129;-38.13080360867914
1739209897.7401354;-38.13080360867914
1739209897.7401419;-45.120503652039325
1739209897.740148;-38.13080360867914
1739209897.7401545;-45.120503652039325
1739209897.740161;-30.49652367304973
1739209897.7401674;-32.816014438256545
1739209897.7401738;-38.13080360867914
1739209897.74018;-45.120503652039325
1739209897.7401865;-38.13080360867914
1739209897.740193;-45.120503652039325
1739209897.7401993;-45.120503652039325
1739209897.7402055;-38.13080360867914
1739209897.740212;-45.120503652039325
1739209897.7402184;-38.13080360867914
1739209897.7402248;-38.13080360867914
1739209897.740231;-45.120503652039325
1739209897.7402375;-35.57807855764607
1739209897.740244;-35.57807855764607
1739209897.7402503;-45.120503652039325
1739209897.7402565;-45.120503652039325
1739209897.740263;-38.13080360867914
1739209897.7402694;-38.13080360867914
1739209897.7402759;-38.13080360867914
1739209897.7402823;-45.120503652039325
1739209897.7402885;-45.120503652039325
1739209897.740295;-38.13080360867914
1739209897.7403014;-45.120503652039325
1739209897.7403078;-38.13080360867914
1739209897.740314;-28.992665084841942
1739209897.7403204;-38.13080360867914
1739209897.740327;-33.981070128970906
1739209897.7403333;-45.120503652039325
1739209897.7403395;-38.13080360867914
1739209897.740346;-45.120503652039325
1739209897.7403524;-45.120503652039325
1739209897.7403588;-35.57807855764607
1739209897.740365;-33.981070128970906
1739209897.7403715;-38.13080360867914
1739209897.740378;-38.13080360867914
1739209897.7403843;-35.57807855764607
1739209897.7403908;-35.57807855764607
1739209897.740397;-35.57807855764607
1739209897.7404034;-38.13080360867914
1739209897.7404099;-45.120503652039325
1739209897.7404163;-33.981070128970906
1739209897.7404225;-38.13080360867914
1739209897.740429;-45.120503652039325
1739209897.7404354;-35.57807855764607
1739209897.7404418;-45.120503652039325
1739209897.740448;-45.120503652039325
1739209897.7404544;-45.120503652039325
1739209897.7404609;-45.120503652039325
1739209897.7404673;-45.120503652039325
1739209897.7404735;-45.120503652039325
1739209897.74048;-45.120503652039325
1739209897.7404864;-45.120503652039325
1739209897.7404928;-33.981070128970906
1739209897.740499;-38.13080360867914
1739209897.7405055;-33.981070128970906
1739209897.740512;-45.120503652039325
1739209897.7405183;-45.120503652039325
1739209897.7405248;-38.13080360867914
1739209897.740531;-38.13080360867914
1739209897.7405374;-45.120503652039325
1739209897.7405438;-45.120503652039325
1739209897.7405503;-38.13080360867914
1739209897.7405565;-45.120503652039325
1739209897.740563;-38.13080360867914
1739209897.7405694;-33.981070128970906
1739209897.7405758;-38.13080360867914
1739209897.740582;-45.120503652039325
1739209897.7405884;-45.120503652039325
1739209897.7405949;-38.13080360867914
1739209897.7406013;-45.120503652039325
1739209897.7406075;-45.120503652039325
1739209897.740614;-45.120503652039325
1739209897.7406204;-38.13080360867914
1739209897.7406268;-45.120503652039325
1739209897.7406332;-45.120503652039325
1739209897.7406394;-38.13080360867914
1739209897.740646;-38.13080360867914
1739209897.7406523;-45.120503652039325
1739209897.7406588;-38.13080360867914
1739209897.740665;-38.13080360867914
1739209897.7406714;-45.120503652039325
1739209897.7406778;-35.57807855764607
1739209897.7406843;-35.57807855764607
1739209897.7406905;-45.120503652039325
1739209897.740697;-45.120503652039325
1739209897.7407033;-38.13080360867914
1739209897.7407098;-45.120503652039325
1739209897.740716;-38.13080360867914
1739209897.7407224;-38.13080360867914
1739209897.7407289;-45.120503652039325
1739209897.7407353;-45.120503652039325
1739209897.7407417;-45.120503652039325
1739209897.740748;-38.13080360867914
1739209897.7407544;-33.981070128970906
1739209897.7407608;-45.120503652039325
1739209897.7407672;-32.816014438256545
1739209897.7407734;-45.120503652039325
1739209897.7407799;-38.13080360867914
1739209897.7407863;-38.13080360867914
1739209897.7407928;-45.120503652039325
1739209897.740799;-45.120503652039325
1739209897.7408054;-38.13080360867914
1739209897.7408118;-45.120503652039325
1739209897.7408183;-45.120503652039325
1739209897.7408245;-33.981070128970906
1739209897.740831;-45.120503652039325
1739209897.7408373;-38.13080360867914
1739209897.7408438;-38.13080360867914
1739209897.7408502;-45.120503652039325
1739209897.7408564;-45.120503652039325
1739209897.7408628;-45.120503652039325
1739209897.7408693;-38.13080360867914
1739209897.7408757;-38.13080360867914
1739209897.740882;-38.13080360867914
1739209897.7408884;-35.57807855764607
1739209897.7408948;-45.120503652039325
1739209897.7409012;-45.120503652039325
1739209897.7409074;-38.13080360867914
1739209897.7409139;-38.13080360867914
1739209897.7409203;-45.120503652039325
1739209897.7409267;-38.13080360867914
1739209897.740933;-45.120503652039325
1739209897.7409394;-45.120503652039325
1739209897.7409458;-38.13080360867914
1739209897.7409523;-38.13080360867914
1739209897.7409585;-38.13080360867914
1739209897.740965;-45.120503652039325
1739209897.7409713;-45.120503652039325
1739209897.7409778;-38.13080360867914
1739209897.7409842;-38.13080360867914
1739209897.7409904;-38.13080360867914
1739209897.7409968;-45.120503652039325
1739209897.7410033;-45.120503652039325
1739209897.7410097;-35.57807855764607
1739209897.741016;-38.13080360867914
1739209897.7410223;-45.120503652039325
1739209897.7410288;-45.120503652039325
1739209897.7410352;-35.57807855764607
1739209897.7410414;-33.981070128970906
1739209897.7410479;-38.13080360867914
1739209897.7410543;-38.13080360867914
1739209897.7410607;-45.120503652039325
1739209897.741067;-38.13080360867914
1739209897.7410734;-38.13080360867914
1739209897.7410798;-38.13080360867914
1739209897.7410862;-38.13080360867914
1739209897.7410927;-45.120503652039325
1739209897.7410989;-38.13080360867914
1739209897.7411053;-45.120503652039325
1739209897.7411118;-35.57807855764607
1739209897.7411182;-38.13080360867914
1739209897.7411244;-38.13080360867914
1739209897.7411308;-38.13080360867914
1739209897.7411373;-30.49652367304973
1739209897.7411437;-28.992665084841942
1739209897.74115;-45.120503652039325
1739209897.7411563;-38.13080360867914
1739209897.7411628;-35.57807855764607
1739209897.7411692;-33.981070128970906
1739209897.7411754;-45.120503652039325
1739209897.7411819;-35.57807855764607
1739209897.7411883;-38.13080360867914
1739209897.7411947;-45.120503652039325
1739209897.7412012;-45.120503652039325
1739209897.7412074;-38.13080360867914
1739209897.7412138;-38.13080360867914
1739209897.7412202;-45.120503652039325
1739209897.7412267;-38.13080360867914
1739209897.7412329;-38.13080360867914
1739209897.7412393;-35.57807855764607
1739209897.7412457;-45.120503652039325
1739209897.7412522;-45.120503652039325
1739209897.7412584;-38.13080360867914
1739209897.7412648;-35.57807855764607
1739209897.7412713;-45.120503652039325
1739209897.7412777;-45.120503652039325
1739209897.741284;-38.13080360867914
1739209897.7412903;-35.57807855764607
1739209897.7412968;-28.992665084841942
1739209897.7413032;-45.120503652039325
1739209897.7413094;-38.13080360867914
1739209897.7413158;-35.57807855764607
1739209897.7413223;-31.141103565318915
1739209897.7413287;-45.120503652039325
1739209897.7413352;-38.13080360867914
1739209897.7413414;-33.981070128970906
1739209897.7413478;-27.877744956031414
1739209897.7413542;-45.120503652039325
1739209897.7413607;-45.120503652039325
1739209897.7413669;-38.13080360867914
1739209897.7413733;-45.120503652039325
1739209897.7413797;-45.120503652039325
1739209897.7413862;-38.13080360867914
1739209897.7413924;-35.57807855764607
1739209897.7413988;-31.141103565318915
1739209897.7414052;-45.120503652039325
1739209897.7414117;-38.13080360867914
1739209897.741418;-45.120503652039325
1739209897.7414243;-38.13080360867914
1739209897.7414308;-45.120503652039325
1739209897.7414372;-38.13080360867914
1739209897.7414436;-35.57807855764607
1739209897.7414498;-33.981070128970906
1739209897.7414563;-38.13080360867914
1739209897.7414627;-38.13080360867914
1739209897.7414691;-38.13080360867914
1739209897.7414753;-38.13080360867914
1739209897.7414818;-38.13080360867914
1739209897.7414882;-45.120503652039325
1739209897.7414947;-35.57807855764607
1739209897.7415009;-38.13080360867914
1739209897.7415073;-38.13080360867914
1739209897.7415137;-45.120503652039325
1739209897.7415202;-38.13080360867914
1739209897.7415264;-38.13080360867914
1739209897.7415328;-45.120503652039325
1739209897.7415392;-33.981070128970906
1739209897.7415457;-45.120503652039325
1739209897.741552;-33.981070128970906
1739209897.7415583;-45.120503652039325
1739209897.7415648;-38.13080360867914
1739209897.7415712;-38.13080360867914
1739209897.7415776;-38.13080360867914
1739209897.7415838;-35.57807855764607
1739209897.7415903;-45.120503652039325
1739209897.7415967;-35.57807855764607
1739209897.7416031;-38.13080360867914
1739209897.7416093;-45.120503652039325
1739209897.7416158;-45.120503652039325
1739209897.7416222;-45.120503652039325
1739209897.7416286;-45.120503652039325
1739209897.7416348;-45.120503652039325
1739209897.7416413;-45.120503652039325
1739209897.7416477;-38.13080360867914
1739209897.7416542;-38.13080360867914
1739209897.7416604;-38.13080360867914
1739209897.7416668;-38.13080360867914
1739209897.7416732;-45.120503652039325
1739209897.7416797;-38.13080360867914
1739209897.741686;-38.13080360867914
1739209897.7416923;-45.120503652039325
1739209897.7416987;-45.120503652039325
1739209897.7417052;-38.13080360867914
1739209897.7417116;-35.57807855764607
1739209897.7417178;-38.13080360867914
1739209897.7417243;-35.57807855764607
1739209897.7417307;-38.13080360867914
1739209897.7417371;-45.120503652039325
1739209897.7417433;-45.120503652039325
1739209897.7417498;-38.13080360867914
1739209897.7417562;-35.57807855764607
1739209897.7417626;-45.120503652039325
1739209897.7417688;-45.120503652039325
1739209897.7417753;-35.57807855764607
1739209897.7417817;-38.13080360867914
1739209897.7417881;-45.120503652039325
1739209897.7417946;-38.13080360867914
1739209897.7418008;-38.13080360867914
1739209897.7418072;-45.120503652039325
1739209897.7418137;-31.141103565318893
1739209897.74182;-45.120503652039325
1739209897.7418263;-45.120503652039325
1739209897.7418327;-35.57807855764607
1739209897.7418392;-35.57807855764607
1739209897.7418456;-33.981070128970906
1739209897.7418518;-35.57807855764607
1739209897.7418582;-38.13080360867914
1739209897.7418647;-45.120503652039325
1739209897.741871;-38.13080360867914
1739209897.7418773;-32.816014438256545
1739209897.7418838;-38.13080360867914
1739209897.7418902;-45.120503652039325
1739209897.7418966;-38.13080360867914
1739209897.741903;-32.816014438256545
1739209897.7419093;-38.13080360867914
1739209897.7419157;-45.120503652039325
1739209897.7419221;-38.13080360867914
1739209897.7419286;-45.120503652039325
1739209897.7419348;-45.120503652039325
1739209897.7419412;-38.13080360867914
1739209897.7419477;-45.120503652039325
1739209897.741954;-45.120503652039325
1739209897.7419603;-45.120503652039325
1739209897.7419667;-26.991370085610736
1739209897.7419732;-35.57807855764607
1739209897.7419796;-38.13080360867914
1739209897.7419858;-38.13080360867914
1739209897.7419922;-45.120503652039325
1739209897.7419987;-45.120503652039325
1739209897.742005;-45.120503652039325
1739209897.7420113;-45.120503652039325
1739209897.7420177;-38.13080360867914
1739209897.7420242;-38.13080360867914
1739209897.7420306;-38.13080360867914
1739209897.742037;-45.120503652039325
1739209897.7420433;-45.120503652039325
1739209897.7420497;-45.120503652039325
1739209897.7420561;-45.120503652039325
1739209897.7420626;-45.120503652039325
1739209897.7420688;-26.035653463252796
1739209897.7420752;-35.57807855764607
1739209897.7420816;-45.120503652039325
1739209897.742088;-38.13080360867914
1739209897.7420943;-35.57807855764607
1739209897.7421007;-38.13080360867914
1739209897.7421072;-45.120503652039325
1739209897.7421136;-45.120503652039325
1739209897.7421198;-38.13080360867914
1739209897.7421262;-35.57807855764607
1739209897.7421327;-38.13080360867914
1739209897.742139;-38.13080360867914
1739209897.7421455;-45.120503652039325
1739209897.7421517;-38.13080360867914
1739209897.7421582;-45.120503652039325
1739209897.7421646;-38.13080360867914
1739209897.742171;-45.120503652039325
1739209897.7421772;-45.120503652039325
1739209897.7421837;-35.57807855764607
1739209897.7421901;-38.13080360867914
1739209897.7421966;-45.120503652039325
1739209897.7422028;-45.120503652039325
1739209897.7422092;-33.981070128970906
1739209897.7422156;-45.120503652039325
1739209897.742222;-27.8777449560314
1739209897.7422283;-30.49652367304973
1739209897.7422347;-38.13080360867914
1739209897.7422411;-38.13080360867914
1739209897.7422476;-38.13080360867914
1739209897.742254;-38.13080360867914
1739209897.7422602;-45.120503652039325
1739209897.7422667;-45.120503652039325
1739209897.742273;-45.120503652039325
1739209897.7422795;-45.120503652039325
1739209897.7422857;-45.120503652039325
1739209897.7422922;-38.13080360867914
1739209897.7422986;-45.120503652039325
1739209897.742305;-45.120503652039325
1739209897.7423112;-45.120503652039325
1739209897.7423177;-45.120503652039325
1739209897.742324;-38.13080360867914
1739209897.7423306;-38.13080360867914
1739209897.7423368;-45.120503652039325
1739209897.7423432;-45.120503652039325
1739209897.7423496;-45.120503652039325
1739209897.742356;-45.120503652039325
1739209897.7423623;-38.13080360867914
1739209897.7423687;-45.120503652039325
1739209897.7423751;-38.13080360867914
1739209897.7423816;-38.13080360867914
1739209897.742388;-45.120503652039325
1739209897.7423942;-38.13080360867914
1739209897.7424006;-35.57807855764607
1739209897.742407;-38.13080360867914
1739209897.7424135;-45.120503652039325
1739209897.7424197;-45.120503652039325
1739209897.7424262;-45.120503652039325
1739209897.7424326;-45.120503652039325
1739209897.742439;-45.120503652039325
1739209897.7424452;-38.13080360867914
1739209897.7424517;-38.13080360867914
1739209897.742458;-38.13080360867914
1739209897.7424645;-38.13080360867914
1739209897.7424707;-33.981070128970906
1739209897.7424772;-31.141103565318893
1739209897.7424836;-33.981070128970906
1739209897.74249;-45.120503652039325
1739209897.7424965;-38.13080360867914
1739209897.7425027;-35.57807855764607
