CAN Message; 0x39:0f092be3e6b0245d
1739209675.7076383;-38.13080360867914
1739209675.7076454;-38.13080360867914
1739209675.7076526;-38.13080360867914
1739209675.70766;-35.57807855764607
1739209675.707667;-38.13080360867914
1739209675.7076743;-45.120503652039325
1739209675.7076814;-45.120503652039325
1739209675.7076888;-38.13080360867914
1739209675.707696;-38.13080360867914
1739209675.707703;-38.13080360867914
1739209675.7077105;-38.13080360867914
1739209675.7077177;-32.816014438256545
1739209675.7077248;-33.981070128970906
1739209675.707732;-38.13080360867914
1739209675.7077394;-35.57807855764607
1739209675.7077465;-38.13080360867914
1739209675.7077537;-45.120503652039325
1739209675.7077608;-45.120503652039325
1739209675.7077682;-45.120503652039325
1739209675.7077754;-45.120503652039325
1739209675.7077825;-45.120503652039325
1739209675.70779;-45.120503652039325
1739209675.707797;-45.120503652039325
1739209675.7078042;-38.13080360867914
1739209675.7078114;-35.57807855764607
1739209675.7078187;-38.13080360867914
1739209675.707826;-35.57807855764607
1739209675.707833;-45.120503652039325
1739209675.7078404;-38.13080360867914
1739209675.7078476;-35.57807855764607
1739209675.7078547;-38.13080360867914
1739209675.707862;-33.981070128970906
1739209675.7078693;-45.120503652039325
1739209675.7078764;-45.120503652039325
1739209675.7078836;-45.120503652039325
1739209675.707891;-45.120503652039325
1739209675.7078981;-38.13080360867914
1739209675.7079053;-38.13080360867914
1739209675.7079124;-38.13080360867914
1739209675.7079198;-45.120503652039325
1739209675.707927;-38.13080360867914
1739209675.7079341;-45.120503652039325
1739209675.7079415;-33.981070128970906
1739209675.7079487;-45.120503652039325
1739209675.7079558;-38.13080360867914
1739209675.707963;-35.57807855764607
1739209675.7079704;-38.13080360867914
1739209675.7079775;-45.120503652039325
1739209675.7079847;-45.120503652039325
1739209675.707992;-35.57807855764607
1739209675.7079992;-45.120503652039325
1739209675.7080064;-45.120503652039325
1739209675.7080135;-38.13080360867914
1739209675.708021;-38.13080360867914
1739209675.708028;-38.13080360867914
1739209675.7080352;-45.120503652039325
1739209675.7080426;-38.13080360867914
1739209675.7080498;-38.13080360867914
1739209675.708057;-38.13080360867914
1739209675.708064;-45.120503652039325
1739209675.7080715;-38.13080360867914
1739209675.7080786;-45.120503652039325
1739209675.7080858;-38.13080360867914
1739209675.7080932;-38.13080360867914
1739209675.7081003;-45.120503652039325
1739209675.7081075;-45.120503652039325
1739209675.7081146;-45.120503652039325
1739209675.708122;-38.13080360867914
1739209675.7081292;-38.13080360867914
1739209675.7081363;-38.13080360867914
1739209675.7081435;-38.13080360867914
1739209675.7081509;-38.13080360867914
1739209675.708158;-38.13080360867914
1739209675.7081652;-38.13080360867914
1739209675.7081726;-38.13080360867914
1739209675.7081797;-45.120503652039325
1739209675.7081869;-45.120503652039325
1739209675.708194;-38.13080360867914
1739209675.7082014;-32.816014438256545
1739209675.7082086;-38.13080360867914
1739209675.7082157;-45.120503652039325
1739209675.708223;-35.57807855764607
1739209675.7082303;-38.13080360867914
1739209675.7082374;-35.57807855764607
1739209675.7082446;-35.57807855764607
1739209675.708252;-38.13080360867914
1739209675.708259;-38.13080360867914
1739209675.7082663;-35.57807855764607
1739209675.7082736;-38.13080360867914
1739209675.7082808;-45.120503652039325
1739209675.708288;-45.120503652039325
1739209675.708295;-45.120503652039325
1739209675.7083025;-45.120503652039325
1739209675.7083097;-45.120503652039325
1739209675.7083168;-35.57807855764607
1739209675.7083242;-45.120503652039325
1739209675.7083313;-45.120503652039325
1739209675.7083385;-38.13080360867914
1739209675.7083457;-45.120503652039325
1739209675.708353;-31.141103565318893
1739209675.7083602;-38.13080360867914
1739209675.7083673;-35.57807855764607
1739209675.7083747;-38.13080360867914
1739209675.708382;-38.13080360867914
1739209675.708389;-38.13080360867914
1739209675.7083962;-38.13080360867914
1739209675.7084036;-38.13080360867914
1739209675.7084107;-45.120503652039325
1739209675.708418;-45.120503652039325
1739209675.7084253;-45.120503652039325
1739209675.7084324;-45.120503652039325
1739209675.7084396;-45.120503652039325
1739209675.7084467;-45.120503652039325
1739209675.7084541;-32.816014438256545
1739209675.7084613;-38.13080360867914
1739209675.7084684;-45.120503652039325
1739209675.7084758;-38.13080360867914
1739209675.708483;-35.57807855764607
1739209675.7084901;-38.13080360867914
1739209675.7084973;-38.13080360867914
1739209675.7085047;-35.57807855764607
1739209675.7085118;-38.13080360867914
1739209675.708519;-38.13080360867914
1739209675.7085264;-45.120503652039325
1739209675.7085335;-45.120503652039325
1739209675.7085407;-38.13080360867914
1739209675.7085478;-38.13080360867914
1739209675.7085552;-45.120503652039325
1739209675.7085624;-38.13080360867914
1739209675.7085695;-35.57807855764607
1739209675.7085767;-38.13080360867914
1739209675.708584;-45.120503652039325
1739209675.7085912;-38.13080360867914
1739209675.7085984;-35.57807855764607
1739209675.7086058;-35.57807855764607
1739209675.708613;-35.57807855764607
1739209675.70862;-38.13080360867914
1739209675.7086272;-33.981070128970906
1739209675.7086346;-38.13080360867914
1739209675.7086418;-45.120503652039325
1739209675.708649;-38.13080360867914
1739209675.7086563;-35.57807855764607
1739209675.7086635;-33.981070128970906
1739209675.7086706;-45.120503652039325
1739209675.7086778;-38.13080360867914
1739209675.7086852;-38.13080360867914
1739209675.7086923;-38.13080360867914
1739209675.7086995;-38.13080360867914
1739209675.7087069;-45.120503652039325
1739209675.708714;-38.13080360867914
1739209675.7087212;-38.13080360867914
1739209675.7087283;-35.57807855764607
1739209675.7087357;-35.57807855764607
1739209675.7087429;-45.120503652039325
1739209675.70875;-45.120503652039325
1739209675.7087574;-32.816014438256545
1739209675.7087646;-31.141103565318915
1739209675.7087717;-45.120503652039325
1739209675.7087789;-33.981070128970906
1739209675.7087862;-45.120503652039325
1739209675.7087934;-45.120503652039325
1739209675.7088006;-45.120503652039325
1739209675.708808;-38.13080360867914
1739209675.708815;-38.13080360867914
1739209675.7088223;-33.981070128970906
1739209675.7088294;-35.57807855764607
1739209675.7088368;-45.120503652039325
1739209675.708844;-33.981070128970906
1739209675.708851;-33.981070128970906
1739209675.7088585;-45.120503652039325
1739209675.7088656;-38.13080360867914
1739209675.7088728;-35.57807855764607
1739209675.70888;-28.992665084841942
1739209675.7088873;-45.120503652039325
1739209675.7088945;-38.13080360867914
1739209675.7089016;-38.13080360867914
1739209675.708909;-38.13080360867914
1739209675.7089162;-45.120503652039325
1739209675.7089233;-45.120503652039325
1739209675.7089305;-45.120503652039325
1739209675.708938;-35.57807855764607
1739209675.708945;-38.13080360867914
1739209675.7089522;-45.120503652039325
1739209675.7089596;-35.57807855764607
1739209675.7089667;-33.981070128970906
1739209675.708974;-45.120503652039325
1739209675.708981;-38.13080360867914
1739209675.7089884;-35.57807855764607
1739209675.7089956;-27.267205301931607
1739209675.7090027;-45.120503652039325
1739209675.70901;-45.120503652039325
1739209675.7090173;-38.13080360867914
1739209675.7090244;-33.981070128970906
1739209675.7090316;-45.120503652039325
1739209675.709039;-38.13080360867914
1739209675.7090461;-45.120503652039325
1739209675.7090533;-30.49652367304973
1739209675.7090604;-38.13080360867914
1739209675.7090678;-38.13080360867914
1739209675.709075;-38.13080360867914
1739209675.7090821;-45.120503652039325
1739209675.7090895;-38.13080360867914
1739209675.7090967;-38.13080360867914
1739209675.7091038;-38.13080360867914
1739209675.709111;-31.141103565318915
1739209675.7091184;-45.120503652039325
1739209675.7091255;-38.13080360867914
1739209675.7091327;-38.13080360867914
1739209675.70914;-33.981070128970906
1739209675.7091472;-45.120503652039325
1739209675.7091544;-45.120503652039325
1739209675.7091615;-45.120503652039325
1739209675.709169;-33.981070128970906
1739209675.709176;-32.816014438256545
1739209675.7091832;-38.13080360867914
1739209675.7091906;-45.120503652039325
1739209675.7091978;-38.13080360867914
1739209675.709205;-45.120503652039325
1739209675.709212;-45.120503652039325
1739209675.7092195;-45.120503652039325
1739209675.7092266;-38.13080360867914
1739209675.7092338;-38.13080360867914
1739209675.7092412;-38.13080360867914
1739209675.7092483;-45.120503652039325
1739209675.7092555;-45.120503652039325
1739209675.7092626;-45.120503652039325
1739209675.70927;-45.120503652039325
1739209675.7092772;-45.120503652039325
1739209675.7092843;-38.13080360867914
1739209675.7092917;-38.13080360867914
1739209675.7092988;-45.120503652039325
1739209675.709306;-45.120503652039325
1739209675.7093132;-38.13080360867914
1739209675.7093205;-35.57807855764607
1739209675.7093277;-35.57807855764607
1739209675.7093349;-38.13080360867914
1739209675.7093422;-45.120503652039325
1739209675.7093494;-32.816014438256545
1739209675.7093565;-38.13080360867914
1739209675.7093637;-45.120503652039325
1739209675.709371;-38.13080360867914
1739209675.7093782;-38.13080360867914
1739209675.7093854;-45.120503652039325
1739209675.7093925;-45.120503652039325
1739209675.7094;-45.120503652039325
1739209675.709407;-45.120503652039325
1739209675.7094142;-38.13080360867914
1739209675.7094216;-38.13080360867914
1739209675.7094288;-45.120503652039325
1739209675.709436;-38.13080360867914
1739209675.709443;-38.13080360867914
1739209675.7094505;-45.120503652039325
1739209675.7094576;-31.141103565318915
1739209675.7094648;-31.141103565318915
1739209675.7094722;-38.13080360867914
1739209675.7094793;-35.57807855764607
1739209675.7094865;-35.57807855764607
1739209675.7094936;-38.13080360867914
1739209675.709501;-45.120503652039325
1739209675.7095082;-38.13080360867914
1739209675.7095153;-45.120503652039325
1739209675.7095227;-38.13080360867914
1739209675.7095299;-45.120503652039325
1739209675.709537;-45.120503652039325
1739209675.7095442;-45.120503652039325
1739209675.7095516;-45.120503652039325
1739209675.7095587;-45.120503652039325
1739209675.7095659;-45.120503652039325
1739209675.7095733;-35.57807855764607
1739209675.7095804;-26.487275050834715
1739209675.7095876;-38.13080360867914
1739209675.7095947;-45.120503652039325
1739209675.709602;-38.13080360867914
1739209675.7096093;-38.13080360867914
1739209675.7096164;-38.13080360867914
1739209675.7096238;-45.120503652039325
1739209675.709631;-45.120503652039325
1739209675.709638;-45.120503652039325
1739209675.7096453;-45.120503652039325
1739209675.7096527;-45.120503652039325
1739209675.7096598;-45.120503652039325
1739209675.709667;-38.13080360867914
1739209675.7096744;-33.981070128970906
1739209675.7096815;-45.120503652039325
1739209675.7096887;-38.13080360867914
1739209675.7096958;-32.816014438256545
1739209675.7097032;-38.13080360867914
1739209675.7097104;-45.120503652039325
1739209675.7097175;-45.120503652039325
1739209675.709725;-45.120503652039325
1739209675.709732;-45.120503652039325
1739209675.7097392;-38.13080360867914
1739209675.7097464;-45.120503652039325
1739209675.7097538;-45.120503652039325
1739209675.709761;-38.13080360867914
1739209675.709768;-38.13080360867914
1739209675.7097754;-45.120503652039325
1739209675.7097826;-32.816014438256545
1739209675.7097898;-45.120503652039325
1739209675.709797;-45.120503652039325
1739209675.7098043;-45.120503652039325
1739209675.7098114;-45.120503652039325
1739209675.7098186;-38.13080360867914
1739209675.7098258;-45.120503652039325
1739209675.7098331;-45.120503652039325
1739209675.7098403;-38.13080360867914
1739209675.7098475;-33.981070128970906
1739209675.7098548;-45.120503652039325
1739209675.709862;-38.13080360867914
1739209675.7098691;-35.57807855764607
1739209675.7098763;-38.13080360867914
1739209675.7098837;-45.120503652039325
1739209675.7098908;-33.981070128970906
1739209675.709898;-33.981070128970906
1739209675.7099054;-45.120503652039325
1739209675.7099125;-38.13080360867914
1739209675.7099197;-38.13080360867914
1739209675.7099268;-45.120503652039325
1739209675.7099342;-45.120503652039325
1739209675.7099414;-38.13080360867914
1739209675.7099485;-38.13080360867914
1739209675.709956;-45.120503652039325
1739209675.709963;-38.13080360867914
1739209675.7099702;-38.13080360867914
1739209675.7099774;-33.981070128970906
1739209675.7099848;-38.13080360867914
1739209675.709992;-38.13080360867914
1739209675.709999;-38.13080360867914
1739209675.7100065;-38.13080360867914
1739209675.7100136;-45.120503652039325
1739209675.7100208;-45.120503652039325
1739209675.710028;-38.13080360867914
1739209675.7100353;-38.13080360867914
1739209675.7100425;-45.120503652039325
1739209675.7100496;-38.13080360867914
1739209675.710057;-32.816014438256545
1739209675.7100642;-38.13080360867914
1739209675.7100713;-38.13080360867914
1739209675.7100785;-38.13080360867914
1739209675.7100859;-45.120503652039325
1739209675.710093;-38.13080360867914
1739209675.7101002;-38.13080360867914
1739209675.7101076;-38.13080360867914
1739209675.7101147;-45.120503652039325
1739209675.7101219;-38.13080360867914
1739209675.710129;-45.120503652039325
1739209675.7101364;-38.13080360867914
1739209675.7101436;-38.13080360867914
1739209675.7101507;-45.120503652039325
1739209675.710158;-45.120503652039325
1739209675.7101653;-38.13080360867914
1739209675.7101724;-45.120503652039325
1739209675.7101796;-38.13080360867914
1739209675.710187;-32.816014438256545
1739209675.710194;-38.13080360867914
1739209675.7102013;-45.120503652039325
1739209675.7102084;-38.13080360867914
1739209675.7102158;-38.13080360867914
1739209675.710223;-31.141103565318915
1739209675.71023;-38.13080360867914
1739209675.7102375;-38.13080360867914
1739209675.7102447;-38.13080360867914
1739209675.7102518;-38.13080360867914
1739209675.710259;-45.120503652039325
1739209675.7102664;-38.13080360867914
1739209675.7102735;-33.981070128970906
1739209675.7102807;-33.981070128970906
1739209675.710288;-45.120503652039325
1739209675.7102952;-45.120503652039325
1739209675.7103024;-32.816014438256545
1739209675.7103095;-35.57807855764607
1739209675.710317;-38.13080360867914
1739209675.710324;-38.13080360867914
1739209675.7103312;-38.13080360867914
1739209675.7103386;-31.141103565318915
1739209675.7103457;-45.120503652039325
1739209675.710353;-45.120503652039325
1739209675.71036;-38.13080360867914
1739209675.7103674;-38.13080360867914
1739209675.7103746;-45.120503652039325
1739209675.7103817;-35.57807855764607
1739209675.7103891;-35.57807855764607
1739209675.7103963;-38.13080360867914
1739209675.7104034;-45.120503652039325
1739209675.7104106;-38.13080360867914
1739209675.710418;-35.57807855764607
1739209675.7104251;-38.13080360867914
1739209675.7104323;-35.57807855764607
1739209675.7104397;-38.13080360867914
1739209675.7104468;-45.120503652039325
1739209675.710454;-33.981070128970906
1739209675.7104611;-38.13080360867914
1739209675.7104685;-45.120503652039325
1739209675.7104757;-38.13080360867914
1739209675.7104828;-31.141103565318915
1739209675.7104902;-38.13080360867914
1739209675.7104974;-38.13080360867914
1739209675.7105045;-45.120503652039325
1739209675.7105117;-45.120503652039325
1739209675.710519;-45.120503652039325
1739209675.7105262;-45.120503652039325
1739209675.7105334;-45.120503652039325
1739209675.7105408;-38.13080360867914
1739209675.710548;-45.120503652039325
1739209675.710555;-38.13080360867914
1739209675.7105622;-38.13080360867914
1739209675.7105696;-33.981070128970906
1739209675.7105768;-38.13080360867914
1739209675.710584;-45.120503652039325
1739209675.7105913;-35.57807855764607
1739209675.7105985;-33.981070128970906
1739209675.7106056;-45.120503652039325
1739209675.7106128;-38.13080360867914
1739209675.7106202;-38.13080360867914
1739209675.7106273;-45.120503652039325
1739209675.7106345;-45.120503652039325
1739209675.7106416;-45.120503652039325
1739209675.710649;-38.13080360867914
1739209675.7106562;-33.981070128970906
1739209675.7106633;-33.981070128970906
1739209675.7106707;-45.120503652039325
1739209675.7106779;-38.13080360867914
1739209675.710685;-32.816014438256545
1739209675.7106922;-38.13080360867914
1739209675.7106996;-38.13080360867914
1739209675.7107067;-38.13080360867914
1739209675.7107139;-38.13080360867914
1739209675.7107213;-38.13080360867914
1739209675.7107284;-38.13080360867914
1739209675.7107356;-38.13080360867914
1739209675.7107427;-38.13080360867914
1739209675.71075;-35.57807855764607
1739209675.7107573;-33.981070128970906
1739209675.7107644;-35.57807855764607
1739209675.7107718;-38.13080360867914
1739209675.710779;-45.120503652039325
1739209675.710786;-45.120503652039325
1739209675.7107933;-38.13080360867914
1739209675.7108006;-33.981070128970906
1739209675.7108078;-31.141103565318915
1739209675.710815;-38.13080360867914
1739209675.7108223;-35.57807855764607
1739209675.7108295;-35.57807855764607
1739209675.7108366;-38.13080360867914
1739209675.7108438;-45.120503652039325
1739209675.7108512;-38.13080360867914
1739209675.7108583;-38.13080360867914
1739209675.7108655;-33.981070128970956
1739209675.710873;-45.120503652039325
1739209675.71088;-45.120503652039325
1739209675.7108872;-45.120503652039325
1739209675.7108943;-45.120503652039325
1739209675.7109017;-45.120503652039325
1739209675.710909;-45.120503652039325
1739209675.710916;-33.981070128970906
1739209675.7109234;-30.49652367304973
1739209675.7109306;-38.13080360867914
1739209675.7109377;-45.120503652039325
1739209675.710945;-45.120503652039325
1739209675.7109523;-35.57807855764607
1739209675.7109594;-38.13080360867914
1739209675.7109666;-45.120503652039325
1739209675.710974;-45.120503652039325
1739209675.7109811;-38.13080360867914
1739209675.7109883;-38.13080360867914
1739209675.7109954;-45.120503652039325
1739209675.7110028;-45.120503652039325
1739209675.71101;-38.13080360867914
1739209675.7110171;-31.141103565318915
1739209675.7110243;-38.13080360867914
1739209675.7110317;-38.13080360867914
1739209675.7110388;-26.487275050834715
1739209675.711046;-38.13080360867914
1739209675.7110534;-45.120503652039325
1739209675.7110605;-38.13080360867914
1739209675.7110677;-32.816014438256545
1739209675.7110748;-38.13080360867914
1739209675.7110822;-45.120503652039325
1739209675.7110894;-45.120503652039325
1739209675.7110965;-38.13080360867914
1739209675.711104;-45.120503652039325
1739209675.711111;-45.120503652039325
1739209675.7111182;-45.120503652039325
1739209675.7111254;-45.120503652039325
1739209675.7111328;-33.981070128970906
1739209675.71114;-45.120503652039325
1739209675.711147;-38.13080360867914
1739209675.7111545;-30.49652367304973
1739209675.7111616;-38.13080360867914
1739209675.7111688;-45.120503652039325
1739209675.711176;-38.13080360867914
1739209675.7111833;-35.57807855764607
1739209675.7111905;-35.57807855764607
1739209675.7111976;-38.13080360867914
1739209675.711205;-45.120503652039325
1739209675.7112122;-45.120503652039325
1739209675.7112193;-38.13080360867914
1739209675.7112265;-45.120503652039325
1739209675.7112339;-45.120503652039325
1739209675.711241;-45.120503652039325
1739209675.7112482;-45.120503652039325
1739209675.7112556;-38.13080360867914
1739209675.7112627;-38.13080360867914
1739209675.7112699;-45.120503652039325
1739209675.711277;-45.120503652039325
1739209675.7112844;-35.57807855764607
1739209675.7112916;-35.57807855764607
1739209675.7112987;-45.120503652039325
1739209675.711306;-38.13080360867914
1739209675.7113132;-38.13080360867914
1739209675.7113204;-45.120503652039325
1739209675.7113276;-31.141103565318915
1739209675.711335;-32.816014438256545
1739209675.711342;-38.13080360867914
1739209675.7113492;-33.981070128970906
1739209675.7113566;-45.120503652039325
1739209675.7113638;-38.13080360867914
1739209675.711371;-38.13080360867914
1739209675.711378;-38.13080360867914
1739209675.7113855;-45.120503652039325
1739209675.7113926;-45.120503652039325
1739209675.7113998;-32.816014438256545
1739209675.7114072;-38.13080360867914
1739209675.7114143;-45.120503652039325
1739209675.7114215;-38.13080360867914
1739209675.7114286;-31.141103565318893
1739209675.711436;-45.120503652039325
1739209675.7114432;-30.49652367304973
1739209675.7114503;-31.141103565318893
1739209675.7114575;-38.13080360867914
1739209675.711465;-38.13080360867914
1739209675.711472;-45.120503652039325
1739209675.7114792;-33.981070128970906
1739209675.7114866;-38.13080360867914
1739209675.7114937;-38.13080360867914
1739209675.711501;-45.120503652039325
1739209675.711508;-45.120503652039325
1739209675.7115154;-38.13080360867914
1739209675.7115226;-38.13080360867914
1739209675.7115297;-38.13080360867914
1739209675.7115371;-38.13080360867914
1739209675.7115443;-38.13080360867914
1739209675.7115514;-45.120503652039325
1739209675.7115586;-45.120503652039325
1739209675.711566;-45.120503652039325
1739209675.7115731;-45.120503652039325
1739209675.7115803;-45.120503652039325
1739209675.7115877;-45.120503652039325
1739209675.7115948;-45.120503652039325
1739209675.711602;-45.120503652039325
1739209675.7116091;-45.120503652039325
1739209675.7116165;-38.13080360867914
1739209675.7116237;-33.981070128970906
1739209675.7116308;-45.120503652039325
1739209675.7116382;-45.120503652039325
1739209675.7116454;-38.13080360867914
1739209675.7116525;-35.57807855764607
1739209675.7116597;-45.120503652039325
1739209675.711667;-35.57807855764607
1739209675.7116742;-38.13080360867914
1739209675.7116814;-45.120503652039325
1739209675.7116888;-45.120503652039325
1739209675.711696;-45.120503652039325
1739209675.711703;-38.13080360867914
1739209675.7117102;-45.120503652039325
1739209675.7117176;-45.120503652039325
1739209675.7117248;-45.120503652039325
1739209675.711732;-38.13080360867914
1739209675.7117393;-32.816014438256545
1739209675.7117465;-38.13080360867914
1739209675.7117536;-32.816014438256545
1739209675.7117608;-38.13080360867914
1739209675.7117682;-33.981070128970906
1739209675.7117753;-45.120503652039325
1739209675.7117825;-45.120503652039325
1739209675.7117898;-45.120503652039325
1739209675.711797;-45.120503652039325
1739209675.7118042;-45.120503652039325
1739209675.7118113;-38.13080360867914
1739209675.7118187;-38.13080360867914
1739209675.7118258;-45.120503652039325
1739209675.711833;-45.120503652039325
1739209675.7118402;-38.13080360867914
1739209675.7118475;-35.57807855764607
1739209675.7118547;-33.981070128970906
1739209675.7118618;-45.120503652039325
1739209675.7118692;-38.13080360867914
1739209675.7118764;-38.13080360867914
1739209675.7118835;-38.13080360867914
1739209675.7118907;-33.981070128970906
1739209675.711898;-38.13080360867914
1739209675.7119052;-38.13080360867914
1739209675.7119124;-45.120503652039325
1739209675.7119198;-45.120503652039325
1739209675.711927;-38.13080360867914
1739209675.711934;-33.981070128970906
1739209675.7119412;-38.13080360867914
1739209675.7119486;-45.120503652039325
1739209675.7119558;-38.13080360867914
1739209675.711963;-45.120503652039325
1739209675.7119703;-35.57807855764607
1739209675.7119775;-38.13080360867914
1739209675.7119846;-45.120503652039325
1739209675.7119918;-45.120503652039325
1739209675.7119992;-45.120503652039325
1739209675.7120063;-45.120503652039325
1739209675.7120135;-45.120503652039325
1739209675.7120209;-38.13080360867914
1739209675.712028;-32.816014438256545
1739209675.7120352;-38.13080360867914
1739209675.7120423;-45.120503652039325
1739209675.7120497;-45.120503652039325
1739209675.7120569;-38.13080360867914
1739209675.712064;-45.120503652039325
1739209675.7120714;-45.120503652039325
1739209675.7120786;-45.120503652039325
1739209675.7120857;-45.120503652039325
1739209675.7120929;-45.120503652039325
1739209675.7121003;-38.13080360867914
1739209675.7121074;-45.120503652039325
1739209675.7121146;-38.13080360867914
1739209675.712122;-45.120503652039325
1739209675.712129;-38.13080360867914
1739209675.7121363;-38.13080360867914
1739209675.7121434;-33.981070128970906
1739209675.7121508;-33.981070128970906
1739209675.712158;-45.120503652039325
1739209675.712165;-45.120503652039325
1739209675.7121725;-38.13080360867914
1739209675.7121797;-35.57807855764607
1739209675.7121868;-45.120503652039325
1739209675.712194;-35.57807855764607
1739209675.7122014;-38.13080360867914
1739209675.7122085;-45.120503652039325
1739209675.7122157;-45.120503652039325
1739209675.712223;-45.120503652039325
1739209675.7122302;-38.13080360867914
1739209675.7122374;-45.120503652039325
1739209675.7122445;-45.120503652039325
1739209675.712252;-45.120503652039325
1739209675.712259;-45.120503652039325
1739209675.7122662;-45.120503652039325
1739209675.7122734;-38.13080360867914
1739209675.7122808;-45.120503652039325
1739209675.712288;-38.13080360867914
1739209675.712295;-38.13080360867914
1739209675.7123024;-45.120503652039325
1739209675.7123096;-45.120503652039325
1739209675.7123168;-45.120503652039325
1739209675.712324;-35.57807855764607
1739209675.7123313;-38.13080360867914
1739209675.7123384;-45.120503652039325
1739209675.7123456;-45.120503652039325
1739209675.712353;-38.13080360867914
1739209675.7123601;-38.13080360867914
1739209675.7123673;-45.120503652039325
1739209675.7123744;-45.120503652039325
1739209675.7123818;-38.13080360867914
1739209675.712389;-45.120503652039325
1739209675.7123961;-45.120503652039325
1739209675.7124035;-38.13080360867914
1739209675.7124107;-45.120503652039325
1739209675.7124178;-45.120503652039325
1739209675.712425;-45.120503652039325
1739209675.7124324;-38.13080360867914
1739209675.7124395;-25.826314394896354
1739209675.7124467;-35.57807855764607
1739209675.712454;-45.120503652039325
1739209675.7124612;-38.13080360867914
1739209675.7124684;-30.49652367304973
1739209675.7124755;-38.13080360867914
1739209675.712483;-45.120503652039325
1739209675.71249;-45.120503652039325
1739209675.7124972;-45.120503652039325
1739209675.7125046;-45.120503652039325
1739209675.7125118;-35.57807855764607
1739209675.712519;-45.120503652039325
1739209675.712526;-45.120503652039325
1739209675.7125335;-38.13080360867914
1739209675.7125406;-45.120503652039325
1739209675.7125478;-38.13080360867914
1739209675.7125552;-28.21854285175415
1739209675.7125623;-33.981070128970906
1739209675.7125695;-45.120503652039325
1739209675.7125766;-38.13080360867914
1739209675.712584;-35.57807855764607
1739209675.7125912;-38.13080360867914
1739209675.7125983;-45.120503652039325
1739209675.7126057;-38.13080360867914
1739209675.7126129;-35.57807855764607
1739209675.71262;-38.13080360867914
1739209675.7126272;-38.13080360867914
1739209675.7126346;-38.13080360867914
1739209675.7126417;-35.57807855764607
1739209675.7126489;-38.13080360867914
1739209675.712656;-38.13080360867914
1739209675.7126634;-35.57807855764607
1739209675.7126706;-38.13080360867914
1739209675.7126777;-45.120503652039325
1739209675.712685;-38.13080360867914
1739209675.7126923;-45.120503652039325
1739209675.7126994;-45.120503652039325
1739209675.7127066;-45.120503652039325
1739209675.712714;-31.141103565318893
1739209675.712721;-38.13080360867914
1739209675.7127283;-32.816014438256545
1739209675.7127357;-35.57807855764607
1739209675.7127428;-38.13080360867914
1739209675.71275;-38.13080360867914
1739209675.712757;-45.120503652039325
1739209675.7127645;-45.120503652039325
1739209675.7127717;-35.57807855764607
1739209675.7127788;-38.13080360867914
