CAN Message; 0x150:060063a2d98d0c49
1739209792.3188286;-38.13080360867914
1739209792.3188303;-38.13080360867914
1739209792.3188322;-35.57807855764607
1739209792.3188338;-45.120503652039325
1739209792.3188357;-45.120503652039325
1739209792.3188374;-38.13080360867914
1739209792.318839;-38.13080360867914
1739209792.318841;-45.120503652039325
1739209792.3188426;-45.120503652039325
1739209792.3188446;-45.120503652039325
1739209792.3188462;-45.120503652039325
1739209792.3188481;-45.120503652039325
1739209792.3188498;-45.120503652039325
1739209792.3188515;-35.57807855764607
1739209792.3188534;-32.816014438256545
1739209792.318855;-33.981070128970906
1739209792.318857;-38.13080360867914
1739209792.3188586;-38.13080360867914
1739209792.3188603;-33.981070128970906
1739209792.3188622;-45.120503652039325
1739209792.3188639;-38.13080360867914
1739209792.3188658;-33.981070128970906
1739209792.3188674;-33.981070128970906
1739209792.3188694;-38.13080360867914
1739209792.318871;-45.120503652039325
1739209792.3188727;-38.13080360867914
1739209792.3188746;-38.13080360867914
1739209792.3188763;-38.13080360867914
1739209792.3188782;-38.13080360867914
1739209792.3188798;-38.13080360867914
1739209792.3188818;-33.981070128970906
1739209792.3188834;-45.120503652039325
1739209792.318885;-38.13080360867914
1739209792.318887;-35.57807855764607
1739209792.3188887;-33.981070128970906
1739209792.3188906;-33.981070128970906
1739209792.3188922;-38.13080360867914
1739209792.318894;-38.13080360867914
1739209792.3188958;-38.13080360867914
1739209792.3188975;-45.120503652039325
1739209792.3188994;-45.120503652039325
1739209792.318901;-45.120503652039325
1739209792.318903;-45.120503652039325
1739209792.3189046;-38.13080360867914
1739209792.3189063;-38.13080360867914
1739209792.3189082;-38.13080360867914
1739209792.31891;-45.120503652039325
1739209792.3189118;-35.57807855764607
1739209792.3189135;-38.13080360867914
1739209792.3189154;-35.57807855764607
1739209792.318917;-38.13080360867914
1739209792.3189187;-38.13080360867914
1739209792.3189206;-38.13080360867914
1739209792.3189223;-38.13080360867914
1739209792.3189242;-33.981070128970906
1739209792.3189259;-25.826314394896357
1739209792.3189275;-38.13080360867914
1739209792.3189294;-45.120503652039325
1739209792.318931;-45.120503652039325
1739209792.318933;-32.816014438256545
1739209792.3189347;-38.13080360867914
1739209792.3189366;-45.120503652039325
1739209792.3189383;-45.120503652039325
1739209792.31894;-38.13080360867914
1739209792.3189418;-38.13080360867914
1739209792.3189435;-45.120503652039325
1739209792.3189454;-45.120503652039325
1739209792.318947;-45.120503652039325
1739209792.3189487;-38.13080360867914
1739209792.3189507;-45.120503652039325
1739209792.3189523;-38.13080360867914
1739209792.3189542;-35.57807855764607
1739209792.318956;-38.13080360867914
1739209792.3189578;-45.120503652039325
1739209792.3189595;-45.120503652039325
1739209792.3189611;-45.120503652039325
1739209792.318963;-45.120503652039325
1739209792.3189647;-38.13080360867914
1739209792.3189666;-38.13080360867914
1739209792.3189683;-31.141103565318915
1739209792.3189702;-38.13080360867914
1739209792.3189719;-45.120503652039325
1739209792.3189735;-38.13080360867914
1739209792.3189754;-35.57807855764607
1739209792.318977;-45.120503652039325
1739209792.318979;-45.120503652039325
1739209792.3189807;-45.120503652039325
1739209792.3189824;-31.141103565318943
1739209792.3189843;-45.120503652039325
1739209792.318986;-33.981070128970906
1739209792.3189878;-38.13080360867914
1739209792.3189895;-38.13080360867914
1739209792.3189914;-38.13080360867914
1739209792.318993;-38.13080360867914
1739209792.3189948;-38.13080360867914
1739209792.3189967;-32.816014438256545
1739209792.3189983;-31.141103565318915
1739209792.3190002;-45.120503652039325
1739209792.319002;-45.120503652039325
1739209792.3190038;-45.120503652039325
1739209792.3190055;-45.120503652039325
1739209792.3190072;-35.57807855764607
1739209792.319009;-38.13080360867914
1739209792.3190107;-45.120503652039325
1739209792.3190126;-38.13080360867914
1739209792.3190143;-38.13080360867914
1739209792.319016;-38.13080360867914
1739209792.319018;-38.13080360867914
1739209792.3190196;-45.120503652039325
1739209792.3190215;-35.57807855764607
1739209792.3190231;-38.13080360867914
1739209792.319025;-45.120503652039325
1739209792.3190267;-45.120503652039325
1739209792.3190284;-38.13080360867914
1739209792.3190303;-38.13080360867914
1739209792.319032;-45.120503652039325
1739209792.3190339;-38.13080360867914
1739209792.3190355;-45.120503652039325
1739209792.3190372;-45.120503652039325
1739209792.319039;-32.816014438256545
1739209792.3190408;-38.13080360867914
1739209792.3190427;-45.120503652039325
1739209792.3190444;-45.120503652039325
1739209792.3190463;-35.57807855764607
1739209792.319048;-45.120503652039325
1739209792.3190496;-45.120503652039325
1739209792.3190515;-38.13080360867914
1739209792.3190532;-45.120503652039325
1739209792.319055;-38.13080360867914
1739209792.3190567;-38.13080360867914
1739209792.3190587;-38.13080360867914
1739209792.3190603;-45.120503652039325
1739209792.319062;-33.981070128970906
1739209792.319064;-38.13080360867914
1739209792.3190656;-45.120503652039325
1739209792.3190675;-38.13080360867914
1739209792.3190691;-38.13080360867914
1739209792.3190708;-45.120503652039325
1739209792.3190727;-38.13080360867914
1739209792.3190744;-38.13080360867914
1739209792.3190763;-45.120503652039325
1739209792.319078;-45.120503652039325
1739209792.3190799;-45.120503652039325
1739209792.3190815;-35.57807855764607
1739209792.3190832;-38.13080360867914
1739209792.3190851;-45.120503652039325
1739209792.3190868;-45.120503652039325
1739209792.3190887;-32.816014438256545
1739209792.3190904;-35.57807855764607
1739209792.3190923;-45.120503652039325
1739209792.319094;-38.13080360867914
1739209792.3190956;-45.120503652039325
1739209792.3190975;-33.981070128970906
1739209792.3190992;-45.120503652039325
1739209792.319101;-38.13080360867914
1739209792.3191028;-38.13080360867914
1739209792.3191044;-38.13080360867914
1739209792.3191063;-38.13080360867914
1739209792.319108;-45.120503652039325
1739209792.31911;-45.120503652039325
1739209792.3191116;-33.981070128970906
1739209792.3191135;-45.120503652039325
1739209792.3191152;-38.13080360867914
1739209792.3191168;-35.57807855764607
1739209792.3191187;-38.13080360867914
1739209792.3191204;-45.120503652039325
1739209792.3191223;-38.13080360867914
1739209792.319124;-38.13080360867914
1739209792.3191257;-38.13080360867914
1739209792.3191276;-45.120503652039325
1739209792.3191292;-38.13080360867914
1739209792.3191311;-45.120503652039325
1739209792.3191328;-38.13080360867914
1739209792.3191347;-38.13080360867914
1739209792.3191364;-38.13080360867914
1739209792.319138;-45.120503652039325
1739209792.31914;-45.120503652039325
1739209792.3191416;-45.120503652039325
1739209792.3191435;-45.120503652039325
1739209792.3191452;-45.120503652039325
1739209792.319147;-45.120503652039325
1739209792.3191488;-35.57807855764607
1739209792.3191504;-35.57807855764607
1739209792.3191524;-38.13080360867914
1739209792.319154;-32.816014438256545
1739209792.319156;-33.981070128970906
1739209792.3191576;-38.13080360867914
1739209792.3191593;-45.120503652039325
1739209792.3191612;-38.13080360867914
1739209792.3191628;-33.981070128970906
1739209792.3191648;-33.981070128970906
1739209792.3191664;-45.120503652039325
1739209792.3191683;-31.141103565318915
1739209792.31917;-33.981070128970906
1739209792.3191717;-45.120503652039325
1739209792.3191736;-32.816014438256545
1739209792.3191752;-30.49652367304973
1739209792.3191772;-45.120503652039325
1739209792.3191788;-38.13080360867914
1739209792.3191805;-45.120503652039325
1739209792.3191824;-30.49652367304973
1739209792.319184;-33.981070128970906
1739209792.319186;-45.120503652039325
1739209792.3191876;-33.981070128970906
1739209792.3191895;-45.120503652039325
1739209792.3191912;-45.120503652039325
1739209792.319193;-45.120503652039325
1739209792.3191948;-38.13080360867914
1739209792.3191965;-38.13080360867914
1739209792.3191984;-45.120503652039325
1739209792.3192;-38.13080360867914
1739209792.319202;-45.120503652039325
1739209792.3192036;-38.13080360867914
1739209792.3192053;-45.120503652039325
1739209792.3192072;-45.120503652039325
1739209792.3192089;-45.120503652039325
1739209792.3192108;-38.13080360867914
1739209792.3192124;-38.13080360867914
1739209792.319214;-38.13080360867914
1739209792.319216;-38.13080360867914
1739209792.3192177;-38.13080360867914
1739209792.3192196;-45.120503652039325
1739209792.3192213;-38.13080360867914
1739209792.3192232;-38.13080360867914
1739209792.3192248;-33.981070128970906
1739209792.3192265;-31.141103565318915
1739209792.3192284;-45.120503652039325
1739209792.31923;-45.120503652039325
1739209792.319232;-38.13080360867914
1739209792.3192337;-33.981070128970906
1739209792.3192356;-45.120503652039325
1739209792.3192372;-38.13080360867914
1739209792.319239;-33.981070128970906
1739209792.3192408;-30.49652367304973
1739209792.3192425;-38.13080360867914
1739209792.3192444;-45.120503652039325
1739209792.319246;-38.13080360867914
1739209792.3192477;-35.57807855764607
1739209792.3192496;-45.120503652039325
1739209792.3192513;-45.120503652039325
1739209792.3192532;-38.13080360867914
1739209792.3192549;-33.981070128970906
1739209792.3192568;-38.13080360867914
1739209792.3192585;-45.120503652039325
1739209792.3192601;-45.120503652039325
1739209792.319262;-45.120503652039325
1739209792.3192637;-45.120503652039325
1739209792.3192656;-38.13080360867914
1739209792.3192673;-38.13080360867914
1739209792.319269;-45.120503652039325
1739209792.3192708;-38.13080360867914
1739209792.3192725;-45.120503652039325
1739209792.3192744;-45.120503652039325
1739209792.319276;-38.13080360867914
1739209792.319278;-45.120503652039325
1739209792.3192797;-45.120503652039325
1739209792.3192813;-45.120503652039325
1739209792.3192832;-45.120503652039325
1739209792.319285;-38.13080360867914
1739209792.3192868;-38.13080360867914
1739209792.3192885;-45.120503652039325
1739209792.3192904;-35.57807855764607
1739209792.319292;-32.816014438256545
1739209792.3192937;-45.120503652039325
1739209792.3192956;-38.13080360867914
1739209792.3192973;-33.981070128970906
1739209792.3192992;-38.13080360867914
1739209792.319301;-45.120503652039325
1739209792.3193026;-38.13080360867914
1739209792.3193045;-33.981070128970906
1739209792.3193061;-38.13080360867914
1739209792.319308;-45.120503652039325
1739209792.3193097;-45.120503652039325
1739209792.3193116;-38.13080360867914
1739209792.3193133;-45.120503652039325
1739209792.319315;-38.13080360867914
1739209792.3193169;-45.120503652039325
1739209792.3193185;-38.13080360867914
1739209792.3193204;-35.57807855764607
1739209792.319322;-45.120503652039325
1739209792.319324;-33.981070128970906
1739209792.3193257;-45.120503652039325
1739209792.3193274;-45.120503652039325
1739209792.3193293;-45.120503652039325
1739209792.319331;-45.120503652039325
1739209792.3193328;-45.120503652039325
1739209792.3193345;-45.120503652039325
1739209792.3193362;-38.13080360867914
1739209792.319338;-45.120503652039325
1739209792.3193398;-45.120503652039325
1739209792.3193417;-45.120503652039325
1739209792.3193433;-35.57807855764607
1739209792.3193452;-38.13080360867914
1739209792.319347;-33.981070128970906
1739209792.3193486;-45.120503652039325
1739209792.3193505;-33.981070128970906
1739209792.3193521;-45.120503652039325
1739209792.319354;-32.816014438256545
1739209792.3193557;-38.13080360867914
1739209792.3193574;-45.120503652039325
1739209792.3193593;-38.13080360867914
1739209792.319361;-45.120503652039325
1739209792.3193629;-38.13080360867914
1739209792.3193645;-45.120503652039325
1739209792.3193665;-38.13080360867914
1739209792.3193681;-45.120503652039325
1739209792.3193698;-45.120503652039325
1739209792.3193717;-38.13080360867914
1739209792.3193734;-45.120503652039325
1739209792.3193753;-45.120503652039325
1739209792.319377;-45.120503652039325
1739209792.3193789;-45.120503652039325
1739209792.3193805;-45.120503652039325
1739209792.3193822;-35.57807855764607
1739209792.319384;-38.13080360867914
1739209792.3193858;-45.120503652039325
1739209792.3193877;-45.120503652039325
1739209792.3193893;-38.13080360867914
1739209792.319391;-35.57807855764607
1739209792.319393;-45.120503652039325
1739209792.3193946;-38.13080360867914
1739209792.3193965;-38.13080360867914
1739209792.3193982;-38.13080360867914
1739209792.3194;-35.57807855764607
1739209792.3194017;-38.13080360867914
1739209792.3194034;-38.13080360867914
1739209792.3194053;-45.120503652039325
1739209792.319407;-38.13080360867914
1739209792.319409;-38.13080360867914
1739209792.3194106;-38.13080360867914
1739209792.3194125;-45.120503652039325
1739209792.3194141;-45.120503652039325
1739209792.3194158;-45.120503652039325
1739209792.3194177;-32.816014438256545
1739209792.3194194;-35.57807855764607
1739209792.3194213;-45.120503652039325
1739209792.319423;-45.120503652039325
1739209792.3194246;-32.816014438256545
1739209792.3194265;-27.267205301931607
1739209792.3194282;-45.120503652039325
1739209792.31943;-45.120503652039325
1739209792.3194318;-38.13080360867914
1739209792.3194337;-38.13080360867914
1739209792.3194354;-38.13080360867914
1739209792.319437;-38.13080360867914
1739209792.319439;-45.120503652039325
1739209792.3194406;-30.49652367304976
1739209792.3194425;-38.13080360867914
1739209792.3194442;-45.120503652039325
1739209792.3194458;-38.13080360867914
1739209792.3194478;-38.13080360867914
1739209792.3194494;-45.120503652039325
1739209792.3194513;-38.13080360867914
1739209792.319453;-45.120503652039325
1739209792.319455;-27.267205301931607
1739209792.3194566;-38.13080360867914
1739209792.3194582;-38.13080360867914
1739209792.3194602;-45.120503652039325
1739209792.3194618;-38.13080360867914
1739209792.3194637;-45.120503652039325
1739209792.3194654;-45.120503652039325
1739209792.3194673;-45.120503652039325
1739209792.319469;-45.120503652039325
1739209792.3194706;-45.120503652039325
1739209792.3194726;-38.13080360867914
1739209792.3194742;-38.13080360867914
1739209792.3194761;-45.120503652039325
1739209792.3194778;-45.120503652039325
1739209792.3194795;-38.13080360867914
1739209792.3194814;-38.13080360867914
1739209792.319483;-31.14110356531892
1739209792.319485;-38.13080360867914
1739209792.3194866;-33.981070128970906
1739209792.3194885;-45.120503652039325
1739209792.3194902;-38.13080360867914
1739209792.3194919;-45.120503652039325
1739209792.3194938;-45.120503652039325
1739209792.3194954;-38.13080360867914
1739209792.3194973;-27.267205301931607
1739209792.319499;-38.13080360867914
1739209792.319501;-45.120503652039325
1739209792.3195026;-45.120503652039325
1739209792.3195043;-38.13080360867914
1739209792.3195062;-45.120503652039325
1739209792.3195078;-38.13080360867914
1739209792.3195097;-38.13080360867914
1739209792.3195114;-33.981070128970906
1739209792.319513;-45.120503652039325
1739209792.319515;-45.120503652039325
1739209792.3195167;-38.13080360867914
1739209792.3195186;-38.13080360867914
1739209792.3195202;-45.120503652039325
1739209792.3195221;-45.120503652039325
1739209792.3195238;-38.13080360867914
1739209792.3195255;-28.992665084841942
1739209792.3195274;-33.981070128970906
1739209792.319529;-38.13080360867914
1739209792.319531;-38.13080360867914
1739209792.3195326;-33.981070128970906
1739209792.3195343;-33.981070128970906
1739209792.3195362;-38.13080360867914
1739209792.3195379;-45.120503652039325
1739209792.3195398;-31.141103565318915
1739209792.3195415;-38.13080360867914
1739209792.3195434;-45.120503652039325
1739209792.319545;-38.13080360867914
1739209792.3195467;-35.57807855764607
1739209792.3195486;-45.120503652039325
1739209792.3195503;-45.120503652039325
1739209792.3195522;-38.13080360867914
1739209792.3195539;-33.981070128970906
1739209792.3195558;-45.120503652039325
1739209792.3195574;-45.120503652039325
1739209792.319559;-38.13080360867914
1739209792.319561;-38.13080360867914
1739209792.3195627;-38.13080360867914
1739209792.3195646;-45.120503652039325
1739209792.3195662;-45.120503652039325
1739209792.319568;-38.13080360867914
1739209792.3195698;-38.13080360867914
1739209792.3195715;-38.13080360867914
1739209792.3195734;-45.120503652039325
1739209792.319575;-45.120503652039325
1739209792.319577;-38.13080360867914
1739209792.3195786;-38.13080360867914
1739209792.3195803;-45.120503652039325
1739209792.3195822;-38.13080360867914
1739209792.319584;-38.13080360867914
1739209792.3195858;-38.13080360867914
1739209792.3195875;-38.13080360867914
1739209792.3195894;-38.13080360867914
1739209792.319591;-38.13080360867914
1739209792.3195927;-45.120503652039325
1739209792.3195946;-45.120503652039325
1739209792.3195963;-45.120503652039325
1739209792.3195982;-45.120503652039325
1739209792.3195999;-45.120503652039325
1739209792.3196015;-45.120503652039325
1739209792.3196034;-45.120503652039325
1739209792.319605;-38.13080360867914
1739209792.319607;-38.13080360867914
1739209792.3196087;-45.120503652039325
1739209792.3196106;-38.13080360867914
1739209792.3196123;-33.981070128970906
1739209792.319614;-45.120503652039325
1739209792.3196158;-45.120503652039325
1739209792.3196175;-38.13080360867914
1739209792.3196194;-45.120503652039325
1739209792.319621;-45.120503652039325
1739209792.3196228;-32.816014438256545
1739209792.3196247;-38.13080360867914
1739209792.3196263;-38.13080360867914
1739209792.3196282;-38.13080360867914
1739209792.31963;-38.13080360867914
1739209792.3196318;-45.120503652039325
1739209792.3196335;-38.13080360867914
1739209792.3196352;-35.57807855764607
1739209792.319637;-45.120503652039325
1739209792.3196387;-38.13080360867914
1739209792.3196406;-32.816014438256545
1739209792.3196423;-38.13080360867914
1739209792.3196442;-45.120503652039325
1739209792.319646;-38.13080360867914
1739209792.3196476;-38.13080360867914
1739209792.3196495;-45.120503652039325
1739209792.3196511;-45.120503652039325
1739209792.319653;-45.120503652039325
1739209792.3196547;-38.13080360867914
1739209792.3196564;-38.13080360867914
1739209792.3196583;-38.13080360867914
1739209792.31966;-45.120503652039325
1739209792.3196619;-38.13080360867914
1739209792.3196635;-38.13080360867914
1739209792.3196654;-38.13080360867914
1739209792.319667;-45.120503652039325
1739209792.3196688;-38.13080360867914
1739209792.3196707;-38.13080360867914
1739209792.3196723;-45.120503652039325
1739209792.3196743;-38.13080360867914
1739209792.319676;-45.120503652039325
1739209792.3196776;-45.120503652039325
1739209792.3196795;-38.13080360867914
1739209792.3196812;-45.120503652039325
1739209792.319683;-45.120503652039325
1739209792.3196847;-45.120503652039325
1739209792.3196867;-35.57807855764607
1739209792.3196883;-35.57807855764607
1739209792.31969;-35.57807855764607
1739209792.319692;-45.120503652039325
1739209792.3196936;-45.120503652039325
1739209792.3196955;-45.120503652039325
1739209792.3196971;-38.13080360867914
1739209792.319699;-32.816014438256545
1739209792.3197007;-45.120503652039325
1739209792.3197024;-45.120503652039325
1739209792.3197043;-45.120503652039325
1739209792.319706;-38.13080360867914
1739209792.3197079;-45.120503652039325
1739209792.3197095;-45.120503652039325
1739209792.3197112;-38.13080360867914
1739209792.319713;-38.13080360867914
1739209792.3197148;-38.13080360867914
1739209792.3197167;-38.13080360867914
1739209792.3197184;-45.120503652039325
1739209792.3197203;-45.120503652039325
1739209792.319722;-38.13080360867914
1739209792.3197236;-38.13080360867914
1739209792.3197255;-38.13080360867914
1739209792.3197272;-32.816014438256545
1739209792.319729;-38.13080360867914
1739209792.3197308;-38.13080360867914
1739209792.3197327;-45.120503652039325
1739209792.3197343;-33.981070128970906
1739209792.319736;-38.13080360867914
1739209792.319738;-38.13080360867914
1739209792.3197396;-45.120503652039325
1739209792.3197415;-45.120503652039325
1739209792.3197432;-45.120503652039325
1739209792.3197448;-45.120503652039325
1739209792.3197467;-45.120503652039325
1739209792.3197484;-45.120503652039325
1739209792.3197503;-38.13080360867914
1739209792.319752;-45.120503652039325
1739209792.319754;-35.57807855764607
1739209792.3197556;-38.13080360867914
1739209792.3197572;-45.120503652039325
1739209792.3197591;-38.13080360867914
1739209792.3197608;-35.57807855764607
1739209792.3197627;-35.57807855764607
1739209792.3197644;-45.120503652039325
1739209792.319766;-38.13080360867914
1739209792.319768;-32.816014438256545
1739209792.3197696;-33.981070128970906
1739209792.3197715;-38.13080360867914
1739209792.3197732;-45.120503652039325
1739209792.319775;-38.13080360867914
1739209792.3197768;-45.120503652039325
1739209792.3197784;-38.13080360867914
1739209792.3197803;-35.57807855764607
1739209792.319782;-45.120503652039325
1739209792.319784;-32.816014438256545
1739209792.3197856;-38.13080360867914
1739209792.3197875;-45.120503652039325
1739209792.3197892;-38.13080360867914
1739209792.3197908;-45.120503652039325
1739209792.3197927;-38.13080360867914
1739209792.3197944;-38.13080360867914
1739209792.3197963;-38.13080360867914
1739209792.319798;-28.992665084841942
1739209792.3197997;-38.13080360867914
1739209792.3198016;-38.13080360867914
1739209792.3198032;-38.13080360867914
1739209792.3198051;-45.120503652039325
1739209792.3198068;-38.13080360867914
1739209792.3198087;-45.120503652039325
1739209792.3198104;-45.120503652039325
1739209792.319812;-32.816014438256545
1739209792.319814;-45.120503652039325
1739209792.3198156;-45.120503652039325
1739209792.3198175;-45.120503652039325
1739209792.3198192;-33.981070128970906
1739209792.3198211;-45.120503652039325
1739209792.3198228;-45.120503652039325
1739209792.3198245;-45.120503652039325
1739209792.3198264;-28.992665084841942
1739209792.319828;-33.981070128970906
1739209792.31983;-38.13080360867914
1739209792.3198316;-38.13080360867914
1739209792.3198333;-38.13080360867914
1739209792.3198352;-38.13080360867914
1739209792.3198369;-38.13080360867914
1739209792.3198388;-38.13080360867914
1739209792.3198404;-30.49652367304973
1739209792.3198423;-33.981070128970906
1739209792.319844;-33.981070128970906
1739209792.3198457;-45.120503652039325
1739209792.3198476;-45.120503652039325
1739209792.3198493;-45.120503652039325
1739209792.3198512;-38.13080360867914
1739209792.3198528;-45.120503652039325
1739209792.3198545;-31.141103565318915
1739209792.3198564;-33.981070128970906
1739209792.319858;-38.13080360867914
1739209792.31986;-45.120503652039325
1739209792.3198617;-45.120503652039325
1739209792.3198636;-45.120503652039325
1739209792.3198652;-38.13080360867914
1739209792.319867;-45.120503652039325
1739209792.3198688;-33.981070128970906
1739209792.3198705;-33.981070128970906
1739209792.3198724;-45.120503652039325
1739209792.319874;-38.13080360867914
1739209792.319876;-45.120503652039325
1739209792.3198776;-38.13080360867914
1739209792.3198793;-38.13080360867914
1739209792.3198812;-45.120503652039325
1739209792.3198829;-33.981070128970906
1739209792.3198848;-38.13080360867914
1739209792.3198864;-45.120503652039325
1739209792.319888;-45.120503652039325
1739209792.31989;-38.13080360867914
1739209792.3198917;-38.13080360867914
1739209792.3198936;-45.120503652039325
1739209792.3198953;-38.13080360867914
1739209792.3198972;-33.981070128970906
1739209792.3198988;-38.13080360867914
1739209792.3199005;-38.13080360867914
1739209792.3199024;-38.13080360867914
1739209792.319904;-38.13080360867914
1739209792.319906;-33.981070128970906
1739209792.3199077;-33.981070128970906
1739209792.3199096;-45.120503652039325
1739209792.3199112;-33.981070128970906
1739209792.319913;-27.267205301931607
1739209792.3199148;-38.13080360867914
1739209792.3199165;-38.13080360867914
1739209792.3199184;-38.13080360867914
1739209792.31992;-38.13080360867914
1739209792.3199217;-38.13080360867914
1739209792.3199236;-32.816014438256545
1739209792.3199253;-38.13080360867914
1739209792.3199272;-32.81601443825658
1739209792.319929;-38.13080360867914
1739209792.3199308;-35.57807855764607
1739209792.3199325;-38.13080360867914
1739209792.3199341;-38.13080360867914
1739209792.319936;-38.13080360867914
1739209792.3199377;-45.120503652039325
1739209792.3199396;-38.13080360867914
1739209792.3199413;-28.992665084841942
1739209792.319943;-33.981070128970906
1739209792.3199449;-45.120503652039325
1739209792.3199465;-38.13080360867914
1739209792.3199484;-45.120503652039325
1739209792.31995;-45.120503652039325
1739209792.319952;-38.13080360867914
1739209792.3199537;-45.120503652039325
1739209792.3199553;-33.981070128970956
1739209792.3199573;-45.120503652039325
1739209792.319959;-45.120503652039325
1739209792.3199608;-45.120503652039325
1739209792.3199625;-38.13080360867914
1739209792.3199644;-38.13080360867914
1739209792.319966;-45.120503652039325
1739209792.3199677;-38.13080360867914
1739209792.3199697;-26.991370085610722
1739209792.3199713;-35.57807855764607
1739209792.3199732;-38.13080360867914
1739209792.319975;-38.13080360867914
1739209792.3199766;-38.13080360867914
1739209792.3199785;-38.13080360867914
1739209792.3199801;-45.120503652039325
1739209792.319982;-45.120503652039325
1739209792.3199837;-45.120503652039325
1739209792.3199856;-45.120503652039325
1739209792.3199873;-45.120503652039325
1739209792.319989;-45.120503652039325
1739209792.3199909;-35.57807855764607
1739209792.3199925;-35.57807855764607
1739209792.3199944;-45.120503652039325
1739209792.319996;-38.13080360867914
1739209792.319998;-35.57807855764607
1739209792.3199997;-38.13080360867914
1739209792.3200014;-45.120503652039325
1739209792.3200033;-45.120503652039325
1739209792.320005;-38.13080360867914
1739209792.3200068;-38.13080360867914
1739209792.3200085;-38.13080360867914
1739209792.3200102;-45.120503652039325
1739209792.320012;-35.57807855764607
1739209792.3200138;-45.120503652039325
1739209792.3200157;-38.13080360867914
1739209792.3200173;-35.57807855764607
1739209792.3200192;-38.13080360867914
1739209792.320021;-38.13080360867914
1739209792.3200226;-35.57807855764607
1739209792.3200245;-33.981070128970906
1739209792.3200262;-45.120503652039325
1739209792.320028;-45.120503652039325
1739209792.3200297;-45.120503652039325
1739209792.3200314;-45.120503652039325
1739209792.3200333;-45.120503652039325
1739209792.320035;-45.120503652039325
1739209792.320037;-45.120503652039325
1739209792.3200386;-38.13080360867914
1739209792.3200405;-38.13080360867914
1739209792.3200421;-38.13080360867914
1739209792.3200438;-38.13080360867914
1739209792.3200457;-45.120503652039325
1739209792.3200474;-45.120503652039325
1739209792.3200493;-38.13080360867914
1739209792.320051;-38.13080360867914
1739209792.3200529;-32.816014438256545
1739209792.3200545;-38.13080360867914
1739209792.3200562;-45.120503652039325
1739209792.320058;-45.120503652039325
1739209792.3200598;-45.120503652039325
1739209792.3200617;-45.120503652039325
1739209792.3200634;-45.120503652039325
1739209792.320065;-32.816014438256545
1739209792.320067;-38.13080360867914
1739209792.3200686;-38.13080360867914
1739209792.3200705;-35.57807855764607
1739209792.3200722;-45.120503652039325
1739209792.320074;-38.13080360867914
1739209792.3200758;-45.120503652039325
1739209792.3200774;-45.120503652039325
1739209792.3200793;-45.120503652039325
1739209792.320081;-45.120503652039325
1739209792.320083;-45.120503652039325
1739209792.3200846;-38.13080360867914
1739209792.3200865;-38.13080360867914
1739209792.3200881;-38.13080360867914
1739209792.3200898;-38.13080360867914
1739209792.3200917;-38.13080360867914
1739209792.3200934;-38.13080360867914
1739209792.3200953;-38.13080360867914
1739209792.320097;-35.57807855764607
1739209792.3200986;-31.141103565318915
1739209792.3201005;-38.13080360867914
1739209792.3201022;-38.13080360867914
1739209792.3201041;-38.13080360867914
1739209792.3201058;-33.981070128970906
1739209792.3201077;-33.981070128970906
1739209792.3201094;-38.13080360867914
1739209792.320111;-45.120503652039325
1739209792.320113;-38.13080360867914
1739209792.3201146;-38.13080360867914
1739209792.3201165;-38.13080360867914
