CAN Message; 0x1bb:000044b7dc8a8ec9
1739209623.1199226;-45.120503652039325
1739209623.1199286;-35.57807855764607
1739209623.1199346;-38.13080360867914
1739209623.1199403;-38.13080360867914
1739209623.1199462;-45.120503652039325
1739209623.119952;-45.120503652039325
1739209623.119958;-45.120503652039325
1739209623.119964;-45.120503652039325
1739209623.1199696;-38.13080360867914
1739209623.1199756;-27.267205301931607
1739209623.1199815;-38.13080360867914
1739209623.1199872;-38.13080360867914
1739209623.1199932;-38.13080360867914
1739209623.1199992;-35.57807855764607
1739209623.120005;-45.120503652039325
1739209623.1200109;-38.13080360867914
1739209623.1200168;-38.13080360867914
1739209623.1200225;-38.13080360867914
1739209623.1200285;-38.13080360867914
1739209623.1200345;-38.13080360867914
1739209623.1200402;-38.13080360867914
1739209623.1200461;-45.120503652039325
1739209623.120052;-38.13080360867914
1739209623.1200578;-45.120503652039325
1739209623.1200638;-32.816014438256545
1739209623.1200697;-32.816014438256545
1739209623.1200755;-45.120503652039325
1739209623.1200814;-38.13080360867914
1739209623.1200874;-35.57807855764607
1739209623.120093;-38.13080360867914
1739209623.120099;-45.120503652039325
1739209623.1201048;-45.120503652039325
1739209623.1201108;-45.120503652039325
1739209623.1201167;-38.13080360867914
1739209623.1201224;-45.120503652039325
1739209623.1201284;-45.120503652039325
1739209623.1201344;-38.13080360867914
1739209623.12014;-38.13080360867914
1739209623.120146;-38.13080360867914
1739209623.120152;-38.13080360867914
1739209623.1201577;-38.13080360867914
1739209623.1201637;-38.13080360867914
1739209623.1201696;-45.120503652039325
1739209623.1201754;-45.120503652039325
1739209623.1201813;-45.120503652039325
1739209623.1201873;-45.120503652039325
1739209623.120193;-45.120503652039325
1739209623.120199;-38.13080360867914
1739209623.120205;-38.13080360867914
1739209623.1202106;-38.13080360867914
1739209623.1202166;-38.13080360867914
1739209623.1202226;-33.981070128970906
1739209623.1202283;-45.120503652039325
1739209623.1202343;-38.13080360867914
1739209623.1202402;-35.57807855764607
1739209623.120246;-38.13080360867914
1739209623.120252;-35.57807855764607
1739209623.1202576;-38.13080360867914
1739209623.1202636;-45.120503652039325
1739209623.1202695;-45.120503652039325
1739209623.1202753;-35.57807855764607
1739209623.1202812;-38.13080360867914
1739209623.1202872;-45.120503652039325
1739209623.120293;-38.13080360867914
1739209623.1202989;-45.120503652039325
1739209623.1203048;-33.981070128970906
1739209623.1203105;-45.120503652039325
1739209623.1203165;-45.120503652039325
1739209623.1203225;-45.120503652039325
1739209623.1203282;-38.13080360867914
1739209623.1203341;-38.13080360867914
1739209623.12034;-45.120503652039325
1739209623.1203458;-38.13080360867914
1739209623.1203518;-45.120503652039325
1739209623.1203578;-33.981070128970906
1739209623.1203635;-38.13080360867914
1739209623.1203694;-38.13080360867914
1739209623.1203754;-38.13080360867914
1739209623.120381;-38.13080360867914
1739209623.120387;-45.120503652039325
1739209623.120393;-38.13080360867914
1739209623.1203988;-38.13080360867914
1739209623.1204047;-45.120503652039325
1739209623.1204107;-45.120503652039325
1739209623.1204164;-35.57807855764607
1739209623.1204224;-35.57807855764607
1739209623.120428;-45.120503652039325
1739209623.120434;-45.120503652039325
1739209623.12044;-35.57807855764607
1739209623.1204457;-38.13080360867914
1739209623.1204517;-35.57807855764607
1739209623.1204576;-38.13080360867914
1739209623.1204634;-38.13080360867914
1739209623.1204693;-38.13080360867914
1739209623.1204753;-38.13080360867914
1739209623.120481;-33.981070128970906
1739209623.120487;-45.120503652039325
1739209623.120493;-32.816014438256545
1739209623.1204987;-45.120503652039325
1739209623.1205046;-45.120503652039325
1739209623.1205106;-38.13080360867914
1739209623.1205163;-35.57807855764607
1739209623.1205223;-45.120503652039325
1739209623.1205282;-45.120503652039325
1739209623.120534;-38.13080360867914
1739209623.12054;-38.13080360867914
1739209623.1205459;-38.13080360867914
1739209623.1205516;-45.120503652039325
1739209623.1205575;-45.120503652039325
1739209623.1205635;-38.13080360867914
1739209623.1205692;-38.13080360867914
1739209623.1205752;-38.13080360867914
1739209623.120581;-32.816014438256545
1739209623.1205869;-32.816014438256545
1739209623.1205928;-38.13080360867914
1739209623.1205986;-38.13080360867914
1739209623.1206045;-35.57807855764607
1739209623.1206105;-35.57807855764607
1739209623.1206162;-45.120503652039325
1739209623.1206222;-45.120503652039325
1739209623.120628;-45.120503652039325
1739209623.1206338;-38.13080360867914
1739209623.1206398;-45.120503652039325
1739209623.1206458;-45.120503652039325
1739209623.1206515;-35.57807855764607
1739209623.1206574;-38.13080360867914
1739209623.1206634;-45.120503652039325
1739209623.1206691;-45.120503652039325
1739209623.120675;-32.816014438256545
1739209623.120681;-45.120503652039325
1739209623.1206868;-29.438486411369333
1739209623.1206927;-31.141103565318893
1739209623.1206987;-38.13080360867914
1739209623.1207044;-35.57807855764607
1739209623.1207104;-45.120503652039325
1739209623.1207163;-38.13080360867914
1739209623.120722;-45.120503652039325
1739209623.120728;-32.816014438256545
1739209623.1207337;-38.13080360867914
1739209623.1207397;-38.13080360867914
1739209623.1207457;-35.57807855764607
1739209623.1207514;-38.13080360867914
1739209623.1207573;-45.120503652039325
1739209623.1207633;-45.120503652039325
1739209623.120769;-32.816014438256545
1739209623.120775;-45.120503652039325
1739209623.120781;-29.438486411369333
1739209623.1207867;-27.8777449560314
1739209623.1207926;-38.13080360867914
1739209623.1207986;-35.57807855764607
1739209623.1208043;-35.57807855764607
1739209623.1208103;-35.57807855764607
1739209623.1208162;-38.13080360867914
1739209623.120822;-32.816014438256545
1739209623.120828;-45.120503652039325
1739209623.1208339;-38.13080360867914
1739209623.1208396;-35.57807855764607
1739209623.1208456;-33.981070128970906
1739209623.1208515;-45.120503652039325
1739209623.1208572;-45.120503652039325
1739209623.1208632;-38.13080360867914
1739209623.1208692;-45.120503652039325
1739209623.120875;-35.57807855764607
1739209623.1208808;-35.57807855764607
1739209623.1208868;-45.120503652039325
1739209623.1208925;-45.120503652039325
1739209623.1208985;-45.120503652039325
1739209623.1209042;-45.120503652039325
1739209623.1209102;-35.57807855764607
1739209623.1209161;-38.13080360867914
1739209623.1209219;-38.13080360867914
1739209623.1209278;-32.816014438256545
1739209623.1209338;-45.120503652039325
1739209623.1209395;-45.120503652039325
1739209623.1209455;-45.120503652039325
1739209623.1209514;-38.13080360867914
1739209623.1209571;-38.13080360867914
1739209623.120963;-45.120503652039325
1739209623.120969;-45.120503652039325
1739209623.1209748;-33.981070128970956
1739209623.1209807;-45.120503652039325
1739209623.1209867;-38.13080360867914
1739209623.1209924;-38.13080360867914
1739209623.1209984;-45.120503652039325
1739209623.1210043;-38.13080360867914
1739209623.12101;-38.13080360867914
1739209623.121016;-38.13080360867914
1739209623.121022;-31.141103565318915
1739209623.1210277;-38.13080360867914
1739209623.1210337;-45.120503652039325
1739209623.1210396;-45.120503652039325
1739209623.1210454;-38.13080360867914
1739209623.1210513;-45.120503652039325
1739209623.121057;-45.120503652039325
1739209623.121063;-45.120503652039325
1739209623.121069;-38.13080360867914
1739209623.1210747;-45.120503652039325
1739209623.1210806;-45.120503652039325
1739209623.1210866;-45.120503652039325
1739209623.1210923;-45.120503652039325
1739209623.1210983;-38.13080360867914
1739209623.1211042;-38.13080360867914
1739209623.12111;-45.120503652039325
1739209623.121116;-28.992665084841942
1739209623.121122;-38.13080360867914
1739209623.1211276;-38.13080360867914
1739209623.1211336;-38.13080360867914
1739209623.1211395;-38.13080360867914
1739209623.1211452;-38.13080360867914
1739209623.1211512;-38.13080360867914
1739209623.1211572;-45.120503652039325
1739209623.121163;-38.13080360867914
1739209623.1211689;-35.57807855764607
1739209623.1211748;-38.13080360867914
1739209623.1211805;-45.120503652039325
1739209623.1211865;-33.981070128970906
1739209623.1211925;-45.120503652039325
1739209623.1211982;-45.120503652039325
1739209623.1212041;-38.13080360867914
1739209623.1212099;-38.13080360867914
1739209623.1212158;-45.120503652039325
1739209623.1212218;-38.13080360867914
1739209623.1212275;-45.120503652039325
1739209623.1212335;-45.120503652039325
1739209623.1212394;-33.981070128970956
1739209623.1212451;-45.120503652039325
1739209623.121251;-38.13080360867914
1739209623.121257;-33.981070128970906
1739209623.1212628;-38.13080360867914
1739209623.1212687;-45.120503652039325
1739209623.1212747;-38.13080360867914
1739209623.1212804;-33.981070128970906
1739209623.1212864;-45.120503652039325
1739209623.1212924;-45.120503652039325
1739209623.121298;-45.120503652039325
1739209623.121304;-38.13080360867914
1739209623.12131;-45.120503652039325
1739209623.1213157;-45.120503652039325
1739209623.1213217;-38.13080360867914
1739209623.1213276;-45.120503652039325
1739209623.1213334;-45.120503652039325
1739209623.1213393;-33.981070128970906
1739209623.1213453;-38.13080360867914
1739209623.121351;-38.13080360867914
1739209623.121357;-38.13080360867914
1739209623.1213627;-38.13080360867914
1739209623.1213686;-45.120503652039325
1739209623.1213746;-45.120503652039325
1739209623.1213803;-45.120503652039325
1739209623.1213863;-45.120503652039325
1739209623.1213923;-38.13080360867914
1739209623.121398;-45.120503652039325
1739209623.121404;-45.120503652039325
1739209623.12141;-45.120503652039325
1739209623.1214156;-45.120503652039325
1739209623.1214216;-38.13080360867914
1739209623.1214275;-38.13080360867914
1739209623.1214333;-38.13080360867914
1739209623.1214392;-38.13080360867914
1739209623.1214452;-45.120503652039325
1739209623.121451;-45.120503652039325
1739209623.1214569;-38.13080360867914
1739209623.1214628;-35.57807855764607
1739209623.1214685;-38.13080360867914
1739209623.1214745;-38.13080360867914
1739209623.1214805;-45.120503652039325
1739209623.1214862;-45.120503652039325
1739209623.1214921;-33.981070128970906
1739209623.121498;-35.57807855764607
1739209623.1215038;-38.13080360867914
1739209623.1215098;-45.120503652039325
1739209623.1215158;-45.120503652039325
1739209623.1215215;-32.816014438256545
1739209623.1215274;-38.13080360867914
1739209623.1215332;-45.120503652039325
1739209623.121539;-38.13080360867914
1739209623.121545;-45.120503652039325
1739209623.1215508;-38.13080360867914
1739209623.1215568;-45.120503652039325
1739209623.1215627;-38.13080360867914
1739209623.1215684;-45.120503652039325
1739209623.1215744;-38.13080360867914
1739209623.1215804;-38.13080360867914
1739209623.121586;-45.120503652039325
1739209623.121592;-32.816014438256545
1739209623.121598;-35.57807855764607
1739209623.1216037;-45.120503652039325
1739209623.1216097;-45.120503652039325
1739209623.1216156;-38.13080360867914
1739209623.1216214;-32.816014438256545
1739209623.1216273;-45.120503652039325
1739209623.1216333;-38.13080360867914
1739209623.121639;-38.13080360867914
1739209623.121645;-38.13080360867914
1739209623.121651;-38.13080360867914
1739209623.1216567;-45.120503652039325
1739209623.1216626;-38.13080360867914
1739209623.1216686;-33.981070128970906
1739209623.1216743;-33.981070128970906
1739209623.1216803;-45.120503652039325
1739209623.121686;-28.21854285175415
1739209623.121692;-31.141103565318893
1739209623.121698;-45.120503652039325
1739209623.1217036;-38.13080360867914
1739209623.1217096;-32.816014438256545
1739209623.1217155;-35.57807855764607
1739209623.1217213;-45.120503652039325
1739209623.1217272;-38.13080360867914
1739209623.1217332;-38.13080360867914
1739209623.121739;-38.13080360867914
1739209623.1217449;-38.13080360867914
1739209623.1217508;-38.13080360867914
1739209623.1217566;-45.120503652039325
1739209623.1217625;-45.120503652039325
1739209623.1217685;-45.120503652039325
1739209623.1217742;-45.120503652039325
1739209623.1217802;-45.120503652039325
1739209623.121786;-45.120503652039325
1739209623.1217918;-38.13080360867914
1739209623.1217978;-45.120503652039325
1739209623.1218038;-32.816014438256545
1739209623.1218095;-35.57807855764607
1739209623.1218154;-38.13080360867914
1739209623.1218214;-45.120503652039325
1739209623.1218271;-32.816014438256545
1739209623.121833;-35.57807855764607
1739209623.1218388;-45.120503652039325
1739209623.1218448;-38.13080360867914
1739209623.1218507;-45.120503652039325
1739209623.1218565;-45.120503652039325
1739209623.1218624;-45.120503652039325
1739209623.1218684;-38.13080360867914
1739209623.121874;-45.120503652039325
1739209623.12188;-45.120503652039325
1739209623.121886;-33.981070128970906
1739209623.1218917;-45.120503652039325
1739209623.1218977;-45.120503652039325
1739209623.1219037;-45.120503652039325
1739209623.1219094;-35.57807855764607
1739209623.1219153;-45.120503652039325
1739209623.1219213;-32.816014438256545
1739209623.121927;-27.8777449560314
1739209623.121933;-45.120503652039325
1739209623.121939;-45.120503652039325
1739209623.1219447;-38.13080360867914
1739209623.1219506;-32.816014438256545
1739209623.1219566;-45.120503652039325
1739209623.1219623;-35.57807855764607
1739209623.1219683;-45.120503652039325
1739209623.1219742;-38.13080360867914
1739209623.12198;-35.57807855764607
1739209623.121986;-45.120503652039325
1739209623.1219919;-45.120503652039325
1739209623.1219976;-45.120503652039325
1739209623.1220036;-45.120503652039325
1739209623.1220093;-33.981070128970906
1739209623.1220152;-35.57807855764607
1739209623.1220212;-33.981070128970906
1739209623.122027;-38.13080360867914
1739209623.1220329;-45.120503652039325
1739209623.1220388;-38.13080360867914
1739209623.1220446;-38.13080360867914
1739209623.1220505;-45.120503652039325
1739209623.1220565;-45.120503652039325
1739209623.1220622;-38.13080360867914
1739209623.1220682;-33.981070128970906
1739209623.1220741;-35.57807855764607
1739209623.1220798;-35.57807855764607
1739209623.1220858;-45.120503652039325
1739209623.1220918;-38.13080360867914
1739209623.1220975;-45.120503652039325
1739209623.1221035;-45.120503652039325
1739209623.1221094;-45.120503652039325
1739209623.1221151;-35.57807855764607
1739209623.122121;-45.120503652039325
1739209623.122127;-45.120503652039325
1739209623.1221328;-45.120503652039325
1739209623.1221387;-45.120503652039325
1739209623.1221447;-38.13080360867914
1739209623.1221504;-38.13080360867914
1739209623.1221564;-45.120503652039325
1739209623.122162;-27.267205301931607
1739209623.122168;-45.120503652039325
1739209623.122174;-45.120503652039325
1739209623.1221797;-38.13080360867914
1739209623.1221857;-35.57807855764607
1739209623.1221917;-38.13080360867914
1739209623.1221974;-38.13080360867914
1739209623.1222034;-45.120503652039325
1739209623.1222093;-38.13080360867914
1739209623.122215;-38.13080360867914
1739209623.122221;-38.13080360867914
1739209623.122227;-45.120503652039325
1739209623.1222327;-45.120503652039325
1739209623.1222386;-38.13080360867914
1739209623.1222446;-38.13080360867914
1739209623.1222503;-45.120503652039325
1739209623.1222563;-45.120503652039325
1739209623.1222622;-45.120503652039325
1739209623.122268;-45.120503652039325
1739209623.122274;-38.13080360867914
1739209623.12228;-38.13080360867914
1739209623.1222856;-38.13080360867914
1739209623.1222916;-38.13080360867914
1739209623.1222975;-38.13080360867914
1739209623.1223032;-38.13080360867914
1739209623.1223092;-35.57807855764607
1739209623.122315;-38.13080360867914
1739209623.122321;-38.13080360867914
1739209623.1223269;-33.981070128970906
1739209623.1223326;-35.57807855764607
1739209623.1223385;-38.13080360867914
1739209623.1223445;-35.57807855764607
1739209623.1223502;-38.13080360867914
1739209623.1223562;-45.120503652039325
1739209623.1223621;-45.120503652039325
1739209623.1223679;-38.13080360867914
1739209623.1223738;-38.13080360867914
1739209623.1223798;-45.120503652039325
1739209623.1223855;-38.13080360867914
1739209623.1223915;-38.13080360867914
1739209623.1223974;-33.981070128970906
1739209623.1224031;-38.13080360867914
1739209623.122409;-38.13080360867914
1739209623.122415;-38.13080360867914
1739209623.1224208;-38.13080360867914
1739209623.1224267;-38.13080360867914
1739209623.1224327;-45.120503652039325
1739209623.1224384;-38.13080360867914
1739209623.1224444;-38.13080360867914
1739209623.1224504;-45.120503652039325
1739209623.122456;-45.120503652039325
1739209623.122462;-38.13080360867914
1739209623.122468;-38.13080360867914
1739209623.1224737;-38.13080360867914
1739209623.1224797;-45.120503652039325
1739209623.1224854;-38.13080360867914
1739209623.1224914;-38.13080360867914
1739209623.1224973;-45.120503652039325
1739209623.122503;-45.120503652039325
1739209623.122509;-32.816014438256545
1739209623.122515;-35.57807855764607
1739209623.1225207;-45.120503652039325
1739209623.1225266;-45.120503652039325
1739209623.1225326;-38.13080360867914
1739209623.1225383;-38.13080360867914
1739209623.1225443;-32.816014438256545
1739209623.1225502;-45.120503652039325
1739209623.122556;-45.120503652039325
1739209623.122562;-38.13080360867914
1739209623.122568;-35.57807855764607
1739209623.1225736;-38.13080360867914
1739209623.1225796;-45.120503652039325
1739209623.1225855;-38.13080360867914
1739209623.1225913;-45.120503652039325
1739209623.1225972;-45.120503652039325
1739209623.1226032;-35.57807855764607
1739209623.122609;-45.120503652039325
1739209623.1226149;-45.120503652039325
1739209623.1226208;-45.120503652039325
1739209623.1226265;-38.13080360867914
1739209623.1226325;-38.13080360867914
1739209623.1226382;-32.816014438256545
1739209623.1226442;-45.120503652039325
1739209623.1226501;-38.13080360867914
1739209623.1226559;-35.57807855764607
1739209623.1226618;-45.120503652039325
1739209623.1226678;-45.120503652039325
1739209623.1226735;-38.13080360867914
1739209623.1226795;-38.13080360867914
1739209623.1226854;-45.120503652039325
1739209623.1226912;-38.13080360867914
1739209623.122697;-45.120503652039325
1739209623.122703;-45.120503652039325
1739209623.1227088;-45.120503652039325
1739209623.1227148;-45.120503652039325
1739209623.1227207;-45.120503652039325
1739209623.1227264;-45.120503652039325
1739209623.1227324;-31.141103565318893
1739209623.1227384;-32.816014438256545
1739209623.122744;-45.120503652039325
1739209623.12275;-45.120503652039325
1739209623.122756;-32.816014438256545
1739209623.1227617;-35.57807855764607
1739209623.1227677;-45.120503652039325
1739209623.1227736;-45.120503652039325
1739209623.1227794;-38.13080360867914
1739209623.1227853;-45.120503652039325
1739209623.122791;-45.120503652039325
1739209623.122797;-38.13080360867914
1739209623.122803;-38.13080360867914
1739209623.1228087;-45.120503652039325
1739209623.1228147;-45.120503652039325
1739209623.1228206;-38.13080360867914
1739209623.1228263;-45.120503652039325
1739209623.1228323;-45.120503652039325
1739209623.1228383;-45.120503652039325
1739209623.122844;-45.120503652039325
1739209623.12285;-38.13080360867914
1739209623.122856;-45.120503652039325
1739209623.1228616;-45.120503652039325
1739209623.1228676;-45.120503652039325
1739209623.1228735;-28.21854285175415
1739209623.1228793;-29.438486411369333
1739209623.1228852;-45.120503652039325
1739209623.1228912;-45.120503652039325
1739209623.122897;-38.13080360867914
1739209623.1229029;-35.57807855764607
1739209623.1229088;-45.120503652039325
1739209623.1229146;-38.13080360867914
1739209623.1229205;-45.120503652039325
1739209623.1229265;-45.120503652039325
1739209623.1229322;-45.120503652039325
1739209623.1229382;-45.120503652039325
1739209623.122944;-35.57807855764607
1739209623.1229498;-45.120503652039325
1739209623.1229558;-45.120503652039325
1739209623.1229615;-45.120503652039325
1739209623.1229675;-32.816014438256545
1739209623.1229734;-27.8777449560314
1739209623.1229792;-38.13080360867914
1739209623.1229851;-38.13080360867914
1739209623.122991;-33.981070128970906
1739209623.1229968;-33.981070128970906
1739209623.1230028;-38.13080360867914
1739209623.1230087;-35.57807855764607
1739209623.1230145;-45.120503652039325
1739209623.1230204;-38.13080360867914
1739209623.1230264;-32.816014438256545
1739209623.123032;-38.13080360867914
1739209623.123038;-38.13080360867914
1739209623.123044;-45.120503652039325
1739209623.1230497;-45.120503652039325
1739209623.1230557;-45.120503652039325
1739209623.1230617;-38.13080360867914
1739209623.1230674;-28.58837851428586
1739209623.1230733;-45.120503652039325
1739209623.1230793;-45.120503652039325
1739209623.123085;-45.120503652039325
1739209623.123091;-38.13080360867914
1739209623.123097;-38.13080360867914
1739209623.1231027;-35.57807855764607
1739209623.1231086;-45.120503652039325
1739209623.1231143;-33.981070128970956
1739209623.1231203;-38.13080360867914
1739209623.1231263;-38.13080360867914
1739209623.123132;-45.120503652039325
1739209623.123138;-45.120503652039325
1739209623.123144;-45.120503652039325
1739209623.1231496;-45.120503652039325
1739209623.1231556;-38.13080360867914
1739209623.1231616;-31.141103565318915
1739209623.1231673;-45.120503652039325
1739209623.1231732;-45.120503652039325
1739209623.1231792;-35.57807855764607
1739209623.123185;-35.57807855764607
1739209623.1231909;-45.120503652039325
1739209623.1231968;-45.120503652039325
1739209623.1232026;-45.120503652039325
1739209623.1232085;-45.120503652039325
1739209623.1232145;-45.120503652039325
1739209623.1232202;-45.120503652039325
1739209623.1232262;-35.57807855764607
1739209623.1232321;-38.13080360867914
1739209623.1232378;-45.120503652039325
1739209623.1232438;-45.120503652039325
1739209623.1232498;-38.13080360867914
1739209623.1232555;-38.13080360867914
1739209623.1232615;-45.120503652039325
1739209623.1232672;-45.120503652039325
1739209623.1232731;-38.13080360867914
1739209623.123279;-45.120503652039325
1739209623.1232848;-35.57807855764607
1739209623.1232908;-33.981070128970906
1739209623.1232967;-38.13080360867914
1739209623.1233025;-28.992665084841942
1739209623.1233084;-33.981070128970906
1739209623.1233144;-35.57807855764607
1739209623.12332;-38.13080360867914
1739209623.123326;-38.13080360867914
1739209623.123332;-45.120503652039325
1739209623.1233377;-38.13080360867914
1739209623.1233437;-45.120503652039325
1739209623.1233497;-31.14110356531892
1739209623.1233554;-33.981070128970906
1739209623.1233613;-38.13080360867914
1739209623.1233673;-45.120503652039325
1739209623.123373;-45.120503652039325
1739209623.123379;-45.120503652039325
1739209623.123385;-38.13080360867914
1739209623.1233907;-45.120503652039325
1739209623.1233966;-33.981070128970906
1739209623.1234026;-38.13080360867914
1739209623.1234083;-45.120503652039325
1739209623.1234143;-45.120503652039325
1739209623.1234202;-45.120503652039325
1739209623.123426;-38.13080360867914
1739209623.123432;-38.13080360867914
1739209623.1234376;-45.120503652039325
1739209623.1234436;-38.13080360867914
1739209623.1234496;-38.13080360867914
1739209623.1234553;-45.120503652039325
1739209623.1234612;-45.120503652039325
1739209623.1234672;-45.120503652039325
1739209623.123473;-38.13080360867914
1739209623.123479;-33.981070128970906
1739209623.1234848;-45.120503652039325
1739209623.1234906;-38.13080360867914
1739209623.1234965;-38.13080360867914
1739209623.1235025;-35.57807855764607
1739209623.1235082;-45.120503652039325
1739209623.1235142;-38.13080360867914
1739209623.1235201;-35.57807855764607
1739209623.1235259;-35.57807855764607
1739209623.1235318;-45.120503652039325
1739209623.1235378;-33.981070128970906
1739209623.1235435;-31.141103565318915
1739209623.1235495;-38.13080360867914
1739209623.1235554;-38.13080360867914
1739209623.1235611;-38.13080360867914
1739209623.123567;-45.120503652039325
1739209623.123573;-45.120503652039325
1739209623.1235788;-45.120503652039325
1739209623.1235847;-45.120503652039325
1739209623.1235905;-45.120503652039325
1739209623.1235964;-31.141103565318915
1739209623.1236024;-38.13080360867914
1739209623.123608;-38.13080360867914
1739209623.123614;-35.57807855764607
1739209623.12362;-38.13080360867914
1739209623.1236258;-45.120503652039325
1739209623.1236317;-45.120503652039325
1739209623.1236377;-45.120503652039325
1739209623.1236434;-38.13080360867914
1739209623.1236494;-45.120503652039325
1739209623.1236553;-45.120503652039325
1739209623.123661;-38.13080360867914
1739209623.123667;-38.13080360867914
1739209623.123673;-45.120503652039325
1739209623.1236787;-38.13080360867914
1739209623.1236846;-38.13080360867914
1739209623.1236906;-45.120503652039325
1739209623.1236963;-35.57807855764607
1739209623.1237023;-38.13080360867914
1739209623.1237082;-38.13080360867914
1739209623.123714;-38.13080360867914
1739209623.12372;-38.13080360867914
1739209623.123726;-45.120503652039325
1739209623.1237316;-38.13080360867914
1739209623.1237376;-33.981070128970906
1739209623.1237433;-38.13080360867914
1739209623.1237493;-45.120503652039325
1739209623.1237552;-32.816014438256545
1739209623.123761;-35.57807855764607
1739209623.123767;-45.120503652039325
1739209623.1237729;-38.13080360867914
1739209623.1237786;-33.981070128970906
1739209623.1237845;-45.120503652039325
1739209623.1237905;-38.13080360867914
1739209623.1237962;-38.13080360867914
1739209623.1238022;-38.13080360867914
1739209623.1238081;-38.13080360867914
1739209623.1238139;-45.120503652039325
1739209623.1238198;-45.120503652039325
1739209623.1238258;-45.120503652039325
1739209623.1238315;-38.13080360867914
1739209623.1238375;-38.13080360867914
1739209623.1238434;-45.120503652039325
1739209623.1238492;-45.120503652039325
1739209623.123855;-38.13080360867914
1739209623.123861;-45.120503652039325
1739209623.1238668;-45.120503652039325
1739209623.1238728;-35.57807855764607
1739209623.1238787;-38.13080360867914
1739209623.1238844;-45.120503652039325
1739209623.1238904;-38.13080360867914
1739209623.1238961;-45.120503652039325
1739209623.123902;-38.13080360867914
1739209623.123908;-45.120503652039325
1739209623.1239138;-38.13080360867914
1739209623.1239197;-38.13080360867914
1739209623.1239257;-38.13080360867914
1739209623.1239314;-38.13080360867914
1739209623.1239374;-45.120503652039325
1739209623.1239433;-45.120503652039325
1739209623.123949;-45.120503652039325
1739209623.123955;-38.13080360867914
1739209623.123961;-45.120503652039325
1739209623.1239667;-35.57807855764607
1739209623.1239727;-32.816014438256545
1739209623.1239786;-45.120503652039325
1739209623.1239843;-45.120503652039325
1739209623.1239903;-38.13080360867914
