CAN Message; 0x77:00d45f2734a1598c
1739209760.27482;-45.120503652039325
1739209760.2748222;-38.13080360867914
1739209760.2748244;-38.13080360867914
1739209760.2748263;-45.120503652039325
1739209760.2748284;-33.981070128970906
1739209760.2748306;-32.816014438256545
1739209760.2748327;-45.120503652039325
1739209760.2748346;-38.13080360867914
1739209760.2748368;-45.120503652039325
1739209760.274839;-45.120503652039325
1739209760.274841;-38.13080360867914
1739209760.274843;-45.120503652039325
1739209760.2748451;-33.981070128970906
1739209760.2748473;-33.981070128970906
1739209760.2748494;-45.120503652039325
1739209760.2748513;-45.120503652039325
1739209760.2748535;-35.57807855764607
1739209760.2748556;-32.816014438256545
1739209760.2748578;-45.120503652039325
1739209760.2748597;-38.13080360867914
1739209760.2748618;-45.120503652039325
1739209760.274864;-45.120503652039325
1739209760.2748659;-38.13080360867914
1739209760.274868;-45.120503652039325
1739209760.2748702;-45.120503652039325
1739209760.2748723;-38.13080360867914
1739209760.2748742;-38.13080360867914
1739209760.2748764;-45.120503652039325
1739209760.2748785;-30.49652367304973
1739209760.2748806;-33.981070128970906
1739209760.2748826;-45.120503652039325
1739209760.2748847;-38.13080360867914
1739209760.2748868;-38.13080360867914
1739209760.274889;-38.13080360867914
1739209760.274891;-45.120503652039325
1739209760.274893;-45.120503652039325
1739209760.2748952;-45.120503652039325
1739209760.2748973;-38.13080360867914
1739209760.2748992;-38.13080360867914
1739209760.2749014;-45.120503652039325
1739209760.2749035;-45.120503652039325
1739209760.2749057;-45.120503652039325
1739209760.2749076;-33.981070128970906
1739209760.2749097;-45.120503652039325
1739209760.2749119;-38.13080360867914
1739209760.2749138;-31.141103565318893
1739209760.274916;-38.13080360867914
1739209760.274918;-35.57807855764607
1739209760.2749202;-38.13080360867914
1739209760.2749221;-45.120503652039325
1739209760.2749243;-45.120503652039325
1739209760.2749264;-38.13080360867914
1739209760.2749286;-38.13080360867914
1739209760.2749305;-38.13080360867914
1739209760.2749326;-38.13080360867914
1739209760.2749348;-38.13080360867914
1739209760.274937;-38.13080360867914
1739209760.2749388;-38.13080360867914
1739209760.274941;-35.57807855764607
1739209760.274943;-35.57807855764607
1739209760.2749453;-45.120503652039325
1739209760.2749472;-45.120503652039325
1739209760.2749493;-38.13080360867914
1739209760.2749515;-38.13080360867914
1739209760.2749536;-45.120503652039325
1739209760.2749555;-38.13080360867914
1739209760.2749577;-35.57807855764607
1739209760.2749598;-45.120503652039325
1739209760.2749617;-32.816014438256545
1739209760.2749639;-30.49652367304973
1739209760.274966;-38.13080360867914
1739209760.2749681;-45.120503652039325
1739209760.27497;-38.13080360867914
1739209760.2749722;-32.816014438256545
1739209760.2749743;-45.120503652039325
1739209760.2749765;-38.13080360867914
1739209760.2749784;-38.13080360867914
1739209760.2749805;-38.13080360867914
1739209760.2749827;-38.13080360867914
1739209760.2749848;-45.120503652039325
1739209760.2749867;-38.13080360867914
1739209760.274989;-35.57807855764607
1739209760.274991;-38.13080360867914
1739209760.2749932;-45.120503652039325
1739209760.274995;-38.13080360867914
1739209760.2749972;-32.816014438256545
1739209760.2749994;-38.13080360867914
1739209760.2750015;-45.120503652039325
1739209760.2750034;-38.13080360867914
1739209760.2750056;-45.120503652039325
1739209760.2750077;-38.13080360867914
1739209760.2750096;-45.120503652039325
1739209760.2750118;-45.120503652039325
1739209760.275014;-38.13080360867914
1739209760.275016;-38.13080360867914
1739209760.275018;-45.120503652039325
1739209760.2750201;-38.13080360867914
1739209760.2750223;-32.816014438256545
1739209760.2750244;-45.120503652039325
1739209760.2750263;-45.120503652039325
1739209760.2750285;-38.13080360867914
1739209760.2750306;-45.120503652039325
1739209760.2750328;-33.981070128970906
1739209760.2750347;-45.120503652039325
1739209760.2750368;-45.120503652039325
1739209760.275039;-38.13080360867914
1739209760.275041;-38.13080360867914
1739209760.275043;-45.120503652039325
1739209760.2750452;-45.120503652039325
1739209760.2750473;-35.57807855764607
1739209760.2750494;-38.13080360867914
1739209760.2750514;-45.120503652039325
1739209760.2750535;-38.13080360867914
1739209760.2750556;-38.13080360867914
1739209760.2750576;-45.120503652039325
1739209760.2750597;-45.120503652039325
1739209760.2750618;-38.13080360867914
1739209760.275064;-35.57807855764607
1739209760.275066;-35.57807855764607
1739209760.275068;-45.120503652039325
1739209760.2750702;-45.120503652039325
1739209760.2750723;-33.981070128970906
1739209760.2750742;-33.981070128970906
1739209760.2750764;-45.120503652039325
1739209760.2750785;-38.13080360867914
1739209760.2750807;-38.13080360867914
1739209760.2750826;-33.981070128970906
1739209760.2750847;-45.120503652039325
1739209760.2750869;-38.13080360867914
1739209760.275089;-45.120503652039325
1739209760.275091;-38.13080360867914
1739209760.275093;-45.120503652039325
1739209760.2750952;-38.13080360867914
1739209760.2750974;-38.13080360867914
1739209760.2750993;-38.13080360867914
1739209760.2751014;-45.120503652039325
1739209760.2751036;-38.13080360867914
1739209760.2751055;-35.57807855764607
1739209760.2751076;-38.13080360867914
1739209760.2751098;-45.120503652039325
1739209760.275112;-38.13080360867914
1739209760.2751138;-33.981070128970906
1739209760.275116;-27.877744956031414
1739209760.275118;-45.120503652039325
1739209760.2751203;-38.13080360867914
1739209760.2751222;-38.13080360867914
1739209760.2751243;-38.13080360867914
1739209760.2751265;-38.13080360867914
1739209760.2751286;-45.120503652039325
1739209760.2751305;-45.120503652039325
1739209760.2751327;-28.992665084841942
1739209760.2751348;-45.120503652039325
1739209760.275137;-45.120503652039325
1739209760.2751389;-45.120503652039325
1739209760.275141;-33.981070128970906
1739209760.2751431;-45.120503652039325
1739209760.2751453;-45.120503652039325
1739209760.2751472;-45.120503652039325
1739209760.2751493;-38.13080360867914
1739209760.2751515;-38.13080360867914
1739209760.2751534;-38.13080360867914
1739209760.2751555;-45.120503652039325
1739209760.2751577;-38.13080360867914
1739209760.2751598;-45.120503652039325
1739209760.2751617;-45.120503652039325
1739209760.275164;-45.120503652039325
1739209760.275166;-45.120503652039325
1739209760.2751682;-38.13080360867914
1739209760.27517;-38.13080360867914
1739209760.2751722;-45.120503652039325
1739209760.2751744;-45.120503652039325
1739209760.2751765;-45.120503652039325
1739209760.2751784;-38.13080360867914
1739209760.2751806;-45.120503652039325
1739209760.2751827;-38.13080360867914
1739209760.2751849;-35.57807855764607
1739209760.2751868;-38.13080360867914
1739209760.275189;-45.120503652039325
1739209760.275191;-38.13080360867914
1739209760.2751932;-38.13080360867914
1739209760.2751951;-38.13080360867914
1739209760.2751973;-33.981070128970906
1739209760.2751994;-45.120503652039325
1739209760.2752013;-38.13080360867914
1739209760.2752035;-35.57807855764607
1739209760.2752056;-35.57807855764607
1739209760.2752078;-38.13080360867914
1739209760.2752097;-38.13080360867914
1739209760.2752118;-33.981070128970906
1739209760.275214;-45.120503652039325
1739209760.275216;-27.267205301931607
1739209760.275218;-31.141103565318915
1739209760.2752202;-38.13080360867914
1739209760.2752223;-35.57807855764607
1739209760.2752244;-33.981070128970906
1739209760.2752264;-45.120503652039325
1739209760.2752285;-38.13080360867914
1739209760.2752306;-38.13080360867914
1739209760.2752328;-32.81601443825658
1739209760.2752347;-45.120503652039325
1739209760.2752368;-38.13080360867914
1739209760.275239;-45.120503652039325
1739209760.2752411;-45.120503652039325
1739209760.275243;-45.120503652039325
1739209760.2752452;-38.13080360867914
1739209760.2752473;-45.120503652039325
1739209760.2752492;-31.141103565318915
1739209760.2752514;-33.981070128970906
1739209760.2752535;-45.120503652039325
1739209760.2752557;-35.57807855764607
1739209760.2752576;-38.13080360867914
1739209760.2752597;-45.120503652039325
1739209760.2752619;-38.13080360867914
1739209760.275264;-38.13080360867914
1739209760.275266;-45.120503652039325
1739209760.275268;-45.120503652039325
1739209760.2752702;-38.13080360867914
1739209760.2752724;-38.13080360867914
1739209760.2752743;-38.13080360867914
1739209760.2752764;-38.13080360867914
1739209760.2752786;-38.13080360867914
1739209760.2752807;-45.120503652039325
1739209760.2752826;-35.57807855764607
1739209760.2752848;-32.816014438256545
1739209760.275287;-38.13080360867914
1739209760.275289;-38.13080360867914
1739209760.275291;-33.981070128970906
1739209760.275293;-45.120503652039325
1739209760.2752953;-45.120503652039325
1739209760.2752972;-45.120503652039325
1739209760.2752993;-38.13080360867914
1739209760.2753015;-45.120503652039325
1739209760.2753036;-38.13080360867914
1739209760.2753055;-33.981070128970906
1739209760.2753077;-33.981070128970906
1739209760.2753098;-38.13080360867914
1739209760.275312;-38.13080360867914
1739209760.2753139;-38.13080360867914
1739209760.275316;-45.120503652039325
1739209760.2753181;-45.120503652039325
1739209760.2753203;-38.13080360867914
1739209760.2753222;-35.57807855764607
1739209760.2753243;-45.120503652039325
1739209760.2753265;-45.120503652039325
1739209760.2753286;-35.57807855764607
1739209760.2753305;-35.57807855764607
1739209760.2753327;-38.13080360867914
1739209760.2753348;-35.57807855764607
1739209760.275337;-38.13080360867914
1739209760.275339;-38.13080360867914
1739209760.275341;-33.981070128970906
1739209760.2753432;-38.13080360867914
1739209760.2753453;-38.13080360867914
1739209760.2753472;-32.816014438256545
1739209760.2753494;-45.120503652039325
1739209760.2753515;-45.120503652039325
1739209760.2753534;-38.13080360867914
1739209760.2753556;-38.13080360867914
1739209760.2753577;-45.120503652039325
1739209760.2753599;-38.13080360867914
1739209760.2753618;-35.57807855764607
1739209760.275364;-35.57807855764607
1739209760.275366;-35.57807855764607
1739209760.2753682;-35.57807855764607
1739209760.2753701;-45.120503652039325
1739209760.2753723;-45.120503652039325
1739209760.2753744;-45.120503652039325
1739209760.2753766;-45.120503652039325
1739209760.2753785;-45.120503652039325
1739209760.2753806;-38.13080360867914
1739209760.2753828;-38.13080360867914
1739209760.275385;-38.13080360867914
1739209760.2753868;-38.13080360867914
1739209760.275389;-45.120503652039325
1739209760.275391;-38.13080360867914
1739209760.2753932;-31.141103565318893
1739209760.2753952;-45.120503652039325
1739209760.2753973;-45.120503652039325
1739209760.2753994;-38.13080360867914
1739209760.2754014;-38.13080360867914
1739209760.2754035;-38.13080360867914
1739209760.2754056;-38.13080360867914
1739209760.2754078;-38.13080360867914
1739209760.2754097;-45.120503652039325
1739209760.2754118;-45.120503652039325
1739209760.275414;-45.120503652039325
1739209760.2754161;-38.13080360867914
1739209760.275418;-38.13080360867914
1739209760.2754202;-38.13080360867914
1739209760.2754223;-45.120503652039325
1739209760.2754245;-45.120503652039325
1739209760.2754264;-32.816014438256545
1739209760.2754285;-38.13080360867914
1739209760.2754307;-45.120503652039325
1739209760.2754328;-45.120503652039325
1739209760.2754347;-38.13080360867914
1739209760.2754369;-33.981070128970906
1739209760.275439;-45.120503652039325
1739209760.2754412;-38.13080360867914
1739209760.275443;-45.120503652039325
1739209760.2754452;-38.13080360867914
1739209760.2754474;-45.120503652039325
1739209760.2754493;-45.120503652039325
1739209760.2754514;-38.13080360867914
1739209760.2754536;-38.13080360867914
1739209760.2754557;-45.120503652039325
1739209760.2754576;-45.120503652039325
1739209760.2754598;-35.57807855764607
1739209760.275462;-38.13080360867914
1739209760.275464;-45.120503652039325
1739209760.275466;-45.120503652039325
1739209760.275468;-38.13080360867914
1739209760.2754703;-33.981070128970906
1739209760.2754724;-45.120503652039325
1739209760.2754743;-45.120503652039325
1739209760.2754765;-45.120503652039325
1739209760.2754786;-38.13080360867914
1739209760.2754807;-45.120503652039325
1739209760.2754827;-38.13080360867914
1739209760.2754848;-45.120503652039325
1739209760.275487;-45.120503652039325
1739209760.275489;-45.120503652039325
1739209760.275491;-38.13080360867914
1739209760.2754931;-38.13080360867914
1739209760.2754953;-38.13080360867914
1739209760.2754972;-32.816014438256545
1739209760.2754993;-38.13080360867914
1739209760.2755015;-38.13080360867914
1739209760.2755036;-33.981070128970906
1739209760.2755055;-45.120503652039325
1739209760.2755077;-45.120503652039325
1739209760.2755098;-45.120503652039325
1739209760.275512;-45.120503652039325
1739209760.275514;-38.13080360867914
1739209760.275516;-38.13080360867914
1739209760.2755182;-45.120503652039325
1739209760.2755203;-45.120503652039325
1739209760.2755222;-38.13080360867914
1739209760.2755244;-38.13080360867914
1739209760.2755265;-45.120503652039325
1739209760.2755287;-38.13080360867914
1739209760.2755306;-32.816014438256545
1739209760.2755327;-45.120503652039325
1739209760.2755349;-45.120503652039325
1739209760.275537;-27.267205301931607
1739209760.275539;-31.141103565318893
1739209760.275541;-45.120503652039325
1739209760.2755432;-45.120503652039325
1739209760.2755451;-31.141103565318915
1739209760.2755473;-35.57807855764607
1739209760.2755494;-38.13080360867914
1739209760.2755516;-38.13080360867914
1739209760.2755535;-31.14110356531892
1739209760.2755556;-45.120503652039325
1739209760.2755578;-38.13080360867914
1739209760.27556;-45.120503652039325
1739209760.2755618;-38.13080360867914
1739209760.275564;-45.120503652039325
1739209760.275566;-38.13080360867914
1739209760.2755682;-45.120503652039325
1739209760.2755702;-33.981070128970906
1739209760.2755723;-38.13080360867914
1739209760.2755744;-38.13080360867914
1739209760.2755766;-38.13080360867914
1739209760.2755785;-45.120503652039325
1739209760.2755806;-45.120503652039325
1739209760.2755828;-38.13080360867914
1739209760.275585;-35.57807855764607
1739209760.2755868;-33.981070128970906
1739209760.275589;-45.120503652039325
1739209760.2755911;-45.120503652039325
1739209760.275593;-38.13080360867914
1739209760.2755952;-38.13080360867914
1739209760.2755973;-38.13080360867914
1739209760.2755995;-45.120503652039325
1739209760.2756014;-38.13080360867914
1739209760.2756035;-35.57807855764607
1739209760.2756057;-45.120503652039325
1739209760.2756078;-38.13080360867914
1739209760.2756097;-45.120503652039325
1739209760.2756119;-45.120503652039325
1739209760.275614;-38.13080360867914
1739209760.2756162;-38.13080360867914
1739209760.275618;-38.13080360867914
1739209760.2756202;-28.58837851428586
1739209760.2756224;-33.981070128970906
1739209760.2756245;-45.120503652039325
1739209760.2756264;-38.13080360867914
1739209760.2756286;-38.13080360867914
1739209760.2756307;-45.120503652039325
1739209760.2756329;-45.120503652039325
1739209760.2756348;-45.120503652039325
1739209760.275637;-45.120503652039325
1739209760.275639;-38.13080360867914
1739209760.275641;-38.13080360867914
1739209760.275643;-38.13080360867914
1739209760.2756453;-45.120503652039325
1739209760.2756474;-33.981070128970906
1739209760.2756493;-38.13080360867914
1739209760.2756515;-45.120503652039325
1739209760.2756536;-33.981070128970906
1739209760.2756557;-32.816014438256545
1739209760.2756577;-45.120503652039325
1739209760.2756598;-45.120503652039325
1739209760.275662;-33.981070128970906
1739209760.275664;-38.13080360867914
1739209760.275666;-38.13080360867914
1739209760.2756681;-45.120503652039325
1739209760.2756703;-38.13080360867914
1739209760.2756724;-38.13080360867914
1739209760.2756743;-45.120503652039325
1739209760.2756765;-45.120503652039325
1739209760.2756786;-38.13080360867914
1739209760.2756808;-33.981070128970906
1739209760.2756827;-45.120503652039325
1739209760.2756848;-45.120503652039325
1739209760.275687;-45.120503652039325
1739209760.275689;-38.13080360867914
1739209760.275691;-38.13080360867914
1739209760.2756932;-38.13080360867914
1739209760.2756953;-38.13080360867914
1739209760.2756972;-38.13080360867914
1739209760.2756994;-38.13080360867914
1739209760.2757015;-45.120503652039325
1739209760.2757037;-32.816014438256545
1739209760.2757056;-32.816014438256545
1739209760.2757077;-45.120503652039325
1739209760.2757099;-45.120503652039325
1739209760.275712;-35.57807855764607
1739209760.275714;-33.981070128970906
1739209760.275716;-45.120503652039325
1739209760.2757182;-45.120503652039325
1739209760.2757204;-45.120503652039325
1739209760.2757223;-38.13080360867914
1739209760.2757244;-35.57807855764607
1739209760.2757266;-38.13080360867914
1739209760.2757287;-38.13080360867914
1739209760.2757306;-32.816014438256545
1739209760.2757328;-33.981070128970906
1739209760.275735;-45.120503652039325
1739209760.2757368;-45.120503652039325
1739209760.275739;-38.13080360867914
1739209760.275741;-38.13080360867914
1739209760.2757432;-38.13080360867914
1739209760.2757452;-38.13080360867914
1739209760.2757473;-45.120503652039325
1739209760.2757494;-45.120503652039325
1739209760.2757516;-45.120503652039325
1739209760.2757535;-38.13080360867914
1739209760.2757556;-38.13080360867914
1739209760.2757578;-45.120503652039325
1739209760.27576;-38.13080360867914
1739209760.2757618;-35.57807855764607
1739209760.275764;-31.141103565318893
1739209760.2757661;-38.13080360867914
1739209760.2757683;-45.120503652039325
1739209760.2757702;-33.981070128970906
1739209760.2757723;-33.981070128970906
1739209760.2757745;-33.981070128970906
1739209760.2757766;-38.13080360867914
1739209760.2757785;-38.13080360867914
1739209760.2757807;-38.13080360867914
1739209760.2757828;-38.13080360867914
1739209760.2757847;-45.120503652039325
1739209760.2757869;-45.120503652039325
1739209760.275789;-45.120503652039325
1739209760.2757912;-45.120503652039325
1739209760.275793;-45.120503652039325
1739209760.2757952;-38.13080360867914
1739209760.2757974;-45.120503652039325
1739209760.2757995;-45.120503652039325
1739209760.2758014;-45.120503652039325
1739209760.2758036;-33.981070128970906
1739209760.2758057;-45.120503652039325
1739209760.2758079;-45.120503652039325
1739209760.2758098;-45.120503652039325
1739209760.275812;-45.120503652039325
1739209760.275814;-38.13080360867914
1739209760.2758162;-38.13080360867914
1739209760.275818;-38.13080360867914
1739209760.2758203;-38.13080360867914
1739209760.2758224;-45.120503652039325
1739209760.2758245;-38.13080360867914
1739209760.2758265;-35.57807855764607
1739209760.2758286;-38.13080360867914
1739209760.2758307;-45.120503652039325
1739209760.2758327;-45.120503652039325
1739209760.2758348;-38.13080360867914
1739209760.275837;-38.13080360867914
1739209760.275839;-45.120503652039325
1739209760.275841;-38.13080360867914
1739209760.2758431;-45.120503652039325
1739209760.2758453;-45.120503652039325
1739209760.2758474;-38.13080360867914
1739209760.2758493;-38.13080360867914
1739209760.2758515;-45.120503652039325
1739209760.2758536;-45.120503652039325
1739209760.2758558;-38.13080360867914
1739209760.2758577;-38.13080360867914
1739209760.2758598;-38.13080360867914
1739209760.275862;-38.13080360867914
1739209760.2758641;-45.120503652039325
1739209760.275866;-45.120503652039325
1739209760.2758682;-38.13080360867914
1739209760.2758703;-38.13080360867914
1739209760.2758725;-38.13080360867914
1739209760.2758744;-31.141103565318915
1739209760.2758765;-45.120503652039325
1739209760.2758787;-45.120503652039325
1739209760.2758806;-35.57807855764607
1739209760.2758827;-33.981070128970906
1739209760.2758849;-45.120503652039325
1739209760.275887;-38.13080360867914
1739209760.275889;-32.816014438256545
1739209760.275891;-31.141103565318915
1739209760.2758932;-45.120503652039325
1739209760.2758954;-45.120503652039325
1739209760.2758973;-38.13080360867914
1739209760.2758994;-38.13080360867914
1739209760.2759016;-45.120503652039325
1739209760.2759037;-38.13080360867914
1739209760.2759056;-45.120503652039325
1739209760.2759078;-33.981070128970906
1739209760.27591;-45.120503652039325
1739209760.275912;-45.120503652039325
1739209760.275914;-35.57807855764607
