CAN Message; 0x1a7:000044151fe610e9
1739209914.8075671;-33.981070128970956
1739209914.8075752;-33.981070128970906
1739209914.807583;-26.035653463252796
1739209914.807591;-31.141103565318915
1739209914.8075988;-23.273589343863303
1739209914.807607;-31.141103565318915
1739209914.8076148;-45.120503652039325
1739209914.8076227;-45.120503652039325
1739209914.8076308;-38.13080360867914
1739209914.8076386;-38.13080360867914
1739209914.8076465;-24.292649948874775
1739209914.8076546;-33.981070128970906
1739209914.8076625;-31.141103565318915
1739209914.8076704;-30.49652367304973
1739209914.8076782;-28.588378514285886
1739209914.8076863;-31.141103565318915
1739209914.8076942;-25.62660358559016
1739209914.807702;-45.120503652039325
1739209914.8077102;-25.077289914212862
1739209914.807718;-24.589719217205094
1739209914.807726;-27.267205301931607
1739209914.8077338;-26.991370085610736
1739209914.8077419;-45.120503652039325
1739209914.8077497;-22.84163660590255
1739209914.8077576;-38.13080360867914
1739209914.8077657;-28.992665084841942
1739209914.8077736;-33.981070128970906
1739209914.8077815;-30.49652367304973
1739209914.8077896;-38.13080360867914
1739209914.8077974;-27.267205301931607
1739209914.8078053;-35.57807855764607
1739209914.8078132;-27.877744956031414
1739209914.8078213;-28.218542851754165
1739209914.8078291;-29.438486411369333
1739209914.807837;-22.841636605902558
1739209914.807845;-45.120503652039325
1739209914.807853;-31.14110356531892
1739209914.8078609;-30.49652367304973
1739209914.807869;-45.120503652039325
1739209914.8078768;-33.981070128970906
1739209914.8078847;-33.981070128970956
1739209914.8078926;-33.981070128970906
1739209914.8079007;-28.58837851428586
1739209914.8079085;-25.826314394896357
1739209914.8079164;-31.141103565318943
1739209914.8079245;-31.141103565318915
1739209914.8079324;-38.13080360867914
1739209914.8079402;-31.141103565318915
1739209914.807948;-45.120503652039325
1739209914.8079562;-38.13080360867914
1739209914.807964;-38.13080360867914
1739209914.807972;-30.49652367304973
1739209914.80798;-27.267205301931607
1739209914.807988;-38.13080360867914
1739209914.8079958;-24.292649948874775
1739209914.808004;-31.141103565318915
1739209914.8080118;-45.120503652039325
1739209914.8080196;-35.57807855764607
1739209914.8080275;-31.141103565318943
1739209914.8080356;-33.981070128970906
1739209914.8080435;-25.252786309376837
1739209914.8080513;-38.13080360867914
1739209914.8080595;-26.035653463252796
1739209914.8080673;-24.589719217205094
1739209914.8080752;-30.49652367304976
1739209914.808083;-38.13080360867914
1739209914.8080912;-32.81601443825658
1739209914.808099;-38.13080360867914
1739209914.808107;-31.141103565318915
1739209914.808115;-27.877744956031414
1739209914.8081229;-30.49652367304973
1739209914.8081307;-23.50682362968953
1739209914.8081388;-31.141103565318915
1739209914.8081467;-27.267205301931607
1739209914.8081546;-33.981070128970906
1739209914.8081625;-26.487275050834725
1739209914.8081706;-38.13080360867914
1739209914.8081784;-32.81601443825658
1739209914.8081863;-33.981070128970956
1739209914.8081944;-26.991370085610722
1739209914.8082023;-31.14110356531892
1739209914.8082101;-45.120503652039325
1739209914.8082182;-45.120503652039325
1739209914.808226;-31.141103565318915
1739209914.808234;-29.438486411369333
1739209914.8082418;-27.267205301931607
1739209914.80825;-38.13080360867914
1739209914.8082578;-28.58837851428586
1739209914.8082657;-29.438486411369333
1739209914.8082738;-28.58837851428586
1739209914.8082817;-27.267205301931607
1739209914.8082895;-35.57807855764607
1739209914.8082974;-32.816014438256545
1739209914.8083055;-38.13080360867914
1739209914.8083134;-26.991370085610722
1739209914.8083212;-25.07728991421287
1739209914.8083293;-25.826314394896357
1739209914.8083372;-29.438486411369333
1739209914.808345;-45.120503652039325
1739209914.8083532;-45.120503652039325
1739209914.808361;-26.487275050834715
1739209914.808369;-27.8777449560314
1739209914.8083768;-32.816014438256545
1739209914.808385;-25.826314394896354
1739209914.8083928;-45.120503652039325
1739209914.8084006;-38.13080360867914
1739209914.8084087;-45.120503652039325
1739209914.8084166;-38.13080360867914
1739209914.8084245;-27.267205301931607
1739209914.8084326;-38.13080360867914
1739209914.8084404;-31.141103565318915
1739209914.8084483;-27.8777449560314
1739209914.8084562;-31.141103565318943
1739209914.8084643;-38.13080360867914
1739209914.8084722;-25.826314394896354
1739209914.80848;-38.13080360867914
1739209914.8084881;-45.120503652039325
1739209914.808496;-38.13080360867914
1739209914.8085039;-38.13080360867914
1739209914.8085117;-38.13080360867914
1739209914.8085198;-45.120503652039325
1739209914.8085277;-38.13080360867914
1739209914.8085356;-45.120503652039325
1739209914.8085437;-45.120503652039325
1739209914.8085515;-38.13080360867914
1739209914.8085594;-31.141103565318915
1739209914.8085675;-45.120503652039325
1739209914.8085754;-38.13080360867914
1739209914.8085833;-38.13080360867914
1739209914.8085911;-38.13080360867914
1739209914.8085992;-38.13080360867914
1739209914.808607;-45.120503652039325
1739209914.808615;-38.13080360867914
1739209914.808623;-30.49652367304973
1739209914.808631;-38.13080360867914
1739209914.8086388;-38.13080360867914
1739209914.808647;-45.120503652039325
1739209914.8086548;-38.13080360867914
1739209914.8086627;-45.120503652039325
1739209914.8086705;-38.13080360867914
1739209914.8086786;-45.120503652039325
1739209914.8086865;-33.981070128970906
1739209914.8086944;-38.13080360867914
1739209914.8087025;-45.120503652039325
1739209914.8087103;-38.13080360867914
1739209914.8087182;-38.13080360867914
1739209914.808726;-35.57807855764607
1739209914.8087342;-38.13080360867914
1739209914.808742;-45.120503652039325
1739209914.80875;-38.13080360867914
1739209914.808758;-32.816014438256545
1739209914.808766;-38.13080360867914
1739209914.8087738;-45.120503652039325
1739209914.8087819;-38.13080360867914
1739209914.8087897;-32.816014438256545
1739209914.8087976;-38.13080360867914
1739209914.8088055;-38.13080360867914
1739209914.8088136;-33.981070128970906
1739209914.8088214;-38.13080360867914
1739209914.8088293;-45.120503652039325
1739209914.8088374;-45.120503652039325
1739209914.8088453;-45.120503652039325
1739209914.8088531;-45.120503652039325
1739209914.808861;-33.981070128970906
1739209914.8088691;-45.120503652039325
1739209914.808877;-45.120503652039325
1739209914.8088849;-38.13080360867914
1739209914.808893;-45.120503652039325
1739209914.8089008;-45.120503652039325
1739209914.8089087;-45.120503652039325
1739209914.8089168;-35.57807855764607
1739209914.8089247;-38.13080360867914
1739209914.8089325;-45.120503652039325
1739209914.8089404;-38.13080360867914
1739209914.8089485;-33.981070128970906
1739209914.8089564;-45.120503652039325
1739209914.8089643;-45.120503652039325
1739209914.8089724;-45.120503652039325
1739209914.8089802;-35.57807855764607
1739209914.808988;-38.13080360867914
1739209914.8089962;-45.120503652039325
1739209914.809004;-45.120503652039325
1739209914.809012;-45.120503652039325
1739209914.8090198;-38.13080360867914
1739209914.809028;-45.120503652039325
1739209914.8090358;-38.13080360867914
1739209914.8090436;-45.120503652039325
1739209914.8090518;-33.981070128970906
1739209914.8090596;-45.120503652039325
1739209914.8090675;-45.120503652039325
1739209914.8090754;-32.816014438256545
1739209914.8090835;-35.57807855764607
1739209914.8090913;-45.120503652039325
1739209914.8090992;-45.120503652039325
1739209914.8091073;-31.141103565318893
1739209914.8091152;-32.816014438256545
1739209914.809123;-45.120503652039325
1739209914.8091311;-38.13080360867914
1739209914.809139;-35.57807855764607
1739209914.809147;-38.13080360867914
1739209914.8091547;-45.120503652039325
1739209914.8091629;-45.120503652039325
1739209914.8091707;-38.13080360867914
1739209914.8091786;-38.13080360867914
1739209914.8091867;-45.120503652039325
1739209914.8091946;-45.120503652039325
1739209914.8092024;-45.120503652039325
1739209914.8092105;-45.120503652039325
1739209914.8092184;-45.120503652039325
1739209914.8092263;-38.13080360867914
1739209914.8092341;-38.13080360867914
1739209914.8092422;-45.120503652039325
1739209914.80925;-45.120503652039325
1739209914.809258;-45.120503652039325
1739209914.809266;-27.8777449560314
1739209914.809274;-35.57807855764607
1739209914.8092818;-45.120503652039325
1739209914.8092897;-38.13080360867914
1739209914.8092978;-35.57807855764607
1739209914.8093057;-38.13080360867914
1739209914.8093135;-45.120503652039325
1739209914.8093216;-38.13080360867914
1739209914.8093295;-45.120503652039325
1739209914.8093374;-45.120503652039325
1739209914.8093455;-45.120503652039325
1739209914.8093534;-45.120503652039325
1739209914.8093612;-38.13080360867914
1739209914.809369;-45.120503652039325
1739209914.8093772;-45.120503652039325
1739209914.809385;-38.13080360867914
1739209914.809393;-45.120503652039325
1739209914.809401;-45.120503652039325
1739209914.809409;-45.120503652039325
1739209914.8094168;-45.120503652039325
1739209914.8094249;-45.120503652039325
1739209914.8094327;-45.120503652039325
1739209914.8094406;-45.120503652039325
1739209914.8094485;-45.120503652039325
1739209914.8094566;-28.21854285175415
1739209914.8094645;-31.141103565318893
1739209914.8094723;-45.120503652039325
1739209914.8094804;-45.120503652039325
1739209914.8094883;-29.438486411369333
1739209914.8094962;-38.13080360867914
1739209914.809504;-45.120503652039325
1739209914.8095121;-38.13080360867914
1739209914.80952;-45.120503652039325
1739209914.8095279;-45.120503652039325
1739209914.809536;-38.13080360867914
1739209914.8095438;-38.13080360867914
1739209914.8095517;-45.120503652039325
1739209914.8095598;-38.13080360867914
1739209914.8095677;-45.120503652039325
1739209914.8095756;-45.120503652039325
1739209914.8095834;-32.816014438256545
1739209914.8095915;-30.49652367304973
1739209914.8095994;-45.120503652039325
1739209914.8096073;-45.120503652039325
1739209914.8096154;-32.816014438256545
1739209914.8096232;-38.13080360867914
1739209914.809631;-45.120503652039325
1739209914.809639;-38.13080360867914
1739209914.809647;-32.816014438256545
1739209914.809655;-33.981070128970906
1739209914.8096628;-45.120503652039325
1739209914.809671;-45.120503652039325
1739209914.8096788;-38.13080360867914
1739209914.8096867;-38.13080360867914
1739209914.8096948;-45.120503652039325
1739209914.8097026;-45.120503652039325
1739209914.8097105;-45.120503652039325
1739209914.8097184;-38.13080360867914
1739209914.8097265;-45.120503652039325
1739209914.8097343;-45.120503652039325
1739209914.8097422;-45.120503652039325
1739209914.8097503;-38.13080360867914
1739209914.8097582;-38.13080360867914
1739209914.809766;-38.13080360867914
1739209914.8097742;-35.57807855764607
1739209914.809782;-38.13080360867914
1739209914.80979;-45.120503652039325
1739209914.8097978;-38.13080360867914
1739209914.8098059;-45.120503652039325
1739209914.8098137;-45.120503652039325
1739209914.8098216;-45.120503652039325
1739209914.8098297;-38.13080360867914
1739209914.8098376;-38.13080360867914
1739209914.8098454;-33.981070128970906
1739209914.8098533;-33.981070128970906
1739209914.8098614;-38.13080360867914
1739209914.8098693;-35.57807855764607
1739209914.8098772;-32.816014438256545
1739209914.8098853;-45.120503652039325
1739209914.8098931;-35.57807855764607
1739209914.809901;-33.981070128970906
1739209914.809909;-31.141103565318915
1739209914.809917;-38.13080360867914
1739209914.8099248;-38.13080360867914
1739209914.8099327;-38.13080360867914
1739209914.8099408;-38.13080360867914
1739209914.8099487;-45.120503652039325
1739209914.8099566;-38.13080360867914
1739209914.8099647;-38.13080360867914
1739209914.8099725;-38.13080360867914
1739209914.8099804;-45.120503652039325
1739209914.8099885;-45.120503652039325
1739209914.8099964;-32.816014438256545
1739209914.8100042;-38.13080360867914
1739209914.810012;-45.120503652039325
1739209914.8100202;-38.13080360867914
1739209914.810028;-32.816014438256545
1739209914.810036;-33.981070128970906
1739209914.810044;-38.13080360867914
1739209914.810052;-45.120503652039325
1739209914.8100598;-35.57807855764607
1739209914.8100677;-38.13080360867914
1739209914.8100758;-45.120503652039325
1739209914.8100836;-38.13080360867914
1739209914.8100915;-38.13080360867914
1739209914.8100996;-31.141103565318915
1739209914.8101075;-33.981070128970906
1739209914.8101153;-45.120503652039325
1739209914.8101234;-35.57807855764607
1739209914.8101313;-38.13080360867914
1739209914.8101392;-38.13080360867914
1739209914.810147;-45.120503652039325
1739209914.8101552;-38.13080360867914
1739209914.810163;-28.992665084841942
1739209914.810171;-28.992665084841942
1739209914.810179;-38.13080360867914
1739209914.8101869;-45.120503652039325
1739209914.8101947;-38.13080360867914
1739209914.8102026;-38.13080360867914
1739209914.8102107;-38.13080360867914
1739209914.8102186;-45.120503652039325
1739209914.8102264;-33.981070128970906
1739209914.8102345;-38.13080360867914
1739209914.8102424;-38.13080360867914
1739209914.8102503;-45.120503652039325
1739209914.8102584;-45.120503652039325
1739209914.8102663;-38.13080360867914
1739209914.8102741;-38.13080360867914
1739209914.810282;-32.816014438256545
1739209914.81029;-38.13080360867914
1739209914.810298;-33.981070128970906
1739209914.8103058;-35.57807855764607
1739209914.810314;-38.13080360867914
1739209914.8103218;-45.120503652039325
1739209914.8103297;-33.981070128970906
1739209914.8103378;-33.981070128970906
1739209914.8103456;-38.13080360867914
1739209914.8103535;-31.141103565318915
1739209914.8103614;-28.992665084841942
1739209914.8103695;-33.981070128970906
1739209914.8103774;-45.120503652039325
1739209914.8103852;-33.981070128970906
1739209914.8103933;-38.13080360867914
1739209914.8104012;-45.120503652039325
1739209914.810409;-45.120503652039325
1739209914.810417;-45.120503652039325
1739209914.810425;-45.120503652039325
1739209914.810433;-38.13080360867914
1739209914.8104408;-45.120503652039325
1739209914.810449;-38.13080360867914
1739209914.8104568;-35.57807855764607
1739209914.8104646;-45.120503652039325
1739209914.8104727;-35.57807855764607
1739209914.8104806;-45.120503652039325
1739209914.8104885;-45.120503652039325
1739209914.8104963;-45.120503652039325
1739209914.8105044;-45.120503652039325
1739209914.8105123;-45.120503652039325
1739209914.8105202;-32.816014438256545
1739209914.8105283;-32.816014438256545
1739209914.8105361;-45.120503652039325
1739209914.810544;-38.13080360867914
1739209914.8105521;-33.981070128970906
1739209914.81056;-38.13080360867914
1739209914.8105679;-45.120503652039325
1739209914.8105757;-38.13080360867914
1739209914.8105838;-38.13080360867914
1739209914.8105917;-45.120503652039325
1739209914.8105996;-45.120503652039325
1739209914.8106077;-45.120503652039325
1739209914.8106155;-45.120503652039325
1739209914.8106234;-45.120503652039325
1739209914.8106313;-45.120503652039325
1739209914.8106394;-45.120503652039325
1739209914.8106472;-38.13080360867914
1739209914.810655;-35.57807855764607
1739209914.8106632;-45.120503652039325
1739209914.810671;-45.120503652039325
1739209914.810679;-38.13080360867914
1739209914.810687;-38.13080360867914
1739209914.810695;-38.13080360867914
1739209914.8107028;-38.13080360867914
1739209914.8107107;-45.120503652039325
1739209914.8107188;-38.13080360867914
1739209914.8107266;-45.120503652039325
1739209914.8107345;-45.120503652039325
1739209914.8107426;-38.13080360867914
1739209914.8107505;-45.120503652039325
1739209914.8107584;-35.57807855764607
1739209914.8107665;-38.13080360867914
1739209914.8107743;-32.816014438256545
1739209914.8107822;-35.57807855764607
1739209914.81079;-45.120503652039325
1739209914.8107982;-45.120503652039325
1739209914.810806;-32.816014438256545
1739209914.810814;-30.49652367304973
1739209914.810822;-45.120503652039325
1739209914.8108299;-45.120503652039325
1739209914.8108377;-33.981070128970906
1739209914.8108456;-31.141103565318915
1739209914.8108537;-45.120503652039325
1739209914.8108616;-45.120503652039325
1739209914.8108695;-45.120503652039325
1739209914.8108776;-45.120503652039325
1739209914.8108854;-35.57807855764607
1739209914.8108933;-45.120503652039325
1739209914.8109014;-38.13080360867914
1739209914.8109093;-45.120503652039325
1739209914.8109171;-45.120503652039325
1739209914.810925;-38.13080360867914
1739209914.810933;-38.13080360867914
1739209914.810941;-45.120503652039325
1739209914.8109488;-45.120503652039325
1739209914.810957;-45.120503652039325
1739209914.8109648;-38.13080360867914
1739209914.8109727;-38.13080360867914
1739209914.8109806;-45.120503652039325
1739209914.8109887;-38.13080360867914
1739209914.8109965;-32.816014438256545
1739209914.8110044;-32.816014438256545
1739209914.8110125;-45.120503652039325
1739209914.8110204;-38.13080360867914
1739209914.8110282;-45.120503652039325
1739209914.8110363;-45.120503652039325
1739209914.8110442;-45.120503652039325
1739209914.811052;-33.981070128970906
1739209914.81106;-45.120503652039325
1739209914.811068;-38.13080360867914
1739209914.811076;-38.13080360867914
1739209914.8110838;-45.120503652039325
1739209914.811092;-45.120503652039325
1739209914.8110998;-38.13080360867914
1739209914.8111076;-35.57807855764607
1739209914.8111157;-35.57807855764607
1739209914.8111236;-38.13080360867914
1739209914.8111315;-45.120503652039325
1739209914.8111393;-33.981070128970906
1739209914.8111475;-38.13080360867914
1739209914.8111553;-38.13080360867914
1739209914.8111632;-38.13080360867914
1739209914.8111713;-35.57807855764607
1739209914.8111792;-38.13080360867914
1739209914.811187;-45.120503652039325
1739209914.811195;-33.981070128970906
1739209914.811203;-38.13080360867914
1739209914.8112109;-45.120503652039325
1739209914.8112187;-45.120503652039325
1739209914.8112268;-45.120503652039325
1739209914.8112347;-45.120503652039325
1739209914.8112426;-45.120503652039325
1739209914.8112507;-45.120503652039325
1739209914.8112586;-32.81601443825658
1739209914.8112664;-45.120503652039325
1739209914.8112743;-38.13080360867914
1739209914.8112824;-45.120503652039325
1739209914.8112903;-45.120503652039325
1739209914.8112981;-38.13080360867914
1739209914.8113062;-38.13080360867914
1739209914.811314;-35.57807855764607
1739209914.811322;-27.267205301931607
1739209914.81133;-35.57807855764607
1739209914.811338;-38.13080360867914
1739209914.8113458;-45.120503652039325
1739209914.8113537;-45.120503652039325
1739209914.8113618;-45.120503652039325
1739209914.8113697;-38.13080360867914
1739209914.8113775;-45.120503652039325
1739209914.8113856;-38.13080360867914
1739209914.8113935;-38.13080360867914
1739209914.8114014;-45.120503652039325
1739209914.8114092;-38.13080360867914
1739209914.8114173;-33.981070128970906
1739209914.8114252;-35.57807855764607
1739209914.811433;-35.57807855764607
1739209914.8114412;-45.120503652039325
1739209914.811449;-38.13080360867914
1739209914.811457;-38.13080360867914
1739209914.811465;-38.13080360867914
1739209914.811473;-45.120503652039325
1739209914.8114808;-38.13080360867914
1739209914.8114886;-38.13080360867914
1739209914.8114967;-38.13080360867914
1739209914.8115046;-38.13080360867914
1739209914.8115125;-33.981070128970906
1739209914.8115206;-33.981070128970906
1739209914.8115284;-45.120503652039325
1739209914.8115363;-45.120503652039325
1739209914.8115444;-38.13080360867914
1739209914.8115523;-38.13080360867914
1739209914.8115602;-38.13080360867914
1739209914.811568;-38.13080360867914
1739209914.8115761;-38.13080360867914
1739209914.811584;-38.13080360867914
1739209914.8115919;-38.13080360867914
1739209914.8116;-38.13080360867914
1739209914.8116078;-45.120503652039325
1739209914.8116157;-38.13080360867914
1739209914.8116236;-38.13080360867914
1739209914.8116317;-45.120503652039325
1739209914.8116395;-38.13080360867914
1739209914.8116474;-45.120503652039325
1739209914.8116555;-38.13080360867914
1739209914.8116634;-38.13080360867914
1739209914.8116713;-45.120503652039325
1739209914.8116794;-45.120503652039325
1739209914.8116872;-38.13080360867914
1739209914.811695;-45.120503652039325
1739209914.811703;-33.981070128970906
1739209914.811711;-32.816014438256545
1739209914.811719;-38.13080360867914
1739209914.8117268;-38.13080360867914
1739209914.811735;-33.981070128970906
1739209914.8117428;-35.57807855764607
1739209914.8117507;-38.13080360867914
1739209914.8117585;-33.981070128970906
1739209914.8117666;-45.120503652039325
1739209914.8117745;-45.120503652039325
1739209914.8117824;-38.13080360867914
1739209914.8117905;-38.13080360867914
1739209914.8117983;-38.13080360867914
1739209914.8118062;-45.120503652039325
1739209914.8118143;-38.13080360867914
1739209914.8118222;-35.57807855764607
1739209914.81183;-38.13080360867914
1739209914.811838;-45.120503652039325
1739209914.811846;-38.13080360867914
1739209914.811854;-35.57807855764607
1739209914.8118618;-35.57807855764607
1739209914.8118699;-38.13080360867914
1739209914.8118777;-45.120503652039325
1739209914.8118856;-35.57807855764607
1739209914.8118937;-38.13080360867914
1739209914.8119016;-32.816014438256545
1739209914.8119094;-45.120503652039325
1739209914.8119173;-32.816014438256545
1739209914.8119254;-38.13080360867914
1739209914.8119333;-35.57807855764607
1739209914.8119411;-45.120503652039325
1739209914.8119493;-33.981070128970906
1739209914.8119571;-33.981070128970906
1739209914.811965;-31.141103565318943
1739209914.8119729;-45.120503652039325
1739209914.811981;-38.13080360867914
1739209914.8119888;-45.120503652039325
1739209914.8119967;-45.120503652039325
1739209914.8120048;-45.120503652039325
1739209914.8120127;-45.120503652039325
1739209914.8120205;-45.120503652039325
1739209914.8120286;-38.13080360867914
1739209914.8120365;-38.13080360867914
1739209914.8120444;-45.120503652039325
1739209914.8120522;-38.13080360867914
1739209914.8120604;-45.120503652039325
1739209914.8120682;-45.120503652039325
1739209914.812076;-45.120503652039325
1739209914.8120842;-45.120503652039325
1739209914.812092;-31.141103565318893
1739209914.8121;-33.981070128970906
1739209914.812108;-45.120503652039325
1739209914.812116;-45.120503652039325
1739209914.8121238;-38.13080360867914
1739209914.8121316;-45.120503652039325
1739209914.8121397;-45.120503652039325
1739209914.8121476;-38.13080360867914
1739209914.8121555;-38.13080360867914
1739209914.8121636;-45.120503652039325
1739209914.8121715;-35.57807855764607
1739209914.8121793;-45.120503652039325
1739209914.8121872;-38.13080360867914
1739209914.8121953;-38.13080360867914
1739209914.8122032;-38.13080360867914
1739209914.812211;-38.13080360867914
1739209914.8122191;-38.13080360867914
1739209914.812227;-33.981070128970906
1739209914.8122349;-45.120503652039325
1739209914.812243;-38.13080360867914
1739209914.8122509;-45.120503652039325
1739209914.8122587;-45.120503652039325
1739209914.8122666;-38.13080360867914
1739209914.8122747;-45.120503652039325
1739209914.8122826;-35.57807855764607
1739209914.8122904;-38.13080360867914
1739209914.8122985;-45.120503652039325
1739209914.8123064;-45.120503652039325
1739209914.8123143;-38.13080360867914
1739209914.8123224;-45.120503652039325
1739209914.8123302;-45.120503652039325
1739209914.812338;-45.120503652039325
1739209914.812346;-45.120503652039325
1739209914.812354;-45.120503652039325
1739209914.812362;-45.120503652039325
1739209914.8123698;-38.13080360867914
