CAN Message; 0x1a7:0000b8c7831576df
1739209683.8076093;-45.120503652039325
1739209683.8076143;-33.981070128970906
1739209683.8076196;-31.141103565318915
1739209683.8076246;-33.981070128970906
1739209683.8076296;-45.120503652039325
1739209683.8076348;-45.120503652039325
1739209683.8076398;-38.13080360867914
1739209683.807645;-32.816014438256545
1739209683.80765;-38.13080360867914
1739209683.807655;-45.120503652039325
1739209683.8076603;-28.218542851754165
1739209683.8076653;-33.981070128970906
1739209683.8076706;-45.120503652039325
1739209683.8076756;-45.120503652039325
1739209683.8076806;-45.120503652039325
1739209683.8076859;-45.120503652039325
1739209683.8076909;-38.13080360867914
1739209683.807696;-45.120503652039325
1739209683.807701;-33.981070128970906
1739209683.807706;-38.13080360867914
1739209683.8077114;-45.120503652039325
1739209683.8077164;-45.120503652039325
1739209683.8077216;-38.13080360867914
1739209683.8077266;-38.13080360867914
1739209683.8077316;-38.13080360867914
1739209683.8077369;-45.120503652039325
1739209683.8077419;-45.120503652039325
1739209683.8077471;-35.57807855764607
1739209683.8077521;-32.816014438256545
1739209683.8077571;-45.120503652039325
1739209683.8077624;-45.120503652039325
1739209683.8077674;-38.13080360867914
1739209683.8077726;-45.120503652039325
1739209683.8077776;-38.13080360867914
1739209683.8077826;-38.13080360867914
1739209683.807788;-38.13080360867914
1739209683.807793;-38.13080360867914
1739209683.8077981;-38.13080360867914
1739209683.8078032;-33.981070128970906
1739209683.8078082;-45.120503652039325
1739209683.8078134;-38.13080360867914
1739209683.8078184;-45.120503652039325
1739209683.8078237;-38.13080360867914
1739209683.8078287;-38.13080360867914
1739209683.8078337;-38.13080360867914
1739209683.807839;-38.13080360867914
1739209683.807844;-38.13080360867914
1739209683.8078492;-32.816014438256545
1739209683.8078542;-38.13080360867914
1739209683.8078592;-45.120503652039325
1739209683.8078644;-38.13080360867914
1739209683.8078694;-38.13080360867914
1739209683.8078747;-45.120503652039325
1739209683.8078797;-45.120503652039325
1739209683.8078847;-45.120503652039325
1739209683.80789;-45.120503652039325
1739209683.807895;-45.120503652039325
1739209683.8079002;-38.13080360867914
1739209683.8079052;-38.13080360867914
1739209683.8079102;-38.13080360867914
1739209683.8079154;-38.13080360867914
1739209683.8079205;-38.13080360867914
1739209683.8079257;-45.120503652039325
1739209683.8079307;-35.57807855764607
1739209683.8079357;-38.13080360867914
1739209683.807941;-38.13080360867914
1739209683.807946;-35.57807855764607
1739209683.8079512;-38.13080360867914
1739209683.8079562;-45.120503652039325
1739209683.8079612;-33.981070128970906
1739209683.8079665;-38.13080360867914
1739209683.8079715;-45.120503652039325
1739209683.8079767;-38.13080360867914
1739209683.8079817;-33.981070128970906
1739209683.8079867;-38.13080360867914
1739209683.807992;-38.13080360867914
1739209683.807997;-45.120503652039325
1739209683.8080022;-38.13080360867914
1739209683.8080072;-33.981070128970906
1739209683.8080122;-45.120503652039325
1739209683.8080175;-45.120503652039325
1739209683.8080225;-45.120503652039325
1739209683.8080277;-45.120503652039325
1739209683.8080328;-38.13080360867914
1739209683.8080378;-45.120503652039325
1739209683.808043;-35.57807855764607
1739209683.808048;-38.13080360867914
1739209683.8080533;-38.13080360867914
1739209683.8080583;-38.13080360867914
1739209683.8080633;-38.13080360867914
1739209683.8080685;-38.13080360867914
1739209683.8080735;-45.120503652039325
1739209683.8111284;-38.13080360867914
1739209683.8111322;-38.13080360867914
1739209683.811136;-45.120503652039325
1739209683.8111398;-38.13080360867914
1739209683.8111434;-35.57807855764607
1739209683.8111472;-45.120503652039325
1739209683.811151;-38.13080360867914
1739209683.8111548;-31.141103565318915
1739209683.8111587;-45.120503652039325
1739209683.8111625;-45.120503652039325
1739209683.8111663;-38.13080360867914
1739209683.81117;-32.816014438256545
1739209683.8111737;-38.13080360867914
1739209683.8111775;-45.120503652039325
1739209683.8111813;-45.120503652039325
1739209683.8111851;-45.120503652039325
1739209683.811189;-38.13080360867914
1739209683.8111928;-45.120503652039325
1739209683.8111966;-38.13080360867914
1739209683.8112004;-31.141103565318893
1739209683.811204;-38.13080360867914
1739209683.8112078;-45.120503652039325
1739209683.8112116;-45.120503652039325
1739209683.8112154;-35.57807855764607
1739209683.8112192;-38.13080360867914
1739209683.811223;-45.120503652039325
1739209683.8112268;-45.120503652039325
1739209683.8112307;-45.120503652039325
1739209683.8112342;-38.13080360867914
1739209683.811238;-45.120503652039325
1739209683.8112419;-45.120503652039325
1739209683.8112457;-45.120503652039325
1739209683.8112495;-45.120503652039325
1739209683.8112533;-38.13080360867914
1739209683.8112571;-38.13080360867914
1739209683.811261;-38.13080360867914
1739209683.8112645;-33.981070128970906
1739209683.8112683;-45.120503652039325
1739209683.8112721;-38.13080360867914
1739209683.811276;-45.120503652039325
1739209683.8112798;-38.13080360867914
1739209683.8112836;-38.13080360867914
1739209683.8112874;-38.13080360867914
1739209683.8112912;-38.13080360867914
1739209683.811295;-45.120503652039325
1739209683.8112986;-32.816014438256545
1739209683.8113024;-38.13080360867914
1739209683.8113062;-45.120503652039325
1739209683.81131;-45.120503652039325
1739209683.8113139;-45.120503652039325
1739209683.8113177;-45.120503652039325
1739209683.8113215;-38.13080360867914
1739209683.8113253;-45.120503652039325
1739209683.811329;-45.120503652039325
1739209683.8113327;-45.120503652039325
1739209683.8113365;-45.120503652039325
1739209683.8113403;-33.981070128970906
1739209683.8113441;-38.13080360867914
1739209683.811348;-45.120503652039325
1739209683.8113518;-45.120503652039325
1739209683.8113556;-45.120503652039325
1739209683.8113592;-38.13080360867914
1739209683.811363;-45.120503652039325
1739209683.8113668;-38.13080360867914
1739209683.8113706;-45.120503652039325
1739209683.8113744;-45.120503652039325
1739209683.8113782;-45.120503652039325
1739209683.811382;-33.981070128970906
1739209683.8113859;-38.13080360867914
1739209683.8113894;-45.120503652039325
1739209683.8113933;-38.13080360867914
1739209683.811397;-38.13080360867914
1739209683.811401;-33.981070128970906
1739209683.8114047;-45.120503652039325
1739209683.8114085;-38.13080360867914
1739209683.8114123;-38.13080360867914
1739209683.8114161;-33.981070128970906
1739209683.8114197;-38.13080360867914
1739209683.8114235;-38.13080360867914
1739209683.8114274;-45.120503652039325
1739209683.8114312;-45.120503652039325
1739209683.811435;-45.120503652039325
1739209683.8114388;-45.120503652039325
1739209683.8114426;-38.13080360867914
1739209683.8114464;-45.120503652039325
1739209683.8114502;-45.120503652039325
1739209683.8114538;-45.120503652039325
1739209683.8114576;-45.120503652039325
1739209683.8114614;-45.120503652039325
1739209683.8114653;-45.120503652039325
1739209683.811469;-38.13080360867914
1739209683.811473;-35.57807855764607
1739209683.8114767;-31.141103565318915
1739209683.8114805;-45.120503652039325
1739209683.811484;-45.120503652039325
1739209683.811488;-38.13080360867914
1739209683.8114917;-38.13080360867914
1739209683.8114955;-45.120503652039325
1739209683.8114994;-45.120503652039325
1739209683.8115032;-38.13080360867914
1739209683.811507;-45.120503652039325
1739209683.8115108;-45.120503652039325
1739209683.8115144;-45.120503652039325
1739209683.8115182;-45.120503652039325
1739209683.811522;-45.120503652039325
1739209683.8115258;-45.120503652039325
1739209683.8115296;-45.120503652039325
1739209683.8115335;-38.13080360867914
1739209683.8115373;-33.981070128970906
1739209683.811541;-38.13080360867914
1739209683.8115447;-33.981070128970906
1739209683.8115485;-38.13080360867914
1739209683.8115523;-38.13080360867914
1739209683.811556;-38.13080360867914
1739209683.81156;-38.13080360867914
1739209683.8115637;-32.816014438256545
1739209683.8115675;-45.120503652039325
1739209683.8115714;-45.120503652039325
1739209683.811575;-38.13080360867914
1739209683.8115788;-38.13080360867914
1739209683.8115826;-31.141103565318915
1739209683.8115864;-38.13080360867914
1739209683.8115902;-45.120503652039325
1739209683.811594;-38.13080360867914
1739209683.8115978;-35.57807855764607
1739209683.8116016;-45.120503652039325
1739209683.8116052;-45.120503652039325
1739209683.811609;-32.816014438256545
1739209683.8116128;-28.58837851428586
1739209683.8116167;-45.120503652039325
1739209683.8116205;-38.13080360867914
1739209683.8116243;-38.13080360867914
1739209683.811628;-45.120503652039325
1739209683.811632;-38.13080360867914
1739209683.8116357;-38.13080360867914
1739209683.8116393;-38.13080360867914
1739209683.8116431;-31.141103565318915
1739209683.811647;-33.981070128970906
1739209683.8116508;-38.13080360867914
1739209683.8116546;-45.120503652039325
1739209683.8116584;-38.13080360867914
1739209683.8116622;-45.120503652039325
1739209683.811666;-38.13080360867914
1739209683.8116696;-38.13080360867914
1739209683.8116734;-38.13080360867914
1739209683.8116772;-33.981070128970906
1739209683.811681;-38.13080360867914
1739209683.8116848;-35.57807855764607
1739209683.8116887;-38.13080360867914
1739209683.8116925;-45.120503652039325
1739209683.8116963;-45.120503652039325
1739209683.8116999;-38.13080360867914
1739209683.8117037;-31.141103565318915
1739209683.8117075;-28.992665084841942
1739209683.8117113;-38.13080360867914
1739209683.8117151;-45.120503652039325
1739209683.811719;-38.13080360867914
1739209683.8117228;-32.816014438256545
1739209683.8117266;-38.13080360867914
1739209683.8117301;-45.120503652039325
1739209683.811734;-45.120503652039325
1739209683.8117378;-38.13080360867914
1739209683.8117416;-45.120503652039325
1739209683.8117454;-38.13080360867914
1739209683.8117492;-45.120503652039325
1739209683.811753;-45.120503652039325
1739209683.8117568;-38.13080360867914
1739209683.8117604;-35.57807855764607
1739209683.8117642;-32.816014438256545
1739209683.811768;-31.141103565318915
1739209683.8117719;-38.13080360867914
1739209683.8117757;-38.13080360867914
1739209683.8117795;-38.13080360867914
1739209683.8117833;-38.13080360867914
1739209683.8117871;-45.120503652039325
1739209683.811791;-45.120503652039325
1739209683.8117945;-38.13080360867914
1739209683.8117983;-45.120503652039325
1739209683.8118021;-45.120503652039325
1739209683.811806;-35.57807855764607
1739209683.8118098;-33.981070128970906
1739209683.8118136;-45.120503652039325
1739209683.8118174;-45.120503652039325
1739209683.8118212;-35.57807855764607
1739209683.8118248;-38.13080360867914
1739209683.8118286;-45.120503652039325
1739209683.8118324;-38.13080360867914
1739209683.8118362;-38.13080360867914
1739209683.81184;-38.13080360867914
1739209683.8118439;-45.120503652039325
1739209683.8118477;-38.13080360867914
1739209683.8118515;-38.13080360867914
1739209683.811855;-38.13080360867914
1739209683.811859;-30.49652367304973
1739209683.8118627;-38.13080360867914
1739209683.8118665;-35.57807855764607
1739209683.8118703;-38.13080360867914
1739209683.8118742;-35.57807855764607
1739209683.811878;-45.120503652039325
1739209683.8118818;-45.120503652039325
1739209683.8118854;-45.120503652039325
1739209683.8118892;-33.981070128970956
1739209683.811893;-45.120503652039325
1739209683.8118968;-45.120503652039325
1739209683.8119006;-45.120503652039325
1739209683.8119044;-45.120503652039325
1739209683.8119082;-38.13080360867914
1739209683.811912;-38.13080360867914
1739209683.8119156;-38.13080360867914
1739209683.8119195;-28.21854285175415
1739209683.8119233;-38.13080360867914
1739209683.811927;-45.120503652039325
1739209683.811931;-38.13080360867914
1739209683.8119347;-31.141103565318893
1739209683.8119385;-38.13080360867914
1739209683.8119423;-38.13080360867914
1739209683.8119462;-38.13080360867914
1739209683.8119497;-38.13080360867914
1739209683.8119535;-45.120503652039325
1739209683.8119574;-38.13080360867914
1739209683.8119612;-45.120503652039325
1739209683.811965;-38.13080360867914
1739209683.8119688;-38.13080360867914
1739209683.8119726;-45.120503652039325
1739209683.8119764;-45.120503652039325
1739209683.81198;-32.816014438256545
1739209683.8119838;-35.57807855764607
1739209683.8119876;-38.13080360867914
1739209683.8119915;-35.57807855764607
1739209683.8119953;-45.120503652039325
1739209683.811999;-45.120503652039325
1739209683.812003;-32.816014438256545
1739209683.8120067;-38.13080360867914
1739209683.8120103;-45.120503652039325
1739209683.812014;-38.13080360867914
1739209683.812018;-45.120503652039325
1739209683.8120217;-45.120503652039325
1739209683.8120255;-38.13080360867914
1739209683.8120294;-38.13080360867914
1739209683.8120332;-32.816014438256545
1739209683.812037;-33.981070128970906
1739209683.8120406;-45.120503652039325
1739209683.8120444;-45.120503652039325
1739209683.8120482;-35.57807855764607
1739209683.812052;-38.13080360867914
1739209683.8120558;-45.120503652039325
1739209683.8120596;-45.120503652039325
1739209683.8120635;-38.13080360867914
1739209683.8120673;-38.13080360867914
1739209683.8120708;-45.120503652039325
1739209683.8120747;-38.13080360867914
1739209683.8120785;-33.981070128970906
1739209683.8120823;-38.13080360867914
1739209683.812086;-38.13080360867914
1739209683.81209;-38.13080360867914
1739209683.8120937;-35.57807855764607
1739209683.8120975;-38.13080360867914
1739209683.8121014;-45.120503652039325
1739209683.812105;-45.120503652039325
1739209683.8121088;-35.57807855764607
1739209683.8121126;-38.13080360867914
1739209683.8121164;-45.120503652039325
1739209683.8121202;-45.120503652039325
1739209683.812124;-32.816014438256545
1739209683.8121278;-33.981070128970906
1739209683.8121316;-45.120503652039325
1739209683.8121352;-38.13080360867914
1739209683.812139;-33.981070128970906
1739209683.8121428;-38.13080360867914
1739209683.8121467;-38.13080360867914
1739209683.8121505;-33.981070128970906
1739209683.8121543;-38.13080360867914
1739209683.812158;-38.13080360867914
1739209683.812162;-45.120503652039325
1739209683.8121655;-38.13080360867914
1739209683.8121693;-35.57807855764607
1739209683.8121731;-38.13080360867914
1739209683.812177;-45.120503652039325
1739209683.8121808;-38.13080360867914
1739209683.8121846;-35.57807855764607
1739209683.8121884;-45.120503652039325
1739209683.8121922;-38.13080360867914
1739209683.8121958;-35.57807855764607
1739209683.8121996;-38.13080360867914
1739209683.8122034;-45.120503652039325
1739209683.8122072;-45.120503652039325
1739209683.812211;-38.13080360867914
1739209683.8122149;-38.13080360867914
1739209683.8122187;-45.120503652039325
1739209683.8122225;-45.120503652039325
1739209683.812226;-38.13080360867914
1739209683.8122299;-38.13080360867914
1739209683.8122337;-45.120503652039325
1739209683.8122375;-38.13080360867914
1739209683.8122413;-35.57807855764607
1739209683.8122451;-38.13080360867914
1739209683.812249;-38.13080360867914
1739209683.8122528;-38.13080360867914
1739209683.8122566;-38.13080360867914
1739209683.8122602;-45.120503652039325
1739209683.812264;-45.120503652039325
1739209683.8122678;-45.120503652039325
1739209683.8122716;-45.120503652039325
1739209683.8122754;-38.13080360867914
1739209683.8122792;-45.120503652039325
1739209683.812283;-45.120503652039325
1739209683.8122869;-31.141103565318915
1739209683.8122904;-33.981070128970906
1739209683.8122942;-45.120503652039325
1739209683.812298;-45.120503652039325
1739209683.8123019;-38.13080360867914
1739209683.8123057;-38.13080360867914
1739209683.8123095;-35.57807855764607
1739209683.8123133;-32.816014438256545
1739209683.8123171;-38.13080360867914
1739209683.8123207;-45.120503652039325
1739209683.8123245;-38.13080360867914
1739209683.8123283;-38.13080360867914
1739209683.8123322;-45.120503652039325
1739209683.812336;-45.120503652039325
1739209683.8123398;-45.120503652039325
1739209683.8123436;-35.57807855764607
1739209683.8123474;-38.13080360867914
1739209683.812351;-33.981070128970906
1739209683.8123548;-38.13080360867914
1739209683.8123586;-45.120503652039325
1739209683.8123624;-45.120503652039325
1739209683.8123662;-38.13080360867914
1739209683.81237;-38.13080360867914
1739209683.8123739;-38.13080360867914
1739209683.8123777;-38.13080360867914
1739209683.8123813;-38.13080360867914
1739209683.812385;-45.120503652039325
1739209683.812389;-45.120503652039325
1739209683.8123927;-38.13080360867914
1739209683.8123965;-38.13080360867914
1739209683.8124003;-38.13080360867914
1739209683.8124042;-45.120503652039325
1739209683.812408;-45.120503652039325
1739209683.8124115;-45.120503652039325
1739209683.8124154;-38.13080360867914
1739209683.8124192;-38.13080360867914
1739209683.812423;-38.13080360867914
1739209683.8124268;-38.13080360867914
1739209683.8124306;-45.120503652039325
1739209683.8124344;-45.120503652039325
1739209683.8124382;-38.13080360867914
1739209683.812442;-31.141103565318915
1739209683.8124456;-45.120503652039325
1739209683.8124495;-38.13080360867914
1739209683.8124533;-45.120503652039325
1739209683.812457;-45.120503652039325
1739209683.812461;-38.13080360867914
1739209683.8124647;-35.57807855764607
1739209683.8124685;-38.13080360867914
1739209683.8124723;-33.981070128970956
1739209683.812476;-38.13080360867914
1739209683.8124797;-38.13080360867914
