CAN Message; 0x150:0600220e93b46b85
1739209779.8149314;-38.13080360867914
1739209779.8149383;-45.120503652039325
1739209779.8149455;-38.13080360867914
1739209779.8149524;-45.120503652039325
1739209779.8149593;-31.141103565318915
1739209779.8149664;-35.57807855764607
1739209779.8149734;-45.120503652039325
1739209779.8149803;-45.120503652039325
1739209779.8149874;-45.120503652039325
1739209779.8149943;-35.57807855764607
1739209779.8150012;-38.13080360867914
1739209779.8150084;-45.120503652039325
1739209779.8150153;-28.992665084841942
1739209779.8150222;-45.120503652039325
1739209779.8150294;-45.120503652039325
1739209779.8150363;-45.120503652039325
1739209779.8150432;-38.13080360867914
1739209779.8150504;-45.120503652039325
1739209779.8150573;-45.120503652039325
1739209779.8150642;-38.13080360867914
1739209779.8150713;-38.13080360867914
1739209779.8150783;-45.120503652039325
1739209779.8150852;-33.981070128970906
1739209779.8150923;-35.57807855764607
1739209779.8150992;-38.13080360867914
1739209779.8151062;-45.120503652039325
1739209779.8151133;-45.120503652039325
1739209779.8151202;-45.120503652039325
1739209779.8151271;-38.13080360867914
1739209779.815134;-45.120503652039325
1739209779.8151412;-35.57807855764607
1739209779.815148;-45.120503652039325
1739209779.815155;-38.13080360867914
1739209779.8151622;-38.13080360867914
1739209779.815169;-38.13080360867914
1739209779.815176;-35.57807855764607
1739209779.8151832;-31.141103565318915
1739209779.81519;-38.13080360867914
1739209779.815197;-45.120503652039325
1739209779.8152041;-38.13080360867914
1739209779.815211;-38.13080360867914
1739209779.815218;-45.120503652039325
1739209779.8152251;-45.120503652039325
1739209779.815232;-38.13080360867914
1739209779.815239;-32.81601443825658
1739209779.815246;-45.120503652039325
1739209779.815253;-33.981070128970906
1739209779.81526;-45.120503652039325
1739209779.815267;-38.13080360867914
1739209779.815274;-38.13080360867914
1739209779.815281;-45.120503652039325
1739209779.815288;-38.13080360867914
1739209779.815295;-30.49652367304973
1739209779.815302;-38.13080360867914
1739209779.815309;-45.120503652039325
1739209779.815316;-35.57807855764607
1739209779.8153229;-38.13080360867914
1739209779.81533;-45.120503652039325
1739209779.815337;-45.120503652039325
1739209779.8153439;-38.13080360867914
1739209779.815351;-38.13080360867914
1739209779.815358;-45.120503652039325
1739209779.8153648;-38.13080360867914
1739209779.8153718;-38.13080360867914
1739209779.815379;-38.13080360867914
1739209779.8153858;-38.13080360867914
1739209779.8153927;-45.120503652039325
1739209779.8154;-38.13080360867914
1739209779.8154068;-45.120503652039325
1739209779.8154137;-38.13080360867914
1739209779.8154209;-38.13080360867914
1739209779.8154278;-32.816014438256545
1739209779.8154347;-38.13080360867914
1739209779.8154418;-38.13080360867914
1739209779.8154488;-45.120503652039325
1739209779.8154557;-45.120503652039325
1739209779.8154628;-38.13080360867914
1739209779.8154697;-38.13080360867914
1739209779.8154767;-38.13080360867914
1739209779.8154838;-38.13080360867914
1739209779.8154907;-38.13080360867914
1739209779.8154976;-45.120503652039325
1739209779.8155048;-45.120503652039325
1739209779.8155117;-38.13080360867914
1739209779.8155186;-45.120503652039325
1739209779.8155258;-38.13080360867914
1739209779.8155327;-45.120503652039325
1739209779.8155396;-45.120503652039325
1739209779.8155468;-32.816014438256545
1739209779.8155537;-35.57807855764607
1739209779.8155606;-38.13080360867914
1739209779.8155677;-38.13080360867914
1739209779.8155746;-45.120503652039325
1739209779.8155816;-32.816014438256545
1739209779.8155885;-38.13080360867914
1739209779.8155956;-38.13080360867914
1739209779.8156025;-45.120503652039325
1739209779.8156095;-33.981070128970906
1739209779.8156166;-38.13080360867914
1739209779.8156235;-45.120503652039325
1739209779.8156304;-45.120503652039325
1739209779.8156376;-45.120503652039325
1739209779.8156445;-38.13080360867914
1739209779.8156514;-45.120503652039325
1739209779.8156586;-38.13080360867914
1739209779.8156655;-45.120503652039325
1739209779.8156724;-45.120503652039325
1739209779.8156796;-45.120503652039325
1739209779.8156865;-45.120503652039325
1739209779.8156934;-31.141103565318893
1739209779.8157005;-45.120503652039325
1739209779.8157074;-45.120503652039325
1739209779.8157144;-45.120503652039325
1739209779.8157215;-38.13080360867914
1739209779.8157284;-38.13080360867914
1739209779.8157353;-38.13080360867914
1739209779.8157425;-38.13080360867914
1739209779.8157494;-45.120503652039325
1739209779.8157563;-38.13080360867914
1739209779.8157635;-38.13080360867914
1739209779.8157704;-45.120503652039325
1739209779.8157773;-45.120503652039325
1739209779.8157845;-38.13080360867914
1739209779.8157914;-35.57807855764607
1739209779.8157983;-38.13080360867914
1739209779.8158054;-45.120503652039325
1739209779.8158123;-45.120503652039325
1739209779.8158193;-45.120503652039325
1739209779.8158262;-45.120503652039325
1739209779.8158333;-38.13080360867914
1739209779.8158402;-38.13080360867914
1739209779.8158472;-38.13080360867914
1739209779.8158543;-45.120503652039325
1739209779.8158612;-31.141103565318915
1739209779.8158681;-33.981070128970906
1739209779.8158753;-45.120503652039325
1739209779.8158822;-38.13080360867914
1739209779.8158891;-45.120503652039325
1739209779.8158963;-38.13080360867914
1739209779.8159032;-31.141103565318893
1739209779.81591;-33.981070128970906
1739209779.8159173;-33.981070128970956
1739209779.8159242;-38.13080360867914
1739209779.815931;-35.57807855764607
1739209779.8159382;-45.120503652039325
1739209779.8159451;-45.120503652039325
1739209779.815952;-38.13080360867914
1739209779.8159592;-38.13080360867914
1739209779.8159661;-38.13080360867914
1739209779.815973;-28.58837851428586
1739209779.8159802;-33.981070128970906
1739209779.815987;-38.13080360867914
1739209779.815994;-33.981070128970906
1739209779.8160012;-38.13080360867914
1739209779.816008;-38.13080360867914
1739209779.816015;-38.13080360867914
1739209779.8160222;-38.13080360867914
1739209779.816029;-45.120503652039325
1739209779.816036;-38.13080360867914
1739209779.8160431;-38.13080360867914
1739209779.81605;-45.120503652039325
1739209779.816057;-45.120503652039325
1739209779.816064;-45.120503652039325
1739209779.816071;-45.120503652039325
1739209779.816078;-45.120503652039325
1739209779.8160849;-38.13080360867914
1739209779.816092;-38.13080360867914
1739209779.816099;-45.120503652039325
1739209779.8161058;-38.13080360867914
1739209779.816113;-45.120503652039325
1739209779.81612;-45.120503652039325
1739209779.8161268;-45.120503652039325
1739209779.816134;-38.13080360867914
1739209779.816141;-38.13080360867914
1739209779.8161478;-33.981070128970906
1739209779.816155;-45.120503652039325
1739209779.8161619;-38.13080360867914
1739209779.8161688;-32.816014438256545
1739209779.816176;-38.13080360867914
1739209779.8161829;-38.13080360867914
1739209779.8161898;-45.120503652039325
1739209779.816197;-33.981070128970906
1739209779.8162038;-30.49652367304973
1739209779.8162107;-45.120503652039325
1739209779.816218;-45.120503652039325
1739209779.8162248;-38.13080360867914
1739209779.8162317;-38.13080360867914
1739209779.8162389;-45.120503652039325
1739209779.8162458;-45.120503652039325
1739209779.8162527;-33.981070128970906
1739209779.8162599;-31.141103565318915
1739209779.8162668;-35.57807855764607
1739209779.8162737;-38.13080360867914
1739209779.8162806;-38.13080360867914
1739209779.8162878;-35.57807855764607
1739209779.8162947;-38.13080360867914
1739209779.8163016;-45.120503652039325
1739209779.8163087;-38.13080360867914
1739209779.8163157;-38.13080360867914
1739209779.8163226;-38.13080360867914
1739209779.8163297;-38.13080360867914
1739209779.8163366;-45.120503652039325
1739209779.8163435;-45.120503652039325
1739209779.8163507;-38.13080360867914
1739209779.8163576;-38.13080360867914
1739209779.8163645;-45.120503652039325
1739209779.8163717;-45.120503652039325
1739209779.8163786;-38.13080360867914
1739209779.8163855;-38.13080360867914
1739209779.8163927;-38.13080360867914
1739209779.8163996;-45.120503652039325
1739209779.8164065;-45.120503652039325
1739209779.8164136;-38.13080360867914
1739209779.8164206;-45.120503652039325
1739209779.8164275;-33.981070128970906
1739209779.8164346;-45.120503652039325
1739209779.8164415;-45.120503652039325
1739209779.8164485;-45.120503652039325
1739209779.8164556;-38.13080360867914
1739209779.8164625;-38.13080360867914
1739209779.8164694;-45.120503652039325
1739209779.8164766;-45.120503652039325
1739209779.8164835;-38.13080360867914
1739209779.8164904;-45.120503652039325
1739209779.8164976;-38.13080360867914
1739209779.8165045;-38.13080360867914
1739209779.8165114;-45.120503652039325
1739209779.8165183;-38.13080360867914
1739209779.8165255;-35.57807855764607
1739209779.8165324;-45.120503652039325
1739209779.8165393;-38.13080360867914
1739209779.8165464;-45.120503652039325
1739209779.8165534;-45.120503652039325
1739209779.8165603;-45.120503652039325
1739209779.8165674;-35.57807855764607
1739209779.8165743;-32.816014438256545
1739209779.8165812;-45.120503652039325
1739209779.8165884;-45.120503652039325
1739209779.8165953;-38.13080360867914
1739209779.8166022;-35.57807855764607
1739209779.8166094;-38.13080360867914
1739209779.8166163;-45.120503652039325
1739209779.8166232;-38.13080360867914
1739209779.8166304;-38.13080360867914
1739209779.8166373;-35.57807855764607
1739209779.8166442;-38.13080360867914
1739209779.8166513;-45.120503652039325
1739209779.8166583;-45.120503652039325
1739209779.8166652;-45.120503652039325
1739209779.8166723;-45.120503652039325
1739209779.8166792;-33.981070128970906
1739209779.8166862;-38.13080360867914
1739209779.8166933;-38.13080360867914
1739209779.8167002;-45.120503652039325
1739209779.8167071;-38.13080360867914
1739209779.8167143;-32.816014438256545
1739209779.8167212;-45.120503652039325
1739209779.816728;-45.120503652039325
1739209779.8167353;-45.120503652039325
1739209779.8167422;-32.816014438256545
1739209779.816749;-38.13080360867914
1739209779.816756;-45.120503652039325
1739209779.8167632;-45.120503652039325
1739209779.81677;-45.120503652039325
1739209779.816777;-45.120503652039325
1739209779.8167841;-35.57807855764607
1739209779.816791;-38.13080360867914
1739209779.816798;-45.120503652039325
1739209779.8168051;-38.13080360867914
1739209779.816812;-45.120503652039325
1739209779.816819;-38.13080360867914
1739209779.816826;-45.120503652039325
1739209779.816833;-45.120503652039325
1739209779.81684;-45.120503652039325
1739209779.816847;-38.13080360867914
1739209779.816854;-38.13080360867914
1739209779.816861;-38.13080360867914
1739209779.816868;-38.13080360867914
1739209779.816875;-38.13080360867914
1739209779.816882;-31.141103565318893
1739209779.816889;-38.13080360867914
1739209779.816896;-35.57807855764607
1739209779.8169029;-45.120503652039325
1739209779.81691;-30.49652367304973
1739209779.816917;-38.13080360867914
1739209779.8169239;-45.120503652039325
1739209779.816931;-45.120503652039325
1739209779.816938;-33.981070128970956
1739209779.8169448;-45.120503652039325
1739209779.816952;-33.981070128970906
1739209779.816959;-38.13080360867914
1739209779.8169658;-45.120503652039325
1739209779.8169727;-35.57807855764607
1739209779.81698;-35.57807855764607
1739209779.8169868;-38.13080360867914
1739209779.8169937;-29.438486411369333
1739209779.8170009;-38.13080360867914
1739209779.8170078;-45.120503652039325
1739209779.8170147;-38.13080360867914
1739209779.8170218;-38.13080360867914
1739209779.8170288;-38.13080360867914
1739209779.8170357;-45.120503652039325
1739209779.8170428;-45.120503652039325
1739209779.8170497;-38.13080360867914
1739209779.8170567;-45.120503652039325
1739209779.8170638;-45.120503652039325
1739209779.8170707;-38.13080360867914
1739209779.8170776;-32.816014438256545
1739209779.8170848;-45.120503652039325
1739209779.8170917;-45.120503652039325
1739209779.8170986;-38.13080360867914
1739209779.8171058;-38.13080360867914
1739209779.8171127;-45.120503652039325
1739209779.8171196;-38.13080360867914
1739209779.8171268;-45.120503652039325
1739209779.8171337;-45.120503652039325
1739209779.8171406;-38.13080360867914
1739209779.8171477;-38.13080360867914
1739209779.8171546;-38.13080360867914
1739209779.8171616;-28.58837851428586
1739209779.8171687;-38.13080360867914
1739209779.8171756;-45.120503652039325
1739209779.8171825;-45.120503652039325
1739209779.8171897;-35.57807855764607
1739209779.8171966;-45.120503652039325
1739209779.8172035;-45.120503652039325
1739209779.8172104;-38.13080360867914
1739209779.8172176;-38.13080360867914
1739209779.8172245;-38.13080360867914
1739209779.8172314;-45.120503652039325
1739209779.8172386;-45.120503652039325
1739209779.8172455;-35.57807855764607
1739209779.8172524;-38.13080360867914
1739209779.8172596;-45.120503652039325
1739209779.8172665;-33.981070128970906
1739209779.8172734;-38.13080360867914
1739209779.8172805;-45.120503652039325
1739209779.8172874;-45.120503652039325
1739209779.8172944;-35.57807855764607
1739209779.8173015;-38.13080360867914
1739209779.8173084;-45.120503652039325
1739209779.8173153;-38.13080360867914
1739209779.8173225;-45.120503652039325
1739209779.8173294;-38.13080360867914
1739209779.8173363;-33.981070128970906
1739209779.8173435;-45.120503652039325
1739209779.8173504;-38.13080360867914
1739209779.8173573;-32.816014438256545
1739209779.8173645;-38.13080360867914
1739209779.8173714;-45.120503652039325
1739209779.8173783;-45.120503652039325
1739209779.8173854;-38.13080360867914
1739209779.8173923;-45.120503652039325
1739209779.8173993;-38.13080360867914
1739209779.8174064;-38.13080360867914
1739209779.8174133;-33.981070128970906
1739209779.8174202;-38.13080360867914
1739209779.8174274;-38.13080360867914
1739209779.8174343;-38.13080360867914
1739209779.8174412;-45.120503652039325
1739209779.8174481;-33.981070128970906
1739209779.8174553;-45.120503652039325
1739209779.8174622;-45.120503652039325
1739209779.8174691;-45.120503652039325
1739209779.8174763;-45.120503652039325
1739209779.8174832;-38.13080360867914
1739209779.81749;-45.120503652039325
1739209779.8174973;-45.120503652039325
1739209779.8175042;-38.13080360867914
1739209779.817511;-45.120503652039325
1739209779.8175182;-38.13080360867914
1739209779.8175251;-38.13080360867914
1739209779.817532;-35.57807855764607
1739209779.8175392;-38.13080360867914
1739209779.8175461;-45.120503652039325
1739209779.817553;-45.120503652039325
1739209779.8175602;-45.120503652039325
1739209779.817567;-38.13080360867914
1739209779.817574;-35.57807855764607
1739209779.8175812;-38.13080360867914
1739209779.817588;-45.120503652039325
1739209779.817595;-33.981070128970906
1739209779.8176022;-45.120503652039325
1739209779.817609;-38.13080360867914
1739209779.817616;-28.992665084841942
1739209779.8176231;-38.13080360867914
1739209779.81763;-38.13080360867914
1739209779.817637;-38.13080360867914
1739209779.8176441;-33.981070128970906
1739209779.817651;-35.57807855764607
1739209779.817658;-38.13080360867914
1739209779.817665;-38.13080360867914
1739209779.817672;-45.120503652039325
1739209779.817679;-45.120503652039325
1739209779.8176858;-45.120503652039325
1739209779.817693;-45.120503652039325
1739209779.8177;-45.120503652039325
1739209779.8177068;-45.120503652039325
1739209779.817714;-38.13080360867914
1739209779.817721;-35.57807855764607
1739209779.8177278;-38.13080360867914
1739209779.817735;-45.120503652039325
1739209779.8177419;-45.120503652039325
1739209779.8177488;-45.120503652039325
1739209779.817756;-45.120503652039325
1739209779.8177629;-45.120503652039325
1739209779.8177698;-45.120503652039325
1739209779.817777;-38.13080360867914
1739209779.8177838;-35.57807855764607
1739209779.8177907;-38.13080360867914
1739209779.817798;-38.13080360867914
1739209779.8178048;-35.57807855764607
1739209779.8178117;-38.13080360867914
1739209779.8178189;-45.120503652039325
1739209779.8178258;-45.120503652039325
1739209779.8178327;-38.13080360867914
1739209779.8178399;-33.981070128970956
1739209779.8178468;-45.120503652039325
1739209779.8178537;-38.13080360867914
1739209779.8178608;-35.57807855764607
1739209779.8178678;-45.120503652039325
1739209779.8178747;-45.120503652039325
1739209779.8178818;-38.13080360867914
1739209779.8178887;-38.13080360867914
1739209779.8178957;-30.49652367304973
1739209779.8179026;-33.981070128970906
1739209779.8179097;-38.13080360867914
1739209779.8179166;-35.57807855764607
1739209779.8179235;-45.120503652039325
1739209779.8179307;-38.13080360867914
1739209779.8179376;-45.120503652039325
1739209779.8179445;-31.141103565318893
1739209779.8179517;-38.13080360867914
1739209779.8179586;-38.13080360867914
1739209779.8179655;-33.981070128970906
1739209779.8179727;-38.13080360867914
1739209779.8179796;-38.13080360867914
1739209779.8179865;-45.120503652039325
1739209779.8179936;-45.120503652039325
1739209779.8180006;-45.120503652039325
1739209779.8180075;-45.120503652039325
1739209779.8180146;-45.120503652039325
1739209779.8180215;-38.13080360867914
1739209779.8180285;-45.120503652039325
1739209779.8180356;-45.120503652039325
1739209779.8180425;-45.120503652039325
1739209779.8180494;-33.981070128970906
1739209779.8180566;-45.120503652039325
1739209779.8180635;-32.816014438256545
1739209779.8180704;-27.8777449560314
1739209779.8180776;-45.120503652039325
1739209779.8180845;-38.13080360867914
1739209779.8180914;-35.57807855764607
1739209779.8180985;-38.13080360867914
1739209779.8181055;-45.120503652039325
1739209779.8181124;-45.120503652039325
1739209779.8181195;-45.120503652039325
1739209779.8181264;-45.120503652039325
1739209779.8181334;-38.13080360867914
1739209779.8181403;-45.120503652039325
1739209779.8181474;-45.120503652039325
1739209779.8181543;-32.816014438256545
1739209779.8181612;-33.981070128970906
1739209779.8181684;-45.120503652039325
1739209779.8181753;-45.120503652039325
1739209779.8181822;-45.120503652039325
1739209779.8181894;-38.13080360867914
1739209779.8181963;-45.120503652039325
1739209779.8182032;-45.120503652039325
1739209779.8182104;-38.13080360867914
1739209779.8182173;-35.57807855764607
1739209779.8182242;-45.120503652039325
1739209779.8182313;-35.57807855764607
1739209779.8182383;-35.57807855764607
1739209779.8182452;-38.13080360867914
1739209779.8182523;-35.57807855764607
1739209779.8182592;-38.13080360867914
1739209779.8182662;-38.13080360867914
1739209779.8182733;-45.120503652039325
1739209779.8182802;-33.981070128970906
1739209779.8182871;-38.13080360867914
1739209779.8182943;-45.120503652039325
1739209779.8183012;-45.120503652039325
1739209779.818308;-45.120503652039325
1739209779.8183153;-38.13080360867914
1739209779.8183222;-45.120503652039325
1739209779.818329;-45.120503652039325
1739209779.8183362;-45.120503652039325
1739209779.8183432;-38.13080360867914
1739209779.81835;-45.120503652039325
1739209779.8183572;-38.13080360867914
1739209779.8183641;-45.120503652039325
1739209779.818371;-38.13080360867914
1739209779.818378;-45.120503652039325
1739209779.8183851;-35.57807855764607
1739209779.818392;-32.816014438256545
1739209779.818399;-38.13080360867914
1739209779.818406;-45.120503652039325
1739209779.818413;-33.981070128970906
1739209779.81842;-35.57807855764607
1739209779.818427;-38.13080360867914
1739209779.818434;-35.57807855764607
1739209779.818441;-38.13080360867914
1739209779.818448;-38.13080360867914
1739209779.818455;-38.13080360867914
1739209779.818462;-38.13080360867914
1739209779.818469;-35.57807855764607
1739209779.818476;-32.816014438256545
1739209779.8184829;-45.120503652039325
1739209779.81849;-38.13080360867914
1739209779.818497;-35.57807855764607
1739209779.8185039;-35.57807855764607
1739209779.818511;-38.13080360867914
1739209779.818518;-45.120503652039325
1739209779.8185248;-38.13080360867914
1739209779.818532;-35.57807855764607
1739209779.818539;-38.13080360867914
1739209779.8185458;-45.120503652039325
1739209779.818553;-38.13080360867914
1739209779.81856;-35.57807855764607
1739209779.8185668;-38.13080360867914
1739209779.818574;-35.57807855764607
1739209779.8212466;-45.120503652039325
1739209779.821249;-45.120503652039325
1739209779.8212512;-45.120503652039325
1739209779.8212533;-45.120503652039325
1739209779.8212557;-33.981070128970906
1739209779.8212578;-38.13080360867914
1739209779.82126;-35.57807855764607
1739209779.8212624;-35.57807855764607
1739209779.8212645;-33.981070128970906
1739209779.8212667;-38.13080360867914
1739209779.821269;-38.13080360867914
1739209779.8212712;-33.981070128970906
1739209779.8212733;-45.120503652039325
1739209779.8212757;-38.13080360867914
1739209779.8212779;-38.13080360867914
1739209779.82128;-45.120503652039325
1739209779.8212824;-45.120503652039325
1739209779.8212845;-38.13080360867914
1739209779.821287;-38.13080360867914
1739209779.821289;-35.57807855764607
1739209779.8212912;-38.13080360867914
1739209779.8212936;-45.120503652039325
1739209779.8212957;-38.13080360867914
1739209779.821298;-38.13080360867914
1739209779.8213003;-45.120503652039325
1739209779.8213024;-45.120503652039325
1739209779.8213046;-38.13080360867914
1739209779.821307;-45.120503652039325
1739209779.821309;-45.120503652039325
1739209779.8213112;-33.981070128970906
1739209779.8213136;-35.57807855764607
1739209779.8213158;-35.57807855764607
1739209779.821318;-38.13080360867914
1739209779.8213203;-45.120503652039325
1739209779.8213224;-33.981070128970906
1739209779.8213246;-45.120503652039325
1739209779.821327;-45.120503652039325
1739209779.821329;-38.13080360867914
1739209779.8213313;-45.120503652039325
1739209779.8213336;-38.13080360867914
1739209779.8213358;-38.13080360867914
1739209779.821338;-45.120503652039325
1739209779.8213403;-45.120503652039325
1739209779.8213425;-32.816014438256545
1739209779.8213446;-38.13080360867914
1739209779.821347;-38.13080360867914
1739209779.8213491;-35.57807855764607
1739209779.8213513;-35.57807855764607
1739209779.8213537;-38.13080360867914
1739209779.8213558;-38.13080360867914
1739209779.821358;-38.13080360867914
1739209779.8213603;-45.120503652039325
1739209779.8213625;-45.120503652039325
1739209779.8213649;-38.13080360867914
1739209779.821367;-35.57807855764607
1739209779.8213692;-45.120503652039325
1739209779.8213716;-38.13080360867914
1739209779.8213737;-35.57807855764607
1739209779.8213758;-38.13080360867914
1739209779.8213782;-45.120503652039325
1739209779.8213804;-45.120503652039325
1739209779.8213825;-38.13080360867914
1739209779.821385;-45.120503652039325
1739209779.821387;-45.120503652039325
1739209779.8213892;-38.13080360867914
1739209779.8213916;-35.57807855764607
1739209779.8213937;-45.120503652039325
1739209779.8213959;-38.13080360867914
1739209779.8213983;-38.13080360867914
1739209779.8214004;-35.57807855764607
1739209779.8214025;-33.981070128970906
1739209779.821405;-45.120503652039325
1739209779.821407;-38.13080360867914
1739209779.8214092;-35.57807855764607
1739209779.8214116;-35.57807855764607
1739209779.8214138;-45.120503652039325
1739209779.821416;-45.120503652039325
1739209779.8214183;-45.120503652039325
1739209779.8214204;-45.120503652039325
1739209779.8214226;-45.120503652039325
1739209779.821425;-38.13080360867914
1739209779.821427;-45.120503652039325
1739209779.8214293;-38.13080360867914
1739209779.8214316;-38.13080360867914
1739209779.8214338;-38.13080360867914
1739209779.821436;-35.57807855764607
1739209779.8214383;-38.13080360867914
1739209779.8214405;-38.13080360867914
1739209779.8214428;-35.57807855764607
1739209779.821445;-38.13080360867914
1739209779.8214471;-45.120503652039325
1739209779.8214495;-38.13080360867914
1739209779.8214517;-45.120503652039325
1739209779.8214538;-45.120503652039325
1739209779.8214562;-28.58837851428586
1739209779.8214583;-35.57807855764607
1739209779.8214605;-45.120503652039325
1739209779.8214629;-45.120503652039325
1739209779.821465;-33.981070128970906
1739209779.8214672;-35.57807855764607
1739209779.8214695;-38.13080360867914
1739209779.8214717;-38.13080360867914
1739209779.8214738;-45.120503652039325
1739209779.8214762;-38.13080360867914
1739209779.8214784;-38.13080360867914
1739209779.8214805;-45.120503652039325
1739209779.821483;-45.120503652039325
1739209779.821485;-35.57807855764607
1739209779.8214872;-45.120503652039325
1739209779.8214896;-45.120503652039325
1739209779.8214917;-45.120503652039325
1739209779.8214939;-45.120503652039325
1739209779.8214962;-45.120503652039325
1739209779.8214984;-38.13080360867914
1739209779.8215005;-45.120503652039325
1739209779.821503;-45.120503652039325
1739209779.821505;-45.120503652039325
1739209779.8215072;-45.120503652039325
1739209779.8215096;-28.58837851428586
1739209779.8215117;-31.141103565318893
1739209779.821514;-38.13080360867914
1739209779.8215163;-35.57807855764607
1739209779.8215184;-38.13080360867914
1739209779.8215208;-45.120503652039325
1739209779.821523;-38.13080360867914
1739209779.821525;-32.816014438256545
1739209779.8215275;-45.120503652039325
1739209779.8215296;-45.120503652039325
1739209779.8215318;-38.13080360867914
1739209779.8215342;-38.13080360867914
1739209779.8215363;-38.13080360867914
1739209779.8215384;-38.13080360867914
1739209779.8215408;-45.120503652039325
1739209779.821543;-35.57807855764607
1739209779.8215451;-45.120503652039325
1739209779.8215475;-45.120503652039325
1739209779.8215497;-33.981070128970906
1739209779.8215518;-38.13080360867914
1739209779.8215542;-38.13080360867914
1739209779.8215563;-45.120503652039325
1739209779.8215585;-38.13080360867914
1739209779.8215609;-45.120503652039325
1739209779.821563;-33.981070128970906
