CAN Message; 0x1d3:00002d8c1048bf9e
1739209816.7865634;-38.13080360867914
1739209816.786569;-45.120503652039325
1739209816.7865748;-45.120503652039325
1739209816.7865806;-45.120503652039325
1739209816.7865863;-33.981070128970906
1739209816.7865922;-38.13080360867914
1739209816.786598;-45.120503652039325
1739209816.7866037;-45.120503652039325
1739209816.7866094;-35.57807855764607
1739209816.7866151;-38.13080360867914
1739209816.7866209;-45.120503652039325
1739209816.7866268;-45.120503652039325
1739209816.7866325;-35.57807855764607
1739209816.7866383;-38.13080360867914
1739209816.786644;-45.120503652039325
1739209816.7866497;-38.13080360867914
1739209816.7866554;-38.13080360867914
1739209816.7866614;-38.13080360867914
1739209816.786667;-38.13080360867914
1739209816.7866728;-38.13080360867914
1739209816.7866786;-45.120503652039325
1739209816.7866843;-45.120503652039325
1739209816.78669;-38.13080360867914
1739209816.7866957;-33.981070128970906
1739209816.7867017;-45.120503652039325
1739209816.7867074;-38.13080360867914
1739209816.7867131;-38.13080360867914
1739209816.7867188;-33.981070128970906
1739209816.7867246;-45.120503652039325
1739209816.7867303;-45.120503652039325
1739209816.7867362;-35.57807855764607
1739209816.786742;-45.120503652039325
1739209816.7867477;-33.981070128970906
1739209816.7867534;-28.58837851428586
1739209816.7867591;-45.120503652039325
1739209816.7867649;-45.120503652039325
1739209816.7867708;-38.13080360867914
1739209816.7867765;-45.120503652039325
1739209816.7867823;-35.57807855764607
1739209816.786788;-38.13080360867914
1739209816.7867937;-45.120503652039325
1739209816.7867994;-38.13080360867914
1739209816.7868052;-38.13080360867914
1739209816.786811;-45.120503652039325
1739209816.7868168;-45.120503652039325
1739209816.7868226;-45.120503652039325
1739209816.7868283;-35.57807855764607
1739209816.786834;-38.13080360867914
1739209816.7868397;-45.120503652039325
1739209816.7868457;-45.120503652039325
1739209816.7868514;-38.13080360867914
1739209816.7868571;-38.13080360867914
1739209816.7868629;-45.120503652039325
1739209816.7868686;-45.120503652039325
1739209816.7868743;-38.13080360867914
1739209816.78688;-45.120503652039325
1739209816.786886;-35.57807855764607
1739209816.7868917;-28.992665084841942
1739209816.7868974;-45.120503652039325
1739209816.7869031;-45.120503652039325
1739209816.7869089;-38.13080360867914
1739209816.7869146;-30.49652367304973
1739209816.7869205;-45.120503652039325
1739209816.7869263;-38.13080360867914
1739209816.786932;-38.13080360867914
1739209816.7869377;-35.57807855764607
1739209816.7869434;-45.120503652039325
1739209816.7869492;-45.120503652039325
1739209816.7869549;-45.120503652039325
1739209816.7869608;-45.120503652039325
1739209816.7869666;-45.120503652039325
1739209816.7869723;-38.13080360867914
1739209816.786978;-35.57807855764607
1739209816.7869837;-28.992665084841942
1739209816.7869895;-38.13080360867914
1739209816.7869954;-38.13080360867914
1739209816.7870011;-35.57807855764607
1739209816.7870069;-38.13080360867914
1739209816.7870126;-38.13080360867914
1739209816.7870183;-45.120503652039325
1739209816.787024;-38.13080360867914
1739209816.78703;-45.120503652039325
1739209816.7870357;-38.13080360867914
1739209816.7870414;-38.13080360867914
1739209816.7870471;-45.120503652039325
1739209816.7870529;-38.13080360867914
1739209816.7870586;-38.13080360867914
1739209816.7870643;-38.13080360867914
1739209816.7870703;-38.13080360867914
1739209816.787076;-33.981070128970906
1739209816.7870817;-45.120503652039325
1739209816.7870874;-38.13080360867914
1739209816.7870932;-45.120503652039325
1739209816.787099;-45.120503652039325
1739209816.7871048;-38.13080360867914
1739209816.7871106;-38.13080360867914
1739209816.7871163;-45.120503652039325
1739209816.787122;-38.13080360867914
1739209816.7871277;-35.57807855764607
1739209816.7871335;-33.981070128970906
1739209816.7871394;-45.120503652039325
1739209816.7871451;-45.120503652039325
1739209816.7871509;-33.981070128970906
1739209816.7871566;-45.120503652039325
1739209816.7871623;-38.13080360867914
1739209816.787168;-38.13080360867914
1739209816.7871737;-38.13080360867914
1739209816.7871797;-33.981070128970906
1739209816.7871854;-45.120503652039325
1739209816.7871912;-45.120503652039325
1739209816.7871969;-45.120503652039325
1739209816.7872026;-45.120503652039325
1739209816.7872083;-45.120503652039325
1739209816.7872143;-45.120503652039325
1739209816.78722;-45.120503652039325
1739209816.7872257;-45.120503652039325
1739209816.7872314;-38.13080360867914
1739209816.7872372;-38.13080360867914
1739209816.787243;-38.13080360867914
1739209816.7872486;-35.57807855764607
1739209816.7872546;-45.120503652039325
1739209816.7872603;-45.120503652039325
1739209816.787266;-35.57807855764607
1739209816.7872717;-38.13080360867914
1739209816.7872775;-45.120503652039325
1739209816.7872832;-38.13080360867914
1739209816.7872891;-32.816014438256545
1739209816.7872949;-45.120503652039325
1739209816.7873006;-45.120503652039325
1739209816.7873063;-38.13080360867914
1739209816.787312;-38.13080360867914
1739209816.7873178;-45.120503652039325
1739209816.7873235;-35.57807855764607
1739209816.7873294;-38.13080360867914
1739209816.7873352;-45.120503652039325
1739209816.7873409;-45.120503652039325
1739209816.7873466;-35.57807855764607
1739209816.7873523;-38.13080360867914
1739209816.787358;-45.120503652039325
1739209816.787364;-45.120503652039325
1739209816.7873697;-38.13080360867914
1739209816.7873755;-38.13080360867914
1739209816.7873812;-38.13080360867914
1739209816.787387;-45.120503652039325
1739209816.7873926;-45.120503652039325
1739209816.7873986;-35.57807855764607
1739209816.7874043;-38.13080360867914
1739209816.78741;-38.13080360867914
1739209816.7874157;-45.120503652039325
1739209816.7874215;-45.120503652039325
1739209816.7874272;-45.120503652039325
1739209816.787433;-38.13080360867914
1739209816.7874389;-45.120503652039325
1739209816.7874446;-45.120503652039325
1739209816.7874503;-45.120503652039325
1739209816.787456;-38.13080360867914
1739209816.7874618;-38.13080360867914
1739209816.7874675;-45.120503652039325
1739209816.7874734;-38.13080360867914
1739209816.7874792;-38.13080360867914
1739209816.787485;-38.13080360867914
1739209816.7874906;-38.13080360867914
1739209816.7874963;-25.826314394896354
1739209816.787502;-32.816014438256545
1739209816.787508;-45.120503652039325
1739209816.7875137;-38.13080360867914
1739209816.7875195;-30.49652367304973
1739209816.7875252;-32.816014438256545
1739209816.787531;-45.120503652039325
1739209816.7875366;-38.13080360867914
1739209816.7875423;-45.120503652039325
1739209816.7875483;-45.120503652039325
1739209816.787554;-45.120503652039325
1739209816.7875597;-45.120503652039325
1739209816.7875655;-45.120503652039325
1739209816.7875712;-45.120503652039325
1739209816.787577;-45.120503652039325
1739209816.7875829;-45.120503652039325
1739209816.7875886;-45.120503652039325
1739209816.7875943;-38.13080360867914
1739209816.7876;-38.13080360867914
1739209816.7876058;-45.120503652039325
1739209816.7876115;-45.120503652039325
1739209816.7876172;-45.120503652039325
1739209816.7876232;-45.120503652039325
1739209816.787629;-45.120503652039325
1739209816.7876346;-28.21854285175415
1739209816.7876403;-31.141103565318893
1739209816.787646;-38.13080360867914
1739209816.7876518;-45.120503652039325
1739209816.7876577;-45.120503652039325
1739209816.7876635;-38.13080360867914
1739209816.7876692;-35.57807855764607
1739209816.787675;-38.13080360867914
1739209816.7876806;-45.120503652039325
1739209816.7876863;-45.120503652039325
1739209816.787692;-38.13080360867914
1739209816.787698;-38.13080360867914
1739209816.7877038;-45.120503652039325
1739209816.7877095;-45.120503652039325
1739209816.7877152;-35.57807855764607
1739209816.787721;-33.981070128970906
1739209816.7877266;-45.120503652039325
1739209816.7877326;-45.120503652039325
1739209816.7877383;-35.57807855764607
1739209816.787744;-38.13080360867914
1739209816.7877498;-45.120503652039325
1739209816.7877555;-45.120503652039325
1739209816.7877612;-45.120503652039325
1739209816.7877672;-45.120503652039325
1739209816.787773;-38.13080360867914
1739209816.7877786;-35.57807855764607
1739209816.7877843;-45.120503652039325
1739209816.78779;-38.13080360867914
1739209816.7877958;-35.57807855764607
1739209816.7878015;-38.13080360867914
1739209816.7878075;-45.120503652039325
1739209816.7878132;-45.120503652039325
1739209816.787819;-45.120503652039325
1739209816.7878246;-45.120503652039325
1739209816.7878304;-45.120503652039325
1739209816.787836;-45.120503652039325
1739209816.787842;-38.13080360867914
1739209816.7878478;-33.981070128970906
1739209816.7878535;-45.120503652039325
1739209816.7878592;-38.13080360867914
1739209816.787865;-33.981070128970906
1739209816.7878706;-33.981070128970906
1739209816.7878766;-38.13080360867914
1739209816.7878823;-38.13080360867914
1739209816.787888;-45.120503652039325
1739209816.7878938;-45.120503652039325
1739209816.7878995;-45.120503652039325
1739209816.7879052;-45.120503652039325
1739209816.787911;-32.816014438256545
1739209816.787917;-35.57807855764607
1739209816.7879226;-45.120503652039325
1739209816.7879283;-38.13080360867914
1739209816.787934;-35.57807855764607
1739209816.7879398;-35.57807855764607
1739209816.7879455;-45.120503652039325
1739209816.7879515;-38.13080360867914
1739209816.7879572;-38.13080360867914
1739209816.787963;-33.981070128970906
1739209816.7879686;-38.13080360867914
1739209816.7879744;-45.120503652039325
1739209816.78798;-45.120503652039325
1739209816.7879858;-45.120503652039325
1739209816.7879918;-38.13080360867914
1739209816.7879975;-45.120503652039325
1739209816.7880032;-45.120503652039325
1739209816.788009;-38.13080360867914
1739209816.7880147;-33.981070128970906
1739209816.7880204;-35.57807855764607
1739209816.7880263;-38.13080360867914
1739209816.788032;-38.13080360867914
1739209816.7880378;-38.13080360867914
1739209816.7880435;-45.120503652039325
1739209816.7880492;-45.120503652039325
1739209816.788055;-38.13080360867914
1739209816.7880607;-38.13080360867914
1739209816.7880666;-38.13080360867914
1739209816.7880723;-45.120503652039325
1739209816.788078;-45.120503652039325
1739209816.7880838;-45.120503652039325
1739209816.7880895;-45.120503652039325
1739209816.7880952;-45.120503652039325
1739209816.7881012;-38.13080360867914
1739209816.788107;-38.13080360867914
1739209816.7881126;-45.120503652039325
1739209816.7881184;-45.120503652039325
1739209816.788124;-38.13080360867914
1739209816.7881298;-38.13080360867914
1739209816.7881358;-38.13080360867914
1739209816.7881415;-45.120503652039325
1739209816.7881472;-33.981070128970906
1739209816.788153;-31.141103565318915
1739209816.7881587;-38.13080360867914
1739209816.7881644;-35.57807855764607
1739209816.78817;-35.57807855764607
1739209816.788176;-38.13080360867914
1739209816.7881818;-45.120503652039325
1739209816.7881875;-45.120503652039325
1739209816.7881932;-33.981070128970906
1739209816.788199;-35.57807855764607
1739209816.7882047;-38.13080360867914
1739209816.7882106;-33.981070128970906
1739209816.7882164;-38.13080360867914
1739209816.788222;-38.13080360867914
1739209816.7882278;-45.120503652039325
1739209816.7882335;-35.57807855764607
1739209816.7882392;-33.981070128970906
1739209816.7882452;-33.981070128970906
1739209816.788251;-45.120503652039325
1739209816.7882566;-38.13080360867914
1739209816.7882624;-38.13080360867914
1739209816.788268;-45.120503652039325
1739209816.7882738;-38.13080360867914
1739209816.7882795;-33.981070128970906
1739209816.7882855;-38.13080360867914
1739209816.7882912;-38.13080360867914
1739209816.788297;-38.13080360867914
1739209816.7883027;-38.13080360867914
1739209816.7883084;-38.13080360867914
1739209816.788314;-45.120503652039325
1739209816.78832;-45.120503652039325
1739209816.7883258;-33.981070128970906
1739209816.7883315;-45.120503652039325
1739209816.7883372;-38.13080360867914
1739209816.788343;-38.13080360867914
1739209816.7883487;-45.120503652039325
1739209816.7883544;-45.120503652039325
1739209816.7883604;-38.13080360867914
1739209816.788366;-45.120503652039325
1739209816.7883718;-45.120503652039325
1739209816.7883775;-33.981070128970906
1739209816.7883832;-27.267205301931607
1739209816.788389;-38.13080360867914
1739209816.788395;-45.120503652039325
1739209816.7884007;-38.13080360867914
1739209816.7884064;-38.13080360867914
1739209816.788412;-38.13080360867914
1739209816.7884178;-38.13080360867914
1739209816.7884235;-45.120503652039325
1739209816.7884293;-35.57807855764607
1739209816.7884352;-33.981070128970906
1739209816.788441;-38.13080360867914
1739209816.7884467;-45.120503652039325
1739209816.7884524;-45.120503652039325
1739209816.788458;-33.981070128970906
1739209816.7884638;-45.120503652039325
1739209816.7884698;-38.13080360867914
1739209816.7884755;-32.816014438256545
1739209816.7884812;-33.981070128970906
1739209816.788487;-38.13080360867914
1739209816.7884927;-45.120503652039325
1739209816.7884984;-45.120503652039325
1739209816.7885044;-33.981070128970906
1739209816.78851;-38.13080360867914
1739209816.7885158;-38.13080360867914
1739209816.7885215;-45.120503652039325
1739209816.7885273;-45.120503652039325
1739209816.788533;-38.13080360867914
1739209816.7885387;-38.13080360867914
1739209816.7885447;-38.13080360867914
1739209816.7885504;-45.120503652039325
1739209816.788556;-35.57807855764607
1739209816.7885618;-35.57807855764607
1739209816.7885675;-45.120503652039325
1739209816.7885733;-45.120503652039325
1739209816.7885792;-35.57807855764607
1739209816.788585;-38.13080360867914
1739209816.7885907;-45.120503652039325
1739209816.7885964;-38.13080360867914
1739209816.788602;-38.13080360867914
1739209816.7886078;-38.13080360867914
1739209816.7886138;-38.13080360867914
1739209816.7886195;-45.120503652039325
1739209816.7886252;-45.120503652039325
1739209816.788631;-33.981070128970906
1739209816.7886367;-45.120503652039325
1739209816.7886424;-45.120503652039325
1739209816.7886481;-35.57807855764607
1739209816.788654;-33.981070128970906
1739209816.7886598;-45.120503652039325
1739209816.7886655;-45.120503652039325
1739209816.7886713;-38.13080360867914
1739209816.788677;-38.13080360867914
1739209816.7886827;-45.120503652039325
1739209816.7886887;-45.120503652039325
1739209816.7886944;-38.13080360867914
1739209816.7887;-45.120503652039325
1739209816.7887058;-38.13080360867914
1739209816.7887115;-38.13080360867914
1739209816.7887173;-38.13080360867914
1739209816.788723;-38.13080360867914
1739209816.788729;-45.120503652039325
1739209816.7887347;-38.13080360867914
1739209816.7887404;-45.120503652039325
1739209816.788746;-38.13080360867914
1739209816.7887518;-38.13080360867914
1739209816.7887576;-45.120503652039325
1739209816.7887635;-45.120503652039325
1739209816.7887692;-45.120503652039325
1739209816.788775;-32.816014438256545
1739209816.7887807;-38.13080360867914
1739209816.7887864;-45.120503652039325
1739209816.7887921;-38.13080360867914
1739209816.7887979;-32.816014438256545
1739209816.7888038;-31.141103565318915
1739209816.7888095;-45.120503652039325
1739209816.7888153;-45.120503652039325
1739209816.788821;-38.13080360867914
1739209816.7888267;-38.13080360867914
1739209816.7888324;-45.120503652039325
1739209816.7888384;-45.120503652039325
1739209816.788844;-45.120503652039325
1739209816.7888498;-45.120503652039325
1739209816.7888556;-45.120503652039325
1739209816.7888613;-38.13080360867914
1739209816.788867;-45.120503652039325
1739209816.788873;-45.120503652039325
1739209816.7888787;-45.120503652039325
1739209816.7888844;-45.120503652039325
1739209816.7888901;-45.120503652039325
1739209816.7888958;-45.120503652039325
1739209816.7889016;-45.120503652039325
1739209816.7889073;-45.120503652039325
1739209816.7889132;-45.120503652039325
1739209816.788919;-38.13080360867914
1739209816.7889247;-45.120503652039325
1739209816.7889304;-45.120503652039325
1739209816.7889361;-38.13080360867914
1739209816.7889419;-27.267205301931607
1739209816.7889478;-35.57807855764607
1739209816.7889535;-38.13080360867914
1739209816.7889593;-45.120503652039325
1739209816.788965;-38.13080360867914
1739209816.7889707;-38.13080360867914
1739209816.7889764;-38.13080360867914
1739209816.7889824;-45.120503652039325
1739209816.788988;-29.438486411369354
1739209816.7889938;-33.981070128970906
1739209816.7889996;-38.13080360867914
1739209816.7890053;-45.120503652039325
1739209816.789011;-45.120503652039325
1739209816.7890167;-45.120503652039325
1739209816.7890227;-38.13080360867914
1739209816.7890284;-38.13080360867914
1739209816.7890341;-38.13080360867914
1739209816.7890399;-45.120503652039325
1739209816.7890456;-45.120503652039325
1739209816.7890513;-45.120503652039325
1739209816.7890573;-33.981070128970906
1739209816.789063;-38.13080360867914
1739209816.7890687;-33.981070128970906
1739209816.7890744;-38.13080360867914
1739209816.7890801;-38.13080360867914
1739209816.7890859;-35.57807855764607
1739209816.7890916;-38.13080360867914
1739209816.7890975;-45.120503652039325
1739209816.7891033;-45.120503652039325
1739209816.789109;-35.57807855764607
1739209816.7891147;-38.13080360867914
1739209816.7891204;-38.13080360867914
1739209816.7891262;-33.981070128970906
1739209816.789132;-33.981070128970906
1739209816.7891378;-38.13080360867914
1739209816.7891436;-45.120503652039325
1739209816.7891493;-45.120503652039325
1739209816.789155;-38.13080360867914
1739209816.7891607;-35.57807855764607
1739209816.7891665;-45.120503652039325
1739209816.7891724;-31.141103565318915
1739209816.7891781;-33.981070128970906
1739209816.7891839;-38.13080360867914
1739209816.7891896;-38.13080360867914
1739209816.7891953;-38.13080360867914
1739209816.789201;-35.57807855764607
1739209816.789207;-38.13080360867914
1739209816.7892127;-45.120503652039325
1739209816.7892184;-38.13080360867914
1739209816.7892241;-38.13080360867914
1739209816.7892299;-38.13080360867914
1739209816.7892356;-38.13080360867914
1739209816.7892416;-45.120503652039325
1739209816.7892473;-35.57807855764607
1739209816.789253;-38.13080360867914
1739209816.7892587;-45.120503652039325
1739209816.7892644;-38.13080360867914
1739209816.7892702;-38.13080360867914
1739209816.789276;-45.120503652039325
1739209816.7892818;-38.13080360867914
1739209816.7892876;-35.57807855764607
1739209816.7892933;-45.120503652039325
1739209816.789299;-45.120503652039325
1739209816.7893047;-45.120503652039325
1739209816.7893105;-33.981070128970906
1739209816.7893164;-45.120503652039325
1739209816.7893221;-45.120503652039325
1739209816.7893279;-38.13080360867914
1739209816.7893336;-38.13080360867914
1739209816.7893393;-38.13080360867914
1739209816.789345;-45.120503652039325
1739209816.789351;-38.13080360867914
1739209816.7893567;-33.981070128970906
1739209816.7893624;-38.13080360867914
1739209816.7893682;-45.120503652039325
1739209816.7893739;-35.57807855764607
1739209816.7893796;-38.13080360867914
1739209816.7893853;-45.120503652039325
1739209816.7893913;-38.13080360867914
1739209816.789397;-38.13080360867914
1739209816.7894027;-38.13080360867914
1739209816.7894084;-38.13080360867914
1739209816.7894142;-38.13080360867914
1739209816.78942;-38.13080360867914
1739209816.7894258;-45.120503652039325
1739209816.7894316;-32.816014438256545
1739209816.7894373;-38.13080360867914
1739209816.789443;-45.120503652039325
1739209816.7894487;-38.13080360867914
1739209816.7894545;-38.13080360867914
1739209816.7894602;-38.13080360867914
1739209816.7894661;-45.120503652039325
1739209816.7894719;-45.120503652039325
1739209816.7894776;-38.13080360867914
1739209816.7894833;-38.13080360867914
1739209816.789489;-38.13080360867914
1739209816.7894948;-35.57807855764607
1739209816.7895007;-38.13080360867914
1739209816.7895064;-33.981070128970906
1739209816.7895122;-38.13080360867914
1739209816.7895179;-38.13080360867914
1739209816.7895236;-38.13080360867914
1739209816.7895293;-38.13080360867914
1739209816.789535;-32.816014438256545
1739209816.789541;-38.13080360867914
1739209816.7895467;-31.141103565318893
1739209816.7895525;-35.57807855764607
1739209816.7895582;-45.120503652039325
1739209816.789564;-38.13080360867914
1739209816.7895696;-38.13080360867914
1739209816.7895756;-35.57807855764607
1739209816.7895813;-45.120503652039325
1739209816.789587;-45.120503652039325
1739209816.7895927;-45.120503652039325
1739209816.7895985;-45.120503652039325
1739209816.7896042;-35.57807855764607
1739209816.7896101;-38.13080360867914
1739209816.7896159;-45.120503652039325
1739209816.7896216;-45.120503652039325
1739209816.7896273;-35.57807855764607
1739209816.789633;-32.816014438256545
1739209816.7896388;-45.120503652039325
1739209816.7896445;-38.13080360867914
1739209816.7896504;-45.120503652039325
1739209816.7896562;-45.120503652039325
1739209816.789662;-38.13080360867914
1739209816.7896676;-45.120503652039325
1739209816.7896733;-38.13080360867914
1739209816.789679;-45.120503652039325
1739209816.789685;-31.141103565318893
1739209816.7896907;-30.49652367304973
1739209816.7896965;-38.13080360867914
1739209816.7897022;-35.57807855764607
1739209816.789708;-45.120503652039325
1739209816.7897136;-38.13080360867914
1739209816.7897196;-38.13080360867914
1739209816.7897253;-33.981070128970906
1739209816.789731;-35.57807855764607
1739209816.7897367;-45.120503652039325
1739209816.7897425;-38.13080360867914
1739209816.7897482;-45.120503652039325
1739209816.789754;-45.120503652039325
1739209816.7897599;-45.120503652039325
1739209816.7897656;-35.57807855764607
1739209816.7897713;-45.120503652039325
1739209816.789777;-27.8777449560314
1739209816.7897828;-27.8777449560314
1739209816.7897885;-38.13080360867914
1739209816.7897944;-38.13080360867914
1739209816.7898002;-35.57807855764607
1739209816.789806;-35.57807855764607
1739209816.7898116;-45.120503652039325
1739209816.7898173;-38.13080360867914
1739209816.789823;-38.13080360867914
1739209816.7898288;-45.120503652039325
1739209816.7898347;-38.13080360867914
1739209816.7898405;-38.13080360867914
1739209816.7898462;-45.120503652039325
1739209816.789852;-33.981070128970906
1739209816.7898576;-45.120503652039325
1739209816.7898633;-38.13080360867914
1739209816.7898693;-33.981070128970906
1739209816.789875;-38.13080360867914
1739209816.7898808;-38.13080360867914
1739209816.7898865;-38.13080360867914
1739209816.7898922;-35.57807855764607
1739209816.789898;-33.981070128970906
1739209816.7899036;-38.13080360867914
1739209816.7899096;-45.120503652039325
1739209816.7899153;-30.49652367304973
1739209816.789921;-27.877744956031414
1739209816.7899268;-25.62660358559016
1739209816.7899325;-27.267205301931607
1739209816.7899382;-28.992665084841942
1739209816.7899442;-25.252786309376837
1739209816.78995;-45.120503652039325
1739209816.7899556;-45.120503652039325
1739209816.7899613;-38.13080360867914
1739209816.789967;-33.981070128970956
1739209816.7899728;-45.120503652039325
1739209816.7899787;-45.120503652039325
1739209816.7899845;-38.13080360867914
1739209816.7899902;-28.992665084841942
1739209816.789996;-25.07728991421287
1739209816.7900016;-26.487275050834725
1739209816.7900074;-45.120503652039325
1739209816.790013;-38.13080360867914
1739209816.790019;-33.981070128970906
1739209816.7900248;-45.120503652039325
1739209816.7900305;-38.13080360867914
1739209816.7900362;-45.120503652039325
1739209816.790042;-45.120503652039325
1739209816.7900476;-33.981070128970906
1739209816.7900536;-45.120503652039325
1739209816.7900593;-28.992665084841942
1739209816.790065;-23.506823629689542
1739209816.7900708;-27.267205301931607
1739209816.7900765;-28.21854285175415
1739209816.7900822;-26.487275050834715
1739209816.7900882;-25.826314394896357
1739209816.790094;-35.57807855764607
1739209816.7900996;-33.981070128970906
1739209816.7901053;-38.13080360867914
1739209816.790111;-38.13080360867914
1739209816.7901168;-31.141103565318915
1739209816.7901225;-35.57807855764607
1739209816.7901285;-38.13080360867914
1739209816.7901342;-22.84163660590256
1739209816.79014;-22.841636605902558
1739209816.7901456;-33.981070128970906
1739209816.7901514;-35.57807855764607
1739209816.790157;-28.992665084841942
1739209816.790163;-35.57807855764607
1739209816.7901688;-31.141103565318915
1739209816.7901745;-33.981070128970906
1739209816.7901802;-45.120503652039325
1739209816.790186;-38.13080360867914
1739209816.7901917;-38.13080360867914
1739209816.7901974;-38.13080360867914
1739209816.7902033;-33.981070128970956
1739209816.790209;-25.826314394896364
1739209816.7902148;-29.438486411369333
1739209816.7902205;-31.141103565318915
1739209816.7902262;-38.13080360867914
1739209816.790232;-45.120503652039325
1739209816.790238;-31.141103565318893
1739209816.7902436;-33.981070128970906
1739209816.7902493;-38.13080360867914
1739209816.790255;-38.13080360867914
1739209816.7902608;-45.120503652039325
1739209816.7902665;-45.120503652039325
1739209816.7902722;-32.816014438256545
1739209816.7902782;-25.62660358559016
1739209816.790284;-30.49652367304976
1739209816.7902896;-38.13080360867914
1739209816.7902954;-38.13080360867914
1739209816.790301;-33.981070128970956
1739209816.7903068;-30.49652367304973
1739209816.7903128;-38.13080360867914
1739209816.7903185;-38.13080360867914
1739209816.7903242;-45.120503652039325
1739209816.79033;-33.981070128970906
1739209816.7903357;-38.13080360867914
1739209816.7903414;-27.877744956031414
1739209816.7903473;-22.841636605902558
1739209816.790353;-26.487275050834715
1739209816.7903588;-33.981070128970956
1739209816.7903645;-38.13080360867914
1739209816.7903702;-45.120503652039325
1739209816.790376;-30.49652367304973
1739209816.7903817;-33.981070128970906
1739209816.7903876;-38.13080360867914
1739209816.7903934;-35.57807855764607
1739209816.790399;-45.120503652039325
1739209816.7904048;-33.981070128970906
1739209816.7904105;-29.438486411369333
1739209816.7904162;-26.487275050834725
1739209816.7904222;-26.991370085610768
1739209816.790428;-38.13080360867914
1739209816.7904336;-27.267205301931607
1739209816.7904394;-31.14110356531892
1739209816.790445;-33.981070128970906
1739209816.7904508;-38.13080360867914
1739209816.7904568;-31.141103565318915
1739209816.7904625;-38.13080360867914
1739209816.7904682;-45.120503652039325
1739209816.790474;-33.981070128970906
1739209816.7904797;-33.981070128970956
1739209816.7904854;-27.267205301931607
1739209816.790491;-22.54371790334745
1739209816.790497;-26.991370085610722
1739209816.7905028;-28.58837851428586
1739209816.7905085;-33.981070128970906
1739209816.7905142;-45.120503652039325
1739209816.79052;-35.57807855764607
1739209816.7905257;-28.992665084841942
1739209816.7905316;-38.13080360867914
1739209816.7905374;-45.120503652039325
1739209816.790543;-38.13080360867914
1739209816.7905488;-33.981070128970906
1739209816.7905545;-45.120503652039325
1739209816.7905602;-38.13080360867914
1739209816.790566;-38.13080360867914
1739209816.790572;-45.120503652039325
1739209816.7905777;-38.13080360867914
1739209816.7905834;-35.57807855764607
1739209816.790589;-38.13080360867914
1739209816.7905948;-38.13080360867914
1739209816.7906005;-38.13080360867914
1739209816.7906065;-28.992665084841942
1739209816.7906122;-27.877744956031414
1739209816.790618;-38.13080360867914
1739209816.7906237;-30.49652367304973
1739209816.7906294;-28.992665084841942
1739209816.790635;-25.826314394896354
1739209816.7906408;-32.816014438256545
