CAN Message; 0x1a7:00006f0c51ac3c35
1739209909.5433168;-33.981070128970906
1739209909.543321;-38.13080360867914
1739209909.543325;-45.120503652039325
1739209909.5433288;-38.13080360867914
1739209909.5433328;-45.120503652039325
1739209909.5433369;-38.13080360867914
1739209909.543341;-32.816014438256545
1739209909.543345;-38.13080360867914
1739209909.5433488;-45.120503652039325
1739209909.5433528;-45.120503652039325
1739209909.543357;-35.57807855764607
1739209909.543361;-38.13080360867914
1739209909.543365;-45.120503652039325
1739209909.543369;-38.13080360867914
1739209909.5433729;-35.57807855764607
1739209909.543377;-45.120503652039325
1739209909.543381;-28.58837851428586
1739209909.543385;-30.49652367304973
1739209909.543389;-38.13080360867914
1739209909.5433931;-38.13080360867914
1739209909.543397;-38.13080360867914
1739209909.543401;-35.57807855764607
1739209909.543405;-38.13080360867914
1739209909.543409;-32.816014438256545
1739209909.5434132;-38.13080360867914
1739209909.5434172;-45.120503652039325
1739209909.543421;-38.13080360867914
1739209909.543425;-38.13080360867914
1739209909.5434291;-45.120503652039325
1739209909.5434332;-45.120503652039325
1739209909.5434372;-45.120503652039325
1739209909.543441;-45.120503652039325
1739209909.543445;-38.13080360867914
1739209909.5434492;-35.57807855764607
1739209909.5434532;-38.13080360867914
1739209909.5434573;-33.981070128970906
1739209909.5434613;-45.120503652039325
1739209909.5434651;-38.13080360867914
1739209909.5434692;-35.57807855764607
1739209909.5434732;-38.13080360867914
1739209909.5434773;-38.13080360867914
1739209909.5434813;-35.57807855764607
1739209909.5434854;-38.13080360867914
1739209909.5434892;-38.13080360867914
1739209909.5434933;-38.13080360867914
1739209909.5434973;-38.13080360867914
1739209909.5435014;-38.13080360867914
1739209909.5435054;-33.981070128970906
1739209909.5435095;-45.120503652039325
1739209909.5435133;-32.81601443825658
1739209909.5435174;-38.13080360867914
1739209909.5435214;-38.13080360867914
1739209909.5435255;-45.120503652039325
1739209909.5435295;-45.120503652039325
1739209909.5435333;-38.13080360867914
1739209909.5435374;-38.13080360867914
1739209909.5435414;-33.981070128970906
1739209909.5435455;-28.992665084841942
1739209909.5435495;-35.57807855764607
1739209909.5435536;-33.981070128970906
1739209909.5435574;-45.120503652039325
1739209909.5435615;-38.13080360867914
1739209909.5435655;-35.57807855764607
1739209909.5435696;-35.57807855764607
1739209909.5435736;-45.120503652039325
1739209909.5435777;-38.13080360867914
1739209909.5435815;-32.816014438256545
1739209909.5435855;-38.13080360867914
1739209909.5435896;-45.120503652039325
1739209909.5435936;-38.13080360867914
1739209909.5435977;-38.13080360867914
1739209909.5436018;-38.13080360867914
1739209909.5436056;-45.120503652039325
1739209909.5436096;-38.13080360867914
1739209909.5436137;-35.57807855764607
1739209909.5436177;-38.13080360867914
1739209909.5436218;-45.120503652039325
1739209909.5436256;-45.120503652039325
1739209909.5436296;-38.13080360867914
1739209909.5436337;-38.13080360867914
1739209909.5436378;-45.120503652039325
1739209909.5436418;-38.13080360867914
1739209909.5436459;-35.57807855764607
1739209909.5436497;-35.57807855764607
1739209909.5436537;-45.120503652039325
1739209909.5436578;-35.57807855764607
1739209909.5436618;-33.981070128970906
1739209909.543666;-38.13080360867914
1739209909.54367;-45.120503652039325
1739209909.5436738;-32.816014438256545
1739209909.5436778;-45.120503652039325
1739209909.5436819;-38.13080360867914
1739209909.543686;-35.57807855764607
1739209909.54369;-38.13080360867914
1739209909.543694;-38.13080360867914
1739209909.5436978;-38.13080360867914
1739209909.543702;-38.13080360867914
1739209909.543706;-38.13080360867914
1739209909.54371;-38.13080360867914
1739209909.543714;-38.13080360867914
1739209909.5437179;-45.120503652039325
1739209909.543722;-38.13080360867914
1739209909.543726;-33.981070128970906
1739209909.54373;-45.120503652039325
1739209909.543734;-45.120503652039325
1739209909.5437381;-38.13080360867914
1739209909.543742;-38.13080360867914
1739209909.543746;-38.13080360867914
1739209909.54375;-45.120503652039325
1739209909.543754;-45.120503652039325
1739209909.5437582;-38.13080360867914
1739209909.5437622;-38.13080360867914
1739209909.543766;-45.120503652039325
1739209909.54377;-45.120503652039325
1739209909.5437741;-45.120503652039325
1739209909.5437782;-38.13080360867914
1739209909.5437822;-45.120503652039325
1739209909.5437863;-38.13080360867914
1739209909.54379;-38.13080360867914
1739209909.5437942;-38.13080360867914
1739209909.5437982;-38.13080360867914
1739209909.5438023;-38.13080360867914
1739209909.5438063;-30.49652367304973
1739209909.5438101;-38.13080360867914
1739209909.5438142;-45.120503652039325
1739209909.5438182;-45.120503652039325
1739209909.5438223;-31.141103565318893
1739209909.5438263;-45.120503652039325
1739209909.5438304;-45.120503652039325
1739209909.5438342;-38.13080360867914
1739209909.5438383;-45.120503652039325
1739209909.5438423;-38.13080360867914
1739209909.5438464;-45.120503652039325
1739209909.5438504;-38.13080360867914
1739209909.5438545;-38.13080360867914
1739209909.5438583;-38.13080360867914
1739209909.5438623;-45.120503652039325
1739209909.5438664;-38.13080360867914
1739209909.5438704;-31.141103565318893
1739209909.5438745;-38.13080360867914
1739209909.5438786;-45.120503652039325
1739209909.5438824;-45.120503652039325
1739209909.5438864;-31.141103565318893
1739209909.5438905;-38.13080360867914
1739209909.5438945;-38.13080360867914
1739209909.5438986;-45.120503652039325
1739209909.5439024;-45.120503652039325
1739209909.5439065;-38.13080360867914
1739209909.5439105;-45.120503652039325
1739209909.5439146;-38.13080360867914
1739209909.5439186;-45.120503652039325
1739209909.5439227;-45.120503652039325
1739209909.5439265;-45.120503652039325
1739209909.5439305;-38.13080360867914
1739209909.5439346;-35.57807855764607
1739209909.5439386;-38.13080360867914
1739209909.5439427;-38.13080360867914
1739209909.5439467;-38.13080360867914
1739209909.5439506;-31.141103565318893
1739209909.5439546;-38.13080360867914
1739209909.5439587;-45.120503652039325
1739209909.5439627;-38.13080360867914
1739209909.5439668;-32.816014438256545
1739209909.5439708;-45.120503652039325
1739209909.5439746;-45.120503652039325
1739209909.5439787;-38.13080360867914
1739209909.5439827;-45.120503652039325
1739209909.5439868;-45.120503652039325
1739209909.5439909;-45.120503652039325
1739209909.5439947;-38.13080360867914
1739209909.5439987;-45.120503652039325
1739209909.5440028;-45.120503652039325
1739209909.5440068;-45.120503652039325
1739209909.5440109;-33.981070128970906
1739209909.544015;-32.816014438256545
1739209909.5440187;-38.13080360867914
1739209909.5440228;-45.120503652039325
1739209909.5440269;-45.120503652039325
1739209909.544031;-27.8777449560314
1739209909.544035;-32.816014438256545
1739209909.544039;-45.120503652039325
1739209909.5440428;-38.13080360867914
1739209909.5440469;-35.57807855764607
1739209909.544051;-38.13080360867914
1739209909.544055;-45.120503652039325
1739209909.544059;-38.13080360867914
1739209909.544063;-45.120503652039325
1739209909.544067;-45.120503652039325
1739209909.544071;-38.13080360867914
1739209909.544075;-38.13080360867914
1739209909.544079;-45.120503652039325
1739209909.544083;-33.981070128970906
1739209909.544087;-45.120503652039325
1739209909.544091;-45.120503652039325
1739209909.544095;-29.438486411369333
1739209909.544099;-31.141103565318915
1739209909.5441031;-45.120503652039325
1739209909.5441072;-45.120503652039325
1739209909.544111;-38.13080360867914
1739209909.544115;-45.120503652039325
1739209909.5441191;-45.120503652039325
1739209909.5441232;-38.13080360867914
1739209909.5441272;-38.13080360867914
1739209909.5441313;-33.981070128970906
1739209909.544135;-45.120503652039325
1739209909.5441391;-45.120503652039325
1739209909.5441432;-33.981070128970906
1739209909.5441473;-38.13080360867914
1739209909.5441513;-45.120503652039325
1739209909.5441554;-38.13080360867914
1739209909.5441592;-45.120503652039325
1739209909.5441632;-45.120503652039325
1739209909.5441673;-45.120503652039325
1739209909.5441713;-45.120503652039325
1739209909.5441754;-38.13080360867914
1739209909.5441794;-38.13080360867914
1739209909.5441833;-45.120503652039325
1739209909.5441873;-38.13080360867914
1739209909.5441914;-28.58837851428586
1739209909.5441954;-28.992665084841942
1739209909.5441995;-45.120503652039325
1739209909.5442033;-38.13080360867914
1739209909.5442073;-35.57807855764607
1739209909.5442114;-38.13080360867914
1739209909.5442154;-45.120503652039325
1739209909.5442195;-45.120503652039325
1739209909.5442235;-38.13080360867914
1739209909.5442274;-45.120503652039325
1739209909.5442314;-45.120503652039325
1739209909.5442355;-45.120503652039325
1739209909.5442395;-45.120503652039325
1739209909.5442436;-45.120503652039325
1739209909.5442476;-45.120503652039325
1739209909.5442514;-38.13080360867914
1739209909.5442555;-32.816014438256545
1739209909.5442595;-31.141103565318915
1739209909.5442636;-45.120503652039325
1739209909.5442677;-38.13080360867914
1739209909.5442717;-38.13080360867914
1739209909.5442755;-35.57807855764607
1739209909.5442796;-45.120503652039325
1739209909.5442836;-38.13080360867914
1739209909.5442877;-35.57807855764607
1739209909.5442917;-38.13080360867914
1739209909.5442955;-35.57807855764607
1739209909.5442996;-38.13080360867914
1739209909.5443037;-45.120503652039325
1739209909.5443077;-33.981070128970906
1739209909.5443118;-45.120503652039325
1739209909.5443158;-38.13080360867914
1739209909.5443196;-32.816014438256545
1739209909.5443237;-33.981070128970906
1739209909.5443277;-45.120503652039325
1739209909.5443318;-38.13080360867914
1739209909.5443358;-35.57807855764607
1739209909.54434;-45.120503652039325
1739209909.5443437;-45.120503652039325
1739209909.5443478;-38.13080360867914
1739209909.5443518;-35.57807855764607
1739209909.5443559;-33.981070128970906
1739209909.54436;-45.120503652039325
1739209909.544364;-33.981070128970906
1739209909.5443678;-38.13080360867914
1739209909.5443718;-33.981070128970906
1739209909.544376;-45.120503652039325
1739209909.54438;-38.13080360867914
1739209909.544384;-38.13080360867914
1739209909.5443878;-45.120503652039325
1739209909.5443919;-45.120503652039325
1739209909.544396;-45.120503652039325
1739209909.5444;-32.816014438256545
1739209909.544404;-45.120503652039325
1739209909.544408;-45.120503652039325
1739209909.544412;-38.13080360867914
1739209909.544416;-35.57807855764607
1739209909.54442;-31.141103565318915
1739209909.544424;-38.13080360867914
1739209909.544428;-38.13080360867914
1739209909.5444322;-35.57807855764607
1739209909.544436;-33.981070128970906
1739209909.54444;-38.13080360867914
1739209909.544444;-38.13080360867914
1739209909.5444481;-38.13080360867914
1739209909.5444522;-33.981070128970906
1739209909.5444562;-45.120503652039325
1739209909.54446;-38.13080360867914
1739209909.544464;-32.816014438256545
1739209909.5444682;-33.981070128970906
1739209909.5444722;-38.13080360867914
1739209909.5444763;-38.13080360867914
1739209909.54448;-45.120503652039325
1739209909.5444841;-38.13080360867914
1739209909.5444882;-38.13080360867914
1739209909.5444922;-38.13080360867914
1739209909.5444963;-38.13080360867914
1739209909.5445004;-38.13080360867914
1739209909.5445042;-45.120503652039325
1739209909.5445082;-38.13080360867914
1739209909.5445123;-38.13080360867914
1739209909.5445163;-38.13080360867914
1739209909.5445204;-45.120503652039325
1739209909.5445244;-38.13080360867914
1739209909.5445282;-38.13080360867914
1739209909.5445323;-38.13080360867914
1739209909.5445364;-35.57807855764607
1739209909.5445404;-38.13080360867914
1739209909.5445445;-35.57807855764607
1739209909.5445485;-38.13080360867914
1739209909.5445523;-45.120503652039325
1739209909.5445564;-38.13080360867914
1739209909.5445604;-35.57807855764607
1739209909.5445645;-38.13080360867914
1739209909.5445685;-45.120503652039325
1739209909.5445724;-38.13080360867914
1739209909.5445764;-38.13080360867914
1739209909.5445805;-35.57807855764607
1739209909.5445845;-38.13080360867914
1739209909.5445886;-45.120503652039325
1739209909.5445926;-35.57807855764607
1739209909.5445964;-35.57807855764607
1739209909.5446005;-35.57807855764607
1739209909.5446045;-45.120503652039325
1739209909.5446086;-38.13080360867914
1739209909.5446126;-45.120503652039325
1739209909.5446167;-38.13080360867914
1739209909.5446205;-38.13080360867914
1739209909.5446246;-35.57807855764607
1739209909.5446286;-38.13080360867914
1739209909.5446327;-45.120503652039325
1739209909.5446367;-38.13080360867914
1739209909.5446408;-45.120503652039325
1739209909.5446446;-38.13080360867914
1739209909.5446486;-45.120503652039325
1739209909.5446527;-45.120503652039325
1739209909.5446568;-35.57807855764607
1739209909.5446608;-38.13080360867914
1739209909.5446646;-38.13080360867914
1739209909.5446687;-45.120503652039325
1739209909.5446727;-35.57807855764607
1739209909.5446768;-38.13080360867914
1739209909.5446808;-32.816014438256545
1739209909.544685;-45.120503652039325
1739209909.5446887;-45.120503652039325
1739209909.5446928;-33.981070128970906
1739209909.5446968;-45.120503652039325
1739209909.5447009;-45.120503652039325
1739209909.544705;-45.120503652039325
1739209909.544709;-45.120503652039325
1739209909.5447128;-32.81601443825658
1739209909.5447168;-45.120503652039325
1739209909.544721;-35.57807855764607
1739209909.544725;-38.13080360867914
1739209909.544729;-45.120503652039325
1739209909.544733;-38.13080360867914
1739209909.5447369;-38.13080360867914
1739209909.544741;-45.120503652039325
1739209909.544745;-31.141103565318893
1739209909.544749;-33.981070128970906
1739209909.544753;-45.120503652039325
1739209909.544757;-33.981070128970906
1739209909.544761;-38.13080360867914
1739209909.544765;-38.13080360867914
1739209909.544769;-35.57807855764607
1739209909.544773;-38.13080360867914
1739209909.5447772;-45.120503652039325
1739209909.544781;-38.13080360867914
1739209909.544785;-32.816014438256545
1739209909.544789;-45.120503652039325
1739209909.5447931;-45.120503652039325
1739209909.5447972;-38.13080360867914
1739209909.5448012;-35.57807855764607
1739209909.544805;-38.13080360867914
1739209909.544809;-45.120503652039325
1739209909.5448132;-45.120503652039325
1739209909.5448172;-35.57807855764607
1739209909.5448213;-38.13080360867914
1739209909.5448253;-45.120503652039325
1739209909.5448291;-38.13080360867914
1739209909.5448332;-38.13080360867914
1739209909.5448372;-38.13080360867914
1739209909.5448413;-29.438486411369333
1739209909.5448453;-31.141103565318893
1739209909.5448492;-38.13080360867914
1739209909.5448532;-33.981070128970906
1739209909.5448573;-38.13080360867914
1739209909.5448613;-45.120503652039325
1739209909.5448654;-45.120503652039325
1739209909.5448694;-35.57807855764607
1739209909.5448732;-38.13080360867914
1739209909.5448773;-45.120503652039325
1739209909.5448813;-35.57807855764607
1739209909.5448854;-38.13080360867914
1739209909.5448895;-38.13080360867914
1739209909.5448935;-45.120503652039325
1739209909.5448973;-38.13080360867914
1739209909.5449014;-38.13080360867914
1739209909.5449054;-33.981070128970906
1739209909.5449095;-35.57807855764607
1739209909.5449135;-38.13080360867914
1739209909.5449176;-38.13080360867914
1739209909.5449214;-45.120503652039325
1739209909.5449255;-38.13080360867914
1739209909.5449295;-35.57807855764607
1739209909.5449336;-38.13080360867914
1739209909.5449376;-45.120503652039325
1739209909.5449414;-45.120503652039325
1739209909.5449455;-38.13080360867914
1739209909.5449495;-45.120503652039325
1739209909.5449536;-38.13080360867914
1739209909.5449576;-38.13080360867914
1739209909.5449617;-45.120503652039325
1739209909.5449655;-33.981070128970906
1739209909.5449696;-45.120503652039325
1739209909.5449736;-45.120503652039325
1739209909.5449777;-32.816014438256545
1739209909.5449817;-35.57807855764607
1739209909.5449858;-45.120503652039325
1739209909.5449896;-45.120503652039325
1739209909.5449936;-38.13080360867914
1739209909.5449977;-45.120503652039325
1739209909.5450017;-33.981070128970906
1739209909.5450058;-35.57807855764607
1739209909.5450099;-38.13080360867914
1739209909.5450137;-38.13080360867914
1739209909.5450177;-38.13080360867914
1739209909.5450218;-33.981070128970906
1739209909.5450258;-38.13080360867914
1739209909.5450299;-45.120503652039325
1739209909.5450337;-45.120503652039325
1739209909.5450377;-45.120503652039325
1739209909.5450418;-38.13080360867914
1739209909.5450459;-38.13080360867914
1739209909.54505;-45.120503652039325
1739209909.545054;-45.120503652039325
1739209909.5450578;-38.13080360867914
1739209909.5450618;-38.13080360867914
1739209909.5450659;-45.120503652039325
1739209909.54507;-45.120503652039325
1739209909.545074;-45.120503652039325
1739209909.545078;-38.13080360867914
1739209909.5450819;-35.57807855764607
1739209909.545086;-38.13080360867914
1739209909.54509;-38.13080360867914
1739209909.545094;-45.120503652039325
1739209909.545098;-38.13080360867914
1739209909.5451021;-38.13080360867914
1739209909.545106;-38.13080360867914
1739209909.54511;-38.13080360867914
1739209909.545114;-45.120503652039325
1739209909.545118;-38.13080360867914
1739209909.5451221;-35.57807855764607
1739209909.545126;-38.13080360867914
1739209909.54513;-45.120503652039325
1739209909.545134;-38.13080360867914
1739209909.5451381;-38.13080360867914
1739209909.5451422;-45.120503652039325
1739209909.5451462;-45.120503652039325
1739209909.54515;-45.120503652039325
1739209909.545154;-38.13080360867914
1739209909.5451581;-38.13080360867914
1739209909.5451622;-45.120503652039325
1739209909.5451663;-33.981070128970906
1739209909.5451703;-38.13080360867914
1739209909.5451741;-45.120503652039325
1739209909.5451782;-45.120503652039325
1739209909.5451822;-38.13080360867914
1739209909.5451863;-38.13080360867914
1739209909.5451903;-45.120503652039325
1739209909.5451944;-45.120503652039325
1739209909.5451982;-38.13080360867914
1739209909.5452023;-38.13080360867914
1739209909.5452063;-45.120503652039325
1739209909.5452104;-45.120503652039325
1739209909.5452144;-45.120503652039325
1739209909.5452182;-35.57807855764607
1739209909.5452223;-33.981070128970906
1739209909.5452263;-38.13080360867914
1739209909.5452304;-35.57807855764607
1739209909.5452344;-45.120503652039325
1739209909.5452385;-38.13080360867914
1739209909.5452423;-45.120503652039325
1739209909.5452464;-45.120503652039325
1739209909.5452504;-38.13080360867914
1739209909.5452545;-33.981070128970906
1739209909.5452585;-45.120503652039325
1739209909.5452626;-33.981070128970906
1739209909.5452664;-31.141103565318915
1739209909.5452704;-38.13080360867914
1739209909.5452745;-45.120503652039325
1739209909.5452785;-38.13080360867914
1739209909.5452826;-33.981070128970906
1739209909.5452867;-45.120503652039325
1739209909.5452905;-38.13080360867914
1739209909.5452945;-45.120503652039325
1739209909.5452986;-32.816014438256545
1739209909.5453026;-35.57807855764607
1739209909.5453067;-45.120503652039325
1739209909.5453105;-45.120503652039325
1739209909.5453146;-45.120503652039325
1739209909.5453186;-38.13080360867914
1739209909.5453227;-45.120503652039325
1739209909.5453267;-33.981070128970906
1739209909.5453308;-30.49652367304973
1739209909.5453346;-38.13080360867914
1739209909.5453386;-45.120503652039325
1739209909.5453427;-38.13080360867914
1739209909.5453467;-38.13080360867914
1739209909.5453508;-38.13080360867914
1739209909.5453548;-45.120503652039325
1739209909.5453587;-45.120503652039325
1739209909.5453627;-45.120503652039325
1739209909.5453668;-45.120503652039325
1739209909.5453708;-45.120503652039325
1739209909.5453749;-38.13080360867914
1739209909.545379;-32.816014438256545
1739209909.5453827;-38.13080360867914
1739209909.5453868;-45.120503652039325
1739209909.5453908;-45.120503652039325
1739209909.545395;-38.13080360867914
1739209909.545399;-35.57807855764607
1739209909.5454028;-45.120503652039325
1739209909.5454068;-45.120503652039325
1739209909.5454109;-38.13080360867914
1739209909.545415;-33.981070128970906
1739209909.545419;-45.120503652039325
1739209909.545423;-38.13080360867914
1739209909.5454268;-25.252786309376837
1739209909.545431;-38.13080360867914
1739209909.545435;-45.120503652039325
1739209909.545439;-38.13080360867914
1739209909.545443;-38.13080360867914
1739209909.545447;-38.13080360867914
1739209909.545451;-45.120503652039325
1739209909.545455;-45.120503652039325
1739209909.545459;-45.120503652039325
1739209909.545463;-38.13080360867914
1739209909.5454671;-45.120503652039325
1739209909.5454712;-45.120503652039325
1739209909.545475;-38.13080360867914
1739209909.545479;-38.13080360867914
1739209909.545483;-45.120503652039325
1739209909.5454872;-38.13080360867914
1739209909.5454912;-32.816014438256545
1739209909.545495;-38.13080360867914
1739209909.545499;-45.120503652039325
1739209909.5455031;-38.13080360867914
1739209909.5455072;-45.120503652039325
1739209909.5455112;-38.13080360867914
1739209909.5455153;-45.120503652039325
1739209909.545519;-45.120503652039325
1739209909.5455232;-35.57807855764607
1739209909.5455272;-45.120503652039325
1739209909.5455313;-45.120503652039325
1739209909.5455353;-38.13080360867914
1739209909.5455394;-32.816014438256545
1739209909.5455432;-38.13080360867914
1739209909.5455472;-45.120503652039325
1739209909.5455513;-45.120503652039325
1739209909.5455554;-45.120503652039325
1739209909.5455594;-38.13080360867914
1739209909.5455635;-45.120503652039325
1739209909.5455673;-45.120503652039325
1739209909.5455713;-45.120503652039325
1739209909.5455754;-33.981070128970906
1739209909.5455794;-45.120503652039325
1739209909.5455835;-38.13080360867914
1739209909.5455873;-32.816014438256545
1739209909.5455914;-38.13080360867914
1739209909.5455954;-45.120503652039325
1739209909.5455995;-45.120503652039325
1739209909.5456035;-38.13080360867914
1739209909.5456076;-45.120503652039325
1739209909.5456114;-45.120503652039325
1739209909.5456154;-45.120503652039325
1739209909.5456195;-38.13080360867914
1739209909.5456235;-45.120503652039325
1739209909.5456276;-45.120503652039325
1739209909.5456316;-38.13080360867914
1739209909.5456355;-35.57807855764607
1739209909.5456395;-38.13080360867914
1739209909.5456436;-45.120503652039325
1739209909.5456476;-38.13080360867914
1739209909.5456517;-35.57807855764607
1739209909.5456557;-33.981070128970906
1739209909.5456595;-45.120503652039325
1739209909.5456636;-38.13080360867914
1739209909.5456676;-38.13080360867914
1739209909.5456717;-38.13080360867914
1739209909.5456758;-35.57807855764607
1739209909.5456796;-38.13080360867914
1739209909.5456836;-45.120503652039325
1739209909.5456877;-38.13080360867914
1739209909.5456917;-45.120503652039325
1739209909.5456958;-38.13080360867914
1739209909.5456998;-35.57807855764607
1739209909.5457036;-38.13080360867914
1739209909.5457077;-38.13080360867914
1739209909.5457118;-38.13080360867914
1739209909.5457158;-45.120503652039325
1739209909.5457199;-33.981070128970906
1739209909.545724;-38.13080360867914
1739209909.5457277;-38.13080360867914
1739209909.5457318;-45.120503652039325
1739209909.5457358;-38.13080360867914
1739209909.54574;-38.13080360867914
1739209909.545744;-38.13080360867914
1739209909.545748;-45.120503652039325
1739209909.5457518;-33.981070128970906
1739209909.5457559;-45.120503652039325
1739209909.54576;-45.120503652039325
1739209909.545764;-45.120503652039325
1739209909.545768;-38.13080360867914
1739209909.5457718;-45.120503652039325
1739209909.545776;-38.13080360867914
1739209909.54578;-38.13080360867914
1739209909.545784;-33.981070128970906
1739209909.545788;-45.120503652039325
1739209909.545792;-45.120503652039325
1739209909.545796;-38.13080360867914
1739209909.5458;-38.13080360867914
1739209909.545804;-45.120503652039325
1739209909.545808;-45.120503652039325
1739209909.5458121;-38.13080360867914
1739209909.5458162;-28.58837851428586
1739209909.54582;-45.120503652039325
1739209909.545824;-38.13080360867914
1739209909.545828;-38.13080360867914
1739209909.5458322;-33.981070128970906
1739209909.5458362;-45.120503652039325
1739209909.5458403;-38.13080360867914
1739209909.545844;-45.120503652039325
1739209909.5458481;-38.13080360867914
1739209909.5458522;-45.120503652039325
1739209909.5458562;-45.120503652039325
1739209909.5458603;-32.816014438256545
1739209909.545864;-45.120503652039325
1739209909.5458682;-45.120503652039325
1739209909.5458722;-38.13080360867914
1739209909.5458763;-38.13080360867914
1739209909.5458803;-35.57807855764607
1739209909.5458844;-38.13080360867914
1739209909.5458882;-38.13080360867914
1739209909.5458922;-38.13080360867914
1739209909.5458963;-35.57807855764607
1739209909.5459003;-45.120503652039325
1739209909.5459044;-38.13080360867914
1739209909.5459085;-45.120503652039325
1739209909.5459123;-38.13080360867914
1739209909.5459163;-38.13080360867914
1739209909.5459204;-38.13080360867914
1739209909.5459244;-38.13080360867914
1739209909.5459285;-38.13080360867914
1739209909.5459325;-45.120503652039325
1739209909.5459363;-33.981070128970906
1739209909.5459404;-45.120503652039325
1739209909.5459445;-31.141103565318915
1739209909.5459485;-33.981070128970906
1739209909.5459526;-38.13080360867914
1739209909.5459564;-35.57807855764607
1739209909.5459604;-35.57807855764607
1739209909.5459645;-45.120503652039325
1739209909.5459685;-45.120503652039325
1739209909.5459726;-38.13080360867914
1739209909.5459766;-31.14110356531892
1739209909.5459805;-38.13080360867914
1739209909.5459845;-38.13080360867914
1739209909.5459886;-35.57807855764607
1739209909.5459926;-33.981070128970906
1739209909.5459967;-38.13080360867914
1739209909.5460007;-38.13080360867914
1739209909.5460045;-45.120503652039325
1739209909.5460086;-35.57807855764607
1739209909.5460126;-38.13080360867914
1739209909.5460167;-38.13080360867914
1739209909.5460207;-38.13080360867914
1739209909.5460248;-38.13080360867914
1739209909.5460286;-45.120503652039325
1739209909.5460327;-45.120503652039325
1739209909.5460367;-45.120503652039325
1739209909.5460408;-45.120503652039325
1739209909.5460448;-45.120503652039325
1739209909.5460486;-38.13080360867914
1739209909.5460527;-38.13080360867914
1739209909.5460567;-33.981070128970906
1739209909.5460608;-45.120503652039325
1739209909.5460649;-45.120503652039325
1739209909.546069;-35.57807855764607
1739209909.5460727;-45.120503652039325
1739209909.5460768;-38.13080360867914
1739209909.5460808;-38.13080360867914
1739209909.546085;-38.13080360867914
1739209909.546089;-38.13080360867914
1739209909.546093;-45.120503652039325
1739209909.5460968;-45.120503652039325
1739209909.5461009;-38.13080360867914
1739209909.546105;-35.57807855764607
1739209909.546109;-38.13080360867914
1739209909.546113;-45.120503652039325
1739209909.546117;-45.120503652039325
1739209909.546121;-32.816014438256545
1739209909.546125;-38.13080360867914
1739209909.546129;-45.120503652039325
1739209909.546133;-38.13080360867914
1739209909.546137;-45.120503652039325
1739209909.5461411;-33.981070128970906
1739209909.546145;-35.57807855764607
1739209909.546149;-45.120503652039325
1739209909.546153;-45.120503652039325
1739209909.5461571;-30.49652367304973
1739209909.5461612;-35.57807855764607
1739209909.546165;-45.120503652039325
1739209909.546169;-35.57807855764607
1739209909.546173;-38.13080360867914
1739209909.5461771;-45.120503652039325
1739209909.5461812;-35.57807855764607
1739209909.5461853;-38.13080360867914
1739209909.546189;-45.120503652039325
1739209909.5461931;-45.120503652039325
1739209909.5461972;-45.120503652039325
1739209909.5462012;-45.120503652039325
1739209909.5462053;-45.120503652039325
