CAN Message; 0x39:030ab11e756c8963
1739209791.4097133;-45.120503652039325
1739209791.4097247;-38.13080360867914
1739209791.4097364;-38.13080360867914
1739209791.4097478;-38.13080360867914
1739209791.4097593;-38.13080360867914
1739209791.409771;-38.13080360867914
1739209791.4097824;-38.13080360867914
1739209791.409794;-38.13080360867914
1739209791.4098055;-45.120503652039325
1739209791.409817;-38.13080360867914
1739209791.4098287;-45.120503652039325
1739209791.40984;-45.120503652039325
1739209791.4098516;-45.120503652039325
1739209791.4098632;-45.120503652039325
1739209791.4098747;-45.120503652039325
1739209791.4098861;-33.981070128970906
1739209791.4098978;-31.141103565318915
1739209791.4099092;-38.13080360867914
1739209791.4099207;-35.57807855764607
1739209791.4099324;-38.13080360867914
1739209791.4099438;-38.13080360867914
1739209791.4099553;-38.13080360867914
1739209791.409967;-35.57807855764607
1739209791.4099784;-38.13080360867914
1739209791.40999;-45.120503652039325
1739209791.4100015;-45.120503652039325
1739209791.410013;-45.120503652039325
1739209791.4100246;-38.13080360867914
1739209791.410036;-38.13080360867914
1739209791.4100475;-45.120503652039325
1739209791.4100592;-45.120503652039325
1739209791.4100707;-45.120503652039325
1739209791.410082;-38.13080360867914
1739209791.4100938;-38.13080360867914
1739209791.4101052;-38.13080360867914
1739209791.4101167;-38.13080360867914
1739209791.4101284;-45.120503652039325
1739209791.4101398;-35.57807855764607
1739209791.4101512;-45.120503652039325
1739209791.410163;-38.13080360867914
1739209791.4101744;-27.8777449560314
1739209791.410186;-45.120503652039325
1739209791.4101975;-45.120503652039325
1739209791.410209;-33.981070128970906
1739209791.4102206;-30.49652367304973
1739209791.410232;-45.120503652039325
1739209791.4102435;-45.120503652039325
1739209791.4102552;-45.120503652039325
1739209791.4102666;-38.13080360867914
1739209791.410278;-45.120503652039325
1739209791.4102898;-45.120503652039325
1739209791.4103012;-45.120503652039325
1739209791.4103127;-32.816014438256545
1739209791.4103243;-38.13080360867914
1739209791.4103358;-45.120503652039325
1739209791.4103475;-38.13080360867914
1739209791.410359;-32.816014438256545
1739209791.4103703;-38.13080360867914
1739209791.410382;-45.120503652039325
1739209791.4103935;-45.120503652039325
1739209791.410405;-45.120503652039325
1739209791.4104166;-45.120503652039325
1739209791.410428;-45.120503652039325
1739209791.4104395;-38.13080360867914
1739209791.4104512;-38.13080360867914
1739209791.4104626;-38.13080360867914
1739209791.410474;-45.120503652039325
1739209791.4104857;-38.13080360867914
1739209791.4104972;-30.49652367304973
1739209791.4105086;-38.13080360867914
1739209791.4105203;-45.120503652039325
1739209791.4105318;-38.13080360867914
1739209791.4105434;-45.120503652039325
1739209791.410555;-45.120503652039325
1739209791.4105663;-45.120503652039325
1739209791.410578;-38.13080360867914
1739209791.4105895;-45.120503652039325
1739209791.410601;-38.13080360867914
1739209791.4106126;-33.981070128970906
1739209791.410624;-38.13080360867914
1739209791.4106355;-35.57807855764607
1739209791.4106472;-38.13080360867914
1739209791.4106586;-45.120503652039325
1739209791.41067;-38.13080360867914
1739209791.4106817;-45.120503652039325
1739209791.4106932;-33.981070128970906
1739209791.4107046;-38.13080360867914
1739209791.4107163;-38.13080360867914
1739209791.4107277;-45.120503652039325
1739209791.4107394;-45.120503652039325
1739209791.4107509;-38.13080360867914
1739209791.4107623;-45.120503652039325
1739209791.410774;-45.120503652039325
1739209791.4107854;-38.13080360867914
1739209791.4107969;-45.120503652039325
1739209791.4108086;-38.13080360867914
1739209791.41082;-45.120503652039325
1739209791.4108315;-38.13080360867914
1739209791.4108431;-32.816014438256545
1739209791.4108546;-45.120503652039325
1739209791.410866;-45.120503652039325
1739209791.4108777;-38.13080360867914
1739209791.4108891;-32.816014438256545
1739209791.4109006;-45.120503652039325
1739209791.4109123;-38.13080360867914
1739209791.4109237;-38.13080360867914
1739209791.4109354;-33.981070128970906
1739209791.4109468;-38.13080360867914
1739209791.4109583;-35.57807855764607
1739209791.41097;-38.13080360867914
1739209791.4109814;-45.120503652039325
1739209791.4109929;-38.13080360867914
1739209791.4110045;-45.120503652039325
1739209791.411016;-33.981070128970906
1739209791.4110274;-45.120503652039325
1739209791.411039;-38.13080360867914
1739209791.4110506;-45.120503652039325
1739209791.411062;-33.981070128970906
1739209791.4110737;-38.13080360867914
1739209791.4110851;-45.120503652039325
1739209791.4110966;-35.57807855764607
1739209791.4111083;-38.13080360867914
1739209791.4111197;-45.120503652039325
1739209791.4111314;-33.981070128970906
1739209791.4111428;-33.981070128970906
1739209791.4111543;-38.13080360867914
1739209791.411166;-45.120503652039325
1739209791.4111774;-45.120503652039325
1739209791.4111888;-45.120503652039325
1739209791.4112005;-32.816014438256545
1739209791.411212;-38.13080360867914
1739209791.4112234;-33.981070128970906
1739209791.411235;-38.13080360867914
1739209791.4112465;-38.13080360867914
1739209791.411258;-45.120503652039325
1739209791.4112697;-38.13080360867914
1739209791.411281;-31.141103565318893
1739209791.4112926;-28.58837851428586
1739209791.4113042;-45.120503652039325
1739209791.4113157;-33.981070128970906
1739209791.4113274;-45.120503652039325
1739209791.4113388;-45.120503652039325
1739209791.4113503;-38.13080360867914
1739209791.411362;-38.13080360867914
1739209791.4113734;-45.120503652039325
1739209791.4113848;-38.13080360867914
1739209791.4113965;-38.13080360867914
1739209791.411408;-45.120503652039325
1739209791.4114194;-45.120503652039325
1739209791.411431;-38.13080360867914
1739209791.4114425;-38.13080360867914
1739209791.411454;-38.13080360867914
1739209791.4114656;-45.120503652039325
1739209791.411477;-38.13080360867914
1739209791.4114888;-45.120503652039325
1739209791.4115002;-45.120503652039325
1739209791.4115117;-38.13080360867914
1739209791.4115233;-33.981070128970906
1739209791.4115348;-38.13080360867914
1739209791.4115462;-38.13080360867914
1739209791.411558;-38.13080360867914
1739209791.4115694;-29.438486411369347
1739209791.4115808;-38.13080360867914
1739209791.4115925;-38.13080360867914
1739209791.411604;-45.120503652039325
1739209791.4116154;-38.13080360867914
1739209791.411627;-38.13080360867914
1739209791.4116385;-45.120503652039325
1739209791.41165;-45.120503652039325
1739209791.4116616;-31.141103565318915
1739209791.411673;-33.981070128970906
1739209791.4116848;-45.120503652039325
1739209791.4116962;-32.816014438256545
1739209791.4117076;-45.120503652039325
1739209791.4117193;-45.120503652039325
1739209791.4117308;-45.120503652039325
1739209791.4117422;-38.13080360867914
1739209791.411754;-38.13080360867914
1739209791.4117653;-45.120503652039325
1739209791.4117768;-45.120503652039325
1739209791.4117885;-38.13080360867914
1739209791.4118;-35.57807855764607
1739209791.4118114;-38.13080360867914
1739209791.411823;-45.120503652039325
1739209791.4118345;-38.13080360867914
1739209791.411846;-38.13080360867914
1739209791.4118576;-45.120503652039325
1739209791.411869;-45.120503652039325
1739209791.4118807;-45.120503652039325
1739209791.4118922;-45.120503652039325
1739209791.4119036;-45.120503652039325
1739209791.4119153;-31.141103565318915
1739209791.4119267;-45.120503652039325
1739209791.4119382;-38.13080360867914
1739209791.4119499;-38.13080360867914
1739209791.4119613;-45.120503652039325
1739209791.4119728;-35.57807855764607
1739209791.4119844;-35.57807855764607
1739209791.411996;-45.120503652039325
1739209791.4120073;-38.13080360867914
1739209791.412019;-38.13080360867914
1739209791.4120305;-38.13080360867914
1739209791.412042;-38.13080360867914
1739209791.4120536;-33.981070128970906
1739209791.412065;-38.13080360867914
1739209791.4120767;-45.120503652039325
1739209791.4120882;-35.57807855764607
1739209791.4120996;-38.13080360867914
1739209791.4121113;-38.13080360867914
1739209791.4121227;-38.13080360867914
1739209791.4121342;-45.120503652039325
1739209791.4121459;-38.13080360867914
1739209791.4121573;-38.13080360867914
1739209791.4121687;-45.120503652039325
1739209791.4121804;-45.120503652039325
1739209791.4121919;-38.13080360867914
1739209791.4122033;-45.120503652039325
1739209791.412215;-38.13080360867914
1739209791.4122264;-45.120503652039325
1739209791.412238;-38.13080360867914
1739209791.4122496;-38.13080360867914
1739209791.412261;-35.57807855764607
1739209791.4122727;-33.981070128970906
1739209791.4122841;-45.120503652039325
1739209791.4122956;-45.120503652039325
1739209791.4123073;-45.120503652039325
1739209791.4123187;-29.438486411369333
1739209791.4123302;-33.981070128970906
1739209791.4123418;-45.120503652039325
1739209791.4123533;-35.57807855764607
1739209791.4123647;-32.816014438256545
1739209791.4123764;-38.13080360867914
1739209791.4123878;-45.120503652039325
1739209791.4123993;-33.981070128970906
1739209791.412411;-38.13080360867914
1739209791.4124224;-38.13080360867914
1739209791.4124339;-45.120503652039325
1739209791.4124455;-45.120503652039325
1739209791.412457;-45.120503652039325
1739209791.4124687;-38.13080360867914
1739209791.41248;-45.120503652039325
1739209791.4124916;-45.120503652039325
1739209791.4125032;-45.120503652039325
1739209791.4125147;-45.120503652039325
1739209791.4125261;-38.13080360867914
1739209791.4125378;-38.13080360867914
1739209791.4125493;-35.57807855764607
1739209791.4125607;-38.13080360867914
1739209791.4125724;-38.13080360867914
1739209791.4125838;-45.120503652039325
1739209791.4125953;-32.816014438256545
1739209791.412607;-35.57807855764607
1739209791.4126184;-45.120503652039325
1739209791.41263;-38.13080360867914
1739209791.4126415;-45.120503652039325
1739209791.412653;-45.120503652039325
1739209791.4126647;-35.57807855764607
1739209791.412676;-33.981070128970906
1739209791.4126875;-33.981070128970956
1739209791.4126992;-45.120503652039325
1739209791.4127107;-38.13080360867914
1739209791.412722;-45.120503652039325
1739209791.4127338;-45.120503652039325
1739209791.4127452;-45.120503652039325
1739209791.4127567;-38.13080360867914
1739209791.4127684;-38.13080360867914
1739209791.4127798;-33.981070128970906
1739209791.4127913;-33.981070128970906
1739209791.412803;-45.120503652039325
1739209791.4128144;-45.120503652039325
1739209791.412826;-38.13080360867914
1739209791.4128375;-38.13080360867914
1739209791.412849;-45.120503652039325
1739209791.4128606;-38.13080360867914
1739209791.412872;-45.120503652039325
1739209791.4128835;-45.120503652039325
1739209791.4128952;-35.57807855764607
1739209791.4129066;-38.13080360867914
1739209791.412918;-38.13080360867914
1739209791.4129298;-45.120503652039325
1739209791.4129412;-45.120503652039325
1739209791.4129527;-45.120503652039325
1739209791.4129643;-38.13080360867914
1739209791.4129758;-35.57807855764607
1739209791.4129872;-45.120503652039325
1739209791.412999;-45.120503652039325
1739209791.4130104;-38.13080360867914
1739209791.413022;-45.120503652039325
1739209791.4130335;-45.120503652039325
1739209791.413045;-38.13080360867914
1739209791.4130566;-38.13080360867914
1739209791.413068;-31.141103565318915
1739209791.4130795;-38.13080360867914
1739209791.4130912;-38.13080360867914
1739209791.4131026;-38.13080360867914
1739209791.413114;-33.981070128970906
1739209791.4131258;-38.13080360867914
1739209791.4131372;-31.141103565318915
1739209791.4131486;-38.13080360867914
1739209791.4131603;-35.57807855764607
1739209791.4131718;-33.981070128970906
1739209791.4131832;-38.13080360867914
1739209791.413195;-45.120503652039325
1739209791.4132063;-45.120503652039325
1739209791.413218;-38.13080360867914
1739209791.4132295;-45.120503652039325
1739209791.413241;-31.141103565318893
1739209791.4132526;-31.141103565318915
1739209791.413264;-45.120503652039325
1739209791.4132755;-45.120503652039325
1739209791.4132872;-45.120503652039325
1739209791.4132986;-33.981070128970906
1739209791.41331;-38.13080360867914
1739209791.4133217;-33.981070128970906
1739209791.4133332;-45.120503652039325
1739209791.4133446;-38.13080360867914
1739209791.4133563;-32.816014438256545
1739209791.4133677;-45.120503652039325
1739209791.4133792;-45.120503652039325
1739209791.4133909;-35.57807855764607
1739209791.4134023;-38.13080360867914
1739209791.413414;-45.120503652039325
1739209791.4134254;-45.120503652039325
1739209791.413437;-38.13080360867914
1739209791.4134486;-45.120503652039325
1739209791.41346;-38.13080360867914
1739209791.4134715;-45.120503652039325
1739209791.4134831;-38.13080360867914
1739209791.4134946;-45.120503652039325
1739209791.413506;-45.120503652039325
1739209791.4135177;-38.13080360867914
1739209791.4135292;-38.13080360867914
1739209791.4135406;-45.120503652039325
1739209791.4135523;-45.120503652039325
1739209791.4135637;-38.13080360867914
1739209791.4135752;-38.13080360867914
1739209791.4135869;-31.141103565318893
1739209791.4135983;-38.13080360867914
1739209791.41361;-45.120503652039325
1739209791.4136214;-38.13080360867914
1739209791.4136329;-38.13080360867914
1739209791.4136446;-45.120503652039325
1739209791.413656;-38.13080360867914
1739209791.4136674;-33.981070128970906
1739209791.4136791;-45.120503652039325
1739209791.4136906;-45.120503652039325
1739209791.413702;-45.120503652039325
1739209791.4137137;-45.120503652039325
1739209791.4137251;-45.120503652039325
1739209791.4137366;-45.120503652039325
1739209791.4137483;-45.120503652039325
1739209791.4137597;-38.13080360867914
1739209791.4137712;-45.120503652039325
1739209791.4137828;-33.981070128970906
1739209791.4137943;-45.120503652039325
1739209791.413806;-38.13080360867914
1739209791.4138174;-32.816014438256545
1739209791.4138288;-45.120503652039325
1739209791.4138405;-33.981070128970906
1739209791.413852;-32.816014438256545
1739209791.4138634;-38.13080360867914
1739209791.413875;-45.120503652039325
1739209791.4138865;-32.816014438256545
1739209791.413898;-45.120503652039325
1739209791.4139097;-45.120503652039325
1739209791.413921;-38.13080360867914
1739209791.4139326;-45.120503652039325
1739209791.4139442;-38.13080360867914
1739209791.4139557;-45.120503652039325
1739209791.4139674;-45.120503652039325
