CAN Message; 0x77:b53f59e772c007d4
1739209785.484308;-33.981070128970906
1739209785.484316;-45.120503652039325
1739209785.4843242;-38.13080360867914
1739209785.484332;-38.13080360867914
1739209785.4843402;-45.120503652039325
1739209785.4843483;-38.13080360867914
1739209785.4843562;-38.13080360867914
1739209785.4843643;-45.120503652039325
1739209785.4843724;-45.120503652039325
1739209785.4843802;-32.816014438256545
1739209785.4843884;-38.13080360867914
1739209785.4843965;-38.13080360867914
1739209785.4844043;-30.49652367304973
1739209785.4844124;-31.141103565318893
1739209785.4844203;-45.120503652039325
1739209785.4844284;-38.13080360867914
1739209785.4844365;-45.120503652039325
1739209785.4844444;-38.13080360867914
1739209785.4844525;-38.13080360867914
1739209785.4844606;-45.120503652039325
1739209785.4844685;-38.13080360867914
1739209785.4844766;-35.57807855764607
1739209785.4844847;-45.120503652039325
1739209785.4844925;-45.120503652039325
1739209785.4845006;-35.57807855764607
1739209785.4845088;-45.120503652039325
1739209785.4845166;-45.120503652039325
1739209785.4845247;-38.13080360867914
1739209785.4845326;-38.13080360867914
1739209785.4845407;-45.120503652039325
1739209785.4845488;-38.13080360867914
1739209785.4845567;-35.57807855764607
1739209785.4845648;-45.120503652039325
1739209785.484573;-38.13080360867914
1739209785.4845808;-38.13080360867914
1739209785.4845889;-45.120503652039325
1739209785.484597;-35.57807855764607
1739209785.4846048;-38.13080360867914
1739209785.484613;-38.13080360867914
1739209785.484621;-32.816014438256545
1739209785.484629;-38.13080360867914
1739209785.484637;-45.120503652039325
1739209785.484645;-38.13080360867914
1739209785.484653;-32.816014438256545
1739209785.484661;-38.13080360867914
1739209785.484669;-45.120503652039325
1739209785.484677;-45.120503652039325
1739209785.4846852;-38.13080360867914
1739209785.484693;-38.13080360867914
1739209785.4847012;-45.120503652039325
1739209785.4847093;-45.120503652039325
1739209785.4847171;-45.120503652039325
1739209785.4847252;-45.120503652039325
1739209785.4847333;-45.120503652039325
1739209785.4847412;-45.120503652039325
1739209785.4847493;-38.13080360867914
1739209785.4847572;-38.13080360867914
1739209785.4847653;-45.120503652039325
1739209785.4847734;-38.13080360867914
1739209785.4847813;-45.120503652039325
1739209785.4847894;-38.13080360867914
1739209785.4847975;-38.13080360867914
1739209785.4848053;-45.120503652039325
1739209785.4848135;-45.120503652039325
1739209785.4848216;-35.57807855764607
1739209785.4848294;-38.13080360867914
1739209785.4848375;-45.120503652039325
1739209785.4848456;-38.13080360867914
1739209785.4848535;-38.13080360867914
1739209785.4848616;-30.49652367304973
1739209785.4848695;-33.981070128970906
1739209785.4848776;-38.13080360867914
1739209785.4848857;-38.13080360867914
1739209785.4848936;-38.13080360867914
1739209785.4849017;-38.13080360867914
1739209785.4849098;-45.120503652039325
1739209785.4849176;-38.13080360867914
1739209785.4849257;-38.13080360867914
1739209785.4849339;-45.120503652039325
1739209785.4849417;-45.120503652039325
1739209785.4849498;-38.13080360867914
1739209785.484958;-45.120503652039325
1739209785.4849658;-45.120503652039325
1739209785.484974;-45.120503652039325
1739209785.4849818;-38.13080360867914
1739209785.48499;-38.13080360867914
1739209785.484998;-38.13080360867914
1739209785.4850059;-45.120503652039325
1739209785.485014;-38.13080360867914
1739209785.485022;-32.816014438256545
1739209785.48503;-38.13080360867914
1739209785.485038;-45.120503652039325
1739209785.4850461;-38.13080360867914
1739209785.485054;-35.57807855764607
1739209785.4850621;-38.13080360867914
1739209785.4850702;-45.120503652039325
1739209785.485078;-38.13080360867914
1739209785.4850862;-45.120503652039325
1739209785.485094;-45.120503652039325
1739209785.4851022;-45.120503652039325
1739209785.4851103;-33.981070128970906
1739209785.4851182;-33.981070128970906
1739209785.4851263;-38.13080360867914
1739209785.4851344;-45.120503652039325
1739209785.4851422;-45.120503652039325
1739209785.4851503;-45.120503652039325
1739209785.4851584;-45.120503652039325
1739209785.4851663;-38.13080360867914
1739209785.4851744;-45.120503652039325
1739209785.4851825;-28.992665084841942
1739209785.4851904;-31.141103565318915
1739209785.4851985;-45.120503652039325
1739209785.4852064;-38.13080360867914
1739209785.4852145;-33.981070128970906
1739209785.4852226;-38.13080360867914
1739209785.4852304;-45.120503652039325
1739209785.4852386;-38.13080360867914
1739209785.4852467;-38.13080360867914
1739209785.4852545;-38.13080360867914
1739209785.4852626;-45.120503652039325
1739209785.4852707;-38.13080360867914
1739209785.4852786;-32.816014438256545
1739209785.4852867;-45.120503652039325
1739209785.4852948;-38.13080360867914
1739209785.4853027;-38.13080360867914
1739209785.4853108;-45.120503652039325
1739209785.4853187;-38.13080360867914
1739209785.4853268;-38.13080360867914
1739209785.4853349;-45.120503652039325
1739209785.4853427;-38.13080360867914
1739209785.4853508;-38.13080360867914
1739209785.485359;-38.13080360867914
1739209785.4853668;-45.120503652039325
1739209785.485375;-33.981070128970906
1739209785.485383;-31.141103565318915
1739209785.485391;-38.13080360867914
1739209785.485399;-35.57807855764607
1739209785.485407;-38.13080360867914
1739209785.485415;-33.981070128970906
1739209785.485423;-45.120503652039325
1739209785.485431;-45.120503652039325
1739209785.485439;-45.120503652039325
1739209785.4854472;-33.981070128970906
1739209785.485455;-45.120503652039325
1739209785.4854631;-45.120503652039325
1739209785.4854712;-45.120503652039325
1739209785.485479;-45.120503652039325
1739209785.4854872;-38.13080360867914
1739209785.4854953;-38.13080360867914
1739209785.4855032;-45.120503652039325
1739209785.4855113;-45.120503652039325
1739209785.4855194;-38.13080360867914
1739209785.4855273;-38.13080360867914
1739209785.4855354;-45.120503652039325
1739209785.4855433;-38.13080360867914
1739209785.4855514;-45.120503652039325
1739209785.4855595;-45.120503652039325
1739209785.4855673;-45.120503652039325
1739209785.4855754;-45.120503652039325
1739209785.4855835;-38.13080360867914
1739209785.4855914;-45.120503652039325
1739209785.4855995;-45.120503652039325
1739209785.4856076;-38.13080360867914
1739209785.4856155;-45.120503652039325
1739209785.4856236;-45.120503652039325
1739209785.4856317;-38.13080360867914
1739209785.4856396;-45.120503652039325
1739209785.4856477;-45.120503652039325
1739209785.4856555;-38.13080360867914
1739209785.4856637;-35.57807855764607
1739209785.4856718;-45.120503652039325
1739209785.4856796;-45.120503652039325
1739209785.4856877;-38.13080360867914
1739209785.4856958;-45.120503652039325
1739209785.4857037;-33.981070128970906
1739209785.4857118;-38.13080360867914
1739209785.48572;-38.13080360867914
1739209785.4857278;-38.13080360867914
1739209785.485736;-38.13080360867914
1739209785.485744;-45.120503652039325
1739209785.4857519;-45.120503652039325
1739209785.48576;-45.120503652039325
1739209785.4857678;-45.120503652039325
1739209785.485776;-45.120503652039325
1739209785.485784;-38.13080360867914
1739209785.485792;-35.57807855764607
1739209785.4858;-38.13080360867914
1739209785.4858081;-45.120503652039325
1739209785.485816;-45.120503652039325
1739209785.485824;-45.120503652039325
1739209785.4858322;-38.13080360867914
1739209785.48584;-45.120503652039325
1739209785.4858482;-38.13080360867914
1739209785.485856;-38.13080360867914
1739209785.4858642;-38.13080360867914
1739209785.4858723;-45.120503652039325
1739209785.4858801;-38.13080360867914
1739209785.4858882;-35.57807855764607
1739209785.4858963;-35.57807855764607
1739209785.4859042;-35.57807855764607
1739209785.4859123;-38.13080360867914
1739209785.4859204;-38.13080360867914
1739209785.4859283;-38.13080360867914
1739209785.4859364;-35.57807855764607
1739209785.4859445;-45.120503652039325
1739209785.4859524;-35.57807855764607
1739209785.4859605;-45.120503652039325
1739209785.4859684;-45.120503652039325
1739209785.4859765;-38.13080360867914
1739209785.4859846;-38.13080360867914
1739209785.4859924;-45.120503652039325
1739209785.4860005;-45.120503652039325
1739209785.4860086;-45.120503652039325
1739209785.4860165;-45.120503652039325
1739209785.4860246;-38.13080360867914
1739209785.4860327;-35.57807855764607
1739209785.4860406;-38.13080360867914
1739209785.4860487;-45.120503652039325
1739209785.4860568;-38.13080360867914
1739209785.4860647;-31.141103565318893
1739209785.4860728;-38.13080360867914
1739209785.4860806;-45.120503652039325
1739209785.4860888;-38.13080360867914
1739209785.4860969;-35.57807855764607
1739209785.4861047;-45.120503652039325
1739209785.4861128;-45.120503652039325
1739209785.486121;-45.120503652039325
1739209785.4861288;-45.120503652039325
1739209785.486137;-45.120503652039325
1739209785.486145;-45.120503652039325
1739209785.486153;-45.120503652039325
1739209785.486161;-45.120503652039325
1739209785.486169;-38.13080360867914
1739209785.486177;-45.120503652039325
1739209785.486185;-45.120503652039325
1739209785.486193;-38.13080360867914
1739209785.486201;-45.120503652039325
1739209785.4862092;-45.120503652039325
1739209785.486217;-33.981070128970906
1739209785.4862251;-25.826314394896354
1739209785.4862332;-38.13080360867914
1739209785.486241;-38.13080360867914
1739209785.4862492;-45.120503652039325
1739209785.4862573;-35.57807855764607
1739209785.4862652;-38.13080360867914
1739209785.4862733;-45.120503652039325
1739209785.4862814;-45.120503652039325
1739209785.4862893;-38.13080360867914
1739209785.4862974;-33.981070128970906
1739209785.4863052;-32.816014438256545
1739209785.4863133;-38.13080360867914
1739209785.4863214;-45.120503652039325
1739209785.4863293;-45.120503652039325
1739209785.4863374;-38.13080360867914
1739209785.4863455;-38.13080360867914
1739209785.4863534;-45.120503652039325
1739209785.4863615;-38.13080360867914
1739209785.4863696;-35.57807855764607
1739209785.4863775;-45.120503652039325
1739209785.4863856;-45.120503652039325
1739209785.4863937;-45.120503652039325
1739209785.4864016;-45.120503652039325
1739209785.4864097;-45.120503652039325
1739209785.4864175;-31.141103565318915
1739209785.4864256;-32.816014438256545
1739209785.4864337;-38.13080360867914
1739209785.4864416;-45.120503652039325
1739209785.4864497;-38.13080360867914
1739209785.4864578;-38.13080360867914
1739209785.4864657;-38.13080360867914
1739209785.4864738;-33.981070128970906
1739209785.486482;-31.141103565318943
1739209785.4864898;-45.120503652039325
1739209785.4864979;-38.13080360867914
1739209785.486506;-38.13080360867914
1739209785.4865139;-45.120503652039325
1739209785.486522;-38.13080360867914
1739209785.4865298;-35.57807855764607
1739209785.486538;-38.13080360867914
1739209785.486546;-28.992665084841942
1739209785.486554;-35.57807855764607
1739209785.486562;-38.13080360867914
1739209785.4865701;-38.13080360867914
1739209785.486578;-45.120503652039325
1739209785.486586;-45.120503652039325
1739209785.4865942;-38.13080360867914
1739209785.486602;-45.120503652039325
1739209785.4866102;-38.13080360867914
1739209785.4866183;-45.120503652039325
1739209785.4866261;-45.120503652039325
1739209785.4866343;-45.120503652039325
1739209785.4866421;-38.13080360867914
1739209785.4866502;-35.57807855764607
1739209785.4866583;-45.120503652039325
1739209785.4866662;-38.13080360867914
1739209785.4866743;-45.120503652039325
1739209785.4866824;-45.120503652039325
1739209785.4866903;-45.120503652039325
1739209785.4866984;-38.13080360867914
1739209785.4867065;-38.13080360867914
1739209785.4867144;-38.13080360867914
1739209785.4867225;-45.120503652039325
1739209785.4867306;-38.13080360867914
1739209785.4867384;-32.816014438256545
1739209785.4867465;-38.13080360867914
1739209785.4867544;-45.120503652039325
1739209785.4867625;-38.13080360867914
1739209785.4867706;-35.57807855764607
1739209785.4867785;-38.13080360867914
1739209785.4867866;-38.13080360867914
1739209785.4867947;-38.13080360867914
1739209785.4868026;-35.57807855764607
1739209785.4868107;-38.13080360867914
1739209785.4868188;-38.13080360867914
1739209785.4868267;-38.13080360867914
1739209785.4868348;-45.120503652039325
1739209785.4868429;-45.120503652039325
1739209785.4868507;-38.13080360867914
1739209785.4868588;-38.13080360867914
1739209785.4868667;-45.120503652039325
1739209785.4868748;-38.13080360867914
1739209785.486883;-38.13080360867914
1739209785.4868908;-45.120503652039325
1739209785.486899;-45.120503652039325
1739209785.486907;-38.13080360867914
1739209785.4869149;-32.816014438256545
1739209785.486923;-45.120503652039325
1739209785.486931;-45.120503652039325
1739209785.486939;-28.992665084841942
1739209785.486947;-35.57807855764607
1739209785.4869552;-38.13080360867914
1739209785.486963;-45.120503652039325
1739209785.4869711;-31.141103565318915
1739209785.486979;-35.57807855764607
1739209785.486987;-38.13080360867914
1739209785.4869952;-45.120503652039325
1739209785.487003;-38.13080360867914
1739209785.4870112;-38.13080360867914
1739209785.4870193;-38.13080360867914
1739209785.4870272;-45.120503652039325
1739209785.4870353;-45.120503652039325
1739209785.4870434;-38.13080360867914
1739209785.4870512;-35.57807855764607
1739209785.4870594;-35.57807855764607
1739209785.4870675;-45.120503652039325
1739209785.4870753;-38.13080360867914
1739209785.4870834;-35.57807855764607
1739209785.4870913;-45.120503652039325
1739209785.4870994;-33.981070128970906
1739209785.4871075;-45.120503652039325
1739209785.4871154;-45.120503652039325
1739209785.4871235;-38.13080360867914
1739209785.4871316;-35.57807855764607
1739209785.4871395;-38.13080360867914
1739209785.4871476;-45.120503652039325
1739209785.4871557;-45.120503652039325
1739209785.4871635;-45.120503652039325
1739209785.4871716;-45.120503652039325
1739209785.4871798;-38.13080360867914
1739209785.4871876;-38.13080360867914
1739209785.4871957;-33.981070128970956
1739209785.4872036;-45.120503652039325
1739209785.4872117;-33.981070128970906
1739209785.4872198;-38.13080360867914
1739209785.4872277;-45.120503652039325
1739209785.4872358;-38.13080360867914
1739209785.487244;-35.57807855764607
1739209785.4872518;-38.13080360867914
1739209785.4872599;-30.49652367304973
1739209785.487268;-32.816014438256545
1739209785.4872758;-45.120503652039325
1739209785.487284;-38.13080360867914
1739209785.487292;-38.13080360867914
1739209785.4873;-38.13080360867914
1739209785.487308;-38.13080360867914
1739209785.487316;-31.141103565318893
1739209785.487324;-45.120503652039325
1739209785.487332;-38.13080360867914
1739209785.48734;-38.13080360867914
1739209785.487348;-45.120503652039325
1739209785.4873562;-45.120503652039325
1739209785.487364;-45.120503652039325
1739209785.4873722;-45.120503652039325
1739209785.4873803;-45.120503652039325
1739209785.4873881;-38.13080360867914
1739209785.4873962;-35.57807855764607
1739209785.4874043;-45.120503652039325
1739209785.4874122;-45.120503652039325
1739209785.4874203;-38.13080360867914
1739209785.4874282;-38.13080360867914
1739209785.4874363;-45.120503652039325
1739209785.4874444;-45.120503652039325
1739209785.4874523;-33.981070128970906
1739209785.4874604;-31.141103565318893
1739209785.4874685;-38.13080360867914
1739209785.4874763;-45.120503652039325
1739209785.4874845;-31.141103565318915
1739209785.4874926;-30.49652367304973
1739209785.4875004;-45.120503652039325
1739209785.4875085;-45.120503652039325
1739209785.4875166;-45.120503652039325
1739209785.4875245;-45.120503652039325
1739209785.4875326;-45.120503652039325
1739209785.4875405;-45.120503652039325
1739209785.4875486;-45.120503652039325
1739209785.4875567;-45.120503652039325
1739209785.4875646;-38.13080360867914
1739209785.4875727;-45.120503652039325
1739209785.4875808;-30.49652367304973
1739209785.4875886;-26.991370085610736
1739209785.4875968;-45.120503652039325
1739209785.4876049;-45.120503652039325
1739209785.4876127;-35.57807855764607
1739209785.4876208;-35.57807855764607
1739209785.487629;-35.57807855764607
1739209785.4876368;-38.13080360867914
1739209785.487645;-38.13080360867914
1739209785.4876528;-38.13080360867914
1739209785.487661;-33.981070128970906
1739209785.487669;-38.13080360867914
1739209785.4876769;-38.13080360867914
1739209785.487685;-45.120503652039325
1739209785.487693;-38.13080360867914
1739209785.487701;-45.120503652039325
1739209785.487709;-35.57807855764607
1739209785.4877172;-26.991370085610736
1739209785.487725;-38.13080360867914
1739209785.4877331;-45.120503652039325
1739209785.4877412;-35.57807855764607
1739209785.487749;-32.816014438256545
1739209785.4877572;-45.120503652039325
1739209785.487765;-45.120503652039325
1739209785.4877732;-45.120503652039325
1739209785.4877813;-45.120503652039325
1739209785.4877892;-38.13080360867914
1739209785.4877973;-38.13080360867914
1739209785.4878054;-38.13080360867914
1739209785.4878132;-32.816014438256545
1739209785.4878213;-35.57807855764607
1739209785.4878294;-45.120503652039325
1739209785.4878373;-33.981070128970906
1739209785.4878454;-32.816014438256545
1739209785.4878535;-33.981070128970906
1739209785.4878614;-38.13080360867914
1739209785.4878695;-38.13080360867914
1739209785.4878774;-38.13080360867914
1739209785.4878855;-38.13080360867914
1739209785.4878936;-45.120503652039325
1739209785.4879014;-35.57807855764607
1739209785.4879096;-35.57807855764607
1739209785.4879177;-38.13080360867914
1739209785.4879255;-38.13080360867914
1739209785.4879336;-38.13080360867914
1739209785.4879417;-38.13080360867914
1739209785.4879496;-38.13080360867914
1739209785.4879577;-45.120503652039325
1739209785.4879656;-45.120503652039325
1739209785.4879737;-45.120503652039325
1739209785.4879818;-35.57807855764607
1739209785.4879897;-35.57807855764607
1739209785.4879978;-45.120503652039325
1739209785.4880059;-45.120503652039325
1739209785.4880137;-38.13080360867914
1739209785.4880219;-45.120503652039325
1739209785.48803;-45.120503652039325
1739209785.4880378;-33.981070128970906
1739209785.488046;-35.57807855764607
1739209785.488054;-38.13080360867914
1739209785.488062;-38.13080360867914
1739209785.48807;-31.141103565318893
1739209785.4880779;-38.13080360867914
1739209785.488086;-45.120503652039325
1739209785.488094;-35.57807855764607
1739209785.488102;-38.13080360867914
1739209785.48811;-45.120503652039325
1739209785.4881182;-38.13080360867914
1739209785.488126;-45.120503652039325
1739209785.4881341;-45.120503652039325
1739209785.4881423;-38.13080360867914
1739209785.4881501;-32.816014438256545
1739209785.4881582;-38.13080360867914
1739209785.4881663;-38.13080360867914
1739209785.4881742;-38.13080360867914
1739209785.4881823;-45.120503652039325
1739209785.4881902;-45.120503652039325
1739209785.4881983;-45.120503652039325
1739209785.4882064;-33.981070128970906
1739209785.4882143;-38.13080360867914
1739209785.4882224;-38.13080360867914
1739209785.4882305;-45.120503652039325
1739209785.4882383;-45.120503652039325
1739209785.4882464;-38.13080360867914
1739209785.4882545;-35.57807855764607
1739209785.4882624;-35.57807855764607
1739209785.4882705;-33.981070128970906
1739209785.4882786;-45.120503652039325
1739209785.4882865;-35.57807855764607
1739209785.4882946;-35.57807855764607
1739209785.4883025;-38.13080360867914
1739209785.4883106;-45.120503652039325
1739209785.4883187;-38.13080360867914
1739209785.4883265;-38.13080360867914
1739209785.4883347;-38.13080360867914
1739209785.4883428;-45.120503652039325
1739209785.4883506;-45.120503652039325
1739209785.4883587;-45.120503652039325
1739209785.4883668;-38.13080360867914
1739209785.4883747;-38.13080360867914
1739209785.4883828;-38.13080360867914
1739209785.488391;-38.13080360867914
1739209785.4883988;-38.13080360867914
1739209785.488407;-45.120503652039325
1739209785.4884148;-45.120503652039325
1739209785.4884229;-38.13080360867914
1739209785.488431;-35.57807855764607
1739209785.4884388;-45.120503652039325
1739209785.488447;-45.120503652039325
1739209785.488455;-38.13080360867914
1739209785.488463;-45.120503652039325
1739209785.488471;-45.120503652039325
1739209785.4884791;-38.13080360867914
1739209785.488487;-38.13080360867914
1739209785.488495;-45.120503652039325
1739209785.4885032;-45.120503652039325
1739209785.488511;-45.120503652039325
1739209785.4885192;-45.120503652039325
1739209785.488527;-38.13080360867914
1739209785.4885352;-45.120503652039325
1739209785.4885433;-45.120503652039325
1739209785.4885511;-38.13080360867914
1739209785.4885592;-33.981070128970906
1739209785.4885674;-35.57807855764607
1739209785.4885752;-38.13080360867914
1739209785.4885833;-38.13080360867914
1739209785.4885914;-38.13080360867914
1739209785.4885993;-38.13080360867914
1739209785.4886074;-35.57807855764607
1739209785.4886155;-35.57807855764607
1739209785.4886234;-38.13080360867914
1739209785.4886315;-38.13080360867914
1739209785.4886394;-38.13080360867914
1739209785.4886475;-45.120503652039325
1739209785.4886556;-38.13080360867914
1739209785.4886634;-45.120503652039325
1739209785.4886715;-45.120503652039325
1739209785.4886796;-45.120503652039325
1739209785.4886875;-28.992665084841942
1739209785.4886956;-38.13080360867914
1739209785.4887037;-45.120503652039325
1739209785.4887116;-45.120503652039325
1739209785.4887197;-38.13080360867914
1739209785.4887278;-38.13080360867914
1739209785.4887357;-45.120503652039325
1739209785.4887438;-38.13080360867914
1739209785.4887516;-38.13080360867914
1739209785.4887598;-45.120503652039325
1739209785.4887679;-38.13080360867914
1739209785.4887757;-45.120503652039325
1739209785.4887838;-45.120503652039325
1739209785.488792;-38.13080360867914
1739209785.4887998;-35.57807855764607
1739209785.488808;-45.120503652039325
1739209785.488816;-38.13080360867914
1739209785.488824;-35.57807855764607
1739209785.488832;-45.120503652039325
1739209785.48884;-45.120503652039325
1739209785.488848;-45.120503652039325
1739209785.488856;-45.120503652039325
1739209785.488864;-45.120503652039325
1739209785.488872;-45.120503652039325
1739209785.4888802;-30.49652367304973
1739209785.488888;-29.438486411369333
1739209785.4888961;-45.120503652039325
1739209785.4889042;-45.120503652039325
1739209785.488912;-38.13080360867914
1739209785.4889202;-45.120503652039325
1739209785.4889283;-45.120503652039325
1739209785.4889362;-38.13080360867914
1739209785.4889443;-45.120503652039325
1739209785.4889524;-45.120503652039325
1739209785.4889603;-45.120503652039325
1739209785.4889684;-38.13080360867914
1739209785.4889762;-38.13080360867914
1739209785.4889843;-38.13080360867914
1739209785.4889925;-38.13080360867914
1739209785.4890003;-38.13080360867914
1739209785.4890084;-35.57807855764607
1739209785.4890165;-38.13080360867914
1739209785.4890244;-38.13080360867914
1739209785.4890325;-38.13080360867914
1739209785.4890406;-45.120503652039325
1739209785.4890485;-45.120503652039325
1739209785.4890566;-33.981070128970906
1739209785.4890647;-33.981070128970906
1739209785.4890726;-33.981070128970906
1739209785.4890807;-38.13080360867914
1739209785.4890885;-45.120503652039325
1739209785.4890966;-45.120503652039325
1739209785.4891047;-35.57807855764607
1739209785.4891126;-38.13080360867914
1739209785.4891207;-45.120503652039325
1739209785.4891288;-32.816014438256545
1739209785.4891367;-45.120503652039325
1739209785.4891448;-45.120503652039325
1739209785.489153;-38.13080360867914
1739209785.4891608;-38.13080360867914
1739209785.489169;-45.120503652039325
1739209785.489177;-45.120503652039325
1739209785.4891849;-38.13080360867914
1739209785.489193;-45.120503652039325
1739209785.4892008;-38.13080360867914
1739209785.489209;-38.13080360867914
1739209785.489217;-38.13080360867914
1739209785.489225;-45.120503652039325
1739209785.489233;-38.13080360867914
1739209785.4892411;-45.120503652039325
1739209785.489249;-45.120503652039325
1739209785.489257;-38.13080360867914
1739209785.4892652;-38.13080360867914
1739209785.489273;-38.13080360867914
1739209785.4892812;-45.120503652039325
1739209785.4892893;-45.120503652039325
1739209785.4892972;-33.981070128970906
1739209785.4893053;-45.120503652039325
1739209785.4893131;-45.120503652039325
1739209785.4893212;-45.120503652039325
1739209785.4893293;-38.13080360867914
1739209785.4893372;-33.981070128970906
1739209785.4893453;-33.981070128970906
1739209785.4893534;-45.120503652039325
1739209785.4893613;-45.120503652039325
1739209785.4893694;-45.120503652039325
1739209785.4893775;-45.120503652039325
1739209785.4893854;-45.120503652039325
1739209785.4893935;-38.13080360867914
1739209785.4894016;-38.13080360867914
1739209785.4894094;-38.13080360867914
1739209785.4894176;-45.120503652039325
1739209785.4894254;-38.13080360867914
1739209785.4894335;-32.816014438256545
1739209785.4894416;-38.13080360867914
1739209785.4894495;-45.120503652039325
1739209785.4894576;-38.13080360867914
1739209785.4894657;-33.981070128970906
1739209785.4894736;-31.141103565318915
1739209785.4894817;-45.120503652039325
1739209785.4894898;-45.120503652039325
1739209785.4894977;-45.120503652039325
1739209785.4895058;-45.120503652039325
1739209785.4895139;-45.120503652039325
1739209785.4895217;-45.120503652039325
1739209785.4895298;-38.13080360867914
1739209785.4895377;-38.13080360867914
1739209785.4895458;-38.13080360867914
1739209785.489554;-45.120503652039325
1739209785.4895618;-45.120503652039325
1739209785.48957;-33.981070128970906
1739209785.489578;-38.13080360867914
1739209785.4895859;-45.120503652039325
1739209785.489594;-45.120503652039325
1739209785.489602;-38.13080360867914
1739209785.48961;-38.13080360867914
1739209785.489618;-45.120503652039325
1739209785.4896262;-45.120503652039325
1739209785.489634;-38.13080360867914
1739209785.4896421;-38.13080360867914
1739209785.48965;-38.13080360867914
1739209785.489658;-38.13080360867914
1739209785.4896662;-45.120503652039325
1739209785.489674;-32.816014438256545
1739209785.4896822;-45.120503652039325
1739209785.4896903;-45.120503652039325
1739209785.4896982;-38.13080360867914
1739209785.4897063;-35.57807855764607
1739209785.4897144;-38.13080360867914
1739209785.4897223;-38.13080360867914
1739209785.4897304;-33.981070128970906
1739209785.4897385;-38.13080360867914
1739209785.4897463;-45.120503652039325
1739209785.4897544;-45.120503652039325
1739209785.4897623;-38.13080360867914
1739209785.4897704;-38.13080360867914
1739209785.4897785;-38.13080360867914
1739209785.4897864;-38.13080360867914
1739209785.4897945;-31.141103565318915
1739209785.4898026;-32.816014438256545
1739209785.4898105;-38.13080360867914
1739209785.4898186;-38.13080360867914
1739209785.4898267;-38.13080360867914
1739209785.4898345;-33.981070128970906
1739209785.4898427;-38.13080360867914
1739209785.4898508;-38.13080360867914
1739209785.4898586;-28.992665084841942
1739209785.4898667;-35.57807855764607
1739209785.4898746;-45.120503652039325
1739209785.4898827;-45.120503652039325
1739209785.4898908;-38.13080360867914
1739209785.4898987;-38.13080360867914
1739209785.4899068;-45.120503652039325
1739209785.489915;-45.120503652039325
1739209785.4899228;-29.438486411369347
1739209785.4899309;-35.57807855764607
1739209785.489939;-38.13080360867914
1739209785.4899468;-45.120503652039325
1739209785.489955;-38.13080360867914
1739209785.489963;-38.13080360867914
1739209785.489971;-45.120503652039325
1739209785.489979;-45.120503652039325
1739209785.489987;-31.141103565318915
1739209785.489995;-45.120503652039325
1739209785.490003;-38.13080360867914
1739209785.490011;-38.13080360867914
1739209785.490019;-38.13080360867914
1739209785.4900272;-35.57807855764607
1739209785.490035;-45.120503652039325
1739209785.4900432;-38.13080360867914
1739209785.4900513;-45.120503652039325
1739209785.4900591;-33.981070128970906
1739209785.4900672;-33.981070128970906
1739209785.490075;-38.13080360867914
1739209785.4900832;-38.13080360867914
1739209785.4900913;-45.120503652039325
1739209785.4900992;-38.13080360867914
