CAN Message; 0x1d3:0000cb38aff3e14d
1739209621.2338107;-45.120503652039325
1739209621.2338154;-38.13080360867914
1739209621.2338204;-45.120503652039325
1739209621.2338252;-38.13080360867914
1739209621.2338302;-45.120503652039325
1739209621.233835;-45.120503652039325
1739209621.23384;-35.57807855764607
1739209621.2338448;-45.120503652039325
1739209621.2338498;-45.120503652039325
1739209621.2338545;-45.120503652039325
1739209621.2338593;-38.13080360867914
1739209621.2338643;-38.13080360867914
1739209621.233869;-45.120503652039325
1739209621.233874;-35.57807855764607
1739209621.2338789;-45.120503652039325
1739209621.2338839;-45.120503652039325
1739209621.2338886;-45.120503652039325
1739209621.2338936;-38.13080360867914
1739209621.2338984;-45.120503652039325
1739209621.2339032;-30.49652367304973
1739209621.2339082;-38.13080360867914
1739209621.233913;-38.13080360867914
1739209621.233918;-38.13080360867914
1739209621.2339227;-38.13080360867914
1739209621.2339277;-38.13080360867914
1739209621.2339325;-33.981070128970906
1739209621.2339375;-45.120503652039325
1739209621.2339423;-31.141103565318915
1739209621.233947;-31.141103565318915
1739209621.233952;-33.981070128970906
1739209621.2339568;-33.981070128970906
1739209621.2339618;-33.981070128970906
1739209621.2339666;-45.120503652039325
1739209621.2339716;-45.120503652039325
1739209621.2339764;-32.816014438256545
1739209621.2339811;-38.13080360867914
1739209621.2339861;-38.13080360867914
1739209621.233991;-38.13080360867914
1739209621.233996;-45.120503652039325
1739209621.2340007;-45.120503652039325
1739209621.2340057;-45.120503652039325
1739209621.2340105;-45.120503652039325
1739209621.2340155;-38.13080360867914
1739209621.2340202;-35.57807855764607
1739209621.234025;-38.13080360867914
1739209621.23403;-45.120503652039325
1739209621.2340348;-45.120503652039325
1739209621.2340398;-45.120503652039325
1739209621.2340446;-45.120503652039325
1739209621.2340496;-38.13080360867914
1739209621.2340543;-32.816014438256545
1739209621.2340593;-35.57807855764607
1739209621.234064;-38.13080360867914
1739209621.2340689;-45.120503652039325
1739209621.2340739;-35.57807855764607
1739209621.2340786;-33.981070128970906
1739209621.2340837;-45.120503652039325
1739209621.2340884;-45.120503652039325
1739209621.2340934;-32.816014438256545
1739209621.2340982;-38.13080360867914
1739209621.234103;-38.13080360867914
1739209621.234108;-38.13080360867914
1739209621.2341127;-35.57807855764607
1739209621.2341177;-38.13080360867914
1739209621.2341225;-38.13080360867914
1739209621.2341275;-35.57807855764607
1739209621.2341323;-38.13080360867914
1739209621.2341373;-38.13080360867914
1739209621.234142;-38.13080360867914
1739209621.2341468;-38.13080360867914
1739209621.2341518;-38.13080360867914
1739209621.2341566;-45.120503652039325
1739209621.2341616;-45.120503652039325
1739209621.2341664;-45.120503652039325
1739209621.2341714;-38.13080360867914
1739209621.2341762;-45.120503652039325
1739209621.2341812;-45.120503652039325
1739209621.234186;-45.120503652039325
1739209621.2341907;-38.13080360867914
1739209621.2341957;-38.13080360867914
1739209621.2342005;-35.57807855764607
1739209621.2342055;-38.13080360867914
1739209621.2342103;-38.13080360867914
1739209621.2342153;-45.120503652039325
1739209621.23422;-32.816014438256545
1739209621.2342248;-35.57807855764607
1739209621.2342298;-45.120503652039325
1739209621.2342346;-38.13080360867914
1739209621.2342396;-38.13080360867914
1739209621.2342443;-35.57807855764607
1739209621.2342494;-45.120503652039325
1739209621.2342541;-38.13080360867914
1739209621.2342591;-38.13080360867914
1739209621.234264;-45.120503652039325
1739209621.2342687;-45.120503652039325
1739209621.2342737;-38.13080360867914
1739209621.2342784;-38.13080360867914
1739209621.2342834;-45.120503652039325
1739209621.2342882;-38.13080360867914
1739209621.2342932;-45.120503652039325
1739209621.234298;-32.816014438256545
1739209621.234303;-33.981070128970906
1739209621.2343078;-45.120503652039325
1739209621.2343125;-45.120503652039325
1739209621.2343175;-33.981070128970906
1739209621.2343223;-38.13080360867914
1739209621.2343273;-45.120503652039325
1739209621.234332;-38.13080360867914
1739209621.234337;-33.981070128970906
1739209621.2343419;-38.13080360867914
1739209621.2343466;-45.120503652039325
1739209621.2343516;-38.13080360867914
1739209621.2343564;-45.120503652039325
1739209621.2343614;-38.13080360867914
1739209621.2343662;-33.981070128970906
1739209621.2343712;-38.13080360867914
1739209621.234376;-45.120503652039325
1739209621.234381;-45.120503652039325
1739209621.2343857;-45.120503652039325
1739209621.2343905;-45.120503652039325
1739209621.2343955;-45.120503652039325
1739209621.2344003;-38.13080360867914
1739209621.2344053;-38.13080360867914
1739209621.23441;-45.120503652039325
1739209621.234415;-28.992665084841942
1739209621.2344198;-27.267205301931607
1739209621.2344248;-38.13080360867914
1739209621.2344296;-38.13080360867914
1739209621.2344344;-45.120503652039325
1739209621.2344394;-38.13080360867914
1739209621.2344441;-38.13080360867914
1739209621.2344491;-33.981070128970906
1739209621.234454;-45.120503652039325
1739209621.234459;-32.81601443825658
1739209621.2344637;-38.13080360867914
1739209621.2344687;-45.120503652039325
1739209621.2344735;-45.120503652039325
1739209621.2344782;-38.13080360867914
1739209621.2344832;-33.981070128970906
1739209621.234488;-45.120503652039325
1739209621.234493;-38.13080360867914
1739209621.2344978;-33.981070128970906
1739209621.2345028;-35.57807855764607
1739209621.2345076;-38.13080360867914
1739209621.2345123;-45.120503652039325
1739209621.2345173;-38.13080360867914
1739209621.234522;-45.120503652039325
1739209621.234527;-38.13080360867914
1739209621.2345319;-45.120503652039325
1739209621.234537;-38.13080360867914
1739209621.2345417;-35.57807855764607
1739209621.2345467;-38.13080360867914
1739209621.2345514;-45.120503652039325
1739209621.2345562;-45.120503652039325
1739209621.2345612;-45.120503652039325
1739209621.234566;-38.13080360867914
1739209621.234571;-45.120503652039325
1739209621.2345757;-45.120503652039325
1739209621.2345808;-35.57807855764607
1739209621.2345855;-38.13080360867914
1739209621.2345905;-45.120503652039325
1739209621.2345953;-33.981070128970906
1739209621.2346;-45.120503652039325
1739209621.234605;-45.120503652039325
1739209621.2346098;-45.120503652039325
1739209621.2346148;-31.141103565318915
1739209621.2346196;-45.120503652039325
1739209621.2346246;-45.120503652039325
1739209621.2346294;-45.120503652039325
1739209621.2346342;-45.120503652039325
1739209621.2346392;-32.816014438256545
1739209621.234644;-38.13080360867914
1739209621.234649;-45.120503652039325
1739209621.2346537;-29.438486411369347
1739209621.2346587;-38.13080360867914
1739209621.2346635;-38.13080360867914
1739209621.2346685;-45.120503652039325
1739209621.2346733;-38.13080360867914
1739209621.234678;-38.13080360867914
1739209621.234683;-38.13080360867914
1739209621.2346878;-45.120503652039325
1739209621.2346928;-31.141103565318915
1739209621.2346976;-38.13080360867914
1739209621.2347026;-45.120503652039325
1739209621.2347074;-45.120503652039325
1739209621.2347124;-38.13080360867914
1739209621.2347171;-35.57807855764607
1739209621.234722;-38.13080360867914
1739209621.234727;-45.120503652039325
1739209621.2347317;-33.981070128970906
1739209621.2347367;-38.13080360867914
1739209621.2347414;-38.13080360867914
1739209621.2347465;-45.120503652039325
1739209621.2347512;-45.120503652039325
1739209621.234756;-45.120503652039325
1739209621.234761;-38.13080360867914
1739209621.2347658;-38.13080360867914
1739209621.2347708;-38.13080360867914
1739209621.2347755;-45.120503652039325
1739209621.2347806;-38.13080360867914
1739209621.2347853;-35.57807855764607
1739209621.2347903;-35.57807855764607
1739209621.234795;-38.13080360867914
1739209621.2347999;-45.120503652039325
1739209621.2348049;-35.57807855764607
1739209621.2348096;-38.13080360867914
1739209621.2348146;-33.981070128970906
1739209621.2348194;-35.57807855764607
1739209621.2348244;-45.120503652039325
1739209621.2348292;-33.981070128970906
1739209621.2348342;-38.13080360867914
1739209621.234839;-45.120503652039325
1739209621.2348437;-35.57807855764607
1739209621.2348487;-33.981070128970906
1739209621.2348535;-38.13080360867914
1739209621.2348585;-45.120503652039325
1739209621.2348633;-38.13080360867914
1739209621.2348683;-35.57807855764607
1739209621.234873;-45.120503652039325
1739209621.234878;-38.13080360867914
1739209621.2348828;-38.13080360867914
1739209621.2348876;-38.13080360867914
1739209621.2348926;-38.13080360867914
1739209621.2348974;-38.13080360867914
1739209621.2349024;-45.120503652039325
1739209621.2349072;-45.120503652039325
1739209621.2349122;-32.816014438256545
1739209621.234917;-33.981070128970906
1739209621.2349217;-38.13080360867914
1739209621.2349267;-38.13080360867914
1739209621.2349315;-35.57807855764607
1739209621.2349365;-33.981070128970906
1739209621.2349412;-38.13080360867914
1739209621.2349463;-38.13080360867914
1739209621.234951;-38.13080360867914
1739209621.234956;-32.816014438256545
1739209621.2349608;-38.13080360867914
1739209621.2349656;-33.981070128970906
1739209621.2349706;-45.120503652039325
1739209621.2349753;-38.13080360867914
1739209621.2349803;-32.816014438256545
1739209621.234985;-35.57807855764607
1739209621.2349901;-45.120503652039325
1739209621.234995;-38.13080360867914
1739209621.235;-35.57807855764607
1739209621.2350047;-45.120503652039325
1739209621.2350094;-35.57807855764607
1739209621.2350144;-38.13080360867914
1739209621.2350192;-38.13080360867914
1739209621.2350242;-45.120503652039325
1739209621.235029;-38.13080360867914
1739209621.235034;-38.13080360867914
1739209621.2350388;-45.120503652039325
1739209621.2350435;-38.13080360867914
1739209621.2350485;-45.120503652039325
1739209621.2350533;-45.120503652039325
1739209621.2350583;-45.120503652039325
1739209621.235063;-38.13080360867914
1739209621.235068;-45.120503652039325
1739209621.2350729;-45.120503652039325
1739209621.2350779;-45.120503652039325
1739209621.2350826;-45.120503652039325
1739209621.2350874;-33.981070128970906
1739209621.2350924;-38.13080360867914
1739209621.2350972;-45.120503652039325
1739209621.2351022;-38.13080360867914
1739209621.235107;-32.816014438256545
1739209621.235112;-38.13080360867914
1739209621.2351167;-45.120503652039325
1739209621.2351217;-33.981070128970906
1739209621.2351265;-45.120503652039325
1739209621.2351313;-45.120503652039325
1739209621.2351363;-38.13080360867914
1739209621.235141;-38.13080360867914
1739209621.235146;-38.13080360867914
1739209621.2351508;-45.120503652039325
1739209621.2351558;-45.120503652039325
1739209621.2351606;-45.120503652039325
1739209621.2351654;-35.57807855764607
1739209621.2351704;-35.57807855764607
1739209621.2351751;-45.120503652039325
1739209621.2351801;-45.120503652039325
1739209621.235185;-31.141103565318893
1739209621.23519;-38.13080360867914
1739209621.2351947;-45.120503652039325
1739209621.2351997;-45.120503652039325
1739209621.2352045;-31.141103565318893
1739209621.2352092;-38.13080360867914
1739209621.2352142;-45.120503652039325
1739209621.235219;-38.13080360867914
1739209621.235224;-45.120503652039325
1739209621.2352288;-38.13080360867914
1739209621.2352338;-45.120503652039325
1739209621.2352386;-38.13080360867914
1739209621.2352436;-45.120503652039325
1739209621.2352483;-45.120503652039325
1739209621.235253;-45.120503652039325
1739209621.235258;-45.120503652039325
1739209621.2352629;-31.141103565318893
1739209621.2352679;-38.13080360867914
1739209621.2352726;-35.57807855764607
1739209621.2352777;-45.120503652039325
1739209621.2352824;-32.816014438256545
1739209621.2352872;-31.141103565318915
1739209621.2352922;-45.120503652039325
1739209621.235297;-38.13080360867914
1739209621.235302;-38.13080360867914
1739209621.2353067;-38.13080360867914
1739209621.2353117;-45.120503652039325
1739209621.2353165;-33.981070128970906
1739209621.2353215;-33.981070128970906
1739209621.2353263;-45.120503652039325
1739209621.235331;-45.120503652039325
1739209621.235336;-45.120503652039325
1739209621.2353408;-38.13080360867914
1739209621.2353458;-45.120503652039325
1739209621.2353506;-45.120503652039325
1739209621.2353556;-38.13080360867914
1739209621.2353604;-31.141103565318915
1739209621.2353654;-31.141103565318915
1739209621.2353702;-38.13080360867914
1739209621.235375;-35.57807855764607
1739209621.23538;-45.120503652039325
1739209621.2353847;-38.13080360867914
1739209621.2353897;-32.816014438256545
1739209621.2353945;-38.13080360867914
1739209621.2353995;-45.120503652039325
1739209621.2354043;-25.826314394896354
1739209621.2354093;-38.13080360867914
1739209621.235414;-38.13080360867914
1739209621.2354188;-45.120503652039325
1739209621.2354238;-45.120503652039325
1739209621.2354286;-33.981070128970906
1739209621.2354336;-38.13080360867914
1739209621.2354383;-38.13080360867914
1739209621.2354434;-31.141103565318915
1739209621.2354481;-45.120503652039325
1739209621.235453;-45.120503652039325
1739209621.235458;-38.13080360867914
1739209621.2354627;-45.120503652039325
1739209621.2354677;-45.120503652039325
1739209621.2354724;-45.120503652039325
1739209621.2354774;-38.13080360867914
1739209621.2354822;-30.49652367304973
1739209621.2354872;-38.13080360867914
1739209621.235492;-45.120503652039325
1739209621.2354968;-45.120503652039325
1739209621.2355018;-45.120503652039325
1739209621.2355065;-45.120503652039325
1739209621.2355115;-45.120503652039325
1739209621.2355163;-38.13080360867914
1739209621.2355213;-31.141103565318915
1739209621.235526;-45.120503652039325
1739209621.235531;-38.13080360867914
1739209621.2355359;-38.13080360867914
1739209621.2355406;-33.981070128970906
1739209621.2355456;-45.120503652039325
1739209621.2355504;-38.13080360867914
1739209621.2355554;-38.13080360867914
1739209621.2355602;-45.120503652039325
1739209621.2355652;-38.13080360867914
1739209621.23557;-38.13080360867914
1739209621.2355747;-38.13080360867914
1739209621.2355797;-45.120503652039325
1739209621.2355845;-45.120503652039325
1739209621.2355895;-38.13080360867914
1739209621.2355943;-45.120503652039325
1739209621.2355993;-35.57807855764607
1739209621.235604;-45.120503652039325
1739209621.235609;-45.120503652039325
1739209621.2356138;-45.120503652039325
1739209621.2356186;-45.120503652039325
1739209621.2356236;-45.120503652039325
1739209621.2356284;-45.120503652039325
1739209621.2356334;-38.13080360867914
1739209621.2356381;-33.981070128970906
1739209621.2356431;-38.13080360867914
1739209621.235648;-38.13080360867914
1739209621.235653;-45.120503652039325
1739209621.2356577;-38.13080360867914
1739209621.2356625;-38.13080360867914
1739209621.2356675;-45.120503652039325
1739209621.2356722;-38.13080360867914
1739209621.2356772;-31.141103565318915
1739209621.235682;-33.981070128970906
1739209621.235687;-38.13080360867914
1739209621.2356918;-45.120503652039325
1739209621.2356966;-38.13080360867914
1739209621.2357016;-38.13080360867914
1739209621.2357063;-45.120503652039325
1739209621.2357113;-33.981070128970906
1739209621.235716;-30.49652367304973
1739209621.235721;-38.13080360867914
1739209621.2357259;-33.981070128970906
1739209621.235731;-45.120503652039325
1739209621.2357357;-38.13080360867914
1739209621.2357404;-38.13080360867914
1739209621.2357454;-45.120503652039325
1739209621.2357502;-45.120503652039325
1739209621.2357552;-28.992665084841942
1739209621.23576;-28.992665084841942
1739209621.235765;-45.120503652039325
1739209621.2357697;-45.120503652039325
1739209621.2357748;-38.13080360867914
1739209621.2357795;-45.120503652039325
1739209621.2357843;-45.120503652039325
1739209621.2357893;-45.120503652039325
1739209621.235794;-38.13080360867914
1739209621.235799;-45.120503652039325
1739209621.2358038;-45.120503652039325
1739209621.2358088;-45.120503652039325
1739209621.2358136;-45.120503652039325
1739209621.2358186;-35.57807855764607
1739209621.2358234;-45.120503652039325
1739209621.2358282;-45.120503652039325
1739209621.2358332;-38.13080360867914
1739209621.235838;-35.57807855764607
1739209621.235843;-38.13080360867914
1739209621.2358477;-45.120503652039325
1739209621.2358527;-45.120503652039325
1739209621.2358575;-45.120503652039325
1739209621.2358623;-38.13080360867914
1739209621.2358673;-38.13080360867914
1739209621.235872;-38.13080360867914
1739209621.235877;-45.120503652039325
1739209621.2358818;-45.120503652039325
1739209621.2358868;-45.120503652039325
1739209621.2358916;-45.120503652039325
1739209621.2358966;-45.120503652039325
1739209621.2359014;-45.120503652039325
1739209621.2359061;-45.120503652039325
1739209621.2359111;-38.13080360867914
1739209621.235916;-45.120503652039325
1739209621.235921;-45.120503652039325
1739209621.2359257;-45.120503652039325
1739209621.2359307;-38.13080360867914
1739209621.2359354;-45.120503652039325
1739209621.2359405;-38.13080360867914
1739209621.2359452;-38.13080360867914
1739209621.23595;-38.13080360867914
1739209621.235955;-35.57807855764607
1739209621.2359598;-38.13080360867914
1739209621.2359648;-45.120503652039325
1739209621.2359695;-33.981070128970906
1739209621.2359746;-45.120503652039325
1739209621.2359793;-45.120503652039325
1739209621.235984;-35.57807855764607
1739209621.235989;-45.120503652039325
1739209621.2359939;-45.120503652039325
1739209621.2359989;-45.120503652039325
1739209621.2360036;-45.120503652039325
1739209621.2360086;-45.120503652039325
1739209621.2360134;-45.120503652039325
1739209621.2360184;-35.57807855764607
1739209621.2360232;-38.13080360867914
1739209621.236028;-38.13080360867914
1739209621.236033;-35.57807855764607
1739209621.2360377;-38.13080360867914
1739209621.2360427;-38.13080360867914
1739209621.2360475;-45.120503652039325
1739209621.2360525;-45.120503652039325
1739209621.2360573;-45.120503652039325
1739209621.2360623;-38.13080360867914
1739209621.236067;-38.13080360867914
1739209621.2360718;-38.13080360867914
1739209621.2360768;-35.57807855764607
1739209621.2360816;-38.13080360867914
1739209621.2360866;-45.120503652039325
1739209621.2360914;-38.13080360867914
1739209621.2360964;-45.120503652039325
1739209621.2361012;-35.57807855764607
1739209621.236106;-38.13080360867914
1739209621.236111;-45.120503652039325
1739209621.2361157;-45.120503652039325
1739209621.2361207;-45.120503652039325
1739209621.2361255;-45.120503652039325
1739209621.2361305;-45.120503652039325
1739209621.2361352;-38.13080360867914
1739209621.2361403;-45.120503652039325
1739209621.236145;-38.13080360867914
1739209621.2361498;-45.120503652039325
1739209621.2361548;-45.120503652039325
1739209621.2361596;-45.120503652039325
1739209621.2361646;-38.13080360867914
1739209621.2361693;-32.816014438256545
1739209621.2361743;-38.13080360867914
1739209621.236179;-45.120503652039325
1739209621.2361841;-38.13080360867914
1739209621.236189;-35.57807855764607
1739209621.2361937;-33.981070128970906
1739209621.2361987;-45.120503652039325
1739209621.2362034;-45.120503652039325
1739209621.2362084;-45.120503652039325
1739209621.2362132;-33.981070128970906
1739209621.2362182;-45.120503652039325
1739209621.236223;-45.120503652039325
1739209621.236228;-35.57807855764607
1739209621.2362328;-45.120503652039325
1739209621.2362375;-45.120503652039325
1739209621.2362425;-45.120503652039325
1739209621.2362473;-35.57807855764607
1739209621.2362523;-38.13080360867914
1739209621.236257;-45.120503652039325
1739209621.236262;-45.120503652039325
1739209621.2362669;-45.120503652039325
1739209621.2362716;-33.981070128970906
1739209621.2362766;-45.120503652039325
1739209621.2362814;-45.120503652039325
1739209621.2362864;-45.120503652039325
1739209621.2362912;-38.13080360867914
1739209621.2362962;-38.13080360867914
1739209621.236301;-45.120503652039325
1739209621.236306;-45.120503652039325
1739209621.2363107;-38.13080360867914
1739209621.2363155;-38.13080360867914
1739209621.2363205;-45.120503652039325
1739209621.2363253;-35.57807855764607
1739209621.2363303;-38.13080360867914
1739209621.236335;-45.120503652039325
1739209621.23634;-38.13080360867914
1739209621.2363448;-38.13080360867914
1739209621.2363498;-33.981070128970906
1739209621.2363546;-38.13080360867914
1739209621.2363594;-38.13080360867914
1739209621.2363644;-35.57807855764607
1739209621.2363691;-38.13080360867914
1739209621.2363741;-38.13080360867914
1739209621.236379;-38.13080360867914
1739209621.236384;-45.120503652039325
1739209621.2363887;-45.120503652039325
1739209621.2363935;-35.57807855764607
1739209621.2363985;-38.13080360867914
1739209621.2364032;-45.120503652039325
1739209621.2364082;-45.120503652039325
1739209621.236413;-35.57807855764607
1739209621.236418;-38.13080360867914
1739209621.2364228;-45.120503652039325
1739209621.2364278;-33.981070128970906
1739209621.2364326;-38.13080360867914
1739209621.2364373;-38.13080360867914
1739209621.2364423;-45.120503652039325
1739209621.236447;-38.13080360867914
1739209621.236452;-35.57807855764607
1739209621.2364569;-38.13080360867914
1739209621.2364619;-38.13080360867914
1739209621.2364666;-30.49652367304973
1739209621.2364717;-38.13080360867914
1739209621.2364764;-35.57807855764607
1739209621.2364812;-45.120503652039325
1739209621.2364862;-38.13080360867914
1739209621.236491;-38.13080360867914
1739209621.236496;-38.13080360867914
1739209621.2365007;-45.120503652039325
1739209621.2365057;-29.438486411369347
1739209621.2365105;-33.981070128970906
1739209621.2365153;-38.13080360867914
1739209621.2365203;-45.120503652039325
1739209621.236525;-38.13080360867914
1739209621.23653;-38.13080360867914
1739209621.2365348;-38.13080360867914
1739209621.2365398;-45.120503652039325
1739209621.2365446;-45.120503652039325
1739209621.2365496;-32.816014438256545
1739209621.2365544;-38.13080360867914
1739209621.2365592;-45.120503652039325
1739209621.2365642;-38.13080360867914
1739209621.236569;-35.57807855764607
1739209621.236574;-38.13080360867914
1739209621.2365787;-45.120503652039325
1739209621.2365837;-45.120503652039325
1739209621.2365885;-38.13080360867914
1739209621.2365935;-38.13080360867914
1739209621.2365983;-45.120503652039325
1739209621.236603;-45.120503652039325
1739209621.236608;-45.120503652039325
1739209621.2366128;-45.120503652039325
