CAN Message; 0x1bb:00000c26a370e69b
1739209629.3395312;-45.120503652039325
1739209629.3395388;-38.13080360867914
1739209629.3395464;-32.816014438256545
1739209629.3395543;-38.13080360867914
1739209629.339562;-38.13080360867914
1739209629.3395696;-35.57807855764607
1739209629.3395772;-35.57807855764607
1739209629.339585;-38.13080360867914
1739209629.3395927;-45.120503652039325
1739209629.3396003;-38.13080360867914
1739209629.339608;-28.992665084841942
1739209629.3396158;-38.13080360867914
1739209629.3396235;-38.13080360867914
1739209629.339631;-45.120503652039325
1739209629.3396387;-38.13080360867914
1739209629.3396466;-38.13080360867914
1739209629.3396542;-45.120503652039325
1739209629.3396618;-45.120503652039325
1739209629.3396695;-33.981070128970906
1739209629.3396773;-33.981070128970906
1739209629.339685;-38.13080360867914
1739209629.3396926;-38.13080360867914
1739209629.3397002;-45.120503652039325
1739209629.339708;-38.13080360867914
1739209629.3397157;-38.13080360867914
1739209629.3397233;-35.57807855764607
1739209629.339731;-33.981070128970906
1739209629.3397388;-31.141103565318915
1739209629.3397465;-38.13080360867914
1739209629.339754;-45.120503652039325
1739209629.3397617;-38.13080360867914
1739209629.3397696;-45.120503652039325
1739209629.3397772;-33.981070128970906
1739209629.3397849;-35.57807855764607
1739209629.3397925;-31.141103565318915
1739209629.3398004;-33.981070128970906
1739209629.339808;-38.13080360867914
1739209629.3398156;-45.120503652039325
1739209629.3398232;-38.13080360867914
1739209629.339831;-45.120503652039325
1739209629.3398387;-45.120503652039325
1739209629.3398464;-38.13080360867914
1739209629.339854;-33.981070128970906
1739209629.3398619;-31.141103565318915
1739209629.3398695;-38.13080360867914
1739209629.3398771;-45.120503652039325
1739209629.3398848;-38.13080360867914
1739209629.3398924;-45.120503652039325
1739209629.3399003;-45.120503652039325
1739209629.339908;-45.120503652039325
1739209629.3399155;-45.120503652039325
1739209629.3399231;-45.120503652039325
1739209629.339931;-45.120503652039325
1739209629.3399386;-45.120503652039325
1739209629.3399463;-45.120503652039325
1739209629.339954;-35.57807855764607
1739209629.3399618;-38.13080360867914
1739209629.3399694;-45.120503652039325
1739209629.339977;-45.120503652039325
1739209629.3399847;-35.57807855764607
1739209629.3399925;-38.13080360867914
1739209629.3400002;-45.120503652039325
1739209629.3400078;-45.120503652039325
1739209629.3400154;-35.57807855764607
1739209629.3400233;-33.981070128970906
1739209629.340031;-45.120503652039325
1739209629.3400385;-38.13080360867914
1739209629.3400462;-31.141103565318915
1739209629.340054;-38.13080360867914
1739209629.3400617;-45.120503652039325
1739209629.3400693;-38.13080360867914
1739209629.340077;-38.13080360867914
1739209629.3400848;-38.13080360867914
1739209629.3400924;-45.120503652039325
1739209629.3401;-45.120503652039325
1739209629.3401077;-38.13080360867914
1739209629.3401155;-33.981070128970906
1739209629.3401232;-45.120503652039325
1739209629.3401308;-45.120503652039325
1739209629.3401384;-30.49652367304973
1739209629.3401463;-35.57807855764607
1739209629.340154;-45.120503652039325
1739209629.3401616;-45.120503652039325
1739209629.3401692;-35.57807855764607
1739209629.340177;-38.13080360867914
1739209629.3401847;-45.120503652039325
1739209629.3401923;-45.120503652039325
1739209629.3402;-38.13080360867914
1739209629.3402078;-35.57807855764607
1739209629.3402154;-45.120503652039325
1739209629.340223;-38.13080360867914
1739209629.3402307;-45.120503652039325
1739209629.3402386;-45.120503652039325
1739209629.3402462;-45.120503652039325
1739209629.3402538;-38.13080360867914
1739209629.3402615;-38.13080360867914
1739209629.3402693;-45.120503652039325
1739209629.340277;-45.120503652039325
1739209629.3402846;-45.120503652039325
1739209629.3402922;-32.816014438256545
1739209629.3403;-35.57807855764607
1739209629.3403077;-45.120503652039325
1739209629.3403153;-45.120503652039325
1739209629.340323;-45.120503652039325
1739209629.3403308;-33.981070128970906
1739209629.3403385;-45.120503652039325
1739209629.340346;-45.120503652039325
1739209629.3403537;-38.13080360867914
1739209629.3403616;-45.120503652039325
1739209629.3403692;-45.120503652039325
1739209629.3403769;-45.120503652039325
1739209629.3403845;-45.120503652039325
1739209629.3403924;-45.120503652039325
1739209629.3404;-45.120503652039325
1739209629.3404076;-38.13080360867914
1739209629.3404152;-38.13080360867914
1739209629.340423;-45.120503652039325
1739209629.3404307;-38.13080360867914
1739209629.3404384;-38.13080360867914
1739209629.340446;-30.49652367304973
1739209629.3404539;-38.13080360867914
1739209629.3404615;-45.120503652039325
1739209629.3404691;-38.13080360867914
1739209629.3404768;-35.57807855764607
1739209629.3404846;-31.141103565318915
1739209629.3404922;-45.120503652039325
1739209629.3404999;-45.120503652039325
1739209629.3405075;-45.120503652039325
1739209629.3405154;-45.120503652039325
1739209629.340523;-45.120503652039325
1739209629.3405306;-45.120503652039325
1739209629.3405383;-45.120503652039325
1739209629.340546;-38.13080360867914
1739209629.3405538;-38.13080360867914
1739209629.3405614;-38.13080360867914
1739209629.340569;-38.13080360867914
1739209629.3405766;-45.120503652039325
1739209629.3405845;-35.57807855764607
1739209629.3405921;-45.120503652039325
1739209629.3405998;-38.13080360867914
1739209629.3406074;-28.58837851428586
1739209629.3406153;-45.120503652039325
1739209629.340623;-45.120503652039325
1739209629.3406305;-38.13080360867914
1739209629.3406382;-33.981070128970906
1739209629.340646;-45.120503652039325
1739209629.3406537;-45.120503652039325
1739209629.3406613;-45.120503652039325
1739209629.340669;-35.57807855764607
1739209629.3406768;-38.13080360867914
1739209629.3406844;-45.120503652039325
1739209629.340692;-45.120503652039325
1739209629.3406997;-45.120503652039325
1739209629.3407075;-38.13080360867914
1739209629.3407152;-38.13080360867914
1739209629.3407228;-38.13080360867914
1739209629.3407304;-35.57807855764607
1739209629.3407383;-45.120503652039325
1739209629.340746;-38.13080360867914
1739209629.3407536;-45.120503652039325
1739209629.3407612;-45.120503652039325
1739209629.340769;-45.120503652039325
1739209629.3407767;-45.120503652039325
1739209629.3407843;-45.120503652039325
1739209629.340792;-31.141103565318915
1739209629.3407998;-45.120503652039325
1739209629.3408074;-45.120503652039325
1739209629.340815;-45.120503652039325
1739209629.3408227;-35.57807855764607
1739209629.3408306;-38.13080360867914
1739209629.3408382;-45.120503652039325
1739209629.3408458;-45.120503652039325
1739209629.3408535;-33.981070128970956
1739209629.3408613;-45.120503652039325
1739209629.340869;-38.13080360867914
1739209629.3408766;-38.13080360867914
1739209629.3408842;-45.120503652039325
1739209629.340892;-38.13080360867914
1739209629.3408997;-45.120503652039325
1739209629.3409073;-45.120503652039325
1739209629.340915;-28.992665084841942
1739209629.3409228;-38.13080360867914
1739209629.3409305;-45.120503652039325
1739209629.340938;-38.13080360867914
1739209629.3409457;-32.816014438256545
1739209629.3409536;-38.13080360867914
1739209629.3409612;-38.13080360867914
1739209629.3409688;-45.120503652039325
1739209629.3409765;-38.13080360867914
1739209629.3409843;-45.120503652039325
1739209629.340992;-45.120503652039325
1739209629.3409996;-45.120503652039325
1739209629.3410072;-45.120503652039325
1739209629.341015;-32.816014438256545
1739209629.3410227;-38.13080360867914
1739209629.3410304;-45.120503652039325
1739209629.341038;-32.816014438256545
1739209629.3410459;-45.120503652039325
1739209629.3410535;-45.120503652039325
1739209629.341061;-45.120503652039325
1739209629.3410687;-38.13080360867914
1739209629.3410766;-45.120503652039325
1739209629.3410842;-45.120503652039325
1739209629.3410919;-45.120503652039325
1739209629.3410995;-33.981070128970906
1739209629.3411074;-35.57807855764607
1739209629.341115;-45.120503652039325
1739209629.3411226;-38.13080360867914
1739209629.3411303;-38.13080360867914
1739209629.3411381;-38.13080360867914
1739209629.3411458;-45.120503652039325
1739209629.3411534;-38.13080360867914
1739209629.341161;-38.13080360867914
1739209629.3411689;-45.120503652039325
1739209629.3411765;-38.13080360867914
1739209629.3411841;-45.120503652039325
1739209629.3411918;-38.13080360867914
1739209629.3411994;-45.120503652039325
1739209629.3412073;-38.13080360867914
1739209629.341215;-38.13080360867914
1739209629.3412225;-45.120503652039325
1739209629.3412302;-35.57807855764607
1739209629.341238;-38.13080360867914
1739209629.3412457;-45.120503652039325
1739209629.3412533;-45.120503652039325
1739209629.341261;-32.816014438256545
1739209629.3412688;-38.13080360867914
1739209629.3412764;-45.120503652039325
1739209629.341284;-45.120503652039325
1739209629.3412917;-38.13080360867914
1739209629.3412995;-38.13080360867914
1739209629.3413072;-45.120503652039325
1739209629.3413148;-38.13080360867914
1739209629.3413224;-32.816014438256545
1739209629.3413303;-38.13080360867914
1739209629.341338;-38.13080360867914
1739209629.3413455;-45.120503652039325
1739209629.3413532;-45.120503652039325
1739209629.341361;-38.13080360867914
1739209629.3413687;-45.120503652039325
1739209629.3413763;-38.13080360867914
1739209629.341384;-45.120503652039325
1739209629.3413918;-38.13080360867914
1739209629.3413994;-45.120503652039325
1739209629.341407;-38.13080360867914
1739209629.3414147;-28.992665084841942
1739209629.3414226;-38.13080360867914
1739209629.3414302;-38.13080360867914
1739209629.3414378;-45.120503652039325
1739209629.3414454;-32.816014438256545
1739209629.3414533;-45.120503652039325
1739209629.341461;-45.120503652039325
1739209629.3414686;-45.120503652039325
1739209629.3414762;-38.13080360867914
1739209629.341484;-38.13080360867914
1739209629.3414917;-45.120503652039325
1739209629.3414993;-45.120503652039325
1739209629.341507;-38.13080360867914
1739209629.3415148;-38.13080360867914
1739209629.3415225;-45.120503652039325
1739209629.34153;-45.120503652039325
1739209629.3415377;-45.120503652039325
1739209629.3415456;-45.120503652039325
1739209629.3415532;-38.13080360867914
1739209629.3415608;-38.13080360867914
1739209629.3415685;-38.13080360867914
1739209629.3415763;-38.13080360867914
1739209629.341584;-45.120503652039325
1739209629.3415916;-45.120503652039325
1739209629.3415992;-28.58837851428586
1739209629.341607;-35.57807855764607
1739209629.3416147;-45.120503652039325
1739209629.3416224;-45.120503652039325
1739209629.34163;-38.13080360867914
1739209629.3416378;-38.13080360867914
1739209629.3416455;-45.120503652039325
1739209629.341653;-45.120503652039325
1739209629.3416607;-45.120503652039325
1739209629.3416686;-45.120503652039325
1739209629.3416762;-45.120503652039325
1739209629.3416839;-45.120503652039325
1739209629.3416915;-38.13080360867914
1739209629.3416994;-38.13080360867914
1739209629.341707;-45.120503652039325
1739209629.3417146;-45.120503652039325
1739209629.3417222;-26.991370085610736
1739209629.34173;-31.141103565318893
1739209629.3417377;-45.120503652039325
1739209629.3417454;-45.120503652039325
1739209629.341753;-32.816014438256545
1739209629.3417609;-45.120503652039325
1739209629.3417685;-45.120503652039325
1739209629.3417761;-38.13080360867914
1739209629.3417838;-35.57807855764607
1739209629.3417916;-45.120503652039325
1739209629.3417993;-45.120503652039325
1739209629.341807;-45.120503652039325
1739209629.3418145;-38.13080360867914
1739209629.3418224;-45.120503652039325
1739209629.34183;-31.141103565318893
1739209629.3418376;-35.57807855764607
1739209629.3418453;-31.141103565318893
1739209629.3418531;-32.816014438256545
1739209629.3418608;-45.120503652039325
1739209629.3418684;-45.120503652039325
1739209629.341876;-35.57807855764607
1739209629.3418837;-38.13080360867914
1739209629.3418915;-38.13080360867914
1739209629.3418992;-35.57807855764607
1739209629.3419068;-38.13080360867914
1739209629.3419144;-45.120503652039325
1739209629.3419223;-45.120503652039325
1739209629.34193;-38.13080360867914
1739209629.3419375;-38.13080360867914
1739209629.3419452;-38.13080360867914
1739209629.341953;-32.816014438256545
1739209629.3419607;-32.816014438256545
1739209629.3419683;-45.120503652039325
1739209629.341976;-35.57807855764607
1739209629.3419838;-32.816014438256545
1739209629.3419914;-38.13080360867914
1739209629.341999;-45.120503652039325
1739209629.3420067;-45.120503652039325
1739209629.3420146;-35.57807855764607
1739209629.3420222;-38.13080360867914
1739209629.3420298;-32.816014438256545
1739209629.3420374;-29.438486411369333
1739209629.3420453;-32.816014438256545
1739209629.342053;-35.57807855764607
1739209629.3420606;-35.57807855764607
1739209629.3420682;-38.13080360867914
1739209629.342076;-45.120503652039325
1739209629.3420837;-33.981070128970906
1739209629.3420913;-45.120503652039325
1739209629.342099;-38.13080360867914
1739209629.3421068;-38.13080360867914
1739209629.3421144;-38.13080360867914
1739209629.342122;-45.120503652039325
1739209629.3421297;-45.120503652039325
1739209629.3421376;-38.13080360867914
1739209629.3421452;-45.120503652039325
1739209629.3421528;-38.13080360867914
1739209629.3421605;-28.992665084841942
1739209629.3421683;-45.120503652039325
1739209629.342176;-38.13080360867914
1739209629.3421836;-38.13080360867914
1739209629.3421912;-35.57807855764607
1739209629.342199;-38.13080360867914
1739209629.3422067;-38.13080360867914
1739209629.3422143;-38.13080360867914
1739209629.342222;-32.81601443825658
1739209629.3422298;-45.120503652039325
1739209629.3422375;-45.120503652039325
1739209629.342245;-38.13080360867914
1739209629.3422527;-45.120503652039325
1739209629.3422606;-33.981070128970906
1739209629.3422682;-45.120503652039325
1739209629.3422759;-33.981070128970906
1739209629.3422835;-30.49652367304973
1739209629.3422914;-45.120503652039325
1739209629.342299;-45.120503652039325
1739209629.3423066;-45.120503652039325
1739209629.3423142;-38.13080360867914
1739209629.342322;-38.13080360867914
1739209629.3423297;-45.120503652039325
1739209629.3423374;-45.120503652039325
1739209629.342345;-38.13080360867914
1739209629.3423529;-35.57807855764607
1739209629.3423605;-38.13080360867914
1739209629.3423681;-32.816014438256545
1739209629.3423758;-38.13080360867914
1739209629.3423836;-45.120503652039325
1739209629.3423913;-45.120503652039325
1739209629.342399;-38.13080360867914
1739209629.3424065;-38.13080360867914
1739209629.3424144;-38.13080360867914
1739209629.342422;-38.13080360867914
1739209629.3424296;-38.13080360867914
1739209629.3424373;-38.13080360867914
1739209629.3424451;-45.120503652039325
1739209629.3424528;-45.120503652039325
1739209629.3424604;-45.120503652039325
1739209629.342468;-38.13080360867914
1739209629.342476;-38.13080360867914
1739209629.3424835;-45.120503652039325
1739209629.3424911;-35.57807855764607
1739209629.3424988;-33.981070128970906
1739209629.3425066;-38.13080360867914
1739209629.3425143;-38.13080360867914
1739209629.342522;-38.13080360867914
1739209629.3425295;-45.120503652039325
1739209629.3425372;-45.120503652039325
1739209629.342545;-45.120503652039325
1739209629.3425527;-35.57807855764607
1739209629.3425603;-35.57807855764607
1739209629.342568;-45.120503652039325
1739209629.3425758;-38.13080360867914
1739209629.3425834;-38.13080360867914
1739209629.342591;-33.981070128970906
1739209629.3425987;-45.120503652039325
1739209629.3426065;-45.120503652039325
1739209629.3426142;-45.120503652039325
1739209629.3426218;-38.13080360867914
1739209629.3426294;-35.57807855764607
1739209629.3426373;-38.13080360867914
1739209629.342645;-32.816014438256545
1739209629.3426526;-32.816014438256545
1739209629.3426602;-38.13080360867914
1739209629.342668;-45.120503652039325
1739209629.3426757;-45.120503652039325
1739209629.3426833;-38.13080360867914
1739209629.342691;-45.120503652039325
1739209629.3426988;-45.120503652039325
1739209629.3427064;-38.13080360867914
1739209629.342714;-38.13080360867914
1739209629.3427217;-38.13080360867914
1739209629.3427296;-38.13080360867914
1739209629.3427372;-31.141103565318915
1739209629.3427448;-38.13080360867914
1739209629.3427525;-33.981070128970906
1739209629.3427603;-38.13080360867914
1739209629.342768;-38.13080360867914
1739209629.3427756;-38.13080360867914
1739209629.3427832;-45.120503652039325
1739209629.342791;-45.120503652039325
1739209629.3427987;-38.13080360867914
1739209629.3428063;-38.13080360867914
1739209629.342814;-45.120503652039325
1739209629.3428218;-38.13080360867914
1739209629.3428295;-35.57807855764607
1739209629.342837;-38.13080360867914
1739209629.3428447;-45.120503652039325
1739209629.3428526;-45.120503652039325
1739209629.3428602;-38.13080360867914
1739209629.3428679;-38.13080360867914
1739209629.3428755;-45.120503652039325
1739209629.3428833;-45.120503652039325
1739209629.342891;-38.13080360867914
1739209629.3428986;-38.13080360867914
1739209629.3429062;-45.120503652039325
1739209629.342914;-45.120503652039325
1739209629.3429217;-38.13080360867914
1739209629.3429294;-38.13080360867914
1739209629.342937;-45.120503652039325
1739209629.3429449;-45.120503652039325
1739209629.3429525;-33.981070128970906
1739209629.3429601;-33.981070128970906
1739209629.3429677;-45.120503652039325
1739209629.3429756;-45.120503652039325
1739209629.3429832;-45.120503652039325
1739209629.3429909;-45.120503652039325
1739209629.3429985;-38.13080360867914
1739209629.3430064;-45.120503652039325
1739209629.343014;-35.57807855764607
1739209629.3430216;-38.13080360867914
1739209629.3430293;-35.57807855764607
1739209629.3430371;-35.57807855764607
1739209629.3430448;-38.13080360867914
1739209629.3430524;-38.13080360867914
1739209629.34306;-38.13080360867914
1739209629.343068;-45.120503652039325
1739209629.3430755;-45.120503652039325
1739209629.3430831;-38.13080360867914
1739209629.3430908;-45.120503652039325
1739209629.3430986;-45.120503652039325
1739209629.3431063;-35.57807855764607
1739209629.343114;-35.57807855764607
1739209629.3431215;-38.13080360867914
1739209629.3431294;-45.120503652039325
1739209629.343137;-32.816014438256545
1739209629.3431447;-45.120503652039325
1739209629.3431523;-38.13080360867914
1739209629.3431602;-35.57807855764607
1739209629.3431678;-45.120503652039325
1739209629.3431754;-45.120503652039325
1739209629.343183;-35.57807855764607
1739209629.3431907;-35.57807855764607
1739209629.3431985;-38.13080360867914
1739209629.3432062;-38.13080360867914
1739209629.3432138;-45.120503652039325
1739209629.3432214;-45.120503652039325
1739209629.3432293;-35.57807855764607
1739209629.343237;-45.120503652039325
1739209629.3432446;-45.120503652039325
1739209629.3432522;-38.13080360867914
1739209629.34326;-33.981070128970906
1739209629.3432677;-38.13080360867914
1739209629.3432753;-35.57807855764607
1739209629.343283;-35.57807855764607
1739209629.3432908;-38.13080360867914
1739209629.3432984;-45.120503652039325
1739209629.343306;-38.13080360867914
1739209629.3433137;-38.13080360867914
1739209629.3433216;-45.120503652039325
1739209629.3433292;-45.120503652039325
1739209629.3433368;-45.120503652039325
1739209629.3433444;-38.13080360867914
1739209629.3433523;-45.120503652039325
1739209629.34336;-38.13080360867914
1739209629.3433676;-45.120503652039325
1739209629.3433752;-45.120503652039325
1739209629.343383;-45.120503652039325
1739209629.3433907;-45.120503652039325
1739209629.3433983;-45.120503652039325
1739209629.343406;-45.120503652039325
1739209629.3434138;-31.141103565318893
1739209629.3434215;-38.13080360867914
1739209629.343429;-35.57807855764607
1739209629.3434367;-35.57807855764607
1739209629.3434446;-45.120503652039325
1739209629.3434522;-45.120503652039325
1739209629.3434598;-45.120503652039325
1739209629.3434675;-38.13080360867914
1739209629.3434753;-45.120503652039325
1739209629.343483;-38.13080360867914
1739209629.3434906;-45.120503652039325
1739209629.3434982;-38.13080360867914
1739209629.343506;-38.13080360867914
1739209629.3435137;-45.120503652039325
1739209629.3435214;-45.120503652039325
1739209629.343529;-33.981070128970956
1739209629.3435369;-45.120503652039325
1739209629.3435445;-45.120503652039325
1739209629.343552;-35.57807855764607
1739209629.3435597;-38.13080360867914
1739209629.3435676;-45.120503652039325
1739209629.3435752;-45.120503652039325
1739209629.3435829;-32.816014438256545
1739209629.3435905;-28.58837851428586
1739209629.3435984;-45.120503652039325
1739209629.343606;-38.13080360867914
1739209629.3436136;-45.120503652039325
1739209629.3436213;-38.13080360867914
1739209629.3436291;-45.120503652039325
1739209629.3436368;-38.13080360867914
1739209629.3436444;-45.120503652039325
1739209629.343652;-32.81601443825658
1739209629.3436599;-38.13080360867914
1739209629.3436675;-35.57807855764607
1739209629.3436751;-38.13080360867914
1739209629.3436828;-38.13080360867914
1739209629.3436906;-45.120503652039325
1739209629.3436983;-45.120503652039325
1739209629.343706;-38.13080360867914
1739209629.3437135;-28.992665084841942
1739209629.3437214;-38.13080360867914
1739209629.343729;-45.120503652039325
1739209629.3437366;-38.13080360867914
1739209629.3437443;-35.57807855764607
1739209629.3437521;-38.13080360867914
1739209629.3437598;-45.120503652039325
1739209629.3437674;-45.120503652039325
1739209629.343775;-45.120503652039325
1739209629.343783;-45.120503652039325
1739209629.3437905;-45.120503652039325
1739209629.3437982;-38.13080360867914
1739209629.3438058;-45.120503652039325
1739209629.3438137;-38.13080360867914
1739209629.3438213;-38.13080360867914
1739209629.343829;-45.120503652039325
1739209629.3438365;-38.13080360867914
1739209629.3438442;-38.13080360867914
1739209629.343852;-38.13080360867914
1739209629.3438597;-45.120503652039325
1739209629.3438673;-45.120503652039325
1739209629.343875;-38.13080360867914
1739209629.3438828;-38.13080360867914
1739209629.3438904;-35.57807855764607
1739209629.343898;-31.141103565318915
1739209629.3439057;-38.13080360867914
1739209629.3439136;-38.13080360867914
1739209629.3439212;-45.120503652039325
1739209629.3439288;-38.13080360867914
1739209629.3439364;-35.57807855764607
1739209629.3439443;-32.816014438256545
