CAN Message; 0x98:0000993a5e0e2e8e
1739209638.6286623;-45.120503652039325
1739209638.6286693;-38.13080360867914
1739209638.6286762;-38.13080360867914
1739209638.6286829;-45.120503652039325
1739209638.6286898;-45.120503652039325
1739209638.6286967;-38.13080360867914
1739209638.6287034;-45.120503652039325
1739209638.6287103;-45.120503652039325
1739209638.6287172;-45.120503652039325
1739209638.628724;-38.13080360867914
1739209638.6287308;-31.141103565318915
1739209638.6287377;-38.13080360867914
1739209638.6287446;-45.120503652039325
1739209638.6287513;-33.981070128970906
1739209638.6287582;-38.13080360867914
1739209638.628765;-38.13080360867914
1739209638.628772;-38.13080360867914
1739209638.6287787;-38.13080360867914
1739209638.6287856;-33.981070128970906
1739209638.6287925;-45.120503652039325
1739209638.6287992;-45.120503652039325
1739209638.628806;-33.981070128970906
1739209638.628813;-38.13080360867914
1739209638.62882;-45.120503652039325
1739209638.6288266;-45.120503652039325
1739209638.6288335;-33.981070128970906
1739209638.6288404;-27.267205301931607
1739209638.6288471;-33.981070128970906
1739209638.628854;-38.13080360867914
1739209638.628861;-45.120503652039325
1739209638.6288679;-38.13080360867914
1739209638.6288745;-35.57807855764607
1739209638.6288815;-45.120503652039325
1739209638.6288884;-33.981070128970906
1739209638.628895;-30.49652367304973
1739209638.628902;-31.141103565318915
1739209638.6289089;-38.13080360867914
1739209638.6289158;-45.120503652039325
1739209638.6289225;-45.120503652039325
1739209638.6289294;-38.13080360867914
1739209638.6289363;-33.981070128970906
1739209638.628943;-45.120503652039325
1739209638.6289499;-33.981070128970906
1739209638.6289568;-33.981070128970906
1739209638.6289637;-38.13080360867914
1739209638.6289704;-45.120503652039325
1739209638.6289773;-45.120503652039325
1739209638.6289842;-35.57807855764607
1739209638.628991;-35.57807855764607
1739209638.6289978;-45.120503652039325
1739209638.6290047;-45.120503652039325
1739209638.6290116;-35.57807855764607
1739209638.6290183;-32.816014438256545
1739209638.6290252;-45.120503652039325
1739209638.6290321;-45.120503652039325
1739209638.6290388;-38.13080360867914
1739209638.6290457;-38.13080360867914
1739209638.6290526;-45.120503652039325
1739209638.6290596;-45.120503652039325
1739209638.6290662;-45.120503652039325
1739209638.6290731;-38.13080360867914
1739209638.62908;-45.120503652039325
1739209638.6290867;-38.13080360867914
1739209638.6290936;-38.13080360867914
1739209638.6291006;-45.120503652039325
1739209638.6291075;-35.57807855764607
1739209638.6291142;-45.120503652039325
1739209638.629121;-45.120503652039325
1739209638.629128;-38.13080360867914
1739209638.6291347;-45.120503652039325
1739209638.6291416;-45.120503652039325
1739209638.6291485;-35.57807855764607
1739209638.6291554;-30.49652367304973
1739209638.629162;-45.120503652039325
1739209638.629169;-38.13080360867914
1739209638.629176;-33.981070128970906
1739209638.6291826;-45.120503652039325
1739209638.6291895;-38.13080360867914
1739209638.6291964;-38.13080360867914
1739209638.6292033;-45.120503652039325
1739209638.62921;-45.120503652039325
1739209638.629217;-45.120503652039325
1739209638.6292238;-38.13080360867914
1739209638.6292305;-38.13080360867914
1739209638.6292374;-45.120503652039325
1739209638.6292443;-45.120503652039325
1739209638.6292512;-45.120503652039325
1739209638.629258;-33.981070128970906
1739209638.6292648;-32.816014438256545
1739209638.6292717;-45.120503652039325
1739209638.6292784;-38.13080360867914
1739209638.6292853;-38.13080360867914
1739209638.6292922;-45.120503652039325
1739209638.6292992;-45.120503652039325
1739209638.6293058;-38.13080360867914
1739209638.6293128;-38.13080360867914
1739209638.6293197;-45.120503652039325
1739209638.6293263;-38.13080360867914
1739209638.6293333;-45.120503652039325
1739209638.6293402;-38.13080360867914
1739209638.629347;-38.13080360867914
1739209638.6293538;-38.13080360867914
1739209638.6293607;-45.120503652039325
1739209638.6293676;-38.13080360867914
1739209638.6293743;-32.816014438256545
1739209638.6293812;-45.120503652039325
1739209638.629388;-45.120503652039325
1739209638.629395;-32.816014438256545
1739209638.6294017;-38.13080360867914
1739209638.6294086;-45.120503652039325
1739209638.6294155;-35.57807855764607
1739209638.6294222;-38.13080360867914
1739209638.629429;-45.120503652039325
1739209638.629436;-38.13080360867914
1739209638.6294427;-38.13080360867914
1739209638.6294496;-45.120503652039325
1739209638.6294565;-38.13080360867914
1739209638.6294634;-45.120503652039325
1739209638.62947;-45.120503652039325
1739209638.629477;-35.57807855764607
1739209638.629484;-35.57807855764607
1739209638.6294906;-45.120503652039325
1739209638.6294975;-35.57807855764607
1739209638.6295044;-38.13080360867914
1739209638.6295114;-45.120503652039325
1739209638.629518;-45.120503652039325
1739209638.629525;-38.13080360867914
1739209638.6295319;-38.13080360867914
1739209638.6295385;-45.120503652039325
1739209638.6295455;-45.120503652039325
1739209638.6295524;-45.120503652039325
1739209638.6295593;-45.120503652039325
1739209638.629566;-45.120503652039325
1739209638.6295729;-45.120503652039325
1739209638.6295798;-45.120503652039325
1739209638.6295865;-35.57807855764607
1739209638.6295934;-32.816014438256545
1739209638.6296003;-45.120503652039325
1739209638.6296072;-45.120503652039325
1739209638.6296139;-45.120503652039325
1739209638.6296208;-38.13080360867914
1739209638.6296277;-45.120503652039325
1739209638.6296344;-45.120503652039325
1739209638.6296413;-45.120503652039325
1739209638.6296482;-45.120503652039325
1739209638.6296551;-45.120503652039325
1739209638.6296618;-45.120503652039325
1739209638.6296687;-38.13080360867914
1739209638.6296756;-45.120503652039325
1739209638.6296823;-45.120503652039325
1739209638.6296892;-45.120503652039325
1739209638.6296961;-38.13080360867914
1739209638.629703;-33.981070128970906
1739209638.6297097;-45.120503652039325
1739209638.6297166;-45.120503652039325
1739209638.6297235;-45.120503652039325
1739209638.6297302;-38.13080360867914
1739209638.6297371;-45.120503652039325
1739209638.629744;-45.120503652039325
1739209638.629751;-45.120503652039325
1739209638.6297576;-38.13080360867914
1739209638.6297646;-38.13080360867914
1739209638.6297715;-38.13080360867914
1739209638.6297781;-35.57807855764607
1739209638.629785;-45.120503652039325
1739209638.629792;-45.120503652039325
1739209638.629799;-38.13080360867914
1739209638.6298056;-35.57807855764607
1739209638.6298125;-32.816014438256545
1739209638.6298194;-45.120503652039325
1739209638.629826;-35.57807855764607
1739209638.629833;-38.13080360867914
1739209638.62984;-33.981070128970906
1739209638.6298468;-45.120503652039325
1739209638.6298535;-45.120503652039325
1739209638.6298604;-38.13080360867914
1739209638.6298673;-45.120503652039325
1739209638.629874;-38.13080360867914
1739209638.629881;-45.120503652039325
1739209638.6298878;-45.120503652039325
1739209638.6298947;-35.57807855764607
1739209638.6299014;-38.13080360867914
1739209638.6299083;-38.13080360867914
1739209638.6299152;-38.13080360867914
1739209638.629922;-38.13080360867914
1739209638.6299288;-38.13080360867914
1739209638.6299357;-35.57807855764607
1739209638.6299427;-45.120503652039325
1739209638.6299493;-33.981070128970906
1739209638.6299562;-38.13080360867914
1739209638.6299632;-45.120503652039325
1739209638.6299698;-38.13080360867914
1739209638.6299767;-38.13080360867914
1739209638.6299837;-38.13080360867914
1739209638.6299906;-35.57807855764607
1739209638.6299973;-35.57807855764607
1739209638.6300042;-38.13080360867914
1739209638.630011;-45.120503652039325
1739209638.6300178;-45.120503652039325
1739209638.6300247;-45.120503652039325
1739209638.6300316;-38.13080360867914
1739209638.6300385;-45.120503652039325
1739209638.6300452;-45.120503652039325
1739209638.630052;-45.120503652039325
1739209638.630059;-45.120503652039325
1739209638.6300657;-45.120503652039325
1739209638.6300726;-45.120503652039325
1739209638.6300795;-45.120503652039325
1739209638.6300864;-38.13080360867914
1739209638.630093;-38.13080360867914
1739209638.6301;-38.13080360867914
1739209638.630107;-45.120503652039325
1739209638.6301136;-38.13080360867914
1739209638.6301205;-38.13080360867914
1739209638.6301274;-35.57807855764607
1739209638.6301343;-45.120503652039325
1739209638.630141;-45.120503652039325
1739209638.630148;-38.13080360867914
1739209638.6301548;-38.13080360867914
1739209638.6301615;-38.13080360867914
1739209638.6301684;-33.981070128970906
1739209638.6301754;-33.981070128970906
1739209638.6301823;-33.981070128970906
1739209638.630189;-45.120503652039325
1739209638.6301959;-38.13080360867914
1739209638.6302028;-38.13080360867914
1739209638.6302094;-45.120503652039325
1739209638.6302164;-45.120503652039325
1739209638.6302233;-38.13080360867914
1739209638.6302302;-38.13080360867914
1739209638.6302369;-38.13080360867914
1739209638.6302438;-45.120503652039325
1739209638.6302507;-45.120503652039325
1739209638.6302574;-38.13080360867914
1739209638.6302643;-38.13080360867914
1739209638.6302712;-38.13080360867914
1739209638.630278;-38.13080360867914
1739209638.6302848;-28.992665084841942
1739209638.6302917;-38.13080360867914
1739209638.6302986;-45.120503652039325
1739209638.6303053;-38.13080360867914
1739209638.6303122;-38.13080360867914
1739209638.630319;-45.120503652039325
1739209638.630326;-38.13080360867914
1739209638.6303327;-45.120503652039325
1739209638.6303396;-45.120503652039325
1739209638.6303465;-38.13080360867914
1739209638.6303532;-45.120503652039325
1739209638.6303601;-45.120503652039325
1739209638.630367;-33.981070128970906
1739209638.630374;-32.816014438256545
1739209638.6303806;-45.120503652039325
1739209638.6303875;-45.120503652039325
1739209638.6303945;-31.141103565318915
1739209638.6304011;-35.57807855764607
1739209638.630408;-45.120503652039325
1739209638.630415;-45.120503652039325
1739209638.6304219;-38.13080360867914
1739209638.6304286;-45.120503652039325
1739209638.6304355;-45.120503652039325
1739209638.6304424;-45.120503652039325
1739209638.630449;-45.120503652039325
1739209638.630456;-38.13080360867914
1739209638.630463;-38.13080360867914
1739209638.6304698;-38.13080360867914
1739209638.6304765;-33.981070128970906
1739209638.6304834;-35.57807855764607
1739209638.6304903;-45.120503652039325
1739209638.630497;-38.13080360867914
1739209638.630504;-26.991370085610722
1739209638.6305108;-35.57807855764607
1739209638.6305177;-45.120503652039325
1739209638.6305244;-45.120503652039325
1739209638.6305313;-35.57807855764607
1739209638.6305382;-38.13080360867914
1739209638.630545;-38.13080360867914
1739209638.6305518;-38.13080360867914
1739209638.6305587;-38.13080360867914
1739209638.6305656;-38.13080360867914
1739209638.6305723;-45.120503652039325
1739209638.6305792;-45.120503652039325
1739209638.6305861;-38.13080360867914
1739209638.6305928;-45.120503652039325
1739209638.6305997;-45.120503652039325
1739209638.6306067;-45.120503652039325
1739209638.6306136;-26.487275050834715
1739209638.6306202;-32.816014438256545
1739209638.6306272;-45.120503652039325
1739209638.630634;-45.120503652039325
1739209638.6306407;-35.57807855764607
1739209638.6306477;-38.13080360867914
1739209638.6306546;-38.13080360867914
1739209638.6306615;-38.13080360867914
1739209638.6306682;-33.981070128970956
1739209638.630675;-45.120503652039325
1739209638.630682;-35.57807855764607
1739209638.6306887;-45.120503652039325
1739209638.6306956;-33.981070128970906
1739209638.6307025;-38.13080360867914
1739209638.6307094;-45.120503652039325
1739209638.630716;-45.120503652039325
1739209638.630723;-29.438486411369333
1739209638.63073;-31.141103565318893
1739209638.6307366;-45.120503652039325
1739209638.6307435;-38.13080360867914
1739209638.6307504;-45.120503652039325
1739209638.6307573;-45.120503652039325
1739209638.630764;-45.120503652039325
1739209638.630771;-45.120503652039325
1739209638.6307778;-45.120503652039325
1739209638.6307845;-45.120503652039325
1739209638.6307914;-38.13080360867914
1739209638.6307983;-45.120503652039325
1739209638.6308053;-32.816014438256545
1739209638.630812;-35.57807855764607
1739209638.6308188;-45.120503652039325
1739209638.6308258;-45.120503652039325
1739209638.6308324;-35.57807855764607
1739209638.6308393;-30.49652367304973
1739209638.6308463;-38.13080360867914
1739209638.6308532;-32.816014438256545
1739209638.6308599;-45.120503652039325
1739209638.6308668;-45.120503652039325
1739209638.6308737;-38.13080360867914
1739209638.6308804;-45.120503652039325
1739209638.6308873;-45.120503652039325
1739209638.6308942;-45.120503652039325
1739209638.630901;-45.120503652039325
1739209638.6309078;-45.120503652039325
1739209638.6309147;-35.57807855764607
1739209638.6309216;-35.57807855764607
1739209638.6309283;-45.120503652039325
1739209638.6309352;-45.120503652039325
1739209638.630942;-35.57807855764607
1739209638.630949;-30.49652367304973
1739209638.6309557;-38.13080360867914
1739209638.6309626;-45.120503652039325
1739209638.6309695;-45.120503652039325
1739209638.6309762;-45.120503652039325
1739209638.630983;-45.120503652039325
1739209638.63099;-45.120503652039325
1739209638.630997;-45.120503652039325
1739209638.6310036;-38.13080360867914
1739209638.6310105;-45.120503652039325
1739209638.6310174;-45.120503652039325
1739209638.6310241;-38.13080360867914
1739209638.631031;-45.120503652039325
1739209638.631038;-38.13080360867914
1739209638.6310449;-45.120503652039325
1739209638.6310515;-35.57807855764607
1739209638.6310585;-25.252786309376837
1739209638.6310654;-45.120503652039325
1739209638.631072;-45.120503652039325
1739209638.631079;-33.981070128970906
1739209638.6310859;-30.49652367304973
1739209638.6310928;-45.120503652039325
1739209638.6310995;-38.13080360867914
1739209638.6311064;-38.13080360867914
1739209638.6311133;-45.120503652039325
1739209638.63112;-45.120503652039325
1739209638.6311269;-45.120503652039325
1739209638.6311338;-38.13080360867914
1739209638.6311407;-45.120503652039325
1739209638.6311474;-38.13080360867914
1739209638.6311543;-45.120503652039325
1739209638.6311612;-38.13080360867914
1739209638.631168;-31.141103565318915
1739209638.6311748;-45.120503652039325
1739209638.6311817;-45.120503652039325
1739209638.6311886;-45.120503652039325
1739209638.6311953;-35.57807855764607
1739209638.6312022;-45.120503652039325
1739209638.6312091;-45.120503652039325
1739209638.6312158;-38.13080360867914
1739209638.6312227;-45.120503652039325
1739209638.6312296;-45.120503652039325
1739209638.6312366;-45.120503652039325
1739209638.6312432;-45.120503652039325
1739209638.6312501;-45.120503652039325
1739209638.631257;-45.120503652039325
1739209638.6312637;-38.13080360867914
1739209638.6312706;-38.13080360867914
1739209638.6312776;-38.13080360867914
1739209638.6312845;-38.13080360867914
1739209638.6312912;-45.120503652039325
1739209638.631298;-38.13080360867914
1739209638.631305;-35.57807855764607
1739209638.6313117;-45.120503652039325
1739209638.6313186;-45.120503652039325
1739209638.6313255;-38.13080360867914
1739209638.6313324;-45.120503652039325
1739209638.631339;-45.120503652039325
1739209638.631346;-45.120503652039325
1739209638.631353;-38.13080360867914
1739209638.6313596;-45.120503652039325
1739209638.6313665;-45.120503652039325
1739209638.6313734;-38.13080360867914
1739209638.6313803;-45.120503652039325
1739209638.631387;-38.13080360867914
1739209638.631394;-38.13080360867914
1739209638.6314008;-45.120503652039325
1739209638.6314075;-38.13080360867914
1739209638.6314144;-38.13080360867914
1739209638.6314213;-38.13080360867914
1739209638.6314282;-45.120503652039325
1739209638.631435;-38.13080360867914
1739209638.6314418;-30.49652367304973
1739209638.6314487;-33.981070128970906
1739209638.6314554;-45.120503652039325
1739209638.6314623;-38.13080360867914
1739209638.6314692;-33.981070128970906
1739209638.6314762;-35.57807855764607
1739209638.6314828;-38.13080360867914
1739209638.6314898;-45.120503652039325
1739209638.6314967;-31.141103565318915
1739209638.6315033;-33.981070128970906
1739209638.6315103;-45.120503652039325
1739209638.6315172;-45.120503652039325
1739209638.631524;-45.120503652039325
1739209638.6315308;-45.120503652039325
1739209638.6315377;-45.120503652039325
1739209638.6315446;-31.141103565318915
1739209638.6315513;-31.141103565318915
1739209638.6315582;-30.49652367304973
1739209638.631565;-38.13080360867914
1739209638.631572;-38.13080360867914
1739209638.6315787;-33.981070128970906
1739209638.6315856;-38.13080360867914
1739209638.6315925;-45.120503652039325
1739209638.6315992;-38.13080360867914
1739209638.631606;-33.981070128970906
1739209638.631613;-33.981070128970906
1739209638.63162;-45.120503652039325
1739209638.6316266;-32.816014438256545
1739209638.6316335;-38.13080360867914
1739209638.6316404;-45.120503652039325
1739209638.631647;-38.13080360867914
1739209638.631654;-38.13080360867914
1739209638.631661;-38.13080360867914
1739209638.6316679;-32.816014438256545
1739209638.6316745;-38.13080360867914
1739209638.6316814;-45.120503652039325
1739209638.6316884;-35.57807855764607
1739209638.631695;-45.120503652039325
1739209638.631702;-45.120503652039325
1739209638.6317089;-38.13080360867914
1739209638.6317158;-38.13080360867914
1739209638.6317225;-38.13080360867914
1739209638.6317294;-45.120503652039325
1739209638.6317363;-35.57807855764607
1739209638.631743;-28.58837851428586
1739209638.6317499;-45.120503652039325
1739209638.6317568;-45.120503652039325
1739209638.6317635;-38.13080360867914
1739209638.6317704;-32.816014438256545
1739209638.6317773;-38.13080360867914
1739209638.6317842;-45.120503652039325
1739209638.6317909;-35.57807855764607
1739209638.6317978;-35.57807855764607
1739209638.6318047;-45.120503652039325
1739209638.6318114;-45.120503652039325
1739209638.6318183;-33.981070128970906
1739209638.6318252;-38.13080360867914
1739209638.6318321;-38.13080360867914
1739209638.6318388;-45.120503652039325
1739209638.6318457;-38.13080360867914
1739209638.6318526;-38.13080360867914
1739209638.6318593;-38.13080360867914
1739209638.6318662;-38.13080360867914
1739209638.6318731;-45.120503652039325
1739209638.63188;-35.57807855764607
1739209638.6318867;-45.120503652039325
1739209638.6318936;-45.120503652039325
1739209638.6319005;-38.13080360867914
1739209638.6319072;-35.57807855764607
1739209638.6319141;-45.120503652039325
1739209638.631921;-45.120503652039325
1739209638.631928;-38.13080360867914
1739209638.6319346;-35.57807855764607
1739209638.6319416;-45.120503652039325
1739209638.6319485;-45.120503652039325
1739209638.6319551;-38.13080360867914
1739209638.631962;-45.120503652039325
1739209638.631969;-38.13080360867914
1739209638.631976;-45.120503652039325
1739209638.6319826;-38.13080360867914
1739209638.6319895;-45.120503652039325
1739209638.6319964;-35.57807855764607
1739209638.632003;-38.13080360867914
1739209638.63201;-31.141103565318915
1739209638.632017;-38.13080360867914
1739209638.6320238;-38.13080360867914
1739209638.6320305;-38.13080360867914
1739209638.6320374;-45.120503652039325
1739209638.6320443;-32.816014438256545
1739209638.632051;-45.120503652039325
1739209638.632058;-45.120503652039325
1739209638.6320648;-45.120503652039325
1739209638.6320717;-45.120503652039325
1739209638.6320784;-38.13080360867914
1739209638.6320853;-45.120503652039325
1739209638.6320922;-33.981070128970906
1739209638.632099;-45.120503652039325
1739209638.6321058;-38.13080360867914
1739209638.6321127;-35.57807855764607
1739209638.6321197;-45.120503652039325
1739209638.6321263;-45.120503652039325
1739209638.6321332;-38.13080360867914
1739209638.6321402;-35.57807855764607
1739209638.6321468;-45.120503652039325
1739209638.6321537;-45.120503652039325
1739209638.6321607;-45.120503652039325
1739209638.6321676;-38.13080360867914
1739209638.6321743;-45.120503652039325
1739209638.6321812;-38.13080360867914
1739209638.632188;-45.120503652039325
1739209638.6321948;-45.120503652039325
1739209638.6322017;-32.816014438256545
1739209638.6322086;-38.13080360867914
1739209638.6322155;-45.120503652039325
1739209638.6322222;-45.120503652039325
1739209638.632229;-38.13080360867914
1739209638.632236;-45.120503652039325
1739209638.6322427;-35.57807855764607
1739209638.6322496;-38.13080360867914
1739209638.6322565;-38.13080360867914
1739209638.6322634;-38.13080360867914
1739209638.63227;-33.981070128970906
1739209638.632277;-29.438486411369333
1739209638.632284;-45.120503652039325
1739209638.6322906;-45.120503652039325
1739209638.6322975;-45.120503652039325
1739209638.6323044;-45.120503652039325
1739209638.6323113;-45.120503652039325
1739209638.632318;-38.13080360867914
1739209638.632325;-45.120503652039325
1739209638.6323318;-33.981070128970956
1739209638.6323385;-38.13080360867914
1739209638.6323454;-38.13080360867914
1739209638.6323524;-38.13080360867914
1739209638.6323593;-45.120503652039325
1739209638.632366;-45.120503652039325
1739209638.6323729;-45.120503652039325
1739209638.6323798;-35.57807855764607
1739209638.6323864;-28.992665084841942
1739209638.6323934;-38.13080360867914
1739209638.6324003;-45.120503652039325
1739209638.6324072;-38.13080360867914
1739209638.6324139;-38.13080360867914
1739209638.6324208;-38.13080360867914
1739209638.6324277;-45.120503652039325
1739209638.6324344;-45.120503652039325
1739209638.6324413;-33.981070128970956
1739209638.6324482;-38.13080360867914
1739209638.632455;-38.13080360867914
1739209638.6324618;-45.120503652039325
1739209638.6324687;-45.120503652039325
1739209638.6324756;-33.981070128970906
1739209638.6324823;-38.13080360867914
1739209638.6324892;-38.13080360867914
1739209638.632496;-27.267205301931607
1739209638.632503;-35.57807855764607
1739209638.6325097;-38.13080360867914
1739209638.6325166;-45.120503652039325
1739209638.6325235;-45.120503652039325
1739209638.6325302;-33.981070128970906
1739209638.6325371;-33.981070128970906
1739209638.632544;-45.120503652039325
1739209638.632551;-30.49652367304976
1739209638.6325576;-33.981070128970906
1739209638.6325645;-38.13080360867914
1739209638.6325715;-45.120503652039325
1739209638.6325781;-45.120503652039325
1739209638.632585;-45.120503652039325
1739209638.632592;-45.120503652039325
1739209638.6325989;-45.120503652039325
1739209638.6326056;-38.13080360867914
1739209638.6326125;-35.57807855764607
1739209638.6326194;-45.120503652039325
1739209638.632626;-45.120503652039325
1739209638.632633;-38.13080360867914
1739209638.63264;-35.57807855764607
1739209638.6326468;-38.13080360867914
1739209638.6326535;-45.120503652039325
1739209638.6326604;-45.120503652039325
1739209638.6326673;-38.13080360867914
1739209638.632674;-38.13080360867914
1739209638.632681;-38.13080360867914
1739209638.6326878;-38.13080360867914
1739209638.6326947;-35.57807855764607
1739209638.6327014;-35.57807855764607
1739209638.6327083;-45.120503652039325
1739209638.6327152;-38.13080360867914
1739209638.632722;-38.13080360867914
1739209638.6327288;-33.981070128970906
1739209638.6327357;-45.120503652039325
1739209638.6327426;-45.120503652039325
1739209638.6327493;-35.57807855764607
1739209638.6327562;-38.13080360867914
1739209638.6327631;-45.120503652039325
1739209638.6327698;-38.13080360867914
1739209638.6327767;-38.13080360867914
1739209638.6327837;-45.120503652039325
1739209638.6327906;-45.120503652039325
1739209638.6327972;-33.981070128970906
1739209638.6328042;-38.13080360867914
1739209638.632811;-45.120503652039325
1739209638.6328177;-38.13080360867914
1739209638.6328247;-33.981070128970906
1739209638.6328316;-33.981070128970906
1739209638.6328385;-38.13080360867914
1739209638.6328452;-45.120503652039325
1739209638.632852;-38.13080360867914
1739209638.632859;-38.13080360867914
1739209638.6328657;-33.981070128970906
1739209638.6328726;-38.13080360867914
1739209638.6328795;-38.13080360867914
1739209638.6328864;-33.981070128970906
1739209638.632893;-45.120503652039325
1739209638.6329;-45.120503652039325
1739209638.632907;-38.13080360867914
1739209638.6329136;-38.13080360867914
1739209638.6329205;-35.57807855764607
1739209638.6329274;-45.120503652039325
1739209638.6329343;-33.981070128970906
1739209638.632941;-27.267205301931607
1739209638.632948;-45.120503652039325
1739209638.6329548;-38.13080360867914
1739209638.6329615;-38.13080360867914
1739209638.6329684;-38.13080360867914
1739209638.6329753;-45.120503652039325
1739209638.6329823;-38.13080360867914
1739209638.632989;-38.13080360867914
1739209638.6329958;-29.438486411369347
1739209638.6330028;-38.13080360867914
1739209638.6330094;-45.120503652039325
1739209638.6330163;-45.120503652039325
1739209638.6330233;-38.13080360867914
1739209638.6330302;-38.13080360867914
1739209638.6330369;-38.13080360867914
1739209638.6330438;-38.13080360867914
1739209638.6330507;-28.992665084841942
1739209638.6330574;-45.120503652039325
1739209638.6330643;-45.120503652039325
1739209638.6330712;-38.13080360867914
1739209638.633078;-38.13080360867914
1739209638.6330848;-45.120503652039325
1739209638.6330917;-45.120503652039325
1739209638.6330986;-45.120503652039325
1739209638.6331053;-32.81601443825658
1739209638.6331122;-45.120503652039325
1739209638.633119;-38.13080360867914
1739209638.633126;-45.120503652039325
1739209638.6331327;-45.120503652039325
1739209638.6331396;-35.57807855764607
1739209638.6331465;-45.120503652039325
1739209638.6331532;-38.13080360867914
1739209638.63316;-26.991370085610722
1739209638.633167;-32.816014438256545
1739209638.633174;-45.120503652039325
1739209638.6331806;-38.13080360867914
1739209638.6331875;-38.13080360867914
1739209638.6331944;-45.120503652039325
1739209638.6332011;-38.13080360867914
1739209638.633208;-38.13080360867914
1739209638.633215;-35.57807855764607
1739209638.6332219;-45.120503652039325
1739209638.6332285;-45.120503652039325
1739209638.6332355;-45.120503652039325
1739209638.6332424;-35.57807855764607
1739209638.633249;-35.57807855764607
1739209638.633256;-38.13080360867914
1739209638.6332629;-45.120503652039325
1739209638.6332698;-38.13080360867914
1739209638.6332765;-38.13080360867914
1739209638.6332834;-38.13080360867914
1739209638.6332903;-45.120503652039325
1739209638.633297;-45.120503652039325
1739209638.6333039;-45.120503652039325
1739209638.6333108;-45.120503652039325
1739209638.6333177;-38.13080360867914
1739209638.6333244;-38.13080360867914
1739209638.6333313;-38.13080360867914
1739209638.6333382;-45.120503652039325
1739209638.633345;-38.13080360867914
1739209638.6333518;-35.57807855764607
1739209638.6333587;-38.13080360867914
1739209638.6333656;-38.13080360867914
1739209638.6333723;-38.13080360867914
1739209638.6333792;-45.120503652039325
1739209638.6333861;-45.120503652039325
1739209638.6333928;-35.57807855764607
1739209638.6333997;-33.981070128970906
1739209638.6334066;-45.120503652039325
1739209638.6334136;-38.13080360867914
1739209638.6334202;-45.120503652039325
1739209638.6334271;-45.120503652039325
1739209638.633434;-32.816014438256545
1739209638.6334407;-38.13080360867914
1739209638.6334476;-45.120503652039325
1739209638.6334546;-35.57807855764607
1739209638.6334615;-38.13080360867914
1739209638.6334682;-33.981070128970956
1739209638.633475;-38.13080360867914
1739209638.633482;-33.981070128970906
1739209638.6334887;-45.120503652039325
1739209638.6334956;-45.120503652039325
1739209638.6335025;-45.120503652039325
1739209638.6335094;-45.120503652039325
1739209638.633516;-45.120503652039325
1739209638.633523;-38.13080360867914
1739209638.63353;-33.981070128970906
1739209638.6335366;-45.120503652039325
1739209638.6335435;-35.57807855764607
1739209638.6335504;-38.13080360867914
1739209638.6335573;-38.13080360867914
1739209638.633564;-38.13080360867914
1739209638.633571;-38.13080360867914
1739209638.6335778;-38.13080360867914
1739209638.6335845;-45.120503652039325
1739209638.6335914;-38.13080360867914
1739209638.6335983;-38.13080360867914
1739209638.6336052;-45.120503652039325
1739209638.633612;-45.120503652039325
1739209638.6336188;-45.120503652039325
1739209638.6336257;-38.13080360867914
