CAN Message; 0x77:d4716c6fcd941292
1739209917.864124;-45.120503652039325
1739209917.8641298;-38.13080360867914
1739209917.8641357;-35.57807855764607
1739209917.8641417;-45.120503652039325
1739209917.8641477;-45.120503652039325
1739209917.8641534;-26.991370085610736
1739209917.8641593;-32.816014438256545
1739209917.8641653;-38.13080360867914
1739209917.8641713;-38.13080360867914
1739209917.864177;-32.816014438256545
1739209917.864183;-33.981070128970906
1739209917.864189;-45.120503652039325
1739209917.8641949;-45.120503652039325
1739209917.8642006;-45.120503652039325
1739209917.8642066;-45.120503652039325
1739209917.8642125;-45.120503652039325
1739209917.8642182;-45.120503652039325
1739209917.8642242;-45.120503652039325
1739209917.8642302;-45.120503652039325
1739209917.864236;-45.120503652039325
1739209917.8642418;-45.120503652039325
1739209917.8642478;-45.120503652039325
1739209917.8642538;-45.120503652039325
1739209917.8642597;-45.120503652039325
1739209917.8642654;-45.120503652039325
1739209917.8642714;-45.120503652039325
1739209917.8642774;-38.13080360867914
1739209917.8642833;-38.13080360867914
1739209917.864289;-38.13080360867914
1739209917.864295;-26.035653463252796
1739209917.864301;-29.438486411369333
1739209917.864307;-45.120503652039325
1739209917.8643126;-38.13080360867914
1739209917.8643186;-30.49652367304973
1739209917.8643246;-35.57807855764607
1739209917.8643305;-45.120503652039325
1739209917.8643363;-45.120503652039325
1739209917.8643422;-45.120503652039325
1739209917.8643482;-45.120503652039325
1739209917.864354;-38.13080360867914
1739209917.8643599;-45.120503652039325
1739209917.8643658;-45.120503652039325
1739209917.8643718;-31.141103565318915
1739209917.8643775;-38.13080360867914
1739209917.8643835;-35.57807855764607
1739209917.8643894;-32.816014438256545
1739209917.8643954;-38.13080360867914
1739209917.864401;-38.13080360867914
1739209917.864407;-38.13080360867914
1739209917.864413;-45.120503652039325
1739209917.864419;-45.120503652039325
1739209917.8644247;-45.120503652039325
1739209917.8644307;-45.120503652039325
1739209917.8644366;-35.57807855764607
1739209917.8644426;-35.57807855764607
1739209917.8644483;-45.120503652039325
1739209917.8644543;-45.120503652039325
1739209917.8644602;-35.57807855764607
1739209917.864466;-35.57807855764607
1739209917.864472;-45.120503652039325
1739209917.8644779;-38.13080360867914
1739209917.8644838;-38.13080360867914
1739209917.8644896;-45.120503652039325
1739209917.8644955;-45.120503652039325
1739209917.8645015;-45.120503652039325
1739209917.8645074;-38.13080360867914
1739209917.8645132;-35.57807855764607
1739209917.8645191;-38.13080360867914
1739209917.864525;-38.13080360867914
1739209917.864531;-45.120503652039325
1739209917.8645368;-38.13080360867914
1739209917.8645427;-45.120503652039325
1739209917.8645487;-38.13080360867914
1739209917.8645546;-38.13080360867914
1739209917.8645604;-38.13080360867914
1739209917.8645663;-35.57807855764607
1739209917.8645723;-45.120503652039325
1739209917.8645782;-45.120503652039325
1739209917.864584;-38.13080360867914
1739209917.86459;-45.120503652039325
1739209917.864596;-38.13080360867914
1739209917.8646016;-38.13080360867914
1739209917.8646076;-35.57807855764607
1739209917.8646135;-38.13080360867914
1739209917.8646195;-38.13080360867914
1739209917.8646252;-33.981070128970906
1739209917.8646312;-38.13080360867914
1739209917.8646371;-38.13080360867914
1739209917.864643;-33.981070128970906
1739209917.8646488;-45.120503652039325
1739209917.8646548;-38.13080360867914
1739209917.8646607;-33.981070128970906
1739209917.8646667;-38.13080360867914
1739209917.8646724;-38.13080360867914
1739209917.8646784;-33.981070128970906
1739209917.8646843;-45.120503652039325
1739209917.8646903;-45.120503652039325
1739209917.864696;-45.120503652039325
1739209917.864702;-38.13080360867914
1739209917.864708;-35.57807855764607
1739209917.8647137;-38.13080360867914
1739209917.8647196;-45.120503652039325
1739209917.8647256;-45.120503652039325
1739209917.8647316;-28.21854285175415
1739209917.8647373;-35.57807855764607
1739209917.8647432;-45.120503652039325
1739209917.8647492;-33.981070128970906
1739209917.8647552;-45.120503652039325
1739209917.8647609;-45.120503652039325
1739209917.8647668;-45.120503652039325
1739209917.8647728;-33.981070128970906
1739209917.8647788;-38.13080360867914
1739209917.8647845;-45.120503652039325
1739209917.8647904;-38.13080360867914
1739209917.8647964;-45.120503652039325
1739209917.8648024;-32.816014438256545
1739209917.864808;-38.13080360867914
1739209917.864814;-45.120503652039325
1739209917.86482;-28.992665084841942
1739209917.864826;-33.981070128970906
1739209917.8648317;-45.120503652039325
1739209917.8648376;-38.13080360867914
1739209917.8648436;-33.981070128970906
1739209917.8648493;-38.13080360867914
1739209917.8648553;-33.981070128970906
1739209917.8648612;-45.120503652039325
1739209917.8648672;-45.120503652039325
1739209917.864873;-45.120503652039325
1739209917.864879;-38.13080360867914
1739209917.8648849;-45.120503652039325
1739209917.8648908;-38.13080360867914
1739209917.8648965;-38.13080360867914
1739209917.8649025;-45.120503652039325
1739209917.8649085;-33.981070128970906
1739209917.8649144;-33.981070128970906
1739209917.8649201;-38.13080360867914
1739209917.864926;-33.981070128970906
1739209917.864932;-38.13080360867914
1739209917.864938;-38.13080360867914
1739209917.8649437;-33.981070128970906
1739209917.8649497;-35.57807855764607
1739209917.8649557;-45.120503652039325
1739209917.8649616;-31.141103565318915
1739209917.8649673;-27.267205301931607
1739209917.8649733;-38.13080360867914
1739209917.8649793;-38.13080360867914
1739209917.864985;-33.981070128970906
1739209917.864991;-38.13080360867914
1739209917.864997;-45.120503652039325
1739209917.8650029;-38.13080360867914
1739209917.8650086;-45.120503652039325
1739209917.8650146;-32.81601443825658
1739209917.8650205;-38.13080360867914
1739209917.8650265;-45.120503652039325
1739209917.8650322;-38.13080360867914
1739209917.8650382;-35.57807855764607
1739209917.865044;-38.13080360867914
1739209917.86505;-45.120503652039325
1739209917.8650558;-38.13080360867914
1739209917.8650618;-32.816014438256545
1739209917.8650677;-38.13080360867914
1739209917.8650737;-45.120503652039325
1739209917.8650794;-45.120503652039325
1739209917.8650854;-38.13080360867914
1739209917.8650913;-38.13080360867914
1739209917.865097;-45.120503652039325
1739209917.865103;-38.13080360867914
1739209917.865109;-38.13080360867914
1739209917.865115;-45.120503652039325
1739209917.8651206;-45.120503652039325
1739209917.8651266;-38.13080360867914
1739209917.8651326;-33.981070128970906
1739209917.8651385;-38.13080360867914
1739209917.8651443;-45.120503652039325
1739209917.8651502;-45.120503652039325
1739209917.8651562;-38.13080360867914
1739209917.8651621;-38.13080360867914
1739209917.8651679;-45.120503652039325
1739209917.8651738;-38.13080360867914
1739209917.8651798;-38.13080360867914
1739209917.8651857;-33.981070128970906
1739209917.8651915;-45.120503652039325
1739209917.8651974;-38.13080360867914
1739209917.8652034;-38.13080360867914
1739209917.8652093;-45.120503652039325
1739209917.865215;-45.120503652039325
1739209917.865221;-45.120503652039325
1739209917.865227;-45.120503652039325
1739209917.8652327;-38.13080360867914
1739209917.8652387;-38.13080360867914
1739209917.8652446;-45.120503652039325
1739209917.8652506;-45.120503652039325
1739209917.8652563;-38.13080360867914
1739209917.8652623;-35.57807855764607
1739209917.8652682;-38.13080360867914
1739209917.8652742;-35.57807855764607
1739209917.86528;-35.57807855764607
1739209917.8652859;-45.120503652039325
1739209917.8652918;-45.120503652039325
1739209917.8652978;-33.981070128970906
1739209917.8653035;-32.816014438256545
1739209917.8653095;-38.13080360867914
1739209917.8653154;-45.120503652039325
1739209917.8653214;-45.120503652039325
1739209917.8653271;-45.120503652039325
1739209917.865333;-45.120503652039325
1739209917.865339;-33.981070128970906
1739209917.8653448;-45.120503652039325
1739209917.8653507;-45.120503652039325
1739209917.8653567;-45.120503652039325
1739209917.8653626;-45.120503652039325
1739209917.8653684;-45.120503652039325
1739209917.8653743;-45.120503652039325
1739209917.8653803;-45.120503652039325
1739209917.8653862;-45.120503652039325
1739209917.865392;-45.120503652039325
1739209917.865398;-38.13080360867914
1739209917.865404;-38.13080360867914
1739209917.8654099;-45.120503652039325
1739209917.8654156;-29.438486411369333
1739209917.8654215;-31.141103565318915
1739209917.8654275;-45.120503652039325
1739209917.8654335;-45.120503652039325
1739209917.8654392;-32.816014438256545
1739209917.8654451;-28.58837851428586
1739209917.865451;-45.120503652039325
1739209917.865457;-45.120503652039325
1739209917.8654628;-45.120503652039325
1739209917.8654687;-38.13080360867914
1739209917.8654747;-45.120503652039325
1739209917.8654804;-35.57807855764607
1739209917.8654864;-38.13080360867914
1739209917.8654923;-38.13080360867914
1739209917.8654983;-32.816014438256545
1739209917.865504;-38.13080360867914
1739209917.86551;-38.13080360867914
1739209917.865516;-45.120503652039325
1739209917.865522;-45.120503652039325
1739209917.8655276;-45.120503652039325
1739209917.8655336;-33.981070128970906
1739209917.8655396;-28.992665084841942
1739209917.8655455;-45.120503652039325
1739209917.8655512;-45.120503652039325
1739209917.8655572;-35.57807855764607
1739209917.8655632;-32.816014438256545
1739209917.865569;-45.120503652039325
1739209917.8655748;-33.981070128970906
1739209917.8655808;-38.13080360867914
1739209917.8655868;-38.13080360867914
1739209917.8655925;-35.57807855764607
1739209917.8655984;-35.57807855764607
1739209917.8656044;-38.13080360867914
1739209917.8656104;-45.120503652039325
1739209917.865616;-45.120503652039325
1739209917.865622;-45.120503652039325
1739209917.865628;-38.13080360867914
1739209917.865634;-45.120503652039325
1739209917.8656397;-35.57807855764607
1739209917.8656456;-33.981070128970906
1739209917.8656516;-45.120503652039325
1739209917.8656576;-38.13080360867914
1739209917.8656633;-38.13080360867914
1739209917.8656693;-38.13080360867914
1739209917.8656752;-45.120503652039325
1739209917.8656812;-28.992665084841942
1739209917.865687;-35.57807855764607
1739209917.8656929;-38.13080360867914
1739209917.8656988;-45.120503652039325
1739209917.8657048;-38.13080360867914
1739209917.8657105;-32.816014438256545
1739209917.8657165;-33.981070128970906
1739209917.8657224;-45.120503652039325
1739209917.8657281;-38.13080360867914
1739209917.865734;-45.120503652039325
1739209917.86574;-38.13080360867914
1739209917.865746;-38.13080360867914
1739209917.8657517;-45.120503652039325
1739209917.8657577;-38.13080360867914
1739209917.8657637;-45.120503652039325
1739209917.8657696;-35.57807855764607
1739209917.8657753;-38.13080360867914
1739209917.8657813;-38.13080360867914
1739209917.8657873;-38.13080360867914
1739209917.8657932;-35.57807855764607
1739209917.865799;-38.13080360867914
1739209917.865805;-45.120503652039325
1739209917.8658109;-45.120503652039325
1739209917.8658168;-38.13080360867914
1739209917.8658226;-31.141103565318915
1739209917.8658285;-35.57807855764607
1739209917.8658345;-38.13080360867914
1739209917.8658404;-45.120503652039325
1739209917.8658462;-35.57807855764607
1739209917.865852;-30.49652367304973
1739209917.865858;-38.13080360867914
1739209917.8658638;-45.120503652039325
1739209917.8658698;-45.120503652039325
1739209917.8658757;-45.120503652039325
1739209917.8658817;-45.120503652039325
1739209917.8658874;-45.120503652039325
1739209917.8658934;-45.120503652039325
1739209917.8658993;-38.13080360867914
1739209917.8659053;-38.13080360867914
1739209917.865911;-45.120503652039325
1739209917.865917;-38.13080360867914
1739209917.865923;-45.120503652039325
1739209917.865929;-45.120503652039325
1739209917.8659346;-29.438486411369333
1739209917.8659406;-33.981070128970906
1739209917.8659465;-45.120503652039325
1739209917.8659525;-45.120503652039325
1739209917.8659582;-38.13080360867914
1739209917.8659642;-33.981070128970906
1739209917.8659701;-31.141103565318915
1739209917.8659759;-45.120503652039325
1739209917.8659818;-45.120503652039325
1739209917.8659878;-45.120503652039325
1739209917.8659937;-32.816014438256545
1739209917.8659995;-45.120503652039325
1739209917.8660054;-45.120503652039325
1739209917.8660114;-45.120503652039325
1739209917.8660173;-45.120503652039325
1739209917.866023;-38.13080360867914
1739209917.866029;-45.120503652039325
1739209917.866035;-45.120503652039325
1739209917.866041;-45.120503652039325
1739209917.8660467;-45.120503652039325
1739209917.8660526;-45.120503652039325
1739209917.8660586;-45.120503652039325
1739209917.8660645;-45.120503652039325
1739209917.8660703;-38.13080360867914
1739209917.8660762;-45.120503652039325
1739209917.8660822;-38.13080360867914
1739209917.8660882;-38.13080360867914
1739209917.8660939;-35.57807855764607
1739209917.8660998;-38.13080360867914
1739209917.8661058;-33.981070128970906
1739209917.8661115;-26.991370085610722
1739209917.8661175;-38.13080360867914
1739209917.8661234;-45.120503652039325
1739209917.8661294;-38.13080360867914
1739209917.8661351;-33.981070128970906
1739209917.866141;-45.120503652039325
1739209917.866147;-38.13080360867914
1739209917.866153;-38.13080360867914
1739209917.8661587;-45.120503652039325
1739209917.8661647;-38.13080360867914
1739209917.8661706;-38.13080360867914
1739209917.8661766;-38.13080360867914
1739209917.8661823;-45.120503652039325
1739209917.8661883;-45.120503652039325
1739209917.8661942;-45.120503652039325
1739209917.8662002;-38.13080360867914
1739209917.866206;-31.141103565318915
1739209917.866212;-38.13080360867914
1739209917.8662179;-35.57807855764607
1739209917.8662236;-38.13080360867914
1739209917.8662295;-35.57807855764607
1739209917.8662355;-38.13080360867914
1739209917.8662415;-38.13080360867914
1739209917.8662472;-38.13080360867914
1739209917.8662531;-38.13080360867914
1739209917.866259;-38.13080360867914
1739209917.866265;-45.120503652039325
1739209917.8662708;-45.120503652039325
1739209917.8662767;-33.981070128970906
1739209917.8662827;-45.120503652039325
1739209917.8662887;-45.120503652039325
1739209917.8662944;-45.120503652039325
1739209917.8663003;-33.981070128970956
1739209917.8663063;-45.120503652039325
1739209917.8663123;-38.13080360867914
1739209917.866318;-45.120503652039325
1739209917.866324;-45.120503652039325
1739209917.86633;-38.13080360867914
1739209917.8663359;-38.13080360867914
1739209917.8663416;-45.120503652039325
1739209917.8663476;-31.141103565318893
1739209917.8663535;-35.57807855764607
1739209917.8663592;-45.120503652039325
1739209917.8663652;-38.13080360867914
1739209917.8663712;-45.120503652039325
1739209917.866377;-38.13080360867914
1739209917.8663828;-45.120503652039325
1739209917.8663888;-45.120503652039325
1739209917.8663948;-32.816014438256545
1739209917.8664007;-45.120503652039325
1739209917.8664064;-45.120503652039325
1739209917.8664124;-38.13080360867914
1739209917.8664184;-38.13080360867914
1739209917.8664243;-38.13080360867914
1739209917.86643;-38.13080360867914
1739209917.866436;-38.13080360867914
1739209917.866442;-45.120503652039325
1739209917.866448;-38.13080360867914
1739209917.8664536;-45.120503652039325
1739209917.8664596;-45.120503652039325
1739209917.8664656;-45.120503652039325
1739209917.8664715;-31.141103565318915
1739209917.8664773;-38.13080360867914
1739209917.8664832;-38.13080360867914
1739209917.8664892;-38.13080360867914
1739209917.866495;-35.57807855764607
1739209917.8665009;-45.120503652039325
1739209917.8665068;-45.120503652039325
1739209917.8665128;-45.120503652039325
1739209917.8665185;-38.13080360867914
1739209917.8665245;-38.13080360867914
1739209917.8665304;-38.13080360867914
1739209917.8665364;-45.120503652039325
1739209917.866542;-45.120503652039325
1739209917.866548;-35.57807855764607
1739209917.866554;-38.13080360867914
1739209917.86656;-45.120503652039325
1739209917.8665657;-38.13080360867914
1739209917.8665717;-35.57807855764607
1739209917.8665776;-45.120503652039325
1739209917.8665836;-35.57807855764607
1739209917.8665893;-35.57807855764607
1739209917.8665953;-45.120503652039325
1739209917.8666012;-38.13080360867914
1739209917.866607;-45.120503652039325
1739209917.866613;-45.120503652039325
1739209917.8666189;-35.57807855764607
1739209917.8666248;-38.13080360867914
1739209917.8666306;-45.120503652039325
1739209917.8666365;-38.13080360867914
1739209917.8666425;-35.57807855764607
1739209917.8666484;-38.13080360867914
1739209917.8666542;-38.13080360867914
1739209917.86666;-38.13080360867914
1739209917.866666;-45.120503652039325
1739209917.866672;-45.120503652039325
1739209917.8666778;-45.120503652039325
1739209917.8666837;-45.120503652039325
1739209917.8666897;-38.13080360867914
1739209917.8666956;-38.13080360867914
1739209917.8667014;-45.120503652039325
1739209917.8667073;-45.120503652039325
1739209917.8667133;-35.57807855764607
1739209917.8667192;-38.13080360867914
1739209917.866725;-45.120503652039325
1739209917.866731;-38.13080360867914
1739209917.866737;-38.13080360867914
1739209917.8667426;-38.13080360867914
1739209917.8667486;-45.120503652039325
1739209917.8667545;-38.13080360867914
1739209917.8667605;-38.13080360867914
1739209917.8667662;-38.13080360867914
1739209917.8667722;-45.120503652039325
1739209917.8667781;-38.13080360867914
1739209917.866784;-45.120503652039325
1739209917.8667898;-45.120503652039325
1739209917.8667958;-45.120503652039325
1739209917.8668017;-45.120503652039325
1739209917.8668077;-38.13080360867914
1739209917.8668134;-45.120503652039325
1739209917.8668194;-38.13080360867914
1739209917.8668253;-33.981070128970906
1739209917.8668313;-38.13080360867914
1739209917.866837;-45.120503652039325
1739209917.866843;-38.13080360867914
1739209917.866849;-35.57807855764607
1739209917.8668547;-38.13080360867914
1739209917.8668606;-38.13080360867914
1739209917.8668666;-38.13080360867914
1739209917.8668725;-38.13080360867914
1739209917.8668783;-38.13080360867914
1739209917.8668842;-38.13080360867914
1739209917.8668902;-45.120503652039325
1739209917.8668962;-33.981070128970906
1739209917.8669019;-38.13080360867914
1739209917.8669078;-38.13080360867914
1739209917.8669138;-45.120503652039325
1739209917.8669198;-38.13080360867914
1739209917.8669255;-45.120503652039325
1739209917.8669314;-45.120503652039325
1739209917.8669374;-45.120503652039325
1739209917.8669434;-38.13080360867914
1739209917.866949;-45.120503652039325
1739209917.866955;-45.120503652039325
1739209917.866961;-45.120503652039325
1739209917.866967;-38.13080360867914
1739209917.8669727;-38.13080360867914
1739209917.8669786;-45.120503652039325
1739209917.8669846;-45.120503652039325
1739209917.8669903;-38.13080360867914
1739209917.8669963;-38.13080360867914
1739209917.8670022;-45.120503652039325
1739209917.8670082;-35.57807855764607
1739209917.867014;-38.13080360867914
1739209917.86702;-35.57807855764607
1739209917.8670259;-38.13080360867914
1739209917.8670318;-38.13080360867914
1739209917.8670375;-38.13080360867914
1739209917.8670435;-45.120503652039325
1739209917.8670495;-38.13080360867914
1739209917.8670554;-38.13080360867914
1739209917.8670611;-33.981070128970906
1739209917.867067;-28.992665084841942
1739209917.867073;-45.120503652039325
1739209917.867079;-45.120503652039325
1739209917.8670847;-38.13080360867914
1739209917.8670907;-33.981070128970906
1739209917.8670967;-45.120503652039325
1739209917.8671026;-45.120503652039325
1739209917.8671083;-33.981070128970906
1739209917.8671143;-35.57807855764607
1739209917.8671203;-38.13080360867914
1739209917.867126;-38.13080360867914
1739209917.867132;-38.13080360867914
1739209917.867138;-45.120503652039325
1739209917.8671439;-38.13080360867914
1739209917.8671496;-38.13080360867914
1739209917.8671556;-38.13080360867914
1739209917.8671615;-35.57807855764607
1739209917.8671675;-45.120503652039325
1739209917.8671732;-38.13080360867914
1739209917.8671792;-35.57807855764607
1739209917.867185;-45.120503652039325
1739209917.867191;-45.120503652039325
1739209917.8671968;-45.120503652039325
1739209917.8672028;-38.13080360867914
1739209917.8672087;-32.816014438256545
1739209917.8672147;-45.120503652039325
1739209917.8672204;-45.120503652039325
1739209917.8672264;-45.120503652039325
1739209917.8672323;-33.981070128970906
1739209917.867238;-45.120503652039325
1739209917.867244;-35.57807855764607
1739209917.86725;-38.13080360867914
1739209917.867256;-33.981070128970956
1739209917.8672616;-38.13080360867914
1739209917.8672676;-45.120503652039325
1739209917.8672736;-38.13080360867914
1739209917.8672795;-45.120503652039325
1739209917.8672853;-45.120503652039325
1739209917.8672912;-38.13080360867914
1739209917.8672972;-35.57807855764607
1739209917.8673031;-30.49652367304973
1739209917.8673089;-38.13080360867914
1739209917.8673148;-35.57807855764607
1739209917.8673208;-33.981070128970906
1739209917.8673267;-45.120503652039325
1739209917.8673325;-45.120503652039325
1739209917.8673384;-33.981070128970906
1739209917.8673444;-45.120503652039325
1739209917.8673503;-45.120503652039325
1739209917.867356;-45.120503652039325
1739209917.867362;-45.120503652039325
1739209917.867368;-45.120503652039325
1739209917.8673737;-32.816014438256545
1739209917.8673797;-38.13080360867914
1739209917.8673856;-45.120503652039325
1739209917.8673916;-45.120503652039325
1739209917.8673973;-45.120503652039325
1739209917.8674033;-45.120503652039325
1739209917.8674092;-45.120503652039325
1739209917.8674152;-45.120503652039325
1739209917.867421;-45.120503652039325
1739209917.8674269;-45.120503652039325
1739209917.8674328;-45.120503652039325
1739209917.8674388;-38.13080360867914
1739209917.8674445;-38.13080360867914
1739209917.8674505;-38.13080360867914
1739209917.8674564;-38.13080360867914
1739209917.8674624;-45.120503652039325
1739209917.867468;-45.120503652039325
1739209917.867474;-45.120503652039325
1739209917.86748;-38.13080360867914
1739209917.8674858;-45.120503652039325
1739209917.8674917;-45.120503652039325
1739209917.8674977;-45.120503652039325
1739209917.8675036;-38.13080360867914
1739209917.8675094;-38.13080360867914
1739209917.8675153;-45.120503652039325
1739209917.8675213;-33.981070128970906
1739209917.8675272;-38.13080360867914
1739209917.867533;-38.13080360867914
1739209917.867539;-38.13080360867914
1739209917.867545;-38.13080360867914
1739209917.8675508;-38.13080360867914
1739209917.8675566;-38.13080360867914
1739209917.8675625;-45.120503652039325
1739209917.8675685;-38.13080360867914
1739209917.8675745;-38.13080360867914
1739209917.8675802;-45.120503652039325
1739209917.8675861;-45.120503652039325
1739209917.867592;-38.13080360867914
1739209917.867598;-35.57807855764607
1739209917.8676038;-38.13080360867914
1739209917.8676097;-38.13080360867914
1739209917.8676157;-45.120503652039325
1739209917.8676214;-35.57807855764607
1739209917.8676274;-38.13080360867914
1739209917.8676333;-38.13080360867914
1739209917.8676393;-35.57807855764607
1739209917.867645;-38.13080360867914
1739209917.867651;-45.120503652039325
1739209917.867657;-45.120503652039325
1739209917.867663;-45.120503652039325
1739209917.8676686;-35.57807855764607
1739209917.8676746;-38.13080360867914
1739209917.8676805;-45.120503652039325
1739209917.8676865;-35.57807855764607
1739209917.8676922;-38.13080360867914
1739209917.8676982;-45.120503652039325
1739209917.8677042;-45.120503652039325
1739209917.86771;-38.13080360867914
1739209917.8677158;-38.13080360867914
1739209917.8677218;-45.120503652039325
1739209917.8677278;-45.120503652039325
1739209917.8677335;-35.57807855764607
1739209917.8677394;-38.13080360867914
1739209917.8677454;-38.13080360867914
1739209917.8677514;-38.13080360867914
1739209917.867757;-38.13080360867914
1739209917.867763;-38.13080360867914
1739209917.867769;-38.13080360867914
1739209917.867775;-45.120503652039325
1739209917.8677807;-45.120503652039325
1739209917.8677866;-45.120503652039325
1739209917.8677926;-45.120503652039325
1739209917.8677986;-38.13080360867914
1739209917.8678043;-45.120503652039325
1739209917.8678102;-45.120503652039325
1739209917.8678162;-38.13080360867914
1739209917.8678222;-38.13080360867914
1739209917.867828;-32.816014438256545
1739209917.8678339;-45.120503652039325
1739209917.8678398;-38.13080360867914
1739209917.8678458;-38.13080360867914
1739209917.8678515;-38.13080360867914
1739209917.8678575;-45.120503652039325
1739209917.8678634;-45.120503652039325
1739209917.8678691;-45.120503652039325
1739209917.867875;-28.992665084841942
1739209917.867881;-38.13080360867914
1739209917.867887;-45.120503652039325
1739209917.8678927;-38.13080360867914
1739209917.8678987;-38.13080360867914
1739209917.8679047;-38.13080360867914
1739209917.8679106;-45.120503652039325
1739209917.8679163;-45.120503652039325
1739209917.8679223;-45.120503652039325
1739209917.8679283;-38.13080360867914
1739209917.8679342;-38.13080360867914
1739209917.86794;-38.13080360867914
1739209917.867946;-45.120503652039325
1739209917.8679519;-45.120503652039325
1739209917.8679578;-45.120503652039325
