CAN Message; 0x1a7:00000803415b186b
Timestamp;Amplitude
1739209832.772174;-45.120503652039325
1739209832.7721758;-38.13080360867914
1739209832.772178;-35.57807855764607
1739209832.7721798;-45.120503652039325
1739209832.7721817;-45.120503652039325
1739209832.772184;-28.58837851428586
1739209832.7721858;-38.13080360867914
1739209832.7721877;-45.120503652039325
1739209832.7721896;-45.120503652039325
1739209832.7721918;-35.57807855764607
1739209832.7721937;-38.13080360867914
1739209832.7721956;-45.120503652039325
1739209832.7721977;-45.120503652039325
1739209832.7721996;-33.981070128970906
1739209832.7722015;-38.13080360867914
1739209832.7722037;-38.13080360867914
1739209832.7722056;-38.13080360867914
1739209832.7722075;-45.120503652039325
1739209832.7722094;-45.120503652039325
1739209832.7722116;-38.13080360867914
1739209832.7722135;-45.120503652039325
1739209832.7722154;-45.120503652039325
1739209832.7722175;-45.120503652039325
1739209832.7722194;-45.120503652039325
1739209832.7722213;-35.57807855764607
1739209832.7722235;-38.13080360867914
1739209832.7722254;-45.120503652039325
1739209832.7722273;-38.13080360867914
1739209832.7722292;-45.120503652039325
1739209832.7722313;-33.981070128970906
1739209832.7722332;-38.13080360867914
1739209832.7722352;-38.13080360867914
1739209832.7722373;-38.13080360867914
1739209832.7722392;-45.120503652039325
1739209832.772241;-45.120503652039325
1739209832.772243;-33.981070128970906
1739209832.7722452;-35.57807855764607
1739209832.772247;-38.13080360867914
1739209832.772249;-45.120503652039325
1739209832.7722511;-45.120503652039325
1739209832.772253;-35.57807855764607
1739209832.772255;-45.120503652039325
1739209832.772257;-45.120503652039325
1739209832.772259;-45.120503652039325
1739209832.772261;-33.981070128970906
1739209832.7722628;-33.981070128970906
1739209832.772265;-38.13080360867914
1739209832.7722669;-45.120503652039325
1739209832.7722688;-38.13080360867914
1739209832.772271;-33.981070128970906
1739209832.7722728;-45.120503652039325
1739209832.7722747;-45.120503652039325
1739209832.7722769;-38.13080360867914
1739209832.7722788;-38.13080360867914
1739209832.7722807;-38.13080360867914
1739209832.7722826;-38.13080360867914
1739209832.7722847;-35.57807855764607
1739209832.7722867;-38.13080360867914
1739209832.7722886;-45.120503652039325
1739209832.7722907;-38.13080360867914
1739209832.7722926;-38.13080360867914
1739209832.7722945;-45.120503652039325
1739209832.7722964;-45.120503652039325
1739209832.7722986;-45.120503652039325
1739209832.7723005;-38.13080360867914
1739209832.7723024;-33.981070128970906
1739209832.7723045;-45.120503652039325
1739209832.7723064;-45.120503652039325
1739209832.7723083;-38.13080360867914
1739209832.7723105;-38.13080360867914
1739209832.7723124;-35.57807855764607
1739209832.7723143;-45.120503652039325
1739209832.7723162;-38.13080360867914
1739209832.7723184;-45.120503652039325
1739209832.7723203;-33.981070128970906
1739209832.7723222;-45.120503652039325
1739209832.7723243;-45.120503652039325
1739209832.7723262;-38.13080360867914
1739209832.7723281;-45.120503652039325
1739209832.7723303;-45.120503652039325
1739209832.7723322;-38.13080360867914
1739209832.772334;-45.120503652039325
1739209832.772336;-38.13080360867914
1739209832.7723382;-38.13080360867914
1739209832.77234;-45.120503652039325
1739209832.772342;-38.13080360867914
1739209832.772344;-45.120503652039325
1739209832.772346;-45.120503652039325
1739209832.772348;-45.120503652039325
1739209832.7723498;-38.13080360867914
1739209832.772352;-31.141103565318893
1739209832.772354;-45.120503652039325
1739209832.7723558;-38.13080360867914
1739209832.772358;-38.13080360867914
1739209832.7723598;-25.826314394896354
1739209832.7723618;-32.816014438256545
1739209832.772364;-45.120503652039325
1739209832.7723658;-45.120503652039325
1739209832.7723677;-38.13080360867914
1739209832.7723696;-45.120503652039325
1739209832.7723718;-45.120503652039325
1739209832.7723737;-35.57807855764607
1739209832.7723756;-31.141103565318943
1739209832.7723777;-45.120503652039325
1739209832.7723796;-35.57807855764607
1739209832.7723815;-35.57807855764607
1739209832.7723837;-45.120503652039325
1739209832.7723856;-38.13080360867914
1739209832.7723875;-35.57807855764607
1739209832.7723894;-38.13080360867914
1739209832.7723916;-32.816014438256545
1739209832.7723935;-38.13080360867914
1739209832.7723954;-45.120503652039325
1739209832.7723975;-38.13080360867914
1739209832.7723994;-45.120503652039325
1739209832.7724013;-45.120503652039325
1739209832.7724035;-33.981070128970906
1739209832.7724054;-38.13080360867914
1739209832.7724073;-38.13080360867914
1739209832.7724092;-35.57807855764607
1739209832.7724113;-35.57807855764607
1739209832.7724133;-38.13080360867914
1739209832.7724152;-35.57807855764607
1739209832.7724173;-35.57807855764607
1739209832.7724192;-45.120503652039325
1739209832.7724211;-33.981070128970906
1739209832.772423;-38.13080360867914
1739209832.7724252;-38.13080360867914
1739209832.772427;-38.13080360867914
1739209832.772429;-45.120503652039325
1739209832.7724311;-45.120503652039325
1739209832.772433;-45.120503652039325
1739209832.772435;-45.120503652039325
1739209832.772437;-38.13080360867914
1739209832.772439;-28.992665084841942
1739209832.772441;-31.141103565318915
1739209832.7724428;-45.120503652039325
1739209832.772445;-38.13080360867914
1739209832.7724469;-35.57807855764607
1739209832.7724488;-35.57807855764607
1739209832.772451;-45.120503652039325
1739209832.7724528;-45.120503652039325
1739209832.7724547;-45.120503652039325
1739209832.772457;-45.120503652039325
1739209832.7724588;-45.120503652039325
1739209832.7724607;-45.120503652039325
1739209832.7724626;-38.13080360867914
1739209832.7724648;-38.13080360867914
1739209832.7724667;-45.120503652039325
1739209832.7724686;-38.13080360867914
1739209832.7724707;-38.13080360867914
1739209832.7724726;-38.13080360867914
1739209832.7724745;-45.120503652039325
1739209832.7724767;-45.120503652039325
1739209832.7724786;-38.13080360867914
1739209832.7724805;-45.120503652039325
1739209832.7724824;-38.13080360867914
1739209832.7724845;-38.13080360867914
1739209832.7724864;-38.13080360867914
1739209832.7724884;-35.57807855764607
1739209832.7724905;-38.13080360867914
1739209832.7724924;-38.13080360867914
1739209832.7724943;-45.120503652039325
1739209832.7724962;-33.981070128970906
1739209832.7724984;-38.13080360867914
1739209832.7725003;-45.120503652039325
1739209832.7725022;-45.120503652039325
1739209832.7725043;-45.120503652039325
1739209832.7725062;-45.120503652039325
1739209832.7725081;-45.120503652039325
1739209832.7725103;-45.120503652039325
1739209832.7725122;-38.13080360867914
1739209832.772514;-38.13080360867914
1739209832.772516;-45.120503652039325
1739209832.7725182;-45.120503652039325
1739209832.77252;-45.120503652039325
1739209832.772522;-38.13080360867914
1739209832.772524;-38.13080360867914
1739209832.772526;-45.120503652039325
1739209832.772528;-33.981070128970906
1739209832.77253;-35.57807855764607
1739209832.772532;-38.13080360867914
1739209832.772534;-45.120503652039325
1739209832.7725358;-31.141103565318915
1739209832.772538;-38.13080360867914
1739209832.7725399;-38.13080360867914
1739209832.7725418;-38.13080360867914
1739209832.772544;-35.57807855764607
1739209832.7725458;-30.49652367304973
1739209832.7725477;-38.13080360867914
1739209832.7725496;-45.120503652039325
1739209832.7725518;-45.120503652039325
1739209832.7725537;-38.13080360867914
1739209832.7725556;-38.13080360867914
1739209832.7725577;-45.120503652039325
1739209832.7725596;-38.13080360867914
1739209832.7725616;-45.120503652039325
1739209832.7725637;-38.13080360867914
1739209832.7725656;-45.120503652039325
1739209832.7725675;-33.981070128970906
1739209832.7725694;-38.13080360867914
1739209832.7725716;-45.120503652039325
1739209832.7725735;-38.13080360867914
1739209832.7725754;-33.981070128970906
1739209832.7725775;-45.120503652039325
1739209832.7725794;-45.120503652039325
1739209832.7725813;-31.141103565318893
1739209832.7725835;-45.120503652039325
1739209832.7725854;-45.120503652039325
1739209832.7725873;-33.981070128970906
1739209832.7725892;-35.57807855764607
1739209832.7725914;-38.13080360867914
1739209832.7725933;-45.120503652039325
1739209832.7725952;-45.120503652039325
1739209832.7725973;-45.120503652039325
1739209832.7725992;-38.13080360867914
1739209832.7726011;-38.13080360867914
1739209832.772603;-38.13080360867914
1739209832.7726052;-45.120503652039325
1739209832.772607;-38.13080360867914
1739209832.772609;-33.981070128970906
1739209832.7726111;-38.13080360867914
1739209832.772613;-38.13080360867914
1739209832.772615;-45.120503652039325
1739209832.772617;-35.57807855764607
1739209832.772619;-38.13080360867914
1739209832.772621;-45.120503652039325
1739209832.7726228;-38.13080360867914
1739209832.772625;-38.13080360867914
1739209832.7726269;-45.120503652039325
1739209832.7726288;-35.57807855764607
1739209832.772631;-45.120503652039325
1739209832.7726328;-45.120503652039325
1739209832.7726347;-45.120503652039325
1739209832.772637;-38.13080360867914
1739209832.7726388;-33.981070128970906
1739209832.7726407;-38.13080360867914
1739209832.7726426;-45.120503652039325
1739209832.7726448;-45.120503652039325
1739209832.7726467;-32.816014438256545
1739209832.7726486;-30.49652367304973
1739209832.7726507;-45.120503652039325
1739209832.7726526;-45.120503652039325
1739209832.7726545;-45.120503652039325
1739209832.7726567;-35.57807855764607
1739209832.7726586;-45.120503652039325
1739209832.7726605;-45.120503652039325
1739209832.7726624;-45.120503652039325
1739209832.7726645;-38.13080360867914
1739209832.7726665;-33.981070128970906
1739209832.7726684;-45.120503652039325
1739209832.7726705;-38.13080360867914
1739209832.7726724;-45.120503652039325
1739209832.7726743;-38.13080360867914
1739209832.7726762;-45.120503652039325
1739209832.7726784;-35.57807855764607
1739209832.7726803;-26.991370085610736
1739209832.7726822;-38.13080360867914
1739209832.7726843;-45.120503652039325
1739209832.7726862;-38.13080360867914
1739209832.7726882;-29.438486411369333
1739209832.7726903;-38.13080360867914
1739209832.7726922;-45.120503652039325
1739209832.772694;-45.120503652039325
1739209832.772696;-45.120503652039325
1739209832.7726982;-38.13080360867914
1739209832.7727;-38.13080360867914
1739209832.772702;-45.120503652039325
1739209832.7727041;-45.120503652039325
1739209832.772706;-38.13080360867914
1739209832.772708;-35.57807855764607
1739209832.77271;-45.120503652039325
1739209832.772712;-45.120503652039325
1739209832.772714;-45.120503652039325
1739209832.7727158;-45.120503652039325
1739209832.772718;-45.120503652039325
1739209832.7727199;-45.120503652039325
1739209832.7727218;-38.13080360867914
1739209832.772724;-45.120503652039325
1739209832.7727258;-38.13080360867914
1739209832.7727277;-25.826314394896354
1739209832.7727299;-35.57807855764607
1739209832.7727318;-35.57807855764607
1739209832.7727337;-38.13080360867914
1739209832.7727356;-35.57807855764607
1739209832.7727377;-38.13080360867914
1739209832.7727396;-35.57807855764607
1739209832.7727416;-38.13080360867914
1739209832.7727437;-33.981070128970956
1739209832.7727456;-45.120503652039325
1739209832.7727475;-38.13080360867914
1739209832.7727494;-38.13080360867914
1739209832.7727516;-45.120503652039325
1739209832.7727535;-35.57807855764607
1739209832.7727554;-38.13080360867914
1739209832.7727575;-38.13080360867914
1739209832.7727594;-27.8777449560314
1739209832.7727613;-35.57807855764607
1739209832.7727635;-35.57807855764607
1739209832.7727654;-38.13080360867914
1739209832.7727673;-35.57807855764607
1739209832.7727692;-45.120503652039325
1739209832.7727714;-35.57807855764607
1739209832.7727733;-38.13080360867914
1739209832.7727752;-45.120503652039325
1739209832.7727773;-45.120503652039325
1739209832.7727792;-45.120503652039325
1739209832.7727811;-45.120503652039325
1739209832.7727833;-32.816014438256545
1739209832.7727852;-35.57807855764607
1739209832.772787;-45.120503652039325
1739209832.772789;-38.13080360867914
1739209832.7727911;-45.120503652039325
1739209832.772793;-45.120503652039325
1739209832.772795;-45.120503652039325
1739209832.772797;-45.120503652039325
1739209832.772799;-45.120503652039325
1739209832.772801;-33.981070128970906
1739209832.7728028;-38.13080360867914
1739209832.772805;-45.120503652039325
1739209832.772807;-32.816014438256545
1739209832.7728088;-35.57807855764607
1739209832.772811;-45.120503652039325
1739209832.7728128;-38.13080360867914
1739209832.7728148;-45.120503652039325
1739209832.772817;-38.13080360867914
1739209832.7728188;-45.120503652039325
1739209832.7728207;-45.120503652039325
1739209832.7728226;-45.120503652039325
1739209832.7728248;-38.13080360867914
1739209832.7728267;-38.13080360867914
1739209832.7728286;-38.13080360867914
1739209832.7728307;-45.120503652039325
1739209832.7728326;-38.13080360867914
1739209832.7728345;-38.13080360867914
1739209832.7728367;-45.120503652039325
1739209832.7728386;-45.120503652039325
1739209832.7728405;-45.120503652039325
1739209832.7728424;-38.13080360867914
1739209832.7728446;-45.120503652039325
1739209832.7728465;-45.120503652039325
1739209832.7728484;-38.13080360867914
1739209832.7728505;-38.13080360867914
1739209832.7728524;-45.120503652039325
1739209832.7728543;-45.120503652039325
1739209832.7728562;-38.13080360867914
1739209832.7728584;-38.13080360867914
1739209832.7728603;-45.120503652039325
1739209832.7728622;-33.981070128970906
1739209832.7728643;-38.13080360867914
1739209832.7728662;-45.120503652039325
1739209832.7728682;-38.13080360867914
1739209832.7728703;-38.13080360867914
1739209832.7728722;-38.13080360867914
1739209832.772874;-35.57807855764607
1739209832.772876;-38.13080360867914
1739209832.7728782;-45.120503652039325
1739209832.77288;-45.120503652039325
1739209832.772882;-35.57807855764607
1739209832.7728841;-45.120503652039325
1739209832.772886;-45.120503652039325
1739209832.772888;-33.981070128970906
1739209832.77289;-35.57807855764607
1739209832.772892;-38.13080360867914
1739209832.772894;-35.57807855764607
1739209832.7728958;-35.57807855764607
1739209832.772898;-45.120503652039325
1739209832.7728999;-45.120503652039325
1739209832.7729018;-38.13080360867914
1739209832.772904;-38.13080360867914
1739209832.7729058;-45.120503652039325
1739209832.7729077;-45.120503652039325
1739209832.7729099;-38.13080360867914
1739209832.7729118;-33.981070128970906
1739209832.7729137;-45.120503652039325
1739209832.7729156;-45.120503652039325
1739209832.7729177;-35.57807855764607
1739209832.7729197;-30.49652367304973
1739209832.7729216;-45.120503652039325
1739209832.7729237;-38.13080360867914
1739209832.7729256;-38.13080360867914
1739209832.7729275;-45.120503652039325
1739209832.7729294;-45.120503652039325
1739209832.7729316;-38.13080360867914
1739209832.7729335;-35.57807855764607
1739209832.7729354;-28.992665084841942
1739209832.7729375;-33.981070128970906
1739209832.7729394;-45.120503652039325
1739209832.7729414;-45.120503652039325
1739209832.7729435;-38.13080360867914
1739209832.7729454;-45.120503652039325
1739209832.7729473;-38.13080360867914
1739209832.7729492;-38.13080360867914
1739209832.7729514;-32.81601443825658
1739209832.7729533;-38.13080360867914
1739209832.7729552;-38.13080360867914
1739209832.7729573;-45.120503652039325
1739209832.7729592;-45.120503652039325
1739209832.7729611;-45.120503652039325
1739209832.7729633;-45.120503652039325
1739209832.7729652;-45.120503652039325
1739209832.772967;-31.141103565318915
1739209832.772969;-32.816014438256545
1739209832.7729712;-45.120503652039325
1739209832.772973;-45.120503652039325
1739209832.772975;-38.13080360867914
1739209832.772977;-35.57807855764607
1739209832.772979;-38.13080360867914
1739209832.772981;-45.120503652039325
1739209832.772983;-38.13080360867914
1739209832.772985;-38.13080360867914
1739209832.772987;-38.13080360867914
1739209832.7729888;-45.120503652039325
1739209832.772991;-38.13080360867914
1739209832.7729928;-35.57807855764607
1739209832.7729948;-45.120503652039325
1739209832.772997;-45.120503652039325
1739209832.7729988;-45.120503652039325
1739209832.7730007;-45.120503652039325
1739209832.7730026;-38.13080360867914
1739209832.7730048;-45.120503652039325
1739209832.7730067;-45.120503652039325
1739209832.7730086;-45.120503652039325
1739209832.7730107;-33.981070128970906
1739209832.7730126;-45.120503652039325
1739209832.7730145;-32.816014438256545
1739209832.7730167;-28.58837851428586
1739209832.7730186;-45.120503652039325
1739209832.7730205;-45.120503652039325
1739209832.7730224;-38.13080360867914
1739209832.7730246;-38.13080360867914
1739209832.7730265;-45.120503652039325
1739209832.7730284;-38.13080360867914
1739209832.7730305;-45.120503652039325
1739209832.7730324;-38.13080360867914
1739209832.7730343;-38.13080360867914
1739209832.7730365;-29.438486411369333
1739209832.7730384;-33.981070128970906
1739209832.7730403;-35.57807855764607
1739209832.7730422;-45.120503652039325
1739209832.7730443;-45.120503652039325
1739209832.7730463;-33.981070128970906
1739209832.7730482;-45.120503652039325
1739209832.7730503;-38.13080360867914
1739209832.7730522;-35.57807855764607
1739209832.7730541;-38.13080360867914
1739209832.773056;-45.120503652039325
1739209832.7730582;-45.120503652039325
1739209832.77306;-45.120503652039325
1739209832.773062;-45.120503652039325
1739209832.7730641;-45.120503652039325
1739209832.773066;-38.13080360867914
1739209832.773068;-38.13080360867914
1739209832.77307;-35.57807855764607
1739209832.773072;-38.13080360867914
1739209832.773074;-38.13080360867914
1739209832.7730758;-38.13080360867914
1739209832.773078;-45.120503652039325
1739209832.7730799;-38.13080360867914
1739209832.7730818;-38.13080360867914
1739209832.773084;-45.120503652039325
1739209832.7730858;-45.120503652039325
1739209832.7730877;-38.13080360867914
1739209832.77309;-38.13080360867914
1739209832.7730918;-45.120503652039325
1739209832.7730937;-38.13080360867914
1739209832.7730956;-31.141103565318893
1739209832.7730978;-45.120503652039325
1739209832.7730997;-45.120503652039325
1739209832.7731016;-38.13080360867914
1739209832.7731037;-38.13080360867914
1739209832.7731056;-45.120503652039325
1739209832.7731075;-45.120503652039325
1739209832.7731094;-38.13080360867914
1739209832.7731116;-38.13080360867914
1739209832.7731135;-38.13080360867914
1739209832.7731154;-45.120503652039325
1739209832.7731175;-38.13080360867914
1739209832.7731194;-38.13080360867914
1739209832.7731214;-33.981070128970906
1739209832.7731235;-45.120503652039325
1739209832.7731254;-38.13080360867914
1739209832.7731273;-32.816014438256545
1739209832.7731292;-45.120503652039325
1739209832.7731314;-45.120503652039325
1739209832.7731333;-45.120503652039325
1739209832.7731352;-45.120503652039325
1739209832.7731373;-38.13080360867914
1739209832.7731392;-35.57807855764607
1739209832.7731411;-38.13080360867914
1739209832.7731433;-45.120503652039325
1739209832.7731452;-45.120503652039325
1739209832.773147;-38.13080360867914
1739209832.773149;-38.13080360867914
1739209832.7731512;-35.57807855764607
1739209832.773153;-38.13080360867914
1739209832.773155;-38.13080360867914
1739209832.7731571;-35.57807855764607
1739209832.773159;-45.120503652039325
1739209832.773161;-38.13080360867914
1739209832.773163;-35.57807855764607
1739209832.773165;-38.13080360867914
1739209832.773167;-45.120503652039325
1739209832.7731688;-38.13080360867914
1739209832.773171;-38.13080360867914
1739209832.7731729;-38.13080360867914
1739209832.7731748;-45.120503652039325
1739209832.773177;-33.981070128970906
1739209832.7731788;-38.13080360867914
1739209832.7731807;-38.13080360867914
1739209832.7731826;-35.57807855764607
1739209832.7731848;-38.13080360867914
1739209832.7731867;-38.13080360867914
1739209832.7731886;-45.120503652039325
1739209832.7731907;-38.13080360867914
1739209832.7731926;-33.981070128970906
1739209832.7731946;-33.981070128970906
1739209832.7731967;-45.120503652039325
1739209832.7731986;-45.120503652039325
1739209832.7732005;-38.13080360867914
1739209832.7732024;-35.57807855764607
1739209832.7732046;-38.13080360867914
1739209832.7732065;-45.120503652039325
1739209832.7732084;-33.981070128970906
1739209832.7732105;-45.120503652039325
1739209832.7732124;-45.120503652039325
1739209832.7732143;-45.120503652039325
1739209832.7732165;-38.13080360867914
1739209832.7732184;-35.57807855764607
1739209832.7732203;-38.13080360867914
1739209832.7732222;-38.13080360867914
1739209832.7732244;-30.49652367304973
1739209832.7732263;-33.981070128970906
1739209832.7732282;-38.13080360867914
1739209832.7732303;-45.120503652039325
1739209832.7732322;-45.120503652039325
1739209832.7732341;-45.120503652039325
1739209832.7732363;-33.981070128970906
1739209832.7732382;-38.13080360867914
1739209832.77324;-28.58837851428586
1739209832.773242;-45.120503652039325
1739209832.7732441;-45.120503652039325
1739209832.773246;-38.13080360867914
1739209832.773248;-38.13080360867914
1739209832.77325;-45.120503652039325
1739209832.773252;-38.13080360867914
1739209832.773254;-45.120503652039325
1739209832.7732558;-28.992665084841942
1739209832.773258;-45.120503652039325
1739209832.7732599;-38.13080360867914
1739209832.7732618;-45.120503652039325
1739209832.773264;-38.13080360867914
1739209832.7732658;-45.120503652039325
1739209832.7732677;-45.120503652039325
1739209832.77327;-45.120503652039325
1739209832.7732718;-45.120503652039325
1739209832.7732737;-45.120503652039325
1739209832.7732756;-38.13080360867914
1739209832.7732778;-38.13080360867914
1739209832.7732797;-45.120503652039325
1739209832.7732816;-45.120503652039325
1739209832.7732837;-45.120503652039325
1739209832.7732856;-45.120503652039325
1739209832.7732875;-32.816014438256545
1739209832.7732897;-38.13080360867914
1739209832.7732916;-35.57807855764607
1739209832.7732935;-38.13080360867914
1739209832.7732954;-33.981070128970906
1739209832.7732975;-45.120503652039325
1739209832.7732995;-38.13080360867914
1739209832.7733014;-38.13080360867914
1739209832.7733035;-28.992665084841942
1739209832.7733054;-38.13080360867914
1739209832.7733073;-38.13080360867914
1739209832.7733092;-35.57807855764607
1739209832.7733114;-38.13080360867914
1739209832.7733133;-45.120503652039325
1739209832.7733152;-38.13080360867914
1739209832.7733173;-38.13080360867914
1739209832.7733192;-38.13080360867914
1739209832.7733212;-45.120503652039325
1739209832.7733233;-45.120503652039325
1739209832.7733252;-45.120503652039325
1739209832.773327;-38.13080360867914
1739209832.773329;-38.13080360867914
1739209832.7733312;-33.981070128970906
1739209832.773333;-45.120503652039325
1739209832.773335;-45.120503652039325
1739209832.7733371;-38.13080360867914
1739209832.773339;-45.120503652039325
1739209832.773341;-45.120503652039325
1739209832.773343;-38.13080360867914
1739209832.773345;-35.57807855764607
1739209832.773347;-38.13080360867914
1739209832.7733488;-38.13080360867914
1739209832.773351;-33.981070128970906
1739209832.7733529;-38.13080360867914
1739209832.7733548;-38.13080360867914
1739209832.773357;-45.120503652039325
1739209832.7733588;-45.120503652039325
1739209832.7733607;-45.120503652039325
1739209832.7733626;-33.981070128970906
1739209832.7733648;-45.120503652039325
1739209832.7733667;-45.120503652039325
1739209832.7733686;-38.13080360867914
1739209832.7733707;-38.13080360867914
1739209832.7733727;-45.120503652039325
1739209832.7733746;-38.13080360867914
1739209832.7733767;-32.816014438256545
1739209832.7733786;-45.120503652039325
1739209832.7733805;-45.120503652039325
1739209832.7733824;-33.981070128970906
1739209832.7733846;-31.141103565318893
1739209832.7733865;-45.120503652039325
1739209832.7733884;-45.120503652039325
1739209832.7733905;-38.13080360867914
1739209832.7733924;-38.13080360867914
1739209832.7733943;-45.120503652039325
1739209832.7733965;-45.120503652039325
1739209832.7733984;-38.13080360867914
1739209832.7734003;-45.120503652039325
1739209832.7734022;-45.120503652039325
1739209832.7734044;-45.120503652039325
1739209832.7734063;-35.57807855764607
1739209832.7734082;-31.141103565318915
1739209832.7734103;-45.120503652039325
1739209832.7734122;-38.13080360867914
1739209832.7734141;-38.13080360867914
1739209832.7734163;-30.49652367304973
1739209832.7734182;-38.13080360867914
1739209832.77342;-35.57807855764607
1739209832.773422;-38.13080360867914
1739209832.7734241;-45.120503652039325
1739209832.773426;-45.120503652039325
1739209832.773428;-45.120503652039325
1739209832.77343;-45.120503652039325
1739209832.773432;-45.120503652039325
1739209832.773434;-38.13080360867914
1739209832.7734358;-32.816014438256545
1739209832.773438;-38.13080360867914
1739209832.77344;-45.120503652039325
1739209832.7734418;-38.13080360867914
1739209832.773444;-32.816014438256545
1739209832.7734458;-45.120503652039325
1739209832.7734478;-45.120503652039325
1739209832.77345;-45.120503652039325
1739209832.7734518;-38.13080360867914
1739209832.7734537;-35.57807855764607
1739209832.7734556;-32.816014438256545
1739209832.7734578;-45.120503652039325
1739209832.7734597;-45.120503652039325
1739209832.7734616;-45.120503652039325
1739209832.7734637;-30.49652367304973
1739209832.7734656;-32.816014438256545
1739209832.7734675;-45.120503652039325
1739209832.7734697;-33.981070128970906
1739209832.7734716;-38.13080360867914
1739209832.7734735;-33.981070128970906
1739209832.7734754;-45.120503652039325
1739209832.7734776;-45.120503652039325
1739209832.7734795;-38.13080360867914
1739209832.7734814;-45.120503652039325
1739209832.7734835;-38.13080360867914
1739209832.7734854;-38.13080360867914
1739209832.7734873;-38.13080360867914
1739209832.7734895;-45.120503652039325
1739209832.7734914;-45.120503652039325
1739209832.7734933;-38.13080360867914
1739209832.7734952;-26.487275050834715
1739209832.7734973;-31.141103565318915
1739209832.7734993;-45.120503652039325
1739209832.7735012;-38.13080360867914
1739209832.7735033;-31.141103565318893
1739209832.7735052;-38.13080360867914
1739209832.773507;-45.120503652039325
1739209832.773509;-45.120503652039325
1739209832.7735112;-45.120503652039325
1739209832.773513;-45.120503652039325
1739209832.773515;-45.120503652039325
1739209832.7735171;-38.13080360867914
1739209832.773519;-35.57807855764607
1739209832.773521;-38.13080360867914
1739209832.773523;-45.120503652039325
1739209832.773525;-38.13080360867914
1739209832.773527;-45.120503652039325
1739209832.7735288;-45.120503652039325
1739209832.773531;-45.120503652039325
1739209832.7735329;-38.13080360867914
1739209832.7735348;-38.13080360867914
1739209832.773537;-45.120503652039325
1739209832.7735388;-38.13080360867914
1739209832.7735407;-38.13080360867914
1739209832.773543;-31.141103565318915
1739209832.7735448;-28.992665084841942
1739209832.7735467;-38.13080360867914
1739209832.7735486;-45.120503652039325
1739209832.7735507;-38.13080360867914
1739209832.7735527;-35.57807855764607
1739209832.7735546;-45.120503652039325
1739209832.7735567;-38.13080360867914
1739209832.7735586;-45.120503652039325
1739209832.7735605;-32.816014438256545
1739209832.7735624;-35.57807855764607
1739209832.7735646;-45.120503652039325
1739209832.7735665;-45.120503652039325
1739209832.7735684;-45.120503652039325
1739209832.7735705;-38.13080360867914
1739209832.7735724;-38.13080360867914
1739209832.7735744;-38.13080360867914
1739209832.7735765;-38.13080360867914
1739209832.7735784;-45.120503652039325
1739209832.7735803;-38.13080360867914
1739209832.7735822;-45.120503652039325
1739209832.7735844;-45.120503652039325
