CAN Message; 0x98:0000f98da20c4ff2
1739209686.3380911;-38.13080360867914
1739209686.3380997;-45.120503652039325
1739209686.3381085;-38.13080360867914
1739209686.3381171;-38.13080360867914
1739209686.338126;-28.992665084841942
1739209686.3381345;-45.120503652039325
1739209686.3381433;-38.13080360867914
1739209686.338152;-45.120503652039325
1739209686.3381608;-45.120503652039325
1739209686.3381696;-45.120503652039325
1739209686.3381782;-45.120503652039325
1739209686.338187;-45.120503652039325
1739209686.3381956;-33.981070128970956
1739209686.3382044;-45.120503652039325
1739209686.338213;-38.13080360867914
1739209686.3382218;-45.120503652039325
1739209686.3382304;-45.120503652039325
1739209686.3382392;-38.13080360867914
1739209686.3382478;-45.120503652039325
1739209686.3382566;-38.13080360867914
1739209686.3382652;-27.267205301931607
1739209686.338274;-35.57807855764607
1739209686.3382826;-45.120503652039325
1739209686.3382914;-38.13080360867914
1739209686.3383;-38.13080360867914
1739209686.3383088;-38.13080360867914
1739209686.3383174;-38.13080360867914
1739209686.3383262;-38.13080360867914
1739209686.3383348;-38.13080360867914
1739209686.3383436;-38.13080360867914
1739209686.3383522;-38.13080360867914
1739209686.338361;-35.57807855764607
1739209686.3383696;-45.120503652039325
1739209686.3383784;-38.13080360867914
1739209686.338387;-38.13080360867914
1739209686.3383958;-45.120503652039325
1739209686.3384044;-30.49652367304973
1739209686.3384132;-30.49652367304973
1739209686.3384218;-38.13080360867914
1739209686.3384306;-35.57807855764607
1739209686.3384395;-35.57807855764607
1739209686.338448;-35.57807855764607
1739209686.3384569;-38.13080360867914
1739209686.3384655;-35.57807855764607
1739209686.3384743;-45.120503652039325
1739209686.3384829;-45.120503652039325
1739209686.3384917;-38.13080360867914
1739209686.3385003;-45.120503652039325
1739209686.338509;-45.120503652039325
1739209686.3385177;-38.13080360867914
1739209686.3385265;-38.13080360867914
1739209686.338535;-45.120503652039325
1739209686.338544;-32.816014438256545
1739209686.3385525;-35.57807855764607
1739209686.3385613;-45.120503652039325
1739209686.3385699;-45.120503652039325
1739209686.3385787;-35.57807855764607
1739209686.3385873;-35.57807855764607
1739209686.338596;-38.13080360867914
1739209686.3386047;-45.120503652039325
1739209686.3386135;-45.120503652039325
1739209686.338622;-45.120503652039325
1739209686.338631;-45.120503652039325
1739209686.3386395;-38.13080360867914
1739209686.3386483;-38.13080360867914
1739209686.338657;-45.120503652039325
1739209686.3386657;-45.120503652039325
1739209686.3386743;-38.13080360867914
1739209686.3386831;-38.13080360867914
1739209686.3386917;-45.120503652039325
1739209686.3387005;-45.120503652039325
1739209686.3387094;-45.120503652039325
1739209686.338718;-38.13080360867914
1739209686.3387268;-35.57807855764607
1739209686.3387353;-38.13080360867914
1739209686.3387442;-45.120503652039325
1739209686.3387527;-35.57807855764607
1739209686.3387616;-32.816014438256545
1739209686.3387702;-45.120503652039325
1739209686.338779;-45.120503652039325
1739209686.3387876;-38.13080360867914
1739209686.3387964;-35.57807855764607
1739209686.338805;-45.120503652039325
1739209686.3388138;-35.57807855764607
1739209686.3388224;-45.120503652039325
1739209686.3388312;-45.120503652039325
1739209686.3388398;-38.13080360867914
1739209686.3388486;-45.120503652039325
1739209686.3388572;-45.120503652039325
1739209686.338866;-45.120503652039325
1739209686.3388746;-38.13080360867914
1739209686.3388834;-38.13080360867914
1739209686.338892;-35.57807855764607
1739209686.3389008;-28.58837851428586
1739209686.3389094;-45.120503652039325
1739209686.3389182;-35.57807855764607
1739209686.3389268;-35.57807855764607
1739209686.3389356;-38.13080360867914
1739209686.3389442;-45.120503652039325
1739209686.338953;-35.57807855764607
1739209686.3389616;-38.13080360867914
1739209686.3389704;-33.981070128970956
1739209686.338979;-45.120503652039325
1739209686.3389878;-38.13080360867914
1739209686.3389966;-38.13080360867914
1739209686.3390052;-45.120503652039325
1739209686.339014;-38.13080360867914
1739209686.3390226;-38.13080360867914
1739209686.3390315;-35.57807855764607
1739209686.33904;-26.991370085610722
1739209686.3390489;-38.13080360867914
1739209686.3390574;-45.120503652039325
1739209686.3390663;-38.13080360867914
1739209686.3390749;-31.141103565318893
1739209686.3390837;-45.120503652039325
1739209686.3390923;-45.120503652039325
1739209686.339101;-38.13080360867914
1739209686.3391097;-33.981070128970956
1739209686.3391185;-38.13080360867914
1739209686.339127;-35.57807855764607
1739209686.339136;-33.981070128970906
1739209686.3391445;-38.13080360867914
1739209686.3391533;-38.13080360867914
1739209686.3391619;-45.120503652039325
1739209686.3391707;-35.57807855764607
1739209686.3391793;-31.141103565318915
1739209686.339188;-38.13080360867914
1739209686.3391967;-45.120503652039325
1739209686.3392055;-38.13080360867914
1739209686.339214;-35.57807855764607
1739209686.339223;-45.120503652039325
1739209686.3392315;-45.120503652039325
1739209686.3392403;-45.120503652039325
1739209686.339249;-38.13080360867914
1739209686.3392577;-38.13080360867914
1739209686.3392663;-45.120503652039325
1739209686.3392751;-45.120503652039325
1739209686.339284;-38.13080360867914
1739209686.3392925;-45.120503652039325
1739209686.3393013;-45.120503652039325
1739209686.33931;-35.57807855764607
1739209686.3393188;-38.13080360867914
1739209686.3393273;-45.120503652039325
1739209686.3393362;-45.120503652039325
1739209686.3393447;-35.57807855764607
1739209686.3393536;-45.120503652039325
1739209686.3393621;-45.120503652039325
1739209686.339371;-38.13080360867914
1739209686.3393795;-38.13080360867914
1739209686.3393884;-38.13080360867914
1739209686.339397;-38.13080360867914
1739209686.3394058;-45.120503652039325
1739209686.3394144;-38.13080360867914
1739209686.3394232;-38.13080360867914
1739209686.3394318;-35.57807855764607
1739209686.3394406;-45.120503652039325
1739209686.3394492;-38.13080360867914
1739209686.339458;-38.13080360867914
1739209686.3394666;-45.120503652039325
1739209686.3394754;-45.120503652039325
1739209686.339484;-45.120503652039325
1739209686.3394928;-45.120503652039325
1739209686.3395014;-45.120503652039325
1739209686.3395102;-45.120503652039325
1739209686.3395188;-45.120503652039325
1739209686.3395276;-38.13080360867914
1739209686.3395362;-32.816014438256545
1739209686.339545;-38.13080360867914
1739209686.3395538;-38.13080360867914
1739209686.3395624;-33.981070128970906
1739209686.3395712;-45.120503652039325
1739209686.3395798;-45.120503652039325
1739209686.3395886;-45.120503652039325
1739209686.3395972;-45.120503652039325
1739209686.339606;-45.120503652039325
1739209686.3396146;-45.120503652039325
1739209686.3396235;-38.13080360867914
1739209686.339632;-38.13080360867914
1739209686.3396409;-45.120503652039325
1739209686.3396494;-45.120503652039325
1739209686.3396583;-33.981070128970906
1739209686.3396668;-38.13080360867914
1739209686.3396757;-38.13080360867914
1739209686.3396842;-38.13080360867914
1739209686.339693;-33.981070128970906
1739209686.3397017;-45.120503652039325
1739209686.3397105;-38.13080360867914
1739209686.339719;-38.13080360867914
1739209686.3397279;-38.13080360867914
1739209686.3397365;-38.13080360867914
1739209686.3397453;-38.13080360867914
1739209686.3397539;-45.120503652039325
1739209686.3397627;-45.120503652039325
1739209686.3397713;-38.13080360867914
1739209686.33978;-45.120503652039325
1739209686.3397887;-45.120503652039325
1739209686.3397975;-38.13080360867914
1739209686.339806;-45.120503652039325
1739209686.339815;-38.13080360867914
1739209686.3398237;-35.57807855764607
1739209686.3398323;-38.13080360867914
1739209686.3398411;-45.120503652039325
1739209686.3398497;-35.57807855764607
1739209686.3398585;-35.57807855764607
1739209686.339867;-45.120503652039325
1739209686.339876;-38.13080360867914
1739209686.3398845;-33.981070128970906
1739209686.3398933;-45.120503652039325
1739209686.339902;-35.57807855764607
1739209686.3399107;-38.13080360867914
1739209686.3399193;-45.120503652039325
1739209686.3399282;-45.120503652039325
1739209686.3399367;-30.49652367304973
1739209686.3399456;-45.120503652039325
1739209686.3399541;-38.13080360867914
1739209686.339963;-38.13080360867914
1739209686.3399715;-45.120503652039325
1739209686.3399804;-45.120503652039325
1739209686.339989;-38.13080360867914
1739209686.3399978;-35.57807855764607
1739209686.3400064;-45.120503652039325
1739209686.3400152;-38.13080360867914
1739209686.3400238;-38.13080360867914
1739209686.3400326;-45.120503652039325
1739209686.3400412;-38.13080360867914
1739209686.34005;-35.57807855764607
1739209686.3400586;-38.13080360867914
1739209686.3400674;-45.120503652039325
1739209686.340076;-38.13080360867914
1739209686.3400848;-35.57807855764607
1739209686.3400934;-45.120503652039325
1739209686.3401022;-45.120503652039325
1739209686.340111;-45.120503652039325
1739209686.3401196;-45.120503652039325
1739209686.3401284;-38.13080360867914
1739209686.340137;-35.57807855764607
1739209686.3401458;-45.120503652039325
1739209686.3401544;-45.120503652039325
1739209686.3401632;-38.13080360867914
1739209686.3401718;-45.120503652039325
1739209686.3401806;-38.13080360867914
1739209686.3401892;-35.57807855764607
1739209686.340198;-45.120503652039325
1739209686.3402066;-45.120503652039325
1739209686.3402154;-45.120503652039325
1739209686.340224;-38.13080360867914
1739209686.3402328;-38.13080360867914
1739209686.3402414;-45.120503652039325
1739209686.3402503;-45.120503652039325
1739209686.3402588;-45.120503652039325
1739209686.3402677;-33.981070128970906
1739209686.3402762;-45.120503652039325
1739209686.340285;-38.13080360867914
1739209686.3402936;-38.13080360867914
1739209686.3403025;-38.13080360867914
1739209686.340311;-35.57807855764607
1739209686.3403199;-45.120503652039325
1739209686.3403285;-45.120503652039325
1739209686.3403373;-45.120503652039325
1739209686.3403459;-35.57807855764607
1739209686.3403547;-38.13080360867914
1739209686.3403633;-38.13080360867914
1739209686.340372;-45.120503652039325
1739209686.3403807;-38.13080360867914
1739209686.3403895;-33.981070128970906
1739209686.3403983;-45.120503652039325
1739209686.340407;-38.13080360867914
1739209686.3404157;-45.120503652039325
1739209686.3404243;-45.120503652039325
1739209686.3404331;-45.120503652039325
1739209686.3404417;-38.13080360867914
1739209686.3404505;-32.816014438256545
1739209686.340459;-45.120503652039325
1739209686.340468;-38.13080360867914
1739209686.3404765;-45.120503652039325
1739209686.3404853;-38.13080360867914
1739209686.340494;-32.816014438256545
1739209686.3405027;-35.57807855764607
1739209686.3405113;-45.120503652039325
1739209686.3405201;-35.57807855764607
1739209686.3405287;-38.13080360867914
1739209686.3405375;-38.13080360867914
1739209686.3405461;-38.13080360867914
1739209686.340555;-38.13080360867914
1739209686.3405635;-45.120503652039325
1739209686.3405724;-38.13080360867914
1739209686.340581;-38.13080360867914
1739209686.3405898;-30.49652367304973
1739209686.3405983;-38.13080360867914
1739209686.3406072;-35.57807855764607
1739209686.3406157;-45.120503652039325
1739209686.3406246;-38.13080360867914
1739209686.3406332;-38.13080360867914
1739209686.340642;-45.120503652039325
1739209686.3406506;-45.120503652039325
1739209686.3406594;-38.13080360867914
1739209686.3406682;-38.13080360867914
1739209686.3406768;-35.57807855764607
1739209686.3406856;-45.120503652039325
1739209686.3406942;-38.13080360867914
1739209686.340703;-38.13080360867914
1739209686.3407116;-45.120503652039325
1739209686.3407204;-45.120503652039325
1739209686.340729;-33.981070128970906
1739209686.3407378;-45.120503652039325
1739209686.3407464;-45.120503652039325
1739209686.3407552;-38.13080360867914
1739209686.3407638;-38.13080360867914
1739209686.3407726;-38.13080360867914
1739209686.3407812;-38.13080360867914
1739209686.34079;-45.120503652039325
1739209686.3407986;-38.13080360867914
1739209686.3408074;-38.13080360867914
1739209686.340816;-38.13080360867914
1739209686.3408248;-38.13080360867914
1739209686.3408334;-45.120503652039325
1739209686.3408422;-45.120503652039325
1739209686.3408508;-38.13080360867914
1739209686.3408597;-45.120503652039325
1739209686.3408682;-45.120503652039325
1739209686.340877;-33.981070128970906
1739209686.3408856;-33.981070128970906
1739209686.3408945;-38.13080360867914
1739209686.340903;-38.13080360867914
1739209686.3409119;-38.13080360867914
1739209686.3409204;-45.120503652039325
1739209686.3409293;-45.120503652039325
1739209686.340938;-38.13080360867914
1739209686.3409467;-45.120503652039325
1739209686.3409555;-38.13080360867914
1739209686.340964;-45.120503652039325
1739209686.340973;-45.120503652039325
1739209686.3409815;-38.13080360867914
1739209686.3409903;-38.13080360867914
1739209686.340999;-38.13080360867914
1739209686.3410077;-38.13080360867914
1739209686.3410163;-33.981070128970906
1739209686.341025;-45.120503652039325
1739209686.3410337;-45.120503652039325
1739209686.3410425;-38.13080360867914
1739209686.341051;-38.13080360867914
1739209686.34106;-38.13080360867914
1739209686.3410685;-38.13080360867914
1739209686.3410773;-45.120503652039325
1739209686.341086;-33.981070128970906
1739209686.3410947;-38.13080360867914
1739209686.3411033;-45.120503652039325
1739209686.3411121;-45.120503652039325
1739209686.3411207;-38.13080360867914
1739209686.3411295;-38.13080360867914
1739209686.3411381;-35.57807855764607
1739209686.341147;-38.13080360867914
1739209686.3411555;-31.141103565318915
1739209686.3411644;-38.13080360867914
1739209686.341173;-45.120503652039325
1739209686.3411818;-45.120503652039325
1739209686.3411903;-38.13080360867914
1739209686.3411992;-38.13080360867914
1739209686.3412077;-38.13080360867914
1739209686.3412166;-38.13080360867914
1739209686.3412254;-38.13080360867914
1739209686.341234;-33.981070128970906
1739209686.3412428;-38.13080360867914
1739209686.3412514;-45.120503652039325
1739209686.3412602;-45.120503652039325
1739209686.3412688;-38.13080360867914
1739209686.3412776;-33.981070128970906
1739209686.3412862;-33.981070128970906
1739209686.341295;-27.267205301931607
1739209686.3413036;-33.981070128970906
1739209686.3413124;-45.120503652039325
1739209686.341321;-38.13080360867914
1739209686.3413298;-33.981070128970906
1739209686.3413384;-45.120503652039325
1739209686.3413472;-38.13080360867914
1739209686.3413558;-33.981070128970906
1739209686.3413646;-29.438486411369354
1739209686.3413732;-45.120503652039325
1739209686.341382;-38.13080360867914
1739209686.3413906;-38.13080360867914
1739209686.3413994;-38.13080360867914
1739209686.341408;-38.13080360867914
1739209686.3414168;-38.13080360867914
1739209686.3414254;-35.57807855764607
1739209686.3414342;-33.981070128970906
1739209686.3414428;-45.120503652039325
1739209686.3414516;-45.120503652039325
1739209686.3414602;-45.120503652039325
1739209686.341469;-33.981070128970906
1739209686.3414776;-45.120503652039325
1739209686.3414865;-38.13080360867914
1739209686.341495;-38.13080360867914
1739209686.3415039;-38.13080360867914
1739209686.3415127;-45.120503652039325
1739209686.3415213;-38.13080360867914
1739209686.34153;-38.13080360867914
1739209686.3415387;-38.13080360867914
1739209686.3415475;-45.120503652039325
1739209686.341556;-35.57807855764607
1739209686.341565;-32.816014438256545
1739209686.3415735;-38.13080360867914
1739209686.3415823;-45.120503652039325
1739209686.341591;-38.13080360867914
1739209686.3415997;-35.57807855764607
1739209686.3416083;-38.13080360867914
1739209686.341617;-38.13080360867914
1739209686.3416257;-35.57807855764607
1739209686.3416345;-38.13080360867914
1739209686.341643;-35.57807855764607
1739209686.341652;-35.57807855764607
1739209686.3416605;-38.13080360867914
1739209686.3416693;-35.57807855764607
1739209686.341678;-45.120503652039325
1739209686.3416867;-45.120503652039325
1739209686.3416953;-45.120503652039325
1739209686.3417041;-38.13080360867914
1739209686.3417127;-38.13080360867914
1739209686.3417215;-45.120503652039325
1739209686.34173;-38.13080360867914
1739209686.341739;-45.120503652039325
1739209686.3417475;-38.13080360867914
1739209686.3417563;-45.120503652039325
1739209686.341765;-33.981070128970906
1739209686.3417737;-38.13080360867914
1739209686.3417826;-30.49652367304973
1739209686.3417912;-35.57807855764607
1739209686.3418;-45.120503652039325
1739209686.3418086;-35.57807855764607
1739209686.3418174;-38.13080360867914
1739209686.341826;-45.120503652039325
1739209686.3418348;-35.57807855764607
1739209686.3418434;-32.816014438256545
1739209686.3418522;-33.981070128970956
1739209686.3418608;-45.120503652039325
1739209686.3418696;-38.13080360867914
1739209686.3418782;-45.120503652039325
1739209686.341887;-45.120503652039325
1739209686.3418956;-45.120503652039325
1739209686.3419044;-35.57807855764607
1739209686.341913;-38.13080360867914
1739209686.3419218;-29.438486411369333
1739209686.3419304;-32.816014438256545
1739209686.3419392;-38.13080360867914
1739209686.3419478;-38.13080360867914
1739209686.3419566;-35.57807855764607
1739209686.3419652;-38.13080360867914
1739209686.341974;-45.120503652039325
1739209686.3419826;-32.816014438256545
1739209686.3419914;-38.13080360867914
1739209686.342;-33.981070128970956
1739209686.3420088;-33.981070128970906
1739209686.3420174;-38.13080360867914
1739209686.3420262;-45.120503652039325
1739209686.3420348;-45.120503652039325
1739209686.3420436;-32.816014438256545
1739209686.3420525;-45.120503652039325
1739209686.342061;-31.141103565318893
1739209686.3420699;-31.141103565318893
1739209686.3420784;-38.13080360867914
1739209686.3420873;-38.13080360867914
1739209686.3420959;-38.13080360867914
1739209686.3421047;-38.13080360867914
1739209686.3421133;-38.13080360867914
1739209686.342122;-32.816014438256545
1739209686.3421307;-45.120503652039325
1739209686.3421395;-38.13080360867914
1739209686.342148;-38.13080360867914
1739209686.342157;-38.13080360867914
1739209686.3421655;-45.120503652039325
1739209686.3421743;-45.120503652039325
1739209686.3421829;-32.816014438256545
1739209686.3421917;-38.13080360867914
1739209686.3422003;-35.57807855764607
1739209686.342209;-32.816014438256545
1739209686.3422177;-45.120503652039325
1739209686.3422265;-38.13080360867914
1739209686.342235;-45.120503652039325
1739209686.342244;-45.120503652039325
1739209686.3422525;-38.13080360867914
1739209686.3422613;-35.57807855764607
1739209686.34227;-45.120503652039325
1739209686.3422787;-38.13080360867914
1739209686.3422873;-33.981070128970906
1739209686.3422961;-45.120503652039325
1739209686.3423047;-45.120503652039325
1739209686.3423135;-38.13080360867914
1739209686.342322;-45.120503652039325
1739209686.342331;-45.120503652039325
1739209686.3423398;-35.57807855764607
1739209686.3423483;-35.57807855764607
1739209686.3423572;-38.13080360867914
1739209686.3423657;-38.13080360867914
1739209686.3423746;-38.13080360867914
1739209686.3423831;-45.120503652039325
1739209686.342392;-38.13080360867914
1739209686.3424006;-38.13080360867914
1739209686.3424094;-45.120503652039325
1739209686.342418;-45.120503652039325
1739209686.3424268;-38.13080360867914
1739209686.3424354;-45.120503652039325
1739209686.3424442;-45.120503652039325
1739209686.3424528;-45.120503652039325
1739209686.3424616;-45.120503652039325
1739209686.3424702;-45.120503652039325
1739209686.342479;-38.13080360867914
1739209686.3424876;-45.120503652039325
1739209686.3424964;-45.120503652039325
1739209686.342505;-45.120503652039325
1739209686.3425138;-38.13080360867914
1739209686.3425224;-45.120503652039325
1739209686.3425312;-31.141103565318915
1739209686.3425398;-38.13080360867914
1739209686.3425486;-45.120503652039325
1739209686.3425572;-38.13080360867914
1739209686.342566;-33.981070128970906
1739209686.3425746;-35.57807855764607
1739209686.3425834;-45.120503652039325
1739209686.342592;-45.120503652039325
1739209686.3426008;-33.981070128970906
1739209686.3426094;-38.13080360867914
1739209686.3426182;-38.13080360867914
1739209686.342627;-45.120503652039325
1739209686.3426356;-38.13080360867914
1739209686.3426445;-35.57807855764607
1739209686.342653;-38.13080360867914
1739209686.3426619;-38.13080360867914
1739209686.3426704;-38.13080360867914
1739209686.3426793;-38.13080360867914
1739209686.3426878;-45.120503652039325
1739209686.3426967;-45.120503652039325
1739209686.3427052;-35.57807855764607
1739209686.342714;-35.57807855764607
1739209686.3427227;-38.13080360867914
1739209686.3427315;-45.120503652039325
1739209686.34274;-35.57807855764607
1739209686.3427489;-35.57807855764607
1739209686.3427575;-38.13080360867914
1739209686.3427663;-45.120503652039325
1739209686.3427749;-38.13080360867914
1739209686.3427837;-38.13080360867914
1739209686.3427923;-38.13080360867914
1739209686.342801;-38.13080360867914
1739209686.3428097;-45.120503652039325
1739209686.3428185;-38.13080360867914
1739209686.342827;-45.120503652039325
1739209686.342836;-38.13080360867914
1739209686.3428445;-35.57807855764607
1739209686.3428533;-38.13080360867914
1739209686.342862;-45.120503652039325
1739209686.3428707;-45.120503652039325
1739209686.3428793;-32.816014438256545
1739209686.342888;-35.57807855764607
1739209686.342897;-38.13080360867914
1739209686.3429055;-45.120503652039325
1739209686.3429143;-38.13080360867914
1739209686.342923;-38.13080360867914
1739209686.3429317;-38.13080360867914
1739209686.3429403;-38.13080360867914
1739209686.3429492;-33.981070128970906
1739209686.3429577;-38.13080360867914
1739209686.3429666;-45.120503652039325
1739209686.3429751;-45.120503652039325
1739209686.342984;-35.57807855764607
1739209686.3429925;-38.13080360867914
1739209686.3430014;-45.120503652039325
1739209686.34301;-45.120503652039325
1739209686.3430188;-45.120503652039325
1739209686.3430274;-45.120503652039325
1739209686.3430362;-45.120503652039325
1739209686.3430448;-45.120503652039325
1739209686.3430536;-35.57807855764607
1739209686.3430622;-35.57807855764607
1739209686.343071;-45.120503652039325
1739209686.3430796;-45.120503652039325
1739209686.3430884;-33.981070128970906
1739209686.343097;-38.13080360867914
1739209686.3431058;-38.13080360867914
1739209686.3431144;-38.13080360867914
1739209686.3431232;-38.13080360867914
1739209686.3431318;-35.57807855764607
1739209686.3431406;-45.120503652039325
1739209686.3431492;-45.120503652039325
1739209686.343158;-45.120503652039325
1739209686.3431668;-38.13080360867914
1739209686.3431754;-45.120503652039325
1739209686.3431842;-38.13080360867914
1739209686.3431928;-38.13080360867914
1739209686.3432016;-38.13080360867914
1739209686.3432102;-38.13080360867914
1739209686.343219;-45.120503652039325
1739209686.3432276;-33.981070128970906
1739209686.3432364;-45.120503652039325
1739209686.343245;-38.13080360867914
1739209686.3432539;-45.120503652039325
1739209686.3432624;-45.120503652039325
1739209686.3432713;-45.120503652039325
1739209686.3432798;-45.120503652039325
1739209686.3432887;-45.120503652039325
1739209686.3432972;-45.120503652039325
1739209686.343306;-38.13080360867914
1739209686.3433146;-38.13080360867914
1739209686.3433235;-38.13080360867914
1739209686.343332;-38.13080360867914
1739209686.3433409;-45.120503652039325
1739209686.3433495;-35.57807855764607
1739209686.3433583;-28.992665084841942
1739209686.3433669;-35.57807855764607
1739209686.3433757;-45.120503652039325
1739209686.3433843;-32.816014438256545
1739209686.343393;-29.438486411369333
1739209686.3434017;-38.13080360867914
1739209686.3434105;-45.120503652039325
1739209686.343419;-38.13080360867914
1739209686.343428;-38.13080360867914
1739209686.3434365;-38.13080360867914
1739209686.3434453;-38.13080360867914
1739209686.3434541;-33.981070128970906
1739209686.3434627;-38.13080360867914
1739209686.3434715;-32.816014438256545
1739209686.34348;-38.13080360867914
1739209686.343489;-38.13080360867914
1739209686.3434975;-38.13080360867914
1739209686.3435063;-35.57807855764607
1739209686.343515;-38.13080360867914
1739209686.3435237;-35.57807855764607
1739209686.3435323;-35.57807855764607
1739209686.3435411;-45.120503652039325
1739209686.3435497;-45.120503652039325
1739209686.3435585;-35.57807855764607
1739209686.3435671;-35.57807855764607
1739209686.343576;-45.120503652039325
1739209686.3435845;-38.13080360867914
1739209686.3435934;-38.13080360867914
