CAN Message; 0x1d3:0000e2f203fbf8e9
1739209733.0695884;-45.120503652039325
1739209733.0695903;-38.13080360867914
1739209733.0695922;-45.120503652039325
1739209733.069594;-45.120503652039325
1739209733.0695958;-38.13080360867914
1739209733.0695977;-38.13080360867914
1739209733.0695996;-45.120503652039325
1739209733.0696015;-26.991370085610722
1739209733.0696032;-30.49652367304973
1739209733.069605;-45.120503652039325
1739209733.069607;-45.120503652039325
1739209733.069609;-33.981070128970906
1739209733.0696108;-38.13080360867914
1739209733.0696125;-38.13080360867914
1739209733.0696144;-45.120503652039325
1739209733.0696163;-45.120503652039325
1739209733.0696182;-38.13080360867914
1739209733.0696201;-38.13080360867914
1739209733.069622;-45.120503652039325
1739209733.0696237;-38.13080360867914
1739209733.0696256;-38.13080360867914
1739209733.0696275;-45.120503652039325
1739209733.0696294;-45.120503652039325
1739209733.0696313;-33.981070128970906
1739209733.069633;-32.816014438256545
1739209733.069635;-38.13080360867914
1739209733.0696368;-45.120503652039325
1739209733.0696387;-45.120503652039325
1739209733.0696406;-33.981070128970906
1739209733.0696423;-45.120503652039325
1739209733.0696442;-45.120503652039325
1739209733.0696461;-38.13080360867914
1739209733.069648;-38.13080360867914
1739209733.06965;-45.120503652039325
1739209733.0696518;-38.13080360867914
1739209733.0696535;-35.57807855764607
1739209733.0696554;-45.120503652039325
1739209733.0696573;-45.120503652039325
1739209733.0696592;-38.13080360867914
1739209733.0696611;-45.120503652039325
1739209733.0696628;-38.13080360867914
1739209733.0696647;-38.13080360867914
1739209733.0696666;-45.120503652039325
1739209733.0696685;-45.120503652039325
1739209733.0696704;-38.13080360867914
1739209733.069672;-38.13080360867914
1739209733.069674;-38.13080360867914
1739209733.069676;-35.57807855764607
1739209733.0696778;-32.816014438256545
1739209733.0696797;-38.13080360867914
1739209733.0696816;-35.57807855764607
1739209733.0696833;-38.13080360867914
1739209733.0696852;-38.13080360867914
1739209733.0696871;-45.120503652039325
1739209733.069689;-45.120503652039325
1739209733.069691;-45.120503652039325
1739209733.0696926;-38.13080360867914
1739209733.0696945;-35.57807855764607
1739209733.0696964;-35.57807855764607
1739209733.0696983;-45.120503652039325
1739209733.0697002;-38.13080360867914
1739209733.069702;-35.57807855764607
1739209733.0697038;-38.13080360867914
1739209733.0697057;-38.13080360867914
1739209733.0697076;-38.13080360867914
1739209733.0697095;-45.120503652039325
1739209733.0697112;-45.120503652039325
1739209733.069713;-33.981070128970906
1739209733.069715;-38.13080360867914
1739209733.069717;-45.120503652039325
1739209733.0697188;-45.120503652039325
1739209733.0697207;-45.120503652039325
1739209733.0697224;-45.120503652039325
1739209733.0697243;-38.13080360867914
1739209733.0697262;-33.981070128970906
1739209733.0697281;-45.120503652039325
1739209733.06973;-38.13080360867914
1739209733.0697317;-38.13080360867914
1739209733.0697336;-38.13080360867914
1739209733.0697355;-38.13080360867914
1739209733.0697374;-45.120503652039325
1739209733.0697393;-45.120503652039325
1739209733.069741;-45.120503652039325
1739209733.069743;-45.120503652039325
1739209733.0697448;-45.120503652039325
1739209733.0697467;-45.120503652039325
1739209733.0697486;-38.13080360867914
1739209733.0697505;-33.981070128970906
1739209733.0697522;-38.13080360867914
1739209733.0697541;-33.981070128970906
1739209733.069756;-38.13080360867914
1739209733.069758;-45.120503652039325
1739209733.0697598;-38.13080360867914
1739209733.0697615;-38.13080360867914
1739209733.0697634;-38.13080360867914
1739209733.0697653;-38.13080360867914
1739209733.0697672;-31.141103565318915
1739209733.0697691;-33.981070128970906
1739209733.0697708;-45.120503652039325
1739209733.0697727;-31.141103565318915
1739209733.0697746;-35.57807855764607
1739209733.0697765;-38.13080360867914
1739209733.0697784;-45.120503652039325
1739209733.0697803;-38.13080360867914
1739209733.069782;-38.13080360867914
1739209733.069784;-45.120503652039325
1739209733.0697858;-38.13080360867914
1739209733.0697877;-38.13080360867914
1739209733.0697896;-35.57807855764607
1739209733.0697913;-38.13080360867914
1739209733.0697932;-45.120503652039325
1739209733.0697951;-33.981070128970906
1739209733.069797;-32.816014438256545
1739209733.069799;-38.13080360867914
1739209733.0698006;-45.120503652039325
1739209733.0698025;-38.13080360867914
1739209733.0698044;-33.981070128970906
1739209733.0698063;-38.13080360867914
1739209733.0698082;-45.120503652039325
1739209733.0698102;-38.13080360867914
1739209733.0698118;-38.13080360867914
1739209733.0698137;-38.13080360867914
1739209733.0698156;-45.120503652039325
1739209733.0698175;-45.120503652039325
1739209733.0698195;-45.120503652039325
1739209733.0698211;-45.120503652039325
1739209733.069823;-45.120503652039325
1739209733.069825;-38.13080360867914
1739209733.0698268;-33.981070128970906
1739209733.0698287;-31.141103565318915
1739209733.0698304;-45.120503652039325
1739209733.0698323;-45.120503652039325
1739209733.0698342;-38.13080360867914
1739209733.0698361;-33.981070128970906
1739209733.069838;-45.120503652039325
1739209733.0698397;-45.120503652039325
1739209733.0698416;-33.981070128970906
1739209733.0698435;-31.141103565318915
1739209733.0698454;-45.120503652039325
1739209733.0698473;-45.120503652039325
1739209733.0698493;-38.13080360867914
1739209733.069851;-38.13080360867914
1739209733.0698528;-45.120503652039325
1739209733.0698547;-38.13080360867914
1739209733.0698566;-38.13080360867914
1739209733.0698586;-38.13080360867914
1739209733.0698602;-45.120503652039325
1739209733.0698621;-45.120503652039325
1739209733.069864;-38.13080360867914
1739209733.069866;-45.120503652039325
1739209733.0698678;-38.13080360867914
1739209733.0698695;-45.120503652039325
1739209733.0698714;-38.13080360867914
1739209733.0698733;-31.141103565318915
1739209733.0698752;-45.120503652039325
1739209733.0698771;-45.120503652039325
1739209733.069879;-45.120503652039325
1739209733.0698807;-33.981070128970906
1739209733.0698826;-38.13080360867914
1739209733.0698845;-45.120503652039325
1739209733.0698864;-45.120503652039325
1739209733.0698884;-35.57807855764607
1739209733.06989;-45.120503652039325
1739209733.069892;-33.981070128970906
1739209733.0698938;-45.120503652039325
1739209733.0698957;-38.13080360867914
1739209733.0698977;-35.57807855764607
1739209733.0698993;-45.120503652039325
1739209733.0699012;-38.13080360867914
1739209733.0699031;-27.267205301931607
1739209733.069905;-38.13080360867914
1739209733.069907;-38.13080360867914
1739209733.0699089;-45.120503652039325
1739209733.0699105;-45.120503652039325
1739209733.0699124;-45.120503652039325
1739209733.0699143;-45.120503652039325
1739209733.0699162;-33.981070128970906
1739209733.0699182;-27.877744956031417
1739209733.0699198;-45.120503652039325
1739209733.0699217;-38.13080360867914
1739209733.0699236;-45.120503652039325
1739209733.0699255;-38.13080360867914
1739209733.0699275;-35.57807855764607
1739209733.0699291;-38.13080360867914
1739209733.069931;-38.13080360867914
1739209733.069933;-30.49652367304973
1739209733.0699348;-38.13080360867914
1739209733.0699368;-45.120503652039325
1739209733.0699387;-35.57807855764607
1739209733.0699403;-45.120503652039325
1739209733.0699422;-45.120503652039325
1739209733.0699441;-38.13080360867914
1739209733.069946;-38.13080360867914
1739209733.069948;-45.120503652039325
1739209733.0699496;-38.13080360867914
1739209733.0699515;-33.981070128970906
1739209733.0699534;-35.57807855764607
1739209733.0699553;-30.49652367304973
1739209733.0699573;-33.981070128970906
1739209733.069959;-33.981070128970906
1739209733.0699608;-35.57807855764607
1739209733.0699627;-45.120503652039325
1739209733.0699646;-45.120503652039325
1739209733.0699666;-38.13080360867914
1739209733.0699682;-35.57807855764607
1739209733.0699701;-38.13080360867914
1739209733.069972;-38.13080360867914
1739209733.069974;-38.13080360867914
1739209733.0699759;-38.13080360867914
1739209733.0699778;-32.816014438256545
1739209733.0699794;-38.13080360867914
1739209733.0699813;-38.13080360867914
1739209733.0699832;-38.13080360867914
1739209733.0699852;-38.13080360867914
1739209733.069987;-45.120503652039325
1739209733.0699887;-35.57807855764607
1739209733.0699906;-35.57807855764607
1739209733.0699925;-45.120503652039325
1739209733.0699944;-38.13080360867914
1739209733.0699964;-45.120503652039325
1739209733.069998;-45.120503652039325
1739209733.07;-45.120503652039325
1739209733.0700018;-33.981070128970906
1739209733.0700037;-45.120503652039325
1739209733.0700057;-38.13080360867914
1739209733.0700076;-38.13080360867914
1739209733.0700092;-38.13080360867914
1739209733.0700111;-38.13080360867914
1739209733.070013;-45.120503652039325
1739209733.070015;-45.120503652039325
1739209733.0700169;-38.13080360867914
1739209733.0700185;-38.13080360867914
1739209733.0700204;-45.120503652039325
1739209733.0700223;-45.120503652039325
1739209733.0700243;-45.120503652039325
1739209733.0700262;-45.120503652039325
1739209733.0700278;-45.120503652039325
1739209733.0700297;-35.57807855764607
1739209733.0700316;-33.981070128970906
1739209733.0700336;-45.120503652039325
1739209733.0700355;-38.13080360867914
1739209733.0700374;-38.13080360867914
1739209733.070039;-38.13080360867914
1739209733.070041;-45.120503652039325
1739209733.0700428;-45.120503652039325
1739209733.0700448;-45.120503652039325
1739209733.0700467;-38.13080360867914
1739209733.0700483;-38.13080360867914
1739209733.0700502;-38.13080360867914
1739209733.0700521;-35.57807855764607
1739209733.070054;-45.120503652039325
1739209733.070056;-45.120503652039325
1739209733.0700576;-45.120503652039325
1739209733.0700595;-45.120503652039325
1739209733.0700614;-45.120503652039325
1739209733.0700634;-45.120503652039325
1739209733.0700653;-38.13080360867914
1739209733.070067;-38.13080360867914
1739209733.0700688;-38.13080360867914
1739209733.0700707;-32.816014438256545
1739209733.0700727;-35.57807855764607
1739209733.0700746;-45.120503652039325
1739209733.0700765;-45.120503652039325
1739209733.0700781;-45.120503652039325
1739209733.07008;-38.13080360867914
1739209733.070082;-38.13080360867914
1739209733.0700839;-45.120503652039325
1739209733.0700858;-38.13080360867914
1739209733.0700874;-32.816014438256545
1739209733.0700893;-38.13080360867914
1739209733.0700912;-38.13080360867914
1739209733.0700932;-33.981070128970906
1739209733.070095;-35.57807855764607
1739209733.0700967;-38.13080360867914
1739209733.0700986;-45.120503652039325
1739209733.0701005;-35.57807855764607
1739209733.0701025;-35.57807855764607
1739209733.0701044;-45.120503652039325
1739209733.0701063;-35.57807855764607
1739209733.070108;-38.13080360867914
1739209733.0701098;-45.120503652039325
1739209733.0701118;-45.120503652039325
1739209733.0701137;-38.13080360867914
1739209733.0701156;-45.120503652039325
1739209733.0701172;-45.120503652039325
1739209733.0701191;-38.13080360867914
1739209733.070121;-45.120503652039325
1739209733.070123;-35.57807855764607
1739209733.0701249;-38.13080360867914
1739209733.0701265;-45.120503652039325
1739209733.0701284;-33.981070128970906
1739209733.0701303;-31.141103565318915
1739209733.0701323;-45.120503652039325
1739209733.0701342;-45.120503652039325
1739209733.070136;-38.13080360867914
1739209733.0701377;-45.120503652039325
1739209733.0701396;-33.981070128970906
1739209733.0701416;-38.13080360867914
1739209733.0701435;-38.13080360867914
1739209733.0701454;-33.981070128970906
1739209733.070147;-45.120503652039325
1739209733.070149;-45.120503652039325
1739209733.0701509;-45.120503652039325
1739209733.0701528;-45.120503652039325
1739209733.0701547;-38.13080360867914
1739209733.0701563;-38.13080360867914
1739209733.0701582;-33.981070128970906
1739209733.0701602;-31.141103565318915
1739209733.070162;-35.57807855764607
1739209733.070164;-38.13080360867914
1739209733.0701659;-32.816014438256545
1739209733.0701675;-45.120503652039325
1739209733.0701694;-45.120503652039325
1739209733.0701714;-45.120503652039325
1739209733.0701733;-45.120503652039325
1739209733.0701752;-33.981070128970906
1739209733.0701768;-45.120503652039325
1739209733.0701787;-35.57807855764607
1739209733.0701807;-38.13080360867914
1739209733.0701826;-45.120503652039325
1739209733.0701845;-38.13080360867914
1739209733.0701861;-45.120503652039325
1739209733.070188;-33.981070128970906
1739209733.07019;-33.981070128970906
1739209733.0701919;-45.120503652039325
1739209733.0701938;-38.13080360867914
1739209733.0701954;-35.57807855764607
1739209733.0701973;-38.13080360867914
1739209733.0701993;-38.13080360867914
1739209733.0702012;-33.981070128970906
1739209733.070203;-38.13080360867914
1739209733.070205;-33.981070128970906
1739209733.0702066;-45.120503652039325
1739209733.0702085;-45.120503652039325
1739209733.0702105;-45.120503652039325
1739209733.0702124;-45.120503652039325
1739209733.0702143;-45.120503652039325
1739209733.070216;-45.120503652039325
1739209733.0702178;-38.13080360867914
1739209733.0702198;-33.981070128970906
1739209733.0702217;-38.13080360867914
1739209733.0702236;-38.13080360867914
1739209733.0702252;-45.120503652039325
1739209733.0702271;-45.120503652039325
1739209733.070229;-38.13080360867914
1739209733.070231;-45.120503652039325
1739209733.0702329;-45.120503652039325
1739209733.0702348;-45.120503652039325
1739209733.0702364;-35.57807855764607
1739209733.0702384;-45.120503652039325
1739209733.0702403;-45.120503652039325
1739209733.0702422;-38.13080360867914
1739209733.070244;-38.13080360867914
1739209733.0702457;-38.13080360867914
1739209733.0702477;-45.120503652039325
1739209733.0702496;-38.13080360867914
1739209733.0702515;-38.13080360867914
1739209733.0702534;-38.13080360867914
1739209733.070255;-38.13080360867914
1739209733.070257;-45.120503652039325
1739209733.0702589;-38.13080360867914
1739209733.0702608;-45.120503652039325
1739209733.0702627;-45.120503652039325
1739209733.0702646;-28.992665084841942
1739209733.0702662;-38.13080360867914
1739209733.0702682;-45.120503652039325
1739209733.07027;-45.120503652039325
1739209733.070272;-33.981070128970906
1739209733.0702739;-38.13080360867914
1739209733.0702755;-38.13080360867914
1739209733.0702775;-45.120503652039325
1739209733.0702794;-33.981070128970956
1739209733.0702813;-38.13080360867914
1739209733.0702832;-45.120503652039325
1739209733.0702848;-45.120503652039325
1739209733.0702868;-38.13080360867914
1739209733.0702887;-38.13080360867914
1739209733.0702906;-38.13080360867914
1739209733.0702925;-45.120503652039325
1739209733.0702944;-25.62660358559016
1739209733.070296;-32.816014438256545
1739209733.070298;-45.120503652039325
1739209733.0702999;-38.13080360867914
1739209733.0703018;-33.981070128970906
1739209733.0703037;-35.57807855764607
1739209733.0703053;-45.120503652039325
1739209733.0703073;-45.120503652039325
1739209733.0703092;-38.13080360867914
1739209733.070311;-45.120503652039325
1739209733.070313;-38.13080360867914
1739209733.0703146;-45.120503652039325
1739209733.0703166;-45.120503652039325
1739209733.0703185;-45.120503652039325
1739209733.0703204;-45.120503652039325
1739209733.0703223;-45.120503652039325
1739209733.070324;-32.816014438256545
1739209733.0703259;-32.816014438256545
1739209733.0703278;-38.13080360867914
1739209733.0703297;-45.120503652039325
1739209733.0703316;-38.13080360867914
1739209733.0703335;-45.120503652039325
1739209733.0703351;-45.120503652039325
1739209733.070337;-45.120503652039325
1739209733.070339;-38.13080360867914
1739209733.0703409;-35.57807855764607
1739209733.0703428;-38.13080360867914
1739209733.0703444;-45.120503652039325
1739209733.0703464;-32.816014438256545
1739209733.0703483;-32.816014438256545
1739209733.0703502;-38.13080360867914
1739209733.070352;-45.120503652039325
1739209733.0703537;-45.120503652039325
1739209733.0703557;-38.13080360867914
1739209733.0703576;-38.13080360867914
1739209733.0703595;-45.120503652039325
1739209733.0703614;-45.120503652039325
1739209733.0703633;-38.13080360867914
1739209733.070365;-38.13080360867914
1739209733.0703669;-38.13080360867914
1739209733.0703688;-32.816014438256545
1739209733.0703707;-33.981070128970906
1739209733.0703726;-38.13080360867914
1739209733.0703743;-45.120503652039325
1739209733.0703762;-45.120503652039325
1739209733.070378;-38.13080360867914
1739209733.07038;-45.120503652039325
1739209733.0703819;-45.120503652039325
1739209733.0703835;-45.120503652039325
1739209733.0703855;-45.120503652039325
1739209733.0703874;-38.13080360867914
1739209733.0703893;-38.13080360867914
1739209733.0703912;-45.120503652039325
1739209733.070393;-45.120503652039325
1739209733.0703948;-45.120503652039325
1739209733.0703967;-45.120503652039325
1739209733.0703986;-45.120503652039325
1739209733.0704005;-38.13080360867914
1739209733.0704024;-35.57807855764607
1739209733.070404;-35.57807855764607
1739209733.070406;-35.57807855764607
1739209733.0704079;-38.13080360867914
1739209733.0704098;-38.13080360867914
1739209733.0704117;-38.13080360867914
1739209733.0704134;-45.120503652039325
1739209733.0704153;-45.120503652039325
1739209733.0704172;-38.13080360867914
1739209733.070419;-38.13080360867914
1739209733.070421;-45.120503652039325
1739209733.0704226;-38.13080360867914
1739209733.0704246;-32.816014438256545
1739209733.0704265;-35.57807855764607
1739209733.0704284;-38.13080360867914
1739209733.0704303;-38.13080360867914
1739209733.0704322;-38.13080360867914
1739209733.0704339;-45.120503652039325
1739209733.0704358;-45.120503652039325
1739209733.0704377;-45.120503652039325
1739209733.0704396;-45.120503652039325
1739209733.0704415;-38.13080360867914
1739209733.0704432;-45.120503652039325
1739209733.070445;-38.13080360867914
1739209733.070447;-35.57807855764607
1739209733.0704489;-45.120503652039325
1739209733.0704508;-38.13080360867914
1739209733.0704525;-33.981070128970906
1739209733.0704544;-38.13080360867914
1739209733.0704563;-35.57807855764607
1739209733.0704582;-38.13080360867914
1739209733.07046;-38.13080360867914
1739209733.070462;-38.13080360867914
1739209733.0704637;-33.981070128970906
1739209733.0704656;-45.120503652039325
1739209733.0704675;-45.120503652039325
1739209733.0704694;-45.120503652039325
1739209733.0704713;-45.120503652039325
1739209733.070473;-38.13080360867914
1739209733.0704749;-35.57807855764607
1739209733.0704768;-45.120503652039325
1739209733.0704787;-45.120503652039325
1739209733.0704806;-45.120503652039325
1739209733.0704823;-32.816014438256545
1739209733.0704842;-45.120503652039325
1739209733.070486;-45.120503652039325
1739209733.070488;-33.981070128970906
1739209733.07049;-38.13080360867914
1739209733.0704918;-33.981070128970906
1739209733.0704935;-38.13080360867914
1739209733.0704954;-35.57807855764607
1739209733.0704973;-45.120503652039325
1739209733.0704992;-33.981070128970906
1739209733.070501;-38.13080360867914
1739209733.0705028;-38.13080360867914
1739209733.0705047;-35.57807855764607
1739209733.0705066;-38.13080360867914
1739209733.0705085;-45.120503652039325
1739209733.0705104;-38.13080360867914
1739209733.070512;-38.13080360867914
1739209733.070514;-38.13080360867914
1739209733.0705159;-45.120503652039325
1739209733.0705178;-38.13080360867914
1739209733.0705197;-35.57807855764607
1739209733.0705216;-38.13080360867914
1739209733.0705233;-45.120503652039325
1739209733.0705252;-38.13080360867914
1739209733.070527;-33.981070128970906
1739209733.070529;-38.13080360867914
1739209733.070531;-45.120503652039325
1739209733.0705326;-35.57807855764607
1739209733.0705345;-35.57807855764607
1739209733.0705364;-45.120503652039325
1739209733.0705383;-45.120503652039325
1739209733.0705402;-45.120503652039325
1739209733.0705419;-38.13080360867914
1739209733.0705438;-38.13080360867914
1739209733.0705457;-45.120503652039325
1739209733.0705476;-38.13080360867914
1739209733.0705495;-35.57807855764607
1739209733.0705512;-38.13080360867914
1739209733.070553;-45.120503652039325
1739209733.070555;-38.13080360867914
1739209733.0705569;-33.981070128970906
1739209733.0705588;-38.13080360867914
1739209733.0705607;-45.120503652039325
1739209733.0705624;-45.120503652039325
1739209733.0705643;-45.120503652039325
1739209733.0705662;-35.57807855764607
1739209733.070568;-45.120503652039325
1739209733.07057;-38.13080360867914
1739209733.0705717;-35.57807855764607
1739209733.0705736;-38.13080360867914
1739209733.0705755;-38.13080360867914
1739209733.0705774;-45.120503652039325
1739209733.0705793;-45.120503652039325
1739209733.070581;-33.981070128970906
1739209733.0705829;-45.120503652039325
1739209733.0705848;-38.13080360867914
1739209733.0705867;-45.120503652039325
1739209733.0705886;-45.120503652039325
1739209733.0705905;-45.120503652039325
1739209733.0705922;-45.120503652039325
1739209733.070594;-38.13080360867914
1739209733.070596;-32.81601443825658
1739209733.070598;-45.120503652039325
1739209733.0705998;-38.13080360867914
1739209733.0706015;-45.120503652039325
1739209733.0706034;-45.120503652039325
1739209733.0706053;-45.120503652039325
1739209733.0706072;-38.13080360867914
1739209733.070609;-38.13080360867914
1739209733.0706108;-27.267205301931607
1739209733.0706127;-33.981070128970906
1739209733.0706146;-45.120503652039325
1739209733.0706165;-45.120503652039325
1739209733.0706184;-33.981070128970906
1739209733.0706203;-38.13080360867914
1739209733.070622;-38.13080360867914
1739209733.0706239;-45.120503652039325
1739209733.0706258;-45.120503652039325
1739209733.0706277;-38.13080360867914
1739209733.0706296;-35.57807855764607
1739209733.0706313;-38.13080360867914
1739209733.0706332;-45.120503652039325
1739209733.070635;-38.13080360867914
1739209733.070637;-38.13080360867914
1739209733.070639;-45.120503652039325
1739209733.0706406;-32.816014438256545
1739209733.0706425;-35.57807855764607
1739209733.0706444;-38.13080360867914
1739209733.0706463;-38.13080360867914
1739209733.0706482;-33.981070128970906
1739209733.07065;-38.13080360867914
1739209733.0706518;-38.13080360867914
1739209733.0706537;-45.120503652039325
1739209733.0706556;-33.981070128970906
1739209733.0706575;-35.57807855764607
1739209733.0706594;-45.120503652039325
1739209733.070661;-45.120503652039325
1739209733.070663;-45.120503652039325
1739209733.070665;-38.13080360867914
1739209733.0706668;-45.120503652039325
1739209733.0706687;-38.13080360867914
1739209733.0706704;-45.120503652039325
1739209733.0706723;-45.120503652039325
1739209733.0706742;-45.120503652039325
1739209733.070676;-45.120503652039325
1739209733.070678;-45.120503652039325
1739209733.0706797;-45.120503652039325
1739209733.0706816;-38.13080360867914
1739209733.0706835;-38.13080360867914
1739209733.0706854;-29.438486411369333
1739209733.0706873;-30.49652367304973
1739209733.0706892;-38.13080360867914
1739209733.0706909;-38.13080360867914
1739209733.0706928;-38.13080360867914
1739209733.0706947;-38.13080360867914
1739209733.0706966;-45.120503652039325
1739209733.0706985;-38.13080360867914
1739209733.0707002;-45.120503652039325
1739209733.070702;-45.120503652039325
1739209733.070704;-28.992665084841942
1739209733.070706;-32.816014438256545
1739209733.0707078;-38.13080360867914
1739209733.0707095;-35.57807855764607
1739209733.0707114;-45.120503652039325
1739209733.0707133;-38.13080360867914
1739209733.0707152;-38.13080360867914
1739209733.070717;-38.13080360867914
1739209733.070719;-38.13080360867914
1739209733.0707207;-35.57807855764607
1739209733.0707226;-45.120503652039325
1739209733.0707245;-45.120503652039325
1739209733.0707264;-38.13080360867914
1739209733.0707283;-38.13080360867914
1739209733.07073;-45.120503652039325
1739209733.0707319;-45.120503652039325
1739209733.0707338;-38.13080360867914
1739209733.0707357;-38.13080360867914
1739209733.0707376;-38.13080360867914
1739209733.0707393;-38.13080360867914
1739209733.0707412;-38.13080360867914
1739209733.070743;-45.120503652039325
1739209733.070745;-45.120503652039325
1739209733.070747;-45.120503652039325
1739209733.0707488;-45.120503652039325
1739209733.0707505;-38.13080360867914
1739209733.0707524;-45.120503652039325
1739209733.0707543;-45.120503652039325
1739209733.0707562;-38.13080360867914
1739209733.070758;-38.13080360867914
1739209733.0707598;-35.57807855764607
1739209733.0707617;-35.57807855764607
1739209733.0707636;-38.13080360867914
1739209733.0707655;-38.13080360867914
1739209733.0707674;-38.13080360867914
1739209733.070769;-38.13080360867914
1739209733.070771;-45.120503652039325
1739209733.070773;-45.120503652039325
1739209733.0707748;-45.120503652039325
1739209733.0707767;-45.120503652039325
1739209733.0707786;-38.13080360867914
1739209733.0707803;-38.13080360867914
1739209733.0707822;-38.13080360867914
1739209733.070784;-45.120503652039325
1739209733.070786;-38.13080360867914
1739209733.070788;-38.13080360867914
1739209733.0707896;-38.13080360867914
1739209733.0707915;-33.981070128970906
1739209733.0707934;-45.120503652039325
1739209733.0707953;-45.120503652039325
1739209733.0707972;-38.13080360867914
1739209733.0707989;-45.120503652039325
1739209733.0708008;-45.120503652039325
1739209733.0708027;-45.120503652039325
1739209733.0708046;-45.120503652039325
1739209733.0708065;-38.13080360867914
1739209733.0708082;-38.13080360867914
1739209733.07081;-38.13080360867914
1739209733.070812;-38.13080360867914
1739209733.070814;-35.57807855764607
1739209733.0708158;-38.13080360867914
1739209733.0708177;-45.120503652039325
1739209733.0708194;-38.13080360867914
1739209733.0708213;-45.120503652039325
1739209733.0708232;-38.13080360867914
1739209733.070825;-38.13080360867914
1739209733.070827;-38.13080360867914
1739209733.0708287;-45.120503652039325
1739209733.0708306;-38.13080360867914
1739209733.0708325;-38.13080360867914
1739209733.0708344;-45.120503652039325
1739209733.0708363;-38.13080360867914
1739209733.070838;-33.981070128970906
1739209733.07084;-33.981070128970906
1739209733.0708418;-38.13080360867914
1739209733.0708437;-45.120503652039325
1739209733.0708456;-45.120503652039325
1739209733.0708475;-33.981070128970906
1739209733.0708492;-38.13080360867914
1739209733.070851;-45.120503652039325
1739209733.070853;-35.57807855764607
1739209733.070855;-32.816014438256545
1739209733.0708568;-38.13080360867914
1739209733.0708585;-38.13080360867914
1739209733.0708604;-45.120503652039325
1739209733.0708623;-45.120503652039325
1739209733.0708642;-38.13080360867914
1739209733.070866;-45.120503652039325
1739209733.0708678;-35.57807855764607
1739209733.0708697;-32.816014438256545
1739209733.0708716;-38.13080360867914
1739209733.0708735;-38.13080360867914
1739209733.0708754;-33.981070128970906
1739209733.0708773;-38.13080360867914
1739209733.070879;-45.120503652039325
1739209733.070881;-45.120503652039325
1739209733.0708828;-33.981070128970906
1739209733.0708847;-38.13080360867914
1739209733.0708866;-45.120503652039325
1739209733.0708883;-45.120503652039325
1739209733.0708902;-38.13080360867914
1739209733.070892;-45.120503652039325
1739209733.070894;-45.120503652039325
1739209733.070896;-38.13080360867914
1739209733.0708976;-32.816014438256545
1739209733.0708995;-45.120503652039325
1739209733.0709014;-38.13080360867914
1739209733.0709033;-45.120503652039325
1739209733.0709052;-38.13080360867914
1739209733.0709069;-31.141103565318893
1739209733.0709088;-38.13080360867914
1739209733.0709107;-38.13080360867914
1739209733.0709126;-28.992665084841942
1739209733.0709145;-45.120503652039325
1739209733.0709164;-45.120503652039325
1739209733.070918;-38.13080360867914
1739209733.07092;-38.13080360867914
1739209733.070922;-45.120503652039325
1739209733.0709238;-45.120503652039325
1739209733.0709257;-38.13080360867914
1739209733.0709274;-38.13080360867914
1739209733.0709293;-38.13080360867914
