CAN Message; 0x1b8:03008748c6a719df
1739209752.7360864;-45.120503652039325
1739209752.7360916;-33.981070128970906
1739209752.736097;-45.120503652039325
1739209752.7361023;-45.120503652039325
1739209752.7361078;-45.120503652039325
1739209752.736113;-38.13080360867914
1739209752.7361183;-38.13080360867914
1739209752.7361238;-27.267205301931607
1739209752.736129;-32.816014438256545
1739209752.7361345;-45.120503652039325
1739209752.7361398;-45.120503652039325
1739209752.7361453;-38.13080360867914
1739209752.7361505;-35.57807855764607
1739209752.7361557;-45.120503652039325
1739209752.7361612;-45.120503652039325
1739209752.7361665;-45.120503652039325
1739209752.736172;-45.120503652039325
1739209752.7361772;-35.57807855764607
1739209752.7361827;-45.120503652039325
1739209752.736188;-38.13080360867914
1739209752.7361934;-38.13080360867914
1739209752.7361987;-38.13080360867914
1739209752.736204;-45.120503652039325
1739209752.7362094;-31.141103565318915
1739209752.7362146;-32.816014438256545
1739209752.7362201;-38.13080360867914
1739209752.7362254;-45.120503652039325
1739209752.7362309;-35.57807855764607
1739209752.736236;-35.57807855764607
1739209752.7362413;-38.13080360867914
1739209752.7362468;-45.120503652039325
1739209752.736252;-38.13080360867914
1739209752.7362576;-45.120503652039325
1739209752.7362628;-45.120503652039325
1739209752.7362683;-45.120503652039325
1739209752.7362735;-38.13080360867914
1739209752.7362788;-35.57807855764607
1739209752.7362843;-45.120503652039325
1739209752.7362895;-38.13080360867914
1739209752.736295;-45.120503652039325
1739209752.7363002;-45.120503652039325
1739209752.7363057;-45.120503652039325
1739209752.736311;-45.120503652039325
1739209752.7363162;-38.13080360867914
1739209752.7363217;-38.13080360867914
1739209752.736327;-33.981070128970906
1739209752.7363324;-45.120503652039325
1739209752.7363377;-28.58837851428586
1739209752.7363431;-28.58837851428586
1739209752.7363484;-45.120503652039325
1739209752.7363539;-38.13080360867914
1739209752.7363591;-38.13080360867914
1739209752.7363644;-38.13080360867914
1739209752.7363698;-45.120503652039325
1739209752.736375;-35.57807855764607
1739209752.7363806;-45.120503652039325
1739209752.7363858;-38.13080360867914
1739209752.7363913;-38.13080360867914
1739209752.7363966;-38.13080360867914
1739209752.7364018;-38.13080360867914
1739209752.7364073;-45.120503652039325
1739209752.7364125;-38.13080360867914
1739209752.736418;-38.13080360867914
1739209752.7364233;-35.57807855764607
1739209752.7364287;-32.816014438256545
1739209752.736434;-38.13080360867914
1739209752.7364392;-32.816014438256545
1739209752.7364447;-33.981070128970906
1739209752.73645;-45.120503652039325
1739209752.7364554;-45.120503652039325
1739209752.7364607;-38.13080360867914
1739209752.7364662;-45.120503652039325
1739209752.7364714;-45.120503652039325
1739209752.736477;-45.120503652039325
1739209752.7364821;-45.120503652039325
1739209752.7364874;-35.57807855764607
1739209752.7364929;-35.57807855764607
1739209752.736498;-45.120503652039325
1739209752.7365036;-38.13080360867914
1739209752.7365088;-45.120503652039325
1739209752.7365143;-45.120503652039325
1739209752.7365196;-32.816014438256545
1739209752.7365248;-35.57807855764607
1739209752.7365303;-45.120503652039325
1739209752.7365355;-38.13080360867914
1739209752.736541;-38.13080360867914
1739209752.7365463;-45.120503652039325
1739209752.7365518;-35.57807855764607
1739209752.736557;-35.57807855764607
1739209752.7365623;-45.120503652039325
1739209752.7365677;-45.120503652039325
1739209752.736573;-38.13080360867914
1739209752.7365785;-35.57807855764607
1739209752.7365837;-45.120503652039325
1739209752.7365892;-45.120503652039325
1739209752.7365944;-38.13080360867914
1739209752.7366;-45.120503652039325
1739209752.7366052;-38.13080360867914
1739209752.7366104;-45.120503652039325
1739209752.736616;-38.13080360867914
1739209752.7366211;-38.13080360867914
1739209752.7366266;-33.981070128970906
1739209752.7366319;-45.120503652039325
1739209752.7366374;-45.120503652039325
1739209752.7366426;-31.141103565318893
1739209752.7366478;-38.13080360867914
1739209752.7366533;-45.120503652039325
1739209752.7366586;-45.120503652039325
1739209752.736664;-35.57807855764607
1739209752.7366693;-45.120503652039325
1739209752.7366748;-45.120503652039325
1739209752.73668;-38.13080360867914
1739209752.7366853;-45.120503652039325
1739209752.7366908;-45.120503652039325
1739209752.736696;-45.120503652039325
1739209752.7367015;-38.13080360867914
1739209752.7367067;-35.57807855764607
1739209752.7367122;-38.13080360867914
1739209752.7367175;-45.120503652039325
1739209752.736723;-38.13080360867914
1739209752.7367282;-38.13080360867914
1739209752.7367334;-38.13080360867914
1739209752.736739;-45.120503652039325
1739209752.7367442;-45.120503652039325
1739209752.7367496;-45.120503652039325
1739209752.736755;-38.13080360867914
1739209752.7367604;-45.120503652039325
1739209752.7367656;-45.120503652039325
1739209752.7367709;-38.13080360867914
1739209752.7367764;-33.981070128970906
1739209752.7367816;-33.981070128970906
1739209752.736787;-45.120503652039325
1739209752.7367923;-38.13080360867914
1739209752.7367978;-38.13080360867914
1739209752.736803;-38.13080360867914
1739209752.7368083;-38.13080360867914
1739209752.7368138;-45.120503652039325
1739209752.736819;-38.13080360867914
1739209752.7368245;-33.981070128970906
1739209752.7368298;-33.981070128970906
1739209752.7368352;-45.120503652039325
1739209752.7368405;-38.13080360867914
1739209752.736846;-33.981070128970906
1739209752.7368512;-38.13080360867914
1739209752.7368565;-38.13080360867914
1739209752.736862;-33.981070128970906
1739209752.7368672;-45.120503652039325
1739209752.7368727;-45.120503652039325
1739209752.736878;-38.13080360867914
1739209752.7368834;-38.13080360867914
1739209752.7368886;-45.120503652039325
1739209752.736894;-45.120503652039325
1739209752.7368994;-38.13080360867914
1739209752.7369046;-38.13080360867914
1739209752.73691;-45.120503652039325
1739209752.7369153;-38.13080360867914
1739209752.7369208;-33.981070128970906
1739209752.736926;-38.13080360867914
1739209752.7369313;-45.120503652039325
1739209752.7369368;-33.981070128970906
1739209752.736942;-32.816014438256545
1739209752.7369475;-33.981070128970906
1739209752.7369528;-45.120503652039325
1739209752.7369583;-38.13080360867914
1739209752.7369635;-38.13080360867914
1739209752.736969;-45.120503652039325
1739209752.7369742;-45.120503652039325
1739209752.7369795;-45.120503652039325
1739209752.736985;-38.13080360867914
1739209752.7369902;-31.141103565318915
1739209752.7369957;-45.120503652039325
1739209752.737001;-45.120503652039325
1739209752.7370064;-35.57807855764607
1739209752.7370117;-38.13080360867914
1739209752.737017;-45.120503652039325
1739209752.7370224;-33.981070128970906
1739209752.7370276;-38.13080360867914
1739209752.7370331;-31.14110356531892
1739209752.7370384;-45.120503652039325
1739209752.7370439;-38.13080360867914
1739209752.737049;-45.120503652039325
1739209752.7370543;-45.120503652039325
1739209752.7370598;-45.120503652039325
1739209752.737065;-45.120503652039325
1739209752.7370706;-38.13080360867914
1739209752.7370758;-31.141103565318915
1739209752.7370813;-38.13080360867914
1739209752.7370865;-45.120503652039325
1739209752.737092;-35.57807855764607
1739209752.7370973;-33.981070128970906
1739209752.7371025;-38.13080360867914
1739209752.737108;-38.13080360867914
1739209752.7371132;-45.120503652039325
1739209752.7371187;-38.13080360867914
1739209752.737124;-45.120503652039325
1739209752.7371294;-45.120503652039325
1739209752.7371347;-45.120503652039325
1739209752.73714;-38.13080360867914
1739209752.7371454;-35.57807855764607
1739209752.7371507;-45.120503652039325
1739209752.7371562;-45.120503652039325
1739209752.7371614;-33.981070128970906
1739209752.737167;-35.57807855764607
1739209752.7371721;-38.13080360867914
1739209752.7371774;-45.120503652039325
1739209752.7371829;-38.13080360867914
1739209752.737188;-38.13080360867914
1739209752.7371936;-38.13080360867914
1739209752.7371988;-38.13080360867914
1739209752.7372043;-38.13080360867914
1739209752.7372096;-45.120503652039325
1739209752.737215;-38.13080360867914
1739209752.7372203;-35.57807855764607
1739209752.7372255;-35.57807855764607
1739209752.737231;-38.13080360867914
1739209752.7372363;-45.120503652039325
1739209752.7372417;-38.13080360867914
1739209752.737247;-35.57807855764607
1739209752.7372525;-45.120503652039325
1739209752.7372577;-33.981070128970906
1739209752.737263;-38.13080360867914
1739209752.7372684;-38.13080360867914
1739209752.7372737;-38.13080360867914
1739209752.7372792;-38.13080360867914
1739209752.7372844;-38.13080360867914
1739209752.73729;-30.49652367304973
1739209752.7372952;-33.981070128970906
1739209752.7373004;-38.13080360867914
1739209752.7373059;-38.13080360867914
1739209752.7373111;-45.120503652039325
1739209752.7373166;-45.120503652039325
1739209752.7373219;-45.120503652039325
1739209752.7373273;-38.13080360867914
1739209752.7373326;-45.120503652039325
1739209752.737338;-38.13080360867914
1739209752.7373433;-38.13080360867914
1739209752.7373486;-35.57807855764607
1739209752.737354;-38.13080360867914
1739209752.7373593;-38.13080360867914
1739209752.7373648;-45.120503652039325
1739209752.73737;-38.13080360867914
1739209752.7373755;-32.816014438256545
1739209752.7373807;-32.816014438256545
1739209752.737386;-45.120503652039325
1739209752.7373915;-45.120503652039325
1739209752.7373967;-45.120503652039325
1739209752.7374022;-45.120503652039325
1739209752.7374074;-45.120503652039325
1739209752.737413;-45.120503652039325
1739209752.7374182;-38.13080360867914
1739209752.7374234;-38.13080360867914
1739209752.737429;-45.120503652039325
1739209752.7374341;-45.120503652039325
1739209752.7374396;-38.13080360867914
1739209752.7374449;-38.13080360867914
1739209752.7374504;-45.120503652039325
1739209752.7374556;-35.57807855764607
1739209752.7374609;-38.13080360867914
1739209752.7374663;-45.120503652039325
1739209752.7374716;-38.13080360867914
1739209752.737477;-45.120503652039325
1739209752.7374823;-45.120503652039325
1739209752.7374878;-38.13080360867914
1739209752.737493;-35.57807855764607
1739209752.7374985;-45.120503652039325
1739209752.7375038;-35.57807855764607
1739209752.737509;-35.57807855764607
1739209752.7375145;-45.120503652039325
1739209752.7375197;-38.13080360867914
1739209752.7375252;-38.13080360867914
1739209752.7375305;-45.120503652039325
1739209752.737536;-45.120503652039325
1739209752.7375412;-38.13080360867914
1739209752.7375464;-45.120503652039325
1739209752.737552;-45.120503652039325
1739209752.7375572;-45.120503652039325
1739209752.7375627;-38.13080360867914
1739209752.737568;-38.13080360867914
1739209752.7375734;-38.13080360867914
1739209752.7375786;-35.57807855764607
1739209752.7375839;-38.13080360867914
1739209752.7375894;-38.13080360867914
1739209752.7375946;-45.120503652039325
1739209752.7376;-35.57807855764607
1739209752.7376053;-38.13080360867914
1739209752.7376108;-45.120503652039325
1739209752.737616;-45.120503652039325
1739209752.7376215;-35.57807855764607
1739209752.7376268;-35.57807855764607
1739209752.737632;-38.13080360867914
1739209752.7376375;-38.13080360867914
1739209752.7376428;-38.13080360867914
1739209752.7376482;-38.13080360867914
1739209752.7376535;-38.13080360867914
1739209752.737659;-38.13080360867914
1739209752.7376642;-38.13080360867914
1739209752.7376695;-38.13080360867914
1739209752.737675;-45.120503652039325
1739209752.7376802;-38.13080360867914
1739209752.7376857;-38.13080360867914
1739209752.737691;-45.120503652039325
1739209752.7376964;-45.120503652039325
1739209752.7377017;-45.120503652039325
1739209752.737707;-38.13080360867914
1739209752.7377124;-38.13080360867914
1739209752.7377176;-33.981070128970906
1739209752.737723;-45.120503652039325
1739209752.7377284;-38.13080360867914
1739209752.7377338;-45.120503652039325
1739209752.737739;-38.13080360867914
1739209752.7377446;-45.120503652039325
1739209752.7377498;-45.120503652039325
1739209752.737755;-38.13080360867914
1739209752.7377605;-45.120503652039325
1739209752.7377658;-45.120503652039325
1739209752.7377713;-38.13080360867914
1739209752.7377765;-45.120503652039325
1739209752.737782;-45.120503652039325
1739209752.7377872;-33.981070128970906
1739209752.7377925;-38.13080360867914
1739209752.737798;-45.120503652039325
1739209752.7378032;-35.57807855764607
1739209752.7378087;-38.13080360867914
1739209752.737814;-38.13080360867914
1739209752.7378194;-45.120503652039325
1739209752.7378247;-38.13080360867914
1739209752.73783;-45.120503652039325
1739209752.7378354;-38.13080360867914
1739209752.7378407;-38.13080360867914
1739209752.7378461;-38.13080360867914
1739209752.7378514;-38.13080360867914
1739209752.7378569;-38.13080360867914
1739209752.737862;-38.13080360867914
1739209752.7378676;-45.120503652039325
1739209752.7378728;-38.13080360867914
1739209752.737878;-38.13080360867914
1739209752.7378836;-45.120503652039325
1739209752.7378888;-38.13080360867914
1739209752.7378943;-38.13080360867914
1739209752.7378995;-29.438486411369347
1739209752.737905;-45.120503652039325
1739209752.7379103;-45.120503652039325
1739209752.7379155;-45.120503652039325
1739209752.737921;-45.120503652039325
1739209752.7379262;-38.13080360867914
1739209752.7379317;-38.13080360867914
1739209752.737937;-45.120503652039325
1739209752.7379425;-31.141103565318915
1739209752.7379477;-38.13080360867914
1739209752.737953;-38.13080360867914
1739209752.7379584;-45.120503652039325
1739209752.7379637;-38.13080360867914
1739209752.7379692;-38.13080360867914
1739209752.7379744;-45.120503652039325
1739209752.73798;-45.120503652039325
1739209752.7379851;-33.981070128970906
1739209752.7379906;-45.120503652039325
1739209752.7379959;-45.120503652039325
1739209752.738001;-45.120503652039325
1739209752.7380066;-38.13080360867914
1739209752.7380118;-38.13080360867914
1739209752.7380173;-38.13080360867914
1739209752.7380226;-45.120503652039325
1739209752.738028;-38.13080360867914
1739209752.7380333;-35.57807855764607
1739209752.7380385;-38.13080360867914
1739209752.738044;-38.13080360867914
1739209752.7380493;-38.13080360867914
1739209752.7380548;-32.816014438256545
1739209752.73806;-45.120503652039325
1739209752.7380655;-45.120503652039325
1739209752.7380707;-33.981070128970906
1739209752.738076;-35.57807855764607
1739209752.7380815;-38.13080360867914
1739209752.7380867;-38.13080360867914
1739209752.7380922;-38.13080360867914
1739209752.7380974;-38.13080360867914
1739209752.738103;-45.120503652039325
1739209752.7381082;-45.120503652039325
1739209752.7381136;-45.120503652039325
1739209752.738119;-38.13080360867914
1739209752.7381241;-45.120503652039325
1739209752.7381296;-45.120503652039325
1739209752.7381349;-45.120503652039325
1739209752.7381403;-38.13080360867914
1739209752.7381456;-45.120503652039325
1739209752.738151;-38.13080360867914
1739209752.7381563;-28.58837851428586
1739209752.7381616;-38.13080360867914
1739209752.738167;-45.120503652039325
1739209752.7381723;-45.120503652039325
1739209752.7381778;-33.981070128970906
1739209752.738183;-38.13080360867914
1739209752.7381885;-45.120503652039325
1739209752.7381938;-38.13080360867914
1739209752.738199;-32.81601443825658
1739209752.7382045;-45.120503652039325
1739209752.7382097;-38.13080360867914
1739209752.7382152;-45.120503652039325
1739209752.7382205;-45.120503652039325
1739209752.738226;-32.816014438256545
1739209752.7382312;-38.13080360867914
1739209752.7382367;-45.120503652039325
1739209752.738242;-33.981070128970906
1739209752.7382472;-35.57807855764607
1739209752.7382526;-45.120503652039325
1739209752.738258;-38.13080360867914
1739209752.7382634;-38.13080360867914
1739209752.7382686;-45.120503652039325
1739209752.738274;-38.13080360867914
1739209752.7382793;-30.49652367304973
1739209752.7382846;-38.13080360867914
1739209752.73829;-45.120503652039325
1739209752.7382953;-45.120503652039325
1739209752.7383008;-45.120503652039325
1739209752.738306;-38.13080360867914
1739209752.7383115;-35.57807855764607
1739209752.7383168;-45.120503652039325
1739209752.738322;-45.120503652039325
1739209752.7383275;-45.120503652039325
1739209752.7383327;-38.13080360867914
1739209752.7383382;-35.57807855764607
1739209752.7383435;-38.13080360867914
1739209752.738349;-45.120503652039325
1739209752.7383542;-38.13080360867914
1739209752.7383597;-45.120503652039325
1739209752.738365;-45.120503652039325
1739209752.7383702;-31.141103565318915
1739209752.7383757;-32.816014438256545
1739209752.738381;-38.13080360867914
1739209752.7383864;-45.120503652039325
1739209752.7383916;-33.981070128970906
1739209752.7383971;-38.13080360867914
1739209752.7384024;-45.120503652039325
1739209752.7384076;-45.120503652039325
1739209752.738413;-45.120503652039325
1739209752.7384183;-38.13080360867914
1739209752.7384238;-38.13080360867914
1739209752.738429;-45.120503652039325
1739209752.7384346;-45.120503652039325
1739209752.7384398;-33.981070128970906
1739209752.738445;-45.120503652039325
1739209752.7384505;-45.120503652039325
1739209752.7384558;-38.13080360867914
1739209752.7384613;-38.13080360867914
1739209752.7384665;-45.120503652039325
1739209752.738472;-45.120503652039325
1739209752.7384772;-45.120503652039325
1739209752.7384825;-45.120503652039325
1739209752.738488;-45.120503652039325
1739209752.7384932;-45.120503652039325
1739209752.7384987;-45.120503652039325
1739209752.738504;-45.120503652039325
1739209752.7385094;-38.13080360867914
1739209752.7385147;-45.120503652039325
1739209752.7385201;-38.13080360867914
1739209752.7385254;-35.57807855764607
1739209752.7385306;-45.120503652039325
1739209752.7385361;-38.13080360867914
1739209752.7385414;-38.13080360867914
1739209752.7385468;-38.13080360867914
1739209752.738552;-38.13080360867914
1739209752.7385576;-45.120503652039325
1739209752.7385628;-45.120503652039325
1739209752.738568;-45.120503652039325
1739209752.7385736;-38.13080360867914
1739209752.7385788;-45.120503652039325
1739209752.7385843;-38.13080360867914
1739209752.7385895;-38.13080360867914
1739209752.738595;-45.120503652039325
1739209752.7386003;-45.120503652039325
1739209752.7386055;-38.13080360867914
1739209752.738611;-38.13080360867914
1739209752.7386162;-45.120503652039325
1739209752.7386217;-45.120503652039325
1739209752.738627;-45.120503652039325
1739209752.7386324;-35.57807855764607
1739209752.7386377;-38.13080360867914
1739209752.7386432;-45.120503652039325
1739209752.7386484;-45.120503652039325
1739209752.7386537;-33.981070128970906
1739209752.7386591;-38.13080360867914
1739209752.7386644;-45.120503652039325
1739209752.7386699;-38.13080360867914
1739209752.738675;-32.816014438256545
1739209752.7386806;-33.981070128970906
1739209752.7386858;-45.120503652039325
1739209752.738691;-38.13080360867914
1739209752.7386966;-45.120503652039325
1739209752.7387018;-45.120503652039325
1739209752.7387073;-38.13080360867914
1739209752.7387125;-45.120503652039325
1739209752.738718;-38.13080360867914
1739209752.7387233;-38.13080360867914
1739209752.7387285;-38.13080360867914
1739209752.738734;-45.120503652039325
1739209752.7387393;-45.120503652039325
1739209752.7387447;-38.13080360867914
1739209752.73875;-38.13080360867914
1739209752.7387555;-38.13080360867914
1739209752.7387607;-33.981070128970906
1739209752.7387662;-28.992665084841942
1739209752.7387714;-45.120503652039325
1739209752.7387767;-45.120503652039325
1739209752.7387822;-38.13080360867914
1739209752.7387874;-38.13080360867914
1739209752.738793;-38.13080360867914
1739209752.7387981;-38.13080360867914
1739209752.7388036;-38.13080360867914
1739209752.7388089;-38.13080360867914
1739209752.738814;-38.13080360867914
1739209752.7388196;-45.120503652039325
1739209752.7388248;-45.120503652039325
1739209752.7388303;-38.13080360867914
1739209752.7388356;-45.120503652039325
1739209752.738841;-38.13080360867914
1739209752.7388463;-32.816014438256545
1739209752.7388515;-33.981070128970906
1739209752.738857;-38.13080360867914
1739209752.7388623;-38.13080360867914
1739209752.7388678;-38.13080360867914
1739209752.738873;-38.13080360867914
1739209752.7388785;-45.120503652039325
1739209752.7388837;-38.13080360867914
1739209752.7388892;-38.13080360867914
1739209752.7388945;-33.981070128970906
1739209752.7388997;-45.120503652039325
1739209752.7389052;-45.120503652039325
1739209752.7389104;-38.13080360867914
1739209752.738916;-38.13080360867914
1739209752.7389212;-33.981070128970906
1739209752.7389266;-45.120503652039325
1739209752.738932;-45.120503652039325
1739209752.7389371;-38.13080360867914
1739209752.7389426;-45.120503652039325
1739209752.7389479;-38.13080360867914
1739209752.7389534;-38.13080360867914
1739209752.7389586;-38.13080360867914
1739209752.738964;-35.57807855764607
1739209752.7389693;-38.13080360867914
1739209752.7389746;-45.120503652039325
1739209752.73898;-38.13080360867914
1739209752.7389853;-38.13080360867914
1739209752.7389908;-38.13080360867914
1739209752.738996;-45.120503652039325
1739209752.7390015;-45.120503652039325
1739209752.7390068;-45.120503652039325
1739209752.7390122;-38.13080360867914
1739209752.7390175;-38.13080360867914
1739209752.7390227;-31.141103565318915
1739209752.7390282;-45.120503652039325
1739209752.7390335;-38.13080360867914
1739209752.739039;-35.57807855764607
1739209752.7390442;-45.120503652039325
1739209752.7390497;-45.120503652039325
1739209752.739055;-45.120503652039325
1739209752.7390602;-38.13080360867914
1739209752.7390656;-28.218542851754165
1739209752.739071;-45.120503652039325
1739209752.7390764;-38.13080360867914
1739209752.7390816;-38.13080360867914
1739209752.739087;-33.981070128970906
1739209752.7390924;-45.120503652039325
1739209752.7390976;-33.981070128970906
1739209752.739103;-35.57807855764607
1739209752.7391083;-28.992665084841942
1739209752.7391138;-38.13080360867914
1739209752.739119;-38.13080360867914
1739209752.7391245;-35.57807855764607
1739209752.7391298;-45.120503652039325
1739209752.7391353;-45.120503652039325
1739209752.7391405;-38.13080360867914
1739209752.7391458;-35.57807855764607
1739209752.7391512;-38.13080360867914
1739209752.7391565;-45.120503652039325
1739209752.739162;-45.120503652039325
1739209752.7391672;-45.120503652039325
1739209752.7391727;-35.57807855764607
1739209752.739178;-38.13080360867914
1739209752.7391832;-38.13080360867914
1739209752.7391887;-45.120503652039325
1739209752.739194;-45.120503652039325
1739209752.7391994;-38.13080360867914
1739209752.7392046;-45.120503652039325
1739209752.7392101;-38.13080360867914
1739209752.7392154;-38.13080360867914
1739209752.7392206;-38.13080360867914
1739209752.739226;-45.120503652039325
1739209752.7392313;-38.13080360867914
1739209752.7392368;-35.57807855764607
1739209752.739242;-45.120503652039325
1739209752.7392476;-45.120503652039325
1739209752.7392528;-45.120503652039325
1739209752.7392583;-33.981070128970906
1739209752.7392635;-45.120503652039325
1739209752.7392688;-45.120503652039325
1739209752.7392743;-38.13080360867914
1739209752.7392795;-45.120503652039325
1739209752.739285;-38.13080360867914
1739209752.7392902;-38.13080360867914
1739209752.7392957;-38.13080360867914
1739209752.739301;-45.120503652039325
1739209752.7393062;-29.438486411369333
1739209752.7393117;-45.120503652039325
1739209752.739317;-45.120503652039325
1739209752.7393224;-33.981070128970906
1739209752.7393277;-38.13080360867914
1739209752.7393332;-45.120503652039325
1739209752.7393384;-32.816014438256545
1739209752.7393436;-38.13080360867914
1739209752.7393491;-45.120503652039325
1739209752.7393544;-45.120503652039325
1739209752.7393599;-45.120503652039325
1739209752.739365;-45.120503652039325
1739209752.7393706;-45.120503652039325
1739209752.7393758;-38.13080360867914
1739209752.7393813;-45.120503652039325
1739209752.7393866;-45.120503652039325
1739209752.7393918;-33.981070128970906
1739209752.7393973;-38.13080360867914
1739209752.7394025;-38.13080360867914
1739209752.739408;-33.981070128970906
1739209752.7394133;-45.120503652039325
1739209752.7394187;-38.13080360867914
1739209752.739424;-38.13080360867914
1739209752.7394292;-45.120503652039325
1739209752.7394347;-45.120503652039325
1739209752.73944;-38.13080360867914
1739209752.7394454;-35.57807855764607
1739209752.7394507;-33.981070128970906
1739209752.7394562;-45.120503652039325
1739209752.7394614;-38.13080360867914
1739209752.7394667;-38.13080360867914
1739209752.7394722;-45.120503652039325
1739209752.7394774;-38.13080360867914
1739209752.7394829;-38.13080360867914
1739209752.7394881;-32.816014438256545
1739209752.7394936;-38.13080360867914
1739209752.7394989;-38.13080360867914
1739209752.7395043;-45.120503652039325
1739209752.7395096;-45.120503652039325
1739209752.7395148;-45.120503652039325
1739209752.7395203;-45.120503652039325
1739209752.7395256;-33.981070128970906
1739209752.739531;-45.120503652039325
1739209752.7395363;-45.120503652039325
1739209752.7395418;-45.120503652039325
1739209752.739547;-45.120503652039325
1739209752.7395523;-38.13080360867914
1739209752.7395577;-38.13080360867914
1739209752.739563;-38.13080360867914
1739209752.7395685;-38.13080360867914
1739209752.7395737;-45.120503652039325
1739209752.7395792;-38.13080360867914
1739209752.7395844;-32.816014438256545
1739209752.7395897;-38.13080360867914
1739209752.7395952;-38.13080360867914
1739209752.7396004;-38.13080360867914
1739209752.739606;-38.13080360867914
1739209752.7396111;-33.981070128970906
1739209752.7396166;-45.120503652039325
1739209752.7396219;-45.120503652039325
1739209752.7396271;-45.120503652039325
1739209752.7396326;-45.120503652039325
1739209752.7396379;-45.120503652039325
1739209752.7396433;-45.120503652039325
1739209752.7396486;-45.120503652039325
1739209752.739654;-45.120503652039325
1739209752.7396593;-35.57807855764607
1739209752.7396648;-45.120503652039325
1739209752.73967;-38.13080360867914
1739209752.7396753;-38.13080360867914
1739209752.7396808;-45.120503652039325
1739209752.739686;-38.13080360867914
1739209752.7396915;-38.13080360867914
1739209752.7396967;-38.13080360867914
1739209752.7397022;-45.120503652039325
1739209752.7397075;-33.981070128970906
1739209752.7397127;-33.981070128970906
1739209752.7397182;-35.57807855764607
1739209752.7397234;-38.13080360867914
1739209752.739729;-38.13080360867914
1739209752.7397342;-45.120503652039325
1739209752.7397397;-45.120503652039325
1739209752.739745;-38.13080360867914
1739209752.7397501;-45.120503652039325
1739209752.7397556;-38.13080360867914
1739209752.7397609;-38.13080360867914
1739209752.7397664;-32.816014438256545
1739209752.7397716;-45.120503652039325
1739209752.739777;-45.120503652039325
1739209752.7397823;-35.57807855764607
1739209752.7397878;-38.13080360867914
1739209752.739793;-38.13080360867914
1739209752.7397983;-45.120503652039325
1739209752.7398038;-35.57807855764607
1739209752.739809;-33.981070128970906
1739209752.7398145;-38.13080360867914
1739209752.7398198;-45.120503652039325
1739209752.7398252;-45.120503652039325
1739209752.7398305;-45.120503652039325
1739209752.7398357;-45.120503652039325
1739209752.7398412;-45.120503652039325
1739209752.7398465;-28.992665084841942
1739209752.739852;-38.13080360867914
1739209752.7398572;-45.120503652039325
1739209752.7398627;-38.13080360867914
1739209752.739868;-35.57807855764607
1739209752.7398732;-35.57807855764607
1739209752.7398787;-45.120503652039325
1739209752.739884;-38.13080360867914
1739209752.7398894;-33.981070128970906
1739209752.7398946;-38.13080360867914
1739209752.7399;-45.120503652039325
1739209752.7399054;-45.120503652039325
1739209752.7399108;-38.13080360867914
1739209752.739916;-38.13080360867914
1739209752.7399213;-45.120503652039325
1739209752.7399268;-45.120503652039325
1739209752.739932;-28.992665084841942
1739209752.7399375;-38.13080360867914
