Time [s],Channel 1
7.573449417,0
7.573451333,1
7.573453417,0
7.573457333,1
7.573459417,0
7.573461333,1
7.573465417,0
7.573469333,1
7.573471417,0
7.573473333,1
7.573475417,0
7.573479333,1
7.573481417,0
7.573483333,1
7.573489417,0
7.573497333,1
7.573499417,0
7.573505333,1
7.573509417,0
7.573511333,1
7.573513417,0
7.573517333,1
7.573519417,0
7.573529333,1
7.573531417,0
7.573535333,1
7.573539417,0
7.573543333,1
7.573545417,0
7.573551333,1
7.573559500,0
7.573561417,1
7.600282917,0
7.600292833,1
7.600294917,0
7.600304833,1
7.600306917,0
7.600310833,1
7.600314917,0
7.600324833,1
7.600326917,0
7.600334833,1
7.600338917,0
7.600340833,1
7.600347000,0
7.600348833,1
7.600352917,0
7.600358833,1
7.600360917,0
7.600370833,1
7.600372917,0
7.600382833,1
7.600384917,0
7.600394833,1
7.600396917,0
7.600406833,1
7.600408917,0
7.600410833,1
7.600412917,0
7.600418833,1
7.600422917,0
7.600424833,1
7.600428917,0
7.600432833,1
7.600434917,0
7.600438833,1
7.600442917,0
7.600444917,1
7.600448917,0
7.600450917,1
7.600458917,0
7.600460917,1
7.600464917,0
7.600466917,1
7.600474917,0
7.600476917,1
7.600478917,0
7.600480917,1
7.600484917,0
7.600486917,1
7.600493083,0
7.600496917,1
7.600501000,0
7.600506917,1
7.600511000,0
7.600512917,1
7.600515000,0
7.600524917,1
7.600527000,0
7.600532917,1
7.600537083,0
7.600539083,1
7.635304000,0
7.635313917,1
7.635316000,0
7.635325917,1
7.635328000,0
7.635331917,1
7.635336000,0
7.635345917,1
7.635348083,0
7.635355917,1
7.635362083,0
7.635363917,1
7.635366083,0
7.635369917,1
7.635374000,0
7.635379917,1
7.635382083,0
7.635391917,1
7.635394000,0
7.635403917,1
7.635406083,0
7.635415917,1
7.635417917,0
7.635427917,1
7.635430083,0
7.635437917,1
7.635440000,0
7.635443917,1
7.635448000,0
7.635449917,1
7.635451917,0
7.635453917,1
7.635456083,0
7.635465917,1
7.635470083,0
7.635475917,1
7.635482000,0
7.635487917,1
7.635491917,0
7.635493917,1
7.635504083,0
7.635507917,1
7.635510083,0
7.635511917,1
7.635518000,0
7.635523917,1
7.635528083,0
7.635529917,1
7.635538083,0
7.635541917,1
7.635544000,0
7.635547917,1
7.635549917,0
7.635555917,1
7.635560083,0
7.635562083,1
7.699984500,0
7.699994500,1
7.699996500,0
7.700006417,1
7.700008500,0
7.700012417,1
7.700016500,0
7.700026417,1
7.700028500,0
7.700038417,1
7.700040500,0
7.700042417,1
7.700048500,0
7.700050417,1
7.700056500,0
7.700062417,1
7.700064500,0
7.700074417,1
7.700084500,0
7.700088500,1
7.700096500,0
7.700098417,1
7.700100500,0
7.700104417,1
7.700108500,0
7.700116417,1
7.700120500,0
7.700124417,1
7.700130500,0
7.700132417,1
7.700134500,0
7.700136417,1
7.700138500,0
7.700140417,1
7.700142500,0
7.700144417,1
7.700150500,0
7.700154417,1
7.700156500,0
7.700158417,1
7.700162500,0
7.700164417,1
7.700174500,0
7.700176417,1
7.700180500,0
7.700186417,1
7.700188500,0
7.700192417,1
7.700194500,0
7.700200417,1
7.700204500,0
7.700206417,1
7.700208500,0
7.700212417,1
7.700218500,0
7.700220417,1
7.700222500,0
7.700226417,1
7.700228500,0
7.700230417,1
7.700232500,0
7.700234417,1
7.700236667,0
7.700238583,1
7.734689917,0
7.734699750,1
7.734701833,0
7.734711750,1
7.734713833,0
7.734717750,1
7.734721833,0
7.734731750,1
7.734733833,0
7.734741750,1
7.734743833,0
7.734745750,1
7.734747833,0
7.734749750,1
7.734751833,0
7.734761750,1
7.734763833,0
7.734767750,1
7.734769833,0
7.734779750,1
7.734781833,0
7.734787750,1
7.734793833,0
7.734803750,1
7.734805833,0
7.734811750,1
7.734813833,0
7.734815750,1
7.734817833,0
7.734821750,1
7.734827833,0
7.734829750,1
7.734831833,0
7.734833750,1
7.734835833,0
7.734839750,1
7.734847833,0
7.734853750,1
7.734863833,0
7.734865750,1
7.734867833,0
7.734871750,1
7.734875833,0
7.734877750,1
7.734879833,0
7.734885750,1
7.734889833,0
7.734893750,1
7.734897833,0
7.734899750,1
7.734901833,0
7.734903750,1
7.734909833,0
7.734913750,1
7.734915833,0
7.734917750,1
7.734921833,0
7.734927750,1
7.734935833,0
7.734939750,1
7.734941917,0
7.734943833,1
7.772071333,0
7.772081250,1
7.772083333,0
7.772093250,1
7.772095333,0
7.772099250,1
7.772103333,0
7.772113250,1
7.772115333,0
7.772123250,1
7.772125333,0
7.772127250,1
7.772129333,0
7.772131250,1
7.772133333,0
7.772143250,1
7.772145333,0
7.772149250,1
7.772151333,0
7.772161250,1
7.772163333,0
7.772169250,1
7.772171333,0
7.772173250,1
7.772175333,0
7.772185250,1
7.772187333,0
7.772197333,1
7.772199333,0
7.772205333,1
7.772211333,0
7.772215333,1
7.772217333,0
7.772219333,1
7.772221333,0
7.772223333,1
7.772225333,0
7.772227333,1
7.772237333,0
7.772241333,1
7.772243333,0
7.772245333,1
7.772247333,0
7.772255333,1
7.772259333,0
7.772265333,1
7.772267333,0
7.772269333,1
7.772271333,0
7.772273333,1
7.772277333,0
7.772279333,1
7.772283333,0
7.772285333,1
7.772289333,0
7.772291333,1
7.772293333,0
7.772297333,1
7.772305333,0
7.772311333,1
7.772313333,0
7.772317333,1
7.772325500,0
7.772327500,1
7.803284250,0
7.803294167,1
7.803296250,0
7.803306167,1
7.803308250,0
7.803312167,1
7.803316250,0
7.803326167,1
7.803328250,0
7.803338167,1
7.803340250,0
7.803342167,1
7.803346250,0
7.803352167,1
7.803354250,0
7.803362167,1
7.803364250,0
7.803374167,1
7.803376250,0
7.803380167,1
7.803384250,0
7.803386167,1
7.803390250,0
7.803394167,1
7.803398250,0
7.803402167,1
7.803404250,0
7.803408167,1
7.803410250,0
7.803414167,1
7.803416250,0
7.803418167,1
7.803424250,0
7.803430167,1
7.803432250,0
7.803434167,1
7.803438250,0
7.803440167,1
7.803442250,0
7.803448167,1
7.803456250,0
7.803466167,1
7.803468250,0
7.803470167,1
7.803476250,0
7.803478167,1
7.803486250,0
7.803488167,1
7.803490250,0
7.803496167,1
7.803500250,0
7.803506167,1
7.803510250,0
7.803520167,1
7.803530250,0
7.803536167,1
7.803538417,0
7.803540333,1
7.827661917,0
7.827671833,1
7.827673917,0
7.827683833,1
7.827685917,0
7.827689833,1
7.827693917,0
7.827703833,1
7.827705917,0
7.827715833,1
7.827717917,0
7.827719833,1
7.827725917,0
7.827727833,1
7.827733917,0
7.827739833,1
7.827741917,0
7.827747833,1
7.827749917,0
7.827759833,1
7.827761917,0
7.827763833,1
7.827765917,0
7.827769833,1
7.827775917,0
7.827779833,1
7.827781917,0
7.827783833,1
7.827791917,0
7.827795833,1
7.827797917,0
7.827801833,1
7.827803917,0
7.827805833,1
7.827811917,0
7.827813833,1
7.827817917,0
7.827819833,1
7.827823917,0
7.827825833,1
7.827827917,0
7.827833833,1
7.827837917,0
7.827839833,1
7.827845917,0
7.827851833,1
7.827861917,0
7.827871833,1
7.827875917,0
7.827877833,1
7.827880000,0
7.827881833,1
7.827885917,0
7.827889833,1
7.827895917,0
7.827901833,1
7.827905917,0
7.827911833,1
7.827914000,0
7.827915917,1
7.848845750,0
7.848855667,1
7.848857750,0
7.848867667,1
7.848869750,0
7.848873667,1
7.848877750,0
7.848887667,1
7.848889750,0
7.848897667,1
7.848901750,0
7.848903667,1
7.848909750,0
7.848919667,1
7.848921750,0
7.848923667,1
7.848925750,0
7.848935667,1
7.848937750,0
7.848945667,1
7.848949750,0
7.848959667,1
7.848961750,0
7.848967667,1
7.848969750,0
7.848979667,1
7.848981750,0
7.848985667,1
7.848987750,0
7.848993667,1
7.848997750,0
7.848999667,1
7.849001750,0
7.849005667,1
7.849007750,0
7.849011667,1
7.849013750,0
7.849015667,1
7.849019750,0
7.849027667,1
7.849033750,0
7.849041667,1
7.849043750,0
7.849049667,1
7.849051750,0
7.849053667,1
7.849055750,0
7.849059667,1
7.849069750,0
7.849071667,1
7.849073750,0
7.849075667,1
7.849077750,0
7.849079667,1
7.849085750,0
7.849091667,1
7.849099833,0
7.849101750,1
7.881548167,0
7.881558083,1
7.881560167,0
7.881570083,1
7.881572167,0
7.881576083,1
7.881580167,0
7.881590083,1
7.881592167,0
7.881600083,1
7.881604167,0
7.881606083,1
7.881608167,0
7.881612083,1
7.881618167,0
7.881624083,1
7.881626167,0
7.881636083,1
7.881638167,0
7.881648083,1
7.881650167,0
7.881660083,1
7.881662167,0
7.881670083,1
7.881672167,0
7.881674083,1
7.881684167,0
7.881690083,1
7.881696167,0
7.881706083,1
7.881710167,0
7.881716083,1
7.881722167,0
7.881724083,1
7.881726167,0
7.881728083,1
7.881730167,0
7.881732083,1
7.881736167,0
7.881738083,1
7.881740167,0
7.881744083,1
7.881748167,0
7.881752083,1
7.881754167,0
7.881758083,1
7.881760167,0
7.881762083,1
7.881764167,0
7.881768083,1
7.881770167,0
7.881780083,1
7.881788167,0
7.881792083,1
7.881796167,0
7.881798083,1
7.881804250,0
7.881806167,1
7.904967833,0
7.904977750,1
7.904979833,0
7.904989750,1
7.904991833,0
7.904995750,1
7.904999833,0
7.905009750,1
7.905011833,0
7.905019750,1
7.905025833,0
7.905027750,1
7.905029833,0
7.905033750,1
7.905037833,0
7.905043750,1
7.905045833,0
7.905055750,1
7.905057833,0
7.905067750,1
7.905069833,0
7.905079750,1
7.905081833,0
7.905091750,1
7.905093833,0
7.905099750,1
7.905101833,0
7.905107750,1
7.905109833,0
7.905117750,1
7.905127833,0
7.905129750,1
7.905131833,0
7.905135750,1
7.905143833,0
7.905145750,1
7.905149833,0
7.905153750,1
7.905155833,0
7.905157750,1
7.905167833,0
7.905173750,1
7.905175833,0
7.905179750,1
7.905189833,0
7.905191750,1
7.905193833,0
7.905195750,1
7.905201833,0
7.905205750,1
7.905209833,0
7.905211750,1
7.905215833,0
7.905221750,1
7.905226000,0
7.905227917,1
7.919934000,0
7.919943917,1
7.919946000,0
7.919956000,1
7.919958000,0
7.919962000,1
7.919966000,0
7.919976000,1
7.919978083,0
7.919986000,1
7.919990083,0
7.919992000,1
7.919998167,0
7.920000000,1
7.920004167,0
7.920010000,1
7.920012083,0
7.920022000,1
7.920024083,0
7.920034000,1
7.920036083,0
7.920046000,1
7.920048083,0
7.920058000,1
7.920062083,0
7.920064000,1
7.920068083,0
7.920072000,1
7.920076083,0
7.920082000,1
7.920084083,0
7.920090000,1
7.920092083,0
7.920094000,1
7.920098083,0
7.920106000,1
7.920114083,0
7.920116000,1
7.920118083,0
7.920122000,1
7.920130083,0
7.920134000,1
7.920136083,0
7.920138000,1
7.920146083,0
7.920152000,1
7.920154083,0
7.920158000,1
7.920160083,0
7.920164000,1
7.920168083,0
7.920170000,1
7.920176083,0
7.920180000,1
7.920186250,0
7.920188167,1
7.947914833,0
7.947924750,1
7.947926833,0
7.947936750,1
7.947938833,0
7.947942750,1
7.947946833,0
7.947956750,1
7.947958833,0
7.947966750,1
7.947972833,0
7.947974750,1
7.947976833,0
7.947980750,1
7.947984833,0
7.947990750,1
7.947992833,0
7.948002833,1
7.948004833,0
7.948014833,1
7.948016833,0
7.948026833,1
7.948028833,0
7.948038833,1
7.948042833,0
7.948050833,1
7.948052833,0
7.948054833,1
7.948060833,0
7.948064833,1
7.948068833,0
7.948068917,1
7.948069000,0
7.948076833,1
7.948079000,0
7.948080833,1
7.948082833,0
7.948088833,1
7.948095000,0
7.948100833,1
7.948104917,0
7.948114833,1
7.948123000,0
7.948126833,1
7.948129000,0
7.948138833,1
7.948140917,0
7.948144833,1
7.948149000,0
7.948152833,1
7.948158917,0
7.948160833,1
7.948171000,0
7.948172917,1
7.973899083,0
7.973909000,1
7.973911083,0
7.973921000,1
7.973923083,0
7.973927000,1
7.973931083,0
7.973941000,1
7.973943083,0
7.973953000,1
7.973955083,0
7.973959000,1
7.973961083,0
7.973965000,1
7.973967083,0
7.973977000,1
7.973981083,0
7.973991000,1
7.973993083,0
7.973997000,1
7.974005083,0
7.974013000,1
7.974015083,0
7.974019000,1
7.974021083,0
7.974031000,1
7.974035083,0
7.974037083,1
7.974041083,0
7.974043083,1
7.974045083,0
7.974051083,1
7.974055083,0
7.974061083,1
7.974067083,0
7.974067167,1
7.974067250,0
7.974069083,1
7.974073083,0
7.974075083,1
7.974081250,0
7.974083083,1
7.974093167,0
7.974095083,1
7.974097167,0
7.974101083,1
7.974109167,0
7.974113083,1
7.974117167,0
7.974125083,1
7.974127167,0
7.974129083,1
7.974131167,0
7.974133083,1
7.974137167,0
7.974141083,1
7.974145167,0
7.974147083,1
7.974149167,0
7.974151083,1
7.974153250,0
7.974155250,1
7.987446833,0
7.987456750,1
7.987458833,0
7.987468750,1
7.987470833,0
7.987474750,1
7.987478833,0
7.987488750,1
7.987490833,0
7.987500750,1
7.987502833,0
7.987506750,1
7.987508833,0
7.987512750,1
7.987514833,0
7.987524750,1
7.987528833,0
7.987538750,1
7.987540833,0
7.987550750,1
7.987552833,0
7.987554750,1
7.987558833,0
7.987562750,1
7.987566833,0
7.987568750,1
7.987576833,0
7.987578750,1
7.987580833,0
7.987582750,1
7.987584833,0
7.987588750,1
7.987590833,0
7.987592833,1
7.987594833,0
7.987596833,1
7.987602833,0
7.987604833,1
7.987608833,0
7.987610833,1
7.987612833,0
7.987618833,1
7.987624833,0
7.987634833,1
7.987636833,0
7.987644833,1
7.987650917,0
7.987654833,1
7.987664917,0
7.987666833,1
7.987669000,0
7.987672833,1
7.987674917,0
7.987684833,1
7.987690917,0
7.987694833,1
7.987696917,0
7.987700833,1
7.987705000,0
7.987706917,1
8.008901833,0
8.008911750,1
8.008913750,0
8.008923750,1
8.008925750,0
8.008929750,1
8.008933750,0
8.008943750,1
8.008945750,0
8.008953750,1
8.008955750,0
8.008957750,1
8.008959750,0
8.008961750,1
8.008963750,0
8.008973750,1
8.008975750,0
8.008979750,1
8.008981750,0
8.008991750,1
8.008993750,0
8.009001750,1
8.009003750,0
8.009013750,1
8.009015750,0
8.009023750,1
8.009029750,0
8.009039750,1
8.009047750,0
8.009053750,1
8.009057750,0
8.009059750,1
8.009061750,0
8.009065750,1
8.009067750,0
8.009071750,1
8.009077750,0
8.009079750,1
8.009083750,0
8.009085750,1
8.009087750,0
8.009089750,1
8.009091750,0
8.009095750,1
8.009097750,0
8.009101750,1
8.009109750,0
8.009111750,1
8.009117750,0
8.009121750,1
8.009123750,0
8.009133750,1
8.009137750,0
8.009143750,1
8.009149750,0
8.009151750,1
8.009155833,0
8.009157833,1
8.039133583,0
8.039143500,1
8.039145583,0
8.039155500,1
8.039157583,0
8.039161500,1
8.039165583,0
8.039175500,1
8.039177583,0
8.039187500,1
8.039191583,0
8.039195500,1
8.039199583,0
8.039209500,1
8.039211583,0
8.039213583,1
8.039215583,0
8.039225500,1
8.039227583,0
8.039237583,1
8.039239583,0
8.039249583,1
8.039251583,0
8.039261583,1
8.039267583,0
8.039269583,1
8.039271583,0
8.039273583,1
8.039277583,0
8.039279583,1
8.039289750,0
8.039299583,1
8.039301583,0
8.039309583,1
8.039315583,0
8.039319583,1
8.039325667,0
8.039329583,1
8.039335667,0
8.039343583,1
8.039349667,0
8.039351583,1
8.039353750,0
8.039357583,1
8.039365667,0
8.039367583,1
8.039369667,0
8.039371583,1
8.039373667,0
8.039377583,1
8.039381750,0
8.039389583,1
8.039393750,0
8.039395667,1
8.076065833,0
8.076075750,1
8.076077833,0
8.076087750,1
8.076089833,0
8.076093750,1
8.076097833,0
8.076107750,1
8.076109833,0
8.076117750,1
8.076121833,0
8.076123750,1
8.076129833,0
8.076131750,1
8.076135833,0
8.076141750,1
8.076143833,0
8.076153750,1
8.076155833,0
8.076165750,1
8.076167833,0
8.076177750,1
8.076179833,0
8.076189750,1
8.076193833,0
8.076197750,1
