CAN Message; 0x1b8:00009373c129d74e
1739209893.9526002;-32.816014438256545
1739209893.9526052;-28.58837851428586
1739209893.9526103;-45.120503652039325
1739209893.952615;-45.120503652039325
1739209893.95262;-45.120503652039325
1739209893.952625;-33.981070128970906
1739209893.9526298;-45.120503652039325
1739209893.9526348;-38.13080360867914
1739209893.9526398;-38.13080360867914
1739209893.9526446;-45.120503652039325
1739209893.9526496;-45.120503652039325
1739209893.9526546;-38.13080360867914
1739209893.9526596;-38.13080360867914
1739209893.9526644;-45.120503652039325
1739209893.9526694;-38.13080360867914
1739209893.9526744;-45.120503652039325
1739209893.9526792;-30.49652367304973
1739209893.9526842;-32.816014438256545
1739209893.9526892;-38.13080360867914
1739209893.9526942;-38.13080360867914
1739209893.952699;-35.57807855764607
1739209893.952704;-32.816014438256545
1739209893.952709;-45.120503652039325
1739209893.9527137;-45.120503652039325
1739209893.9527187;-38.13080360867914
1739209893.9527237;-32.816014438256545
1739209893.9527285;-45.120503652039325
1739209893.9527335;-45.120503652039325
1739209893.9527385;-45.120503652039325
1739209893.9527435;-45.120503652039325
1739209893.9527483;-38.13080360867914
1739209893.9527533;-45.120503652039325
1739209893.9527583;-38.13080360867914
1739209893.952763;-38.13080360867914
1739209893.952768;-45.120503652039325
1739209893.952773;-45.120503652039325
1739209893.9527779;-45.120503652039325
1739209893.9527829;-45.120503652039325
1739209893.9527879;-45.120503652039325
1739209893.952793;-38.13080360867914
1739209893.9527977;-32.816014438256545
1739209893.9528027;-25.826314394896357
1739209893.9528077;-45.120503652039325
1739209893.9528124;-38.13080360867914
1739209893.9528174;-35.57807855764607
1739209893.9528224;-33.981070128970906
1739209893.9528272;-35.57807855764607
1739209893.9528322;-38.13080360867914
1739209893.9528372;-38.13080360867914
1739209893.9528422;-38.13080360867914
1739209893.952847;-45.120503652039325
1739209893.952852;-45.120503652039325
1739209893.952857;-30.49652367304973
1739209893.9528618;-38.13080360867914
1739209893.9528668;-45.120503652039325
1739209893.9528718;-38.13080360867914
1739209893.9528766;-38.13080360867914
1739209893.9528816;-38.13080360867914
1739209893.9528866;-38.13080360867914
1739209893.9528916;-33.981070128970906
1739209893.9528964;-45.120503652039325
1739209893.9529014;-45.120503652039325
1739209893.9529064;-45.120503652039325
1739209893.9529111;-38.13080360867914
1739209893.9529161;-38.13080360867914
1739209893.9529212;-28.992665084841942
1739209893.952926;-35.57807855764607
1739209893.952931;-38.13080360867914
1739209893.952936;-45.120503652039325
1739209893.952941;-33.981070128970906
1739209893.9529457;-38.13080360867914
1739209893.9529507;-38.13080360867914
1739209893.9529557;-38.13080360867914
1739209893.9529605;-31.14110356531892
1739209893.9529655;-45.120503652039325
1739209893.9529705;-33.981070128970906
1739209893.9529753;-45.120503652039325
1739209893.9529803;-45.120503652039325
1739209893.9529853;-45.120503652039325
1739209893.9529903;-38.13080360867914
1739209893.952995;-45.120503652039325
1739209893.953;-27.267205301931607
1739209893.953005;-33.981070128970906
1739209893.9530098;-45.120503652039325
1739209893.9530149;-45.120503652039325
1739209893.9530199;-35.57807855764607
1739209893.9530246;-38.13080360867914
1739209893.9530296;-38.13080360867914
1739209893.9530346;-38.13080360867914
1739209893.9530396;-32.816014438256545
1739209893.9530444;-38.13080360867914
1739209893.9530494;-38.13080360867914
1739209893.9530544;-45.120503652039325
1739209893.9530592;-38.13080360867914
1739209893.9530642;-45.120503652039325
1739209893.9530692;-45.120503652039325
1739209893.953074;-38.13080360867914
1739209893.953079;-38.13080360867914
1739209893.953084;-38.13080360867914
1739209893.953089;-35.57807855764607
1739209893.9530938;-45.120503652039325
1739209893.9530988;-38.13080360867914
1739209893.9531038;-38.13080360867914
1739209893.9531085;-38.13080360867914
1739209893.9531136;-45.120503652039325
1739209893.9531186;-45.120503652039325
1739209893.9531236;-32.816014438256545
1739209893.9531283;-38.13080360867914
1739209893.9531333;-45.120503652039325
1739209893.9531384;-45.120503652039325
1739209893.9531431;-35.57807855764607
1739209893.9531481;-35.57807855764607
1739209893.9531531;-45.120503652039325
1739209893.953158;-45.120503652039325
1739209893.953163;-45.120503652039325
1739209893.953168;-38.13080360867914
1739209893.953173;-38.13080360867914
1739209893.9531777;-38.13080360867914
1739209893.9531827;-38.13080360867914
1739209893.9531877;-33.981070128970906
1739209893.9531925;-45.120503652039325
1739209893.9531975;-33.981070128970906
1739209893.9532025;-35.57807855764607
1739209893.9532073;-45.120503652039325
1739209893.9532123;-38.13080360867914
1739209893.9532173;-38.13080360867914
1739209893.9532223;-35.57807855764607
1739209893.953227;-38.13080360867914
1739209893.953232;-38.13080360867914
1739209893.953237;-32.816014438256545
1739209893.9532418;-38.13080360867914
1739209893.9532468;-38.13080360867914
1739209893.9532518;-45.120503652039325
1739209893.9532566;-45.120503652039325
1739209893.9532616;-45.120503652039325
1739209893.9532666;-45.120503652039325
1739209893.9532716;-45.120503652039325
1739209893.9532764;-45.120503652039325
1739209893.9532814;-38.13080360867914
1739209893.9532864;-45.120503652039325
1739209893.9532912;-38.13080360867914
1739209893.9532962;-38.13080360867914
1739209893.9533012;-38.13080360867914
1739209893.953306;-45.120503652039325
1739209893.953311;-38.13080360867914
1739209893.953316;-45.120503652039325
1739209893.953321;-32.816014438256545
1739209893.9533257;-35.57807855764607
1739209893.9533308;-45.120503652039325
1739209893.9533358;-45.120503652039325
1739209893.9533405;-38.13080360867914
1739209893.9533455;-38.13080360867914
1739209893.9533505;-38.13080360867914
1739209893.9533553;-38.13080360867914
1739209893.9533603;-45.120503652039325
1739209893.9533653;-45.120503652039325
1739209893.9533703;-38.13080360867914
1739209893.953375;-38.13080360867914
1739209893.95338;-38.13080360867914
1739209893.953385;-38.13080360867914
1739209893.95339;-45.120503652039325
1739209893.953395;-45.120503652039325
1739209893.9534;-38.13080360867914
1739209893.9534047;-38.13080360867914
1739209893.9534097;-45.120503652039325
1739209893.9534147;-45.120503652039325
1739209893.9534197;-31.141103565318893
1739209893.9534245;-35.57807855764607
1739209893.9534295;-45.120503652039325
1739209893.9534345;-45.120503652039325
1739209893.9534392;-38.13080360867914
1739209893.9534442;-38.13080360867914
1739209893.9534492;-45.120503652039325
1739209893.953454;-45.120503652039325
1739209893.953459;-45.120503652039325
1739209893.953464;-38.13080360867914
1739209893.953469;-45.120503652039325
1739209893.9534738;-45.120503652039325
1739209893.9534788;-45.120503652039325
1739209893.9534838;-45.120503652039325
1739209893.9534886;-45.120503652039325
1739209893.9534936;-45.120503652039325
1739209893.9534986;-33.981070128970906
1739209893.9535036;-45.120503652039325
1739209893.9535084;-45.120503652039325
1739209893.9535134;-45.120503652039325
1739209893.9535184;-28.21854285175415
1739209893.9535232;-27.8777449560314
1739209893.9535282;-45.120503652039325
1739209893.9535332;-45.120503652039325
1739209893.953538;-35.57807855764607
1739209893.953543;-35.57807855764607
1739209893.953548;-45.120503652039325
1739209893.953553;-35.57807855764607
1739209893.9535577;-45.120503652039325
1739209893.9535627;-45.120503652039325
1739209893.9535677;-45.120503652039325
1739209893.9535725;-38.13080360867914
1739209893.9535775;-45.120503652039325
1739209893.9535825;-38.13080360867914
1739209893.9535873;-38.13080360867914
1739209893.9535923;-45.120503652039325
1739209893.9535973;-35.57807855764607
1739209893.9536023;-32.816014438256545
1739209893.953607;-45.120503652039325
1739209893.953612;-45.120503652039325
1739209893.953617;-35.57807855764607
1739209893.9536219;-35.57807855764607
1739209893.9536269;-45.120503652039325
1739209893.9536319;-45.120503652039325
1739209893.9536366;-45.120503652039325
1739209893.9536417;-38.13080360867914
1739209893.9536467;-35.57807855764607
1739209893.9536517;-38.13080360867914
1739209893.9536564;-35.57807855764607
1739209893.9536614;-38.13080360867914
1739209893.9536664;-45.120503652039325
1739209893.9536712;-45.120503652039325
1739209893.9536762;-45.120503652039325
1739209893.9536812;-45.120503652039325
1739209893.953686;-38.13080360867914
1739209893.953691;-38.13080360867914
1739209893.953696;-38.13080360867914
1739209893.953701;-45.120503652039325
1739209893.9537058;-33.981070128970906
1739209893.9537108;-38.13080360867914
1739209893.9537158;-32.816014438256545
1739209893.9537206;-25.62660358559016
1739209893.9537256;-45.120503652039325
1739209893.9537306;-38.13080360867914
1739209893.9537354;-38.13080360867914
1739209893.9537404;-32.816014438256545
1739209893.9537454;-45.120503652039325
1739209893.9537504;-45.120503652039325
1739209893.9537551;-45.120503652039325
1739209893.9537601;-38.13080360867914
1739209893.9537652;-45.120503652039325
1739209893.95377;-38.13080360867914
1739209893.953775;-38.13080360867914
1739209893.95378;-45.120503652039325
1739209893.9537847;-38.13080360867914
1739209893.9537897;-38.13080360867914
1739209893.9537947;-35.57807855764607
1739209893.9537997;-31.141103565318915
1739209893.9538045;-45.120503652039325
1739209893.9538095;-45.120503652039325
1739209893.9538145;-38.13080360867914
1739209893.9538193;-38.13080360867914
1739209893.9538243;-45.120503652039325
1739209893.9538293;-45.120503652039325
1739209893.953834;-45.120503652039325
1739209893.953839;-38.13080360867914
1739209893.953844;-38.13080360867914
1739209893.953849;-45.120503652039325
1739209893.9538538;-45.120503652039325
1739209893.9538589;-38.13080360867914
1739209893.9538639;-45.120503652039325
1739209893.9538686;-45.120503652039325
1739209893.9538736;-45.120503652039325
1739209893.9538786;-45.120503652039325
1739209893.9538834;-45.120503652039325
1739209893.9538884;-45.120503652039325
1739209893.9538934;-38.13080360867914
1739209893.9538984;-38.13080360867914
1739209893.9539032;-38.13080360867914
1739209893.9539082;-45.120503652039325
1739209893.9539132;-45.120503652039325
1739209893.953918;-38.13080360867914
1739209893.953923;-45.120503652039325
1739209893.953928;-45.120503652039325
1739209893.953933;-45.120503652039325
1739209893.9539378;-38.13080360867914
1739209893.9539428;-38.13080360867914
1739209893.9539478;-45.120503652039325
1739209893.9539526;-38.13080360867914
1739209893.9539576;-38.13080360867914
1739209893.9539626;-38.13080360867914
1739209893.9539673;-45.120503652039325
1739209893.9539723;-38.13080360867914
1739209893.9539773;-33.981070128970906
1739209893.9539824;-38.13080360867914
1739209893.9539871;-45.120503652039325
1739209893.9539921;-38.13080360867914
1739209893.9539971;-38.13080360867914
1739209893.954002;-45.120503652039325
1739209893.954007;-45.120503652039325
1739209893.954012;-35.57807855764607
1739209893.9540167;-38.13080360867914
1739209893.9540217;-45.120503652039325
1739209893.9540267;-38.13080360867914
1739209893.9540317;-45.120503652039325
1739209893.9540365;-45.120503652039325
1739209893.9540415;-31.141103565318915
1739209893.9540465;-45.120503652039325
1739209893.9540513;-45.120503652039325
1739209893.9540563;-33.981070128970906
1739209893.9540613;-35.57807855764607
1739209893.954066;-38.13080360867914
1739209893.954071;-45.120503652039325
1739209893.954076;-45.120503652039325
1739209893.954081;-38.13080360867914
1739209893.9540858;-45.120503652039325
1739209893.9540908;-38.13080360867914
1739209893.9540958;-38.13080360867914
1739209893.9541006;-45.120503652039325
1739209893.9541056;-38.13080360867914
1739209893.9541106;-45.120503652039325
1739209893.9541154;-38.13080360867914
1739209893.9541204;-32.816014438256545
1739209893.9541254;-38.13080360867914
1739209893.9541304;-38.13080360867914
1739209893.9541352;-38.13080360867914
1739209893.9541402;-45.120503652039325
1739209893.9541452;-38.13080360867914
1739209893.95415;-38.13080360867914
1739209893.954155;-35.57807855764607
1739209893.95416;-33.981070128970906
1739209893.9541647;-45.120503652039325
1739209893.9541698;-45.120503652039325
1739209893.9541748;-45.120503652039325
1739209893.9541798;-45.120503652039325
1739209893.9541845;-45.120503652039325
1739209893.9541895;-35.57807855764607
1739209893.9541945;-45.120503652039325
1739209893.9541993;-33.981070128970956
1739209893.9542043;-45.120503652039325
1739209893.9542093;-45.120503652039325
1739209893.954214;-38.13080360867914
1739209893.954219;-45.120503652039325
1739209893.954224;-45.120503652039325
1739209893.954229;-45.120503652039325
1739209893.954234;-38.13080360867914
1739209893.954239;-26.991370085610722
1739209893.954244;-35.57807855764607
1739209893.9542487;-45.120503652039325
1739209893.9542537;-38.13080360867914
1739209893.9542587;-38.13080360867914
1739209893.9542634;-45.120503652039325
1739209893.9542685;-45.120503652039325
1739209893.9542735;-45.120503652039325
1739209893.9542785;-45.120503652039325
1739209893.9542832;-38.13080360867914
1739209893.9542882;-38.13080360867914
1739209893.9542933;-45.120503652039325
1739209893.954298;-45.120503652039325
1739209893.954303;-38.13080360867914
1739209893.954308;-38.13080360867914
1739209893.9543128;-45.120503652039325
1739209893.9543178;-35.57807855764607
1739209893.9543228;-45.120503652039325
1739209893.9543278;-38.13080360867914
1739209893.9543326;-38.13080360867914
1739209893.9543376;-38.13080360867914
1739209893.9543426;-33.981070128970906
1739209893.9543474;-38.13080360867914
1739209893.9543524;-45.120503652039325
1739209893.9543574;-30.49652367304973
1739209893.9543624;-32.816014438256545
1739209893.9543672;-45.120503652039325
1739209893.9543722;-38.13080360867914
1739209893.9543772;-38.13080360867914
1739209893.954382;-45.120503652039325
1739209893.954387;-45.120503652039325
1739209893.954392;-38.13080360867914
1739209893.9543967;-45.120503652039325
1739209893.9544017;-45.120503652039325
1739209893.9544067;-45.120503652039325
1739209893.9544117;-45.120503652039325
1739209893.9544165;-45.120503652039325
1739209893.9544215;-38.13080360867914
1739209893.9544265;-45.120503652039325
1739209893.9544313;-45.120503652039325
1739209893.9544363;-26.035653463252796
1739209893.9544413;-29.438486411369333
1739209893.954446;-45.120503652039325
1739209893.954451;-38.13080360867914
1739209893.954456;-31.141103565318915
1739209893.954461;-45.120503652039325
1739209893.9544659;-45.120503652039325
1739209893.9544709;-38.13080360867914
1739209893.9544759;-45.120503652039325
1739209893.9544806;-45.120503652039325
1739209893.9544857;-38.13080360867914
1739209893.9544907;-45.120503652039325
1739209893.9544954;-45.120503652039325
1739209893.9545004;-38.13080360867914
1739209893.9545054;-38.13080360867914
1739209893.9545105;-38.13080360867914
1739209893.9545152;-30.49652367304973
1739209893.9545202;-33.981070128970906
1739209893.9545252;-45.120503652039325
1739209893.95453;-38.13080360867914
1739209893.954535;-38.13080360867914
1739209893.95454;-45.120503652039325
1739209893.9545448;-45.120503652039325
1739209893.9545498;-45.120503652039325
1739209893.9545548;-35.57807855764607
1739209893.9545598;-38.13080360867914
1739209893.9545646;-45.120503652039325
1739209893.9545696;-45.120503652039325
1739209893.9545746;-38.13080360867914
1739209893.9545794;-32.816014438256545
1739209893.9545844;-45.120503652039325
1739209893.9545894;-45.120503652039325
1739209893.9545941;-45.120503652039325
1739209893.9545991;-38.13080360867914
1739209893.9546041;-38.13080360867914
1739209893.9546092;-38.13080360867914
1739209893.954614;-38.13080360867914
1739209893.954619;-45.120503652039325
1739209893.954624;-45.120503652039325
1739209893.9546287;-38.13080360867914
1739209893.9546337;-35.57807855764607
1739209893.9546387;-33.981070128970906
1739209893.9546435;-45.120503652039325
1739209893.9546485;-45.120503652039325
1739209893.9546535;-35.57807855764607
1739209893.9546585;-33.981070128970906
1739209893.9546633;-45.120503652039325
1739209893.9546683;-38.13080360867914
1739209893.9546733;-38.13080360867914
1739209893.954678;-45.120503652039325
1739209893.954683;-45.120503652039325
1739209893.954688;-38.13080360867914
1739209893.9546928;-33.981070128970906
1739209893.9546978;-38.13080360867914
1739209893.9547029;-38.13080360867914
1739209893.9547079;-45.120503652039325
1739209893.9547126;-45.120503652039325
1739209893.9547176;-31.141103565318915
1739209893.9547226;-45.120503652039325
1739209893.9547274;-45.120503652039325
1739209893.9547324;-38.13080360867914
1739209893.9547374;-35.57807855764607
1739209893.9547422;-45.120503652039325
1739209893.9547472;-45.120503652039325
1739209893.9547522;-33.981070128970906
1739209893.9547572;-45.120503652039325
1739209893.954762;-45.120503652039325
1739209893.954767;-45.120503652039325
1739209893.954772;-45.120503652039325
1739209893.9547768;-38.13080360867914
1739209893.9547818;-27.267205301931607
1739209893.9547868;-27.267205301931607
1739209893.9547918;-25.252786309376837
1739209893.9547966;-20.001670042250552
1739209893.9548016;-20.695705961394815
1739209893.9548066;-30.49652367304973
1739209893.9548113;-45.120503652039325
1739209893.9548163;-33.981070128970906
1739209893.9548213;-33.981070128970906
1739209893.954826;-38.13080360867914
1739209893.9548311;-38.13080360867914
1739209893.9548361;-38.13080360867914
1739209893.9548411;-32.816014438256545
1739209893.954846;-27.87774495603143
1739209893.954851;-27.877744956031414
1739209893.954856;-28.992665084841942
1739209893.9548607;-29.438486411369354
1739209893.9548657;-31.141103565318915
1739209893.9548707;-31.141103565318915
1739209893.9548755;-38.13080360867914
1739209893.9548805;-38.13080360867914
1739209893.9548855;-38.13080360867914
1739209893.9548905;-35.57807855764607
1739209893.9548953;-35.57807855764607
1739209893.9549003;-28.992665084841942
1739209893.9549053;-24.438645034577675
1739209893.95491;-31.141103565318943
1739209893.954915;-35.57807855764607
1739209893.95492;-20.00167004225055
1739209893.9549248;-25.252786309376837
1739209893.9549298;-45.120503652039325
1739209893.9549348;-31.141103565318915
1739209893.9549398;-38.13080360867914
1739209893.9549446;-45.120503652039325
1739209893.9549496;-33.981070128970906
1739209893.9549546;-45.120503652039325
1739209893.9549594;-38.13080360867914
1739209893.9549644;-25.826314394896357
1739209893.9549694;-21.228842808393964
1739209893.9549742;-32.816014438256545
1739209893.9549792;-21.67658091518819
1739209893.9549842;-23.75329798047522
1739209893.9549892;-45.120503652039325
1739209893.954994;-38.13080360867914
1739209893.954999;-33.981070128970906
1739209893.955004;-45.120503652039325
1739209893.9550087;-45.120503652039325
1739209893.9550138;-45.120503652039325
1739209893.9550188;-33.981070128970906
1739209893.9550235;-32.81601443825658
1739209893.9550285;-24.438645034577675
1739209893.9550335;-24.151403521958727
1739209893.9550385;-45.120503652039325
1739209893.9550433;-30.49652367304973
1739209893.9550483;-38.13080360867914
1739209893.9550533;-33.981070128970906
1739209893.955058;-45.120503652039325
1739209893.955063;-45.120503652039325
1739209893.955068;-45.120503652039325
1739209893.9550729;-45.120503652039325
1739209893.955078;-38.13080360867914
1739209893.955083;-28.992665084841942
1739209893.955088;-28.992665084841967
1739209893.9550927;-32.816014438256545
1739209893.9550977;-30.49652367304976
1739209893.9551027;-21.44694444177911
1739209893.9551075;-27.267205301931607
1739209893.9551125;-33.981070128970906
1739209893.9551175;-25.826314394896357
1739209893.9551222;-31.141103565318915
1739209893.9551272;-32.816014438256545
1739209893.9551322;-38.13080360867914
1739209893.9551373;-30.49652367304973
1739209893.955142;-31.141103565318915
1739209893.955147;-25.62660358559016
1739209893.955152;-26.487275050834715
1739209893.9551568;-25.62660358559016
1739209893.9551618;-24.589719217205094
1739209893.9551668;-31.141103565318915
1739209893.9551716;-31.141103565318915
1739209893.9551766;-45.120503652039325
1739209893.9551816;-45.120503652039325
1739209893.9551866;-31.141103565318893
1739209893.9551914;-45.120503652039325
1739209893.9551964;-31.141103565318915
1739209893.9552014;-28.58837851428586
1739209893.9552062;-26.991370085610747
1739209893.9552112;-30.49652367304976
1739209893.9552162;-29.438486411369347
1739209893.9552212;-26.991370085610754
1739209893.955226;-23.16150712794695
1739209893.955231;-35.57807855764607
1739209893.955236;-38.13080360867914
1739209893.9552407;-32.816014438256545
1739209893.9552457;-45.120503652039325
1739209893.9552507;-38.13080360867914
1739209893.9552555;-32.816014438256545
1739209893.9552605;-38.13080360867914
1739209893.9552655;-28.58837851428586
1739209893.9552705;-23.38864096791655
1739209893.9552753;-28.218542851754187
1739209893.9552803;-25.826314394896354
1739209893.9552853;-19.497575007474538
1739209893.95529;-32.816014438256545
1739209893.955295;-45.120503652039325
1739209893.9553;-35.57807855764607
1739209893.9553049;-38.13080360867914
1739209893.9553099;-45.120503652039325
1739209893.9553149;-29.438486411369333
1739209893.95532;-35.57807855764607
1739209893.9553246;-45.120503652039325
1739209893.9553297;-45.120503652039325
1739209893.9553347;-35.57807855764607
1739209893.9553394;-38.13080360867914
1739209893.9553444;-45.120503652039325
1739209893.9553494;-35.57807855764607
1739209893.9553542;-45.120503652039325
1739209893.9553592;-45.120503652039325
1739209893.9553642;-33.981070128970906
1739209893.9553692;-45.120503652039325
1739209893.955374;-38.13080360867914
1739209893.955379;-33.981070128970906
1739209893.955384;-38.13080360867914
1739209893.9553888;-45.120503652039325
1739209893.9553938;-32.816014438256545
1739209893.9553988;-33.981070128970906
1739209893.9554036;-45.120503652039325
1739209893.9554086;-45.120503652039325
1739209893.9554136;-45.120503652039325
1739209893.9554186;-45.120503652039325
1739209893.9554234;-45.120503652039325
1739209893.9554284;-45.120503652039325
1739209893.9554334;-45.120503652039325
1739209893.9554381;-45.120503652039325
1739209893.9554431;-45.120503652039325
1739209893.9554482;-38.13080360867914
1739209893.955453;-38.13080360867914
1739209893.955458;-38.13080360867914
1739209893.955463;-45.120503652039325
1739209893.955468;-38.13080360867914
1739209893.9554727;-38.13080360867914
1739209893.9554777;-45.120503652039325
1739209893.9554827;-45.120503652039325
1739209893.9554875;-45.120503652039325
1739209893.9554925;-45.120503652039325
1739209893.9554975;-38.13080360867914
1739209893.9555023;-45.120503652039325
1739209893.9555073;-45.120503652039325
1739209893.9555123;-35.57807855764607
1739209893.9555173;-32.816014438256545
1739209893.955522;-45.120503652039325
1739209893.955527;-38.13080360867914
1739209893.955532;-35.57807855764607
1739209893.9555368;-35.57807855764607
1739209893.9555418;-45.120503652039325
1739209893.9555469;-45.120503652039325
1739209893.9555516;-45.120503652039325
1739209893.9555566;-45.120503652039325
1739209893.9555616;-45.120503652039325
1739209893.9555666;-38.13080360867914
1739209893.9555714;-38.13080360867914
1739209893.9555764;-38.13080360867914
1739209893.9555814;-38.13080360867914
1739209893.9555862;-45.120503652039325
1739209893.9555912;-38.13080360867914
1739209893.9555962;-35.57807855764607
1739209893.955601;-38.13080360867914
1739209893.955606;-45.120503652039325
1739209893.955611;-45.120503652039325
1739209893.955616;-45.120503652039325
1739209893.9556208;-38.13080360867914
1739209893.9556258;-38.13080360867914
1739209893.9556308;-33.981070128970906
1739209893.9556355;-38.13080360867914
1739209893.9556406;-45.120503652039325
1739209893.9556456;-45.120503652039325
1739209893.9556506;-38.13080360867914
1739209893.9556553;-38.13080360867914
1739209893.9556603;-38.13080360867914
1739209893.9556653;-38.13080360867914
1739209893.95567;-45.120503652039325
1739209893.9556751;-45.120503652039325
1739209893.9556801;-45.120503652039325
1739209893.955685;-38.13080360867914
1739209893.95569;-45.120503652039325
1739209893.955695;-45.120503652039325
1739209893.9557;-38.13080360867914
1739209893.9557047;-38.13080360867914
1739209893.9557097;-31.141103565318893
1739209893.9557147;-28.992665084841942
1739209893.9557195;-32.81601443825658
1739209893.9557245;-45.120503652039325
1739209893.9557295;-28.58837851428586
1739209893.9557343;-28.992665084841942
1739209893.9557393;-45.120503652039325
1739209893.9557443;-38.13080360867914
1739209893.9557493;-23.506823629689542
1739209893.955754;-32.81601443825658
1739209893.955759;-27.267205301931607
1739209893.955764;-45.120503652039325
1739209893.9557688;-38.13080360867914
1739209893.9557738;-28.992665084841967
1739209893.9557788;-29.438486411369333
1739209893.9557836;-45.120503652039325
1739209893.9557886;-30.49652367304973
1739209893.9557936;-31.141103565318915
1739209893.9557986;-27.8777449560314
1739209893.9558034;-30.49652367304973
1739209893.9558084;-38.13080360867914
1739209893.9558134;-38.13080360867914
1739209893.9558182;-35.57807855764607
1739209893.9558232;-28.992665084841942
1739209893.9558282;-28.992665084841942
1739209893.955833;-32.816014438256545
1739209893.955838;-31.141103565318915
1739209893.955843;-25.62660358559016
1739209893.955848;-21.676580915188183
1739209893.9558527;-30.49652367304973
1739209893.9558578;-28.992665084841942
1739209893.9558628;-38.13080360867914
1739209893.9558675;-27.267205301931607
1739209893.9558725;-35.57807855764607
1739209893.9558775;-33.981070128970956
1739209893.9558823;-31.14110356531892
1739209893.9558873;-45.120503652039325
1739209893.9558923;-38.13080360867914
1739209893.9558973;-27.8777449560314
1739209893.955902;-25.62660358559016
1739209893.955907;-21.676580915188183
1739209893.955912;-27.8777449560314
1739209893.955917;-30.49652367304973
1739209893.955922;-26.487275050834725
1739209893.955927;-28.992665084841942
1739209893.9559317;-32.816014438256545
1739209893.9559367;-29.438486411369333
1739209893.9559417;-26.991370085610722
1739209893.9559467;-38.13080360867914
1739209893.9559515;-32.816014438256545
1739209893.9559565;-45.120503652039325
1739209893.9559615;-31.141103565318915
1739209893.9559662;-28.992665084841967
1739209893.9559712;-31.141103565318943
1739209893.9559762;-35.57807855764607
1739209893.955981;-27.267205301931607
1739209893.955986;-31.14110356531892
1739209893.955991;-32.816014438256545
1739209893.955996;-25.252786309376837
1739209893.9560008;-27.8777449560314
1739209893.9560058;-45.120503652039325
1739209893.9560108;-26.991370085610722
1739209893.9560156;-25.252786309376837
1739209893.9560206;-27.8777449560314
1739209893.9560256;-32.816014438256545
1739209893.9560304;-38.13080360867914
1739209893.9560354;-29.438486411369333
1739209893.9560404;-32.816014438256545
1739209893.9560454;-33.981070128970906
1739209893.9560502;-25.07728991421287
1739209893.9560552;-24.589719217205094
1739209893.9560602;-26.991370085610722
1739209893.956065;-33.981070128970906
1739209893.95607;-33.981070128970906
1739209893.956075;-38.13080360867914
1739209893.95608;-30.49652367304973
1739209893.9560847;-45.120503652039325
1739209893.9560897;-25.826314394896354
1739209893.9560947;-45.120503652039325
1739209893.9560995;-38.13080360867914
1739209893.9561045;-38.13080360867914
1739209893.9561095;-25.826314394896354
1739209893.9561143;-20.888044912671212
