CAN Message; 0x1b8:010088a0f91d9b38
1739209659.522932;-38.13080360867914
1739209659.522938;-45.120503652039325
1739209659.522944;-38.13080360867914
1739209659.52295;-38.13080360867914
1739209659.522956;-31.141103565318915
1739209659.5229619;-28.992665084841942
1739209659.5229678;-45.120503652039325
1739209659.5229738;-38.13080360867914
1739209659.5229797;-33.981070128970906
1739209659.5229857;-33.981070128970906
1739209659.5229917;-45.120503652039325
1739209659.5229976;-38.13080360867914
1739209659.5230036;-38.13080360867914
1739209659.5230095;-35.57807855764607
1739209659.5230155;-45.120503652039325
1739209659.5230215;-45.120503652039325
1739209659.5230274;-38.13080360867914
1739209659.5230334;-45.120503652039325
1739209659.5230393;-38.13080360867914
1739209659.5230455;-45.120503652039325
1739209659.5230515;-33.981070128970906
1739209659.5230575;-28.992665084841942
1739209659.5230634;-38.13080360867914
1739209659.5230694;-45.120503652039325
1739209659.5230753;-38.13080360867914
1739209659.5230813;-38.13080360867914
1739209659.5230873;-45.120503652039325
1739209659.5230932;-45.120503652039325
1739209659.5230992;-38.13080360867914
1739209659.5231051;-31.141103565318915
1739209659.523111;-38.13080360867914
1739209659.523117;-38.13080360867914
1739209659.523123;-33.981070128970906
1739209659.523129;-38.13080360867914
1739209659.523135;-45.120503652039325
1739209659.523141;-45.120503652039325
1739209659.5231469;-38.13080360867914
1739209659.5231528;-33.981070128970906
1739209659.5231588;-45.120503652039325
1739209659.523165;-38.13080360867914
1739209659.523171;-32.816014438256545
1739209659.523177;-38.13080360867914
1739209659.5231829;-38.13080360867914
1739209659.5231888;-38.13080360867914
1739209659.5231948;-45.120503652039325
1739209659.5232008;-45.120503652039325
1739209659.5232067;-45.120503652039325
1739209659.5232127;-45.120503652039325
1739209659.5232186;-45.120503652039325
1739209659.5232246;-38.13080360867914
1739209659.5232306;-45.120503652039325
1739209659.5232365;-38.13080360867914
1739209659.5232425;-35.57807855764607
1739209659.5232484;-38.13080360867914
1739209659.5232544;-45.120503652039325
1739209659.5232604;-45.120503652039325
1739209659.5232663;-45.120503652039325
1739209659.5232723;-45.120503652039325
1739209659.5232782;-38.13080360867914
1739209659.5232844;-45.120503652039325
1739209659.5232904;-38.13080360867914
1739209659.5232964;-38.13080360867914
1739209659.5233023;-45.120503652039325
1739209659.5233083;-45.120503652039325
1739209659.5233142;-45.120503652039325
1739209659.5233202;-38.13080360867914
1739209659.5233262;-35.57807855764607
1739209659.523332;-45.120503652039325
1739209659.523338;-45.120503652039325
1739209659.523344;-45.120503652039325
1739209659.52335;-45.120503652039325
1739209659.523356;-38.13080360867914
1739209659.523362;-45.120503652039325
1739209659.523368;-45.120503652039325
1739209659.5233738;-35.57807855764607
1739209659.5233798;-38.13080360867914
1739209659.5233858;-45.120503652039325
1739209659.5233917;-45.120503652039325
1739209659.5233977;-45.120503652039325
1739209659.523404;-45.120503652039325
1739209659.5234098;-45.120503652039325
1739209659.5234158;-38.13080360867914
1739209659.5234218;-45.120503652039325
1739209659.5234277;-38.13080360867914
1739209659.5234337;-45.120503652039325
1739209659.5234396;-31.141103565318915
1739209659.5234456;-32.816014438256545
1739209659.5234516;-38.13080360867914
1739209659.5234575;-38.13080360867914
1739209659.5234635;-38.13080360867914
1739209659.5234694;-45.120503652039325
1739209659.5234754;-45.120503652039325
1739209659.5234814;-45.120503652039325
1739209659.5234873;-38.13080360867914
1739209659.5234933;-38.13080360867914
1739209659.5234993;-45.120503652039325
1739209659.5235052;-45.120503652039325
1739209659.5235112;-38.13080360867914
1739209659.5235171;-38.13080360867914
1739209659.523523;-45.120503652039325
1739209659.5235293;-45.120503652039325
1739209659.5235353;-45.120503652039325
1739209659.5235412;-38.13080360867914
1739209659.5235472;-38.13080360867914
1739209659.5235531;-45.120503652039325
1739209659.523559;-45.120503652039325
1739209659.523565;-45.120503652039325
1739209659.523571;-45.120503652039325
1739209659.523577;-38.13080360867914
1739209659.523583;-45.120503652039325
1739209659.523589;-38.13080360867914
1739209659.5235949;-38.13080360867914
1739209659.5236008;-45.120503652039325
1739209659.5236068;-38.13080360867914
1739209659.5236127;-45.120503652039325
1739209659.5236187;-38.13080360867914
1739209659.5236247;-38.13080360867914
1739209659.5236306;-45.120503652039325
1739209659.5236366;-45.120503652039325
1739209659.5236425;-45.120503652039325
1739209659.5236487;-45.120503652039325
1739209659.5236547;-45.120503652039325
1739209659.5236607;-45.120503652039325
1739209659.5236666;-38.13080360867914
1739209659.5236726;-45.120503652039325
1739209659.5236785;-33.981070128970906
1739209659.5236845;-28.21854285175415
1739209659.5236905;-38.13080360867914
1739209659.5236964;-45.120503652039325
1739209659.5237024;-35.57807855764607
1739209659.5237083;-32.816014438256545
1739209659.5237143;-38.13080360867914
1739209659.5237203;-38.13080360867914
1739209659.5237262;-45.120503652039325
1739209659.5237322;-45.120503652039325
1739209659.5237381;-45.120503652039325
1739209659.523744;-45.120503652039325
1739209659.52375;-45.120503652039325
1739209659.523756;-45.120503652039325
1739209659.523762;-45.120503652039325
1739209659.5237682;-45.120503652039325
1739209659.5237741;-35.57807855764607
1739209659.52378;-31.141103565318893
1739209659.523786;-38.13080360867914
1739209659.523792;-38.13080360867914
1739209659.523798;-45.120503652039325
1739209659.523804;-38.13080360867914
1739209659.52381;-38.13080360867914
1739209659.5238159;-45.120503652039325
1739209659.5238218;-45.120503652039325
1739209659.5238278;-45.120503652039325
1739209659.5238338;-38.13080360867914
1739209659.5238397;-32.816014438256545
1739209659.5238457;-38.13080360867914
1739209659.5238516;-45.120503652039325
1739209659.5238576;-38.13080360867914
1739209659.5238636;-35.57807855764607
1739209659.5238695;-38.13080360867914
1739209659.5238755;-38.13080360867914
1739209659.5238814;-45.120503652039325
1739209659.5238876;-38.13080360867914
1739209659.5238936;-38.13080360867914
1739209659.5238996;-38.13080360867914
1739209659.5239055;-45.120503652039325
1739209659.5239115;-38.13080360867914
1739209659.5239174;-45.120503652039325
1739209659.5239234;-38.13080360867914
1739209659.5239294;-38.13080360867914
1739209659.5239353;-38.13080360867914
1739209659.5239413;-45.120503652039325
1739209659.5239472;-38.13080360867914
1739209659.5239532;-32.816014438256545
1739209659.5239592;-45.120503652039325
1739209659.5239651;-38.13080360867914
1739209659.523971;-38.13080360867914
1739209659.523977;-45.120503652039325
1739209659.523983;-45.120503652039325
1739209659.523989;-45.120503652039325
1739209659.523995;-45.120503652039325
1739209659.524001;-45.120503652039325
1739209659.524007;-45.120503652039325
1739209659.524013;-45.120503652039325
1739209659.524019;-28.992665084841942
1739209659.524025;-31.141103565318915
1739209659.524031;-45.120503652039325
1739209659.524037;-45.120503652039325
1739209659.5240428;-38.13080360867914
1739209659.5240488;-38.13080360867914
1739209659.5240548;-38.13080360867914
1739209659.5240607;-38.13080360867914
1739209659.5240667;-45.120503652039325
1739209659.5240726;-38.13080360867914
1739209659.5240786;-45.120503652039325
1739209659.5240846;-38.13080360867914
1739209659.5240905;-38.13080360867914
1739209659.5240965;-45.120503652039325
1739209659.5241024;-45.120503652039325
1739209659.5241084;-38.13080360867914
1739209659.5241144;-28.58837851428586
1739209659.5241203;-26.991370085610722
1739209659.5241265;-45.120503652039325
1739209659.5241325;-38.13080360867914
1739209659.5241385;-35.57807855764607
1739209659.5241444;-38.13080360867914
1739209659.5241504;-45.120503652039325
1739209659.5241563;-35.57807855764607
1739209659.5241623;-33.981070128970906
1739209659.5241683;-38.13080360867914
1739209659.5241742;-45.120503652039325
1739209659.5241802;-38.13080360867914
1739209659.5241861;-33.981070128970906
1739209659.524192;-45.120503652039325
1739209659.524198;-33.981070128970906
1739209659.524204;-45.120503652039325
1739209659.52421;-33.981070128970906
1739209659.524216;-31.141103565318915
1739209659.524222;-38.13080360867914
1739209659.5242279;-35.57807855764607
1739209659.5242338;-32.816014438256545
1739209659.5242398;-38.13080360867914
1739209659.524246;-45.120503652039325
1739209659.524252;-45.120503652039325
1739209659.524258;-38.13080360867914
1739209659.5242639;-31.141103565318915
1739209659.5242698;-35.57807855764607
1739209659.5242758;-35.57807855764607
1739209659.5242817;-38.13080360867914
1739209659.5242877;-45.120503652039325
1739209659.5242937;-38.13080360867914
1739209659.5242996;-38.13080360867914
1739209659.5243056;-38.13080360867914
1739209659.5243115;-31.141103565318915
1739209659.5243175;-45.120503652039325
1739209659.5243235;-38.13080360867914
1739209659.5243294;-38.13080360867914
1739209659.5243354;-38.13080360867914
1739209659.5243413;-45.120503652039325
1739209659.5243473;-45.120503652039325
1739209659.5243533;-45.120503652039325
1739209659.5243592;-45.120503652039325
1739209659.5243654;-45.120503652039325
1739209659.5243714;-38.13080360867914
1739209659.5243773;-38.13080360867914
1739209659.5243833;-38.13080360867914
1739209659.5243893;-38.13080360867914
1739209659.5243952;-38.13080360867914
1739209659.5244012;-38.13080360867914
1739209659.5244071;-38.13080360867914
1739209659.524413;-45.120503652039325
1739209659.524419;-38.13080360867914
1739209659.524425;-35.57807855764607
1739209659.524431;-35.57807855764607
1739209659.524437;-45.120503652039325
1739209659.524443;-38.13080360867914
1739209659.5244489;-38.13080360867914
1739209659.5244548;-38.13080360867914
1739209659.5244608;-38.13080360867914
1739209659.5244668;-45.120503652039325
1739209659.5244727;-45.120503652039325
1739209659.5244787;-38.13080360867914
1739209659.5244849;-31.141103565318893
1739209659.5244908;-45.120503652039325
1739209659.5244968;-45.120503652039325
1739209659.5245028;-33.981070128970906
1739209659.5245087;-45.120503652039325
1739209659.5245147;-45.120503652039325
1739209659.5245206;-38.13080360867914
1739209659.5245266;-35.57807855764607
1739209659.5245326;-45.120503652039325
1739209659.5245385;-45.120503652039325
1739209659.5245445;-38.13080360867914
1739209659.5245504;-45.120503652039325
1739209659.5245564;-35.57807855764607
1739209659.5245624;-45.120503652039325
1739209659.5245683;-38.13080360867914
1739209659.5245743;-38.13080360867914
1739209659.5245802;-35.57807855764607
1739209659.5245862;-38.13080360867914
1739209659.5245922;-45.120503652039325
1739209659.5245981;-33.981070128970906
1739209659.5246043;-35.57807855764607
1739209659.5246103;-45.120503652039325
1739209659.5246162;-38.13080360867914
1739209659.5246222;-38.13080360867914
1739209659.5246282;-45.120503652039325
1739209659.5246341;-38.13080360867914
1739209659.52464;-38.13080360867914
1739209659.524646;-38.13080360867914
1739209659.524652;-38.13080360867914
1739209659.524658;-35.57807855764607
1739209659.524664;-38.13080360867914
1739209659.52467;-38.13080360867914
1739209659.5246758;-35.57807855764607
1739209659.5246818;-38.13080360867914
1739209659.5246878;-45.120503652039325
1739209659.5246937;-33.981070128970906
1739209659.5246997;-45.120503652039325
1739209659.5247056;-35.57807855764607
1739209659.5247116;-35.57807855764607
1739209659.5247176;-38.13080360867914
1739209659.5247238;-45.120503652039325
1739209659.5247297;-38.13080360867914
1739209659.5247357;-32.816014438256545
1739209659.5247416;-38.13080360867914
1739209659.5247476;-45.120503652039325
1739209659.5247536;-33.981070128970906
1739209659.5247595;-35.57807855764607
1739209659.5247655;-45.120503652039325
1739209659.5247715;-38.13080360867914
1739209659.5247774;-33.981070128970906
1739209659.5247834;-35.57807855764607
1739209659.5247893;-33.981070128970906
1739209659.5247953;-33.981070128970906
1739209659.5248013;-45.120503652039325
1739209659.5248072;-35.57807855764607
1739209659.5248132;-38.13080360867914
1739209659.5248191;-45.120503652039325
1739209659.524825;-38.13080360867914
1739209659.524831;-35.57807855764607
1739209659.524837;-45.120503652039325
1739209659.5248432;-45.120503652039325
1739209659.5248492;-38.13080360867914
1739209659.5248551;-32.816014438256545
1739209659.524861;-45.120503652039325
1739209659.524867;-45.120503652039325
1739209659.524873;-35.57807855764607
1739209659.524879;-35.57807855764607
1739209659.524885;-35.57807855764607
1739209659.524891;-32.816014438256545
1739209659.5248969;-45.120503652039325
1739209659.5249028;-45.120503652039325
1739209659.5249088;-38.13080360867914
1739209659.5249147;-38.13080360867914
1739209659.5249207;-45.120503652039325
1739209659.5249267;-45.120503652039325
1739209659.5249326;-38.13080360867914
1739209659.5249386;-45.120503652039325
1739209659.5249445;-38.13080360867914
1739209659.5249505;-35.57807855764607
1739209659.5249565;-45.120503652039325
1739209659.5249624;-38.13080360867914
1739209659.5249686;-38.13080360867914
1739209659.5249746;-38.13080360867914
1739209659.5249805;-38.13080360867914
1739209659.5249865;-32.816014438256545
1739209659.5249925;-45.120503652039325
1739209659.5249984;-45.120503652039325
1739209659.5250044;-38.13080360867914
1739209659.5250103;-38.13080360867914
1739209659.5250163;-45.120503652039325
1739209659.5250223;-32.816014438256545
1739209659.5250282;-38.13080360867914
1739209659.5250342;-45.120503652039325
1739209659.5250401;-38.13080360867914
1739209659.525046;-45.120503652039325
1739209659.525052;-45.120503652039325
1739209659.525058;-45.120503652039325
1739209659.525064;-33.981070128970906
1739209659.52507;-45.120503652039325
1739209659.525076;-45.120503652039325
1739209659.5250819;-32.816014438256545
1739209659.525088;-38.13080360867914
1739209659.525094;-45.120503652039325
1739209659.5251;-38.13080360867914
1739209659.525106;-35.57807855764607
1739209659.525112;-45.120503652039325
1739209659.5251179;-45.120503652039325
1739209659.5251238;-33.981070128970906
1739209659.5251298;-45.120503652039325
1739209659.5251358;-45.120503652039325
1739209659.5251417;-38.13080360867914
1739209659.5251477;-45.120503652039325
1739209659.5251536;-45.120503652039325
1739209659.5251596;-33.981070128970906
1739209659.5251656;-45.120503652039325
1739209659.5251715;-45.120503652039325
1739209659.5251775;-31.141103565318893
1739209659.5251834;-45.120503652039325
1739209659.5251894;-45.120503652039325
1739209659.5251954;-33.981070128970906
1739209659.5252013;-33.981070128970906
1739209659.5252075;-45.120503652039325
1739209659.5252135;-45.120503652039325
1739209659.5252194;-38.13080360867914
1739209659.5252254;-45.120503652039325
1739209659.5252314;-45.120503652039325
1739209659.5252373;-45.120503652039325
1739209659.5252433;-38.13080360867914
1739209659.5252492;-45.120503652039325
1739209659.5252552;-38.13080360867914
1739209659.5252612;-38.13080360867914
1739209659.5252671;-38.13080360867914
1739209659.525273;-32.816014438256545
1739209659.525279;-38.13080360867914
1739209659.525285;-45.120503652039325
1739209659.525291;-38.13080360867914
1739209659.525297;-45.120503652039325
1739209659.525303;-38.13080360867914
1739209659.5253088;-45.120503652039325
1739209659.5253148;-38.13080360867914
1739209659.5253208;-45.120503652039325
1739209659.525327;-45.120503652039325
1739209659.525333;-38.13080360867914
1739209659.525339;-45.120503652039325
1739209659.5253448;-45.120503652039325
1739209659.5253508;-38.13080360867914
1739209659.5253568;-45.120503652039325
1739209659.5253627;-45.120503652039325
1739209659.5253687;-38.13080360867914
1739209659.5253747;-35.57807855764607
1739209659.5253806;-35.57807855764607
1739209659.5253866;-38.13080360867914
1739209659.5253925;-38.13080360867914
1739209659.5253985;-32.816014438256545
1739209659.5254045;-45.120503652039325
1739209659.5254104;-38.13080360867914
1739209659.5254164;-38.13080360867914
1739209659.5254223;-38.13080360867914
1739209659.5254283;-45.120503652039325
1739209659.5254343;-45.120503652039325
1739209659.5254402;-33.981070128970906
1739209659.5254464;-45.120503652039325
1739209659.5254524;-33.981070128970906
1739209659.5254583;-35.57807855764607
1739209659.5254643;-33.981070128970906
1739209659.5254703;-33.981070128970906
1739209659.5254762;-38.13080360867914
1739209659.5254822;-38.13080360867914
1739209659.5254881;-38.13080360867914
1739209659.525494;-35.57807855764607
1739209659.5255;-38.13080360867914
1739209659.525506;-38.13080360867914
1739209659.525512;-45.120503652039325
1739209659.525518;-38.13080360867914
1739209659.525524;-38.13080360867914
1739209659.5255299;-38.13080360867914
1739209659.5255358;-45.120503652039325
1739209659.5255418;-45.120503652039325
1739209659.5255477;-38.13080360867914
1739209659.5255537;-35.57807855764607
1739209659.5255597;-45.120503652039325
1739209659.5255659;-38.13080360867914
1739209659.5255718;-45.120503652039325
1739209659.5255778;-45.120503652039325
1739209659.5255837;-45.120503652039325
1739209659.5255897;-33.981070128970906
1739209659.5255957;-32.816014438256545
1739209659.5256016;-38.13080360867914
1739209659.5256076;-45.120503652039325
1739209659.5256135;-33.981070128970906
1739209659.5256195;-35.57807855764607
1739209659.5256255;-45.120503652039325
1739209659.5256314;-45.120503652039325
1739209659.5256374;-45.120503652039325
1739209659.5256433;-45.120503652039325
1739209659.5256493;-45.120503652039325
1739209659.5256553;-45.120503652039325
1739209659.5256612;-38.13080360867914
1739209659.5256672;-45.120503652039325
1739209659.5256732;-45.120503652039325
1739209659.525679;-45.120503652039325
1739209659.5256853;-38.13080360867914
1739209659.5256913;-35.57807855764607
1739209659.5256972;-45.120503652039325
1739209659.5257032;-38.13080360867914
1739209659.5257092;-33.981070128970906
1739209659.525715;-35.57807855764607
1739209659.525721;-38.13080360867914
1739209659.525727;-38.13080360867914
1739209659.525733;-38.13080360867914
1739209659.525739;-45.120503652039325
1739209659.525745;-45.120503652039325
1739209659.5257509;-45.120503652039325
1739209659.5257568;-35.57807855764607
1739209659.5257628;-35.57807855764607
1739209659.5257688;-38.13080360867914
1739209659.5257747;-38.13080360867914
1739209659.5257807;-33.981070128970906
1739209659.5257866;-38.13080360867914
1739209659.5257926;-45.120503652039325
1739209659.5257986;-45.120503652039325
1739209659.5258048;-38.13080360867914
1739209659.5258107;-35.57807855764607
1739209659.5258167;-38.13080360867914
1739209659.5258226;-45.120503652039325
1739209659.5258286;-45.120503652039325
1739209659.5258346;-38.13080360867914
1739209659.5258405;-38.13080360867914
1739209659.5258465;-45.120503652039325
1739209659.5258524;-45.120503652039325
1739209659.5258584;-45.120503652039325
1739209659.5258644;-45.120503652039325
1739209659.5258703;-45.120503652039325
1739209659.5258763;-45.120503652039325
1739209659.5258822;-45.120503652039325
1739209659.5258882;-38.13080360867914
1739209659.5258942;-45.120503652039325
1739209659.5259001;-38.13080360867914
1739209659.525906;-38.13080360867914
1739209659.525912;-38.13080360867914
1739209659.525918;-35.57807855764607
1739209659.5259242;-38.13080360867914
1739209659.5259302;-45.120503652039325
1739209659.5259361;-45.120503652039325
1739209659.525942;-38.13080360867914
1739209659.525948;-38.13080360867914
1739209659.525954;-45.120503652039325
1739209659.52596;-38.13080360867914
1739209659.525966;-38.13080360867914
1739209659.525972;-45.120503652039325
1739209659.5259778;-38.13080360867914
1739209659.5259838;-38.13080360867914
1739209659.5259898;-45.120503652039325
1739209659.5259957;-38.13080360867914
1739209659.5260017;-38.13080360867914
1739209659.5260077;-45.120503652039325
1739209659.5260136;-45.120503652039325
1739209659.5260196;-45.120503652039325
1739209659.5260255;-45.120503652039325
1739209659.5260315;-45.120503652039325
1739209659.5260375;-45.120503652039325
1739209659.5260437;-45.120503652039325
1739209659.5260496;-38.13080360867914
1739209659.5260556;-38.13080360867914
1739209659.5260615;-45.120503652039325
1739209659.5260675;-38.13080360867914
1739209659.5260735;-32.816014438256545
1739209659.5260794;-33.981070128970906
1739209659.5260854;-45.120503652039325
1739209659.5260913;-38.13080360867914
1739209659.5260973;-35.57807855764607
1739209659.5261033;-45.120503652039325
1739209659.5261092;-45.120503652039325
1739209659.5261152;-38.13080360867914
1739209659.5261211;-45.120503652039325
1739209659.526127;-45.120503652039325
1739209659.526133;-45.120503652039325
1739209659.526139;-38.13080360867914
1739209659.526145;-38.13080360867914
1739209659.526151;-45.120503652039325
1739209659.526157;-45.120503652039325
1739209659.526163;-38.13080360867914
1739209659.526169;-35.57807855764607
1739209659.526175;-33.981070128970906
1739209659.526181;-45.120503652039325
1739209659.526187;-38.13080360867914
1739209659.526193;-32.816014438256545
1739209659.5261989;-45.120503652039325
1739209659.5262048;-45.120503652039325
1739209659.5262108;-38.13080360867914
1739209659.5262167;-33.981070128970906
1739209659.5262227;-45.120503652039325
1739209659.5262287;-45.120503652039325
1739209659.5262346;-33.981070128970906
1739209659.5262406;-38.13080360867914
1739209659.5262465;-38.13080360867914
1739209659.5262525;-45.120503652039325
1739209659.5262585;-45.120503652039325
1739209659.5262644;-33.981070128970906
1739209659.5262704;-45.120503652039325
1739209659.5262764;-45.120503652039325
1739209659.5262825;-38.13080360867914
1739209659.5262885;-35.57807855764607
1739209659.5262945;-38.13080360867914
1739209659.5263004;-35.57807855764607
1739209659.5263064;-35.57807855764607
1739209659.5263124;-38.13080360867914
1739209659.5263183;-45.120503652039325
1739209659.5263243;-45.120503652039325
1739209659.5263302;-38.13080360867914
1739209659.5263362;-38.13080360867914
1739209659.5263422;-38.13080360867914
1739209659.526348;-45.120503652039325
1739209659.526354;-45.120503652039325
1739209659.52636;-38.13080360867914
1739209659.526366;-35.57807855764607
1739209659.526372;-38.13080360867914
1739209659.526378;-38.13080360867914
1739209659.5263839;-35.57807855764607
1739209659.5263898;-38.13080360867914
1739209659.5263958;-38.13080360867914
1739209659.526402;-38.13080360867914
1739209659.526408;-45.120503652039325
1739209659.526414;-45.120503652039325
1739209659.5264199;-45.120503652039325
1739209659.5264258;-45.120503652039325
1739209659.5264318;-45.120503652039325
1739209659.5264378;-33.981070128970906
1739209659.5264437;-33.981070128970906
1739209659.5264497;-45.120503652039325
1739209659.5264556;-38.13080360867914
1739209659.5264616;-38.13080360867914
1739209659.5264676;-45.120503652039325
1739209659.5264735;-45.120503652039325
1739209659.5264795;-45.120503652039325
1739209659.5264854;-45.120503652039325
1739209659.5264914;-45.120503652039325
1739209659.5264974;-38.13080360867914
1739209659.5265033;-38.13080360867914
1739209659.5265093;-45.120503652039325
1739209659.5265152;-45.120503652039325
1739209659.5265212;-45.120503652039325
1739209659.5265274;-45.120503652039325
1739209659.5265334;-38.13080360867914
1739209659.5265393;-45.120503652039325
1739209659.5265453;-38.13080360867914
1739209659.5265512;-38.13080360867914
1739209659.5265572;-38.13080360867914
1739209659.5265632;-45.120503652039325
1739209659.5265691;-45.120503652039325
1739209659.526575;-38.13080360867914
1739209659.526581;-45.120503652039325
1739209659.526587;-45.120503652039325
