CAN Message; 0x1b8:030064e47c9b88f7
1739209705.391942;-27.8777449560314
1739209705.3919556;-32.816014438256545
1739209705.3919694;-38.13080360867914
1739209705.3919833;-35.57807855764607
1739209705.3919969;-31.141103565318893
1739209705.3920107;-38.13080360867914
1739209705.3920245;-45.120503652039325
1739209705.392038;-38.13080360867914
1739209705.392052;-38.13080360867914
1739209705.3920658;-45.120503652039325
1739209705.3920796;-45.120503652039325
1739209705.3920932;-45.120503652039325
1739209705.392107;-45.120503652039325
1739209705.3921208;-38.13080360867914
1739209705.3921344;-45.120503652039325
1739209705.3921483;-38.13080360867914
1739209705.392162;-35.57807855764607
1739209705.3921757;-38.13080360867914
1739209705.3921895;-45.120503652039325
1739209705.3922033;-38.13080360867914
1739209705.3922172;-45.120503652039325
1739209705.3922307;-45.120503652039325
1739209705.3922446;-33.981070128970906
1739209705.3922584;-45.120503652039325
1739209705.392272;-32.816014438256545
1739209705.3922858;-38.13080360867914
1739209705.3922997;-38.13080360867914
1739209705.3923132;-45.120503652039325
1739209705.392327;-38.13080360867914
1739209705.392341;-38.13080360867914
1739209705.3923547;-38.13080360867914
1739209705.3923683;-38.13080360867914
1739209705.3923821;-45.120503652039325
1739209705.392396;-38.13080360867914
1739209705.3924096;-35.57807855764607
1739209705.3924234;-38.13080360867914
1739209705.3924372;-45.120503652039325
1739209705.3924508;-45.120503652039325
1739209705.3924646;-38.13080360867914
1739209705.3924785;-35.57807855764607
1739209705.3924923;-38.13080360867914
1739209705.392506;-38.13080360867914
1739209705.3925197;-45.120503652039325
1739209705.3925335;-38.13080360867914
1739209705.3925471;-38.13080360867914
1739209705.392561;-45.120503652039325
1739209705.3925748;-45.120503652039325
1739209705.3925884;-38.13080360867914
1739209705.3926022;-38.13080360867914
1739209705.392616;-33.981070128970906
1739209705.3926296;-45.120503652039325
1739209705.3926435;-38.13080360867914
1739209705.3926573;-35.57807855764607
1739209705.392671;-38.13080360867914
1739209705.3926847;-45.120503652039325
1739209705.3926985;-45.120503652039325
1739209705.3927124;-45.120503652039325
1739209705.392726;-38.13080360867914
1739209705.3927398;-38.13080360867914
1739209705.3927536;-38.13080360867914
1739209705.3927672;-45.120503652039325
1739209705.392781;-45.120503652039325
1739209705.3927948;-38.13080360867914
1739209705.3928087;-38.13080360867914
1739209705.3928223;-45.120503652039325
1739209705.392836;-38.13080360867914
1739209705.39285;-38.13080360867914
1739209705.3928635;-45.120503652039325
1739209705.3928773;-45.120503652039325
1739209705.3928912;-33.981070128970906
1739209705.3929048;-38.13080360867914
1739209705.3929186;-38.13080360867914
1739209705.3929324;-45.120503652039325
1739209705.3929462;-31.141103565318915
1739209705.3929598;-38.13080360867914
1739209705.3929737;-38.13080360867914
1739209705.3929875;-35.57807855764607
1739209705.393001;-33.981070128970906
1739209705.393015;-38.13080360867914
1739209705.3930287;-38.13080360867914
1739209705.3930423;-38.13080360867914
1739209705.3930562;-29.438486411369347
1739209705.39307;-38.13080360867914
1739209705.3930836;-38.13080360867914
1739209705.3930974;-45.120503652039325
1739209705.3931112;-45.120503652039325
1739209705.393125;-35.57807855764607
1739209705.3931386;-45.120503652039325
1739209705.3931525;-45.120503652039325
1739209705.3931663;-31.141103565318915
1739209705.39318;-38.13080360867914
1739209705.3931937;-45.120503652039325
1739209705.3932076;-38.13080360867914
1739209705.3932211;-38.13080360867914
1739209705.393235;-45.120503652039325
1739209705.3932488;-45.120503652039325
1739209705.3932626;-38.13080360867914
1739209705.3932762;-38.13080360867914
1739209705.39329;-45.120503652039325
1739209705.3933039;-38.13080360867914
1739209705.3933175;-38.13080360867914
1739209705.3933313;-38.13080360867914
1739209705.393345;-45.120503652039325
1739209705.3933587;-33.981070128970906
1739209705.3933725;-35.57807855764607
1739209705.3933864;-38.13080360867914
1739209705.3934002;-45.120503652039325
1739209705.3934138;-45.120503652039325
1739209705.3934276;-35.57807855764607
1739209705.3934414;-38.13080360867914
1739209705.393455;-38.13080360867914
1739209705.3934689;-38.13080360867914
1739209705.3934827;-45.120503652039325
1739209705.3934963;-33.981070128970906
1739209705.39351;-33.981070128970906
1739209705.393524;-45.120503652039325
1739209705.3935375;-38.13080360867914
1739209705.3935513;-38.13080360867914
1739209705.3935652;-45.120503652039325
1739209705.393579;-38.13080360867914
1739209705.3935926;-38.13080360867914
1739209705.3936064;-45.120503652039325
1739209705.3936203;-33.981070128970956
1739209705.3936338;-38.13080360867914
1739209705.3936477;-35.57807855764607
1739209705.3936615;-45.120503652039325
1739209705.393675;-38.13080360867914
1739209705.393689;-38.13080360867914
1739209705.3937027;-45.120503652039325
1739209705.3937166;-32.816014438256545
1739209705.3937302;-30.49652367304973
1739209705.393744;-45.120503652039325
1739209705.3937578;-35.57807855764607
1739209705.3937714;-38.13080360867914
1739209705.3937852;-45.120503652039325
1739209705.393799;-45.120503652039325
1739209705.3938127;-45.120503652039325
1739209705.3938265;-38.13080360867914
1739209705.3938403;-45.120503652039325
1739209705.3938541;-38.13080360867914
1739209705.3938677;-35.57807855764607
1739209705.3938816;-35.57807855764607
1739209705.3938954;-45.120503652039325
1739209705.393909;-45.120503652039325
1739209705.3939228;-35.57807855764607
1739209705.3939366;-38.13080360867914
1739209705.3939502;-45.120503652039325
1739209705.393964;-33.981070128970906
1739209705.3939779;-38.13080360867914
1739209705.3939917;-38.13080360867914
1739209705.3940053;-38.13080360867914
1739209705.3940191;-33.981070128970906
1739209705.394033;-45.120503652039325
1739209705.3940465;-38.13080360867914
1739209705.3940604;-38.13080360867914
1739209705.3940742;-38.13080360867914
1739209705.3940878;-38.13080360867914
1739209705.3941016;-38.13080360867914
1739209705.3941154;-45.120503652039325
1739209705.394129;-45.120503652039325
1739209705.3941429;-32.816014438256545
1739209705.3941567;-45.120503652039325
1739209705.3941705;-45.120503652039325
1739209705.394184;-45.120503652039325
1739209705.394198;-45.120503652039325
1739209705.3942118;-38.13080360867914
1739209705.3942254;-38.13080360867914
1739209705.3942392;-45.120503652039325
1739209705.394253;-45.120503652039325
1739209705.3942666;-45.120503652039325
1739209705.3942804;-38.13080360867914
1739209705.3942943;-33.981070128970906
1739209705.394308;-38.13080360867914
1739209705.3943217;-38.13080360867914
1739209705.3943355;-45.120503652039325
1739209705.3943493;-38.13080360867914
1739209705.394363;-45.120503652039325
1739209705.3943768;-45.120503652039325
1739209705.3943906;-45.120503652039325
1739209705.3944042;-45.120503652039325
1739209705.394418;-32.816014438256545
1739209705.3944318;-33.981070128970906
1739209705.3944457;-38.13080360867914
1739209705.3944592;-45.120503652039325
1739209705.394473;-35.57807855764607
1739209705.394487;-38.13080360867914
1739209705.3945005;-33.981070128970906
1739209705.3945143;-35.57807855764607
1739209705.3945282;-35.57807855764607
1739209705.3945417;-38.13080360867914
1739209705.3945556;-45.120503652039325
1739209705.3945694;-38.13080360867914
1739209705.394583;-35.57807855764607
1739209705.3945968;-38.13080360867914
1739209705.3946106;-45.120503652039325
1739209705.3946245;-45.120503652039325
1739209705.394638;-45.120503652039325
1739209705.394652;-38.13080360867914
1739209705.3946657;-45.120503652039325
1739209705.3946793;-38.13080360867914
1739209705.3946931;-35.57807855764607
1739209705.394707;-38.13080360867914
1739209705.3947206;-45.120503652039325
1739209705.3947344;-38.13080360867914
1739209705.3947482;-45.120503652039325
1739209705.394762;-45.120503652039325
1739209705.3947756;-35.57807855764607
1739209705.3947895;-45.120503652039325
1739209705.3948033;-38.13080360867914
1739209705.3948169;-38.13080360867914
1739209705.3948307;-30.49652367304973
1739209705.3948445;-28.992665084841942
1739209705.3948581;-38.13080360867914
1739209705.394872;-45.120503652039325
1739209705.3948858;-38.13080360867914
1739209705.3948996;-38.13080360867914
1739209705.3949132;-45.120503652039325
1739209705.394927;-33.981070128970906
1739209705.3949409;-38.13080360867914
1739209705.3949544;-35.57807855764607
1739209705.3949683;-35.57807855764607
1739209705.394982;-45.120503652039325
1739209705.3949957;-38.13080360867914
1739209705.3950095;-38.13080360867914
1739209705.3950233;-45.120503652039325
1739209705.395037;-38.13080360867914
1739209705.3950508;-33.981070128970906
1739209705.3950646;-31.141103565318915
1739209705.3950784;-45.120503652039325
1739209705.395092;-45.120503652039325
1739209705.3951058;-38.13080360867914
1739209705.3951197;-38.13080360867914
1739209705.3951333;-45.120503652039325
1739209705.395147;-38.13080360867914
1739209705.395161;-45.120503652039325
1739209705.3951745;-45.120503652039325
1739209705.3951883;-38.13080360867914
1739209705.3952022;-45.120503652039325
1739209705.395216;-38.13080360867914
1739209705.3952296;-38.13080360867914
1739209705.3952434;-45.120503652039325
1739209705.3952572;-38.13080360867914
1739209705.3952708;-45.120503652039325
1739209705.3952847;-31.14110356531892
1739209705.3952985;-45.120503652039325
1739209705.395312;-45.120503652039325
1739209705.395326;-45.120503652039325
1739209705.3953397;-38.13080360867914
1739209705.3953536;-38.13080360867914
1739209705.3953671;-38.13080360867914
1739209705.395381;-35.57807855764607
1739209705.3953948;-31.141103565318915
1739209705.3954084;-45.120503652039325
1739209705.3954222;-38.13080360867914
1739209705.395436;-38.13080360867914
1739209705.3954496;-38.13080360867914
1739209705.3954635;-45.120503652039325
1739209705.3954773;-45.120503652039325
1739209705.3954911;-38.13080360867914
1739209705.3955047;-33.981070128970906
1739209705.3955185;-38.13080360867914
1739209705.3955324;-38.13080360867914
1739209705.395546;-35.57807855764607
1739209705.3955598;-33.981070128970906
1739209705.3955736;-45.120503652039325
1739209705.3955872;-45.120503652039325
1739209705.395601;-35.57807855764607
1739209705.3956149;-38.13080360867914
1739209705.3956285;-45.120503652039325
1739209705.3956423;-38.13080360867914
1739209705.395656;-45.120503652039325
1739209705.39567;-38.13080360867914
1739209705.3956835;-45.120503652039325
1739209705.3956974;-45.120503652039325
1739209705.3957112;-45.120503652039325
1739209705.3957248;-38.13080360867914
1739209705.3957386;-32.816014438256545
1739209705.3957524;-38.13080360867914
1739209705.395766;-45.120503652039325
1739209705.3957798;-45.120503652039325
1739209705.3957937;-35.57807855764607
1739209705.3958075;-38.13080360867914
1739209705.395821;-45.120503652039325
1739209705.395835;-33.981070128970906
1739209705.3958488;-38.13080360867914
1739209705.3958623;-38.13080360867914
1739209705.3958762;-45.120503652039325
1739209705.39589;-45.120503652039325
1739209705.3959036;-38.13080360867914
1739209705.3959174;-38.13080360867914
1739209705.3959312;-45.120503652039325
1739209705.395945;-38.13080360867914
1739209705.3959587;-45.120503652039325
1739209705.3959725;-45.120503652039325
1739209705.3959863;-45.120503652039325
1739209705.396;-33.981070128970906
1739209705.3960137;-45.120503652039325
1739209705.3960276;-38.13080360867914
1739209705.3960412;-38.13080360867914
1739209705.396055;-38.13080360867914
1739209705.3960688;-35.57807855764607
1739209705.3960824;-45.120503652039325
1739209705.3960962;-38.13080360867914
1739209705.39611;-38.13080360867914
1739209705.396124;-38.13080360867914
1739209705.3961375;-45.120503652039325
1739209705.3961513;-35.57807855764607
1739209705.3961651;-38.13080360867914
1739209705.3961787;-45.120503652039325
1739209705.3961926;-33.981070128970906
1739209705.3962064;-38.13080360867914
1739209705.39622;-38.13080360867914
1739209705.3962338;-45.120503652039325
1739209705.3962476;-45.120503652039325
1739209705.3962615;-33.981070128970906
1739209705.396275;-32.816014438256545
1739209705.3962889;-32.816014438256545
1739209705.3963027;-38.13080360867914
1739209705.3963163;-45.120503652039325
1739209705.39633;-33.981070128970906
1739209705.396344;-32.816014438256545
1739209705.3963575;-38.13080360867914
1739209705.3963714;-45.120503652039325
1739209705.3963852;-45.120503652039325
1739209705.396399;-45.120503652039325
1739209705.3964126;-38.13080360867914
1739209705.3964264;-45.120503652039325
1739209705.3964403;-45.120503652039325
1739209705.3964539;-38.13080360867914
1739209705.3964677;-38.13080360867914
1739209705.3964815;-45.120503652039325
1739209705.396495;-45.120503652039325
1739209705.396509;-45.120503652039325
1739209705.3965228;-45.120503652039325
1739209705.3965364;-45.120503652039325
1739209705.3965502;-33.981070128970906
1739209705.396564;-32.816014438256545
1739209705.3965778;-35.57807855764607
1739209705.3965914;-45.120503652039325
1739209705.3966053;-35.57807855764607
1739209705.396619;-26.991370085610736
1739209705.3966327;-38.13080360867914
1739209705.3966465;-45.120503652039325
1739209705.3966603;-45.120503652039325
1739209705.396674;-35.57807855764607
1739209705.3966877;-45.120503652039325
1739209705.3967016;-38.13080360867914
1739209705.3967154;-38.13080360867914
1739209705.396729;-38.13080360867914
1739209705.3967428;-45.120503652039325
1739209705.3967566;-45.120503652039325
1739209705.3967702;-38.13080360867914
1739209705.396784;-45.120503652039325
1739209705.396798;-45.120503652039325
1739209705.3968115;-38.13080360867914
1739209705.3968253;-38.13080360867914
1739209705.3968391;-35.57807855764607
1739209705.396853;-35.57807855764607
1739209705.3968666;-45.120503652039325
1739209705.3968804;-38.13080360867914
1739209705.3968942;-38.13080360867914
1739209705.3969078;-45.120503652039325
1739209705.3969216;-45.120503652039325
1739209705.3969355;-38.13080360867914
1739209705.396949;-32.816014438256545
1739209705.396963;-35.57807855764607
1739209705.3969767;-45.120503652039325
1739209705.3969905;-45.120503652039325
1739209705.3970041;-35.57807855764607
1739209705.397018;-35.57807855764607
1739209705.3970318;-45.120503652039325
1739209705.3970454;-38.13080360867914
1739209705.3970592;-45.120503652039325
1739209705.397073;-45.120503652039325
1739209705.3970866;-38.13080360867914
1739209705.3971004;-38.13080360867914
1739209705.3971143;-38.13080360867914
1739209705.3971279;-38.13080360867914
1739209705.3971417;-45.120503652039325
1739209705.3971555;-45.120503652039325
1739209705.3971694;-27.8777449560314
1739209705.397183;-31.141103565318915
1739209705.3971968;-45.120503652039325
1739209705.3972106;-38.13080360867914
1739209705.3972242;-30.49652367304973
1739209705.397238;-35.57807855764607
1739209705.3972518;-45.120503652039325
1739209705.3972654;-38.13080360867914
1739209705.3972793;-45.120503652039325
1739209705.397293;-38.13080360867914
1739209705.397307;-38.13080360867914
1739209705.3973205;-38.13080360867914
1739209705.3973343;-45.120503652039325
1739209705.3973482;-38.13080360867914
1739209705.3973618;-35.57807855764607
1739209705.3973756;-38.13080360867914
1739209705.3973894;-38.13080360867914
1739209705.397403;-38.13080360867914
1739209705.3974168;-38.13080360867914
1739209705.3974307;-38.13080360867914
1739209705.3974445;-45.120503652039325
1739209705.397458;-45.120503652039325
1739209705.397472;-32.816014438256545
1739209705.3974857;-45.120503652039325
1739209705.3974993;-38.13080360867914
1739209705.3975132;-38.13080360867914
1739209705.397527;-45.120503652039325
1739209705.3975406;-45.120503652039325
1739209705.3975544;-35.57807855764607
1739209705.3975682;-33.981070128970906
1739209705.3975818;-45.120503652039325
1739209705.3975956;-38.13080360867914
1739209705.3976095;-38.13080360867914
1739209705.3976233;-45.120503652039325
1739209705.397637;-45.120503652039325
1739209705.3976507;-38.13080360867914
1739209705.3976645;-33.981070128970906
1739209705.3976781;-33.981070128970906
1739209705.397692;-45.120503652039325
1739209705.3977058;-38.13080360867914
1739209705.3977194;-29.438486411369333
1739209705.3977332;-33.981070128970906
1739209705.397747;-45.120503652039325
1739209705.3977609;-38.13080360867914
1739209705.3977745;-35.57807855764607
1739209705.3977883;-38.13080360867914
1739209705.397802;-38.13080360867914
1739209705.3978157;-33.981070128970906
1739209705.3978295;-38.13080360867914
1739209705.3978434;-45.120503652039325
1739209705.397857;-38.13080360867914
1739209705.3978708;-45.120503652039325
1739209705.3978846;-45.120503652039325
1739209705.3978984;-35.57807855764607
1739209705.397912;-35.57807855764607
1739209705.3979259;-38.13080360867914
1739209705.3979397;-45.120503652039325
1739209705.3979533;-38.13080360867914
1739209705.397967;-38.13080360867914
1739209705.397981;-38.13080360867914
1739209705.3979945;-45.120503652039325
1739209705.3980083;-45.120503652039325
1739209705.3980222;-38.13080360867914
1739209705.3980358;-38.13080360867914
1739209705.3980496;-38.13080360867914
1739209705.3980634;-33.981070128970906
1739209705.3980772;-32.816014438256545
1739209705.3980908;-38.13080360867914
1739209705.3981047;-38.13080360867914
1739209705.3981185;-32.816014438256545
1739209705.398132;-38.13080360867914
1739209705.398146;-45.120503652039325
1739209705.3981597;-38.13080360867914
1739209705.3981733;-38.13080360867914
1739209705.3981872;-38.13080360867914
1739209705.398201;-38.13080360867914
1739209705.3982148;-32.816014438256545
1739209705.3982284;-38.13080360867914
1739209705.3982422;-45.120503652039325
1739209705.398256;-38.13080360867914
1739209705.3982697;-33.981070128970906
1739209705.3982835;-38.13080360867914
1739209705.3982973;-45.120503652039325
1739209705.398311;-45.120503652039325
1739209705.3983247;-38.13080360867914
1739209705.3983386;-38.13080360867914
1739209705.3983524;-45.120503652039325
1739209705.398366;-38.13080360867914
1739209705.3983798;-38.13080360867914
1739209705.3983936;-33.981070128970906
1739209705.3984072;-33.981070128970906
1739209705.398421;-45.120503652039325
1739209705.3984349;-45.120503652039325
1739209705.3984485;-38.13080360867914
1739209705.3984623;-45.120503652039325
1739209705.3984761;-45.120503652039325
1739209705.39849;-38.13080360867914
1739209705.3985035;-45.120503652039325
1739209705.3985174;-38.13080360867914
1739209705.3985312;-35.57807855764607
1739209705.3985448;-45.120503652039325
1739209705.3985586;-45.120503652039325
1739209705.3985724;-38.13080360867914
1739209705.398586;-38.13080360867914
1739209705.3985999;-45.120503652039325
1739209705.3986137;-31.141103565318915
1739209705.3986273;-28.58837851428586
1739209705.398641;-38.13080360867914
1739209705.398655;-45.120503652039325
1739209705.3986688;-38.13080360867914
1739209705.3986824;-33.981070128970906
1739209705.3986962;-45.120503652039325
1739209705.39871;-38.13080360867914
1739209705.3987236;-38.13080360867914
1739209705.3987374;-45.120503652039325
1739209705.3987513;-38.13080360867914
1739209705.3987648;-35.57807855764607
1739209705.3987787;-38.13080360867914
1739209705.3987925;-45.120503652039325
1739209705.3988063;-45.120503652039325
1739209705.39882;-35.57807855764607
1739209705.3988338;-38.13080360867914
1739209705.3988476;-38.13080360867914
1739209705.3988612;-45.120503652039325
1739209705.398875;-38.13080360867914
1739209705.3988888;-45.120503652039325
1739209705.3989024;-45.120503652039325
1739209705.3989162;-38.13080360867914
1739209705.39893;-45.120503652039325
1739209705.398944;-32.816014438256545
1739209705.3989575;-27.8777449560314
1739209705.3989713;-45.120503652039325
1739209705.3989851;-45.120503652039325
1739209705.3989987;-38.13080360867914
1739209705.3990126;-32.816014438256545
1739209705.3990264;-38.13080360867914
1739209705.39904;-45.120503652039325
1739209705.3990538;-38.13080360867914
1739209705.3990676;-45.120503652039325
1739209705.3990812;-45.120503652039325
1739209705.399095;-45.120503652039325
1739209705.399109;-45.120503652039325
1739209705.3991227;-35.57807855764607
1739209705.3991363;-38.13080360867914
1739209705.3991501;-35.57807855764607
1739209705.399164;-45.120503652039325
1739209705.3991776;-45.120503652039325
1739209705.3991914;-38.13080360867914
1739209705.3992052;-38.13080360867914
1739209705.3992188;-45.120503652039325
1739209705.3992326;-45.120503652039325
1739209705.3992465;-33.981070128970906
1739209705.3992603;-45.120503652039325
1739209705.3992739;-38.13080360867914
1739209705.3992877;-38.13080360867914
1739209705.3993015;-38.13080360867914
1739209705.399315;-38.13080360867914
1739209705.399329;-38.13080360867914
1739209705.3993428;-38.13080360867914
1739209705.3993564;-38.13080360867914
1739209705.3993702;-35.57807855764607
1739209705.399384;-38.13080360867914
1739209705.3993979;-45.120503652039325
1739209705.3994114;-38.13080360867914
1739209705.3994253;-35.57807855764607
1739209705.399439;-45.120503652039325
1739209705.3994527;-45.120503652039325
1739209705.3994665;-33.981070128970906
1739209705.3994803;-45.120503652039325
1739209705.399494;-45.120503652039325
1739209705.3995078;-38.13080360867914
1739209705.3995216;-45.120503652039325
1739209705.3995352;-45.120503652039325
1739209705.399549;-38.13080360867914
1739209705.3995628;-45.120503652039325
1739209705.3995767;-38.13080360867914
1739209705.3995903;-35.57807855764607
1739209705.399604;-45.120503652039325
1739209705.399618;-45.120503652039325
1739209705.3996315;-45.120503652039325
1739209705.3996453;-45.120503652039325
1739209705.3996592;-45.120503652039325
1739209705.3996727;-35.57807855764607
1739209705.3996866;-45.120503652039325
1739209705.3997004;-38.13080360867914
1739209705.3997142;-45.120503652039325
1739209705.3997278;-38.13080360867914
1739209705.3997416;-31.141103565318915
1739209705.3997555;-38.13080360867914
