CAN Message; 0x1d3:00007fb02c5fe292
1739209823.3967113;-38.13080360867914
1739209823.3967142;-38.13080360867914
1739209823.3967173;-38.13080360867914
1739209823.3967204;-45.120503652039325
1739209823.3967233;-38.13080360867914
1739209823.3967264;-33.981070128970906
1739209823.3967292;-28.992665084841942
1739209823.3967323;-38.13080360867914
1739209823.3967354;-38.13080360867914
1739209823.3967383;-45.120503652039325
1739209823.3967414;-45.120503652039325
1739209823.3967443;-33.981070128970906
1739209823.3967474;-38.13080360867914
1739209823.3967505;-38.13080360867914
1739209823.3967533;-35.57807855764607
1739209823.3967564;-38.13080360867914
1739209823.3967595;-38.13080360867914
1739209823.3967624;-38.13080360867914
1739209823.3967655;-45.120503652039325
1739209823.3967683;-38.13080360867914
1739209823.3967714;-38.13080360867914
1739209823.3967745;-38.13080360867914
1739209823.3967774;-31.141103565318915
1739209823.3967805;-45.120503652039325
1739209823.3967834;-38.13080360867914
1739209823.3967865;-38.13080360867914
1739209823.3967896;-38.13080360867914
1739209823.3967924;-45.120503652039325
1739209823.3967955;-38.13080360867914
1739209823.3967986;-45.120503652039325
1739209823.3968015;-38.13080360867914
1739209823.3968046;-35.57807855764607
1739209823.3968074;-45.120503652039325
1739209823.3968105;-45.120503652039325
1739209823.3968136;-38.13080360867914
1739209823.3968165;-32.816014438256545
1739209823.3968196;-38.13080360867914
1739209823.3968225;-45.120503652039325
1739209823.3968256;-30.49652367304973
1739209823.3968287;-32.816014438256545
1739209823.3968315;-33.981070128970906
1739209823.3968346;-45.120503652039325
1739209823.3968377;-33.981070128970906
1739209823.3968406;-33.981070128970906
1739209823.3968437;-38.13080360867914
1739209823.3968465;-45.120503652039325
1739209823.3968496;-33.981070128970906
1739209823.3968527;-38.13080360867914
1739209823.3968556;-38.13080360867914
1739209823.3968587;-45.120503652039325
1739209823.3968616;-38.13080360867914
1739209823.3968647;-32.816014438256545
1739209823.3968678;-38.13080360867914
1739209823.3968706;-45.120503652039325
1739209823.3968737;-33.981070128970906
1739209823.3968768;-35.57807855764607
1739209823.3968797;-45.120503652039325
1739209823.3968828;-45.120503652039325
1739209823.3968856;-45.120503652039325
1739209823.3968887;-35.57807855764607
1739209823.3968918;-38.13080360867914
1739209823.3968947;-45.120503652039325
1739209823.3968978;-33.981070128970906
1739209823.3969007;-38.13080360867914
1739209823.3969038;-38.13080360867914
1739209823.3969069;-45.120503652039325
1739209823.3969097;-38.13080360867914
1739209823.3969128;-45.120503652039325
1739209823.396916;-38.13080360867914
1739209823.3969188;-45.120503652039325
1739209823.3969219;-38.13080360867914
1739209823.3969247;-38.13080360867914
1739209823.3969278;-45.120503652039325
1739209823.396931;-45.120503652039325
1739209823.3969338;-33.981070128970906
1739209823.396937;-27.8777449560314
1739209823.3969398;-45.120503652039325
1739209823.3969429;-45.120503652039325
1739209823.396946;-38.13080360867914
1739209823.3969488;-33.981070128970906
1739209823.396952;-45.120503652039325
1739209823.396955;-38.13080360867914
1739209823.3969579;-45.120503652039325
1739209823.396961;-45.120503652039325
1739209823.3969638;-45.120503652039325
1739209823.396967;-38.13080360867914
1739209823.39697;-38.13080360867914
1739209823.396973;-45.120503652039325
1739209823.396976;-45.120503652039325
1739209823.3969789;-45.120503652039325
1739209823.396982;-38.13080360867914
1739209823.396985;-35.57807855764607
1739209823.396988;-45.120503652039325
1739209823.396991;-38.13080360867914
1739209823.396994;-38.13080360867914
1739209823.396997;-35.57807855764607
1739209823.397;-45.120503652039325
1739209823.397003;-38.13080360867914
1739209823.397006;-45.120503652039325
1739209823.3970091;-45.120503652039325
1739209823.397012;-45.120503652039325
1739209823.397015;-38.13080360867914
1739209823.397018;-45.120503652039325
1739209823.397021;-45.120503652039325
1739209823.3970242;-45.120503652039325
1739209823.397027;-35.57807855764607
1739209823.39703;-38.13080360867914
1739209823.3970332;-38.13080360867914
1739209823.397036;-45.120503652039325
1739209823.3970392;-38.13080360867914
1739209823.397042;-45.120503652039325
1739209823.3970451;-35.57807855764607
1739209823.3970482;-38.13080360867914
1739209823.397051;-45.120503652039325
1739209823.3970542;-38.13080360867914
1739209823.397057;-35.57807855764607
1739209823.3970602;-38.13080360867914
1739209823.3970633;-45.120503652039325
1739209823.397066;-45.120503652039325
1739209823.3970692;-32.816014438256545
1739209823.3970723;-45.120503652039325
1739209823.3970752;-45.120503652039325
1739209823.3970783;-45.120503652039325
1739209823.3970811;-45.120503652039325
1739209823.3970842;-38.13080360867914
1739209823.3970873;-45.120503652039325
1739209823.3970902;-38.13080360867914
1739209823.3970933;-45.120503652039325
1739209823.3970962;-45.120503652039325
1739209823.3970993;-45.120503652039325
1739209823.3971024;-38.13080360867914
1739209823.3971052;-38.13080360867914
1739209823.3971083;-38.13080360867914
1739209823.3971112;-45.120503652039325
1739209823.3971143;-38.13080360867914
1739209823.3971174;-26.991370085610736
1739209823.3971202;-35.57807855764607
1739209823.3971233;-45.120503652039325
1739209823.3971264;-38.13080360867914
1739209823.3971293;-35.57807855764607
1739209823.3971324;-38.13080360867914
1739209823.3971353;-45.120503652039325
1739209823.3971384;-38.13080360867914
1739209823.3971415;-45.120503652039325
1739209823.3971443;-45.120503652039325
1739209823.3971474;-38.13080360867914
1739209823.3971503;-45.120503652039325
1739209823.3971534;-38.13080360867914
1739209823.3971565;-38.13080360867914
1739209823.3971593;-32.816014438256545
1739209823.3971624;-33.981070128970906
1739209823.3971655;-45.120503652039325
1739209823.3971684;-38.13080360867914
1739209823.3971715;-35.57807855764607
1739209823.3971744;-38.13080360867914
1739209823.3971775;-45.120503652039325
1739209823.3971806;-45.120503652039325
1739209823.3971834;-38.13080360867914
1739209823.3971865;-45.120503652039325
1739209823.3971894;-31.141103565318915
1739209823.3971925;-30.49652367304973
1739209823.3971956;-31.141103565318893
1739209823.3971984;-33.981070128970906
1739209823.3972015;-35.57807855764607
1739209823.3972046;-38.13080360867914
1739209823.3972075;-38.13080360867914
1739209823.3972106;-33.981070128970906
1739209823.3972135;-38.13080360867914
1739209823.3972166;-45.120503652039325
1739209823.3972197;-35.57807855764607
1739209823.3972225;-38.13080360867914
1739209823.3972256;-45.120503652039325
1739209823.3972285;-38.13080360867914
1739209823.3972316;-38.13080360867914
1739209823.3972347;-38.13080360867914
1739209823.3972375;-38.13080360867914
1739209823.3972406;-38.13080360867914
1739209823.3972437;-45.120503652039325
1739209823.3972466;-38.13080360867914
1739209823.3972497;-38.13080360867914
1739209823.3972526;-35.57807855764607
1739209823.3972557;-45.120503652039325
1739209823.3972588;-38.13080360867914
1739209823.3972616;-35.57807855764607
1739209823.3972647;-38.13080360867914
1739209823.3972676;-45.120503652039325
1739209823.3972707;-45.120503652039325
1739209823.3972738;-38.13080360867914
1739209823.3972766;-38.13080360867914
1739209823.3972797;-45.120503652039325
1739209823.3972828;-38.13080360867914
1739209823.3972857;-38.13080360867914
1739209823.3972888;-45.120503652039325
1739209823.3972917;-45.120503652039325
1739209823.3972948;-45.120503652039325
1739209823.3972979;-38.13080360867914
1739209823.3973007;-33.981070128970906
1739209823.3973038;-38.13080360867914
1739209823.3973067;-45.120503652039325
1739209823.3973098;-32.816014438256545
1739209823.3973129;-38.13080360867914
1739209823.3973157;-45.120503652039325
1739209823.3973188;-38.13080360867914
1739209823.397322;-45.120503652039325
1739209823.3973248;-45.120503652039325
1739209823.397328;-45.120503652039325
1739209823.3973308;-38.13080360867914
1739209823.3973339;-35.57807855764607
1739209823.397337;-35.57807855764607
1739209823.3973398;-45.120503652039325
1739209823.397343;-38.13080360867914
1739209823.3973458;-35.57807855764607
1739209823.3973489;-33.981070128970906
1739209823.397352;-38.13080360867914
1739209823.3973548;-35.57807855764607
1739209823.397358;-33.981070128970906
1739209823.397361;-33.981070128970906
1739209823.397364;-45.120503652039325
1739209823.397367;-38.13080360867914
1739209823.3973699;-38.13080360867914
1739209823.397373;-38.13080360867914
1739209823.397376;-45.120503652039325
1739209823.397379;-38.13080360867914
1739209823.397382;-35.57807855764607
1739209823.397385;-38.13080360867914
1739209823.397388;-35.57807855764607
1739209823.397391;-38.13080360867914
1739209823.397394;-45.120503652039325
1739209823.397397;-33.981070128970906
1739209823.3974001;-38.13080360867914
1739209823.397403;-45.120503652039325
1739209823.397406;-45.120503652039325
1739209823.397409;-45.120503652039325
1739209823.397412;-32.816014438256545
1739209823.3974152;-38.13080360867914
1739209823.397418;-45.120503652039325
1739209823.3974211;-33.981070128970906
1739209823.397424;-45.120503652039325
1739209823.397427;-38.13080360867914
1739209823.3974302;-45.120503652039325
1739209823.397433;-45.120503652039325
1739209823.3974361;-38.13080360867914
1739209823.3974392;-38.13080360867914
1739209823.397442;-45.120503652039325
1739209823.3974452;-38.13080360867914
1739209823.397448;-38.13080360867914
1739209823.3974512;-45.120503652039325
1739209823.3974543;-38.13080360867914
1739209823.3974571;-30.49652367304973
1739209823.3974602;-33.981070128970906
1739209823.397463;-38.13080360867914
1739209823.3974662;-45.120503652039325
1739209823.3974693;-38.13080360867914
1739209823.3974721;-38.13080360867914
1739209823.3974752;-45.120503652039325
1739209823.3974783;-35.57807855764607
1739209823.3974812;-32.816014438256545
1739209823.3974843;-38.13080360867914
1739209823.3974872;-45.120503652039325
1739209823.3974903;-33.981070128970906
1739209823.3974934;-33.981070128970906
1739209823.3974962;-45.120503652039325
1739209823.3974993;-38.13080360867914
1739209823.3975022;-38.13080360867914
1739209823.3975053;-33.981070128970906
1739209823.3975084;-38.13080360867914
1739209823.3975112;-38.13080360867914
1739209823.3975143;-32.816014438256545
1739209823.3975174;-33.981070128970906
1739209823.3975203;-45.120503652039325
1739209823.3975234;-45.120503652039325
1739209823.3975263;-35.57807855764607
1739209823.3975294;-33.981070128970906
1739209823.3975325;-45.120503652039325
1739209823.3975353;-38.13080360867914
1739209823.3975384;-38.13080360867914
1739209823.3975413;-45.120503652039325
1739209823.3975444;-45.120503652039325
1739209823.3975475;-38.13080360867914
1739209823.3975503;-35.57807855764607
1739209823.3975534;-38.13080360867914
1739209823.3975565;-45.120503652039325
1739209823.3975594;-45.120503652039325
1739209823.3975625;-35.57807855764607
1739209823.3975654;-38.13080360867914
1739209823.3975685;-38.13080360867914
1739209823.3975716;-38.13080360867914
1739209823.3975744;-45.120503652039325
1739209823.3975775;-33.981070128970906
1739209823.3975804;-25.252786309376837
1739209823.3975835;-38.13080360867914
1739209823.3975866;-38.13080360867914
1739209823.3975894;-38.13080360867914
1739209823.3975925;-38.13080360867914
1739209823.3975956;-45.120503652039325
1739209823.3975985;-45.120503652039325
1739209823.3976016;-45.120503652039325
1739209823.3976045;-45.120503652039325
1739209823.3976076;-45.120503652039325
1739209823.3976107;-45.120503652039325
1739209823.3976135;-45.120503652039325
1739209823.3976166;-32.816014438256545
1739209823.3976195;-38.13080360867914
1739209823.3976226;-45.120503652039325
1739209823.3976257;-45.120503652039325
1739209823.3976285;-38.13080360867914
1739209823.3976316;-38.13080360867914
1739209823.3976347;-45.120503652039325
1739209823.3976376;-38.13080360867914
1739209823.3976407;-38.13080360867914
1739209823.3976436;-38.13080360867914
1739209823.3976467;-38.13080360867914
1739209823.3976498;-38.13080360867914
1739209823.3976526;-45.120503652039325
1739209823.3976557;-45.120503652039325
1739209823.3976586;-45.120503652039325
1739209823.3976617;-38.13080360867914
1739209823.3976648;-38.13080360867914
1739209823.3976676;-45.120503652039325
1739209823.3976707;-45.120503652039325
1739209823.3976738;-45.120503652039325
1739209823.3976767;-45.120503652039325
1739209823.3976798;-45.120503652039325
1739209823.3976827;-45.120503652039325
1739209823.3976858;-45.120503652039325
1739209823.3976889;-35.57807855764607
1739209823.3976917;-45.120503652039325
1739209823.3976948;-38.13080360867914
1739209823.3976977;-45.120503652039325
1739209823.3977008;-38.13080360867914
1739209823.397704;-33.981070128970906
1739209823.3977067;-45.120503652039325
1739209823.3977098;-45.120503652039325
1739209823.397713;-45.120503652039325
1739209823.3977158;-38.13080360867914
1739209823.397719;-38.13080360867914
1739209823.3977218;-33.981070128970906
1739209823.3977249;-45.120503652039325
1739209823.397728;-45.120503652039325
1739209823.3977308;-45.120503652039325
1739209823.397734;-38.13080360867914
1739209823.3977368;-45.120503652039325
1739209823.39774;-45.120503652039325
1739209823.397743;-35.57807855764607
1739209823.3977458;-38.13080360867914
1739209823.397749;-45.120503652039325
1739209823.397752;-45.120503652039325
1739209823.397755;-45.120503652039325
1739209823.397758;-45.120503652039325
1739209823.3977609;-32.816014438256545
1739209823.397764;-38.13080360867914
1739209823.397767;-38.13080360867914
1739209823.39777;-38.13080360867914
1739209823.397773;-33.981070128970906
1739209823.397776;-31.141103565318915
1739209823.397779;-45.120503652039325
1739209823.397782;-45.120503652039325
1739209823.397785;-38.13080360867914
1739209823.397788;-38.13080360867914
1739209823.3977911;-45.120503652039325
1739209823.397794;-38.13080360867914
1739209823.397797;-45.120503652039325
1739209823.3978;-45.120503652039325
1739209823.397803;-45.120503652039325
1739209823.3978062;-45.120503652039325
1739209823.397809;-45.120503652039325
1739209823.3978121;-45.120503652039325
1739209823.397815;-45.120503652039325
1739209823.397818;-45.120503652039325
1739209823.3978212;-33.981070128970906
1739209823.397824;-38.13080360867914
1739209823.3978271;-35.57807855764607
1739209823.3978302;-35.57807855764607
1739209823.397833;-38.13080360867914
1739209823.3978362;-38.13080360867914
1739209823.397839;-35.57807855764607
1739209823.3978422;-38.13080360867914
1739209823.3978453;-38.13080360867914
1739209823.3978481;-31.141103565318915
1739209823.3978512;-38.13080360867914
1739209823.397854;-45.120503652039325
1739209823.3978572;-38.13080360867914
1739209823.3978603;-35.57807855764607
1739209823.3978631;-32.816014438256545
1739209823.3978662;-33.981070128970906
1739209823.3978693;-45.120503652039325
1739209823.3978722;-31.14110356531892
1739209823.3978753;-45.120503652039325
1739209823.3978782;-45.120503652039325
1739209823.3978813;-45.120503652039325
1739209823.3978844;-38.13080360867914
1739209823.3978872;-38.13080360867914
1739209823.3978903;-38.13080360867914
1739209823.3978932;-38.13080360867914
1739209823.3978963;-38.13080360867914
1739209823.3978994;-35.57807855764607
1739209823.3979023;-38.13080360867914
1739209823.3979053;-45.120503652039325
1739209823.3979084;-38.13080360867914
1739209823.3979113;-38.13080360867914
1739209823.3979144;-38.13080360867914
1739209823.3979173;-45.120503652039325
1739209823.3979204;-33.981070128970906
1739209823.3979235;-38.13080360867914
1739209823.3979263;-38.13080360867914
1739209823.3979294;-45.120503652039325
1739209823.3979323;-33.981070128970906
1739209823.3979354;-31.141103565318915
1739209823.3979385;-38.13080360867914
1739209823.3979414;-45.120503652039325
1739209823.3979445;-38.13080360867914
1739209823.3979475;-38.13080360867914
1739209823.3979504;-38.13080360867914
1739209823.3979535;-45.120503652039325
1739209823.3979564;-38.13080360867914
1739209823.3979595;-35.57807855764607
1739209823.3979626;-38.13080360867914
1739209823.3979654;-45.120503652039325
1739209823.3979685;-45.120503652039325
1739209823.3979714;-45.120503652039325
1739209823.3979745;-38.13080360867914
1739209823.3979776;-45.120503652039325
1739209823.3979805;-38.13080360867914
1739209823.3979836;-38.13080360867914
1739209823.3979867;-38.13080360867914
1739209823.3979895;-45.120503652039325
1739209823.3979926;-33.981070128970906
1739209823.3979955;-33.981070128970906
1739209823.3979986;-38.13080360867914
1739209823.3980017;-45.120503652039325
1739209823.3980045;-38.13080360867914
1739209823.3980076;-45.120503652039325
1739209823.3980105;-45.120503652039325
1739209823.3980136;-35.57807855764607
1739209823.3980167;-38.13080360867914
1739209823.3980196;-45.120503652039325
1739209823.3980227;-38.13080360867914
1739209823.3980258;-38.13080360867914
1739209823.3980286;-38.13080360867914
1739209823.3980317;-45.120503652039325
1739209823.3980346;-45.120503652039325
1739209823.3980377;-38.13080360867914
1739209823.3980408;-45.120503652039325
1739209823.3980436;-45.120503652039325
1739209823.3980467;-45.120503652039325
1739209823.3980496;-38.13080360867914
1739209823.3980527;-38.13080360867914
1739209823.3980558;-38.13080360867914
1739209823.3980587;-45.120503652039325
1739209823.3980618;-45.120503652039325
1739209823.3980649;-38.13080360867914
1739209823.3980677;-33.981070128970906
1739209823.3980708;-45.120503652039325
1739209823.3980737;-45.120503652039325
1739209823.3980768;-45.120503652039325
1739209823.3980799;-45.120503652039325
1739209823.3980827;-45.120503652039325
1739209823.3980858;-38.13080360867914
1739209823.3980887;-45.120503652039325
1739209823.3980918;-33.981070128970956
1739209823.398095;-38.13080360867914
1739209823.3980978;-45.120503652039325
1739209823.3981009;-45.120503652039325
1739209823.398104;-38.13080360867914
1739209823.3981068;-38.13080360867914
1739209823.39811;-45.120503652039325
1739209823.3981128;-33.981070128970906
1739209823.3981159;-27.8777449560314
1739209823.398119;-38.13080360867914
1739209823.3981218;-45.120503652039325
1739209823.398125;-38.13080360867914
1739209823.3981278;-35.57807855764607
1739209823.398131;-45.120503652039325
1739209823.398134;-45.120503652039325
1739209823.3981369;-38.13080360867914
1739209823.39814;-35.57807855764607
1739209823.398143;-38.13080360867914
1739209823.398146;-45.120503652039325
1739209823.398149;-45.120503652039325
1739209823.3981519;-38.13080360867914
1739209823.398155;-45.120503652039325
1739209823.398158;-38.13080360867914
1739209823.398161;-45.120503652039325
1739209823.398164;-45.120503652039325
1739209823.398167;-45.120503652039325
1739209823.39817;-38.13080360867914
1739209823.398173;-38.13080360867914
1739209823.398176;-45.120503652039325
1739209823.398179;-35.57807855764607
1739209823.3981822;-38.13080360867914
1739209823.398185;-45.120503652039325
1739209823.398188;-28.21854285175415
1739209823.398191;-35.57807855764607
1739209823.398194;-35.57807855764607
1739209823.3981972;-38.13080360867914
1739209823.3982;-31.141103565318893
1739209823.3982031;-38.13080360867914
1739209823.398206;-35.57807855764607
1739209823.398209;-45.120503652039325
1739209823.3982122;-45.120503652039325
1739209823.398215;-38.13080360867914
1739209823.3982182;-35.57807855764607
1739209823.3982213;-45.120503652039325
1739209823.398224;-38.13080360867914
1739209823.3982272;-32.816014438256545
1739209823.39823;-38.13080360867914
1739209823.3982332;-38.13080360867914
1739209823.3982363;-45.120503652039325
1739209823.3982391;-45.120503652039325
1739209823.3982422;-35.57807855764607
1739209823.398245;-38.13080360867914
1739209823.3982482;-45.120503652039325
1739209823.3982513;-35.57807855764607
1739209823.3982542;-38.13080360867914
1739209823.3982573;-45.120503652039325
1739209823.3982604;-35.57807855764607
1739209823.3982632;-38.13080360867914
1739209823.3982663;-38.13080360867914
1739209823.3982692;-45.120503652039325
1739209823.3982723;-35.57807855764607
1739209823.3982754;-38.13080360867914
1739209823.3982782;-45.120503652039325
1739209823.3982813;-45.120503652039325
1739209823.3982842;-45.120503652039325
1739209823.3982873;-45.120503652039325
1739209823.3982904;-45.120503652039325
1739209823.3982933;-38.13080360867914
1739209823.3982964;-35.57807855764607
1739209823.3982995;-45.120503652039325
1739209823.3983023;-45.120503652039325
1739209823.3983054;-38.13080360867914
1739209823.3983083;-38.13080360867914
1739209823.3983114;-33.981070128970906
1739209823.3983145;-45.120503652039325
1739209823.3983173;-45.120503652039325
1739209823.3983204;-45.120503652039325
1739209823.3983233;-38.13080360867914
1739209823.3983264;-45.120503652039325
1739209823.3983295;-45.120503652039325
1739209823.3983324;-38.13080360867914
1739209823.3983355;-38.13080360867914
1739209823.3983386;-45.120503652039325
1739209823.3983414;-38.13080360867914
1739209823.3983445;-45.120503652039325
1739209823.3983474;-38.13080360867914
1739209823.3983505;-45.120503652039325
1739209823.3983536;-45.120503652039325
1739209823.3983564;-38.13080360867914
1739209823.3983595;-38.13080360867914
1739209823.3983624;-45.120503652039325
1739209823.3983655;-45.120503652039325
1739209823.3983686;-33.981070128970906
1739209823.3983715;-33.981070128970906
1739209823.3983746;-45.120503652039325
1739209823.3983777;-33.981070128970906
1739209823.3983805;-38.13080360867914
1739209823.3983836;-31.141103565318915
1739209823.3983865;-38.13080360867914
1739209823.3983896;-35.57807855764607
1739209823.3983927;-38.13080360867914
1739209823.3983955;-38.13080360867914
1739209823.3983986;-38.13080360867914
1739209823.3984015;-45.120503652039325
1739209823.3984046;-45.120503652039325
1739209823.3984077;-30.49652367304973
1739209823.3984106;-32.816014438256545
1739209823.3984137;-38.13080360867914
1739209823.3984168;-38.13080360867914
1739209823.3984196;-38.13080360867914
1739209823.3984227;-45.120503652039325
1739209823.3984256;-45.120503652039325
1739209823.3984287;-45.120503652039325
1739209823.3984318;-31.141103565318915
1739209823.3984346;-45.120503652039325
1739209823.3984377;-45.120503652039325
1739209823.3984406;-35.57807855764607
1739209823.3984437;-38.13080360867914
1739209823.3984468;-38.13080360867914
1739209823.3984497;-45.120503652039325
1739209823.3984528;-45.120503652039325
1739209823.3984559;-38.13080360867914
1739209823.3984587;-35.57807855764607
1739209823.3984618;-38.13080360867914
1739209823.3984647;-45.120503652039325
1739209823.3984678;-45.120503652039325
1739209823.3984709;-38.13080360867914
1739209823.3984737;-45.120503652039325
1739209823.3984768;-35.57807855764607
1739209823.3984797;-31.141103565318915
1739209823.3984828;-38.13080360867914
1739209823.398486;-38.13080360867914
1739209823.3984888;-38.13080360867914
1739209823.3984919;-45.120503652039325
1739209823.398495;-38.13080360867914
1739209823.3984978;-38.13080360867914
1739209823.398501;-32.816014438256545
1739209823.3985038;-30.49652367304973
1739209823.3985069;-45.120503652039325
1739209823.39851;-38.13080360867914
1739209823.3985128;-45.120503652039325
1739209823.398516;-33.981070128970906
1739209823.3985188;-45.120503652039325
1739209823.398522;-38.13080360867914
1739209823.398525;-35.57807855764607
1739209823.3985279;-33.981070128970906
1739209823.398531;-38.13080360867914
1739209823.398534;-45.120503652039325
1739209823.398537;-32.816014438256545
1739209823.39854;-38.13080360867914
1739209823.398543;-45.120503652039325
1739209823.398546;-38.13080360867914
1739209823.398549;-32.816014438256545
1739209823.398552;-33.981070128970906
1739209823.398555;-38.13080360867914
1739209823.398558;-38.13080360867914
1739209823.398561;-45.120503652039325
1739209823.398564;-38.13080360867914
1739209823.398567;-45.120503652039325
1739209823.39857;-45.120503652039325
1739209823.3985732;-38.13080360867914
1739209823.398576;-45.120503652039325
1739209823.3985791;-45.120503652039325
1739209823.398582;-45.120503652039325
1739209823.398585;-45.120503652039325
1739209823.3985882;-45.120503652039325
1739209823.398591;-32.816014438256545
1739209823.3985941;-38.13080360867914
1739209823.398597;-38.13080360867914
1739209823.3986;-33.981070128970906
1739209823.3986032;-38.13080360867914
1739209823.398606;-45.120503652039325
1739209823.3986092;-45.120503652039325
1739209823.398612;-38.13080360867914
1739209823.3986151;-45.120503652039325
1739209823.3986182;-38.13080360867914
1739209823.398621;-35.57807855764607
1739209823.3986242;-38.13080360867914
1739209823.3986273;-38.13080360867914
1739209823.3986301;-33.981070128970906
1739209823.3986332;-45.120503652039325
1739209823.398636;-38.13080360867914
1739209823.3986392;-35.57807855764607
1739209823.3986423;-45.120503652039325
1739209823.3986452;-45.120503652039325
1739209823.3986483;-38.13080360867914
1739209823.3986511;-38.13080360867914
1739209823.3986542;-45.120503652039325
1739209823.3986573;-45.120503652039325
1739209823.3986602;-45.120503652039325
