CAN Message; 0x1b8:0100b5d1df7eb5c7
1739209782.9885;-45.120503652039325
1739209782.9885063;-45.120503652039325
1739209782.9885128;-45.120503652039325
1739209782.988519;-45.120503652039325
1739209782.9885254;-45.120503652039325
1739209782.9885316;-45.120503652039325
1739209782.988538;-45.120503652039325
1739209782.9885442;-45.120503652039325
1739209782.9885507;-38.13080360867914
1739209782.9885569;-35.57807855764607
1739209782.9885633;-38.13080360867914
1739209782.9885695;-45.120503652039325
1739209782.988576;-45.120503652039325
1739209782.9885821;-33.981070128970906
1739209782.9885886;-45.120503652039325
1739209782.9885948;-45.120503652039325
1739209782.9886012;-38.13080360867914
1739209782.9886074;-32.816014438256545
1739209782.9886138;-38.13080360867914
1739209782.98862;-45.120503652039325
1739209782.9886265;-45.120503652039325
1739209782.9886327;-45.120503652039325
1739209782.988639;-38.13080360867914
1739209782.9886453;-45.120503652039325
1739209782.9886518;-38.13080360867914
1739209782.988658;-45.120503652039325
1739209782.9886644;-45.120503652039325
1739209782.9886706;-45.120503652039325
1739209782.988677;-38.13080360867914
1739209782.9886832;-38.13080360867914
1739209782.9886897;-45.120503652039325
1739209782.9886959;-38.13080360867914
1739209782.9887023;-38.13080360867914
1739209782.9887085;-30.49652367304973
1739209782.988715;-38.13080360867914
1739209782.9887214;-45.120503652039325
1739209782.9887276;-45.120503652039325
1739209782.988734;-38.13080360867914
1739209782.9887402;-45.120503652039325
1739209782.9887466;-45.120503652039325
1739209782.9887528;-35.57807855764607
1739209782.9887593;-38.13080360867914
1739209782.9887655;-45.120503652039325
1739209782.988772;-35.57807855764607
1739209782.988778;-38.13080360867914
1739209782.9887846;-45.120503652039325
1739209782.9887908;-38.13080360867914
1739209782.9887972;-32.816014438256545
1739209782.9888034;-33.981070128970906
1739209782.9888098;-45.120503652039325
1739209782.988816;-33.981070128970906
1739209782.9888225;-35.57807855764607
1739209782.9888287;-33.981070128970906
1739209782.988835;-45.120503652039325
1739209782.9888413;-38.13080360867914
1739209782.9888477;-32.816014438256545
1739209782.988854;-38.13080360867914
1739209782.9888604;-33.981070128970906
1739209782.9888666;-35.57807855764607
1739209782.988873;-35.57807855764607
1739209782.9888792;-38.13080360867914
1739209782.9888856;-38.13080360867914
1739209782.9888918;-38.13080360867914
1739209782.9888983;-45.120503652039325
1739209782.9889045;-32.816014438256545
1739209782.988911;-38.13080360867914
1739209782.988917;-45.120503652039325
1739209782.9889235;-33.981070128970906
1739209782.9889297;-38.13080360867914
1739209782.9889362;-38.13080360867914
1739209782.9889424;-45.120503652039325
1739209782.9889488;-32.816014438256545
1739209782.988955;-38.13080360867914
1739209782.9889615;-30.49652367304973
1739209782.9889677;-28.992665084841942
1739209782.988974;-45.120503652039325
1739209782.9889803;-45.120503652039325
1739209782.9889867;-45.120503652039325
1739209782.988993;-45.120503652039325
1739209782.9889994;-45.120503652039325
1739209782.9890056;-45.120503652039325
1739209782.989012;-45.120503652039325
1739209782.9890182;-45.120503652039325
1739209782.9890246;-45.120503652039325
1739209782.9890308;-38.13080360867914
1739209782.9890373;-35.57807855764607
1739209782.9890437;-38.13080360867914
1739209782.98905;-45.120503652039325
1739209782.9890563;-38.13080360867914
1739209782.9890625;-38.13080360867914
1739209782.989069;-45.120503652039325
1739209782.9890752;-45.120503652039325
1739209782.9890816;-38.13080360867914
1739209782.9890878;-38.13080360867914
1739209782.9890943;-45.120503652039325
1739209782.9891005;-45.120503652039325
1739209782.989107;-38.13080360867914
1739209782.989113;-32.816014438256545
1739209782.9891195;-33.981070128970906
1739209782.9891257;-45.120503652039325
1739209782.9891322;-45.120503652039325
1739209782.9891384;-38.13080360867914
1739209782.9891448;-35.57807855764607
1739209782.989151;-45.120503652039325
1739209782.9891574;-38.13080360867914
1739209782.9891636;-35.57807855764607
1739209782.98917;-38.13080360867914
1739209782.9891763;-45.120503652039325
1739209782.9891827;-45.120503652039325
1739209782.989189;-45.120503652039325
1739209782.9891953;-38.13080360867914
1739209782.9892015;-45.120503652039325
1739209782.989208;-45.120503652039325
1739209782.9892142;-45.120503652039325
1739209782.9892206;-38.13080360867914
1739209782.9892268;-45.120503652039325
1739209782.9892333;-38.13080360867914
1739209782.9892395;-38.13080360867914
1739209782.989246;-38.13080360867914
1739209782.989252;-45.120503652039325
1739209782.9892585;-38.13080360867914
1739209782.9892647;-35.57807855764607
1739209782.9892712;-35.57807855764607
1739209782.9892774;-33.981070128970906
1739209782.9892838;-45.120503652039325
1739209782.98929;-38.13080360867914
1739209782.9892964;-38.13080360867914
1739209782.9893026;-38.13080360867914
1739209782.989309;-45.120503652039325
1739209782.9893153;-38.13080360867914
1739209782.9893217;-45.120503652039325
1739209782.989328;-45.120503652039325
1739209782.9893343;-45.120503652039325
1739209782.9893405;-45.120503652039325
1739209782.989347;-45.120503652039325
1739209782.9893532;-38.13080360867914
1739209782.9893596;-35.57807855764607
1739209782.989366;-45.120503652039325
1739209782.9893723;-31.141103565318915
1739209782.9893787;-33.981070128970906
1739209782.989385;-45.120503652039325
1739209782.9893913;-45.120503652039325
1739209782.9893975;-31.141103565318915
1739209782.989404;-32.816014438256545
1739209782.9894102;-38.13080360867914
1739209782.9894166;-45.120503652039325
1739209782.9894228;-38.13080360867914
1739209782.9894292;-32.816014438256545
1739209782.9894354;-38.13080360867914
1739209782.9894419;-45.120503652039325
1739209782.989448;-38.13080360867914
1739209782.9894545;-32.816014438256545
1739209782.9894607;-45.120503652039325
1739209782.9894671;-45.120503652039325
1739209782.9894733;-38.13080360867914
1739209782.9894798;-38.13080360867914
1739209782.989486;-33.981070128970906
1739209782.9894924;-45.120503652039325
1739209782.9894986;-45.120503652039325
1739209782.989505;-38.13080360867914
1739209782.9895113;-38.13080360867914
1739209782.9895177;-45.120503652039325
1739209782.989524;-28.58837851428586
1739209782.9895303;-28.58837851428586
1739209782.9895365;-45.120503652039325
1739209782.989543;-45.120503652039325
1739209782.9895492;-38.13080360867914
1739209782.9895556;-35.57807855764607
1739209782.9895618;-45.120503652039325
1739209782.9895682;-38.13080360867914
1739209782.9895744;-35.57807855764607
1739209782.9895809;-35.57807855764607
1739209782.989587;-45.120503652039325
1739209782.9895935;-38.13080360867914
1739209782.9895997;-38.13080360867914
1739209782.9896061;-45.120503652039325
1739209782.9896123;-38.13080360867914
1739209782.9896188;-35.57807855764607
1739209782.989625;-45.120503652039325
1739209782.9896314;-45.120503652039325
1739209782.9896376;-38.13080360867914
1739209782.989644;-45.120503652039325
1739209782.9896502;-45.120503652039325
1739209782.9896567;-45.120503652039325
1739209782.989663;-38.13080360867914
1739209782.9896693;-45.120503652039325
1739209782.9896755;-30.49652367304973
1739209782.989682;-25.826314394896354
1739209782.9896884;-45.120503652039325
1739209782.9896946;-45.120503652039325
1739209782.989701;-33.981070128970906
1739209782.9897072;-45.120503652039325
1739209782.9897137;-45.120503652039325
1739209782.9897199;-35.57807855764607
1739209782.9897263;-45.120503652039325
1739209782.9897325;-45.120503652039325
1739209782.989739;-45.120503652039325
1739209782.9897451;-45.120503652039325
1739209782.9897516;-38.13080360867914
1739209782.9897578;-35.57807855764607
1739209782.9897642;-38.13080360867914
1739209782.9897704;-45.120503652039325
1739209782.9897768;-38.13080360867914
1739209782.989783;-38.13080360867914
1739209782.9897895;-45.120503652039325
1739209782.9897957;-45.120503652039325
1739209782.9898021;-45.120503652039325
1739209782.9898083;-45.120503652039325
1739209782.9898148;-33.981070128970906
1739209782.989821;-45.120503652039325
1739209782.9898274;-38.13080360867914
1739209782.9898336;-35.57807855764607
1739209782.98984;-38.13080360867914
1739209782.9898462;-45.120503652039325
1739209782.9898527;-33.981070128970906
1739209782.9898589;-33.981070128970906
1739209782.9898653;-45.120503652039325
1739209782.9898715;-45.120503652039325
1739209782.989878;-45.120503652039325
1739209782.9898841;-45.120503652039325
1739209782.9898906;-38.13080360867914
1739209782.9898968;-45.120503652039325
1739209782.9899032;-38.13080360867914
1739209782.9899094;-33.981070128970906
1739209782.9899158;-31.141103565318915
1739209782.989922;-45.120503652039325
1739209782.9899285;-45.120503652039325
1739209782.9899347;-35.57807855764607
1739209782.9899411;-45.120503652039325
1739209782.9899473;-45.120503652039325
1739209782.9899538;-45.120503652039325
1739209782.98996;-45.120503652039325
1739209782.9899664;-45.120503652039325
1739209782.9899726;-45.120503652039325
1739209782.989979;-38.13080360867914
1739209782.9899852;-38.13080360867914
1739209782.9899917;-38.13080360867914
1739209782.9899979;-45.120503652039325
1739209782.9900043;-45.120503652039325
1739209782.9900105;-31.141103565318893
1739209782.990017;-45.120503652039325
1739209782.9900234;-38.13080360867914
1739209782.9900296;-38.13080360867914
1739209782.990036;-45.120503652039325
1739209782.9900422;-38.13080360867914
1739209782.9900486;-45.120503652039325
1739209782.9900548;-35.57807855764607
1739209782.9900613;-38.13080360867914
1739209782.9900675;-45.120503652039325
1739209782.990074;-45.120503652039325
1739209782.99008;-45.120503652039325
1739209782.9900866;-45.120503652039325
1739209782.9900928;-38.13080360867914
1739209782.9900992;-38.13080360867914
1739209782.9901054;-38.13080360867914
1739209782.9901118;-35.57807855764607
1739209782.990118;-38.13080360867914
1739209782.9901245;-35.57807855764607
1739209782.9901307;-45.120503652039325
1739209782.990137;-45.120503652039325
1739209782.9901433;-38.13080360867914
1739209782.9901497;-38.13080360867914
1739209782.990156;-45.120503652039325
1739209782.9901624;-45.120503652039325
1739209782.9901686;-38.13080360867914
1739209782.990175;-45.120503652039325
1739209782.9901812;-45.120503652039325
1739209782.9901876;-45.120503652039325
1739209782.9901938;-38.13080360867914
1739209782.9902003;-33.981070128970906
1739209782.9902065;-38.13080360867914
1739209782.990213;-45.120503652039325
1739209782.990219;-38.13080360867914
1739209782.9902256;-38.13080360867914
1739209782.9902318;-45.120503652039325
1739209782.9902382;-38.13080360867914
1739209782.9902444;-38.13080360867914
1739209782.9902508;-45.120503652039325
1739209782.990257;-45.120503652039325
1739209782.9902635;-38.13080360867914
1739209782.9902697;-38.13080360867914
1739209782.990276;-45.120503652039325
1739209782.9902823;-38.13080360867914
1739209782.9902887;-45.120503652039325
1739209782.990295;-31.141103565318915
1739209782.9903014;-35.57807855764607
1739209782.9903076;-38.13080360867914
1739209782.990314;-45.120503652039325
1739209782.9903202;-38.13080360867914
1739209782.9903266;-45.120503652039325
1739209782.9903328;-45.120503652039325
1739209782.9903393;-38.13080360867914
1739209782.9903457;-31.141103565318915
1739209782.990352;-45.120503652039325
1739209782.9903584;-45.120503652039325
1739209782.9903646;-38.13080360867914
1739209782.990371;-35.57807855764607
1739209782.9903772;-38.13080360867914
1739209782.9903836;-38.13080360867914
1739209782.9903898;-35.57807855764607
1739209782.9903963;-27.877744956031414
1739209782.9904025;-45.120503652039325
1739209782.990409;-38.13080360867914
1739209782.990415;-38.13080360867914
1739209782.9904215;-31.141103565318915
1739209782.9904277;-45.120503652039325
1739209782.9904342;-38.13080360867914
1739209782.9904404;-35.57807855764607
1739209782.9904468;-31.141103565318915
1739209782.990453;-38.13080360867914
1739209782.9904594;-45.120503652039325
1739209782.9904656;-38.13080360867914
1739209782.990472;-45.120503652039325
1739209782.9904783;-45.120503652039325
1739209782.9904847;-33.981070128970906
1739209782.990491;-35.57807855764607
1739209782.9904974;-38.13080360867914
1739209782.9905035;-45.120503652039325
1739209782.99051;-38.13080360867914
1739209782.9905162;-38.13080360867914
1739209782.9905226;-45.120503652039325
1739209782.9905288;-45.120503652039325
1739209782.9905353;-45.120503652039325
1739209782.9905415;-31.141103565318893
1739209782.990548;-31.14110356531892
1739209782.990554;-45.120503652039325
1739209782.9905605;-33.981070128970906
1739209782.9905667;-38.13080360867914
1739209782.9905732;-38.13080360867914
1739209782.9905794;-38.13080360867914
1739209782.9905858;-45.120503652039325
1739209782.990592;-33.981070128970906
1739209782.9905984;-31.141103565318915
1739209782.9906046;-38.13080360867914
1739209782.990611;-45.120503652039325
1739209782.9906173;-32.816014438256545
1739209782.9906237;-38.13080360867914
1739209782.99063;-38.13080360867914
1739209782.9906363;-38.13080360867914
1739209782.9906425;-45.120503652039325
1739209782.990649;-38.13080360867914
1739209782.9906552;-45.120503652039325
1739209782.9906616;-45.120503652039325
1739209782.990668;-38.13080360867914
1739209782.9906743;-45.120503652039325
1739209782.9906807;-35.57807855764607
1739209782.990687;-38.13080360867914
1739209782.9906933;-45.120503652039325
1739209782.9906995;-45.120503652039325
1739209782.990706;-38.13080360867914
1739209782.9907122;-45.120503652039325
1739209782.9907186;-45.120503652039325
1739209782.9907248;-45.120503652039325
1739209782.9907312;-35.57807855764607
1739209782.9907374;-45.120503652039325
1739209782.9907439;-45.120503652039325
1739209782.99075;-33.981070128970906
1739209782.9907565;-38.13080360867914
1739209782.9907627;-45.120503652039325
1739209782.9907691;-38.13080360867914
1739209782.9907753;-35.57807855764607
1739209782.9907818;-45.120503652039325
1739209782.990788;-45.120503652039325
1739209782.9907944;-38.13080360867914
1739209782.9908006;-45.120503652039325
1739209782.990807;-38.13080360867914
1739209782.9908133;-38.13080360867914
1739209782.9908197;-45.120503652039325
1739209782.990826;-45.120503652039325
1739209782.9908323;-32.816014438256545
1739209782.9908385;-45.120503652039325
1739209782.990845;-45.120503652039325
1739209782.9908512;-33.981070128970906
1739209782.9908576;-38.13080360867914
1739209782.9908638;-38.13080360867914
1739209782.9908702;-45.120503652039325
1739209782.9908764;-45.120503652039325
1739209782.9908829;-45.120503652039325
1739209782.990889;-45.120503652039325
1739209782.9908955;-38.13080360867914
1739209782.9909017;-45.120503652039325
1739209782.9909081;-45.120503652039325
1739209782.9909143;-45.120503652039325
1739209782.9909208;-45.120503652039325
1739209782.990927;-35.57807855764607
1739209782.9909334;-38.13080360867914
1739209782.9909396;-38.13080360867914
1739209782.990946;-35.57807855764607
1739209782.9909523;-45.120503652039325
1739209782.9909587;-33.981070128970906
1739209782.990965;-35.57807855764607
1739209782.9909713;-45.120503652039325
1739209782.9909775;-38.13080360867914
1739209782.990984;-45.120503652039325
1739209782.9909904;-38.13080360867914
1739209782.9909966;-45.120503652039325
1739209782.991003;-38.13080360867914
1739209782.9910092;-45.120503652039325
1739209782.9910157;-38.13080360867914
1739209782.9910219;-35.57807855764607
1739209782.9910283;-38.13080360867914
1739209782.9910345;-45.120503652039325
1739209782.991041;-45.120503652039325
1739209782.9910471;-45.120503652039325
1739209782.9910536;-45.120503652039325
1739209782.9910598;-33.981070128970906
1739209782.9910662;-38.13080360867914
1739209782.9910724;-45.120503652039325
1739209782.9910789;-38.13080360867914
1739209782.991085;-45.120503652039325
1739209782.9910915;-38.13080360867914
1739209782.9910977;-38.13080360867914
1739209782.9911041;-38.13080360867914
1739209782.9911103;-45.120503652039325
1739209782.9911168;-45.120503652039325
1739209782.991123;-38.13080360867914
1739209782.9911294;-38.13080360867914
1739209782.9911356;-38.13080360867914
1739209782.991142;-38.13080360867914
1739209782.9911482;-45.120503652039325
1739209782.9911547;-45.120503652039325
1739209782.9911609;-38.13080360867914
1739209782.9911673;-38.13080360867914
1739209782.9911735;-35.57807855764607
1739209782.99118;-38.13080360867914
1739209782.9911861;-38.13080360867914
1739209782.9911926;-38.13080360867914
1739209782.9911988;-35.57807855764607
1739209782.9912052;-38.13080360867914
1739209782.9912114;-38.13080360867914
1739209782.9912179;-35.57807855764607
1739209782.991224;-38.13080360867914
1739209782.9912305;-45.120503652039325
1739209782.9912367;-45.120503652039325
1739209782.9912431;-45.120503652039325
1739209782.9912493;-38.13080360867914
1739209782.9912558;-35.57807855764607
1739209782.991262;-35.57807855764607
1739209782.9912684;-35.57807855764607
1739209782.9912746;-38.13080360867914
1739209782.991281;-45.120503652039325
1739209782.9912872;-45.120503652039325
1739209782.9912937;-38.13080360867914
1739209782.9912999;-45.120503652039325
1739209782.9913063;-38.13080360867914
1739209782.9913127;-28.992665084841942
1739209782.991319;-28.992665084841942
1739209782.9913254;-45.120503652039325
1739209782.9913316;-38.13080360867914
1739209782.991338;-35.57807855764607
1739209782.9913442;-33.981070128970906
1739209782.9913507;-33.981070128970906
1739209782.9913568;-45.120503652039325
1739209782.9913633;-38.13080360867914
1739209782.9913695;-35.57807855764607
1739209782.991376;-38.13080360867914
1739209782.9913821;-38.13080360867914
1739209782.9913886;-38.13080360867914
1739209782.9913948;-45.120503652039325
1739209782.9914012;-45.120503652039325
1739209782.9914074;-45.120503652039325
1739209782.9914138;-38.13080360867914
1739209782.99142;-33.981070128970906
1739209782.9914265;-45.120503652039325
1739209782.9914327;-38.13080360867914
1739209782.991439;-38.13080360867914
1739209782.9914453;-45.120503652039325
1739209782.9914517;-45.120503652039325
1739209782.991458;-45.120503652039325
1739209782.9914644;-45.120503652039325
1739209782.9914706;-38.13080360867914
1739209782.991477;-45.120503652039325
1739209782.9914832;-38.13080360867914
1739209782.9914896;-38.13080360867914
1739209782.9914958;-38.13080360867914
1739209782.9915023;-38.13080360867914
1739209782.9915085;-38.13080360867914
1739209782.991515;-38.13080360867914
1739209782.9915211;-29.438486411369347
1739209782.9915276;-45.120503652039325
1739209782.9915338;-45.120503652039325
1739209782.9915402;-45.120503652039325
1739209782.9915464;-45.120503652039325
1739209782.9915528;-33.981070128970906
1739209782.991559;-45.120503652039325
1739209782.9915655;-38.13080360867914
1739209782.9915717;-27.877744956031414
1739209782.991578;-38.13080360867914
1739209782.9915843;-38.13080360867914
1739209782.9915907;-45.120503652039325
1739209782.991597;-38.13080360867914
1739209782.9916034;-38.13080360867914
1739209782.9916096;-38.13080360867914
1739209782.991616;-45.120503652039325
1739209782.9916222;-33.981070128970906
1739209782.9916286;-38.13080360867914
1739209782.991635;-38.13080360867914
1739209782.9916413;-45.120503652039325
1739209782.9916477;-45.120503652039325
1739209782.991654;-38.13080360867914
1739209782.9916604;-45.120503652039325
1739209782.9916666;-45.120503652039325
1739209782.991673;-38.13080360867914
1739209782.9916792;-35.57807855764607
1739209782.9916856;-38.13080360867914
1739209782.9916918;-38.13080360867914
1739209782.9916983;-38.13080360867914
1739209782.9917045;-38.13080360867914
1739209782.991711;-38.13080360867914
1739209782.991717;-45.120503652039325
1739209782.9917235;-38.13080360867914
1739209782.9917297;-35.57807855764607
1739209782.9917362;-38.13080360867914
1739209782.9917424;-45.120503652039325
1739209782.9917488;-38.13080360867914
1739209782.991755;-32.816014438256545
1739209782.9917614;-45.120503652039325
1739209782.9917676;-38.13080360867914
1739209782.991774;-38.13080360867914
1739209782.9917803;-38.13080360867914
1739209782.9917867;-38.13080360867914
1739209782.991793;-45.120503652039325
1739209782.9917994;-45.120503652039325
1739209782.9918056;-45.120503652039325
1739209782.991812;-45.120503652039325
1739209782.9918182;-35.57807855764607
1739209782.9918246;-38.13080360867914
1739209782.9918308;-45.120503652039325
1739209782.9918373;-33.981070128970906
1739209782.9918435;-38.13080360867914
1739209782.99185;-38.13080360867914
1739209782.991856;-38.13080360867914
1739209782.9918625;-38.13080360867914
1739209782.9918687;-38.13080360867914
1739209782.9918752;-45.120503652039325
1739209782.9918814;-35.57807855764607
1739209782.9918878;-38.13080360867914
1739209782.991894;-35.57807855764607
1739209782.9919004;-38.13080360867914
1739209782.9919066;-45.120503652039325
1739209782.991913;-45.120503652039325
1739209782.9919193;-45.120503652039325
1739209782.9919257;-45.120503652039325
1739209782.991932;-45.120503652039325
1739209782.9919384;-38.13080360867914
1739209782.9919446;-38.13080360867914
1739209782.991951;-45.120503652039325
1739209782.9919574;-45.120503652039325
1739209782.9919636;-38.13080360867914
1739209782.99197;-45.120503652039325
1739209782.9919763;-38.13080360867914
1739209782.9919827;-45.120503652039325
1739209782.991989;-38.13080360867914
1739209782.9919953;-35.57807855764607
1739209782.9920015;-35.57807855764607
1739209782.992008;-35.57807855764607
1739209782.9920142;-35.57807855764607
1739209782.9920206;-38.13080360867914
1739209782.9920268;-38.13080360867914
1739209782.9920332;-35.57807855764607
1739209782.9920394;-38.13080360867914
1739209782.9920459;-35.57807855764607
1739209782.992052;-38.13080360867914
1739209782.9920585;-45.120503652039325
1739209782.9920647;-38.13080360867914
1739209782.9920712;-38.13080360867914
1739209782.9920774;-45.120503652039325
1739209782.9920838;-35.57807855764607
1739209782.99209;-45.120503652039325
1739209782.9920964;-45.120503652039325
1739209782.9921026;-45.120503652039325
1739209782.992109;-45.120503652039325
1739209782.9921153;-45.120503652039325
1739209782.9921217;-45.120503652039325
1739209782.992128;-38.13080360867914
1739209782.9921343;-25.077289914212862
1739209782.9921405;-38.13080360867914
1739209782.992147;-45.120503652039325
1739209782.9921532;-45.120503652039325
1739209782.9921596;-38.13080360867914
1739209782.9921658;-38.13080360867914
1739209782.9921722;-45.120503652039325
1739209782.9921784;-45.120503652039325
1739209782.9921849;-45.120503652039325
1739209782.992191;-45.120503652039325
1739209782.9921975;-45.120503652039325
1739209782.9922037;-38.13080360867914
1739209782.9922101;-45.120503652039325
1739209782.9922163;-45.120503652039325
1739209782.9922228;-45.120503652039325
1739209782.992229;-38.13080360867914
1739209782.9922354;-38.13080360867914
1739209782.9922416;-45.120503652039325
1739209782.992248;-45.120503652039325
1739209782.9922543;-38.13080360867914
1739209782.9922607;-38.13080360867914
1739209782.992267;-38.13080360867914
1739209782.9922733;-45.120503652039325
1739209782.9922798;-45.120503652039325
1739209782.992286;-26.487275050834715
1739209782.9922924;-31.141103565318915
1739209782.9922986;-45.120503652039325
1739209782.992305;-45.120503652039325
1739209782.9923112;-32.816014438256545
1739209782.9923177;-38.13080360867914
1739209782.9923239;-45.120503652039325
1739209782.9923303;-38.13080360867914
1739209782.9923365;-45.120503652039325
1739209782.992343;-45.120503652039325
1739209782.9923491;-45.120503652039325
1739209782.9923556;-45.120503652039325
1739209782.9923618;-45.120503652039325
1739209782.9923682;-45.120503652039325
1739209782.9923744;-45.120503652039325
1739209782.9923809;-38.13080360867914
1739209782.992387;-38.13080360867914
1739209782.9923935;-38.13080360867914
1739209782.9923997;-38.13080360867914
1739209782.9924061;-38.13080360867914
1739209782.9924123;-45.120503652039325
1739209782.9924188;-45.120503652039325
1739209782.992425;-45.120503652039325
1739209782.9924314;-45.120503652039325
1739209782.9924376;-38.13080360867914
1739209782.992444;-38.13080360867914
1739209782.9924502;-38.13080360867914
1739209782.9924567;-38.13080360867914
1739209782.9924629;-45.120503652039325
1739209782.9924693;-38.13080360867914
1739209782.9924755;-45.120503652039325
1739209782.992482;-38.13080360867914
1739209782.9924881;-38.13080360867914
1739209782.9924946;-45.120503652039325
1739209782.9925008;-45.120503652039325
1739209782.9925072;-38.13080360867914
1739209782.9925134;-45.120503652039325
1739209782.9925199;-38.13080360867914
1739209782.992526;-38.13080360867914
1739209782.9925325;-45.120503652039325
1739209782.9925387;-32.816014438256545
1739209782.9925451;-38.13080360867914
1739209782.9925513;-45.120503652039325
1739209782.9925578;-38.13080360867914
1739209782.992564;-38.13080360867914
1739209782.9925704;-33.981070128970906
1739209782.9925766;-45.120503652039325
1739209782.992583;-45.120503652039325
1739209782.9925892;-45.120503652039325
1739209782.9925957;-33.981070128970906
1739209782.992602;-38.13080360867914
1739209782.9926083;-38.13080360867914
1739209782.9926147;-45.120503652039325
1739209782.992621;-35.57807855764607
1739209782.9926274;-38.13080360867914
1739209782.9926336;-45.120503652039325
1739209782.99264;-45.120503652039325
1739209782.9926462;-45.120503652039325
1739209782.9926527;-38.13080360867914
1739209782.9926589;-38.13080360867914
1739209782.9926653;-38.13080360867914
1739209782.9926715;-38.13080360867914
1739209782.992678;-38.13080360867914
1739209782.9926841;-38.13080360867914
1739209782.9926906;-45.120503652039325
1739209782.9926968;-31.141103565318915
1739209782.9927032;-38.13080360867914
1739209782.9927094;-45.120503652039325
1739209782.9927158;-38.13080360867914
1739209782.992722;-35.57807855764607
1739209782.9927285;-38.13080360867914
1739209782.9927347;-45.120503652039325
1739209782.992741;-35.57807855764607
1739209782.9927473;-30.49652367304973
1739209782.9927537;-45.120503652039325
1739209782.99276;-45.120503652039325
1739209782.9927664;-45.120503652039325
1739209782.9927726;-38.13080360867914
1739209782.992779;-45.120503652039325
1739209782.9927852;-45.120503652039325
1739209782.9927917;-38.13080360867914
1739209782.9927979;-32.816014438256545
1739209782.9928043;-45.120503652039325
1739209782.9928105;-45.120503652039325
1739209782.992817;-38.13080360867914
1739209782.9928231;-38.13080360867914
1739209782.9928296;-38.13080360867914
1739209782.9928358;-45.120503652039325
1739209782.9928422;-35.57807855764607
1739209782.9928484;-38.13080360867914
1739209782.9928548;-45.120503652039325
1739209782.992861;-38.13080360867914
1739209782.9928675;-45.120503652039325
1739209782.9928737;-45.120503652039325
1739209782.99288;-45.120503652039325
1739209782.9928863;-38.13080360867914
1739209782.9928927;-38.13080360867914
1739209782.992899;-35.57807855764607
1739209782.9929054;-35.57807855764607
1739209782.9929116;-38.13080360867914
1739209782.992918;-35.57807855764607
1739209782.9929242;-33.981070128970906
1739209782.9929307;-45.120503652039325
1739209782.992937;-45.120503652039325
1739209782.9929433;-45.120503652039325
1739209782.9929497;-45.120503652039325
1739209782.992956;-38.13080360867914
1739209782.9929624;-45.120503652039325
1739209782.9929686;-45.120503652039325
1739209782.992975;-45.120503652039325
1739209782.9929812;-45.120503652039325
1739209782.9929876;-45.120503652039325
1739209782.9929938;-45.120503652039325
1739209782.9930003;-38.13080360867914
1739209782.9930065;-38.13080360867914
1739209782.993013;-35.57807855764607
1739209782.993019;-38.13080360867914
1739209782.9930255;-38.13080360867914
