CAN Message; 0x98:00009df17ddb5fbc
1739209810.849844;-29.438486411369333
1739209810.8498468;-32.816014438256545
1739209810.8498497;-38.13080360867914
1739209810.8498526;-45.120503652039325
1739209810.8498552;-38.13080360867914
1739209810.849858;-38.13080360867914
1739209810.849861;-38.13080360867914
1739209810.8498635;-45.120503652039325
1739209810.8498664;-45.120503652039325
1739209810.8498693;-38.13080360867914
1739209810.849872;-38.13080360867914
1739209810.8498747;-35.57807855764607
1739209810.8498776;-35.57807855764607
1739209810.8498805;-38.13080360867914
1739209810.849883;-38.13080360867914
1739209810.849886;-33.981070128970906
1739209810.8498888;-45.120503652039325
1739209810.8498914;-45.120503652039325
1739209810.8498943;-35.57807855764607
1739209810.8498971;-38.13080360867914
1739209810.8499;-45.120503652039325
1739209810.8499026;-45.120503652039325
1739209810.8499055;-38.13080360867914
1739209810.8499084;-45.120503652039325
1739209810.849911;-33.981070128970906
1739209810.8499138;-35.57807855764607
1739209810.8499167;-38.13080360867914
1739209810.8499196;-38.13080360867914
1739209810.8499222;-45.120503652039325
1739209810.849925;-38.13080360867914
1739209810.849928;-45.120503652039325
1739209810.8499305;-35.57807855764607
1739209810.8499334;-45.120503652039325
1739209810.8499362;-45.120503652039325
1739209810.8499389;-32.816014438256545
1739209810.8499417;-38.13080360867914
1739209810.8499446;-45.120503652039325
1739209810.8499475;-45.120503652039325
1739209810.84995;-38.13080360867914
1739209810.849953;-38.13080360867914
1739209810.8499558;-38.13080360867914
1739209810.8499584;-45.120503652039325
1739209810.8499613;-45.120503652039325
1739209810.8499641;-38.13080360867914
1739209810.849967;-45.120503652039325
1739209810.8499696;-45.120503652039325
1739209810.8499725;-38.13080360867914
1739209810.8499753;-35.57807855764607
1739209810.849978;-35.57807855764607
1739209810.8499808;-38.13080360867914
1739209810.8499837;-45.120503652039325
1739209810.8499863;-35.57807855764607
1739209810.8499892;-35.57807855764607
1739209810.849992;-35.57807855764607
1739209810.849995;-45.120503652039325
1739209810.8499975;-45.120503652039325
1739209810.8500004;-45.120503652039325
1739209810.8500032;-38.13080360867914
1739209810.8500059;-45.120503652039325
1739209810.8500087;-38.13080360867914
1739209810.8500116;-35.57807855764607
1739209810.8500142;-45.120503652039325
1739209810.850017;-38.13080360867914
1739209810.85002;-45.120503652039325
1739209810.8500228;-38.13080360867914
1739209810.8500254;-33.981070128970906
1739209810.8500283;-45.120503652039325
1739209810.8500311;-45.120503652039325
1739209810.8500338;-35.57807855764607
1739209810.8500366;-38.13080360867914
1739209810.8500395;-45.120503652039325
1739209810.8500423;-45.120503652039325
1739209810.850045;-45.120503652039325
1739209810.8500478;-38.13080360867914
1739209810.8500507;-38.13080360867914
1739209810.8500533;-45.120503652039325
1739209810.8500562;-45.120503652039325
1739209810.850059;-38.13080360867914
1739209810.8500617;-45.120503652039325
1739209810.8500645;-38.13080360867914
1739209810.8500674;-38.13080360867914
1739209810.8500702;-38.13080360867914
1739209810.8500729;-38.13080360867914
1739209810.8500757;-38.13080360867914
1739209810.8500786;-38.13080360867914
1739209810.8500812;-45.120503652039325
1739209810.850084;-45.120503652039325
1739209810.850087;-38.13080360867914
1739209810.8500898;-38.13080360867914
1739209810.8500924;-28.992665084841942
1739209810.8500953;-33.981070128970906
1739209810.8500981;-38.13080360867914
1739209810.8501008;-45.120503652039325
1739209810.8501036;-33.981070128970906
1739209810.8501065;-35.57807855764607
1739209810.850109;-38.13080360867914
1739209810.850112;-45.120503652039325
1739209810.8501148;-35.57807855764607
1739209810.8501177;-38.13080360867914
1739209810.8501203;-38.13080360867914
1739209810.8501232;-45.120503652039325
1739209810.850126;-45.120503652039325
1739209810.8501287;-45.120503652039325
1739209810.8501315;-45.120503652039325
1739209810.8501344;-38.13080360867914
1739209810.8501372;-38.13080360867914
1739209810.8501399;-35.57807855764607
1739209810.8501427;-33.981070128970906
1739209810.8501456;-32.816014438256545
1739209810.8501482;-45.120503652039325
1739209810.850151;-35.57807855764607
1739209810.850154;-31.141103565318915
1739209810.8501565;-45.120503652039325
1739209810.8501594;-33.981070128970906
1739209810.8501623;-30.49652367304973
1739209810.8501651;-38.13080360867914
1739209810.8501678;-45.120503652039325
1739209810.8501706;-38.13080360867914
1739209810.8501735;-38.13080360867914
1739209810.850176;-45.120503652039325
1739209810.850179;-35.57807855764607
1739209810.8501818;-38.13080360867914
1739209810.8501844;-33.981070128970956
1739209810.8501873;-32.816014438256545
1739209810.8501902;-38.13080360867914
1739209810.850193;-45.120503652039325
1739209810.8501956;-38.13080360867914
1739209810.8501985;-38.13080360867914
1739209810.8502014;-35.57807855764607
1739209810.850204;-32.816014438256545
1739209810.8502069;-33.981070128970906
1739209810.8502097;-38.13080360867914
1739209810.8502126;-45.120503652039325
1739209810.8502152;-38.13080360867914
1739209810.850218;-45.120503652039325
1739209810.850221;-38.13080360867914
1739209810.8502235;-45.120503652039325
1739209810.8502264;-45.120503652039325
1739209810.8502293;-38.13080360867914
1739209810.850232;-45.120503652039325
1739209810.8502347;-45.120503652039325
1739209810.8502376;-38.13080360867914
1739209810.8502405;-38.13080360867914
1739209810.850243;-38.13080360867914
1739209810.850246;-38.13080360867914
1739209810.8502488;-45.120503652039325
1739209810.8502514;-45.120503652039325
1739209810.8502543;-33.981070128970906
1739209810.8502572;-38.13080360867914
1739209810.85026;-45.120503652039325
1739209810.8502626;-32.816014438256545
1739209810.8502655;-38.13080360867914
1739209810.8502684;-45.120503652039325
1739209810.850271;-38.13080360867914
1739209810.8502738;-32.816014438256545
1739209810.8502767;-38.13080360867914
1739209810.8502793;-38.13080360867914
1739209810.8502822;-38.13080360867914
1739209810.850285;-38.13080360867914
1739209810.850288;-45.120503652039325
1739209810.8502905;-45.120503652039325
1739209810.8502934;-45.120503652039325
1739209810.8502963;-45.120503652039325
1739209810.850299;-38.13080360867914
1739209810.8503017;-45.120503652039325
1739209810.8503046;-38.13080360867914
1739209810.8503075;-45.120503652039325
1739209810.85031;-45.120503652039325
1739209810.850313;-35.57807855764607
1739209810.8503158;-45.120503652039325
1739209810.8503184;-35.57807855764607
1739209810.8503213;-35.57807855764607
1739209810.8503242;-45.120503652039325
1739209810.8503268;-38.13080360867914
1739209810.8503296;-45.120503652039325
1739209810.8503325;-35.57807855764607
1739209810.8503354;-38.13080360867914
1739209810.850338;-38.13080360867914
1739209810.8503408;-45.120503652039325
1739209810.8503437;-45.120503652039325
1739209810.8503463;-45.120503652039325
1739209810.8503492;-38.13080360867914
1739209810.850352;-35.57807855764607
1739209810.850355;-45.120503652039325
1739209810.8503575;-38.13080360867914
1739209810.8503604;-38.13080360867914
1739209810.8503633;-45.120503652039325
1739209810.8503659;-38.13080360867914
1739209810.8503687;-38.13080360867914
1739209810.8503716;-38.13080360867914
1739209810.8503742;-38.13080360867914
1739209810.850377;-38.13080360867914
1739209810.85038;-38.13080360867914
1739209810.8503828;-38.13080360867914
1739209810.8503854;-45.120503652039325
1739209810.8503883;-45.120503652039325
1739209810.8503911;-38.13080360867914
1739209810.8503938;-38.13080360867914
1739209810.8503966;-45.120503652039325
1739209810.8503995;-35.57807855764607
1739209810.850402;-32.816014438256545
1739209810.850405;-33.981070128970906
1739209810.8504078;-38.13080360867914
1739209810.8504107;-38.13080360867914
1739209810.8504133;-45.120503652039325
1739209810.8504162;-45.120503652039325
1739209810.850419;-32.816014438256545
1739209810.8504217;-35.57807855764607
1739209810.8504245;-45.120503652039325
1739209810.8504274;-38.13080360867914
1739209810.8504303;-35.57807855764607
1739209810.8504329;-35.57807855764607
1739209810.8504357;-38.13080360867914
1739209810.8504386;-45.120503652039325
1739209810.8504412;-45.120503652039325
1739209810.850444;-38.13080360867914
1739209810.850447;-45.120503652039325
1739209810.8504496;-38.13080360867914
1739209810.8504524;-45.120503652039325
1739209810.8504553;-32.81601443825658
1739209810.8504581;-45.120503652039325
1739209810.8504608;-45.120503652039325
1739209810.8504636;-38.13080360867914
1739209810.8504665;-45.120503652039325
1739209810.850469;-45.120503652039325
1739209810.850472;-38.13080360867914
1739209810.8504748;-35.57807855764607
1739209810.8504777;-33.981070128970906
1739209810.8504803;-45.120503652039325
1739209810.8504832;-45.120503652039325
1739209810.850486;-38.13080360867914
1739209810.8504887;-38.13080360867914
1739209810.8504915;-45.120503652039325
1739209810.8504944;-38.13080360867914
1739209810.850497;-38.13080360867914
1739209810.8504999;-45.120503652039325
1739209810.8505027;-45.120503652039325
1739209810.8505056;-38.13080360867914
1739209810.8505082;-38.13080360867914
1739209810.850511;-45.120503652039325
1739209810.850514;-38.13080360867914
1739209810.8505166;-38.13080360867914
1739209810.8505194;-35.57807855764607
1739209810.8505223;-32.816014438256545
1739209810.8505251;-45.120503652039325
1739209810.8505278;-45.120503652039325
1739209810.8505306;-38.13080360867914
1739209810.8505335;-38.13080360867914
1739209810.850536;-45.120503652039325
1739209810.850539;-38.13080360867914
1739209810.8505418;-32.816014438256545
1739209810.8505445;-28.992665084841942
1739209810.8505473;-38.13080360867914
1739209810.8505502;-38.13080360867914
1739209810.850553;-38.13080360867914
1739209810.8505557;-38.13080360867914
1739209810.8505585;-38.13080360867914
1739209810.8505614;-38.13080360867914
1739209810.850564;-45.120503652039325
1739209810.8505669;-30.49652367304973
1739209810.8505697;-33.981070128970906
1739209810.8505726;-38.13080360867914
1739209810.8505752;-38.13080360867914
1739209810.850578;-45.120503652039325
1739209810.850581;-38.13080360867914
1739209810.8505836;-38.13080360867914
1739209810.8505864;-45.120503652039325
1739209810.8505893;-38.13080360867914
1739209810.850592;-35.57807855764607
1739209810.8505948;-38.13080360867914
1739209810.8505976;-45.120503652039325
1739209810.8506005;-38.13080360867914
1739209810.850603;-45.120503652039325
1739209810.850606;-38.13080360867914
1739209810.8506088;-45.120503652039325
1739209810.8506114;-38.13080360867914
1739209810.8506143;-38.13080360867914
1739209810.8506172;-38.13080360867914
1739209810.8506198;-45.120503652039325
1739209810.8506227;-45.120503652039325
1739209810.8506255;-45.120503652039325
1739209810.8506284;-38.13080360867914
1739209810.850631;-38.13080360867914
1739209810.8506339;-33.981070128970906
1739209810.8506367;-35.57807855764607
1739209810.8506393;-33.981070128970906
1739209810.8506422;-35.57807855764607
1739209810.850645;-38.13080360867914
1739209810.850648;-45.120503652039325
1739209810.8506505;-38.13080360867914
1739209810.8506534;-45.120503652039325
1739209810.8506563;-38.13080360867914
1739209810.850659;-38.13080360867914
1739209810.8506618;-45.120503652039325
1739209810.8506646;-45.120503652039325
1739209810.8506672;-38.13080360867914
1739209810.85067;-45.120503652039325
1739209810.850673;-45.120503652039325
1739209810.8506758;-38.13080360867914
1739209810.8506784;-45.120503652039325
1739209810.8506813;-35.57807855764607
1739209810.8506842;-38.13080360867914
1739209810.8506868;-38.13080360867914
1739209810.8506896;-38.13080360867914
1739209810.8506925;-38.13080360867914
1739209810.8506954;-33.981070128970906
1739209810.850698;-45.120503652039325
1739209810.8507009;-38.13080360867914
1739209810.8507037;-45.120503652039325
1739209810.8507063;-38.13080360867914
1739209810.8507092;-35.57807855764607
1739209810.850712;-45.120503652039325
1739209810.8507147;-45.120503652039325
1739209810.8507175;-38.13080360867914
1739209810.8507204;-45.120503652039325
1739209810.8507233;-38.13080360867914
1739209810.850726;-35.57807855764607
1739209810.8507288;-45.120503652039325
1739209810.8507316;-45.120503652039325
1739209810.8507342;-38.13080360867914
1739209810.850737;-35.57807855764607
1739209810.85074;-38.13080360867914
1739209810.8507428;-32.816014438256545
1739209810.8507454;-38.13080360867914
1739209810.8507483;-45.120503652039325
1739209810.8507512;-38.13080360867914
1739209810.8507538;-45.120503652039325
1739209810.8507566;-45.120503652039325
1739209810.8507595;-45.120503652039325
1739209810.8507621;-33.981070128970906
1739209810.850765;-45.120503652039325
1739209810.8507679;-45.120503652039325
1739209810.8507707;-38.13080360867914
1739209810.8507733;-33.981070128970906
1739209810.8507762;-38.13080360867914
1739209810.850779;-38.13080360867914
1739209810.8507817;-32.816014438256545
1739209810.8507845;-38.13080360867914
1739209810.8507874;-45.120503652039325
1739209810.8507903;-45.120503652039325
1739209810.850793;-28.21854285175415
1739209810.8507957;-35.57807855764607
1739209810.8507986;-45.120503652039325
1739209810.8508012;-38.13080360867914
1739209810.850804;-31.141103565318893
1739209810.850807;-38.13080360867914
1739209810.8508096;-45.120503652039325
1739209810.8508124;-38.13080360867914
1739209810.8508153;-45.120503652039325
1739209810.8508182;-38.13080360867914
1739209810.8508208;-29.438486411369333
1739209810.8508236;-33.981070128970906
1739209810.8508265;-45.120503652039325
1739209810.8508291;-45.120503652039325
1739209810.850832;-45.120503652039325
1739209810.8508348;-45.120503652039325
1739209810.8508375;-45.120503652039325
1739209810.8508403;-45.120503652039325
1739209810.8508432;-35.57807855764607
1739209810.850846;-33.981070128970906
1739209810.8508487;-45.120503652039325
1739209810.8508515;-45.120503652039325
1739209810.8508544;-38.13080360867914
1739209810.850857;-45.120503652039325
1739209810.8508599;-30.49652367304973
1739209810.8508627;-32.816014438256545
1739209810.8508656;-38.13080360867914
1739209810.8508682;-45.120503652039325
1739209810.850871;-45.120503652039325
1739209810.850874;-38.13080360867914
1739209810.8508766;-45.120503652039325
1739209810.8508794;-38.13080360867914
1739209810.8508823;-45.120503652039325
1739209810.850885;-45.120503652039325
1739209810.8508878;-45.120503652039325
1739209810.8508906;-38.13080360867914
1739209810.8508935;-38.13080360867914
1739209810.8508961;-38.13080360867914
1739209810.850899;-45.120503652039325
1739209810.8509018;-38.13080360867914
1739209810.8509045;-32.816014438256545
1739209810.8509073;-38.13080360867914
1739209810.8509102;-38.13080360867914
1739209810.850913;-33.981070128970906
1739209810.8509157;-45.120503652039325
1739209810.8509185;-45.120503652039325
1739209810.8509214;-45.120503652039325
1739209810.850924;-45.120503652039325
1739209810.8509269;-35.57807855764607
1739209810.8509297;-38.13080360867914
1739209810.8509324;-45.120503652039325
1739209810.8509352;-45.120503652039325
1739209810.850938;-45.120503652039325
1739209810.850941;-45.120503652039325
1739209810.8509436;-45.120503652039325
1739209810.8509464;-45.120503652039325
1739209810.8509493;-45.120503652039325
1739209810.850952;-45.120503652039325
1739209810.8509548;-38.13080360867914
1739209810.8509576;-38.13080360867914
1739209810.8509605;-45.120503652039325
1739209810.850963;-38.13080360867914
1739209810.850966;-38.13080360867914
1739209810.8509688;-45.120503652039325
1739209810.8509715;-35.57807855764607
1739209810.8509743;-35.57807855764607
1739209810.8509772;-38.13080360867914
1739209810.8509798;-31.141103565318915
1739209810.8509827;-38.13080360867914
1739209810.8509855;-38.13080360867914
1739209810.8509884;-45.120503652039325
1739209810.850991;-45.120503652039325
1739209810.8509939;-45.120503652039325
1739209810.8509967;-45.120503652039325
1739209810.8509994;-38.13080360867914
1739209810.8510022;-45.120503652039325
1739209810.851005;-38.13080360867914
1739209810.8510077;-38.13080360867914
1739209810.8510106;-38.13080360867914
1739209810.8510134;-38.13080360867914
1739209810.8510163;-45.120503652039325
1739209810.851019;-45.120503652039325
1739209810.8510218;-45.120503652039325
1739209810.8510246;-38.13080360867914
1739209810.8510273;-45.120503652039325
1739209810.85103;-38.13080360867914
1739209810.851033;-35.57807855764607
1739209810.8510358;-38.13080360867914
1739209810.8510385;-45.120503652039325
1739209810.8510413;-33.981070128970906
1739209810.8510442;-33.981070128970906
1739209810.8510468;-45.120503652039325
1739209810.8510497;-45.120503652039325
1739209810.8510525;-38.13080360867914
1739209810.8510551;-33.981070128970906
1739209810.851058;-38.13080360867914
1739209810.8510609;-45.120503652039325
1739209810.8510637;-38.13080360867914
1739209810.8510664;-38.13080360867914
1739209810.8510692;-38.13080360867914
1739209810.851072;-45.120503652039325
1739209810.8510747;-45.120503652039325
1739209810.8510776;-45.120503652039325
1739209810.8510804;-38.13080360867914
1739209810.8510833;-38.13080360867914
1739209810.851086;-38.13080360867914
1739209810.8510888;-33.981070128970906
1739209810.8510916;-38.13080360867914
1739209810.8510942;-38.13080360867914
1739209810.851097;-45.120503652039325
1739209810.8511;-45.120503652039325
1739209810.8511026;-38.13080360867914
1739209810.8511055;-35.57807855764607
1739209810.8511083;-33.981070128970906
1739209810.8511112;-38.13080360867914
1739209810.8511138;-45.120503652039325
1739209810.8511167;-45.120503652039325
1739209810.8511195;-38.13080360867914
1739209810.8511221;-45.120503652039325
1739209810.851125;-38.13080360867914
1739209810.8511279;-38.13080360867914
1739209810.8511307;-35.57807855764607
1739209810.8511333;-45.120503652039325
1739209810.8511362;-45.120503652039325
1739209810.851139;-38.13080360867914
1739209810.8511417;-45.120503652039325
1739209810.8511446;-45.120503652039325
1739209810.8511474;-38.13080360867914
1739209810.85115;-38.13080360867914
1739209810.851153;-32.816014438256545
1739209810.8511558;-28.992665084841942
1739209810.8511586;-45.120503652039325
1739209810.8511612;-33.981070128970906
1739209810.851164;-32.816014438256545
1739209810.851167;-38.13080360867914
1739209810.8511696;-45.120503652039325
1739209810.8511724;-33.981070128970906
1739209810.8511753;-35.57807855764607
1739209810.8511782;-38.13080360867914
1739209810.8511808;-38.13080360867914
1739209810.8511837;-45.120503652039325
1739209810.8511865;-38.13080360867914
1739209810.8511891;-45.120503652039325
1739209810.851192;-38.13080360867914
1739209810.8511949;-35.57807855764607
1739209810.8511975;-35.57807855764607
1739209810.8512003;-38.13080360867914
1739209810.8512032;-38.13080360867914
1739209810.851206;-45.120503652039325
1739209810.8512087;-45.120503652039325
1739209810.8512115;-38.13080360867914
1739209810.8512144;-33.981070128970906
1739209810.851217;-45.120503652039325
1739209810.85122;-32.816014438256545
1739209810.8512228;-28.58837851428586
1739209810.8512254;-35.57807855764607
1739209810.8512282;-38.13080360867914
1739209810.851231;-38.13080360867914
1739209810.851234;-32.816014438256545
1739209810.8512366;-38.13080360867914
1739209810.8512394;-38.13080360867914
1739209810.8512423;-45.120503652039325
1739209810.851245;-38.13080360867914
1739209810.8512478;-38.13080360867914
1739209810.8512506;-45.120503652039325
1739209810.8512535;-45.120503652039325
1739209810.8512561;-38.13080360867914
1739209810.851259;-35.57807855764607
1739209810.8512619;-45.120503652039325
1739209810.8512645;-31.141103565318915
1739209810.8512673;-26.487275050834715
1739209810.8512702;-38.13080360867914
1739209810.8512728;-45.120503652039325
1739209810.8512757;-38.13080360867914
1739209810.8512785;-45.120503652039325
1739209810.8512814;-45.120503652039325
1739209810.851284;-45.120503652039325
1739209810.851287;-38.13080360867914
1739209810.8512897;-45.120503652039325
1739209810.8512924;-45.120503652039325
1739209810.8512952;-38.13080360867914
1739209810.851298;-38.13080360867914
1739209810.851301;-38.13080360867914
1739209810.8513036;-45.120503652039325
1739209810.8513064;-32.816014438256545
1739209810.8513093;-45.120503652039325
1739209810.851312;-45.120503652039325
1739209810.8513148;-38.13080360867914
1739209810.8513176;-35.57807855764607
1739209810.8513203;-38.13080360867914
1739209810.8513231;-45.120503652039325
1739209810.851326;-35.57807855764607
1739209810.8513288;-35.57807855764607
1739209810.8513315;-38.13080360867914
1739209810.8513343;-38.13080360867914
1739209810.8513372;-38.13080360867914
1739209810.8513398;-45.120503652039325
1739209810.8513427;-38.13080360867914
1739209810.8513455;-45.120503652039325
1739209810.8513484;-45.120503652039325
1739209810.851351;-38.13080360867914
1739209810.851354;-38.13080360867914
1739209810.8513567;-45.120503652039325
1739209810.8513594;-45.120503652039325
1739209810.8513622;-45.120503652039325
1739209810.851365;-45.120503652039325
1739209810.8513677;-38.13080360867914
1739209810.8513706;-38.13080360867914
1739209810.8513734;-38.13080360867914
1739209810.8513763;-45.120503652039325
1739209810.851379;-35.57807855764607
1739209810.8513818;-33.981070128970906
1739209810.8513846;-38.13080360867914
1739209810.8513873;-33.981070128970906
1739209810.8513901;-45.120503652039325
1739209810.851393;-35.57807855764607
1739209810.8513958;-38.13080360867914
1739209810.8513985;-45.120503652039325
1739209810.8514013;-38.13080360867914
1739209810.8514042;-45.120503652039325
1739209810.8514068;-45.120503652039325
1739209810.8514097;-45.120503652039325
1739209810.8514125;-31.141103565318893
1739209810.8514152;-38.13080360867914
1739209810.851418;-45.120503652039325
1739209810.8514209;-33.981070128970906
1739209810.8514237;-35.57807855764607
1739209810.8514264;-31.141103565318915
1739209810.8514292;-45.120503652039325
1739209810.851432;-38.13080360867914
1739209810.8514347;-45.120503652039325
1739209810.8514376;-33.981070128970906
1739209810.8514404;-45.120503652039325
1739209810.851443;-33.981070128970906
1739209810.851446;-33.981070128970906
1739209810.8514488;-45.120503652039325
1739209810.8514516;-45.120503652039325
1739209810.8514543;-38.13080360867914
1739209810.851457;-38.13080360867914
1739209810.85146;-38.13080360867914
1739209810.8514626;-38.13080360867914
1739209810.8514655;-45.120503652039325
1739209810.8514683;-35.57807855764607
1739209810.8514712;-45.120503652039325
1739209810.8514738;-45.120503652039325
1739209810.8514767;-38.13080360867914
1739209810.8514795;-38.13080360867914
1739209810.8514822;-38.13080360867914
1739209810.851485;-45.120503652039325
1739209810.8514879;-45.120503652039325
1739209810.8514905;-38.13080360867914
1739209810.8514934;-28.992665084841942
1739209810.8514962;-45.120503652039325
1739209810.851499;-45.120503652039325
1739209810.8515017;-45.120503652039325
1739209810.8515046;-45.120503652039325
1739209810.8515074;-45.120503652039325
1739209810.85151;-45.120503652039325
1739209810.851513;-45.120503652039325
1739209810.8515158;-31.14110356531892
1739209810.8515186;-35.57807855764607
1739209810.8515213;-38.13080360867914
1739209810.851524;-35.57807855764607
1739209810.851527;-33.981070128970906
1739209810.8515296;-45.120503652039325
1739209810.8515325;-38.13080360867914
1739209810.8515353;-32.816014438256545
1739209810.851538;-31.141103565318915
1739209810.8515408;-45.120503652039325
1739209810.8515437;-45.120503652039325
1739209810.8515465;-35.57807855764607
1739209810.8515491;-38.13080360867914
1739209810.851552;-45.120503652039325
1739209810.8515549;-45.120503652039325
1739209810.8515575;-45.120503652039325
1739209810.8515604;-38.13080360867914
1739209810.8515632;-45.120503652039325
1739209810.851566;-33.981070128970906
1739209810.8515687;-32.816014438256545
1739209810.8515716;-38.13080360867914
1739209810.8515744;-45.120503652039325
1739209810.851577;-38.13080360867914
1739209810.85158;-38.13080360867914
1739209810.8515828;-33.981070128970906
1739209810.8515854;-45.120503652039325
1739209810.8515882;-38.13080360867914
1739209810.851591;-35.57807855764607
1739209810.851594;-38.13080360867914
1739209810.8515966;-45.120503652039325
1739209810.8515995;-45.120503652039325
1739209810.8516023;-45.120503652039325
1739209810.851605;-32.816014438256545
1739209810.8516078;-33.981070128970906
1739209810.8516107;-45.120503652039325
1739209810.8516135;-45.120503652039325
1739209810.8516161;-45.120503652039325
1739209810.851619;-45.120503652039325
1739209810.8516219;-38.13080360867914
1739209810.8516245;-35.57807855764607
1739209810.8516273;-33.981070128970906
1739209810.8516302;-38.13080360867914
1739209810.8516328;-45.120503652039325
1739209810.8516357;-35.57807855764607
1739209810.8516386;-38.13080360867914
1739209810.8516414;-45.120503652039325
1739209810.851644;-45.120503652039325
1739209810.851647;-38.13080360867914
1739209810.8516498;-32.816014438256545
1739209810.8516524;-38.13080360867914
1739209810.8516552;-38.13080360867914
1739209810.851658;-38.13080360867914
1739209810.8516607;-38.13080360867914
