CAN Message; 0x1a7:0000df48cf4d017a
1739209674.8047223;-38.13080360867914
1739209674.804728;-45.120503652039325
1739209674.8047338;-35.57807855764607
1739209674.8047395;-38.13080360867914
1739209674.8047452;-45.120503652039325
1739209674.804751;-35.57807855764607
1739209674.8047564;-38.13080360867914
1739209674.8047621;-45.120503652039325
1739209674.8047678;-38.13080360867914
1739209674.8047736;-38.13080360867914
1739209674.8047793;-45.120503652039325
1739209674.804785;-38.13080360867914
1739209674.8047907;-38.13080360867914
1739209674.8047965;-35.57807855764607
1739209674.804802;-38.13080360867914
1739209674.8048077;-45.120503652039325
1739209674.8048134;-38.13080360867914
1739209674.804819;-32.816014438256545
1739209674.8048248;-31.141103565318915
1739209674.8048306;-45.120503652039325
1739209674.8048363;-38.13080360867914
1739209674.8048418;-32.816014438256545
1739209674.8048475;-38.13080360867914
1739209674.8048532;-45.120503652039325
1739209674.804859;-38.13080360867914
1739209674.8048646;-38.13080360867914
1739209674.8048704;-45.120503652039325
1739209674.804876;-45.120503652039325
1739209674.8048816;-45.120503652039325
1739209674.8048873;-32.816014438256545
1739209674.804893;-38.13080360867914
1739209674.8048987;-45.120503652039325
1739209674.8049045;-45.120503652039325
1739209674.8049102;-31.141103565318893
1739209674.804916;-45.120503652039325
1739209674.8049214;-45.120503652039325
1739209674.804927;-45.120503652039325
1739209674.8049328;-38.13080360867914
1739209674.8049386;-33.981070128970906
1739209674.8049443;-45.120503652039325
1739209674.80495;-38.13080360867914
1739209674.8049557;-38.13080360867914
1739209674.8049614;-38.13080360867914
1739209674.804967;-38.13080360867914
1739209674.8049726;-45.120503652039325
1739209674.8049784;-45.120503652039325
1739209674.804984;-38.13080360867914
1739209674.8049898;-45.120503652039325
1739209674.8049955;-45.120503652039325
1739209674.8050013;-38.13080360867914
1739209674.8050067;-33.981070128970906
1739209674.8050125;-38.13080360867914
1739209674.8050182;-38.13080360867914
1739209674.805024;-38.13080360867914
1739209674.8050296;-38.13080360867914
1739209674.8050354;-45.120503652039325
1739209674.805041;-45.120503652039325
1739209674.8050466;-45.120503652039325
1739209674.8050523;-35.57807855764607
1739209674.805058;-38.13080360867914
1739209674.8050637;-45.120503652039325
1739209674.8050694;-32.816014438256545
1739209674.8050752;-33.981070128970906
1739209674.805081;-45.120503652039325
1739209674.8050864;-45.120503652039325
1739209674.805092;-45.120503652039325
1739209674.8050978;-38.13080360867914
1739209674.8051035;-45.120503652039325
1739209674.8051093;-45.120503652039325
1739209674.805115;-45.120503652039325
1739209674.8051207;-38.13080360867914
1739209674.8051262;-38.13080360867914
1739209674.805132;-38.13080360867914
1739209674.8051376;-38.13080360867914
1739209674.8051434;-38.13080360867914
1739209674.805149;-38.13080360867914
1739209674.8051548;-38.13080360867914
1739209674.8051605;-45.120503652039325
1739209674.8051662;-38.13080360867914
1739209674.8051717;-35.57807855764607
1739209674.8051775;-45.120503652039325
1739209674.8051832;-45.120503652039325
1739209674.805189;-38.13080360867914
1739209674.8051946;-45.120503652039325
1739209674.8052003;-45.120503652039325
1739209674.805206;-38.13080360867914
1739209674.8052115;-35.57807855764607
1739209674.8052173;-38.13080360867914
1739209674.805223;-38.13080360867914
1739209674.8052287;-38.13080360867914
1739209674.8052344;-33.981070128970906
1739209674.8052402;-38.13080360867914
1739209674.8052459;-45.120503652039325
1739209674.8052514;-38.13080360867914
1739209674.805257;-45.120503652039325
1739209674.8052628;-38.13080360867914
1739209674.8052685;-38.13080360867914
1739209674.8052742;-45.120503652039325
1739209674.80528;-38.13080360867914
1739209674.8052857;-32.816014438256545
1739209674.8052912;-38.13080360867914
1739209674.805297;-45.120503652039325
1739209674.8053026;-27.267205301931607
1739209674.8053083;-33.981070128970906
1739209674.805314;-38.13080360867914
1739209674.8053198;-45.120503652039325
1739209674.8053255;-38.13080360867914
1739209674.805331;-35.57807855764607
1739209674.8053367;-38.13080360867914
1739209674.8053424;-33.981070128970906
1739209674.8053482;-38.13080360867914
1739209674.8053539;-45.120503652039325
1739209674.8053596;-38.13080360867914
1739209674.8053653;-45.120503652039325
1739209674.805371;-45.120503652039325
1739209674.8053765;-45.120503652039325
1739209674.8053823;-45.120503652039325
1739209674.805388;-38.13080360867914
1739209674.8053937;-27.267205301931607
1739209674.8053994;-29.438486411369333
1739209674.8054051;-38.13080360867914
1739209674.8054109;-45.120503652039325
1739209674.8054163;-33.981070128970906
1739209674.805422;-38.13080360867914
1739209674.8054278;-45.120503652039325
1739209674.8054335;-45.120503652039325
1739209674.8054392;-38.13080360867914
1739209674.805445;-45.120503652039325
1739209674.8054507;-35.57807855764607
1739209674.8054562;-45.120503652039325
1739209674.805462;-35.57807855764607
1739209674.8054676;-38.13080360867914
1739209674.8054733;-38.13080360867914
1739209674.805479;-35.57807855764607
1739209674.8054848;-45.120503652039325
1739209674.8054905;-45.120503652039325
1739209674.805496;-38.13080360867914
1739209674.8055017;-35.57807855764607
1739209674.8055074;-38.13080360867914
1739209674.8055131;-38.13080360867914
1739209674.8055189;-45.120503652039325
1739209674.8055246;-45.120503652039325
1739209674.8055303;-32.816014438256545
1739209674.8055358;-31.141103565318915
1739209674.8055415;-45.120503652039325
1739209674.8055472;-38.13080360867914
1739209674.805553;-38.13080360867914
1739209674.8055587;-38.13080360867914
1739209674.8055644;-45.120503652039325
1739209674.8055701;-32.816014438256545
1739209674.8055758;-45.120503652039325
1739209674.8055813;-33.981070128970956
1739209674.805587;-38.13080360867914
1739209674.8055928;-38.13080360867914
1739209674.8055985;-38.13080360867914
1739209674.8056042;-45.120503652039325
1739209674.80561;-33.981070128970906
1739209674.8056157;-38.13080360867914
1739209674.8056211;-32.816014438256545
1739209674.8056269;-30.49652367304973
1739209674.8056326;-38.13080360867914
1739209674.8056383;-32.816014438256545
1739209674.805644;-33.981070128970906
1739209674.8056498;-45.120503652039325
1739209674.8056555;-38.13080360867914
1739209674.805661;-45.120503652039325
1739209674.8056667;-45.120503652039325
1739209674.8056724;-45.120503652039325
1739209674.8056781;-38.13080360867914
1739209674.8056839;-35.57807855764607
1739209674.8056896;-38.13080360867914
1739209674.8056953;-45.120503652039325
1739209674.8057008;-45.120503652039325
1739209674.8057065;-45.120503652039325
1739209674.8057122;-38.13080360867914
1739209674.805718;-45.120503652039325
1739209674.8057237;-35.57807855764607
1739209674.8057294;-35.57807855764607
1739209674.805735;-38.13080360867914
1739209674.8057408;-38.13080360867914
1739209674.8057463;-38.13080360867914
1739209674.805752;-35.57807855764607
1739209674.8057578;-38.13080360867914
1739209674.8057635;-35.57807855764607
1739209674.8057692;-38.13080360867914
1739209674.805775;-38.13080360867914
1739209674.8057806;-38.13080360867914
1739209674.8057861;-38.13080360867914
1739209674.8057919;-38.13080360867914
1739209674.8057976;-35.57807855764607
1739209674.8058033;-38.13080360867914
1739209674.805809;-45.120503652039325
1739209674.8058147;-38.13080360867914
1739209674.8058205;-38.13080360867914
1739209674.805826;-45.120503652039325
1739209674.8058317;-45.120503652039325
1739209674.8058374;-45.120503652039325
1739209674.805843;-38.13080360867914
1739209674.8058488;-38.13080360867914
1739209674.8058546;-35.57807855764607
1739209674.8058603;-35.57807855764607
1739209674.8058658;-38.13080360867914
1739209674.8058715;-38.13080360867914
1739209674.8058772;-45.120503652039325
1739209674.805883;-33.981070128970906
1739209674.8058887;-35.57807855764607
1739209674.8058944;-38.13080360867914
1739209674.8059;-45.120503652039325
1739209674.8059056;-38.13080360867914
1739209674.8059113;-38.13080360867914
1739209674.805917;-38.13080360867914
1739209674.8059227;-45.120503652039325
1739209674.8059285;-38.13080360867914
1739209674.8059342;-38.13080360867914
1739209674.80594;-45.120503652039325
1739209674.8059456;-45.120503652039325
1739209674.805951;-38.13080360867914
1739209674.8059568;-38.13080360867914
1739209674.8059626;-38.13080360867914
1739209674.8059683;-45.120503652039325
1739209674.805974;-38.13080360867914
1739209674.8059797;-38.13080360867914
1739209674.8059855;-45.120503652039325
1739209674.805991;-45.120503652039325
1739209674.8059967;-38.13080360867914
1739209674.8060024;-38.13080360867914
1739209674.806008;-45.120503652039325
1739209674.8060138;-45.120503652039325
1739209674.8060195;-38.13080360867914
1739209674.8060253;-32.816014438256545
1739209674.8060308;-38.13080360867914
1739209674.8060365;-32.816014438256545
1739209674.8060422;-35.57807855764607
1739209674.806048;-45.120503652039325
1739209674.8060536;-38.13080360867914
1739209674.8060594;-45.120503652039325
1739209674.806065;-38.13080360867914
1739209674.8060706;-38.13080360867914
1739209674.8060763;-38.13080360867914
1739209674.806082;-35.57807855764607
1739209674.8060877;-33.981070128970906
1739209674.8060935;-45.120503652039325
1739209674.8060992;-38.13080360867914
1739209674.806105;-38.13080360867914
1739209674.8061104;-45.120503652039325
1739209674.806116;-45.120503652039325
1739209674.8061218;-45.120503652039325
1739209674.8061275;-38.13080360867914
1739209674.8061333;-33.981070128970906
1739209674.806139;-45.120503652039325
1739209674.8061447;-38.13080360867914
1739209674.8061504;-38.13080360867914
1739209674.806156;-45.120503652039325
1739209674.8061616;-45.120503652039325
1739209674.8061674;-45.120503652039325
1739209674.806173;-38.13080360867914
1739209674.8061788;-33.981070128970906
1739209674.8061845;-38.13080360867914
1739209674.8061903;-45.120503652039325
1739209674.8061957;-32.816014438256545
1739209674.8062015;-32.816014438256545
1739209674.8062072;-38.13080360867914
1739209674.806213;-38.13080360867914
1739209674.8062186;-45.120503652039325
1739209674.8062243;-45.120503652039325
1739209674.80623;-45.120503652039325
1739209674.8062356;-38.13080360867914
1739209674.8062413;-45.120503652039325
1739209674.806247;-45.120503652039325
1739209674.8062527;-45.120503652039325
1739209674.8062584;-38.13080360867914
1739209674.8062642;-38.13080360867914
1739209674.80627;-38.13080360867914
1739209674.8062754;-38.13080360867914
1739209674.806281;-45.120503652039325
1739209674.8062868;-45.120503652039325
1739209674.8062925;-45.120503652039325
1739209674.8062983;-38.13080360867914
1739209674.806304;-38.13080360867914
1739209674.8063097;-35.57807855764607
1739209674.8063154;-31.141103565318915
1739209674.806321;-33.981070128970906
1739209674.8063266;-45.120503652039325
1739209674.8063323;-35.57807855764607
1739209674.806338;-38.13080360867914
1739209674.8063438;-45.120503652039325
1739209674.8063495;-38.13080360867914
1739209674.8063552;-35.57807855764607
1739209674.8063607;-35.57807855764607
1739209674.8063664;-45.120503652039325
1739209674.8063722;-33.981070128970906
1739209674.806378;-45.120503652039325
1739209674.8063836;-45.120503652039325
1739209674.8063893;-38.13080360867914
1739209674.806395;-38.13080360867914
1739209674.8064005;-45.120503652039325
1739209674.8064063;-28.992665084841942
1739209674.806412;-32.816014438256545
1739209674.8064177;-38.13080360867914
1739209674.8064234;-38.13080360867914
1739209674.8064291;-33.981070128970906
1739209674.8064349;-38.13080360867914
1739209674.8064404;-45.120503652039325
1739209674.806446;-38.13080360867914
1739209674.8064518;-38.13080360867914
1739209674.8064575;-38.13080360867914
1739209674.8064632;-38.13080360867914
1739209674.806469;-38.13080360867914
1739209674.8064747;-38.13080360867914
1739209674.8064802;-45.120503652039325
1739209674.806486;-45.120503652039325
1739209674.8064916;-38.13080360867914
1739209674.8064973;-35.57807855764607
1739209674.806503;-38.13080360867914
1739209674.8065088;-38.13080360867914
1739209674.8065145;-45.120503652039325
1739209674.8065202;-38.13080360867914
1739209674.8065257;-38.13080360867914
1739209674.8065314;-38.13080360867914
1739209674.8065372;-35.57807855764607
1739209674.8065429;-38.13080360867914
1739209674.8065486;-38.13080360867914
1739209674.8065543;-38.13080360867914
1739209674.80656;-45.120503652039325
1739209674.8065655;-45.120503652039325
1739209674.8065712;-38.13080360867914
1739209674.806577;-38.13080360867914
1739209674.8065827;-45.120503652039325
1739209674.8065884;-45.120503652039325
1739209674.8065941;-45.120503652039325
1739209674.8065999;-35.57807855764607
1739209674.8066053;-38.13080360867914
1739209674.806611;-38.13080360867914
1739209674.8066168;-38.13080360867914
1739209674.8066225;-35.57807855764607
1739209674.8066282;-45.120503652039325
1739209674.806634;-32.816014438256545
1739209674.8066397;-26.991370085610736
1739209674.8066452;-45.120503652039325
1739209674.8066509;-45.120503652039325
1739209674.8066566;-33.981070128970906
1739209674.8066623;-30.49652367304973
1739209674.806668;-45.120503652039325
1739209674.8066738;-45.120503652039325
1739209674.8066795;-45.120503652039325
1739209674.806685;-45.120503652039325
1739209674.8066907;-38.13080360867914
1739209674.8066964;-45.120503652039325
1739209674.8067021;-38.13080360867914
1739209674.8067079;-38.13080360867914
1739209674.8067136;-38.13080360867914
1739209674.8067193;-45.120503652039325
1739209674.806725;-33.981070128970906
1739209674.8067305;-29.438486411369333
1739209674.8067362;-38.13080360867914
1739209674.806742;-45.120503652039325
1739209674.8067477;-45.120503652039325
1739209674.8067534;-45.120503652039325
1739209674.806759;-45.120503652039325
1739209674.8067648;-45.120503652039325
1739209674.8067703;-38.13080360867914
1739209674.806776;-45.120503652039325
1739209674.8067818;-45.120503652039325
1739209674.8067875;-45.120503652039325
1739209674.8067932;-38.13080360867914
1739209674.806799;-38.13080360867914
1739209674.8068047;-38.13080360867914
1739209674.8068101;-45.120503652039325
1739209674.8068159;-32.816014438256545
1739209674.8068216;-29.438486411369333
1739209674.8068273;-38.13080360867914
1739209674.806833;-45.120503652039325
1739209674.8068388;-38.13080360867914
1739209674.8068445;-38.13080360867914
1739209674.80685;-45.120503652039325
1739209674.8068557;-45.120503652039325
1739209674.8068614;-45.120503652039325
1739209674.8068671;-38.13080360867914
1739209674.8068728;-38.13080360867914
1739209674.8068786;-38.13080360867914
1739209674.8068843;-38.13080360867914
1739209674.8068898;-38.13080360867914
1739209674.8068955;-38.13080360867914
1739209674.8069012;-45.120503652039325
1739209674.806907;-45.120503652039325
1739209674.8069127;-38.13080360867914
1739209674.8069184;-45.120503652039325
1739209674.806924;-33.981070128970906
1739209674.8069298;-33.981070128970906
1739209674.8069353;-45.120503652039325
1739209674.806941;-45.120503652039325
1739209674.8069468;-45.120503652039325
1739209674.8069525;-38.13080360867914
1739209674.8069582;-35.57807855764607
1739209674.806964;-45.120503652039325
1739209674.8069696;-45.120503652039325
1739209674.8069751;-38.13080360867914
1739209674.8069808;-38.13080360867914
1739209674.8069866;-38.13080360867914
1739209674.8069923;-38.13080360867914
1739209674.806998;-45.120503652039325
1739209674.8070037;-45.120503652039325
1739209674.8070095;-45.120503652039325
1739209674.807015;-45.120503652039325
1739209674.8070207;-45.120503652039325
1739209674.8070264;-45.120503652039325
1739209674.807032;-33.981070128970906
1739209674.8070378;-35.57807855764607
1739209674.8070436;-38.13080360867914
1739209674.8070493;-38.13080360867914
1739209674.8070548;-38.13080360867914
1739209674.8070605;-45.120503652039325
1739209674.8070662;-45.120503652039325
1739209674.807072;-38.13080360867914
1739209674.8070776;-45.120503652039325
1739209674.8070834;-45.120503652039325
1739209674.807089;-45.120503652039325
1739209674.8070948;-45.120503652039325
1739209674.8071003;-45.120503652039325
1739209674.807106;-45.120503652039325
1739209674.8071117;-33.981070128970906
1739209674.8071175;-38.13080360867914
1739209674.8071232;-35.57807855764607
1739209674.807129;-38.13080360867914
1739209674.8071346;-45.120503652039325
1739209674.80714;-38.13080360867914
1739209674.8071458;-38.13080360867914
1739209674.8071516;-45.120503652039325
1739209674.8071573;-38.13080360867914
1739209674.807163;-38.13080360867914
1739209674.8071687;-45.120503652039325
1739209674.8071744;-38.13080360867914
1739209674.80718;-38.13080360867914
1739209674.8071856;-45.120503652039325
1739209674.8071914;-38.13080360867914
1739209674.807197;-45.120503652039325
1739209674.8072028;-45.120503652039325
1739209674.8072085;-38.13080360867914
1739209674.8072143;-35.57807855764607
1739209674.8072197;-45.120503652039325
1739209674.8072255;-38.13080360867914
1739209674.8072312;-38.13080360867914
1739209674.807237;-38.13080360867914
1739209674.8072426;-45.120503652039325
1739209674.8072484;-45.120503652039325
1739209674.807254;-45.120503652039325
1739209674.8072596;-45.120503652039325
1739209674.8072653;-38.13080360867914
1739209674.807271;-35.57807855764607
1739209674.8072767;-35.57807855764607
1739209674.8072824;-31.141103565318915
1739209674.8072882;-33.981070128970906
1739209674.807294;-45.120503652039325
1739209674.8072996;-45.120503652039325
1739209674.807305;-38.13080360867914
1739209674.8073108;-45.120503652039325
1739209674.8073165;-38.13080360867914
1739209674.8073223;-38.13080360867914
1739209674.807328;-33.981070128970906
1739209674.8073337;-45.120503652039325
1739209674.8073394;-38.13080360867914
1739209674.807345;-35.57807855764607
1739209674.8073506;-38.13080360867914
1739209674.8073564;-45.120503652039325
1739209674.807362;-45.120503652039325
1739209674.8073678;-38.13080360867914
1739209674.8073735;-38.13080360867914
1739209674.8073792;-38.13080360867914
1739209674.8073847;-35.57807855764607
1739209674.8073905;-35.57807855764607
1739209674.8073962;-33.981070128970906
1739209674.807402;-38.13080360867914
1739209674.8074076;-38.13080360867914
1739209674.8074133;-38.13080360867914
1739209674.807419;-45.120503652039325
1739209674.8074245;-45.120503652039325
1739209674.8074303;-38.13080360867914
1739209674.807436;-32.816014438256545
1739209674.8074417;-33.981070128970906
1739209674.8074474;-45.120503652039325
1739209674.8074532;-33.981070128970906
1739209674.8074589;-38.13080360867914
1739209674.8074644;-38.13080360867914
1739209674.80747;-45.120503652039325
1739209674.8074758;-45.120503652039325
1739209674.8074815;-38.13080360867914
1739209674.8074872;-35.57807855764607
1739209674.807493;-38.13080360867914
1739209674.8074987;-38.13080360867914
1739209674.8075044;-32.816014438256545
1739209674.80751;-35.57807855764607
1739209674.8075156;-35.57807855764607
1739209674.8075213;-38.13080360867914
1739209674.807527;-45.120503652039325
1739209674.8075328;-45.120503652039325
1739209674.8075385;-45.120503652039325
1739209674.8075442;-45.120503652039325
1739209674.8075497;-33.981070128970906
1739209674.8075554;-38.13080360867914
1739209674.8075612;-45.120503652039325
1739209674.807567;-31.141103565318915
1739209674.8075726;-32.816014438256545
1739209674.8075783;-35.57807855764607
1739209674.807584;-38.13080360867914
1739209674.8075895;-45.120503652039325
1739209674.8075953;-45.120503652039325
1739209674.807601;-35.57807855764607
1739209674.8076067;-32.816014438256545
1739209674.8076124;-45.120503652039325
1739209674.8076181;-35.57807855764607
1739209674.8076239;-38.13080360867914
1739209674.8076293;-45.120503652039325
1739209674.807635;-38.13080360867914
1739209674.8076408;-35.57807855764607
1739209674.8076465;-45.120503652039325
1739209674.8076522;-33.981070128970956
1739209674.807658;-38.13080360867914
1739209674.8076637;-38.13080360867914
1739209674.8076692;-38.13080360867914
1739209674.807675;-45.120503652039325
1739209674.8076806;-38.13080360867914
1739209674.8076863;-35.57807855764607
1739209674.807692;-32.816014438256545
1739209674.8076978;-30.49652367304973
1739209674.8077035;-45.120503652039325
1739209674.8077092;-38.13080360867914
1739209674.8077147;-38.13080360867914
1739209674.8077204;-45.120503652039325
1739209674.8077261;-38.13080360867914
1739209674.8077319;-32.816014438256545
1739209674.8077376;-45.120503652039325
1739209674.8077433;-45.120503652039325
1739209674.807749;-38.13080360867914
1739209674.8077545;-45.120503652039325
1739209674.8077602;-45.120503652039325
1739209674.807766;-45.120503652039325
1739209674.8077717;-38.13080360867914
1739209674.8077774;-38.13080360867914
1739209674.8077831;-38.13080360867914
1739209674.8077888;-35.57807855764607
1739209674.8077943;-38.13080360867914
1739209674.8078;-45.120503652039325
1739209674.8078058;-38.13080360867914
1739209674.8078115;-45.120503652039325
1739209674.8078172;-38.13080360867914
1739209674.807823;-45.120503652039325
1739209674.8078287;-38.13080360867914
1739209674.8078341;-35.57807855764607
1739209674.8078399;-38.13080360867914
1739209674.8078456;-35.57807855764607
1739209674.8078513;-38.13080360867914
1739209674.807857;-45.120503652039325
1739209674.8078628;-38.13080360867914
1739209674.8078685;-45.120503652039325
1739209674.8078742;-45.120503652039325
1739209674.8078797;-38.13080360867914
1739209674.8078854;-45.120503652039325
1739209674.8078911;-32.816014438256545
1739209674.8078969;-38.13080360867914
1739209674.8079026;-45.120503652039325
1739209674.8079083;-35.57807855764607
1739209674.807914;-32.816014438256545
1739209674.8079195;-35.57807855764607
1739209674.8079252;-27.8777449560314
1739209674.807931;-38.13080360867914
1739209674.8079367;-38.13080360867914
1739209674.8079424;-38.13080360867914
1739209674.807948;-35.57807855764607
1739209674.8079538;-38.13080360867914
1739209674.8079593;-45.120503652039325
1739209674.807965;-45.120503652039325
1739209674.8079708;-45.120503652039325
1739209674.8079765;-45.120503652039325
1739209674.8079822;-45.120503652039325
1739209674.807988;-38.13080360867914
1739209674.8079937;-38.13080360867914
1739209674.8079991;-38.13080360867914
1739209674.8080049;-38.13080360867914
1739209674.8080106;-35.57807855764607
1739209674.8080163;-45.120503652039325
1739209674.808022;-38.13080360867914
1739209674.8080277;-38.13080360867914
1739209674.8080335;-38.13080360867914
1739209674.808039;-45.120503652039325
1739209674.8080447;-45.120503652039325
1739209674.8080504;-45.120503652039325
1739209674.808056;-38.13080360867914
1739209674.8080618;-35.57807855764607
1739209674.8080676;-38.13080360867914
1739209674.8080733;-38.13080360867914
1739209674.808079;-45.120503652039325
1739209674.8080845;-38.13080360867914
1739209674.8080902;-33.981070128970906
1739209674.808096;-45.120503652039325
1739209674.8081017;-38.13080360867914
1739209674.8081074;-45.120503652039325
1739209674.808113;-45.120503652039325
1739209674.8081188;-38.13080360867914
1739209674.8081243;-38.13080360867914
1739209674.80813;-45.120503652039325
1739209674.8081357;-45.120503652039325
1739209674.8081415;-45.120503652039325
1739209674.8081472;-33.981070128970906
1739209674.808153;-32.816014438256545
1739209674.8081586;-38.13080360867914
1739209674.8081641;-45.120503652039325
1739209674.8081698;-38.13080360867914
1739209674.8081756;-38.13080360867914
1739209674.8081813;-33.981070128970906
1739209674.808187;-45.120503652039325
1739209674.8081927;-38.13080360867914
1739209674.8081985;-45.120503652039325
1739209674.808204;-45.120503652039325
1739209674.8082097;-45.120503652039325
1739209674.8082154;-45.120503652039325
1739209674.808221;-45.120503652039325
1739209674.8082268;-33.981070128970906
1739209674.8082325;-45.120503652039325
1739209674.8082383;-38.13080360867914
1739209674.8082438;-33.981070128970906
1739209674.8082495;-33.981070128970906
1739209674.8082552;-38.13080360867914
1739209674.808261;-45.120503652039325
1739209674.8082666;-38.13080360867914
1739209674.8082724;-38.13080360867914
1739209674.808278;-45.120503652039325
1739209674.8082838;-45.120503652039325
1739209674.8082893;-45.120503652039325
1739209674.808295;-45.120503652039325
1739209674.8083007;-45.120503652039325
1739209674.8083065;-38.13080360867914
1739209674.8083122;-38.13080360867914
1739209674.808318;-45.120503652039325
1739209674.8083236;-45.120503652039325
1739209674.808329;-45.120503652039325
1739209674.8083348;-38.13080360867914
1739209674.8083405;-38.13080360867914
1739209674.8083463;-38.13080360867914
1739209674.808352;-32.816014438256545
1739209674.8083577;-35.57807855764607
1739209674.8083634;-38.13080360867914
1739209674.808369;-33.981070128970906
1739209674.8083746;-45.120503652039325
1739209674.8083804;-45.120503652039325
1739209674.808386;-38.13080360867914
1739209674.8083918;-45.120503652039325
1739209674.8083975;-38.13080360867914
1739209674.8084033;-38.13080360867914
1739209674.8084087;-45.120503652039325
1739209674.8084145;-38.13080360867914
1739209674.8084202;-35.57807855764607
1739209674.808426;-38.13080360867914
1739209674.8084316;-45.120503652039325
1739209674.8084373;-35.57807855764607
1739209674.808443;-38.13080360867914
1739209674.8084488;-45.120503652039325
1739209674.8084543;-38.13080360867914
1739209674.80846;-45.120503652039325
1739209674.8084657;-38.13080360867914
1739209674.8084714;-45.120503652039325
1739209674.8084772;-38.13080360867914
1739209674.808483;-38.13080360867914
1739209674.8084886;-45.120503652039325
1739209674.808494;-45.120503652039325
1739209674.8084998;-45.120503652039325
1739209674.8085055;-45.120503652039325
1739209674.8085113;-45.120503652039325
1739209674.808517;-45.120503652039325
1739209674.8085227;-45.120503652039325
1739209674.8085284;-38.13080360867914
1739209674.808534;-38.13080360867914
1739209674.8085396;-45.120503652039325
1739209674.8085454;-33.981070128970906
