CAN Message; 0x1a7:000048cc2bbe00e4
Timestamp;Amplitude
1739209611.6322072;-38.13080360867914
1739209611.632215;-45.120503652039325
1739209611.632223;-45.120503652039325
1739209611.6322308;-38.13080360867914
1739209611.6322386;-45.120503652039325
1739209611.6322465;-38.13080360867914
1739209611.6322546;-45.120503652039325
1739209611.6322625;-45.120503652039325
1739209611.6322703;-45.120503652039325
1739209611.6322782;-45.120503652039325
1739209611.632286;-45.120503652039325
1739209611.632294;-38.13080360867914
1739209611.6323018;-45.120503652039325
1739209611.6323097;-45.120503652039325
1739209611.6323175;-35.57807855764607
1739209611.6323254;-32.816014438256545
1739209611.6323335;-45.120503652039325
1739209611.6323414;-38.13080360867914
1739209611.6323493;-38.13080360867914
1739209611.6323571;-38.13080360867914
1739209611.632365;-38.13080360867914
1739209611.6323729;-45.120503652039325
1739209611.6323807;-45.120503652039325
1739209611.6323886;-38.13080360867914
1739209611.6323965;-38.13080360867914
1739209611.6324043;-38.13080360867914
1739209611.6324122;-38.13080360867914
1739209611.6324203;-45.120503652039325
1739209611.6324282;-45.120503652039325
1739209611.632436;-38.13080360867914
1739209611.632444;-45.120503652039325
1739209611.6324518;-38.13080360867914
1739209611.6324596;-38.13080360867914
1739209611.6324675;-33.981070128970906
1739209611.6324754;-45.120503652039325
1739209611.6324832;-38.13080360867914
1739209611.632491;-32.816014438256545
1739209611.6324992;-38.13080360867914
1739209611.632507;-38.13080360867914
1739209611.632515;-38.13080360867914
1739209611.6325228;-35.57807855764607
1739209611.6325307;-33.981070128970906
1739209611.6325386;-45.120503652039325
1739209611.6325464;-33.981070128970906
1739209611.6325543;-45.120503652039325
1739209611.6325622;-38.13080360867914
1739209611.63257;-32.816014438256545
1739209611.632578;-38.13080360867914
1739209611.632586;-45.120503652039325
1739209611.6325939;-38.13080360867914
1739209611.6326017;-38.13080360867914
1739209611.6326096;-35.57807855764607
1739209611.6326175;-45.120503652039325
1739209611.6326253;-45.120503652039325
1739209611.6326332;-45.120503652039325
1739209611.632641;-38.13080360867914
1739209611.632649;-38.13080360867914
1739209611.6326568;-38.13080360867914
1739209611.6326647;-45.120503652039325
1739209611.6326728;-45.120503652039325
1739209611.6326807;-28.21854285175415
1739209611.6326885;-35.57807855764607
1739209611.6326964;-45.120503652039325
1739209611.6327043;-35.57807855764607
1739209611.6327121;-45.120503652039325
1739209611.63272;-45.120503652039325
1739209611.6327279;-38.13080360867914
1739209611.6327357;-33.981070128970906
1739209611.6327436;-35.57807855764607
1739209611.6327515;-45.120503652039325
1739209611.6327596;-38.13080360867914
1739209611.6327674;-45.120503652039325
1739209611.6327753;-45.120503652039325
1739209611.6327832;-45.120503652039325
1739209611.632791;-32.816014438256545
1739209611.632799;-38.13080360867914
1739209611.6328068;-29.438486411369333
1739209611.6328146;-33.981070128970906
1739209611.6328225;-38.13080360867914
1739209611.6328304;-33.981070128970906
1739209611.6328385;-35.57807855764607
1739209611.6328464;-38.13080360867914
1739209611.6328542;-38.13080360867914
1739209611.632862;-38.13080360867914
1739209611.63287;-45.120503652039325
1739209611.6328778;-45.120503652039325
1739209611.6328857;-45.120503652039325
1739209611.6328936;-45.120503652039325
1739209611.6329014;-45.120503652039325
1739209611.6329093;-45.120503652039325
1739209611.6329172;-45.120503652039325
1739209611.6329253;-45.120503652039325
1739209611.6329331;-35.57807855764607
1739209611.632941;-38.13080360867914
1739209611.6329489;-45.120503652039325
1739209611.6329567;-45.120503652039325
1739209611.6329646;-45.120503652039325
1739209611.6329725;-45.120503652039325
1739209611.6329803;-45.120503652039325
1739209611.6329882;-38.13080360867914
1739209611.632996;-45.120503652039325
1739209611.6330042;-45.120503652039325
1739209611.633012;-32.816014438256545
1739209611.63302;-38.13080360867914
1739209611.6330278;-45.120503652039325
1739209611.6330357;-38.13080360867914
1739209611.6330435;-38.13080360867914
1739209611.6330514;-38.13080360867914
1739209611.6330593;-45.120503652039325
1739209611.6330671;-45.120503652039325
1739209611.633075;-38.13080360867914
1739209611.6330829;-45.120503652039325
1739209611.633091;-45.120503652039325
1739209611.6330988;-38.13080360867914
1739209611.6331067;-35.57807855764607
1739209611.6331146;-45.120503652039325
1739209611.6331224;-32.816014438256545
1739209611.6331303;-28.992665084841942
1739209611.6331382;-45.120503652039325
1739209611.633146;-45.120503652039325
1739209611.633154;-45.120503652039325
1739209611.6331618;-38.13080360867914
1739209611.6331697;-45.120503652039325
1739209611.6331778;-33.981070128970906
1739209611.6331856;-45.120503652039325
1739209611.6331935;-38.13080360867914
1739209611.6332014;-32.816014438256545
1739209611.6332092;-38.13080360867914
1739209611.633217;-45.120503652039325
1739209611.633225;-38.13080360867914
1739209611.6332328;-38.13080360867914
1739209611.6332407;-38.13080360867914
1739209611.6332486;-45.120503652039325
1739209611.6332564;-45.120503652039325
1739209611.6332645;-38.13080360867914
1739209611.6332724;-45.120503652039325
1739209611.6332803;-45.120503652039325
1739209611.6332881;-45.120503652039325
1739209611.633296;-45.120503652039325
1739209611.6333039;-45.120503652039325
1739209611.6333117;-45.120503652039325
1739209611.6333196;-31.141103565318915
1739209611.6333275;-33.981070128970906
1739209611.6333354;-38.13080360867914
1739209611.6333435;-45.120503652039325
1739209611.6333513;-32.816014438256545
1739209611.6333592;-33.981070128970906
1739209611.633367;-33.981070128970906
1739209611.633375;-45.120503652039325
1739209611.6333828;-45.120503652039325
1739209611.6333907;-38.13080360867914
1739209611.6333985;-38.13080360867914
1739209611.6334064;-45.120503652039325
1739209611.6334143;-45.120503652039325
1739209611.6334221;-33.981070128970906
1739209611.6334302;-33.981070128970906
1739209611.633438;-38.13080360867914
1739209611.633446;-38.13080360867914
1739209611.6334538;-45.120503652039325
1739209611.6334617;-38.13080360867914
1739209611.6334696;-33.981070128970906
1739209611.6334774;-38.13080360867914
1739209611.6334853;-38.13080360867914
1739209611.6334932;-38.13080360867914
1739209611.633501;-35.57807855764607
1739209611.6335092;-45.120503652039325
1739209611.633517;-38.13080360867914
1739209611.633525;-45.120503652039325
1739209611.6335328;-38.13080360867914
1739209611.6335406;-45.120503652039325
1739209611.6335485;-38.13080360867914
1739209611.6335564;-45.120503652039325
1739209611.6335642;-45.120503652039325
1739209611.633572;-45.120503652039325
1739209611.63358;-45.120503652039325
1739209611.6335878;-45.120503652039325
1739209611.633596;-45.120503652039325
1739209611.6336038;-45.120503652039325
1739209611.6336117;-45.120503652039325
1739209611.6336195;-45.120503652039325
1739209611.6336274;-38.13080360867914
1739209611.6336353;-38.13080360867914
1739209611.6336432;-38.13080360867914
1739209611.633651;-38.13080360867914
1739209611.633659;-38.13080360867914
1739209611.6336668;-33.981070128970906
1739209611.6336746;-35.57807855764607
1739209611.6336827;-45.120503652039325
1739209611.6336906;-45.120503652039325
1739209611.6336985;-45.120503652039325
1739209611.6337063;-38.13080360867914
1739209611.6337142;-38.13080360867914
1739209611.633722;-45.120503652039325
1739209611.63373;-45.120503652039325
1739209611.6337378;-38.13080360867914
1739209611.6337457;-38.13080360867914
1739209611.6337535;-38.13080360867914
1739209611.6337614;-38.13080360867914
1739209611.6337695;-32.816014438256545
1739209611.6337774;-38.13080360867914
1739209611.6337852;-45.120503652039325
1739209611.633793;-45.120503652039325
1739209611.633801;-38.13080360867914
1739209611.6338089;-45.120503652039325
1739209611.6338167;-38.13080360867914
1739209611.6338246;-38.13080360867914
1739209611.6338325;-45.120503652039325
1739209611.6338403;-45.120503652039325
1739209611.6338484;-45.120503652039325
1739209611.6338563;-45.120503652039325
1739209611.6338642;-45.120503652039325
1739209611.633872;-45.120503652039325
1739209611.63388;-45.120503652039325
1739209611.6338878;-45.120503652039325
1739209611.6338956;-45.120503652039325
1739209611.6339035;-38.13080360867914
1739209611.6339114;-45.120503652039325
1739209611.6339192;-38.13080360867914
1739209611.633927;-38.13080360867914
1739209611.6339352;-38.13080360867914
1739209611.633943;-45.120503652039325
1739209611.633951;-38.13080360867914
1739209611.6339588;-26.487275050834715
1739209611.6339667;-33.981070128970906
1739209611.6339746;-45.120503652039325
1739209611.6339824;-38.13080360867914
1739209611.6339903;-35.57807855764607
1739209611.6339982;-45.120503652039325
1739209611.634006;-45.120503652039325
1739209611.6340141;-38.13080360867914
1739209611.634022;-33.981070128970956
1739209611.6340299;-45.120503652039325
1739209611.6340377;-35.57807855764607
1739209611.6340456;-38.13080360867914
1739209611.6340535;-45.120503652039325
1739209611.6340613;-45.120503652039325
1739209611.6340692;-38.13080360867914
1739209611.634077;-38.13080360867914
1739209611.634085;-45.120503652039325
1739209611.6340928;-45.120503652039325
1739209611.634101;-45.120503652039325
1739209611.6341088;-38.13080360867914
1739209611.6341166;-38.13080360867914
1739209611.6341245;-38.13080360867914
1739209611.6341324;-45.120503652039325
1739209611.6341403;-45.120503652039325
1739209611.6341481;-26.991370085610736
1739209611.634156;-35.57807855764607
1739209611.6341639;-45.120503652039325
1739209611.6341717;-38.13080360867914
1739209611.6341796;-35.57807855764607
1739209611.6341877;-38.13080360867914
1739209611.6341956;-38.13080360867914
1739209611.6342034;-38.13080360867914
1739209611.6342113;-38.13080360867914
1739209611.6342192;-45.120503652039325
1739209611.634227;-35.57807855764607
1739209611.634235;-38.13080360867914
1739209611.6342428;-38.13080360867914
1739209611.6342506;-38.13080360867914
1739209611.6342585;-45.120503652039325
1739209611.6342664;-45.120503652039325
1739209611.6342745;-32.816014438256545
1739209611.6342824;-35.57807855764607
1739209611.6342902;-45.120503652039325
1739209611.634298;-45.120503652039325
1739209611.634306;-45.120503652039325
1739209611.6343138;-45.120503652039325
1739209611.6343217;-45.120503652039325
1739209611.6343296;-38.13080360867914
1739209611.6343374;-35.57807855764607
1739209611.6343453;-38.13080360867914
1739209611.6343534;-45.120503652039325
1739209611.6343613;-45.120503652039325
1739209611.6343691;-38.13080360867914
1739209611.634377;-45.120503652039325
1739209611.6343849;-45.120503652039325
1739209611.6343927;-38.13080360867914
1739209611.6344006;-45.120503652039325
1739209611.6344085;-45.120503652039325
1739209611.6344163;-32.816014438256545
1739209611.6344242;-38.13080360867914
1739209611.634432;-45.120503652039325
1739209611.6344402;-35.57807855764607
1739209611.634448;-35.57807855764607
1739209611.634456;-38.13080360867914
1739209611.6344638;-32.816014438256545
1739209611.6344717;-32.816014438256545
1739209611.6344795;-45.120503652039325
1739209611.6344874;-45.120503652039325
1739209611.6344953;-35.57807855764607
1739209611.6345031;-45.120503652039325
1739209611.634511;-45.120503652039325
1739209611.634519;-38.13080360867914
1739209611.634527;-38.13080360867914
1739209611.6345348;-45.120503652039325
1739209611.6345427;-45.120503652039325
1739209611.6345506;-45.120503652039325
1739209611.6345584;-32.816014438256545
1739209611.6345663;-38.13080360867914
1739209611.6345742;-45.120503652039325
1739209611.634582;-33.981070128970906
1739209611.63459;-45.120503652039325
1739209611.6345978;-38.13080360867914
1739209611.634606;-45.120503652039325
1739209611.6346138;-45.120503652039325
1739209611.6346216;-45.120503652039325
1739209611.6346295;-45.120503652039325
1739209611.6346374;-35.57807855764607
1739209611.6346452;-45.120503652039325
1739209611.634653;-45.120503652039325
1739209611.634661;-38.13080360867914
1739209611.6346688;-45.120503652039325
1739209611.6346767;-38.13080360867914
1739209611.6346846;-38.13080360867914
1739209611.6346927;-38.13080360867914
1739209611.6347005;-45.120503652039325
1739209611.6347084;-45.120503652039325
1739209611.6347163;-38.13080360867914
1739209611.6347241;-31.141103565318915
1739209611.634732;-38.13080360867914
1739209611.6347399;-45.120503652039325
1739209611.6347477;-38.13080360867914
1739209611.6347556;-33.981070128970906
1739209611.6347635;-45.120503652039325
1739209611.6347713;-45.120503652039325
1739209611.6347795;-45.120503652039325
1739209611.6347873;-45.120503652039325
1739209611.6347952;-38.13080360867914
1739209611.634803;-45.120503652039325
1739209611.634811;-45.120503652039325
1739209611.6348188;-45.120503652039325
1739209611.6348267;-38.13080360867914
1739209611.6348345;-38.13080360867914
1739209611.6348424;-45.120503652039325
1739209611.6348503;-31.141103565318915
1739209611.6348584;-33.981070128970906
1739209611.6348662;-45.120503652039325
1739209611.634874;-45.120503652039325
1739209611.634882;-33.981070128970906
1739209611.6348898;-38.13080360867914
1739209611.6348977;-38.13080360867914
1739209611.6349056;-38.13080360867914
1739209611.6349134;-28.58837851428586
1739209611.6349213;-38.13080360867914
1739209611.6349292;-45.120503652039325
1739209611.634937;-35.57807855764607
1739209611.6349452;-38.13080360867914
1739209611.634953;-45.120503652039325
1739209611.634961;-38.13080360867914
1739209611.6349688;-45.120503652039325
1739209611.6349766;-33.981070128970906
1739209611.6349845;-38.13080360867914
1739209611.6349924;-45.120503652039325
1739209611.6350002;-45.120503652039325
1739209611.635008;-45.120503652039325
1739209611.635016;-35.57807855764607
1739209611.635024;-38.13080360867914
1739209611.635032;-38.13080360867914
1739209611.6350398;-31.141103565318915
1739209611.6350477;-38.13080360867914
1739209611.6350555;-45.120503652039325
1739209611.6350634;-45.120503652039325
1739209611.6350713;-38.13080360867914
1739209611.6350791;-45.120503652039325
1739209611.635087;-45.120503652039325
1739209611.635095;-45.120503652039325
1739209611.6351027;-31.14110356531892
1739209611.6351109;-35.57807855764607
1739209611.6351187;-38.13080360867914
1739209611.6351266;-45.120503652039325
1739209611.6351345;-38.13080360867914
1739209611.6351423;-38.13080360867914
1739209611.6351502;-45.120503652039325
1739209611.635158;-45.120503652039325
1739209611.635166;-38.13080360867914
1739209611.6351738;-32.816014438256545
1739209611.6351817;-38.13080360867914
1739209611.6351895;-45.120503652039325
1739209611.6351976;-45.120503652039325
1739209611.6352055;-35.57807855764607
1739209611.6352134;-35.57807855764607
1739209611.6352212;-38.13080360867914
1739209611.635229;-38.13080360867914
1739209611.635237;-38.13080360867914
1739209611.6352448;-38.13080360867914
1739209611.6352527;-38.13080360867914
1739209611.6352606;-35.57807855764607
1739209611.6352684;-45.120503652039325
1739209611.6352763;-38.13080360867914
1739209611.6352844;-38.13080360867914
1739209611.6352923;-38.13080360867914
1739209611.6353002;-45.120503652039325
1739209611.635308;-45.120503652039325
1739209611.635316;-45.120503652039325
1739209611.6353238;-38.13080360867914
1739209611.6353316;-35.57807855764607
1739209611.6353395;-38.13080360867914
1739209611.6353474;-45.120503652039325
1739209611.6353552;-38.13080360867914
1739209611.6353633;-38.13080360867914
1739209611.6353712;-38.13080360867914
1739209611.635379;-45.120503652039325
1739209611.635387;-45.120503652039325
1739209611.6353948;-45.120503652039325
1739209611.6354027;-38.13080360867914
1739209611.6354105;-45.120503652039325
1739209611.6354184;-38.13080360867914
1739209611.6354263;-38.13080360867914
1739209611.6354342;-38.13080360867914
1739209611.635442;-35.57807855764607
1739209611.6354501;-38.13080360867914
1739209611.635458;-38.13080360867914
1739209611.6354659;-45.120503652039325
1739209611.6354737;-45.120503652039325
1739209611.6354816;-38.13080360867914
1739209611.6354895;-38.13080360867914
1739209611.6354973;-45.120503652039325
1739209611.6355052;-38.13080360867914
1739209611.635513;-38.13080360867914
1739209611.635521;-45.120503652039325
1739209611.635529;-38.13080360867914
1739209611.635537;-45.120503652039325
1739209611.6355448;-33.981070128970906
1739209611.6355526;-45.120503652039325
1739209611.6355605;-45.120503652039325
1739209611.6355684;-45.120503652039325
1739209611.6355762;-38.13080360867914
1739209611.635584;-32.816014438256545
1739209611.635592;-38.13080360867914
1739209611.6355999;-45.120503652039325
1739209611.6356077;-45.120503652039325
1739209611.6356158;-30.49652367304973
1739209611.6356237;-30.49652367304973
1739209611.6356316;-45.120503652039325
1739209611.6356394;-45.120503652039325
1739209611.6356473;-38.13080360867914
1739209611.6356552;-38.13080360867914
1739209611.635663;-45.120503652039325
1739209611.635671;-45.120503652039325
1739209611.6356788;-45.120503652039325
1739209611.6356866;-45.120503652039325
1739209611.6356945;-45.120503652039325
1739209611.6357026;-45.120503652039325
1739209611.6357105;-45.120503652039325
1739209611.6357183;-45.120503652039325
1739209611.6357262;-38.13080360867914
1739209611.635734;-45.120503652039325
1739209611.635742;-38.13080360867914
1739209611.6357498;-45.120503652039325
1739209611.6357577;-38.13080360867914
1739209611.6357656;-38.13080360867914
1739209611.6357734;-35.57807855764607
1739209611.6357813;-33.981070128970906
1739209611.6357894;-38.13080360867914
1739209611.6357973;-38.13080360867914
1739209611.6358051;-32.816014438256545
1739209611.635813;-35.57807855764607
1739209611.6358209;-45.120503652039325
1739209611.6358287;-33.981070128970906
1739209611.6358366;-45.120503652039325
1739209611.6358445;-45.120503652039325
1739209611.6358523;-35.57807855764607
1739209611.6358602;-38.13080360867914
1739209611.6358683;-45.120503652039325
1739209611.6358762;-32.81601443825658
1739209611.635884;-35.57807855764607
1739209611.635892;-38.13080360867914
1739209611.6358998;-45.120503652039325
1739209611.6359076;-38.13080360867914
1739209611.6359155;-45.120503652039325
1739209611.6359234;-45.120503652039325
1739209611.6359313;-31.141103565318915
1739209611.6359391;-28.58837851428586
1739209611.635947;-35.57807855764607
1739209611.635955;-38.13080360867914
1739209611.635963;-35.57807855764607
1739209611.6359708;-33.981070128970906
1739209611.6359787;-45.120503652039325
1739209611.6359866;-35.57807855764607
1739209611.6359944;-45.120503652039325
1739209611.6360023;-38.13080360867914
1739209611.6360102;-38.13080360867914
1739209611.636018;-45.120503652039325
1739209611.636026;-45.120503652039325
1739209611.636034;-45.120503652039325
1739209611.6360419;-45.120503652039325
1739209611.6360497;-45.120503652039325
1739209611.6360576;-45.120503652039325
1739209611.6360655;-45.120503652039325
1739209611.6360734;-38.13080360867914
1739209611.6360812;-35.57807855764607
1739209611.636089;-38.13080360867914
1739209611.636097;-38.13080360867914
1739209611.6361048;-38.13080360867914
1739209611.6361127;-45.120503652039325
1739209611.6361208;-38.13080360867914
1739209611.6361287;-33.981070128970906
1739209611.6361365;-45.120503652039325
1739209611.6361444;-45.120503652039325
1739209611.6361523;-38.13080360867914
1739209611.6361601;-38.13080360867914
1739209611.636168;-45.120503652039325
1739209611.6361759;-45.120503652039325
1739209611.6361837;-45.120503652039325
1739209611.6361916;-31.14110356531892
1739209611.6361995;-45.120503652039325
1739209611.6362076;-38.13080360867914
1739209611.6362154;-33.981070128970906
1739209611.6362233;-45.120503652039325
1739209611.6362312;-45.120503652039325
1739209611.636239;-45.120503652039325
1739209611.636247;-38.13080360867914
1739209611.6362548;-31.141103565318915
1739209611.6362627;-38.13080360867914
1739209611.6362705;-38.13080360867914
1739209611.6362784;-45.120503652039325
1739209611.6362863;-38.13080360867914
1739209611.6362944;-33.981070128970906
1739209611.6363022;-38.13080360867914
1739209611.63631;-45.120503652039325
1739209611.636318;-32.816014438256545
1739209611.6363258;-45.120503652039325
1739209611.6363337;-45.120503652039325
1739209611.6363416;-38.13080360867914
1739209611.6363494;-45.120503652039325
1739209611.6363573;-45.120503652039325
1739209611.6363652;-45.120503652039325
1739209611.6363733;-35.57807855764607
1739209611.6363811;-38.13080360867914
1739209611.636389;-45.120503652039325
1739209611.636397;-45.120503652039325
1739209611.6364048;-45.120503652039325
1739209611.6364126;-38.13080360867914
1739209611.6364205;-38.13080360867914
1739209611.6364284;-33.981070128970906
1739209611.6364362;-45.120503652039325
1739209611.636444;-38.13080360867914
1739209611.636452;-32.816014438256545
1739209611.63646;-38.13080360867914
1739209611.636468;-45.120503652039325
1739209611.6364758;-38.13080360867914
1739209611.6364837;-35.57807855764607
1739209611.6364915;-45.120503652039325
1739209611.6364994;-45.120503652039325
1739209611.6365073;-33.981070128970906
1739209611.6365151;-38.13080360867914
1739209611.636523;-38.13080360867914
1739209611.6365309;-45.120503652039325
1739209611.636539;-45.120503652039325
1739209611.6365469;-45.120503652039325
1739209611.6365547;-45.120503652039325
1739209611.6365626;-38.13080360867914
1739209611.6365705;-38.13080360867914
1739209611.6365783;-38.13080360867914
1739209611.6365862;-38.13080360867914
1739209611.636594;-38.13080360867914
1739209611.636602;-38.13080360867914
1739209611.6366098;-38.13080360867914
1739209611.6366177;-45.120503652039325
1739209611.6366258;-45.120503652039325
1739209611.6366336;-38.13080360867914
1739209611.6366415;-33.981070128970906
1739209611.6366494;-38.13080360867914
1739209611.6366572;-38.13080360867914
1739209611.636665;-45.120503652039325
1739209611.636673;-38.13080360867914
1739209611.6366808;-38.13080360867914
1739209611.6366887;-45.120503652039325
1739209611.6366966;-45.120503652039325
1739209611.6367044;-38.13080360867914
1739209611.6367126;-35.57807855764607
1739209611.6367204;-45.120503652039325
1739209611.6367283;-38.13080360867914
1739209611.6367362;-38.13080360867914
1739209611.636744;-45.120503652039325
1739209611.636752;-38.13080360867914
1739209611.6367598;-38.13080360867914
1739209611.6367676;-35.57807855764607
1739209611.6367755;-38.13080360867914
1739209611.6367834;-38.13080360867914
1739209611.6367912;-45.120503652039325
1739209611.6367993;-35.57807855764607
1739209611.6368072;-45.120503652039325
1739209611.636815;-38.13080360867914
1739209611.636823;-45.120503652039325
1739209611.6368308;-45.120503652039325
1739209611.6368387;-33.981070128970906
1739209611.6368465;-45.120503652039325
1739209611.6368544;-45.120503652039325
1739209611.6368623;-45.120503652039325
1739209611.6368701;-45.120503652039325
1739209611.6368783;-38.13080360867914
1739209611.6368861;-38.13080360867914
1739209611.636894;-29.438486411369333
1739209611.6369019;-32.816014438256545
1739209611.6369097;-45.120503652039325
1739209611.6369176;-38.13080360867914
1739209611.6369255;-38.13080360867914
1739209611.6369333;-45.120503652039325
1739209611.6369412;-38.13080360867914
1739209611.636949;-38.13080360867914
1739209611.636957;-35.57807855764607
1739209611.636965;-38.13080360867914
1739209611.636973;-45.120503652039325
1739209611.6369808;-45.120503652039325
1739209611.6369886;-45.120503652039325
1739209611.6369965;-38.13080360867914
1739209611.6370044;-45.120503652039325
1739209611.6370122;-45.120503652039325
1739209611.63702;-45.120503652039325
1739209611.637028;-45.120503652039325
1739209611.6370358;-38.13080360867914
1739209611.637044;-45.120503652039325
1739209611.6370518;-38.13080360867914
1739209611.6370597;-45.120503652039325
1739209611.6370676;-45.120503652039325
1739209611.6370754;-38.13080360867914
1739209611.6370833;-26.991370085610736
1739209611.6370912;-32.816014438256545
1739209611.637099;-45.120503652039325
1739209611.637107;-38.13080360867914
1739209611.6371148;-38.13080360867914
1739209611.6371226;-38.13080360867914
1739209611.6371307;-38.13080360867914
1739209611.6371386;-33.981070128970906
1739209611.6371465;-38.13080360867914
1739209611.6371543;-45.120503652039325
1739209611.6371622;-38.13080360867914
1739209611.63717;-38.13080360867914
1739209611.637178;-45.120503652039325
1739209611.6371858;-45.120503652039325
1739209611.6371937;-38.13080360867914
1739209611.6372015;-45.120503652039325
1739209611.6372094;-32.816014438256545
1739209611.6372175;-33.981070128970906
1739209611.6372254;-45.120503652039325
1739209611.6372333;-38.13080360867914
1739209611.6372411;-35.57807855764607
1739209611.637249;-45.120503652039325
1739209611.6372569;-38.13080360867914
1739209611.6372647;-35.57807855764607
1739209611.6372726;-32.816014438256545
1739209611.6372805;-35.57807855764607
1739209611.6372883;-33.981070128970906
1739209611.6372962;-38.13080360867914
1739209611.6373043;-38.13080360867914
1739209611.6373122;-38.13080360867914
1739209611.63732;-45.120503652039325
1739209611.637328;-33.981070128970906
1739209611.6373358;-38.13080360867914
1739209611.6373436;-45.120503652039325
1739209611.6373515;-35.57807855764607
1739209611.6373594;-45.120503652039325
1739209611.6373672;-45.120503652039325
1739209611.637375;-45.120503652039325
1739209611.6373832;-38.13080360867914
1739209611.637391;-45.120503652039325
1739209611.637399;-30.49652367304973
1739209611.6374068;-28.58837851428586
1739209611.6374147;-45.120503652039325
1739209611.6374226;-45.120503652039325
1739209611.6374304;-35.57807855764607
1739209611.6374383;-45.120503652039325
1739209611.6374462;-45.120503652039325
1739209611.637454;-38.13080360867914
1739209611.637462;-45.120503652039325
1739209611.63747;-38.13080360867914
1739209611.6374779;-35.57807855764607
1739209611.6374857;-38.13080360867914
1739209611.6374936;-45.120503652039325
1739209611.6375015;-33.981070128970906
1739209611.6375093;-35.57807855764607
1739209611.6375172;-45.120503652039325
1739209611.637525;-45.120503652039325
1739209611.637533;-45.120503652039325
1739209611.6375408;-45.120503652039325
1739209611.637549;-38.13080360867914
1739209611.6375568;-38.13080360867914
1739209611.6375647;-45.120503652039325
1739209611.6375725;-45.120503652039325
1739209611.6375804;-38.13080360867914
1739209611.6375883;-38.13080360867914
1739209611.6375961;-35.57807855764607
1739209611.637604;-45.120503652039325
1739209611.6376119;-45.120503652039325
1739209611.6376197;-35.57807855764607
1739209611.6376276;-35.57807855764607
1739209611.6376357;-38.13080360867914
1739209611.6376436;-38.13080360867914
1739209611.6376514;-45.120503652039325
1739209611.6376593;-45.120503652039325
1739209611.6376672;-38.13080360867914
1739209611.637675;-38.13080360867914
1739209611.637683;-45.120503652039325
1739209611.6376908;-45.120503652039325
1739209611.6376987;-38.13080360867914
1739209611.6377065;-45.120503652039325
1739209611.6377144;-45.120503652039325
1739209611.6377225;-33.981070128970906
1739209611.6377304;-45.120503652039325
1739209611.6377382;-45.120503652039325
1739209611.637746;-38.13080360867914
1739209611.637754;-35.57807855764607
1739209611.6377618;-38.13080360867914
1739209611.6377697;-45.120503652039325
1739209611.6377776;-38.13080360867914
1739209611.6377854;-38.13080360867914
1739209611.6377933;-38.13080360867914
1739209611.6378012;-35.57807855764607
