CAN Message; 0x1d3:00007970e43f92c6
1739209895.7826912;-45.120503652039325
1739209895.7826998;-38.13080360867914
1739209895.7827086;-38.13080360867914
1739209895.7827172;-45.120503652039325
1739209895.7827258;-38.13080360867914
1739209895.7827346;-38.13080360867914
1739209895.7827432;-45.120503652039325
1739209895.7827518;-45.120503652039325
1739209895.7827606;-38.13080360867914
1739209895.7827692;-38.13080360867914
1739209895.7827778;-45.120503652039325
1739209895.7827866;-45.120503652039325
1739209895.7827952;-45.120503652039325
1739209895.7828038;-38.13080360867914
1739209895.7828126;-45.120503652039325
1739209895.7828212;-38.13080360867914
1739209895.7828298;-27.8777449560314
1739209895.7828386;-45.120503652039325
1739209895.7828472;-45.120503652039325
1739209895.7828557;-38.13080360867914
1739209895.7828646;-32.816014438256545
1739209895.7828732;-45.120503652039325
1739209895.7828817;-45.120503652039325
1739209895.7828906;-45.120503652039325
1739209895.7828991;-45.120503652039325
1739209895.7829077;-45.120503652039325
1739209895.7829165;-38.13080360867914
1739209895.7829251;-45.120503652039325
1739209895.7829337;-45.120503652039325
1739209895.7829425;-38.13080360867914
1739209895.782951;-38.13080360867914
1739209895.7829597;-38.13080360867914
1739209895.7829685;-25.826314394896354
1739209895.782977;-35.57807855764607
1739209895.7829857;-45.120503652039325
1739209895.7829943;-38.13080360867914
1739209895.783003;-35.57807855764607
1739209895.7830117;-38.13080360867914
1739209895.7830203;-38.13080360867914
1739209895.783029;-45.120503652039325
1739209895.7830377;-45.120503652039325
1739209895.7830462;-38.13080360867914
1739209895.783055;-45.120503652039325
1739209895.7830637;-38.13080360867914
1739209895.7830722;-35.57807855764607
1739209895.783081;-35.57807855764607
1739209895.7830896;-45.120503652039325
1739209895.7830982;-38.13080360867914
1739209895.783107;-38.13080360867914
1739209895.7831156;-38.13080360867914
1739209895.7831242;-45.120503652039325
1739209895.783133;-38.13080360867914
1739209895.7831416;-38.13080360867914
1739209895.7831502;-38.13080360867914
1739209895.783159;-45.120503652039325
1739209895.7831676;-45.120503652039325
1739209895.7831762;-32.816014438256545
1739209895.783185;-38.13080360867914
1739209895.7831936;-45.120503652039325
1739209895.7832022;-38.13080360867914
1739209895.783211;-35.57807855764607
1739209895.7832196;-45.120503652039325
1739209895.7832282;-45.120503652039325
1739209895.783237;-38.13080360867914
1739209895.7832456;-45.120503652039325
1739209895.7832541;-38.13080360867914
1739209895.783263;-45.120503652039325
1739209895.7832716;-45.120503652039325
1739209895.7832801;-35.57807855764607
1739209895.783289;-33.981070128970906
1739209895.7832975;-45.120503652039325
1739209895.7833061;-45.120503652039325
1739209895.783315;-35.57807855764607
1739209895.7833235;-38.13080360867914
1739209895.783332;-45.120503652039325
1739209895.783341;-45.120503652039325
1739209895.7833495;-38.13080360867914
1739209895.783358;-38.13080360867914
1739209895.783367;-45.120503652039325
1739209895.7833755;-45.120503652039325
1739209895.783384;-32.816014438256545
1739209895.783393;-32.816014438256545
1739209895.7834015;-45.120503652039325
1739209895.78341;-45.120503652039325
1739209895.783419;-33.981070128970906
1739209895.7834275;-35.57807855764607
1739209895.783436;-45.120503652039325
1739209895.783445;-38.13080360867914
1739209895.7834535;-45.120503652039325
1739209895.783462;-31.141103565318915
1739209895.7834709;-45.120503652039325
1739209895.7834795;-45.120503652039325
1739209895.783488;-45.120503652039325
1739209895.7834969;-33.981070128970906
1739209895.7835054;-45.120503652039325
1739209895.783514;-38.13080360867914
1739209895.7835228;-35.57807855764607
1739209895.7835314;-38.13080360867914
1739209895.78354;-45.120503652039325
1739209895.7835488;-38.13080360867914
1739209895.7835574;-38.13080360867914
1739209895.783566;-38.13080360867914
1739209895.7835748;-38.13080360867914
1739209895.7835834;-38.13080360867914
1739209895.783592;-38.13080360867914
1739209895.7836008;-38.13080360867914
1739209895.7836094;-38.13080360867914
1739209895.783618;-45.120503652039325
1739209895.7836268;-32.816014438256545
1739209895.7836354;-31.141103565318915
1739209895.783644;-45.120503652039325
1739209895.7836528;-38.13080360867914
1739209895.7836614;-35.57807855764607
1739209895.78367;-31.141103565318915
1739209895.7836788;-45.120503652039325
1739209895.7836874;-45.120503652039325
1739209895.783696;-45.120503652039325
1739209895.7837048;-45.120503652039325
1739209895.7837133;-45.120503652039325
1739209895.783722;-38.13080360867914
1739209895.7837307;-38.13080360867914
1739209895.7837393;-30.49652367304973
1739209895.783748;-38.13080360867914
1739209895.7837567;-45.120503652039325
1739209895.7837653;-35.57807855764607
1739209895.783774;-38.13080360867914
1739209895.7837827;-45.120503652039325
1739209895.7837913;-38.13080360867914
1739209895.7838;-33.981070128970906
1739209895.7838087;-30.49652367304973
1739209895.7838173;-38.13080360867914
1739209895.7838259;-31.141103565318915
1739209895.7838347;-33.981070128970906
1739209895.7838433;-33.981070128970906
1739209895.7838519;-45.120503652039325
1739209895.7838607;-38.13080360867914
1739209895.7838693;-38.13080360867914
1739209895.7838778;-45.120503652039325
1739209895.7838867;-45.120503652039325
1739209895.7838953;-38.13080360867914
1739209895.7839038;-45.120503652039325
1739209895.7839127;-38.13080360867914
1739209895.7839212;-45.120503652039325
1739209895.7839298;-38.13080360867914
1739209895.7839386;-35.57807855764607
1739209895.7839472;-38.13080360867914
1739209895.7839558;-45.120503652039325
1739209895.7839646;-45.120503652039325
1739209895.7839732;-35.57807855764607
1739209895.7839818;-38.13080360867914
1739209895.7839906;-35.57807855764607
1739209895.7839992;-45.120503652039325
1739209895.7840078;-32.816014438256545
1739209895.7840166;-33.981070128970906
1739209895.7840252;-38.13080360867914
1739209895.7840338;-33.981070128970906
1739209895.7840426;-33.981070128970906
1739209895.7840512;-38.13080360867914
1739209895.7840598;-45.120503652039325
1739209895.7840686;-38.13080360867914
1739209895.7840772;-38.13080360867914
1739209895.7840858;-31.141103565318915
1739209895.7840946;-28.58837851428586
1739209895.7841032;-45.120503652039325
1739209895.7841117;-38.13080360867914
1739209895.7841206;-38.13080360867914
1739209895.7841291;-45.120503652039325
1739209895.7841377;-33.981070128970906
1739209895.7841465;-38.13080360867914
1739209895.7841551;-38.13080360867914
1739209895.7841637;-33.981070128970906
1739209895.7841725;-35.57807855764607
1739209895.784181;-45.120503652039325
1739209895.7841897;-45.120503652039325
1739209895.7841985;-32.816014438256545
1739209895.784207;-38.13080360867914
1739209895.7842157;-45.120503652039325
1739209895.7842245;-45.120503652039325
1739209895.784233;-35.57807855764607
1739209895.7842417;-38.13080360867914
1739209895.7842505;-45.120503652039325
1739209895.784259;-45.120503652039325
1739209895.7842677;-38.13080360867914
1739209895.7842765;-38.13080360867914
1739209895.784285;-45.120503652039325
1739209895.7842937;-45.120503652039325
1739209895.7843025;-45.120503652039325
1739209895.784311;-38.13080360867914
1739209895.7843196;-38.13080360867914
1739209895.7843285;-38.13080360867914
1739209895.784337;-45.120503652039325
1739209895.7843456;-45.120503652039325
1739209895.7843544;-45.120503652039325
1739209895.784363;-45.120503652039325
1739209895.7843716;-45.120503652039325
1739209895.7843804;-45.120503652039325
1739209895.784389;-38.13080360867914
1739209895.7843976;-38.13080360867914
1739209895.7844064;-35.57807855764607
1739209895.784415;-35.57807855764607
1739209895.7844236;-38.13080360867914
1739209895.7844324;-33.981070128970906
1739209895.784441;-32.816014438256545
1739209895.7844496;-38.13080360867914
1739209895.7844584;-45.120503652039325
1739209895.784467;-38.13080360867914
1739209895.7844756;-38.13080360867914
1739209895.7844844;-38.13080360867914
1739209895.784493;-35.57807855764607
1739209895.7845016;-38.13080360867914
1739209895.7845104;-45.120503652039325
1739209895.784519;-45.120503652039325
1739209895.7845275;-38.13080360867914
1739209895.7845364;-38.13080360867914
1739209895.784545;-32.816014438256545
1739209895.7845535;-45.120503652039325
1739209895.7845623;-38.13080360867914
1739209895.784571;-38.13080360867914
1739209895.7845795;-33.981070128970906
1739209895.7845883;-35.57807855764607
1739209895.784597;-35.57807855764607
1739209895.7846055;-38.13080360867914
1739209895.7846143;-38.13080360867914
1739209895.784623;-38.13080360867914
1739209895.7846315;-45.120503652039325
1739209895.7846403;-38.13080360867914
1739209895.784649;-45.120503652039325
1739209895.7846575;-45.120503652039325
1739209895.7846663;-35.57807855764607
1739209895.784675;-38.13080360867914
1739209895.7846835;-45.120503652039325
1739209895.7846923;-45.120503652039325
1739209895.7847009;-38.13080360867914
1739209895.7847095;-38.13080360867914
1739209895.7847183;-38.13080360867914
1739209895.7847269;-35.57807855764607
1739209895.7847354;-38.13080360867914
1739209895.7847443;-45.120503652039325
1739209895.7847528;-38.13080360867914
1739209895.7847614;-33.981070128970906
1739209895.7847703;-38.13080360867914
1739209895.7847788;-38.13080360867914
1739209895.7847874;-38.13080360867914
1739209895.7847962;-38.13080360867914
1739209895.7848048;-35.57807855764607
1739209895.7848134;-38.13080360867914
1739209895.7848222;-45.120503652039325
1739209895.7848308;-45.120503652039325
1739209895.7848394;-45.120503652039325
1739209895.7848482;-33.981070128970906
1739209895.7848568;-45.120503652039325
1739209895.7848654;-35.57807855764607
1739209895.7848742;-38.13080360867914
1739209895.7848828;-45.120503652039325
1739209895.7848914;-38.13080360867914
1739209895.7849002;-38.13080360867914
1739209895.7849088;-35.57807855764607
1739209895.7849174;-38.13080360867914
1739209895.7849262;-32.816014438256545
1739209895.7849348;-30.49652367304973
1739209895.7849433;-38.13080360867914
1739209895.7849522;-35.57807855764607
1739209895.7849607;-45.120503652039325
1739209895.7849693;-38.13080360867914
1739209895.7849782;-35.57807855764607
1739209895.7849867;-33.981070128970906
1739209895.7849953;-45.120503652039325
1739209895.7850041;-32.81601443825658
1739209895.7850127;-38.13080360867914
1739209895.7850213;-45.120503652039325
1739209895.7850301;-45.120503652039325
1739209895.7850387;-38.13080360867914
1739209895.7850473;-35.57807855764607
1739209895.785056;-45.120503652039325
1739209895.7850647;-38.13080360867914
1739209895.7850733;-28.992665084841942
1739209895.785082;-32.816014438256545
1739209895.7850907;-38.13080360867914
1739209895.7850993;-45.120503652039325
1739209895.785108;-35.57807855764607
1739209895.7851167;-38.13080360867914
1739209895.7851253;-38.13080360867914
1739209895.785134;-45.120503652039325
1739209895.7851427;-38.13080360867914
1739209895.7851512;-35.57807855764607
1739209895.78516;-38.13080360867914
1739209895.7851686;-45.120503652039325
1739209895.7851772;-45.120503652039325
1739209895.7851858;-35.57807855764607
1739209895.7851946;-38.13080360867914
1739209895.7852032;-45.120503652039325
1739209895.7852118;-30.49652367304976
1739209895.7852206;-38.13080360867914
1739209895.7852292;-38.13080360867914
1739209895.7852378;-38.13080360867914
1739209895.7852466;-38.13080360867914
1739209895.7852552;-38.13080360867914
1739209895.7852638;-38.13080360867914
1739209895.7852726;-38.13080360867914
1739209895.7852812;-28.992665084841942
1739209895.7852898;-45.120503652039325
1739209895.7852986;-45.120503652039325
1739209895.7853072;-45.120503652039325
1739209895.7853158;-45.120503652039325
1739209895.7853246;-38.13080360867914
1739209895.7853332;-45.120503652039325
1739209895.7853417;-45.120503652039325
1739209895.7853506;-33.981070128970906
1739209895.7853591;-38.13080360867914
1739209895.7853677;-38.13080360867914
1739209895.7853765;-45.120503652039325
1739209895.7853851;-45.120503652039325
1739209895.7853937;-35.57807855764607
1739209895.7854025;-38.13080360867914
1739209895.7854111;-45.120503652039325
1739209895.7854197;-38.13080360867914
1739209895.7854285;-38.13080360867914
1739209895.785437;-38.13080360867914
1739209895.7854457;-45.120503652039325
1739209895.7854545;-45.120503652039325
1739209895.785463;-45.120503652039325
1739209895.7854717;-45.120503652039325
1739209895.7854805;-45.120503652039325
1739209895.785489;-38.13080360867914
1739209895.7854977;-45.120503652039325
1739209895.7855065;-45.120503652039325
1739209895.785515;-45.120503652039325
1739209895.7855237;-45.120503652039325
1739209895.7855325;-32.816014438256545
1739209895.785541;-45.120503652039325
1739209895.7855496;-38.13080360867914
1739209895.7855585;-38.13080360867914
1739209895.785567;-45.120503652039325
1739209895.7855756;-38.13080360867914
1739209895.7855844;-38.13080360867914
1739209895.785593;-45.120503652039325
1739209895.7856016;-38.13080360867914
1739209895.7856104;-33.981070128970906
1739209895.785619;-45.120503652039325
1739209895.7856276;-45.120503652039325
1739209895.7856364;-35.57807855764607
1739209895.785645;-33.981070128970906
1739209895.7856536;-38.13080360867914
1739209895.7856624;-38.13080360867914
1739209895.785671;-38.13080360867914
1739209895.7856796;-38.13080360867914
1739209895.7856884;-45.120503652039325
1739209895.785697;-38.13080360867914
1739209895.7857056;-30.49652367304973
1739209895.7857144;-38.13080360867914
1739209895.785723;-45.120503652039325
1739209895.7857316;-45.120503652039325
1739209895.7857404;-32.816014438256545
1739209895.785749;-38.13080360867914
1739209895.7857575;-45.120503652039325
1739209895.7857664;-45.120503652039325
1739209895.785775;-45.120503652039325
1739209895.7857835;-45.120503652039325
1739209895.7857924;-45.120503652039325
1739209895.785801;-31.141103565318915
1739209895.7858095;-38.13080360867914
1739209895.7858183;-38.13080360867914
1739209895.785827;-45.120503652039325
1739209895.7858355;-38.13080360867914
1739209895.7858443;-32.816014438256545
1739209895.785853;-38.13080360867914
1739209895.7858615;-45.120503652039325
1739209895.7858703;-45.120503652039325
1739209895.785879;-35.57807855764607
1739209895.7858875;-38.13080360867914
1739209895.7858963;-45.120503652039325
1739209895.785905;-38.13080360867914
1739209895.7859135;-45.120503652039325
1739209895.7859223;-38.13080360867914
1739209895.7859309;-45.120503652039325
1739209895.7859395;-38.13080360867914
1739209895.7859483;-38.13080360867914
1739209895.7859569;-38.13080360867914
1739209895.7859654;-38.13080360867914
1739209895.7859743;-38.13080360867914
1739209895.7859828;-29.438486411369333
1739209895.7859914;-35.57807855764607
1739209895.7860003;-45.120503652039325
1739209895.7860088;-45.120503652039325
1739209895.7860174;-31.141103565318893
1739209895.7860262;-38.13080360867914
1739209895.7860348;-45.120503652039325
1739209895.7860434;-38.13080360867914
1739209895.7860522;-45.120503652039325
1739209895.7860608;-38.13080360867914
1739209895.7860694;-45.120503652039325
1739209895.7860782;-38.13080360867914
1739209895.7860868;-45.120503652039325
1739209895.7860954;-45.120503652039325
1739209895.7861042;-45.120503652039325
1739209895.7861128;-31.141103565318915
1739209895.7861214;-28.992665084841942
1739209895.7861302;-45.120503652039325
1739209895.7861388;-45.120503652039325
1739209895.7861474;-38.13080360867914
1739209895.7861562;-32.816014438256545
1739209895.7861648;-38.13080360867914
1739209895.7861733;-38.13080360867914
1739209895.7861822;-38.13080360867914
1739209895.7861907;-32.816014438256545
1739209895.7861993;-33.981070128970906
1739209895.7862082;-45.120503652039325
1739209895.7862167;-45.120503652039325
1739209895.7862253;-45.120503652039325
1739209895.7862341;-38.13080360867914
1739209895.7862427;-45.120503652039325
1739209895.7862513;-45.120503652039325
1739209895.7862601;-45.120503652039325
1739209895.7862687;-45.120503652039325
1739209895.7862773;-38.13080360867914
1739209895.786286;-45.120503652039325
1739209895.7862947;-45.120503652039325
1739209895.7863033;-45.120503652039325
1739209895.786312;-45.120503652039325
1739209895.7863207;-45.120503652039325
1739209895.7863293;-26.991370085610736
1739209895.786338;-30.49652367304973
1739209895.7863467;-45.120503652039325
1739209895.7863553;-38.13080360867914
1739209895.786364;-32.816014438256545
1739209895.7863727;-38.13080360867914
1739209895.7863812;-45.120503652039325
1739209895.78639;-45.120503652039325
1739209895.7863986;-45.120503652039325
1739209895.7864072;-45.120503652039325
1739209895.786416;-45.120503652039325
1739209895.7864246;-38.13080360867914
1739209895.7864332;-45.120503652039325
1739209895.786442;-38.13080360867914
1739209895.7864506;-45.120503652039325
1739209895.7864592;-45.120503652039325
1739209895.786468;-35.57807855764607
1739209895.7864766;-38.13080360867914
1739209895.7864852;-45.120503652039325
1739209895.786494;-45.120503652039325
1739209895.7865026;-32.816014438256545
1739209895.7865112;-38.13080360867914
1739209895.78652;-45.120503652039325
1739209895.7865286;-38.13080360867914
1739209895.7865372;-32.816014438256545
1739209895.786546;-28.992665084841942
1739209895.7865546;-45.120503652039325
1739209895.7865632;-38.13080360867914
1739209895.786572;-35.57807855764607
1739209895.7865806;-38.13080360867914
1739209895.7865891;-45.120503652039325
1739209895.786598;-38.13080360867914
1739209895.7866066;-38.13080360867914
1739209895.7866151;-38.13080360867914
1739209895.786624;-38.13080360867914
1739209895.7866325;-45.120503652039325
1739209895.7866411;-45.120503652039325
1739209895.78665;-38.13080360867914
1739209895.7866585;-38.13080360867914
1739209895.786667;-45.120503652039325
1739209895.786676;-31.141103565318915
1739209895.7866845;-28.992665084841942
1739209895.786693;-45.120503652039325
1739209895.786702;-38.13080360867914
1739209895.7867105;-35.57807855764607
1739209895.786719;-35.57807855764607
1739209895.786728;-45.120503652039325
1739209895.7867365;-35.57807855764607
1739209895.786745;-38.13080360867914
1739209895.786754;-45.120503652039325
1739209895.7867625;-45.120503652039325
1739209895.786771;-45.120503652039325
1739209895.7867799;-45.120503652039325
1739209895.7867885;-45.120503652039325
1739209895.786797;-45.120503652039325
1739209895.7868059;-35.57807855764607
1739209895.7868145;-38.13080360867914
1739209895.786823;-38.13080360867914
1739209895.7868319;-45.120503652039325
1739209895.7868404;-38.13080360867914
1739209895.786849;-38.13080360867914
1739209895.7868578;-38.13080360867914
1739209895.7868664;-45.120503652039325
1739209895.786875;-45.120503652039325
1739209895.7868838;-45.120503652039325
1739209895.7868924;-33.981070128970906
1739209895.786901;-38.13080360867914
1739209895.7869098;-38.13080360867914
1739209895.7869184;-45.120503652039325
1739209895.786927;-38.13080360867914
1739209895.7869358;-45.120503652039325
1739209895.7869444;-45.120503652039325
1739209895.786953;-38.13080360867914
1739209895.7869618;-38.13080360867914
1739209895.7869704;-45.120503652039325
1739209895.786979;-45.120503652039325
1739209895.7869878;-38.13080360867914
1739209895.7869964;-45.120503652039325
1739209895.787005;-45.120503652039325
1739209895.7870138;-38.13080360867914
1739209895.7870224;-35.57807855764607
1739209895.787031;-27.267205301931607
1739209895.7870398;-38.13080360867914
1739209895.7870483;-38.13080360867914
1739209895.787057;-35.57807855764607
1739209895.7870657;-31.141103565318915
1739209895.7870743;-45.120503652039325
1739209895.787083;-38.13080360867914
1739209895.7870917;-33.981070128970906
1739209895.7871003;-45.120503652039325
1739209895.787109;-45.120503652039325
1739209895.7871177;-38.13080360867914
1739209895.7871263;-32.816014438256545
1739209895.787135;-38.13080360867914
1739209895.7871437;-45.120503652039325
1739209895.7871523;-38.13080360867914
1739209895.7871609;-38.13080360867914
1739209895.7871697;-38.13080360867914
1739209895.7871783;-45.120503652039325
1739209895.7871869;-45.120503652039325
1739209895.7871957;-38.13080360867914
1739209895.7872043;-35.57807855764607
1739209895.7872128;-38.13080360867914
1739209895.7872217;-45.120503652039325
1739209895.7872303;-38.13080360867914
1739209895.7872388;-45.120503652039325
1739209895.7872477;-45.120503652039325
1739209895.7872562;-38.13080360867914
1739209895.7872648;-38.13080360867914
1739209895.7872736;-38.13080360867914
1739209895.7872822;-45.120503652039325
1739209895.7872908;-38.13080360867914
1739209895.7872996;-35.57807855764607
1739209895.7873082;-38.13080360867914
1739209895.7873168;-45.120503652039325
1739209895.7873256;-38.13080360867914
1739209895.7873342;-33.981070128970906
1739209895.7873428;-38.13080360867914
1739209895.7873516;-38.13080360867914
1739209895.7873602;-45.120503652039325
1739209895.7873688;-32.816014438256545
1739209895.7873776;-38.13080360867914
1739209895.7873862;-32.816014438256545
1739209895.7873948;-45.120503652039325
1739209895.7874036;-35.57807855764607
1739209895.7874122;-31.141103565318915
1739209895.7874207;-38.13080360867914
1739209895.7874293;-38.13080360867914
1739209895.7874382;-45.120503652039325
1739209895.7874467;-45.120503652039325
1739209895.7874553;-45.120503652039325
1739209895.7874641;-38.13080360867914
1739209895.7874727;-38.13080360867914
1739209895.7874813;-45.120503652039325
1739209895.7874901;-45.120503652039325
1739209895.7874987;-38.13080360867914
1739209895.7875073;-38.13080360867914
1739209895.787516;-38.13080360867914
1739209895.7875247;-32.816014438256545
1739209895.7875333;-38.13080360867914
1739209895.787542;-38.13080360867914
1739209895.7875507;-38.13080360867914
1739209895.7875593;-38.13080360867914
1739209895.787568;-38.13080360867914
1739209895.7875767;-38.13080360867914
1739209895.7875853;-38.13080360867914
1739209895.787594;-45.120503652039325
1739209895.7876027;-45.120503652039325
1739209895.7876112;-35.57807855764607
1739209895.78762;-45.120503652039325
1739209895.7876287;-45.120503652039325
1739209895.7876372;-45.120503652039325
1739209895.787646;-45.120503652039325
1739209895.7876546;-38.13080360867914
1739209895.7876632;-45.120503652039325
1739209895.787672;-38.13080360867914
1739209895.7876806;-35.57807855764607
1739209895.7876892;-38.13080360867914
1739209895.787698;-35.57807855764607
1739209895.7877066;-38.13080360867914
1739209895.7877152;-35.57807855764607
1739209895.787724;-38.13080360867914
1739209895.7877326;-45.120503652039325
1739209895.7877412;-45.120503652039325
1739209895.78775;-45.120503652039325
1739209895.7877586;-33.981070128970906
1739209895.7877672;-45.120503652039325
1739209895.787776;-38.13080360867914
1739209895.7877846;-38.13080360867914
1739209895.7877932;-45.120503652039325
1739209895.787802;-45.120503652039325
1739209895.7878106;-38.13080360867914
1739209895.7878191;-38.13080360867914
1739209895.787828;-45.120503652039325
1739209895.7878366;-32.816014438256545
1739209895.7878451;-38.13080360867914
1739209895.787854;-45.120503652039325
1739209895.7878625;-45.120503652039325
1739209895.7878711;-29.438486411369333
1739209895.78788;-32.816014438256545
1739209895.7878885;-45.120503652039325
1739209895.787897;-45.120503652039325
1739209895.787906;-45.120503652039325
1739209895.7879145;-45.120503652039325
1739209895.787923;-45.120503652039325
1739209895.787932;-33.981070128970906
1739209895.7879405;-38.13080360867914
1739209895.787949;-45.120503652039325
1739209895.787958;-45.120503652039325
1739209895.7879665;-38.13080360867914
1739209895.787975;-38.13080360867914
1739209895.787984;-45.120503652039325
1739209895.7879925;-45.120503652039325
1739209895.788001;-45.120503652039325
1739209895.78801;-27.8777449560314
1739209895.7880185;-32.816014438256545
1739209895.788027;-45.120503652039325
1739209895.7880359;-35.57807855764607
1739209895.7880445;-32.816014438256545
1739209895.788053;-32.816014438256545
1739209895.7880619;-38.13080360867914
1739209895.7880704;-33.981070128970906
1739209895.788079;-45.120503652039325
1739209895.7880878;-38.13080360867914
1739209895.7880964;-32.816014438256545
1739209895.788105;-38.13080360867914
1739209895.7881138;-45.120503652039325
1739209895.7881224;-45.120503652039325
1739209895.788131;-35.57807855764607
1739209895.7881398;-38.13080360867914
1739209895.7881484;-45.120503652039325
1739209895.788157;-35.57807855764607
1739209895.7881658;-35.57807855764607
1739209895.7881744;-38.13080360867914
1739209895.788183;-45.120503652039325
1739209895.7881918;-45.120503652039325
1739209895.7882004;-35.57807855764607
1739209895.788209;-35.57807855764607
1739209895.7882178;-45.120503652039325
1739209895.7882264;-38.13080360867914
1739209895.788235;-35.57807855764607
1739209895.7882438;-38.13080360867914
1739209895.7882524;-45.120503652039325
1739209895.788261;-38.13080360867914
1739209895.7882698;-35.57807855764607
1739209895.7882783;-38.13080360867914
1739209895.788287;-45.120503652039325
1739209895.7882957;-45.120503652039325
1739209895.7883043;-45.120503652039325
1739209895.788313;-38.13080360867914
1739209895.7883217;-38.13080360867914
1739209895.7883303;-38.13080360867914
1739209895.788339;-32.816014438256545
1739209895.7883477;-38.13080360867914
1739209895.7883563;-45.120503652039325
1739209895.788365;-33.981070128970906
1739209895.7883737;-38.13080360867914
1739209895.7883823;-45.120503652039325
1739209895.7883909;-45.120503652039325
1739209895.7883997;-38.13080360867914
1739209895.7884083;-33.981070128970906
1739209895.7884169;-38.13080360867914
1739209895.7884257;-45.120503652039325
1739209895.7884343;-29.438486411369354
1739209895.7884429;-35.57807855764607
1739209895.7884517;-38.13080360867914
1739209895.7884603;-45.120503652039325
1739209895.7884688;-38.13080360867914
1739209895.7884777;-35.57807855764607
1739209895.7884862;-45.120503652039325
1739209895.7884948;-45.120503652039325
1739209895.7885036;-28.992665084841942
1739209895.7885122;-38.13080360867914
1739209895.7885208;-38.13080360867914
1739209895.7885296;-45.120503652039325
1739209895.7885382;-35.57807855764607
1739209895.7885468;-33.981070128970906
1739209895.7885556;-45.120503652039325
1739209895.7885642;-45.120503652039325
1739209895.7885728;-32.816014438256545
1739209895.7885816;-45.120503652039325
1739209895.7885902;-38.13080360867914
1739209895.7885988;-45.120503652039325
1739209895.7886076;-45.120503652039325
1739209895.7886162;-45.120503652039325
1739209895.7886248;-45.120503652039325
1739209895.7886336;-38.13080360867914
1739209895.7886422;-38.13080360867914
1739209895.7886508;-38.13080360867914
1739209895.7886596;-38.13080360867914
