CAN Message; 0x1a7:00006d40509a60e1
1739209622.1987839;-45.120503652039325
1739209622.1987894;-38.13080360867914
1739209622.1987948;-38.13080360867914
1739209622.1988006;-45.120503652039325
1739209622.198806;-45.120503652039325
1739209622.1988115;-45.120503652039325
1739209622.1988173;-38.13080360867914
1739209622.1988227;-38.13080360867914
1739209622.1988282;-38.13080360867914
1739209622.198834;-35.57807855764607
1739209622.1988394;-33.981070128970906
1739209622.198845;-45.120503652039325
1739209622.1988506;-45.120503652039325
1739209622.198856;-38.13080360867914
1739209622.1988616;-45.120503652039325
1739209622.1988673;-38.13080360867914
1739209622.1988728;-33.981070128970906
1739209622.1988783;-35.57807855764607
1739209622.198884;-38.13080360867914
1739209622.1988895;-38.13080360867914
1739209622.198895;-33.981070128970906
1739209622.1989007;-45.120503652039325
1739209622.1989062;-33.981070128970906
1739209622.1989117;-45.120503652039325
1739209622.1989172;-45.120503652039325
1739209622.1989229;-38.13080360867914
1739209622.1989284;-38.13080360867914
1739209622.1989338;-45.120503652039325
1739209622.1989396;-38.13080360867914
1739209622.198945;-32.816014438256545
1739209622.1989505;-45.120503652039325
1739209622.1989563;-38.13080360867914
1739209622.1989617;-32.816014438256545
1739209622.1989672;-32.816014438256545
1739209622.198973;-33.981070128970906
1739209622.1989784;-45.120503652039325
1739209622.198984;-38.13080360867914
1739209622.1989896;-45.120503652039325
1739209622.198995;-45.120503652039325
1739209622.1990006;-45.120503652039325
1739209622.1990063;-38.13080360867914
1739209622.1990118;-35.57807855764607
1739209622.1990173;-32.816014438256545
1739209622.199023;-38.13080360867914
1739209622.1990285;-33.981070128970906
1739209622.199034;-33.981070128970906
1739209622.1990397;-33.981070128970906
1739209622.1990452;-45.120503652039325
1739209622.1990507;-45.120503652039325
1739209622.1990561;-38.13080360867914
1739209622.1990619;-38.13080360867914
1739209622.1990674;-45.120503652039325
1739209622.1990728;-45.120503652039325
1739209622.1990786;-33.981070128970906
1739209622.199084;-38.13080360867914
1739209622.1990895;-45.120503652039325
1739209622.1990952;-31.141103565318915
1739209622.1991007;-32.816014438256545
1739209622.1991062;-38.13080360867914
1739209622.199112;-38.13080360867914
1739209622.1991174;-32.816014438256545
1739209622.199123;-32.816014438256545
1739209622.1991286;-38.13080360867914
1739209622.199134;-38.13080360867914
1739209622.1991396;-45.120503652039325
1739209622.1991453;-45.120503652039325
1739209622.1991508;-45.120503652039325
1739209622.1991563;-45.120503652039325
1739209622.199162;-45.120503652039325
1739209622.1991675;-38.13080360867914
1739209622.199173;-35.57807855764607
1739209622.1991787;-45.120503652039325
1739209622.1991842;-45.120503652039325
1739209622.1991897;-45.120503652039325
1739209622.1991951;-38.13080360867914
1739209622.1992009;-38.13080360867914
1739209622.1992064;-38.13080360867914
1739209622.1992118;-45.120503652039325
1739209622.1992176;-45.120503652039325
1739209622.199223;-45.120503652039325
1739209622.1992285;-31.141103565318915
1739209622.1992342;-30.49652367304973
1739209622.1992397;-38.13080360867914
1739209622.1992452;-38.13080360867914
1739209622.199251;-38.13080360867914
1739209622.1992564;-38.13080360867914
1739209622.199262;-45.120503652039325
1739209622.1992676;-35.57807855764607
1739209622.199273;-32.81601443825658
1739209622.1992786;-38.13080360867914
1739209622.1992843;-38.13080360867914
1739209622.1992898;-45.120503652039325
1739209622.1992953;-45.120503652039325
1739209622.199301;-45.120503652039325
1739209622.1993065;-33.981070128970906
1739209622.199312;-45.120503652039325
1739209622.1993175;-33.981070128970906
1739209622.1993232;-33.981070128970906
1739209622.1993287;-45.120503652039325
1739209622.1993341;-45.120503652039325
1739209622.1993399;-33.981070128970906
1739209622.1993454;-38.13080360867914
1739209622.1993508;-38.13080360867914
1739209622.1993566;-32.816014438256545
1739209622.199362;-45.120503652039325
1739209622.1993675;-45.120503652039325
1739209622.1993732;-45.120503652039325
1739209622.1993787;-45.120503652039325
1739209622.1993842;-38.13080360867914
1739209622.19939;-38.13080360867914
1739209622.1993954;-45.120503652039325
1739209622.199401;-38.13080360867914
1739209622.1994066;-45.120503652039325
1739209622.199412;-45.120503652039325
1739209622.1994176;-38.13080360867914
1739209622.1994233;-35.57807855764607
1739209622.1994288;-38.13080360867914
1739209622.1994343;-45.120503652039325
1739209622.19944;-38.13080360867914
1739209622.1994455;-45.120503652039325
1739209622.199451;-35.57807855764607
1739209622.1994565;-27.8777449560314
1739209622.1994622;-45.120503652039325
1739209622.1994677;-45.120503652039325
1739209622.1994731;-38.13080360867914
1739209622.1994789;-38.13080360867914
1739209622.1994843;-45.120503652039325
1739209622.1994898;-38.13080360867914
1739209622.1994956;-45.120503652039325
1739209622.199501;-31.141103565318943
1739209622.1995065;-33.981070128970906
1739209622.1995122;-31.141103565318915
1739209622.1995177;-33.981070128970906
1739209622.1995232;-45.120503652039325
1739209622.199529;-33.981070128970906
1739209622.1995344;-38.13080360867914
1739209622.19954;-33.981070128970906
1739209622.1995456;-27.8777449560314
1739209622.199551;-38.13080360867914
1739209622.1995566;-45.120503652039325
1739209622.1995623;-38.13080360867914
1739209622.1995678;-38.13080360867914
1739209622.1995733;-38.13080360867914
1739209622.1995788;-32.816014438256545
1739209622.1995845;-38.13080360867914
1739209622.19959;-45.120503652039325
1739209622.1995955;-38.13080360867914
1739209622.1996012;-38.13080360867914
1739209622.1996067;-45.120503652039325
1739209622.1996121;-45.120503652039325
1739209622.1996179;-45.120503652039325
1739209622.1996233;-38.13080360867914
1739209622.1996288;-38.13080360867914
1739209622.1996346;-45.120503652039325
1739209622.19964;-38.13080360867914
1739209622.1996455;-38.13080360867914
1739209622.1996512;-45.120503652039325
1739209622.1996567;-45.120503652039325
1739209622.1996622;-45.120503652039325
1739209622.199668;-38.13080360867914
1739209622.1996734;-38.13080360867914
1739209622.199679;-35.57807855764607
1739209622.1996846;-38.13080360867914
1739209622.19969;-45.120503652039325
1739209622.1996956;-35.57807855764607
1739209622.1997013;-35.57807855764607
1739209622.1997068;-38.13080360867914
1739209622.1997123;-32.816014438256545
1739209622.1997178;-45.120503652039325
1739209622.1997235;-45.120503652039325
1739209622.199729;-38.13080360867914
1739209622.1997344;-35.57807855764607
1739209622.1997402;-38.13080360867914
1739209622.1997457;-38.13080360867914
1739209622.1997511;-33.981070128970906
1739209622.1997569;-45.120503652039325
1739209622.1997623;-45.120503652039325
1739209622.1997678;-38.13080360867914
1739209622.1997736;-33.981070128970906
1739209622.199779;-38.13080360867914
1739209622.1997845;-45.120503652039325
1739209622.1997902;-38.13080360867914
1739209622.1997957;-38.13080360867914
1739209622.1998012;-35.57807855764607
1739209622.199807;-38.13080360867914
1739209622.1998124;-45.120503652039325
1739209622.199818;-45.120503652039325
1739209622.1998236;-45.120503652039325
1739209622.199829;-45.120503652039325
1739209622.1998346;-45.120503652039325
1739209622.1998403;-33.981070128970906
1739209622.1998458;-45.120503652039325
1739209622.1998513;-45.120503652039325
1739209622.1998568;-38.13080360867914
1739209622.1998625;-38.13080360867914
1739209622.199868;-38.13080360867914
1739209622.1998734;-45.120503652039325
1739209622.1998792;-45.120503652039325
1739209622.1998847;-38.13080360867914
1739209622.1998901;-38.13080360867914
1739209622.1998959;-38.13080360867914
1739209622.1999013;-38.13080360867914
1739209622.1999068;-38.13080360867914
1739209622.1999125;-38.13080360867914
1739209622.199918;-45.120503652039325
1739209622.1999235;-45.120503652039325
1739209622.1999292;-38.13080360867914
1739209622.1999347;-38.13080360867914
1739209622.1999402;-45.120503652039325
1739209622.199946;-45.120503652039325
1739209622.1999514;-33.981070128970906
1739209622.199957;-38.13080360867914
1739209622.1999626;-38.13080360867914
1739209622.199968;-45.120503652039325
1739209622.1999736;-45.120503652039325
1739209622.199979;-38.13080360867914
1739209622.1999848;-38.13080360867914
1739209622.1999903;-45.120503652039325
1739209622.1999958;-38.13080360867914
1739209622.2000015;-35.57807855764607
1739209622.200007;-38.13080360867914
1739209622.2000124;-38.13080360867914
1739209622.2000182;-38.13080360867914
1739209622.2000237;-38.13080360867914
1739209622.2000291;-38.13080360867914
1739209622.2000349;-45.120503652039325
1739209622.2000403;-38.13080360867914
1739209622.2000458;-45.120503652039325
1739209622.2000515;-45.120503652039325
1739209622.200057;-38.13080360867914
1739209622.2000625;-38.13080360867914
1739209622.2000682;-38.13080360867914
1739209622.2000737;-38.13080360867914
1739209622.2000792;-45.120503652039325
1739209622.200085;-33.981070128970906
1739209622.2000904;-45.120503652039325
1739209622.200096;-45.120503652039325
1739209622.2001016;-38.13080360867914
1739209622.200107;-38.13080360867914
1739209622.2001126;-38.13080360867914
1739209622.200118;-45.120503652039325
1739209622.2001238;-45.120503652039325
1739209622.2001293;-28.992665084841942
1739209622.2001348;-38.13080360867914
1739209622.2001405;-45.120503652039325
1739209622.200146;-45.120503652039325
1739209622.2001514;-45.120503652039325
1739209622.2001572;-45.120503652039325
1739209622.2001626;-45.120503652039325
1739209622.2001681;-45.120503652039325
1739209622.2001739;-32.816014438256545
1739209622.2001793;-38.13080360867914
1739209622.2001848;-38.13080360867914
1739209622.2001905;-45.120503652039325
1739209622.200196;-45.120503652039325
1739209622.2002015;-45.120503652039325
1739209622.2002072;-45.120503652039325
1739209622.2002127;-45.120503652039325
1739209622.2002182;-31.141103565318915
1739209622.200224;-38.13080360867914
1739209622.2002294;-38.13080360867914
1739209622.200235;-38.13080360867914
1739209622.2002404;-38.13080360867914
1739209622.200246;-45.120503652039325
1739209622.2002516;-38.13080360867914
1739209622.200257;-45.120503652039325
1739209622.2002628;-45.120503652039325
1739209622.2002683;-45.120503652039325
1739209622.2002738;-45.120503652039325
1739209622.2002795;-45.120503652039325
1739209622.200285;-38.13080360867914
1739209622.2002904;-35.57807855764607
1739209622.2002962;-38.13080360867914
1739209622.2003016;-32.816014438256545
1739209622.2003071;-38.13080360867914
1739209622.2003129;-45.120503652039325
1739209622.2003183;-45.120503652039325
1739209622.2003238;-45.120503652039325
1739209622.2003295;-45.120503652039325
1739209622.200335;-45.120503652039325
1739209622.2003405;-38.13080360867914
1739209622.2003462;-45.120503652039325
1739209622.2003517;-30.49652367304973
1739209622.2003572;-28.992665084841942
1739209622.200363;-45.120503652039325
1739209622.2003684;-38.13080360867914
1739209622.200374;-38.13080360867914
1739209622.2003794;-38.13080360867914
1739209622.200385;-45.120503652039325
1739209622.2003906;-35.57807855764607
1739209622.200396;-35.57807855764607
1739209622.2004018;-38.13080360867914
1739209622.2004073;-38.13080360867914
1739209622.2004128;-38.13080360867914
1739209622.2004185;-38.13080360867914
1739209622.200424;-45.120503652039325
1739209622.2004294;-33.981070128970906
1739209622.2004352;-35.57807855764607
1739209622.2004406;-38.13080360867914
1739209622.2004461;-33.981070128970906
1739209622.2004519;-45.120503652039325
1739209622.2004573;-35.57807855764607
1739209622.2004628;-38.13080360867914
1739209622.2004685;-45.120503652039325
1739209622.200474;-38.13080360867914
1739209622.2004795;-38.13080360867914
1739209622.2004852;-33.981070128970906
1739209622.2004907;-45.120503652039325
1739209622.2004962;-45.120503652039325
1739209622.200502;-45.120503652039325
1739209622.2005074;-45.120503652039325
1739209622.200513;-45.120503652039325
1739209622.2005184;-38.13080360867914
1739209622.200524;-35.57807855764607
1739209622.2005296;-38.13080360867914
1739209622.200535;-45.120503652039325
1739209622.2005408;-38.13080360867914
1739209622.2005463;-38.13080360867914
1739209622.2005517;-45.120503652039325
1739209622.2005575;-38.13080360867914
1739209622.200563;-35.57807855764607
1739209622.2005684;-45.120503652039325
1739209622.2005742;-35.57807855764607
1739209622.2005796;-38.13080360867914
1739209622.2005851;-38.13080360867914
1739209622.2005908;-45.120503652039325
1739209622.2005963;-35.57807855764607
1739209622.2006018;-38.13080360867914
1739209622.2006075;-38.13080360867914
1739209622.200613;-38.13080360867914
1739209622.2006185;-45.120503652039325
1739209622.2006242;-45.120503652039325
1739209622.2006297;-38.13080360867914
1739209622.2006352;-35.57807855764607
1739209622.2006407;-38.13080360867914
1739209622.2006464;-45.120503652039325
1739209622.200652;-45.120503652039325
1739209622.2006574;-35.57807855764607
1739209622.200663;-38.13080360867914
1739209622.2006686;-45.120503652039325
1739209622.200674;-35.57807855764607
1739209622.2006798;-38.13080360867914
1739209622.2006853;-45.120503652039325
1739209622.2006907;-45.120503652039325
1739209622.2006965;-45.120503652039325
1739209622.200702;-45.120503652039325
1739209622.2007074;-38.13080360867914
1739209622.2007132;-45.120503652039325
1739209622.2007186;-45.120503652039325
1739209622.2007241;-45.120503652039325
1739209622.2007298;-45.120503652039325
1739209622.2007353;-35.57807855764607
1739209622.2007408;-38.13080360867914
1739209622.2007465;-38.13080360867914
1739209622.200752;-38.13080360867914
1739209622.2007575;-32.816014438256545
1739209622.2007632;-32.816014438256545
1739209622.2007687;-38.13080360867914
1739209622.2007742;-38.13080360867914
1739209622.2007797;-45.120503652039325
1739209622.2007854;-38.13080360867914
1739209622.200791;-45.120503652039325
1739209622.2007964;-38.13080360867914
1739209622.200802;-45.120503652039325
1739209622.2008076;-38.13080360867914
1739209622.200813;-38.13080360867914
1739209622.2008188;-38.13080360867914
1739209622.2008243;-45.120503652039325
1739209622.2008297;-38.13080360867914
1739209622.2008355;-38.13080360867914
1739209622.200841;-38.13080360867914
1739209622.2008464;-38.13080360867914
1739209622.2008522;-38.13080360867914
1739209622.2008576;-35.57807855764607
1739209622.2008631;-38.13080360867914
1739209622.2008688;-35.57807855764607
1739209622.2008743;-33.981070128970906
1739209622.2008798;-38.13080360867914
1739209622.2008855;-45.120503652039325
1739209622.200891;-38.13080360867914
1739209622.2008965;-31.141103565318915
1739209622.200902;-38.13080360867914
1739209622.2009077;-38.13080360867914
1739209622.2009132;-38.13080360867914
1739209622.2009187;-35.57807855764607
1739209622.2009244;-38.13080360867914
1739209622.2009299;-38.13080360867914
1739209622.2009354;-38.13080360867914
1739209622.200941;-32.81601443825658
1739209622.2009466;-38.13080360867914
1739209622.200952;-38.13080360867914
1739209622.2009578;-45.120503652039325
1739209622.2009633;-38.13080360867914
1739209622.2009687;-35.57807855764607
1739209622.2009745;-38.13080360867914
1739209622.20098;-45.120503652039325
1739209622.2009854;-38.13080360867914
1739209622.2009912;-35.57807855764607
1739209622.2009966;-38.13080360867914
1739209622.2010021;-45.120503652039325
1739209622.2010078;-35.57807855764607
1739209622.2010133;-38.13080360867914
1739209622.2010188;-45.120503652039325
1739209622.2010245;-45.120503652039325
1739209622.20103;-28.992665084841942
1739209622.2010355;-33.981070128970906
1739209622.201041;-45.120503652039325
1739209622.2010467;-45.120503652039325
1739209622.2010522;-45.120503652039325
1739209622.2010577;-35.57807855764607
1739209622.2010634;-38.13080360867914
1739209622.2010689;-45.120503652039325
1739209622.2010744;-27.877744956031414
1739209622.20108;-38.13080360867914
1739209622.2010856;-38.13080360867914
1739209622.201091;-32.816014438256545
1739209622.2010968;-38.13080360867914
1739209622.2011023;-45.120503652039325
1739209622.2011077;-45.120503652039325
1739209622.2011135;-38.13080360867914
1739209622.201119;-33.981070128970906
1739209622.2011244;-38.13080360867914
1739209622.2011302;-38.13080360867914
1739209622.2011356;-35.57807855764607
1739209622.201141;-38.13080360867914
1739209622.2011468;-38.13080360867914
1739209622.2011523;-45.120503652039325
1739209622.2011578;-45.120503652039325
1739209622.2011635;-38.13080360867914
1739209622.201169;-45.120503652039325
1739209622.2011745;-38.13080360867914
1739209622.20118;-38.13080360867914
1739209622.2011857;-31.141103565318915
1739209622.2011912;-38.13080360867914
1739209622.2011967;-38.13080360867914
1739209622.2012024;-38.13080360867914
1739209622.2012079;-31.141103565318915
1739209622.2012134;-38.13080360867914
1739209622.201219;-45.120503652039325
1739209622.2012246;-38.13080360867914
1739209622.20123;-38.13080360867914
1739209622.2012358;-45.120503652039325
1739209622.2012413;-38.13080360867914
1739209622.2012467;-35.57807855764607
1739209622.2012525;-31.141103565318915
1739209622.201258;-38.13080360867914
1739209622.2012634;-45.120503652039325
1739209622.2012691;-45.120503652039325
1739209622.2012746;-35.57807855764607
1739209622.20128;-38.13080360867914
1739209622.2012858;-45.120503652039325
1739209622.2012913;-45.120503652039325
1739209622.2012968;-38.13080360867914
1739209622.2013023;-45.120503652039325
1739209622.201308;-38.13080360867914
1739209622.2013135;-38.13080360867914
1739209622.201319;-45.120503652039325
1739209622.2013247;-45.120503652039325
1739209622.2013302;-38.13080360867914
1739209622.2013357;-45.120503652039325
1739209622.2013414;-38.13080360867914
1739209622.2013469;-45.120503652039325
1739209622.2013524;-35.57807855764607
1739209622.201358;-35.57807855764607
1739209622.2013636;-32.816014438256545
1739209622.201369;-38.13080360867914
1739209622.2013748;-45.120503652039325
1739209622.2013803;-38.13080360867914
1739209622.2013857;-38.13080360867914
1739209622.2013915;-32.816014438256545
1739209622.201397;-45.120503652039325
1739209622.2014024;-38.13080360867914
1739209622.2014081;-33.981070128970906
1739209622.2014136;-35.57807855764607
1739209622.201419;-38.13080360867914
1739209622.2014248;-35.57807855764607
1739209622.2014303;-38.13080360867914
1739209622.2014358;-45.120503652039325
1739209622.2014413;-45.120503652039325
1739209622.201447;-38.13080360867914
1739209622.2014525;-38.13080360867914
1739209622.201458;-45.120503652039325
1739209622.2014637;-45.120503652039325
1739209622.2014692;-45.120503652039325
1739209622.2014747;-33.981070128970906
1739209622.2014804;-33.981070128970906
1739209622.2014859;-38.13080360867914
1739209622.2014914;-45.120503652039325
1739209622.201497;-35.57807855764607
1739209622.2015026;-35.57807855764607
1739209622.201508;-45.120503652039325
1739209622.2015138;-35.57807855764607
1739209622.2015193;-35.57807855764607
1739209622.2015247;-38.13080360867914
1739209622.2015305;-45.120503652039325
1739209622.201536;-38.13080360867914
1739209622.2015414;-45.120503652039325
1739209622.2015471;-45.120503652039325
1739209622.2015526;-45.120503652039325
1739209622.201558;-45.120503652039325
1739209622.2015638;-38.13080360867914
1739209622.2015693;-45.120503652039325
1739209622.2015748;-38.13080360867914
1739209622.2015803;-38.13080360867914
1739209622.201586;-33.981070128970906
1739209622.2015915;-38.13080360867914
1739209622.201597;-38.13080360867914
1739209622.2016027;-45.120503652039325
1739209622.2016082;-45.120503652039325
1739209622.2016137;-26.991370085610736
1739209622.2016194;-38.13080360867914
1739209622.2037492;-35.57807855764607
1739209622.2037494;-32.816014438256545
1739209622.20375;-45.120503652039325
1739209622.2037501;-38.13080360867914
1739209622.2037506;-35.57807855764607
1739209622.203751;-38.13080360867914
1739209622.2037513;-45.120503652039325
1739209622.2037518;-45.120503652039325
1739209622.203752;-45.120503652039325
1739209622.2037525;-35.57807855764607
1739209622.203753;-38.13080360867914
1739209622.2037532;-38.13080360867914
1739209622.2037537;-45.120503652039325
1739209622.203754;-45.120503652039325
1739209622.2037544;-45.120503652039325
1739209622.203755;-45.120503652039325
1739209622.2037551;-38.13080360867914
1739209622.2037556;-38.13080360867914
1739209622.2037559;-38.13080360867914
1739209622.2037563;-38.13080360867914
1739209622.2037568;-45.120503652039325
1739209622.203757;-38.13080360867914
1739209622.2037575;-33.981070128970906
1739209622.2037578;-38.13080360867914
1739209622.2037582;-45.120503652039325
1739209622.2037585;-45.120503652039325
1739209622.203759;-33.981070128970906
1739209622.2037594;-45.120503652039325
1739209622.2037597;-45.120503652039325
1739209622.2037601;-45.120503652039325
1739209622.2037604;-45.120503652039325
1739209622.2037609;-33.981070128970906
1739209622.2037613;-38.13080360867914
1739209622.2037616;-45.120503652039325
1739209622.203762;-38.13080360867914
1739209622.2037623;-35.57807855764607
1739209622.2037628;-45.120503652039325
1739209622.2037632;-45.120503652039325
1739209622.2037635;-33.981070128970906
1739209622.203764;-38.13080360867914
1739209622.2037642;-45.120503652039325
1739209622.2037647;-45.120503652039325
1739209622.2037652;-38.13080360867914
1739209622.2037654;-45.120503652039325
1739209622.2037659;-45.120503652039325
1739209622.203766;-38.13080360867914
1739209622.2037666;-45.120503652039325
1739209622.203767;-45.120503652039325
1739209622.2037673;-38.13080360867914
1739209622.2037678;-45.120503652039325
1739209622.203768;-33.981070128970906
1739209622.2037685;-35.57807855764607
1739209622.203769;-38.13080360867914
1739209622.2037692;-45.120503652039325
1739209622.2037697;-38.13080360867914
1739209622.20377;-32.816014438256545
1739209622.2037704;-38.13080360867914
1739209622.2037709;-45.120503652039325
1739209622.203771;-45.120503652039325
1739209622.2037716;-32.816014438256545
1739209622.2037718;-45.120503652039325
1739209622.2037723;-45.120503652039325
1739209622.2037728;-35.57807855764607
1739209622.203773;-38.13080360867914
1739209622.2037735;-45.120503652039325
1739209622.2037737;-45.120503652039325
1739209622.2037742;-38.13080360867914
1739209622.2037747;-45.120503652039325
1739209622.203775;-45.120503652039325
1739209622.2037754;-38.13080360867914
1739209622.2037756;-45.120503652039325
1739209622.2037761;-35.57807855764607
1739209622.2037764;-35.57807855764607
1739209622.2037768;-45.120503652039325
1739209622.2037773;-45.120503652039325
1739209622.2037776;-38.13080360867914
1739209622.203778;-38.13080360867914
1739209622.2037783;-38.13080360867914
1739209622.2037787;-45.120503652039325
1739209622.2037792;-45.120503652039325
1739209622.2037795;-38.13080360867914
1739209622.20378;-38.13080360867914
1739209622.2037802;-45.120503652039325
1739209622.2037807;-45.120503652039325
1739209622.2037811;-45.120503652039325
1739209622.2037814;-45.120503652039325
1739209622.2037818;-45.120503652039325
1739209622.203782;-33.981070128970906
1739209622.2037826;-38.13080360867914
1739209622.203783;-45.120503652039325
1739209622.2037833;-45.120503652039325
1739209622.2037838;-38.13080360867914
1739209622.203784;-35.57807855764607
1739209622.2037845;-35.57807855764607
1739209622.203785;-45.120503652039325
1739209622.2037852;-45.120503652039325
1739209622.2037857;-33.981070128970906
1739209622.203786;-38.13080360867914
1739209622.2037864;-38.13080360867914
1739209622.2037868;-38.13080360867914
1739209622.203787;-45.120503652039325
1739209622.2037876;-38.13080360867914
1739209622.2037878;-35.57807855764607
1739209622.2037883;-38.13080360867914
1739209622.2037888;-45.120503652039325
1739209622.203789;-45.120503652039325
1739209622.2037895;-38.13080360867914
1739209622.2037897;-35.57807855764607
1739209622.2037902;-45.120503652039325
1739209622.2037907;-45.120503652039325
1739209622.203791;-45.120503652039325
1739209622.2037914;-31.141103565318915
1739209622.2037916;-33.981070128970906
1739209622.203792;-45.120503652039325
1739209622.2037926;-38.13080360867914
1739209622.2037928;-38.13080360867914
1739209622.2037933;-38.13080360867914
1739209622.2037935;-45.120503652039325
1739209622.203794;-33.981070128970906
1739209622.2037942;-35.57807855764607
1739209622.2037947;-38.13080360867914
1739209622.2037952;-45.120503652039325
1739209622.2037954;-38.13080360867914
1739209622.203796;-38.13080360867914
1739209622.2037961;-45.120503652039325
1739209622.2037966;-45.120503652039325
1739209622.203797;-45.120503652039325
1739209622.2037973;-28.992665084841942
1739209622.2037978;-31.141103565318915
1739209622.203798;-45.120503652039325
1739209622.2037985;-45.120503652039325
1739209622.203799;-38.13080360867914
1739209622.2037992;-38.13080360867914
1739209622.2037997;-45.120503652039325
1739209622.2038;-38.13080360867914
1739209622.2038004;-45.120503652039325
1739209622.203801;-38.13080360867914
1739209622.2038012;-38.13080360867914
1739209622.2038016;-38.13080360867914
1739209622.2038019;-45.120503652039325
1739209622.2038023;-38.13080360867914
1739209622.2038028;-35.57807855764607
1739209622.203803;-38.13080360867914
