CAN Message; 0x1d3:0000fb20bff56d9a
1739209768.0169678;-38.13080360867914
1739209768.0169752;-45.120503652039325
1739209768.0169826;-31.141103565318915
1739209768.0169902;-31.141103565318893
1739209768.0169976;-45.120503652039325
1739209768.017005;-38.13080360867914
1739209768.0170126;-38.13080360867914
1739209768.01702;-45.120503652039325
1739209768.0170274;-45.120503652039325
1739209768.0170348;-38.13080360867914
1739209768.0170424;-32.816014438256545
1739209768.0170498;-38.13080360867914
1739209768.0170572;-45.120503652039325
1739209768.0170648;-45.120503652039325
1739209768.0170722;-45.120503652039325
1739209768.0170796;-38.13080360867914
1739209768.0170872;-38.13080360867914
1739209768.0170946;-38.13080360867914
1739209768.017102;-28.992665084841942
1739209768.0171096;-38.13080360867914
1739209768.017117;-45.120503652039325
1739209768.0171244;-38.13080360867914
1739209768.0171318;-35.57807855764607
1739209768.0171394;-45.120503652039325
1739209768.0171468;-38.13080360867914
1739209768.0171542;-32.816014438256545
1739209768.0171618;-33.981070128970906
1739209768.0171692;-45.120503652039325
1739209768.0171766;-38.13080360867914
1739209768.0171843;-38.13080360867914
1739209768.0171916;-38.13080360867914
1739209768.017199;-45.120503652039325
1739209768.0172064;-38.13080360867914
1739209768.017214;-38.13080360867914
1739209768.0172215;-32.81601443825658
1739209768.0172288;-45.120503652039325
1739209768.0172365;-38.13080360867914
1739209768.0172439;-32.816014438256545
1739209768.0172513;-32.816014438256545
1739209768.017259;-45.120503652039325
1739209768.0172663;-45.120503652039325
1739209768.0172737;-38.13080360867914
1739209768.0172813;-28.992665084841942
1739209768.0172887;-38.13080360867914
1739209768.017296;-38.13080360867914
1739209768.0173035;-35.57807855764607
1739209768.017311;-45.120503652039325
1739209768.0173185;-45.120503652039325
1739209768.0173259;-35.57807855764607
1739209768.0173335;-35.57807855764607
1739209768.017341;-32.81601443825658
1739209768.0173483;-45.120503652039325
1739209768.017356;-38.13080360867914
1739209768.0173633;-38.13080360867914
1739209768.0173707;-38.13080360867914
1739209768.0173783;-38.13080360867914
1739209768.0173857;-38.13080360867914
1739209768.017393;-38.13080360867914
1739209768.0174005;-35.57807855764607
1739209768.0174081;-38.13080360867914
1739209768.0174155;-45.120503652039325
1739209768.017423;-45.120503652039325
1739209768.0174305;-45.120503652039325
1739209768.017438;-38.13080360867914
1739209768.0174453;-33.981070128970906
1739209768.017453;-35.57807855764607
1739209768.0174603;-38.13080360867914
1739209768.0174677;-38.13080360867914
1739209768.0174754;-38.13080360867914
1739209768.0174828;-35.57807855764607
1739209768.0174901;-33.981070128970906
1739209768.0174975;-38.13080360867914
1739209768.0175052;-38.13080360867914
1739209768.0175126;-33.981070128970906
1739209768.01752;-45.120503652039325
1739209768.0175276;-38.13080360867914
1739209768.017535;-38.13080360867914
1739209768.0175424;-38.13080360867914
1739209768.01755;-38.13080360867914
1739209768.0175574;-32.816014438256545
1739209768.0175648;-38.13080360867914
1739209768.0175724;-45.120503652039325
1739209768.0175798;-30.49652367304973
1739209768.0175872;-35.57807855764607
1739209768.0175946;-45.120503652039325
1739209768.0176022;-45.120503652039325
1739209768.0176096;-38.13080360867914
1739209768.017617;-45.120503652039325
1739209768.0176246;-45.120503652039325
1739209768.017632;-45.120503652039325
1739209768.0176394;-45.120503652039325
1739209768.017647;-38.13080360867914
1739209768.0176544;-35.57807855764607
1739209768.0176618;-45.120503652039325
1739209768.0176694;-45.120503652039325
1739209768.0176768;-31.141103565318893
1739209768.0176842;-45.120503652039325
1739209768.0176916;-45.120503652039325
1739209768.0176992;-35.57807855764607
1739209768.0177066;-35.57807855764607
1739209768.017714;-45.120503652039325
1739209768.0177217;-38.13080360867914
1739209768.017729;-45.120503652039325
1739209768.0177364;-38.13080360867914
1739209768.017744;-35.57807855764607
1739209768.0177515;-35.57807855764607
1739209768.0177588;-38.13080360867914
1739209768.0177662;-45.120503652039325
1739209768.0177739;-45.120503652039325
1739209768.0177813;-45.120503652039325
1739209768.0177886;-38.13080360867914
1739209768.0177963;-38.13080360867914
1739209768.0178037;-45.120503652039325
1739209768.017811;-38.13080360867914
1739209768.0178187;-38.13080360867914
1739209768.017826;-31.141103565318915
1739209768.0178335;-35.57807855764607
1739209768.017841;-38.13080360867914
1739209768.0178485;-45.120503652039325
1739209768.017856;-33.981070128970906
1739209768.0178633;-38.13080360867914
1739209768.017871;-45.120503652039325
1739209768.0178783;-38.13080360867914
1739209768.0178857;-38.13080360867914
1739209768.0178933;-45.120503652039325
1739209768.0179007;-38.13080360867914
1739209768.017908;-45.120503652039325
1739209768.0179157;-45.120503652039325
1739209768.017923;-45.120503652039325
1739209768.0179305;-45.120503652039325
1739209768.0179381;-33.981070128970906
1739209768.0179455;-35.57807855764607
1739209768.017953;-38.13080360867914
1739209768.0179603;-38.13080360867914
1739209768.017968;-38.13080360867914
1739209768.0179753;-32.816014438256545
1739209768.0179827;-38.13080360867914
1739209768.0179904;-45.120503652039325
1739209768.0179977;-45.120503652039325
1739209768.0180051;-31.141103565318915
1739209768.0180128;-33.981070128970906
1739209768.0180202;-45.120503652039325
1739209768.0180275;-45.120503652039325
1739209768.0180352;-45.120503652039325
1739209768.0180426;-38.13080360867914
1739209768.01805;-45.120503652039325
1739209768.0180573;-38.13080360867914
1739209768.018065;-35.57807855764607
1739209768.0180724;-38.13080360867914
1739209768.0180798;-38.13080360867914
1739209768.0180874;-33.981070128970906
1739209768.0180948;-38.13080360867914
1739209768.0181022;-38.13080360867914
1739209768.0181098;-32.816014438256545
1739209768.0181172;-38.13080360867914
1739209768.0181246;-28.992665084841942
1739209768.0181322;-33.981070128970906
1739209768.0181396;-45.120503652039325
1739209768.018147;-45.120503652039325
1739209768.0181544;-38.13080360867914
1739209768.018162;-38.13080360867914
1739209768.0181694;-45.120503652039325
1739209768.0181768;-38.13080360867914
1739209768.0181844;-45.120503652039325
1739209768.0181918;-45.120503652039325
1739209768.0181992;-45.120503652039325
1739209768.0182068;-45.120503652039325
1739209768.0182142;-45.120503652039325
1739209768.0182216;-38.13080360867914
1739209768.018229;-45.120503652039325
1739209768.0182366;-45.120503652039325
1739209768.018244;-45.120503652039325
1739209768.0182514;-33.981070128970906
1739209768.018259;-45.120503652039325
1739209768.0182664;-45.120503652039325
1739209768.0182738;-38.13080360867914
1739209768.0182815;-38.13080360867914
1739209768.0182889;-33.981070128970906
1739209768.0182962;-45.120503652039325
1739209768.0183039;-38.13080360867914
1739209768.0183113;-33.981070128970906
1739209768.0183187;-38.13080360867914
1739209768.018326;-38.13080360867914
1739209768.0183337;-45.120503652039325
1739209768.018341;-35.57807855764607
1739209768.0183485;-35.57807855764607
1739209768.018356;-38.13080360867914
1739209768.0183635;-38.13080360867914
1739209768.0183709;-30.49652367304973
1739209768.0183785;-38.13080360867914
1739209768.018386;-45.120503652039325
1739209768.0183933;-45.120503652039325
1739209768.018401;-38.13080360867914
1739209768.0184083;-35.57807855764607
1739209768.0184157;-38.13080360867914
1739209768.018423;-45.120503652039325
1739209768.0184307;-45.120503652039325
1739209768.018438;-33.981070128970906
1739209768.0184455;-38.13080360867914
1739209768.0184531;-38.13080360867914
1739209768.0184605;-38.13080360867914
1739209768.018468;-33.981070128970906
1739209768.0184755;-38.13080360867914
1739209768.018483;-45.120503652039325
1739209768.0184903;-35.57807855764607
1739209768.018498;-32.816014438256545
1739209768.0185053;-38.13080360867914
1739209768.0185127;-38.13080360867914
1739209768.01852;-35.57807855764607
1739209768.0185277;-32.816014438256545
1739209768.0185351;-38.13080360867914
1739209768.0185425;-45.120503652039325
1739209768.0185502;-33.981070128970906
1739209768.0185575;-45.120503652039325
1739209768.018565;-38.13080360867914
1739209768.0185726;-38.13080360867914
1739209768.01858;-38.13080360867914
1739209768.0185874;-38.13080360867914
1739209768.018595;-38.13080360867914
1739209768.0186024;-45.120503652039325
1739209768.0186098;-38.13080360867914
1739209768.0186172;-35.57807855764607
1739209768.0186248;-45.120503652039325
1739209768.0186322;-45.120503652039325
1739209768.0186396;-35.57807855764607
1739209768.0186472;-33.981070128970906
1739209768.0186546;-45.120503652039325
1739209768.018662;-45.120503652039325
1739209768.0186696;-38.13080360867914
1739209768.018677;-45.120503652039325
1739209768.0186844;-45.120503652039325
1739209768.018692;-45.120503652039325
1739209768.0186994;-45.120503652039325
1739209768.0187068;-38.13080360867914
1739209768.0187142;-38.13080360867914
1739209768.0187218;-45.120503652039325
1739209768.0187292;-45.120503652039325
1739209768.0187366;-45.120503652039325
1739209768.0187442;-45.120503652039325
1739209768.0187516;-45.120503652039325
1739209768.018759;-38.13080360867914
1739209768.0187666;-45.120503652039325
1739209768.018774;-38.13080360867914
1739209768.0187814;-45.120503652039325
1739209768.0187888;-38.13080360867914
1739209768.0187964;-38.13080360867914
1739209768.0188038;-45.120503652039325
1739209768.0188112;-45.120503652039325
1739209768.0188189;-38.13080360867914
1739209768.0188262;-35.57807855764607
1739209768.0188336;-45.120503652039325
1739209768.0188413;-45.120503652039325
1739209768.0188487;-45.120503652039325
1739209768.018856;-45.120503652039325
1739209768.0188637;-45.120503652039325
1739209768.018871;-45.120503652039325
1739209768.0188785;-38.13080360867914
1739209768.0188859;-45.120503652039325
1739209768.0188935;-38.13080360867914
1739209768.0189009;-45.120503652039325
1739209768.0189083;-38.13080360867914
1739209768.018916;-32.816014438256545
1739209768.0189233;-38.13080360867914
1739209768.0189307;-38.13080360867914
1739209768.0189383;-45.120503652039325
1739209768.0189457;-45.120503652039325
1739209768.018953;-38.13080360867914
1739209768.0189607;-38.13080360867914
1739209768.018968;-45.120503652039325
1739209768.0189755;-45.120503652039325
1739209768.018983;-45.120503652039325
1739209768.0189905;-38.13080360867914
1739209768.018998;-38.13080360867914
1739209768.0190053;-45.120503652039325
1739209768.019013;-38.13080360867914
1739209768.0190203;-38.13080360867914
1739209768.0190277;-38.13080360867914
1739209768.0190353;-38.13080360867914
1739209768.0190427;-35.57807855764607
1739209768.0190501;-45.120503652039325
1739209768.0190578;-45.120503652039325
1739209768.0190651;-35.57807855764607
1739209768.0190725;-45.120503652039325
1739209768.01908;-38.13080360867914
1739209768.0190876;-38.13080360867914
1739209768.019095;-38.13080360867914
1739209768.0191023;-45.120503652039325
1739209768.01911;-33.981070128970906
1739209768.0191174;-38.13080360867914
1739209768.0191247;-45.120503652039325
1739209768.0191324;-33.981070128970906
1739209768.0191398;-35.57807855764607
1739209768.0191472;-45.120503652039325
1739209768.0191548;-33.981070128970956
1739209768.0191622;-45.120503652039325
1739209768.0191696;-45.120503652039325
1739209768.019177;-45.120503652039325
1739209768.0191846;-45.120503652039325
1739209768.019192;-38.13080360867914
1739209768.0191994;-35.57807855764607
1739209768.019207;-38.13080360867914
1739209768.0192144;-27.8777449560314
1739209768.0192218;-38.13080360867914
1739209768.0192294;-38.13080360867914
1739209768.0192368;-33.981070128970906
1739209768.0192442;-45.120503652039325
1739209768.0192518;-45.120503652039325
1739209768.0192592;-45.120503652039325
1739209768.0192666;-45.120503652039325
1739209768.019274;-38.13080360867914
1739209768.0192816;-38.13080360867914
1739209768.019289;-38.13080360867914
1739209768.0192964;-38.13080360867914
1739209768.019304;-38.13080360867914
1739209768.0193114;-45.120503652039325
1739209768.0193188;-45.120503652039325
1739209768.0193264;-38.13080360867914
1739209768.0193338;-32.816014438256545
1739209768.0193412;-38.13080360867914
1739209768.0193486;-45.120503652039325
1739209768.0193563;-45.120503652039325
1739209768.0193636;-38.13080360867914
1739209768.019371;-45.120503652039325
1739209768.0193787;-45.120503652039325
1739209768.019386;-38.13080360867914
1739209768.0193934;-33.981070128970906
1739209768.019401;-38.13080360867914
1739209768.0194085;-45.120503652039325
1739209768.0194159;-45.120503652039325
1739209768.0194235;-38.13080360867914
1739209768.0194309;-38.13080360867914
1739209768.0194383;-45.120503652039325
1739209768.0194457;-35.57807855764607
1739209768.0194533;-38.13080360867914
1739209768.0194607;-45.120503652039325
1739209768.019468;-45.120503652039325
1739209768.0194757;-45.120503652039325
1739209768.019483;-45.120503652039325
1739209768.0194905;-45.120503652039325
1739209768.019498;-38.13080360867914
1739209768.0195055;-38.13080360867914
1739209768.019513;-27.267205301931607
1739209768.0195205;-31.141103565318915
1739209768.019528;-38.13080360867914
1739209768.0195353;-38.13080360867914
1739209768.0195427;-32.816014438256545
1739209768.0195503;-35.57807855764607
1739209768.0195577;-45.120503652039325
1739209768.019565;-33.981070128970906
1739209768.0195727;-35.57807855764607
1739209768.0195801;-38.13080360867914
1739209768.0195875;-38.13080360867914
1739209768.0195951;-38.13080360867914
1739209768.0196025;-38.13080360867914
1739209768.01961;-45.120503652039325
1739209768.0196176;-38.13080360867914
1739209768.019625;-45.120503652039325
1739209768.0196323;-33.981070128970906
1739209768.0196397;-33.981070128970906
1739209768.0196474;-45.120503652039325
1739209768.0196548;-35.57807855764607
1739209768.0196621;-38.13080360867914
1739209768.0196698;-45.120503652039325
1739209768.0196772;-38.13080360867914
1739209768.0196846;-45.120503652039325
1739209768.0196922;-45.120503652039325
1739209768.0196996;-38.13080360867914
1739209768.019707;-38.13080360867914
1739209768.0197146;-45.120503652039325
1739209768.019722;-38.13080360867914
1739209768.0197294;-35.57807855764607
1739209768.0197368;-38.13080360867914
1739209768.0197444;-45.120503652039325
1739209768.0197518;-38.13080360867914
1739209768.0197592;-45.120503652039325
1739209768.0197668;-45.120503652039325
1739209768.0197742;-45.120503652039325
1739209768.0197816;-45.120503652039325
1739209768.0197892;-45.120503652039325
1739209768.0197966;-38.13080360867914
1739209768.019804;-45.120503652039325
1739209768.0198116;-38.13080360867914
1739209768.019819;-38.13080360867914
1739209768.0198264;-45.120503652039325
1739209768.0198338;-45.120503652039325
1739209768.0198414;-38.13080360867914
1739209768.0198488;-35.57807855764607
1739209768.0198562;-38.13080360867914
1739209768.0198638;-45.120503652039325
1739209768.0198712;-38.13080360867914
1739209768.0198786;-38.13080360867914
1739209768.0198863;-38.13080360867914
1739209768.0198936;-45.120503652039325
1739209768.019901;-45.120503652039325
1739209768.0199084;-45.120503652039325
1739209768.019916;-38.13080360867914
1739209768.0199234;-38.13080360867914
1739209768.0199308;-35.57807855764607
1739209768.0199385;-35.57807855764607
1739209768.0199459;-45.120503652039325
1739209768.0199533;-38.13080360867914
1739209768.0199609;-38.13080360867914
1739209768.0199683;-38.13080360867914
1739209768.0199757;-38.13080360867914
1739209768.0199833;-38.13080360867914
1739209768.0199907;-45.120503652039325
1739209768.019998;-32.816014438256545
1739209768.0200055;-31.141103565318893
1739209768.020013;-38.13080360867914
1739209768.0200205;-45.120503652039325
1739209768.0200279;-35.57807855764607
1739209768.0200355;-31.141103565318893
1739209768.020043;-45.120503652039325
1739209768.0200503;-38.13080360867914
1739209768.020058;-45.120503652039325
1739209768.0200653;-45.120503652039325
1739209768.0200727;-45.120503652039325
1739209768.0200803;-38.13080360867914
1739209768.0200877;-45.120503652039325
1739209768.020095;-38.13080360867914
1739209768.0201025;-38.13080360867914
1739209768.0201101;-45.120503652039325
1739209768.0201175;-35.57807855764607
1739209768.020125;-35.57807855764607
1739209768.0201325;-45.120503652039325
1739209768.02014;-45.120503652039325
1739209768.0201473;-45.120503652039325
1739209768.020155;-45.120503652039325
1739209768.0201623;-45.120503652039325
1739209768.0201697;-38.13080360867914
1739209768.0201774;-45.120503652039325
1739209768.0201848;-45.120503652039325
1739209768.0201921;-45.120503652039325
1739209768.0201995;-45.120503652039325
1739209768.0202072;-45.120503652039325
1739209768.0202146;-45.120503652039325
1739209768.020222;-38.13080360867914
1739209768.0202296;-32.816014438256545
1739209768.020237;-45.120503652039325
1739209768.0202444;-45.120503652039325
1739209768.020252;-35.57807855764607
1739209768.0202594;-38.13080360867914
1739209768.0202668;-38.13080360867914
1739209768.0202744;-45.120503652039325
1739209768.0202818;-38.13080360867914
1739209768.0202892;-35.57807855764607
1739209768.0202966;-35.57807855764607
1739209768.0203042;-35.57807855764607
1739209768.0203116;-38.13080360867914
1739209768.020319;-35.57807855764607
1739209768.0203266;-45.120503652039325
1739209768.020334;-45.120503652039325
1739209768.0203414;-38.13080360867914
1739209768.020349;-38.13080360867914
1739209768.0203564;-45.120503652039325
1739209768.0203638;-45.120503652039325
1739209768.0203714;-45.120503652039325
1739209768.0203788;-38.13080360867914
1739209768.0203862;-38.13080360867914
1739209768.0203936;-45.120503652039325
1739209768.0204012;-35.57807855764607
1739209768.0204086;-38.13080360867914
1739209768.020416;-33.981070128970906
1739209768.0204237;-28.21854285175415
1739209768.020431;-45.120503652039325
1739209768.0204384;-35.57807855764607
1739209768.020446;-38.13080360867914
1739209768.0204535;-35.57807855764607
1739209768.0204608;-38.13080360867914
1739209768.0204682;-35.57807855764607
1739209768.0204759;-45.120503652039325
1739209768.0204833;-30.49652367304976
1739209768.0204906;-38.13080360867914
1739209768.0204983;-32.816014438256545
1739209768.0205057;-45.120503652039325
1739209768.020513;-45.120503652039325
1739209768.0205207;-45.120503652039325
1739209768.020528;-38.13080360867914
1739209768.0205355;-38.13080360867914
1739209768.020543;-38.13080360867914
1739209768.0205505;-38.13080360867914
1739209768.0205579;-35.57807855764607
1739209768.0205653;-38.13080360867914
1739209768.020573;-45.120503652039325
1739209768.0205803;-38.13080360867914
1739209768.0205877;-45.120503652039325
1739209768.0205953;-38.13080360867914
1739209768.0206027;-38.13080360867914
1739209768.02061;-38.13080360867914
1739209768.0206177;-38.13080360867914
1739209768.020625;-38.13080360867914
1739209768.0206325;-35.57807855764607
1739209768.0206401;-38.13080360867914
1739209768.0206475;-38.13080360867914
1739209768.020655;-35.57807855764607
1739209768.0206623;-38.13080360867914
1739209768.02067;-38.13080360867914
1739209768.0206773;-32.816014438256545
1739209768.0206847;-38.13080360867914
1739209768.0206923;-45.120503652039325
1739209768.0206997;-38.13080360867914
1739209768.0207071;-35.57807855764607
1739209768.0207148;-38.13080360867914
1739209768.0207222;-30.49652367304973
1739209768.0207295;-38.13080360867914
1739209768.0207372;-38.13080360867914
1739209768.0207446;-38.13080360867914
1739209768.020752;-35.57807855764607
1739209768.0207593;-38.13080360867914
1739209768.020767;-38.13080360867914
1739209768.0207744;-38.13080360867914
1739209768.0207818;-45.120503652039325
1739209768.0207894;-38.13080360867914
1739209768.0207968;-45.120503652039325
1739209768.0208042;-45.120503652039325
1739209768.0208118;-45.120503652039325
1739209768.0208192;-38.13080360867914
1739209768.0208266;-45.120503652039325
1739209768.0208342;-38.13080360867914
1739209768.0208416;-45.120503652039325
1739209768.020849;-45.120503652039325
1739209768.0208564;-45.120503652039325
1739209768.020864;-38.13080360867914
1739209768.0208714;-38.13080360867914
1739209768.0208788;-45.120503652039325
1739209768.0208864;-45.120503652039325
1739209768.0208938;-45.120503652039325
1739209768.0209012;-33.981070128970906
1739209768.0209088;-38.13080360867914
1739209768.0209162;-45.120503652039325
1739209768.0209236;-38.13080360867914
1739209768.0209312;-38.13080360867914
1739209768.0209386;-38.13080360867914
1739209768.020946;-45.120503652039325
1739209768.0209534;-45.120503652039325
1739209768.020961;-45.120503652039325
1739209768.0209684;-45.120503652039325
1739209768.0209758;-38.13080360867914
1739209768.0209835;-45.120503652039325
1739209768.0209908;-45.120503652039325
1739209768.0209982;-38.13080360867914
1739209768.0210059;-45.120503652039325
1739209768.0210133;-45.120503652039325
1739209768.0210207;-38.13080360867914
1739209768.021028;-38.13080360867914
1739209768.0210357;-45.120503652039325
1739209768.021043;-38.13080360867914
1739209768.0210505;-35.57807855764607
1739209768.021058;-38.13080360867914
1739209768.0210655;-45.120503652039325
1739209768.0210729;-45.120503652039325
1739209768.0210805;-45.120503652039325
1739209768.021088;-45.120503652039325
1739209768.0210953;-45.120503652039325
1739209768.021103;-45.120503652039325
1739209768.0211103;-38.13080360867914
1739209768.0211177;-35.57807855764607
1739209768.021125;-38.13080360867914
1739209768.0211327;-45.120503652039325
1739209768.02114;-45.120503652039325
1739209768.0211475;-45.120503652039325
1739209768.021155;-45.120503652039325
1739209768.0211625;-38.13080360867914
1739209768.02117;-38.13080360867914
1739209768.0211775;-45.120503652039325
1739209768.021185;-33.981070128970906
1739209768.0211923;-45.120503652039325
1739209768.0212;-45.120503652039325
1739209768.0212073;-31.141103565318915
1739209768.0212147;-38.13080360867914
1739209768.021222;-45.120503652039325
1739209768.0212297;-45.120503652039325
1739209768.0212371;-33.981070128970906
1739209768.0212445;-35.57807855764607
1739209768.0212522;-38.13080360867914
1739209768.0212595;-45.120503652039325
1739209768.021267;-45.120503652039325
1739209768.0212746;-38.13080360867914
1739209768.021282;-38.13080360867914
1739209768.0212893;-45.120503652039325
1739209768.021297;-38.13080360867914
1739209768.0213044;-38.13080360867914
1739209768.0213118;-45.120503652039325
1739209768.0213192;-45.120503652039325
1739209768.0213268;-33.981070128970906
1739209768.0213342;-32.816014438256545
1739209768.0213416;-45.120503652039325
1739209768.0213492;-45.120503652039325
1739209768.0213566;-33.981070128970906
1739209768.021364;-45.120503652039325
1739209768.0213716;-38.13080360867914
1739209768.021379;-45.120503652039325
1739209768.0213864;-45.120503652039325
1739209768.021394;-38.13080360867914
1739209768.0214014;-38.13080360867914
1739209768.0214088;-45.120503652039325
1739209768.0214162;-45.120503652039325
1739209768.0214238;-38.13080360867914
1739209768.0214312;-45.120503652039325
1739209768.0214386;-45.120503652039325
1739209768.0214462;-45.120503652039325
1739209768.0214536;-32.816014438256545
1739209768.021461;-45.120503652039325
1739209768.0214686;-45.120503652039325
1739209768.021476;-33.981070128970906
1739209768.0214834;-38.13080360867914
1739209768.021491;-45.120503652039325
1739209768.0214984;-45.120503652039325
1739209768.0215058;-28.992665084841942
1739209768.0215132;-29.438486411369333
1739209768.0215209;-45.120503652039325
1739209768.0215282;-33.981070128970906
1739209768.0215356;-31.141103565318915
1739209768.0215433;-35.57807855764607
1739209768.0215507;-38.13080360867914
1739209768.021558;-38.13080360867914
1739209768.0215657;-38.13080360867914
1739209768.021573;-45.120503652039325
1739209768.0215805;-38.13080360867914
1739209768.0215878;-45.120503652039325
1739209768.0215955;-38.13080360867914
1739209768.0216029;-38.13080360867914
1739209768.0216103;-38.13080360867914
1739209768.021618;-45.120503652039325
1739209768.0216253;-30.49652367304973
1739209768.0216327;-31.141103565318893
1739209768.0216403;-38.13080360867914
1739209768.0216477;-45.120503652039325
1739209768.021655;-33.981070128970906
1739209768.0216627;-38.13080360867914
1739209768.02167;-45.120503652039325
1739209768.0216775;-45.120503652039325
1739209768.021685;-45.120503652039325
1739209768.0216925;-45.120503652039325
1739209768.0217;-35.57807855764607
1739209768.0217073;-38.13080360867914
1739209768.021715;-45.120503652039325
1739209768.0217223;-45.120503652039325
1739209768.0217297;-45.120503652039325
1739209768.0217373;-45.120503652039325
1739209768.0217447;-38.13080360867914
1739209768.021752;-45.120503652039325
1739209768.0217597;-45.120503652039325
1739209768.0217671;-38.13080360867914
1739209768.0217745;-38.13080360867914
1739209768.021782;-45.120503652039325
1739209768.0217896;-45.120503652039325
1739209768.021797;-45.120503652039325
1739209768.0218043;-33.981070128970906
1739209768.021812;-32.816014438256545
1739209768.0218194;-45.120503652039325
1739209768.0218267;-38.13080360867914
1739209768.0218344;-38.13080360867914
1739209768.0218418;-35.57807855764607
1739209768.0218492;-45.120503652039325
1739209768.0218568;-35.57807855764607
1739209768.0218642;-45.120503652039325
1739209768.0218716;-32.81601443825658
1739209768.021879;-35.57807855764607
1739209768.0218866;-35.57807855764607
1739209768.021894;-45.120503652039325
1739209768.0219014;-45.120503652039325
1739209768.021909;-35.57807855764607
1739209768.0219164;-38.13080360867914
1739209768.0219238;-35.57807855764607
1739209768.0219314;-29.438486411369333
1739209768.0219388;-45.120503652039325
1739209768.0219462;-45.120503652039325
1739209768.0219538;-45.120503652039325
1739209768.0219612;-45.120503652039325
1739209768.0219686;-45.120503652039325
1739209768.021976;-45.120503652039325
1739209768.0219836;-45.120503652039325
1739209768.021991;-45.120503652039325
1739209768.0219984;-38.13080360867914
1739209768.022006;-38.13080360867914
1739209768.0220134;-38.13080360867914
1739209768.0220208;-32.816014438256545
1739209768.0220284;-45.120503652039325
1739209768.0220358;-38.13080360867914
1739209768.0220432;-38.13080360867914
1739209768.0220509;-45.120503652039325
1739209768.0220582;-38.13080360867914
1739209768.0220656;-38.13080360867914
1739209768.022073;-45.120503652039325
1739209768.0220807;-45.120503652039325
1739209768.022088;-38.13080360867914
1739209768.0220954;-45.120503652039325
1739209768.022103;-38.13080360867914
1739209768.0221105;-35.57807855764607
1739209768.0221179;-45.120503652039325
1739209768.0221255;-45.120503652039325
1739209768.0221329;-38.13080360867914
1739209768.0221403;-35.57807855764607
1739209768.0221477;-38.13080360867914
1739209768.0221553;-38.13080360867914
1739209768.0221627;-45.120503652039325
1739209768.02217;-45.120503652039325
