CAN Message; 0x1b8:03003dcd2a69c8bb
1739209710.2939363;-38.13080360867914
1739209710.293939;-45.120503652039325
1739209710.2939422;-45.120503652039325
1739209710.293945;-26.035653463252796
1739209710.2939482;-38.13080360867914
1739209710.293951;-45.120503652039325
1739209710.2939541;-38.13080360867914
1739209710.293957;-35.57807855764607
1739209710.29396;-38.13080360867914
1739209710.293963;-45.120503652039325
1739209710.293966;-38.13080360867914
1739209710.293969;-38.13080360867914
1739209710.293972;-45.120503652039325
1739209710.2939749;-45.120503652039325
1739209710.2939777;-45.120503652039325
1739209710.2939808;-45.120503652039325
1739209710.2939837;-38.13080360867914
1739209710.2939868;-45.120503652039325
1739209710.2939897;-38.13080360867914
1739209710.2939928;-30.49652367304973
1739209710.2939956;-33.981070128970906
1739209710.2939987;-45.120503652039325
1739209710.2940016;-38.13080360867914
1739209710.2940047;-38.13080360867914
1739209710.2940075;-38.13080360867914
1739209710.2940106;-38.13080360867914
1739209710.2940135;-38.13080360867914
1739209710.2940164;-38.13080360867914
1739209710.2940195;-45.120503652039325
1739209710.2940223;-45.120503652039325
1739209710.2940254;-45.120503652039325
1739209710.2940283;-45.120503652039325
1739209710.2940314;-38.13080360867914
1739209710.2940342;-38.13080360867914
1739209710.2940373;-33.981070128970906
1739209710.2940402;-45.120503652039325
1739209710.2940433;-38.13080360867914
1739209710.2940462;-35.57807855764607
1739209710.2940493;-38.13080360867914
1739209710.2940521;-45.120503652039325
1739209710.2940552;-45.120503652039325
1739209710.294058;-38.13080360867914
1739209710.294061;-38.13080360867914
1739209710.294064;-33.981070128970906
1739209710.294067;-33.981070128970906
1739209710.29407;-38.13080360867914
1739209710.2940729;-45.120503652039325
1739209710.294076;-38.13080360867914
1739209710.2940788;-38.13080360867914
1739209710.294082;-38.13080360867914
1739209710.2940848;-33.981070128970906
1739209710.294088;-38.13080360867914
1739209710.2940907;-38.13080360867914
1739209710.2940938;-35.57807855764607
1739209710.2940967;-45.120503652039325
1739209710.2940996;-45.120503652039325
1739209710.2941027;-45.120503652039325
1739209710.2941055;-38.13080360867914
1739209710.2941086;-38.13080360867914
1739209710.2941115;-31.141103565318915
1739209710.2941146;-28.992665084841942
1739209710.2941175;-38.13080360867914
1739209710.2941206;-45.120503652039325
1739209710.2941234;-38.13080360867914
1739209710.2941265;-38.13080360867914
1739209710.2941294;-45.120503652039325
1739209710.2941325;-45.120503652039325
1739209710.2941353;-45.120503652039325
1739209710.2941384;-45.120503652039325
1739209710.2941413;-45.120503652039325
1739209710.2941442;-45.120503652039325
1739209710.2941473;-45.120503652039325
1739209710.29415;-45.120503652039325
1739209710.2941532;-38.13080360867914
1739209710.294156;-38.13080360867914
1739209710.2941592;-33.981070128970906
1739209710.294162;-31.141103565318915
1739209710.2941651;-45.120503652039325
1739209710.294168;-38.13080360867914
1739209710.294171;-35.57807855764607
1739209710.294174;-38.13080360867914
1739209710.294177;-45.120503652039325
1739209710.29418;-38.13080360867914
1739209710.294183;-38.13080360867914
1739209710.2941859;-33.981070128970906
1739209710.2941887;-38.13080360867914
1739209710.2941918;-45.120503652039325
1739209710.2941947;-45.120503652039325
1739209710.2941978;-38.13080360867914
1739209710.2942007;-45.120503652039325
1739209710.2942038;-45.120503652039325
1739209710.2942066;-45.120503652039325
1739209710.2942097;-45.120503652039325
1739209710.2942126;-45.120503652039325
1739209710.2942157;-45.120503652039325
1739209710.2942185;-45.120503652039325
1739209710.2942216;-45.120503652039325
1739209710.2942245;-38.13080360867914
1739209710.2942274;-38.13080360867914
1739209710.2942305;-38.13080360867914
1739209710.2942333;-33.981070128970906
1739209710.2942364;-35.57807855764607
1739209710.2942393;-38.13080360867914
1739209710.2942424;-45.120503652039325
1739209710.2942452;-38.13080360867914
1739209710.2942483;-38.13080360867914
1739209710.2942512;-45.120503652039325
1739209710.2942543;-45.120503652039325
1739209710.2942572;-33.981070128970906
1739209710.2942603;-38.13080360867914
1739209710.2942631;-38.13080360867914
1739209710.2942662;-38.13080360867914
1739209710.294269;-38.13080360867914
1739209710.294272;-38.13080360867914
1739209710.294275;-38.13080360867914
1739209710.294278;-45.120503652039325
1739209710.294281;-38.13080360867914
1739209710.2942839;-32.816014438256545
1739209710.294287;-38.13080360867914
1739209710.2942898;-45.120503652039325
1739209710.294293;-38.13080360867914
1739209710.2942958;-35.57807855764607
1739209710.294299;-45.120503652039325
1739209710.2943017;-45.120503652039325
1739209710.2943048;-33.981070128970906
1739209710.2943077;-35.57807855764607
1739209710.2943106;-33.981070128970906
1739209710.2943137;-38.13080360867914
1739209710.2943165;-38.13080360867914
1739209710.2943196;-38.13080360867914
1739209710.2943225;-38.13080360867914
1739209710.2943256;-45.120503652039325
1739209710.2943285;-38.13080360867914
1739209710.2943316;-45.120503652039325
1739209710.2943344;-38.13080360867914
1739209710.2943375;-45.120503652039325
1739209710.2943404;-38.13080360867914
1739209710.2943435;-35.57807855764607
1739209710.2943463;-38.13080360867914
1739209710.2943494;-35.57807855764607
1739209710.2943523;-38.13080360867914
1739209710.2943552;-45.120503652039325
1739209710.2943583;-45.120503652039325
1739209710.294361;-45.120503652039325
1739209710.2943642;-45.120503652039325
1739209710.294367;-45.120503652039325
1739209710.2943702;-38.13080360867914
1739209710.294373;-35.57807855764607
1739209710.2943761;-38.13080360867914
1739209710.294379;-45.120503652039325
1739209710.294382;-38.13080360867914
1739209710.294385;-38.13080360867914
1739209710.294388;-38.13080360867914
1739209710.294391;-45.120503652039325
1739209710.294394;-45.120503652039325
1739209710.2943969;-38.13080360867914
1739209710.2943997;-38.13080360867914
1739209710.2944028;-32.816014438256545
1739209710.2944057;-38.13080360867914
1739209710.2944088;-45.120503652039325
1739209710.2944117;-38.13080360867914
1739209710.2944148;-38.13080360867914
1739209710.2944176;-38.13080360867914
1739209710.2944207;-45.120503652039325
1739209710.2944236;-38.13080360867914
1739209710.2944267;-45.120503652039325
1739209710.2944295;-45.120503652039325
1739209710.2944326;-45.120503652039325
1739209710.2944355;-38.13080360867914
1739209710.2944384;-38.13080360867914
1739209710.2944415;-38.13080360867914
1739209710.2944443;-38.13080360867914
1739209710.2944474;-45.120503652039325
1739209710.2944503;-32.816014438256545
1739209710.2944534;-38.13080360867914
1739209710.2944562;-45.120503652039325
1739209710.2944593;-45.120503652039325
1739209710.2944622;-27.8777449560314
1739209710.2944653;-33.981070128970906
1739209710.2944682;-38.13080360867914
1739209710.2944713;-38.13080360867914
1739209710.2944741;-45.120503652039325
1739209710.2944772;-45.120503652039325
1739209710.29448;-45.120503652039325
1739209710.294483;-45.120503652039325
1739209710.294486;-45.120503652039325
1739209710.294489;-45.120503652039325
1739209710.294492;-38.13080360867914
1739209710.2944949;-38.13080360867914
1739209710.294498;-45.120503652039325
1739209710.2945008;-45.120503652039325
1739209710.294504;-35.57807855764607
1739209710.2945068;-38.13080360867914
1739209710.29451;-35.57807855764607
1739209710.2945127;-38.13080360867914
1739209710.2945158;-38.13080360867914
1739209710.2945187;-38.13080360867914
1739209710.2945216;-31.141103565318893
1739209710.2945247;-38.13080360867914
1739209710.2945275;-45.120503652039325
1739209710.2945306;-45.120503652039325
1739209710.2945335;-45.120503652039325
1739209710.2945366;-45.120503652039325
1739209710.2945395;-45.120503652039325
1739209710.2945426;-45.120503652039325
1739209710.2945454;-38.13080360867914
1739209710.2945485;-45.120503652039325
1739209710.2945514;-45.120503652039325
1739209710.2945545;-38.13080360867914
1739209710.2945573;-38.13080360867914
1739209710.2945604;-38.13080360867914
1739209710.2945633;-45.120503652039325
1739209710.2945662;-45.120503652039325
1739209710.2945693;-29.438486411369333
1739209710.294572;-31.141103565318915
1739209710.2945752;-45.120503652039325
1739209710.294578;-38.13080360867914
1739209710.2945812;-32.816014438256545
1739209710.294584;-38.13080360867914
1739209710.2945871;-45.120503652039325
1739209710.29459;-38.13080360867914
1739209710.294593;-38.13080360867914
1739209710.294596;-45.120503652039325
1739209710.294599;-45.120503652039325
1739209710.294602;-38.13080360867914
1739209710.294605;-35.57807855764607
1739209710.2946079;-35.57807855764607
1739209710.2946107;-38.13080360867914
1739209710.2946138;-45.120503652039325
1739209710.2946167;-45.120503652039325
1739209710.2946198;-38.13080360867914
1739209710.2946227;-38.13080360867914
1739209710.2946258;-45.120503652039325
1739209710.2946286;-45.120503652039325
1739209710.2946317;-45.120503652039325
1739209710.2946346;-38.13080360867914
1739209710.2946377;-45.120503652039325
1739209710.2946405;-33.981070128970906
1739209710.2946436;-28.58837851428586
1739209710.2946465;-38.13080360867914
1739209710.2946494;-38.13080360867914
1739209710.2946525;-38.13080360867914
1739209710.2946553;-35.57807855764607
1739209710.2946584;-45.120503652039325
1739209710.2946613;-45.120503652039325
1739209710.2946644;-38.13080360867914
1739209710.2946672;-38.13080360867914
1739209710.2946703;-38.13080360867914
1739209710.2946732;-45.120503652039325
1739209710.2946763;-45.120503652039325
1739209710.2946792;-45.120503652039325
1739209710.2946823;-45.120503652039325
1739209710.2946851;-45.120503652039325
1739209710.2946882;-33.981070128970906
1739209710.294691;-31.141103565318915
1739209710.294694;-45.120503652039325
1739209710.294697;-38.13080360867914
1739209710.2947;-38.13080360867914
1739209710.294703;-35.57807855764607
1739209710.2947059;-38.13080360867914
1739209710.294709;-38.13080360867914
1739209710.2947118;-45.120503652039325
1739209710.294715;-33.981070128970906
1739209710.2947178;-45.120503652039325
1739209710.294721;-38.13080360867914
1739209710.2947237;-32.816014438256545
1739209710.2947268;-35.57807855764607
1739209710.2947297;-45.120503652039325
1739209710.2947326;-38.13080360867914
1739209710.2947357;-38.13080360867914
1739209710.2947385;-38.13080360867914
1739209710.2947416;-45.120503652039325
1739209710.2947445;-38.13080360867914
1739209710.2947476;-38.13080360867914
1739209710.2947505;-45.120503652039325
1739209710.2947536;-45.120503652039325
1739209710.2947564;-38.13080360867914
1739209710.2947595;-45.120503652039325
1739209710.2947624;-33.981070128970906
1739209710.2947655;-45.120503652039325
1739209710.2947683;-45.120503652039325
1739209710.2947714;-35.57807855764607
1739209710.2947743;-33.981070128970906
1739209710.2947772;-38.13080360867914
1739209710.2947803;-38.13080360867914
1739209710.294783;-45.120503652039325
1739209710.2947862;-45.120503652039325
1739209710.294789;-45.120503652039325
1739209710.2947922;-38.13080360867914
1739209710.294795;-38.13080360867914
1739209710.2947981;-45.120503652039325
1739209710.294801;-45.120503652039325
1739209710.294804;-45.120503652039325
1739209710.294807;-38.13080360867914
1739209710.29481;-38.13080360867914
1739209710.294813;-45.120503652039325
1739209710.294816;-45.120503652039325
1739209710.2948189;-45.120503652039325
1739209710.2948217;-38.13080360867914
1739209710.2948248;-38.13080360867914
1739209710.2948277;-35.57807855764607
1739209710.2948308;-45.120503652039325
1739209710.2948337;-35.57807855764607
1739209710.2948368;-31.141103565318893
1739209710.2948396;-33.981070128970906
1739209710.2948427;-45.120503652039325
1739209710.2948456;-38.13080360867914
1739209710.2948487;-38.13080360867914
1739209710.2948515;-38.13080360867914
1739209710.2948546;-45.120503652039325
1739209710.2948575;-45.120503652039325
1739209710.2948604;-45.120503652039325
1739209710.2948635;-45.120503652039325
1739209710.2948663;-45.120503652039325
1739209710.2948694;-45.120503652039325
1739209710.2948723;-45.120503652039325
1739209710.2948754;-38.13080360867914
1739209710.2948782;-45.120503652039325
1739209710.2948813;-38.13080360867914
1739209710.2948842;-32.816014438256545
1739209710.2948873;-45.120503652039325
1739209710.2948902;-45.120503652039325
1739209710.2948933;-35.57807855764607
1739209710.2948961;-38.13080360867914
1739209710.2948992;-45.120503652039325
1739209710.294902;-38.13080360867914
1739209710.294905;-38.13080360867914
1739209710.294908;-45.120503652039325
1739209710.294911;-38.13080360867914
1739209710.294914;-32.816014438256545
1739209710.2949169;-38.13080360867914
1739209710.29492;-45.120503652039325
1739209710.2949228;-45.120503652039325
1739209710.294926;-35.57807855764607
1739209710.2949288;-38.13080360867914
1739209710.294932;-45.120503652039325
1739209710.2949347;-45.120503652039325
1739209710.2949378;-38.13080360867914
1739209710.2949407;-38.13080360867914
1739209710.2949438;-45.120503652039325
1739209710.2949467;-38.13080360867914
1739209710.2949495;-35.57807855764607
1739209710.2949526;-35.57807855764607
1739209710.2949555;-30.49652367304973
1739209710.2949586;-45.120503652039325
1739209710.2949615;-38.13080360867914
1739209710.2949646;-38.13080360867914
1739209710.2949674;-45.120503652039325
1739209710.2949705;-45.120503652039325
1739209710.2949734;-45.120503652039325
1739209710.2949765;-45.120503652039325
1739209710.2949793;-32.81601443825658
1739209710.2949824;-38.13080360867914
1739209710.2949853;-38.13080360867914
1739209710.2949882;-45.120503652039325
1739209710.2949913;-45.120503652039325
1739209710.294994;-38.13080360867914
1739209710.2949972;-45.120503652039325
1739209710.295;-35.57807855764607
1739209710.2950032;-26.035653463252796
1739209710.295006;-45.120503652039325
1739209710.2950091;-45.120503652039325
1739209710.295012;-45.120503652039325
1739209710.295015;-35.57807855764607
1739209710.295018;-45.120503652039325
1739209710.295021;-45.120503652039325
1739209710.295024;-38.13080360867914
1739209710.295027;-35.57807855764607
1739209710.2950299;-45.120503652039325
1739209710.2950327;-45.120503652039325
1739209710.2950358;-45.120503652039325
1739209710.2950387;-45.120503652039325
1739209710.2950418;-38.13080360867914
1739209710.2950447;-45.120503652039325
1739209710.2950478;-38.13080360867914
1739209710.2950506;-26.991370085610736
1739209710.2950537;-35.57807855764607
1739209710.2950566;-45.120503652039325
1739209710.2950597;-38.13080360867914
1739209710.2950625;-32.816014438256545
1739209710.2950656;-38.13080360867914
1739209710.2950685;-45.120503652039325
1739209710.2950714;-45.120503652039325
1739209710.2950745;-33.981070128970906
1739209710.2950773;-38.13080360867914
1739209710.2950804;-35.57807855764607
1739209710.2950833;-38.13080360867914
1739209710.2950864;-45.120503652039325
1739209710.2950892;-38.13080360867914
1739209710.2950923;-38.13080360867914
1739209710.2950952;-45.120503652039325
1739209710.2950983;-38.13080360867914
1739209710.2951012;-38.13080360867914
1739209710.2951043;-32.816014438256545
1739209710.2951071;-38.13080360867914
1739209710.2951102;-45.120503652039325
1739209710.295113;-45.120503652039325
1739209710.295116;-32.816014438256545
1739209710.295119;-45.120503652039325
1739209710.295122;-32.816014438256545
1739209710.295125;-32.816014438256545
1739209710.2951279;-35.57807855764607
1739209710.295131;-45.120503652039325
1739209710.2951338;-45.120503652039325
1739209710.295137;-45.120503652039325
1739209710.2951398;-38.13080360867914
1739209710.295143;-38.13080360867914
1739209710.2951458;-45.120503652039325
1739209710.2951488;-38.13080360867914
1739209710.2951517;-45.120503652039325
1739209710.2951548;-45.120503652039325
1739209710.2951577;-35.57807855764607
1739209710.2951605;-38.13080360867914
1739209710.2951636;-45.120503652039325
1739209710.2951665;-38.13080360867914
1739209710.2951696;-38.13080360867914
1739209710.2951725;-45.120503652039325
1739209710.2951756;-45.120503652039325
1739209710.2951784;-38.13080360867914
1739209710.2951815;-38.13080360867914
1739209710.2951844;-38.13080360867914
1739209710.2951875;-45.120503652039325
1739209710.2951903;-38.13080360867914
1739209710.2951934;-32.816014438256545
1739209710.2951963;-45.120503652039325
1739209710.2951992;-45.120503652039325
1739209710.2952023;-38.13080360867914
1739209710.295205;-45.120503652039325
1739209710.2952082;-38.13080360867914
1739209710.295211;-38.13080360867914
1739209710.2952142;-45.120503652039325
1739209710.295217;-38.13080360867914
1739209710.2952201;-45.120503652039325
1739209710.295223;-45.120503652039325
1739209710.295226;-38.13080360867914
1739209710.295229;-38.13080360867914
1739209710.295232;-38.13080360867914
1739209710.295235;-32.816014438256545
1739209710.295238;-38.13080360867914
1739209710.2952409;-45.120503652039325
1739209710.2952437;-38.13080360867914
1739209710.2952468;-33.981070128970906
1739209710.2952497;-35.57807855764607
1739209710.2952528;-45.120503652039325
1739209710.2952557;-38.13080360867914
1739209710.2952588;-45.120503652039325
1739209710.2952616;-38.13080360867914
1739209710.2952647;-35.57807855764607
1739209710.2952676;-33.981070128970906
1739209710.2952707;-38.13080360867914
1739209710.2952735;-45.120503652039325
1739209710.2952766;-38.13080360867914
1739209710.2952795;-31.141103565318915
1739209710.2952824;-38.13080360867914
1739209710.2952855;-45.120503652039325
1739209710.2952883;-45.120503652039325
1739209710.2952914;-33.981070128970906
1739209710.2952943;-45.120503652039325
1739209710.2952974;-38.13080360867914
1739209710.2953002;-32.816014438256545
1739209710.2953033;-38.13080360867914
1739209710.2953062;-45.120503652039325
1739209710.2953093;-45.120503652039325
1739209710.2953122;-45.120503652039325
1739209710.2953153;-38.13080360867914
1739209710.2953181;-45.120503652039325
1739209710.2953212;-38.13080360867914
1739209710.295324;-38.13080360867914
1739209710.295327;-38.13080360867914
1739209710.29533;-45.120503652039325
1739209710.295333;-38.13080360867914
1739209710.295336;-45.120503652039325
1739209710.2953389;-31.141103565318915
1739209710.295342;-38.13080360867914
1739209710.2953448;-38.13080360867914
1739209710.295348;-45.120503652039325
1739209710.2953508;-45.120503652039325
1739209710.295354;-32.816014438256545
1739209710.2953568;-38.13080360867914
1739209710.2953598;-45.120503652039325
1739209710.2953627;-35.57807855764607
1739209710.2953658;-33.981070128970906
1739209710.2953687;-38.13080360867914
1739209710.2953715;-45.120503652039325
1739209710.2953746;-45.120503652039325
1739209710.2953775;-45.120503652039325
1739209710.2953806;-45.120503652039325
1739209710.2953835;-45.120503652039325
1739209710.2953866;-27.267205301931607
1739209710.2953894;-31.141103565318915
1739209710.2953925;-38.13080360867914
1739209710.2953954;-45.120503652039325
1739209710.2953985;-38.13080360867914
1739209710.2954013;-45.120503652039325
1739209710.2954044;-45.120503652039325
1739209710.2954073;-45.120503652039325
1739209710.2954102;-45.120503652039325
1739209710.2954133;-45.120503652039325
1739209710.295416;-38.13080360867914
1739209710.2954192;-38.13080360867914
1739209710.295422;-33.981070128970906
1739209710.2954252;-45.120503652039325
1739209710.295428;-38.13080360867914
1739209710.2954311;-32.816014438256545
1739209710.295434;-38.13080360867914
1739209710.295437;-38.13080360867914
1739209710.29544;-38.13080360867914
1739209710.295443;-45.120503652039325
1739209710.295446;-45.120503652039325
1739209710.295449;-45.120503652039325
1739209710.2954519;-45.120503652039325
1739209710.2954547;-38.13080360867914
1739209710.2954578;-30.49652367304973
1739209710.2954607;-30.49652367304973
1739209710.2954638;-45.120503652039325
1739209710.2954667;-35.57807855764607
1739209710.2954698;-38.13080360867914
1739209710.2954726;-45.120503652039325
1739209710.2954757;-38.13080360867914
1739209710.2954786;-38.13080360867914
1739209710.2954817;-45.120503652039325
1739209710.2954845;-38.13080360867914
1739209710.2954876;-35.57807855764607
1739209710.2954905;-45.120503652039325
1739209710.2954936;-38.13080360867914
1739209710.2954965;-32.816014438256545
1739209710.2954993;-33.981070128970906
1739209710.2955024;-45.120503652039325
1739209710.2955053;-38.13080360867914
1739209710.2955084;-32.816014438256545
1739209710.2955112;-38.13080360867914
1739209710.2955143;-45.120503652039325
1739209710.2955172;-38.13080360867914
1739209710.2955203;-38.13080360867914
1739209710.2955232;-38.13080360867914
1739209710.2955263;-38.13080360867914
1739209710.2955291;-35.57807855764607
1739209710.2955322;-38.13080360867914
1739209710.295535;-45.120503652039325
1739209710.295538;-45.120503652039325
1739209710.295541;-38.13080360867914
1739209710.295544;-38.13080360867914
1739209710.295547;-45.120503652039325
1739209710.2955499;-38.13080360867914
1739209710.295553;-45.120503652039325
1739209710.2955558;-45.120503652039325
1739209710.295559;-35.57807855764607
1739209710.2955618;-45.120503652039325
1739209710.295565;-45.120503652039325
1739209710.2955678;-38.13080360867914
1739209710.2955709;-32.816014438256545
1739209710.2955737;-45.120503652039325
1739209710.2955768;-35.57807855764607
1739209710.2955797;-32.816014438256545
1739209710.2955825;-38.13080360867914
1739209710.2955856;-38.13080360867914
1739209710.2955885;-33.981070128970906
1739209710.2955916;-45.120503652039325
1739209710.2955945;-45.120503652039325
1739209710.2955976;-45.120503652039325
1739209710.2956004;-45.120503652039325
1739209710.2956035;-45.120503652039325
1739209710.2956064;-38.13080360867914
1739209710.2956095;-38.13080360867914
1739209710.2956123;-38.13080360867914
1739209710.2956154;-45.120503652039325
1739209710.2956183;-45.120503652039325
1739209710.2956212;-38.13080360867914
1739209710.2956243;-45.120503652039325
1739209710.295627;-38.13080360867914
1739209710.2956302;-33.981070128970906
1739209710.295633;-45.120503652039325
1739209710.2956362;-45.120503652039325
1739209710.295639;-45.120503652039325
1739209710.2956421;-38.13080360867914
1739209710.295645;-45.120503652039325
1739209710.295648;-45.120503652039325
1739209710.295651;-45.120503652039325
1739209710.295654;-45.120503652039325
1739209710.295657;-45.120503652039325
1739209710.29566;-38.13080360867914
1739209710.2956629;-38.13080360867914
1739209710.2956657;-45.120503652039325
1739209710.2956688;-45.120503652039325
1739209710.2956717;-33.981070128970906
1739209710.2956748;-32.816014438256545
1739209710.2956777;-38.13080360867914
1739209710.2956808;-38.13080360867914
1739209710.2956836;-45.120503652039325
1739209710.2956867;-32.816014438256545
1739209710.2956896;-33.981070128970906
1739209710.2956927;-45.120503652039325
1739209710.2956955;-38.13080360867914
1739209710.2956986;-32.816014438256545
1739209710.2957015;-38.13080360867914
1739209710.2957046;-45.120503652039325
1739209710.2957075;-45.120503652039325
1739209710.2957103;-45.120503652039325
1739209710.2957134;-45.120503652039325
1739209710.2957163;-45.120503652039325
1739209710.2957194;-45.120503652039325
1739209710.2957222;-38.13080360867914
1739209710.2957253;-45.120503652039325
1739209710.2957282;-45.120503652039325
1739209710.2957313;-45.120503652039325
1739209710.2957342;-45.120503652039325
1739209710.2957373;-38.13080360867914
1739209710.2957401;-45.120503652039325
1739209710.2957432;-38.13080360867914
1739209710.295746;-33.981070128970906
1739209710.295749;-28.992665084841942
1739209710.295752;-35.57807855764607
1739209710.295755;-45.120503652039325
1739209710.295758;-38.13080360867914
1739209710.2957609;-38.13080360867914
1739209710.295764;-45.120503652039325
1739209710.2957668;-38.13080360867914
1739209710.29577;-45.120503652039325
1739209710.2957728;-30.49652367304973
1739209710.295776;-35.57807855764607
1739209710.2957788;-38.13080360867914
1739209710.2957819;-45.120503652039325
1739209710.2957847;-38.13080360867914
1739209710.2957878;-38.13080360867914
1739209710.2957907;-45.120503652039325
1739209710.2957935;-45.120503652039325
1739209710.2957966;-38.13080360867914
1739209710.2957995;-38.13080360867914
1739209710.2958026;-38.13080360867914
1739209710.2958055;-45.120503652039325
1739209710.2958086;-38.13080360867914
1739209710.2958114;-38.13080360867914
1739209710.2958145;-38.13080360867914
1739209710.2958174;-38.13080360867914
1739209710.2958205;-30.49652367304973
1739209710.2958233;-38.13080360867914
1739209710.2958264;-38.13080360867914
1739209710.2958293;-45.120503652039325
1739209710.2958322;-38.13080360867914
1739209710.2958353;-38.13080360867914
1739209710.295838;-38.13080360867914
1739209710.2958412;-45.120503652039325
1739209710.295844;-30.49652367304973
1739209710.2958472;-45.120503652039325
1739209710.29585;-45.120503652039325
1739209710.2958531;-45.120503652039325
1739209710.295856;-45.120503652039325
1739209710.295859;-45.120503652039325
1739209710.295862;-45.120503652039325
1739209710.295865;-38.13080360867914
1739209710.295868;-33.981070128970906
1739209710.295871;-45.120503652039325
1739209710.2958739;-38.13080360867914
1739209710.2958767;-35.57807855764607
1739209710.2958798;-45.120503652039325
1739209710.2958827;-45.120503652039325
1739209710.2958858;-38.13080360867914
1739209710.2958887;-38.13080360867914
1739209710.2958918;-38.13080360867914
1739209710.2958946;-45.120503652039325
1739209710.2958977;-38.13080360867914
1739209710.2959006;-38.13080360867914
1739209710.2959037;-38.13080360867914
1739209710.2959065;-45.120503652039325
1739209710.2959096;-38.13080360867914
1739209710.2959125;-45.120503652039325
1739209710.2959156;-38.13080360867914
1739209710.2959185;-45.120503652039325
1739209710.2959213;-45.120503652039325
