CAN Message; 0x39:023d488a61e37374
Timestamp;Amplitude
1739209832.0005567;-38.13080360867914
1739209832.000571;-45.120503652039325
1739209832.000585;-45.120503652039325
1739209832.0005991;-45.120503652039325
1739209832.0006135;-45.120503652039325
1739209832.0006275;-38.13080360867914
1739209832.0006416;-27.8777449560314
1739209832.000656;-38.13080360867914
1739209832.00067;-38.13080360867914
1739209832.000684;-45.120503652039325
1739209832.0006983;-38.13080360867914
1739209832.0007124;-45.120503652039325
1739209832.0007265;-38.13080360867914
1739209832.0007408;-38.13080360867914
1739209832.0007548;-30.49652367304976
1739209832.000769;-45.120503652039325
1739209832.0007832;-45.120503652039325
1739209832.0007973;-45.120503652039325
1739209832.0008113;-38.13080360867914
1739209832.0008256;-35.57807855764607
1739209832.0008397;-38.13080360867914
1739209832.0008538;-45.120503652039325
1739209832.0008678;-45.120503652039325
1739209832.0008821;-38.13080360867914
1739209832.0008962;-38.13080360867914
1739209832.0009103;-45.120503652039325
1739209832.0009246;-38.13080360867914
1739209832.0009387;-38.13080360867914
1739209832.0009527;-38.13080360867914
1739209832.000967;-38.13080360867914
1739209832.000981;-35.57807855764607
1739209832.0009952;-38.13080360867914
1739209832.0010095;-45.120503652039325
1739209832.0010235;-38.13080360867914
1739209832.0010376;-38.13080360867914
1739209832.001052;-35.57807855764607
1739209832.001066;-35.57807855764607
1739209832.00108;-38.13080360867914
1739209832.0010943;-38.13080360867914
1739209832.0011084;-45.120503652039325
1739209832.0011225;-38.13080360867914
1739209832.0011368;-45.120503652039325
1739209832.0011508;-45.120503652039325
1739209832.001165;-38.13080360867914
1739209832.0011792;-45.120503652039325
1739209832.0011933;-38.13080360867914
1739209832.0012074;-45.120503652039325
1739209832.0012217;-35.57807855764607
1739209832.0012357;-38.13080360867914
1739209832.0012498;-38.13080360867914
1739209832.001264;-38.13080360867914
1739209832.0012782;-38.13080360867914
1739209832.0012922;-45.120503652039325
1739209832.0013065;-45.120503652039325
1739209832.0013206;-33.981070128970906
1739209832.0013347;-38.13080360867914
1739209832.001349;-45.120503652039325
1739209832.001363;-38.13080360867914
1739209832.001377;-38.13080360867914
1739209832.0013914;-35.57807855764607
1739209832.0014055;-45.120503652039325
1739209832.0014195;-38.13080360867914
1739209832.0014338;-45.120503652039325
1739209832.001448;-33.981070128970906
1739209832.001462;-45.120503652039325
1739209832.0014763;-45.120503652039325
1739209832.0014904;-38.13080360867914
1739209832.0015044;-35.57807855764607
1739209832.0015185;-38.13080360867914
1739209832.0015328;-38.13080360867914
1739209832.0015469;-38.13080360867914
1739209832.001561;-33.981070128970906
1739209832.0015752;-35.57807855764607
1739209832.0015893;-45.120503652039325
1739209832.0016034;-45.120503652039325
1739209832.0016177;-38.13080360867914
1739209832.0016317;-35.57807855764607
1739209832.0016458;-38.13080360867914
1739209832.00166;-45.120503652039325
1739209832.0016742;-33.981070128970906
1739209832.0016882;-35.57807855764607
1739209832.0017025;-45.120503652039325
1739209832.0017166;-45.120503652039325
1739209832.0017307;-38.13080360867914
1739209832.001745;-38.13080360867914
1739209832.001759;-45.120503652039325
1739209832.001773;-38.13080360867914
1739209832.0017874;-30.49652367304973
1739209832.0018015;-38.13080360867914
1739209832.0018156;-45.120503652039325
1739209832.0018299;-45.120503652039325
1739209832.001844;-45.120503652039325
1739209832.001858;-35.57807855764607
1739209832.0018723;-45.120503652039325
1739209832.0018864;-45.120503652039325
1739209832.0019004;-31.141103565318915
1739209832.0019147;-32.816014438256545
1739209832.0019288;-38.13080360867914
1739209832.0019429;-45.120503652039325
1739209832.0019572;-33.981070128970906
1739209832.0019712;-38.13080360867914
1739209832.0019853;-45.120503652039325
1739209832.0019996;-45.120503652039325
1739209832.0020137;-33.981070128970906
1739209832.0020278;-38.13080360867914
1739209832.002042;-38.13080360867914
1739209832.0020561;-38.13080360867914
1739209832.0020702;-35.57807855764607
1739209832.0020845;-38.13080360867914
1739209832.0020986;-35.57807855764607
1739209832.0021126;-38.13080360867914
1739209832.002127;-35.57807855764607
1739209832.002141;-38.13080360867914
1739209832.002155;-38.13080360867914
1739209832.0021691;-38.13080360867914
1739209832.0021834;-33.981070128970906
1739209832.0021975;-35.57807855764607
1739209832.0022116;-38.13080360867914
1739209832.0022259;-35.57807855764607
1739209832.00224;-31.141103565318915
1739209832.002254;-33.981070128970906
1739209832.0022683;-45.120503652039325
1739209832.0022824;-45.120503652039325
1739209832.0022964;-45.120503652039325
1739209832.0023108;-45.120503652039325
1739209832.0023248;-45.120503652039325
1739209832.002339;-38.13080360867914
1739209832.0023532;-35.57807855764607
1739209832.0023673;-38.13080360867914
1739209832.0023813;-38.13080360867914
1739209832.0023956;-45.120503652039325
1739209832.0024097;-33.981070128970906
1739209832.0024238;-45.120503652039325
1739209832.002438;-45.120503652039325
1739209832.0024521;-45.120503652039325
1739209832.0024662;-38.13080360867914
1739209832.0024805;-45.120503652039325
1739209832.0024946;-45.120503652039325
1739209832.0025086;-45.120503652039325
1739209832.002523;-45.120503652039325
1739209832.002537;-35.57807855764607
1739209832.002551;-45.120503652039325
1739209832.0025654;-45.120503652039325
1739209832.0025795;-38.13080360867914
1739209832.0025935;-35.57807855764607
1739209832.0026078;-38.13080360867914
1739209832.002622;-45.120503652039325
1739209832.002636;-45.120503652039325
1739209832.0026503;-45.120503652039325
1739209832.0026643;-45.120503652039325
1739209832.0026784;-38.13080360867914
1739209832.0026927;-45.120503652039325
1739209832.0027068;-45.120503652039325
1739209832.0027208;-38.13080360867914
1739209832.0027351;-45.120503652039325
1739209832.0027492;-38.13080360867914
1739209832.0027633;-38.13080360867914
1739209832.0027776;-45.120503652039325
1739209832.0027916;-45.120503652039325
1739209832.0028057;-33.981070128970906
1739209832.00282;-29.438486411369333
1739209832.002834;-38.13080360867914
1739209832.0028481;-45.120503652039325
1739209832.0028622;-45.120503652039325
1739209832.0028765;-31.141103565318915
1739209832.0028906;-38.13080360867914
1739209832.0029047;-45.120503652039325
1739209832.002919;-38.13080360867914
1739209832.002933;-45.120503652039325
1739209832.002947;-45.120503652039325
1739209832.0029614;-45.120503652039325
1739209832.0029755;-45.120503652039325
1739209832.0029895;-45.120503652039325
1739209832.0030038;-45.120503652039325
1739209832.003018;-38.13080360867914
1739209832.003032;-38.13080360867914
1739209832.0030463;-35.57807855764607
1739209832.0030603;-38.13080360867914
1739209832.0030744;-45.120503652039325
1739209832.0030887;-35.57807855764607
1739209832.0031028;-32.816014438256545
1739209832.0031168;-38.13080360867914
1739209832.0031312;-45.120503652039325
1739209832.0031452;-45.120503652039325
1739209832.0031593;-33.981070128970906
1739209832.0031736;-38.13080360867914
1739209832.0031877;-45.120503652039325
1739209832.0032017;-45.120503652039325
1739209832.003216;-38.13080360867914
1739209832.00323;-35.57807855764607
1739209832.0032442;-45.120503652039325
1739209832.0032585;-45.120503652039325
1739209832.0032725;-31.141103565318943
1739209832.0032866;-38.13080360867914
1739209832.003301;-38.13080360867914
1739209832.003315;-45.120503652039325
1739209832.003329;-45.120503652039325
1739209832.0033433;-38.13080360867914
1739209832.0033574;-35.57807855764607
1739209832.0033715;-45.120503652039325
1739209832.0033858;-31.141103565318915
1739209832.0033998;-35.57807855764607
1739209832.003414;-45.120503652039325
1739209832.0034282;-38.13080360867914
1739209832.0034423;-32.816014438256545
1739209832.0034564;-38.13080360867914
1739209832.0034707;-38.13080360867914
1739209832.0034847;-38.13080360867914
1739209832.0034988;-45.120503652039325
1739209832.0035129;-45.120503652039325
1739209832.0035272;-45.120503652039325
1739209832.0035412;-38.13080360867914
1739209832.0035553;-45.120503652039325
1739209832.0035696;-45.120503652039325
1739209832.0035837;-45.120503652039325
1739209832.0035977;-38.13080360867914
1739209832.003612;-32.816014438256545
1739209832.003626;-38.13080360867914
1739209832.0036402;-45.120503652039325
1739209832.0036545;-38.13080360867914
1739209832.0036685;-35.57807855764607
1739209832.0036826;-45.120503652039325
1739209832.003697;-45.120503652039325
1739209832.003711;-38.13080360867914
1739209832.003725;-33.981070128970906
1739209832.0037394;-31.141103565318915
1739209832.0037534;-45.120503652039325
1739209832.0037675;-38.13080360867914
1739209832.0037818;-32.816014438256545
1739209832.0037959;-38.13080360867914
1739209832.00381;-45.120503652039325
1739209832.0038242;-45.120503652039325
1739209832.0038383;-38.13080360867914
1739209832.0038524;-38.13080360867914
1739209832.0038667;-45.120503652039325
1739209832.0038807;-35.57807855764607
1739209832.0038948;-33.981070128970906
1739209832.003909;-38.13080360867914
1739209832.0039232;-38.13080360867914
1739209832.0039372;-45.120503652039325
1739209832.0039515;-31.141103565318915
1739209832.0039656;-31.141103565318915
1739209832.0039797;-45.120503652039325
1739209832.003994;-45.120503652039325
1739209832.004008;-45.120503652039325
1739209832.0040221;-38.13080360867914
1739209832.0040364;-45.120503652039325
1739209832.0040505;-45.120503652039325
1739209832.0040646;-45.120503652039325
1739209832.0040789;-38.13080360867914
1739209832.004093;-38.13080360867914
1739209832.004107;-45.120503652039325
1739209832.0041213;-45.120503652039325
1739209832.0041354;-38.13080360867914
1739209832.0041494;-38.13080360867914
1739209832.0041635;-35.57807855764607
1739209832.0041778;-38.13080360867914
1739209832.0041919;-45.120503652039325
1739209832.004206;-35.57807855764607
1739209832.0042202;-45.120503652039325
1739209832.0042343;-45.120503652039325
1739209832.0042484;-38.13080360867914
1739209832.0042627;-38.13080360867914
1739209832.0042768;-45.120503652039325
1739209832.0042908;-45.120503652039325
1739209832.0043051;-33.981070128970906
1739209832.0043192;-38.13080360867914
1739209832.0043333;-45.120503652039325
1739209832.0043476;-38.13080360867914
1739209832.0043616;-32.816014438256545
1739209832.0043757;-38.13080360867914
1739209832.00439;-38.13080360867914
1739209832.004404;-38.13080360867914
1739209832.0044181;-45.120503652039325
1739209832.0044324;-33.981070128970906
1739209832.0044465;-38.13080360867914
1739209832.0044606;-38.13080360867914
1739209832.0044749;-38.13080360867914
1739209832.004489;-45.120503652039325
1739209832.004503;-45.120503652039325
1739209832.0045173;-45.120503652039325
1739209832.0045314;-38.13080360867914
1739209832.0045455;-45.120503652039325
1739209832.0045598;-45.120503652039325
1739209832.0045738;-38.13080360867914
1739209832.004588;-45.120503652039325
1739209832.0046022;-45.120503652039325
1739209832.0046163;-38.13080360867914
1739209832.0046303;-35.57807855764607
1739209832.0046446;-33.981070128970906
1739209832.0046587;-38.13080360867914
1739209832.0046728;-45.120503652039325
1739209832.004687;-38.13080360867914
1739209832.0047011;-38.13080360867914
1739209832.0047152;-45.120503652039325
1739209832.0047295;-33.981070128970906
1739209832.0047436;-35.57807855764607
1739209832.0047576;-38.13080360867914
1739209832.004772;-45.120503652039325
1739209832.004786;-33.981070128970906
1739209832.0048;-38.13080360867914
1739209832.0048141;-38.13080360867914
1739209832.0048285;-45.120503652039325
1739209832.0048425;-45.120503652039325
1739209832.0048566;-38.13080360867914
1739209832.004871;-35.57807855764607
1739209832.004885;-45.120503652039325
1739209832.004899;-38.13080360867914
1739209832.0049133;-32.816014438256545
1739209832.0049274;-32.816014438256545
1739209832.0049415;-38.13080360867914
1739209832.0049558;-38.13080360867914
1739209832.0049698;-45.120503652039325
1739209832.004984;-38.13080360867914
1739209832.0049982;-32.816014438256545
1739209832.0050123;-45.120503652039325
1739209832.0050263;-38.13080360867914
1739209832.0050406;-33.981070128970906
1739209832.0050547;-38.13080360867914
1739209832.0050688;-38.13080360867914
1739209832.005083;-38.13080360867914
1739209832.0050972;-38.13080360867914
1739209832.0051112;-45.120503652039325
1739209832.0051255;-38.13080360867914
1739209832.0051396;-45.120503652039325
1739209832.0051537;-45.120503652039325
1739209832.005168;-38.13080360867914
1739209832.005182;-38.13080360867914
1739209832.005196;-38.13080360867914
1739209832.0052104;-32.816014438256545
1739209832.0052245;-30.49652367304973
1739209832.0052385;-45.120503652039325
1739209832.0052528;-45.120503652039325
1739209832.005267;-33.981070128970906
1739209832.005281;-38.13080360867914
1739209832.0052953;-33.981070128970906
1739209832.0053093;-32.816014438256545
1739209832.0053234;-38.13080360867914
1739209832.0053377;-35.57807855764607
1739209832.0053518;-38.13080360867914
1739209832.0053658;-45.120503652039325
1739209832.0053802;-38.13080360867914
1739209832.0053942;-38.13080360867914
1739209832.0054083;-38.13080360867914
1739209832.0054226;-45.120503652039325
1739209832.0054367;-45.120503652039325
1739209832.0054507;-38.13080360867914
1739209832.0054648;-38.13080360867914
1739209832.005479;-38.13080360867914
1739209832.0054932;-45.120503652039325
1739209832.0055072;-45.120503652039325
1739209832.0055215;-38.13080360867914
1739209832.0055356;-35.57807855764607
1739209832.0055497;-33.981070128970906
1739209832.005564;-31.141103565318893
1739209832.005578;-45.120503652039325
1739209832.005592;-35.57807855764607
1739209832.0056064;-35.57807855764607
1739209832.0056205;-45.120503652039325
1739209832.0056345;-38.13080360867914
1739209832.0056489;-33.981070128970906
1739209832.005663;-45.120503652039325
1739209832.005677;-45.120503652039325
1739209832.0056913;-45.120503652039325
1739209832.0057054;-45.120503652039325
1739209832.0057194;-45.120503652039325
1739209832.0057337;-45.120503652039325
1739209832.0057478;-38.13080360867914
1739209832.0057619;-32.816014438256545
1739209832.0057762;-45.120503652039325
1739209832.0057902;-45.120503652039325
1739209832.0058043;-38.13080360867914
1739209832.0058186;-32.816014438256545
1739209832.0058327;-38.13080360867914
1739209832.0058467;-45.120503652039325
1739209832.005861;-38.13080360867914
1739209832.005875;-38.13080360867914
1739209832.0058892;-35.57807855764607
1739209832.0059035;-35.57807855764607
1739209832.0059175;-38.13080360867914
1739209832.0059316;-38.13080360867914
1739209832.005946;-45.120503652039325
1739209832.00596;-35.57807855764607
1739209832.005974;-45.120503652039325
1739209832.0059884;-38.13080360867914
1739209832.0060024;-33.981070128970906
1739209832.0060165;-38.13080360867914
1739209832.0060308;-35.57807855764607
1739209832.0060449;-38.13080360867914
1739209832.006059;-45.120503652039325
1739209832.0060732;-33.981070128970906
1739209832.0060873;-45.120503652039325
1739209832.0061014;-38.13080360867914
1739209832.0061157;-45.120503652039325
1739209832.0061297;-33.981070128970906
1739209832.0061438;-31.141103565318915
1739209832.0061579;-38.13080360867914
1739209832.0061722;-38.13080360867914
1739209832.0061862;-45.120503652039325
1739209832.0062003;-45.120503652039325
1739209832.0062146;-45.120503652039325
1739209832.0062287;-38.13080360867914
1739209832.0062428;-45.120503652039325
1739209832.006257;-45.120503652039325
1739209832.0062711;-45.120503652039325
1739209832.0062852;-38.13080360867914
1739209832.0062995;-35.57807855764607
1739209832.0063136;-45.120503652039325
1739209832.0063276;-35.57807855764607
1739209832.006342;-38.13080360867914
1739209832.006356;-45.120503652039325
1739209832.00637;-45.120503652039325
1739209832.0063844;-45.120503652039325
1739209832.0063984;-45.120503652039325
1739209832.0064125;-33.981070128970906
1739209832.0064268;-38.13080360867914
1739209832.0064409;-45.120503652039325
1739209832.006455;-33.981070128970906
1739209832.0064692;-31.141103565318915
1739209832.0064833;-28.992665084841942
1739209832.0064974;-45.120503652039325
1739209832.0065117;-38.13080360867914
1739209832.0065258;-45.120503652039325
1739209832.0065398;-45.120503652039325
1739209832.0065541;-45.120503652039325
1739209832.0065682;-38.13080360867914
1739209832.0065823;-38.13080360867914
1739209832.0065966;-33.981070128970906
1739209832.0066106;-45.120503652039325
1739209832.0066247;-38.13080360867914
1739209832.006639;-38.13080360867914
1739209832.006653;-38.13080360867914
1739209832.0066671;-45.120503652039325
1739209832.0066814;-38.13080360867914
1739209832.0066955;-38.13080360867914
1739209832.0067096;-33.981070128970906
1739209832.0067239;-38.13080360867914
1739209832.006738;-35.57807855764607
1739209832.006752;-45.120503652039325
1739209832.0067663;-32.816014438256545
1739209832.0067804;-33.981070128970906
1739209832.0067945;-45.120503652039325
1739209832.0068085;-45.120503652039325
1739209832.0068228;-33.981070128970906
1739209832.006837;-38.13080360867914
1739209832.006851;-38.13080360867914
1739209832.0068653;-45.120503652039325
1739209832.0068793;-38.13080360867914
1739209832.0068934;-32.816014438256545
1739209832.0069077;-38.13080360867914
1739209832.0069218;-45.120503652039325
1739209832.0069358;-25.62660358559016
1739209832.0069501;-33.981070128970906
1739209832.0069642;-45.120503652039325
1739209832.0069783;-35.57807855764607
1739209832.0069926;-45.120503652039325
1739209832.0070066;-33.981070128970906
1739209832.0070207;-35.57807855764607
1739209832.007035;-38.13080360867914
1739209832.007049;-45.120503652039325
1739209832.0070632;-45.120503652039325
1739209832.0070775;-45.120503652039325
1739209832.0070915;-45.120503652039325
1739209832.0071056;-33.981070128970906
1739209832.00712;-38.13080360867914
1739209832.007134;-45.120503652039325
1739209832.007148;-38.13080360867914
1739209832.0071623;-33.981070128970906
1739209832.0071764;-35.57807855764607
1739209832.0071905;-35.57807855764607
1739209832.0072048;-38.13080360867914
1739209832.0072188;-38.13080360867914
1739209832.007233;-38.13080360867914
1739209832.0072472;-33.981070128970906
1739209832.0072613;-35.57807855764607
1739209832.0072753;-38.13080360867914
1739209832.0072896;-35.57807855764607
1739209832.0073037;-38.13080360867914
1739209832.0073178;-32.816014438256545
1739209832.007332;-38.13080360867914
1739209832.0073462;-45.120503652039325
1739209832.0073602;-38.13080360867914
1739209832.0073745;-38.13080360867914
1739209832.0073886;-45.120503652039325
1739209832.0074027;-38.13080360867914
1739209832.007417;-35.57807855764607
1739209832.007431;-35.57807855764607
1739209832.007445;-38.13080360867914
1739209832.0074592;-45.120503652039325
1739209832.0074735;-33.981070128970906
1739209832.0074875;-35.57807855764607
1739209832.0075016;-35.57807855764607
1739209832.007516;-32.816014438256545
1739209832.00753;-45.120503652039325
1739209832.007544;-33.981070128970906
1739209832.0075583;-38.13080360867914
1739209832.0075724;-33.981070128970906
1739209832.0075865;-45.120503652039325
1739209832.0076008;-32.816014438256545
1739209832.0076149;-45.120503652039325
1739209832.007629;-45.120503652039325
1739209832.0076432;-38.13080360867914
1739209832.0076573;-45.120503652039325
1739209832.0076714;-45.120503652039325
1739209832.0076857;-45.120503652039325
1739209832.0076997;-38.13080360867914
1739209832.0077138;-45.120503652039325
1739209832.007728;-38.13080360867914
1739209832.0077422;-38.13080360867914
1739209832.0077562;-45.120503652039325
1739209832.0077705;-45.120503652039325
1739209832.0077846;-38.13080360867914
1739209832.0077987;-38.13080360867914
1739209832.007813;-38.13080360867914
1739209832.007827;-45.120503652039325
1739209832.007841;-33.981070128970906
1739209832.0078554;-31.141103565318893
1739209832.0078695;-45.120503652039325
1739209832.0078835;-45.120503652039325
1739209832.0078979;-38.13080360867914
1739209832.007912;-38.13080360867914
1739209832.007926;-45.120503652039325
1739209832.0079403;-45.120503652039325
1739209832.0079544;-45.120503652039325
1739209832.0079684;-35.57807855764607
1739209832.0079827;-35.57807855764607
1739209832.0079968;-38.13080360867914
1739209832.0080109;-38.13080360867914
1739209832.0080252;-45.120503652039325
1739209832.0080392;-45.120503652039325
1739209832.0080533;-45.120503652039325
1739209832.0080676;-33.981070128970906
1739209832.0080817;-29.438486411369333
1739209832.0080957;-45.120503652039325
1739209832.0081098;-45.120503652039325
1739209832.008124;-38.13080360867914
1739209832.0081382;-38.13080360867914
1739209832.0081522;-45.120503652039325
1739209832.0081666;-38.13080360867914
1739209832.0081806;-38.13080360867914
1739209832.0081947;-45.120503652039325
1739209832.008209;-38.13080360867914
1739209832.008223;-45.120503652039325
1739209832.0082371;-45.120503652039325
1739209832.0082514;-45.120503652039325
1739209832.0082655;-38.13080360867914
1739209832.0082796;-33.981070128970906
1739209832.0082939;-38.13080360867914
1739209832.008308;-33.981070128970956
1739209832.008322;-45.120503652039325
1739209832.0083363;-35.57807855764607
1739209832.0083504;-45.120503652039325
1739209832.0083644;-45.120503652039325
1739209832.0083787;-38.13080360867914
1739209832.0083928;-38.13080360867914
1739209832.0084069;-38.13080360867914
1739209832.0084212;-26.487275050834715
1739209832.0084352;-32.816014438256545
1739209832.0084493;-45.120503652039325
1739209832.0084636;-38.13080360867914
1739209832.0084777;-32.816014438256545
1739209832.0084918;-38.13080360867914
1739209832.008506;-45.120503652039325
1739209832.0085201;-45.120503652039325
1739209832.0085342;-45.120503652039325
1739209832.0085485;-38.13080360867914
1739209832.0085626;-45.120503652039325
1739209832.0085766;-38.13080360867914
1739209832.008591;-32.816014438256545
1739209832.008605;-38.13080360867914
1739209832.008619;-45.120503652039325
1739209832.0086334;-45.120503652039325
1739209832.0086474;-45.120503652039325
1739209832.0086615;-38.13080360867914
1739209832.0086758;-45.120503652039325
1739209832.0086899;-38.13080360867914
1739209832.008704;-38.13080360867914
1739209832.0087183;-31.141103565318915
1739209832.0087323;-38.13080360867914
1739209832.0087464;-38.13080360867914
1739209832.0087605;-30.49652367304973
1739209832.0087748;-35.57807855764607
1739209832.0087888;-45.120503652039325
1739209832.008803;-45.120503652039325
1739209832.0088172;-38.13080360867914
1739209832.0088313;-45.120503652039325
1739209832.0088453;-45.120503652039325
1739209832.0088596;-45.120503652039325
1739209832.0088737;-45.120503652039325
1739209832.0088878;-38.13080360867914
1739209832.008902;-45.120503652039325
1739209832.0089161;-45.120503652039325
1739209832.0089302;-38.13080360867914
1739209832.0089445;-38.13080360867914
1739209832.0089586;-45.120503652039325
1739209832.0089726;-45.120503652039325
1739209832.008987;-45.120503652039325
1739209832.009001;-33.981070128970906
1739209832.009015;-45.120503652039325
1739209832.0090294;-45.120503652039325
1739209832.0090435;-45.120503652039325
1739209832.0090575;-45.120503652039325
1739209832.0090718;-45.120503652039325
1739209832.009086;-45.120503652039325
1739209832.0091;-45.120503652039325
1739209832.0091143;-33.981070128970906
1739209832.0091283;-35.57807855764607
1739209832.0091424;-45.120503652039325
1739209832.0091567;-45.120503652039325
1739209832.0091708;-33.981070128970906
1739209832.0091848;-38.13080360867914
1739209832.0091991;-45.120503652039325
1739209832.0092132;-45.120503652039325
1739209832.0092273;-38.13080360867914
1739209832.0092416;-45.120503652039325
1739209832.0092556;-45.120503652039325
1739209832.0092697;-38.13080360867914
1739209832.009284;-35.57807855764607
1739209832.009298;-35.57807855764607
1739209832.0093122;-38.13080360867914
1739209832.0093265;-45.120503652039325
1739209832.0093405;-33.981070128970906
1739209832.0093546;-45.120503652039325
1739209832.009369;-45.120503652039325
1739209832.009383;-45.120503652039325
1739209832.009397;-38.13080360867914
1739209832.0094113;-38.13080360867914
1739209832.0094254;-45.120503652039325
1739209832.0094395;-38.13080360867914
1739209832.0094535;-28.992665084841942
1739209832.0094678;-38.13080360867914
1739209832.009482;-38.13080360867914
1739209832.009496;-45.120503652039325
1739209832.0095103;-38.13080360867914
1739209832.0095243;-45.120503652039325
1739209832.0095384;-45.120503652039325
1739209832.0095527;-45.120503652039325
1739209832.0095668;-31.14110356531892
1739209832.0095809;-38.13080360867914
1739209832.0095952;-33.981070128970906
1739209832.0096092;-38.13080360867914
1739209832.0096233;-38.13080360867914
1739209832.0096376;-45.120503652039325
