CAN Message; 0x1a7:000041b02d43bd08
1739209841.9578702;-45.120503652039325
1739209841.957881;-45.120503652039325
1739209841.957892;-45.120503652039325
1739209841.9579027;-45.120503652039325
1739209841.9579134;-38.13080360867914
1739209841.9579244;-45.120503652039325
1739209841.957935;-38.13080360867914
1739209841.9579458;-26.035653463252796
1739209841.9579566;-35.57807855764607
1739209841.9579675;-45.120503652039325
1739209841.9579782;-38.13080360867914
1739209841.957989;-32.816014438256545
1739209841.958;-45.120503652039325
1739209841.9580107;-45.120503652039325
1739209841.9580214;-38.13080360867914
1739209841.9580321;-33.981070128970956
1739209841.958043;-45.120503652039325
1739209841.9580538;-45.120503652039325
1739209841.9580646;-45.120503652039325
1739209841.9580755;-38.13080360867914
1739209841.9580863;-38.13080360867914
1739209841.958097;-45.120503652039325
1739209841.9581077;-45.120503652039325
1739209841.9581187;-35.57807855764607
1739209841.9581294;-38.13080360867914
1739209841.9581401;-45.120503652039325
1739209841.958151;-45.120503652039325
1739209841.9581618;-45.120503652039325
1739209841.9581726;-38.13080360867914
1739209841.9581833;-38.13080360867914
1739209841.9581943;-45.120503652039325
1739209841.958205;-35.57807855764607
1739209841.9582157;-35.57807855764607
1739209841.9582267;-45.120503652039325
1739209841.9582374;-35.57807855764607
1739209841.9582481;-35.57807855764607
1739209841.958259;-45.120503652039325
1739209841.9582698;-38.13080360867914
1739209841.9582806;-35.57807855764607
1739209841.9582913;-45.120503652039325
1739209841.9583023;-45.120503652039325
1739209841.958313;-38.13080360867914
1739209841.9583237;-45.120503652039325
1739209841.9583347;-45.120503652039325
1739209841.9583454;-33.981070128970906
1739209841.9583561;-38.13080360867914
1739209841.9583669;-45.120503652039325
1739209841.9583778;-32.816014438256545
1739209841.9583886;-38.13080360867914
1739209841.9583993;-35.57807855764607
1739209841.9584103;-33.981070128970906
1739209841.958421;-32.816014438256545
1739209841.9584317;-33.981070128970906
1739209841.9584424;-38.13080360867914
1739209841.9584534;-33.981070128970906
1739209841.9584641;-45.120503652039325
1739209841.9584749;-45.120503652039325
1739209841.9584858;-38.13080360867914
1739209841.9584966;-33.981070128970906
1739209841.9585073;-45.120503652039325
1739209841.958518;-33.981070128970906
1739209841.958529;-45.120503652039325
1739209841.9585397;-45.120503652039325
1739209841.9585505;-45.120503652039325
1739209841.9585614;-45.120503652039325
1739209841.9585721;-32.816014438256545
1739209841.9585829;-45.120503652039325
1739209841.9585938;-45.120503652039325
1739209841.9586046;-45.120503652039325
1739209841.9586153;-45.120503652039325
1739209841.958626;-45.120503652039325
1739209841.958637;-45.120503652039325
1739209841.9586477;-38.13080360867914
1739209841.9586585;-45.120503652039325
1739209841.9586694;-33.981070128970906
1739209841.9586802;-45.120503652039325
1739209841.958691;-35.57807855764607
1739209841.9587016;-45.120503652039325
1739209841.9587126;-45.120503652039325
1739209841.9587233;-38.13080360867914
1739209841.958734;-33.981070128970906
1739209841.958745;-45.120503652039325
1739209841.9587557;-38.13080360867914
1739209841.9587665;-45.120503652039325
1739209841.9587772;-38.13080360867914
1739209841.9587882;-45.120503652039325
1739209841.958799;-38.13080360867914
1739209841.9588096;-38.13080360867914
1739209841.9588206;-38.13080360867914
1739209841.9588313;-45.120503652039325
1739209841.958842;-38.13080360867914
1739209841.9588528;-35.57807855764607
1739209841.9588637;-35.57807855764607
1739209841.9588745;-38.13080360867914
1739209841.9588852;-45.120503652039325
1739209841.9588962;-45.120503652039325
1739209841.958907;-38.13080360867914
1739209841.9589176;-38.13080360867914
1739209841.9589286;-38.13080360867914
1739209841.9589393;-38.13080360867914
1739209841.95895;-33.981070128970906
1739209841.9589608;-45.120503652039325
1739209841.9589717;-38.13080360867914
1739209841.9589825;-35.57807855764607
1739209841.9589932;-38.13080360867914
1739209841.9590042;-45.120503652039325
1739209841.959015;-33.981070128970906
1739209841.9590256;-32.816014438256545
1739209841.9590364;-35.57807855764607
1739209841.9590473;-45.120503652039325
1739209841.959058;-45.120503652039325
1739209841.9590688;-32.816014438256545
1739209841.9590797;-31.141103565318915
1739209841.9590905;-38.13080360867914
1739209841.9591012;-31.141103565318915
1739209841.959112;-33.981070128970906
1739209841.959123;-33.981070128970906
1739209841.9591336;-45.120503652039325
1739209841.9591444;-33.981070128970906
1739209841.9591553;-38.13080360867914
1739209841.959166;-38.13080360867914
1739209841.9591768;-45.120503652039325
1739209841.9591875;-38.13080360867914
1739209841.9591985;-35.57807855764607
1739209841.9592092;-38.13080360867914
1739209841.95922;-38.13080360867914
1739209841.959231;-45.120503652039325
1739209841.9592416;-45.120503652039325
1739209841.9592524;-33.981070128970906
1739209841.9592633;-33.981070128970906
1739209841.959274;-45.120503652039325
1739209841.9592848;-45.120503652039325
1739209841.9592955;-38.13080360867914
1739209841.9593065;-38.13080360867914
1739209841.9593172;-38.13080360867914
1739209841.959328;-45.120503652039325
1739209841.959339;-45.120503652039325
1739209841.9593496;-38.13080360867914
1739209841.9593604;-38.13080360867914
1739209841.959371;-45.120503652039325
1739209841.959382;-38.13080360867914
1739209841.9593928;-38.13080360867914
1739209841.9594035;-33.981070128970906
1739209841.9594145;-45.120503652039325
1739209841.9594252;-31.141103565318915
1739209841.959436;-26.991370085610722
1739209841.9594467;-45.120503652039325
1739209841.9594576;-45.120503652039325
1739209841.9594684;-45.120503652039325
1739209841.959479;-38.13080360867914
1739209841.95949;-38.13080360867914
1739209841.9595008;-45.120503652039325
1739209841.9595115;-45.120503652039325
1739209841.9595222;-38.13080360867914
1739209841.9595332;-45.120503652039325
1739209841.959544;-45.120503652039325
1739209841.9595547;-38.13080360867914
1739209841.9595656;-45.120503652039325
1739209841.9595764;-38.13080360867914
1739209841.959587;-45.120503652039325
1739209841.9595978;-33.981070128970906
1739209841.9596088;-26.991370085610722
1739209841.9596195;-45.120503652039325
1739209841.9596303;-45.120503652039325
1739209841.9596412;-38.13080360867914
1739209841.959652;-38.13080360867914
1739209841.9596627;-45.120503652039325
1739209841.9596736;-45.120503652039325
1739209841.9596844;-45.120503652039325
1739209841.959695;-45.120503652039325
1739209841.9597058;-38.13080360867914
1739209841.9597168;-38.13080360867914
1739209841.9597275;-38.13080360867914
1739209841.9597383;-45.120503652039325
1739209841.9597492;-38.13080360867914
1739209841.95976;-35.57807855764607
1739209841.9597707;-45.120503652039325
1739209841.9597814;-45.120503652039325
1739209841.9597924;-45.120503652039325
1739209841.959803;-38.13080360867914
1739209841.9598138;-35.57807855764607
1739209841.9598248;-45.120503652039325
1739209841.9598355;-45.120503652039325
1739209841.9598463;-38.13080360867914
1739209841.959857;-35.57807855764607
1739209841.959868;-31.141103565318893
1739209841.9598787;-38.13080360867914
1739209841.9598894;-45.120503652039325
1739209841.9599004;-38.13080360867914
1739209841.959911;-38.13080360867914
1739209841.9599218;-45.120503652039325
1739209841.9599326;-38.13080360867914
1739209841.9599435;-45.120503652039325
1739209841.9599543;-35.57807855764607
1739209841.959965;-45.120503652039325
1739209841.959976;-35.57807855764607
1739209841.9599867;-38.13080360867914
1739209841.9599974;-38.13080360867914
1739209841.9600084;-38.13080360867914
1739209841.960019;-45.120503652039325
1739209841.9600298;-38.13080360867914
1739209841.9600406;-32.816014438256545
1739209841.9600515;-38.13080360867914
1739209841.9600623;-45.120503652039325
1739209841.960073;-38.13080360867914
1739209841.960084;-45.120503652039325
1739209841.9600947;-38.13080360867914
1739209841.9601054;-45.120503652039325
1739209841.9601161;-38.13080360867914
1739209841.960127;-31.141103565318893
1739209841.9601378;-35.57807855764607
1739209841.9601486;-38.13080360867914
1739209841.9601595;-38.13080360867914
1739209841.9601703;-33.981070128970906
1739209841.960181;-45.120503652039325
1739209841.9601917;-33.981070128970906
1739209841.9602027;-38.13080360867914
1739209841.9602134;-45.120503652039325
1739209841.9602242;-45.120503652039325
1739209841.960235;-38.13080360867914
1739209841.9602458;-45.120503652039325
1739209841.9602566;-45.120503652039325
1739209841.9602673;-33.981070128970906
1739209841.9602783;-45.120503652039325
1739209841.960289;-45.120503652039325
1739209841.9602997;-35.57807855764607
1739209841.9603107;-38.13080360867914
1739209841.9603214;-45.120503652039325
1739209841.9603322;-45.120503652039325
1739209841.9603431;-35.57807855764607
1739209841.9603539;-38.13080360867914
1739209841.9603646;-45.120503652039325
1739209841.9603753;-45.120503652039325
1739209841.9603863;-45.120503652039325
1739209841.960397;-45.120503652039325
1739209841.9604077;-38.13080360867914
1739209841.9604187;-45.120503652039325
1739209841.9604294;-45.120503652039325
1739209841.9604402;-38.13080360867914
1739209841.960451;-38.13080360867914
1739209841.9604619;-38.13080360867914
1739209841.9604726;-35.57807855764607
1739209841.9604833;-35.57807855764607
1739209841.9604943;-45.120503652039325
1739209841.960505;-38.13080360867914
1739209841.9605157;-38.13080360867914
1739209841.9605265;-38.13080360867914
1739209841.9605374;-38.13080360867914
1739209841.9605482;-45.120503652039325
1739209841.960559;-45.120503652039325
1739209841.9605699;-38.13080360867914
1739209841.9605806;-35.57807855764607
1739209841.9605913;-38.13080360867914
1739209841.960602;-45.120503652039325
1739209841.960613;-38.13080360867914
1739209841.9606237;-32.816014438256545
1739209841.9606345;-38.13080360867914
1739209841.9606454;-45.120503652039325
1739209841.9606562;-38.13080360867914
1739209841.960667;-35.57807855764607
1739209841.9606776;-38.13080360867914
1739209841.9606886;-45.120503652039325
1739209841.9606993;-38.13080360867914
1739209841.96071;-35.57807855764607
1739209841.960721;-38.13080360867914
1739209841.9607317;-45.120503652039325
1739209841.9607425;-33.981070128970906
1739209841.9607534;-35.57807855764607
1739209841.9607642;-38.13080360867914
1739209841.960775;-45.120503652039325
1739209841.9607856;-38.13080360867914
1739209841.9607966;-45.120503652039325
1739209841.9608073;-45.120503652039325
1739209841.960818;-45.120503652039325
1739209841.960829;-33.981070128970906
1739209841.9608397;-45.120503652039325
1739209841.9608505;-45.120503652039325
1739209841.9608612;-38.13080360867914
1739209841.9608722;-45.120503652039325
1739209841.960883;-45.120503652039325
1739209841.9608936;-45.120503652039325
1739209841.9609046;-45.120503652039325
1739209841.9609153;-38.13080360867914
1739209841.960926;-45.120503652039325
1739209841.9609368;-38.13080360867914
1739209841.9609478;-35.57807855764607
1739209841.9609585;-38.13080360867914
1739209841.9609692;-45.120503652039325
1739209841.9609802;-45.120503652039325
1739209841.960991;-45.120503652039325
1739209841.9610016;-45.120503652039325
1739209841.9610124;-38.13080360867914
1739209841.9610233;-35.57807855764607
1739209841.961034;-38.13080360867914
1739209841.9610448;-33.981070128970906
1739209841.9610558;-45.120503652039325
1739209841.9610665;-45.120503652039325
1739209841.9610772;-45.120503652039325
1739209841.9610882;-32.816014438256545
1739209841.961099;-38.13080360867914
1739209841.9611096;-45.120503652039325
1739209841.9611204;-45.120503652039325
1739209841.9611313;-45.120503652039325
1739209841.961142;-38.13080360867914
1739209841.9611528;-38.13080360867914
1739209841.9611638;-45.120503652039325
1739209841.9611745;-28.992665084841942
1739209841.9611852;-28.58837851428586
1739209841.961196;-33.981070128970906
1739209841.961207;-45.120503652039325
1739209841.9612176;-33.981070128970906
1739209841.9612284;-38.13080360867914
1739209841.9612393;-38.13080360867914
1739209841.96125;-45.120503652039325
1739209841.9612608;-45.120503652039325
1739209841.9612715;-38.13080360867914
1739209841.9612825;-38.13080360867914
1739209841.9612932;-45.120503652039325
1739209841.961304;-45.120503652039325
1739209841.961315;-45.120503652039325
1739209841.9613256;-45.120503652039325
1739209841.9613364;-45.120503652039325
1739209841.961347;-45.120503652039325
1739209841.961358;-32.816014438256545
1739209841.9613688;-38.13080360867914
1739209841.9613795;-35.57807855764607
1739209841.9613905;-38.13080360867914
1739209841.9614012;-33.981070128970906
1739209841.961412;-35.57807855764607
1739209841.961423;-45.120503652039325
1739209841.9614336;-31.141103565318915
1739209841.9614444;-28.992665084841942
1739209841.961455;-45.120503652039325
1739209841.961466;-45.120503652039325
1739209841.9614768;-38.13080360867914
1739209841.9614875;-38.13080360867914
1739209841.9614985;-45.120503652039325
1739209841.9615092;-32.816014438256545
1739209841.96152;-38.13080360867914
1739209841.9615307;-38.13080360867914
1739209841.9615417;-33.981070128970906
1739209841.9615524;-45.120503652039325
1739209841.961563;-45.120503652039325
1739209841.961574;-32.816014438256545
1739209841.9615848;-38.13080360867914
1739209841.9615955;-33.981070128970906
1739209841.9616063;-32.816014438256545
1739209841.9616172;-35.57807855764607
1739209841.961628;-35.57807855764607
1739209841.9616387;-38.13080360867914
1739209841.9616497;-45.120503652039325
1739209841.9616604;-38.13080360867914
1739209841.961671;-38.13080360867914
1739209841.9616818;-45.120503652039325
1739209841.9616928;-45.120503652039325
1739209841.9617035;-38.13080360867914
1739209841.9617143;-45.120503652039325
1739209841.9617252;-45.120503652039325
1739209841.961736;-33.981070128970906
1739209841.9617467;-38.13080360867914
1739209841.9617577;-45.120503652039325
1739209841.9617684;-38.13080360867914
1739209841.961779;-45.120503652039325
1739209841.9617898;-38.13080360867914
1739209841.9618008;-35.57807855764607
1739209841.9618115;-45.120503652039325
1739209841.9618223;-45.120503652039325
1739209841.9618332;-35.57807855764607
1739209841.961844;-35.57807855764607
1739209841.9618547;-45.120503652039325
1739209841.9618654;-38.13080360867914
1739209841.9618764;-35.57807855764607
1739209841.9618871;-38.13080360867914
1739209841.9618979;-45.120503652039325
1739209841.9619088;-45.120503652039325
1739209841.9619195;-38.13080360867914
1739209841.9619303;-38.13080360867914
1739209841.961941;-45.120503652039325
1739209841.961952;-38.13080360867914
1739209841.9619627;-45.120503652039325
1739209841.9619734;-45.120503652039325
1739209841.9619844;-33.981070128970906
1739209841.9619951;-38.13080360867914
1739209841.9620059;-45.120503652039325
1739209841.9620166;-45.120503652039325
1739209841.9620275;-35.57807855764607
1739209841.9620383;-45.120503652039325
1739209841.962049;-33.981070128970906
1739209841.96206;-33.981070128970906
1739209841.9620707;-45.120503652039325
1739209841.9620814;-45.120503652039325
1739209841.9620922;-38.13080360867914
1739209841.9621031;-38.13080360867914
1739209841.9621139;-45.120503652039325
1739209841.9621246;-38.13080360867914
1739209841.9621356;-45.120503652039325
1739209841.9621463;-45.120503652039325
1739209841.962157;-45.120503652039325
1739209841.962168;-45.120503652039325
1739209841.9621787;-45.120503652039325
1739209841.9621894;-45.120503652039325
1739209841.9622002;-38.13080360867914
1739209841.9622111;-38.13080360867914
1739209841.9622219;-45.120503652039325
1739209841.9622326;-45.120503652039325
1739209841.9622436;-33.981070128970906
1739209841.9622543;-38.13080360867914
1739209841.962265;-38.13080360867914
1739209841.9622757;-45.120503652039325
1739209841.9622867;-45.120503652039325
1739209841.9622974;-45.120503652039325
1739209841.9623082;-31.141103565318915
1739209841.9623191;-31.141103565318915
1739209841.9623299;-35.57807855764607
1739209841.9623406;-38.13080360867914
1739209841.9623513;-45.120503652039325
1739209841.9623623;-38.13080360867914
1739209841.962373;-45.120503652039325
1739209841.9623837;-38.13080360867914
1739209841.9623947;-38.13080360867914
1739209841.9624054;-33.981070128970956
1739209841.9624162;-45.120503652039325
1739209841.962427;-38.13080360867914
1739209841.9624379;-45.120503652039325
1739209841.9624486;-45.120503652039325
1739209841.9624593;-45.120503652039325
1739209841.9624703;-45.120503652039325
1739209841.962481;-33.981070128970906
1739209841.9624918;-32.816014438256545
1739209841.9625027;-45.120503652039325
1739209841.9625134;-45.120503652039325
1739209841.9625242;-38.13080360867914
1739209841.962535;-38.13080360867914
1739209841.9625459;-45.120503652039325
1739209841.9625566;-38.13080360867914
1739209841.9625673;-32.816014438256545
1739209841.9625783;-33.981070128970906
1739209841.962589;-45.120503652039325
1739209841.9625998;-38.13080360867914
1739209841.9626105;-38.13080360867914
1739209841.9626215;-38.13080360867914
1739209841.9626322;-45.120503652039325
1739209841.962643;-38.13080360867914
1739209841.9626539;-33.981070128970906
1739209841.9626646;-32.81601443825658
1739209841.9626753;-45.120503652039325
1739209841.962686;-45.120503652039325
1739209841.962697;-38.13080360867914
1739209841.9627078;-45.120503652039325
1739209841.9627185;-45.120503652039325
1739209841.9627295;-38.13080360867914
1739209841.9627402;-35.57807855764607
1739209841.962751;-31.141103565318915
1739209841.9627616;-45.120503652039325
1739209841.9627726;-38.13080360867914
1739209841.9627833;-35.57807855764607
1739209841.962794;-38.13080360867914
1739209841.962805;-38.13080360867914
1739209841.9628158;-38.13080360867914
1739209841.9628265;-38.13080360867914
1739209841.9628375;-38.13080360867914
1739209841.9628482;-45.120503652039325
1739209841.962859;-38.13080360867914
1739209841.9628696;-38.13080360867914
1739209841.9628806;-45.120503652039325
1739209841.9628913;-45.120503652039325
1739209841.962902;-45.120503652039325
1739209841.962913;-38.13080360867914
1739209841.9629238;-38.13080360867914
1739209841.9629345;-38.13080360867914
1739209841.9629452;-38.13080360867914
1739209841.9629562;-38.13080360867914
1739209841.962967;-38.13080360867914
1739209841.9629776;-45.120503652039325
1739209841.9629886;-45.120503652039325
1739209841.9629993;-45.120503652039325
1739209841.96301;-33.981070128970906
1739209841.9630208;-38.13080360867914
1739209841.9630318;-38.13080360867914
1739209841.9630425;-45.120503652039325
1739209841.9630532;-32.816014438256545
1739209841.9630642;-33.981070128970906
1739209841.963075;-45.120503652039325
1739209841.9630857;-38.13080360867914
1739209841.9630964;-38.13080360867914
1739209841.9631073;-45.120503652039325
1739209841.963118;-45.120503652039325
1739209841.9631288;-45.120503652039325
1739209841.9631398;-38.13080360867914
1739209841.9631505;-45.120503652039325
1739209841.9631612;-38.13080360867914
1739209841.963172;-45.120503652039325
1739209841.963183;-45.120503652039325
1739209841.9631937;-45.120503652039325
1739209841.9632044;-45.120503652039325
1739209841.9632154;-45.120503652039325
1739209841.963226;-38.13080360867914
1739209841.9632368;-35.57807855764607
1739209841.9632478;-38.13080360867914
1739209841.9632585;-45.120503652039325
1739209841.9632692;-45.120503652039325
1739209841.96328;-35.57807855764607
1739209841.963291;-45.120503652039325
1739209841.9633017;-45.120503652039325
1739209841.9633124;-38.13080360867914
1739209841.9633234;-38.13080360867914
1739209841.963334;-45.120503652039325
1739209841.9633448;-31.141103565318893
1739209841.9633555;-38.13080360867914
1739209841.9633665;-45.120503652039325
1739209841.9633772;-38.13080360867914
1739209841.963388;-45.120503652039325
1739209841.963399;-38.13080360867914
1739209841.9634097;-45.120503652039325
1739209841.9634204;-38.13080360867914
1739209841.9634311;-35.57807855764607
1739209841.963442;-35.57807855764607
1739209841.9634528;-32.816014438256545
1739209841.9634635;-38.13080360867914
1739209841.9634745;-35.57807855764607
1739209841.9634852;-38.13080360867914
1739209841.963496;-45.120503652039325
1739209841.9635067;-38.13080360867914
1739209841.9635177;-32.816014438256545
1739209841.9635284;-45.120503652039325
1739209841.9635391;-38.13080360867914
1739209841.96355;-33.981070128970906
1739209841.9635608;-35.57807855764607
1739209841.9635715;-38.13080360867914
1739209841.9635825;-45.120503652039325
1739209841.9635932;-45.120503652039325
1739209841.963604;-45.120503652039325
1739209841.9636147;-45.120503652039325
1739209841.9636257;-32.816014438256545
1739209841.9636364;-38.13080360867914
1739209841.9636471;-45.120503652039325
1739209841.963658;-35.57807855764607
1739209841.9636688;-33.981070128970906
1739209841.9636796;-45.120503652039325
1739209841.9636903;-38.13080360867914
1739209841.9637012;-38.13080360867914
1739209841.963712;-32.816014438256545
1739209841.9637227;-45.120503652039325
1739209841.9637337;-45.120503652039325
1739209841.9637444;-45.120503652039325
1739209841.9637551;-45.120503652039325
1739209841.9637659;-45.120503652039325
1739209841.9637768;-45.120503652039325
1739209841.9637876;-38.13080360867914
1739209841.9637983;-45.120503652039325
1739209841.9638093;-45.120503652039325
1739209841.96382;-45.120503652039325
1739209841.9638307;-45.120503652039325
1739209841.9638414;-45.120503652039325
1739209841.9638524;-35.57807855764607
1739209841.9638631;-38.13080360867914
1739209841.9638739;-38.13080360867914
1739209841.9638848;-26.035653463252796
1739209841.9638956;-35.57807855764607
1739209841.9639063;-45.120503652039325
1739209841.9639173;-38.13080360867914
1739209841.963928;-35.57807855764607
1739209841.9639387;-38.13080360867914
1739209841.9639494;-38.13080360867914
1739209841.9639604;-33.981070128970906
1739209841.9639711;-45.120503652039325
1739209841.9639819;-45.120503652039325
1739209841.9639928;-38.13080360867914
1739209841.9640036;-45.120503652039325
1739209841.9640143;-45.120503652039325
1739209841.964025;-45.120503652039325
1739209841.964036;-35.57807855764607
1739209841.9640467;-38.13080360867914
1739209841.9640574;-45.120503652039325
1739209841.9640684;-45.120503652039325
1739209841.9640791;-35.57807855764607
1739209841.9640899;-45.120503652039325
1739209841.9641006;-45.120503652039325
1739209841.9641116;-38.13080360867914
1739209841.9641223;-35.57807855764607
1739209841.964133;-45.120503652039325
1739209841.964144;-29.438486411369333
1739209841.9641547;-32.816014438256545
1739209841.9641654;-38.13080360867914
1739209841.9641762;-38.13080360867914
1739209841.9641871;-38.13080360867914
1739209841.9641979;-38.13080360867914
1739209841.9642086;-45.120503652039325
1739209841.9642196;-33.981070128970906
1739209841.9642303;-38.13080360867914
1739209841.964241;-45.120503652039325
1739209841.9642518;-38.13080360867914
1739209841.9642627;-45.120503652039325
1739209841.9642735;-45.120503652039325
1739209841.9642842;-38.13080360867914
1739209841.9642951;-38.13080360867914
1739209841.9643059;-38.13080360867914
1739209841.9643166;-29.438486411369333
1739209841.9643276;-31.141103565318915
1739209841.9643383;-45.120503652039325
1739209841.964349;-38.13080360867914
1739209841.9643598;-45.120503652039325
1739209841.9643707;-45.120503652039325
1739209841.9643815;-45.120503652039325
1739209841.9643922;-38.13080360867914
1739209841.9644032;-38.13080360867914
1739209841.964414;-38.13080360867914
1739209841.9644246;-45.120503652039325
1739209841.9644353;-45.120503652039325
1739209841.9644463;-38.13080360867914
1739209841.964457;-35.57807855764607
1739209841.9644678;-38.13080360867914
1739209841.9644787;-45.120503652039325
1739209841.9644895;-45.120503652039325
1739209841.9645002;-45.120503652039325
1739209841.964511;-45.120503652039325
1739209841.964522;-45.120503652039325
1739209841.9645326;-45.120503652039325
1739209841.9645433;-38.13080360867914
1739209841.9645543;-45.120503652039325
1739209841.964565;-38.13080360867914
1739209841.9645758;-32.816014438256545
1739209841.9645865;-38.13080360867914
1739209841.9645975;-45.120503652039325
1739209841.9646082;-38.13080360867914
1739209841.964619;-45.120503652039325
1739209841.96463;-38.13080360867914
1739209841.9646406;-45.120503652039325
1739209841.9646513;-33.981070128970906
1739209841.9646623;-33.981070128970906
1739209841.964673;-45.120503652039325
1739209841.9646838;-45.120503652039325
1739209841.9646945;-38.13080360867914
