CAN Message; 0x1a7:0000c9c51899e06f
1739209844.4504158;-38.13080360867914
1739209844.4504344;-45.120503652039325
1739209844.4504528;-35.57807855764607
1739209844.4504714;-38.13080360867914
1739209844.45049;-45.120503652039325
1739209844.4505086;-45.120503652039325
1739209844.450527;-38.13080360867914
1739209844.4505455;-38.13080360867914
1739209844.4505641;-45.120503652039325
1739209844.4505827;-38.13080360867914
1739209844.450601;-45.120503652039325
1739209844.4506197;-45.120503652039325
1739209844.4506383;-38.13080360867914
1739209844.4506567;-35.57807855764607
1739209844.4506752;-45.120503652039325
1739209844.4506938;-45.120503652039325
1739209844.4507124;-45.120503652039325
1739209844.4507308;-38.13080360867914
1739209844.4507494;-38.13080360867914
1739209844.450768;-45.120503652039325
1739209844.4507866;-38.13080360867914
1739209844.450805;-35.57807855764607
1739209844.4508235;-38.13080360867914
1739209844.4508421;-45.120503652039325
1739209844.4508607;-35.57807855764607
1739209844.450879;-32.816014438256545
1739209844.4508977;-45.120503652039325
1739209844.4509163;-45.120503652039325
1739209844.450935;-45.120503652039325
1739209844.4509532;-32.816014438256545
1739209844.4509718;-38.13080360867914
1739209844.4509904;-45.120503652039325
1739209844.451009;-45.120503652039325
1739209844.4510274;-45.120503652039325
1739209844.451046;-45.120503652039325
1739209844.4510646;-45.120503652039325
1739209844.4510832;-45.120503652039325
1739209844.4511015;-45.120503652039325
1739209844.4511201;-32.816014438256545
1739209844.4511387;-38.13080360867914
1739209844.4511573;-45.120503652039325
1739209844.4511757;-35.57807855764607
1739209844.4511943;-38.13080360867914
1739209844.451213;-45.120503652039325
1739209844.4512315;-31.141103565318915
1739209844.4512498;-32.816014438256545
1739209844.4512684;-38.13080360867914
1739209844.451287;-45.120503652039325
1739209844.4513056;-35.57807855764607
1739209844.451324;-28.21854285175415
1739209844.4513426;-38.13080360867914
1739209844.4513612;-45.120503652039325
1739209844.4513798;-45.120503652039325
1739209844.4513981;-33.981070128970906
1739209844.4514167;-45.120503652039325
1739209844.4514353;-45.120503652039325
1739209844.451454;-45.120503652039325
1739209844.4514723;-38.13080360867914
1739209844.4514909;-45.120503652039325
1739209844.4515095;-45.120503652039325
1739209844.451528;-45.120503652039325
1739209844.4515464;-45.120503652039325
1739209844.451565;-38.13080360867914
1739209844.4515836;-45.120503652039325
1739209844.4516022;-45.120503652039325
1739209844.4516206;-31.141103565318893
1739209844.4516392;-45.120503652039325
1739209844.4516578;-45.120503652039325
1739209844.4516764;-35.57807855764607
1739209844.4516947;-32.816014438256545
1739209844.4517133;-38.13080360867914
1739209844.451732;-38.13080360867914
1739209844.4517505;-45.120503652039325
1739209844.4517689;-38.13080360867914
1739209844.4517875;-35.57807855764607
1739209844.451806;-35.57807855764607
1739209844.4518247;-38.13080360867914
1739209844.451843;-45.120503652039325
1739209844.4518616;-38.13080360867914
1739209844.4518802;-35.57807855764607
1739209844.4518988;-38.13080360867914
1739209844.4519172;-33.981070128970956
1739209844.4519358;-38.13080360867914
1739209844.4519544;-45.120503652039325
1739209844.451973;-45.120503652039325
1739209844.4519913;-45.120503652039325
1739209844.45201;-38.13080360867914
1739209844.4520285;-35.57807855764607
1739209844.452047;-38.13080360867914
1739209844.4520655;-26.487275050834715
1739209844.452084;-38.13080360867914
1739209844.4521027;-45.120503652039325
1739209844.4521213;-38.13080360867914
1739209844.4521396;-38.13080360867914
1739209844.4521582;-33.981070128970906
1739209844.4521768;-38.13080360867914
1739209844.4521954;-38.13080360867914
1739209844.4522138;-45.120503652039325
1739209844.4522324;-45.120503652039325
1739209844.452251;-45.120503652039325
1739209844.4522693;-45.120503652039325
1739209844.452288;-38.13080360867914
1739209844.4523065;-33.981070128970906
1739209844.452325;-45.120503652039325
1739209844.4523435;-38.13080360867914
1739209844.452362;-26.991370085610722
1739209844.4523807;-31.141103565318915
1739209844.4523993;-45.120503652039325
1739209844.4524176;-45.120503652039325
1739209844.4524362;-35.57807855764607
1739209844.4524548;-45.120503652039325
1739209844.4524734;-45.120503652039325
1739209844.4524918;-38.13080360867914
1739209844.4525104;-45.120503652039325
1739209844.452529;-45.120503652039325
1739209844.4525476;-45.120503652039325
1739209844.452566;-38.13080360867914
1739209844.4525845;-45.120503652039325
1739209844.452603;-45.120503652039325
1739209844.4526217;-45.120503652039325
1739209844.45264;-45.120503652039325
1739209844.4526587;-45.120503652039325
1739209844.4526772;-45.120503652039325
1739209844.4526958;-45.120503652039325
1739209844.4527142;-45.120503652039325
1739209844.4527328;-45.120503652039325
1739209844.4527514;-45.120503652039325
1739209844.45277;-45.120503652039325
1739209844.4527884;-45.120503652039325
1739209844.452807;-33.981070128970906
1739209844.4528255;-35.57807855764607
1739209844.4528441;-38.13080360867914
1739209844.4528625;-38.13080360867914
1739209844.452881;-35.57807855764607
1739209844.4528997;-38.13080360867914
1739209844.4529183;-38.13080360867914
1739209844.4529366;-45.120503652039325
1739209844.4529552;-45.120503652039325
1739209844.4529738;-45.120503652039325
1739209844.4529924;-45.120503652039325
1739209844.4530108;-45.120503652039325
1739209844.4530294;-45.120503652039325
1739209844.453048;-38.13080360867914
1739209844.4530666;-32.816014438256545
1739209844.453085;-45.120503652039325
1739209844.4531035;-45.120503652039325
1739209844.4531221;-38.13080360867914
1739209844.4531407;-45.120503652039325
1739209844.453159;-45.120503652039325
1739209844.4531777;-45.120503652039325
1739209844.4531963;-38.13080360867914
1739209844.453215;-45.120503652039325
1739209844.4532332;-45.120503652039325
1739209844.4532518;-38.13080360867914
1739209844.4532704;-38.13080360867914
1739209844.453289;-38.13080360867914
1739209844.4533074;-38.13080360867914
1739209844.453326;-45.120503652039325
1739209844.4533446;-35.57807855764607
1739209844.4533632;-35.57807855764607
1739209844.4533815;-45.120503652039325
1739209844.4534001;-38.13080360867914
1739209844.4534187;-38.13080360867914
1739209844.4534373;-45.120503652039325
1739209844.4534557;-38.13080360867914
1739209844.4534743;-35.57807855764607
1739209844.4534929;-45.120503652039325
1739209844.4535115;-38.13080360867914
1739209844.4535298;-38.13080360867914
1739209844.4535484;-38.13080360867914
1739209844.453567;-35.57807855764607
1739209844.4535856;-38.13080360867914
1739209844.453604;-38.13080360867914
1739209844.4536226;-35.57807855764607
1739209844.4536412;-38.13080360867914
1739209844.4536598;-45.120503652039325
1739209844.4536781;-45.120503652039325
1739209844.4536967;-32.816014438256545
1739209844.4537153;-38.13080360867914
1739209844.453734;-45.120503652039325
1739209844.4537523;-45.120503652039325
1739209844.4537709;-35.57807855764607
1739209844.4537895;-33.981070128970906
1739209844.4538078;-45.120503652039325
1739209844.4538264;-38.13080360867914
1739209844.453845;-35.57807855764607
1739209844.4538636;-38.13080360867914
1739209844.453882;-38.13080360867914
1739209844.4539006;-33.981070128970906
1739209844.4539192;-35.57807855764607
1739209844.4539378;-38.13080360867914
1739209844.4539561;-45.120503652039325
1739209844.4539747;-45.120503652039325
1739209844.4539933;-45.120503652039325
1739209844.454012;-31.141103565318915
1739209844.4540303;-31.141103565318915
1739209844.4540489;-45.120503652039325
1739209844.4540675;-38.13080360867914
1739209844.454086;-38.13080360867914
1739209844.4541044;-35.57807855764607
1739209844.454123;-45.120503652039325
1739209844.4541416;-38.13080360867914
1739209844.4541602;-45.120503652039325
1739209844.4541786;-45.120503652039325
1739209844.4541972;-38.13080360867914
1739209844.4542158;-45.120503652039325
1739209844.4542344;-45.120503652039325
1739209844.4542527;-38.13080360867914
1739209844.4542713;-45.120503652039325
1739209844.45429;-45.120503652039325
1739209844.4543085;-38.13080360867914
1739209844.4543269;-38.13080360867914
1739209844.4543455;-45.120503652039325
1739209844.454364;-45.120503652039325
1739209844.4543827;-33.981070128970906
1739209844.454401;-35.57807855764607
1739209844.4544196;-38.13080360867914
1739209844.4544382;-45.120503652039325
1739209844.4544568;-35.57807855764607
1739209844.4544752;-32.816014438256545
1739209844.4544938;-45.120503652039325
1739209844.4545124;-38.13080360867914
1739209844.454531;-35.57807855764607
1739209844.4545493;-38.13080360867914
1739209844.454568;-45.120503652039325
1739209844.4545865;-45.120503652039325
1739209844.454605;-45.120503652039325
1739209844.4546235;-45.120503652039325
1739209844.454642;-45.120503652039325
1739209844.4546607;-38.13080360867914
1739209844.4546793;-38.13080360867914
1739209844.4546976;-45.120503652039325
1739209844.4547162;-38.13080360867914
1739209844.4547348;-45.120503652039325
1739209844.4547534;-32.816014438256545
1739209844.4547718;-29.438486411369333
1739209844.4547904;-38.13080360867914
1739209844.454809;-32.816014438256545
1739209844.4548275;-31.141103565318915
1739209844.454846;-33.981070128970906
1739209844.4548645;-45.120503652039325
1739209844.454883;-33.981070128970906
1739209844.4549017;-45.120503652039325
1739209844.45492;-32.81601443825658
1739209844.4549387;-33.981070128970906
1739209844.4549572;-38.13080360867914
1739209844.4549758;-45.120503652039325
1739209844.4549942;-45.120503652039325
1739209844.4550128;-33.981070128970906
1739209844.4550314;-35.57807855764607
1739209844.45505;-33.981070128970906
1739209844.4550683;-38.13080360867914
1739209844.455087;-38.13080360867914
1739209844.4551055;-32.816014438256545
1739209844.4551241;-38.13080360867914
1739209844.4551425;-45.120503652039325
1739209844.455161;-45.120503652039325
1739209844.4551797;-45.120503652039325
1739209844.4551983;-38.13080360867914
1739209844.4552166;-35.57807855764607
1739209844.4552352;-38.13080360867914
1739209844.4552538;-45.120503652039325
1739209844.4552724;-35.57807855764607
1739209844.4552908;-38.13080360867914
1739209844.4553094;-45.120503652039325
1739209844.455328;-45.120503652039325
1739209844.4553466;-45.120503652039325
1739209844.455365;-45.120503652039325
1739209844.4553835;-45.120503652039325
1739209844.4554021;-45.120503652039325
1739209844.4554205;-38.13080360867914
1739209844.455439;-45.120503652039325
1739209844.4554577;-33.981070128970906
1739209844.4554763;-45.120503652039325
1739209844.4554946;-45.120503652039325
1739209844.4555132;-32.816014438256545
1739209844.4555318;-33.981070128970906
1739209844.4555504;-45.120503652039325
1739209844.4555688;-38.13080360867914
1739209844.4555874;-32.816014438256545
1739209844.455606;-45.120503652039325
1739209844.4556246;-45.120503652039325
1739209844.455643;-38.13080360867914
1739209844.4556615;-45.120503652039325
1739209844.4556801;-38.13080360867914
1739209844.4556987;-45.120503652039325
1739209844.455717;-38.13080360867914
1739209844.4557357;-38.13080360867914
1739209844.4557543;-33.981070128970906
1739209844.4557729;-38.13080360867914
1739209844.4557912;-38.13080360867914
1739209844.4558098;-35.57807855764607
1739209844.4558284;-38.13080360867914
1739209844.455847;-45.120503652039325
1739209844.4558654;-38.13080360867914
1739209844.455884;-45.120503652039325
1739209844.4559026;-45.120503652039325
1739209844.4559212;-45.120503652039325
1739209844.4559395;-38.13080360867914
1739209844.4559581;-45.120503652039325
1739209844.4559767;-33.981070128970906
1739209844.4559953;-38.13080360867914
1739209844.4560137;-38.13080360867914
1739209844.4560323;-38.13080360867914
1739209844.4560509;-45.120503652039325
1739209844.4560695;-45.120503652039325
1739209844.4560878;-45.120503652039325
1739209844.4561064;-45.120503652039325
1739209844.456125;-33.981070128970906
1739209844.4561436;-35.57807855764607
1739209844.456162;-38.13080360867914
1739209844.4561806;-45.120503652039325
1739209844.4561992;-38.13080360867914
1739209844.4562178;-45.120503652039325
1739209844.4562361;-45.120503652039325
1739209844.4562547;-45.120503652039325
1739209844.4562733;-38.13080360867914
1739209844.456292;-32.816014438256545
1739209844.4563103;-38.13080360867914
1739209844.4563289;-45.120503652039325
1739209844.4563475;-33.981070128970906
1739209844.456366;-35.57807855764607
1739209844.4563844;-38.13080360867914
1739209844.456403;-45.120503652039325
1739209844.4564216;-38.13080360867914
1739209844.4564402;-38.13080360867914
1739209844.4564586;-38.13080360867914
1739209844.4564772;-45.120503652039325
1739209844.4564958;-38.13080360867914
1739209844.4565144;-35.57807855764607
1739209844.4565327;-38.13080360867914
1739209844.4565513;-45.120503652039325
1739209844.45657;-38.13080360867914
1739209844.4565885;-35.57807855764607
1739209844.4566069;-38.13080360867914
1739209844.4566255;-45.120503652039325
1739209844.456644;-38.13080360867914
1739209844.4566627;-38.13080360867914
1739209844.456681;-45.120503652039325
1739209844.4566996;-45.120503652039325
1739209844.4567182;-28.992665084841942
1739209844.4567368;-38.13080360867914
1739209844.4567552;-45.120503652039325
1739209844.4567738;-45.120503652039325
1739209844.4567924;-31.141103565318915
1739209844.456811;-33.981070128970906
1739209844.4568293;-38.13080360867914
1739209844.456848;-38.13080360867914
1739209844.4568665;-31.14110356531892
1739209844.456885;-38.13080360867914
1739209844.4569035;-35.57807855764607
1739209844.456922;-35.57807855764607
1739209844.4569407;-38.13080360867914
1739209844.4569592;-35.57807855764607
1739209844.4569776;-35.57807855764607
1739209844.4569962;-35.57807855764607
1739209844.4570148;-33.981070128970906
1739209844.4570332;-38.13080360867914
1739209844.4570518;-45.120503652039325
1739209844.4570704;-38.13080360867914
1739209844.457089;-38.13080360867914
1739209844.4571073;-45.120503652039325
1739209844.457126;-45.120503652039325
1739209844.4571445;-45.120503652039325
1739209844.457163;-45.120503652039325
1739209844.4571815;-45.120503652039325
1739209844.4572;-33.981070128970906
1739209844.4572186;-33.981070128970906
1739209844.4572372;-45.120503652039325
1739209844.4572556;-45.120503652039325
1739209844.4572742;-45.120503652039325
1739209844.4572928;-45.120503652039325
1739209844.4573114;-38.13080360867914
1739209844.4573298;-45.120503652039325
1739209844.4573483;-45.120503652039325
1739209844.457367;-45.120503652039325
1739209844.4573855;-45.120503652039325
1739209844.457404;-38.13080360867914
1739209844.4574225;-32.816014438256545
1739209844.457441;-38.13080360867914
1739209844.4574597;-28.992665084841942
1739209844.457478;-30.49652367304973
1739209844.4574966;-38.13080360867914
1739209844.4575152;-45.120503652039325
1739209844.4575338;-38.13080360867914
1739209844.4575522;-35.57807855764607
1739209844.4575708;-45.120503652039325
1739209844.4575894;-38.13080360867914
1739209844.457608;-38.13080360867914
1739209844.4576263;-45.120503652039325
1739209844.457645;-38.13080360867914
1739209844.4576635;-45.120503652039325
1739209844.4576821;-45.120503652039325
1739209844.4577005;-45.120503652039325
1739209844.457719;-45.120503652039325
1739209844.4577377;-45.120503652039325
1739209844.4577563;-31.141103565318915
1739209844.4577746;-28.58837851428586
1739209844.4577932;-45.120503652039325
1739209844.4578118;-45.120503652039325
1739209844.4578304;-33.981070128970906
1739209844.4578488;-45.120503652039325
1739209844.4578674;-38.13080360867914
1739209844.457886;-38.13080360867914
1739209844.4579046;-45.120503652039325
1739209844.457923;-33.981070128970956
1739209844.4579415;-38.13080360867914
1739209844.4579601;-45.120503652039325
1739209844.4579787;-45.120503652039325
1739209844.457997;-38.13080360867914
1739209844.4580157;-45.120503652039325
1739209844.4580343;-38.13080360867914
1739209844.4580529;-33.981070128970906
1739209844.4580712;-33.981070128970906
1739209844.4580898;-45.120503652039325
1739209844.4581084;-38.13080360867914
1739209844.458127;-38.13080360867914
1739209844.4581454;-45.120503652039325
1739209844.458164;-38.13080360867914
1739209844.4581826;-32.816014438256545
1739209844.4582012;-38.13080360867914
1739209844.4582195;-45.120503652039325
1739209844.4582381;-33.981070128970906
1739209844.4582567;-38.13080360867914
1739209844.4582753;-38.13080360867914
1739209844.4582937;-38.13080360867914
1739209844.4583123;-38.13080360867914
1739209844.4583309;-38.13080360867914
1739209844.4583495;-45.120503652039325
1739209844.4583678;-45.120503652039325
1739209844.4583864;-38.13080360867914
1739209844.458405;-45.120503652039325
1739209844.4584236;-45.120503652039325
1739209844.458442;-38.13080360867914
1739209844.4584606;-45.120503652039325
1739209844.4584792;-45.120503652039325
1739209844.4584978;-33.981070128970906
1739209844.4585161;-33.981070128970906
1739209844.4585347;-45.120503652039325
1739209844.4585533;-45.120503652039325
1739209844.4585717;-38.13080360867914
1739209844.4585903;-33.981070128970906
1739209844.4586089;-45.120503652039325
1739209844.4586275;-38.13080360867914
1739209844.4586458;-45.120503652039325
1739209844.4586644;-38.13080360867914
1739209844.458683;-33.981070128970906
1739209844.4587016;-45.120503652039325
1739209844.45872;-38.13080360867914
1739209844.4587386;-32.816014438256545
1739209844.4587572;-45.120503652039325
1739209844.4587758;-45.120503652039325
1739209844.458794;-38.13080360867914
1739209844.4588127;-35.57807855764607
1739209844.4588313;-38.13080360867914
1739209844.45885;-45.120503652039325
1739209844.4588683;-38.13080360867914
1739209844.4588869;-45.120503652039325
1739209844.4589055;-45.120503652039325
1739209844.458924;-45.120503652039325
1739209844.4589424;-45.120503652039325
1739209844.458961;-38.13080360867914
1739209844.4589796;-45.120503652039325
1739209844.4589982;-45.120503652039325
1739209844.4590166;-38.13080360867914
1739209844.4590352;-31.141103565318893
1739209844.4590538;-38.13080360867914
1739209844.4590724;-45.120503652039325
1739209844.4590907;-45.120503652039325
1739209844.4591093;-38.13080360867914
1739209844.459128;-33.981070128970906
1739209844.4591465;-35.57807855764607
1739209844.4591649;-38.13080360867914
1739209844.4591835;-45.120503652039325
1739209844.459202;-45.120503652039325
1739209844.4592206;-45.120503652039325
1739209844.459239;-45.120503652039325
1739209844.4592576;-38.13080360867914
1739209844.4592762;-38.13080360867914
1739209844.4592948;-45.120503652039325
1739209844.4593132;-45.120503652039325
1739209844.4593318;-35.57807855764607
1739209844.4593503;-38.13080360867914
1739209844.459369;-38.13080360867914
1739209844.4593873;-38.13080360867914
1739209844.459406;-38.13080360867914
1739209844.4594245;-33.981070128970906
1739209844.459443;-38.13080360867914
1739209844.4594615;-45.120503652039325
1739209844.45948;-45.120503652039325
1739209844.4594986;-45.120503652039325
1739209844.4595172;-45.120503652039325
1739209844.4595356;-38.13080360867914
1739209844.4595542;-45.120503652039325
1739209844.4595728;-33.981070128970906
1739209844.4595914;-38.13080360867914
1739209844.4596097;-45.120503652039325
1739209844.4596283;-45.120503652039325
1739209844.459647;-38.13080360867914
1739209844.4596655;-35.57807855764607
1739209844.459684;-45.120503652039325
1739209844.4597025;-38.13080360867914
1739209844.459721;-33.981070128970906
1739209844.4597397;-38.13080360867914
1739209844.459758;-35.57807855764607
1739209844.4597766;-35.57807855764607
1739209844.4597952;-38.13080360867914
1739209844.4598138;-38.13080360867914
1739209844.4598322;-45.120503652039325
1739209844.4598508;-45.120503652039325
1739209844.4598694;-30.49652367304973
1739209844.459888;-45.120503652039325
1739209844.4599063;-45.120503652039325
1739209844.459925;-45.120503652039325
1739209844.4599435;-38.13080360867914
1739209844.4599621;-38.13080360867914
1739209844.4599805;-38.13080360867914
1739209844.459999;-45.120503652039325
1739209844.4600177;-28.58837851428586
1739209844.4600363;-38.13080360867914
1739209844.4600546;-45.120503652039325
1739209844.4600732;-38.13080360867914
1739209844.4600918;-38.13080360867914
1739209844.4601104;-45.120503652039325
1739209844.4601288;-45.120503652039325
1739209844.4601474;-33.981070128970906
1739209844.460166;-33.981070128970906
1739209844.4601843;-45.120503652039325
1739209844.460203;-33.981070128970906
1739209844.4602215;-38.13080360867914
1739209844.4602401;-33.981070128970906
1739209844.4602585;-45.120503652039325
1739209844.460277;-45.120503652039325
1739209844.4602957;-38.13080360867914
1739209844.4603143;-38.13080360867914
1739209844.4603326;-38.13080360867914
1739209844.4603512;-35.57807855764607
1739209844.4603698;-35.57807855764607
1739209844.4603884;-38.13080360867914
1739209844.4604068;-45.120503652039325
1739209844.4604254;-33.981070128970906
1739209844.460444;-38.13080360867914
1739209844.4604626;-38.13080360867914
1739209844.460481;-45.120503652039325
1739209844.4604995;-38.13080360867914
1739209844.4605181;-35.57807855764607
1739209844.4605367;-35.57807855764607
1739209844.460555;-45.120503652039325
1739209844.4605737;-38.13080360867914
1739209844.4605923;-35.57807855764607
1739209844.4606109;-30.49652367304976
1739209844.4606292;-45.120503652039325
1739209844.4606478;-33.981070128970906
1739209844.4606664;-35.57807855764607
1739209844.460685;-33.981070128970906
1739209844.4607034;-45.120503652039325
1739209844.460722;-33.981070128970906
1739209844.4607406;-35.57807855764607
1739209844.4607592;-33.981070128970906
1739209844.4607775;-38.13080360867914
1739209844.460796;-38.13080360867914
1739209844.4608147;-38.13080360867914
1739209844.4608333;-45.120503652039325
1739209844.4608517;-45.120503652039325
1739209844.4608703;-38.13080360867914
1739209844.4608889;-38.13080360867914
1739209844.4609075;-38.13080360867914
1739209844.4609258;-38.13080360867914
1739209844.4609444;-38.13080360867914
1739209844.460963;-45.120503652039325
1739209844.4609816;-33.981070128970906
1739209844.461;-35.57807855764607
1739209844.4610186;-38.13080360867914
1739209844.4610372;-45.120503652039325
1739209844.4610558;-45.120503652039325
1739209844.461074;-38.13080360867914
1739209844.4610927;-45.120503652039325
1739209844.4611113;-45.120503652039325
1739209844.46113;-45.120503652039325
1739209844.4611483;-33.981070128970906
1739209844.4611669;-38.13080360867914
1739209844.4611855;-45.120503652039325
1739209844.461204;-33.981070128970906
1739209844.4612224;-35.57807855764607
1739209844.461241;-45.120503652039325
1739209844.4612596;-45.120503652039325
1739209844.4612782;-38.13080360867914
1739209844.4612966;-45.120503652039325
1739209844.4613152;-45.120503652039325
1739209844.4613338;-45.120503652039325
1739209844.4613523;-45.120503652039325
1739209844.4613707;-45.120503652039325
1739209844.4613893;-38.13080360867914
1739209844.461408;-38.13080360867914
1739209844.4614265;-35.57807855764607
1739209844.4614449;-32.816014438256545
1739209844.4614635;-45.120503652039325
1739209844.461482;-45.120503652039325
1739209844.4615006;-45.120503652039325
1739209844.461519;-35.57807855764607
1739209844.4615376;-38.13080360867914
1739209844.4615562;-45.120503652039325
1739209844.4615748;-45.120503652039325
1739209844.4615932;-45.120503652039325
1739209844.4616117;-38.13080360867914
1739209844.4616303;-33.981070128970906
1739209844.461649;-38.13080360867914
1739209844.4616673;-45.120503652039325
1739209844.461686;-38.13080360867914
1739209844.4617045;-35.57807855764607
1739209844.4617229;-33.981070128970906
1739209844.4617414;-45.120503652039325
1739209844.46176;-45.120503652039325
1739209844.4617786;-35.57807855764607
1739209844.461797;-45.120503652039325
1739209844.4618156;-32.816014438256545
1739209844.4618342;-35.57807855764607
1739209844.4618528;-45.120503652039325
1739209844.4618711;-38.13080360867914
1739209844.4618897;-38.13080360867914
1739209844.4619083;-38.13080360867914
1739209844.461927;-38.13080360867914
1739209844.4619453;-38.13080360867914
1739209844.461964;-45.120503652039325
1739209844.4619825;-45.120503652039325
1739209844.462001;-45.120503652039325
