CAN Message; 0x1b8:00009f2c4d9f7313
1739209683.2107818;-33.981070128970906
1739209683.2107868;-38.13080360867914
1739209683.2107918;-31.141103565318915
1739209683.2107968;-45.120503652039325
1739209683.210802;-45.120503652039325
1739209683.210807;-35.57807855764607
1739209683.210812;-45.120503652039325
1739209683.210817;-38.13080360867914
1739209683.210822;-45.120503652039325
1739209683.2108274;-38.13080360867914
1739209683.2108324;-45.120503652039325
1739209683.2108374;-45.120503652039325
1739209683.2108424;-45.120503652039325
1739209683.2108474;-38.13080360867914
1739209683.2108526;-38.13080360867914
1739209683.2108576;-45.120503652039325
1739209683.2108626;-38.13080360867914
1739209683.2108676;-38.13080360867914
1739209683.2108727;-33.981070128970906
1739209683.210878;-45.120503652039325
1739209683.210883;-45.120503652039325
1739209683.210888;-38.13080360867914
1739209683.210893;-38.13080360867914
1739209683.210898;-38.13080360867914
1739209683.2109032;-38.13080360867914
1739209683.2109082;-38.13080360867914
1739209683.2109132;-28.58837851428586
1739209683.2109182;-35.57807855764607
1739209683.2109232;-38.13080360867914
1739209683.2109284;-45.120503652039325
1739209683.2109334;-38.13080360867914
1739209683.2109385;-33.981070128970906
1739209683.2109435;-45.120503652039325
1739209683.2109485;-45.120503652039325
1739209683.2109537;-28.58837851428586
1739209683.2109587;-45.120503652039325
1739209683.2109637;-45.120503652039325
1739209683.2109687;-45.120503652039325
1739209683.2109737;-45.120503652039325
1739209683.210979;-45.120503652039325
1739209683.210984;-45.120503652039325
1739209683.210989;-45.120503652039325
1739209683.210994;-45.120503652039325
1739209683.210999;-45.120503652039325
1739209683.2110043;-45.120503652039325
1739209683.2110093;-45.120503652039325
1739209683.2110143;-45.120503652039325
1739209683.2110193;-45.120503652039325
1739209683.2110243;-45.120503652039325
1739209683.2110295;-33.981070128970906
1739209683.2110345;-31.141103565318915
1739209683.2110395;-45.120503652039325
1739209683.2110445;-38.13080360867914
1739209683.2110496;-45.120503652039325
1739209683.2110548;-38.13080360867914
1739209683.2110598;-35.57807855764607
1739209683.2110648;-38.13080360867914
1739209683.2110698;-38.13080360867914
1739209683.2110748;-33.981070128970906
1739209683.21108;-45.120503652039325
1739209683.211085;-45.120503652039325
1739209683.21109;-38.13080360867914
1739209683.211095;-38.13080360867914
1739209683.2111;-45.120503652039325
1739209683.2111053;-45.120503652039325
1739209683.2111104;-38.13080360867914
1739209683.2111154;-38.13080360867914
1739209683.2111204;-45.120503652039325
1739209683.2111254;-38.13080360867914
1739209683.2111306;-35.57807855764607
1739209683.2111356;-38.13080360867914
1739209683.2111406;-38.13080360867914
1739209683.2111456;-38.13080360867914
1739209683.2111506;-38.13080360867914
1739209683.211156;-45.120503652039325
1739209683.211161;-45.120503652039325
1739209683.211166;-38.13080360867914
1739209683.211171;-35.57807855764607
1739209683.211176;-38.13080360867914
1739209683.2111812;-45.120503652039325
1739209683.2111862;-38.13080360867914
1739209683.2111912;-32.816014438256545
1739209683.2111962;-38.13080360867914
1739209683.2112012;-45.120503652039325
1739209683.2112064;-33.981070128970906
1739209683.2112114;-35.57807855764607
1739209683.2112164;-35.57807855764607
1739209683.2112215;-45.120503652039325
1739209683.2112265;-38.13080360867914
1739209683.2112317;-35.57807855764607
1739209683.2112367;-38.13080360867914
1739209683.2112417;-45.120503652039325
1739209683.2112467;-45.120503652039325
1739209683.2112517;-32.816014438256545
1739209683.211257;-38.13080360867914
1739209683.211262;-38.13080360867914
1739209683.211267;-38.13080360867914
1739209683.211272;-35.57807855764607
1739209683.211277;-45.120503652039325
1739209683.2112823;-33.981070128970956
1739209683.2112873;-38.13080360867914
1739209683.2112923;-38.13080360867914
1739209683.2112973;-45.120503652039325
1739209683.2113023;-45.120503652039325
1739209683.2113075;-45.120503652039325
1739209683.2113125;-45.120503652039325
1739209683.2113175;-45.120503652039325
1739209683.2113225;-32.816014438256545
1739209683.2113276;-38.13080360867914
1739209683.2113326;-38.13080360867914
1739209683.2113378;-45.120503652039325
1739209683.2113428;-38.13080360867914
1739209683.2113478;-38.13080360867914
1739209683.2113528;-38.13080360867914
1739209683.2113578;-45.120503652039325
1739209683.211363;-45.120503652039325
1739209683.211368;-38.13080360867914
1739209683.211373;-35.57807855764607
1739209683.211378;-45.120503652039325
1739209683.211383;-45.120503652039325
1739209683.2113883;-45.120503652039325
1739209683.2113934;-35.57807855764607
1739209683.2113984;-45.120503652039325
1739209683.2114034;-38.13080360867914
1739209683.2114084;-45.120503652039325
1739209683.2114136;-38.13080360867914
1739209683.2114186;-38.13080360867914
1739209683.2114236;-35.57807855764607
1739209683.2114286;-38.13080360867914
1739209683.2114336;-38.13080360867914
1739209683.211439;-38.13080360867914
1739209683.211444;-38.13080360867914
1739209683.211449;-38.13080360867914
1739209683.211454;-38.13080360867914
1739209683.211459;-38.13080360867914
1739209683.2114642;-45.120503652039325
1739209683.2114692;-38.13080360867914
1739209683.2114742;-38.13080360867914
1739209683.2114792;-45.120503652039325
1739209683.2114842;-38.13080360867914
1739209683.2114894;-38.13080360867914
1739209683.2114944;-35.57807855764607
1739209683.2114995;-45.120503652039325
1739209683.2115045;-38.13080360867914
1739209683.2115095;-45.120503652039325
1739209683.2115147;-45.120503652039325
1739209683.2115197;-38.13080360867914
1739209683.2115247;-26.991370085610722
1739209683.2115297;-31.141103565318915
1739209683.2115347;-45.120503652039325
1739209683.21154;-35.57807855764607
1739209683.211545;-32.816014438256545
1739209683.21155;-38.13080360867914
1739209683.211555;-45.120503652039325
1739209683.21156;-33.981070128970906
1739209683.2115653;-38.13080360867914
1739209683.2115703;-45.120503652039325
1739209683.2115753;-45.120503652039325
1739209683.2115803;-45.120503652039325
1739209683.2115853;-45.120503652039325
1739209683.2115905;-45.120503652039325
1739209683.2115955;-45.120503652039325
1739209683.2116005;-38.13080360867914
1739209683.2116055;-32.816014438256545
1739209683.2116106;-38.13080360867914
1739209683.2116158;-45.120503652039325
1739209683.2116208;-35.57807855764607
1739209683.2116258;-31.141103565318893
1739209683.2116308;-38.13080360867914
1739209683.2116358;-45.120503652039325
1739209683.211641;-38.13080360867914
1739209683.211646;-45.120503652039325
1739209683.211651;-45.120503652039325
1739209683.211656;-45.120503652039325
1739209683.211661;-38.13080360867914
1739209683.2116663;-32.816014438256545
1739209683.2116714;-38.13080360867914
1739209683.2116764;-45.120503652039325
1739209683.2116814;-38.13080360867914
1739209683.2116864;-38.13080360867914
1739209683.2116916;-45.120503652039325
1739209683.2116966;-45.120503652039325
1739209683.2117016;-38.13080360867914
1739209683.2117066;-45.120503652039325
1739209683.2117116;-45.120503652039325
1739209683.211717;-38.13080360867914
1739209683.211722;-38.13080360867914
1739209683.211727;-33.981070128970906
1739209683.211732;-28.992665084841942
1739209683.211737;-35.57807855764607
1739209683.2117422;-38.13080360867914
1739209683.2117472;-38.13080360867914
1739209683.2117522;-32.816014438256545
1739209683.2117572;-38.13080360867914
1739209683.2117622;-38.13080360867914
1739209683.2117674;-33.981070128970906
1739209683.2117724;-32.816014438256545
1739209683.2117774;-38.13080360867914
1739209683.2117825;-45.120503652039325
1739209683.2117875;-45.120503652039325
1739209683.2117927;-45.120503652039325
1739209683.2117977;-38.13080360867914
1739209683.2118027;-38.13080360867914
1739209683.2118077;-38.13080360867914
1739209683.2118127;-33.981070128970906
1739209683.211818;-45.120503652039325
1739209683.211823;-45.120503652039325
1739209683.211828;-38.13080360867914
1739209683.211833;-38.13080360867914
1739209683.211838;-45.120503652039325
1739209683.2118433;-45.120503652039325
1739209683.2118483;-45.120503652039325
1739209683.2118533;-38.13080360867914
1739209683.2118583;-45.120503652039325
1739209683.2118633;-38.13080360867914
1739209683.2118685;-35.57807855764607
1739209683.2118735;-38.13080360867914
1739209683.2118785;-45.120503652039325
1739209683.2118835;-45.120503652039325
1739209683.2118886;-45.120503652039325
1739209683.2118938;-38.13080360867914
1739209683.2118988;-45.120503652039325
1739209683.2119038;-45.120503652039325
1739209683.2119088;-45.120503652039325
1739209683.2119138;-38.13080360867914
1739209683.2119188;-38.13080360867914
1739209683.211924;-38.13080360867914
1739209683.211929;-45.120503652039325
1739209683.211934;-38.13080360867914
1739209683.211939;-35.57807855764607
1739209683.211944;-45.120503652039325
1739209683.2119493;-38.13080360867914
1739209683.2119544;-33.981070128970906
1739209683.2119594;-38.13080360867914
1739209683.2119644;-45.120503652039325
1739209683.2119694;-45.120503652039325
1739209683.2119746;-33.981070128970906
1739209683.2119796;-45.120503652039325
1739209683.2119846;-45.120503652039325
1739209683.2119896;-45.120503652039325
1739209683.2119946;-38.13080360867914
1739209683.212;-45.120503652039325
1739209683.212005;-45.120503652039325
1739209683.21201;-45.120503652039325
1739209683.212015;-38.13080360867914
1739209683.21202;-38.13080360867914
1739209683.2120252;-38.13080360867914
1739209683.2120302;-45.120503652039325
1739209683.2120352;-38.13080360867914
1739209683.2120402;-35.57807855764607
1739209683.2120452;-38.13080360867914
1739209683.2120504;-45.120503652039325
1739209683.2120554;-33.981070128970906
1739209683.2120605;-35.57807855764607
1739209683.2120655;-38.13080360867914
1739209683.2120705;-38.13080360867914
1739209683.2120757;-45.120503652039325
1739209683.2120807;-38.13080360867914
1739209683.2120857;-38.13080360867914
1739209683.2120907;-45.120503652039325
1739209683.2120957;-38.13080360867914
1739209683.212101;-45.120503652039325
1739209683.212106;-45.120503652039325
1739209683.212111;-45.120503652039325
1739209683.212116;-33.981070128970906
1739209683.212121;-38.13080360867914
1739209683.2121263;-38.13080360867914
1739209683.2121313;-45.120503652039325
1739209683.2121363;-45.120503652039325
1739209683.2121413;-31.141103565318893
1739209683.2121463;-38.13080360867914
1739209683.2121515;-45.120503652039325
1739209683.2121565;-45.120503652039325
1739209683.2121615;-35.57807855764607
1739209683.2121665;-35.57807855764607
1739209683.2121716;-33.981070128970906
1739209683.2121768;-38.13080360867914
1739209683.2121818;-45.120503652039325
1739209683.2121868;-45.120503652039325
1739209683.2121918;-45.120503652039325
1739209683.2121968;-45.120503652039325
1739209683.212202;-45.120503652039325
1739209683.212207;-38.13080360867914
1739209683.212212;-38.13080360867914
1739209683.212217;-38.13080360867914
1739209683.212222;-35.57807855764607
1739209683.2122273;-45.120503652039325
1739209683.2122324;-45.120503652039325
1739209683.2122374;-38.13080360867914
1739209683.2122424;-38.13080360867914
1739209683.2122474;-38.13080360867914
1739209683.2122526;-38.13080360867914
1739209683.2122576;-45.120503652039325
1739209683.2122626;-45.120503652039325
1739209683.2122676;-38.13080360867914
1739209683.2122726;-35.57807855764607
1739209683.212278;-38.13080360867914
1739209683.212283;-45.120503652039325
1739209683.212288;-33.981070128970906
1739209683.212293;-35.57807855764607
1739209683.212298;-38.13080360867914
1739209683.2123032;-45.120503652039325
1739209683.2123082;-38.13080360867914
1739209683.2123132;-38.13080360867914
1739209683.2123182;-38.13080360867914
1739209683.2123232;-35.57807855764607
1739209683.2123284;-38.13080360867914
1739209683.2123334;-38.13080360867914
1739209683.2123384;-38.13080360867914
1739209683.2123435;-30.49652367304973
1739209683.2123485;-35.57807855764607
1739209683.2123537;-35.57807855764607
1739209683.2123587;-38.13080360867914
1739209683.2123637;-45.120503652039325
1739209683.2123687;-45.120503652039325
1739209683.2123737;-45.120503652039325
1739209683.212379;-45.120503652039325
1739209683.212384;-33.981070128970956
1739209683.212389;-45.120503652039325
1739209683.212394;-45.120503652039325
1739209683.212399;-45.120503652039325
1739209683.2124043;-45.120503652039325
1739209683.2124093;-45.120503652039325
1739209683.2124143;-35.57807855764607
1739209683.2124193;-45.120503652039325
1739209683.2124243;-28.58837851428586
1739209683.2124295;-35.57807855764607
1739209683.2124345;-38.13080360867914
1739209683.2124395;-38.13080360867914
1739209683.2124445;-38.13080360867914
1739209683.2124496;-45.120503652039325
1739209683.2124548;-45.120503652039325
1739209683.2124598;-38.13080360867914
1739209683.2124648;-38.13080360867914
1739209683.2124698;-38.13080360867914
1739209683.2124748;-45.120503652039325
1739209683.21248;-38.13080360867914
1739209683.212485;-38.13080360867914
1739209683.21249;-45.120503652039325
1739209683.212495;-38.13080360867914
1739209683.2125;-45.120503652039325
1739209683.212505;-45.120503652039325
1739209683.2125103;-45.120503652039325
1739209683.2125154;-45.120503652039325
1739209683.2125204;-38.13080360867914
1739209683.2125254;-45.120503652039325
1739209683.2125304;-38.13080360867914
1739209683.2125356;-38.13080360867914
1739209683.2125406;-45.120503652039325
1739209683.2125456;-33.981070128970906
1739209683.2125506;-33.981070128970906
1739209683.2125556;-45.120503652039325
1739209683.212561;-28.992665084841942
1739209683.212566;-38.13080360867914
1739209683.212571;-35.57807855764607
1739209683.212576;-45.120503652039325
1739209683.212581;-38.13080360867914
1739209683.2125862;-38.13080360867914
1739209683.2125912;-45.120503652039325
1739209683.2125962;-45.120503652039325
1739209683.2126012;-38.13080360867914
1739209683.2126062;-38.13080360867914
1739209683.2126114;-45.120503652039325
1739209683.2126164;-45.120503652039325
1739209683.2126215;-38.13080360867914
1739209683.2126265;-28.58837851428586
1739209683.2126315;-28.992665084841942
1739209683.2126367;-45.120503652039325
1739209683.2126417;-45.120503652039325
1739209683.2126467;-38.13080360867914
1739209683.2126517;-38.13080360867914
1739209683.2126567;-45.120503652039325
1739209683.212662;-38.13080360867914
1739209683.212667;-45.120503652039325
1739209683.212672;-38.13080360867914
1739209683.212677;-45.120503652039325
1739209683.212682;-38.13080360867914
1739209683.2126873;-35.57807855764607
1739209683.2126923;-38.13080360867914
1739209683.2126973;-45.120503652039325
1739209683.2127023;-45.120503652039325
1739209683.2127073;-45.120503652039325
1739209683.2127125;-45.120503652039325
1739209683.2127175;-45.120503652039325
1739209683.2127225;-38.13080360867914
1739209683.2127275;-35.57807855764607
1739209683.2127326;-45.120503652039325
1739209683.2127378;-45.120503652039325
1739209683.2127428;-45.120503652039325
1739209683.2127478;-38.13080360867914
1739209683.2127528;-35.57807855764607
1739209683.2127578;-35.57807855764607
1739209683.212763;-45.120503652039325
1739209683.212768;-38.13080360867914
1739209683.212773;-35.57807855764607
1739209683.212778;-45.120503652039325
1739209683.212783;-38.13080360867914
1739209683.2127883;-38.13080360867914
1739209683.2127934;-45.120503652039325
1739209683.2127984;-45.120503652039325
1739209683.2128034;-38.13080360867914
1739209683.2128084;-38.13080360867914
1739209683.2128136;-45.120503652039325
1739209683.2128186;-38.13080360867914
1739209683.2128236;-38.13080360867914
1739209683.2128286;-45.120503652039325
1739209683.2128336;-45.120503652039325
1739209683.212839;-38.13080360867914
1739209683.212844;-38.13080360867914
1739209683.212849;-45.120503652039325
1739209683.212854;-33.981070128970906
1739209683.212859;-32.816014438256545
1739209683.2128642;-38.13080360867914
1739209683.2128692;-45.120503652039325
1739209683.2128742;-38.13080360867914
1739209683.2128792;-38.13080360867914
1739209683.2128842;-38.13080360867914
1739209683.2128894;-45.120503652039325
1739209683.2128944;-45.120503652039325
1739209683.2128994;-38.13080360867914
1739209683.2129045;-38.13080360867914
1739209683.2129095;-45.120503652039325
1739209683.2129147;-45.120503652039325
1739209683.2129197;-38.13080360867914
1739209683.2129247;-38.13080360867914
1739209683.2129297;-45.120503652039325
1739209683.2129347;-33.981070128970906
1739209683.21294;-38.13080360867914
1739209683.212945;-45.120503652039325
1739209683.21295;-45.120503652039325
1739209683.212955;-32.816014438256545
1739209683.21296;-32.816014438256545
1739209683.2129653;-33.981070128970906
1739209683.2129703;-45.120503652039325
1739209683.2129753;-38.13080360867914
1739209683.2129803;-35.57807855764607
1739209683.2129853;-45.120503652039325
1739209683.2129905;-38.13080360867914
1739209683.2129955;-45.120503652039325
1739209683.2130005;-45.120503652039325
1739209683.2130055;-45.120503652039325
1739209683.2130105;-45.120503652039325
1739209683.2130158;-38.13080360867914
1739209683.2130208;-38.13080360867914
1739209683.2130258;-35.57807855764607
1739209683.2130308;-45.120503652039325
1739209683.2130358;-33.981070128970906
1739209683.213041;-38.13080360867914
1739209683.213046;-45.120503652039325
1739209683.213051;-45.120503652039325
1739209683.213056;-38.13080360867914
1739209683.213061;-38.13080360867914
1739209683.213066;-45.120503652039325
1739209683.2130713;-45.120503652039325
1739209683.2130764;-45.120503652039325
1739209683.2130814;-45.120503652039325
1739209683.2130864;-33.981070128970906
1739209683.2130914;-32.816014438256545
1739209683.2130966;-45.120503652039325
1739209683.2131016;-45.120503652039325
1739209683.2131066;-38.13080360867914
1739209683.2131116;-35.57807855764607
1739209683.2131166;-38.13080360867914
1739209683.213122;-35.57807855764607
1739209683.213127;-38.13080360867914
1739209683.213132;-38.13080360867914
1739209683.213137;-35.57807855764607
1739209683.213142;-38.13080360867914
1739209683.2131472;-45.120503652039325
1739209683.2131522;-45.120503652039325
1739209683.2131572;-45.120503652039325
1739209683.2131622;-45.120503652039325
1739209683.2131672;-38.13080360867914
1739209683.2131724;-32.816014438256545
1739209683.2131774;-38.13080360867914
1739209683.2131824;-45.120503652039325
1739209683.2131875;-38.13080360867914
1739209683.2131925;-38.13080360867914
1739209683.2131977;-45.120503652039325
1739209683.2132027;-45.120503652039325
1739209683.2132077;-38.13080360867914
1739209683.2132127;-45.120503652039325
1739209683.2132177;-38.13080360867914
1739209683.213223;-38.13080360867914
1739209683.213228;-45.120503652039325
1739209683.213233;-38.13080360867914
1739209683.213238;-38.13080360867914
1739209683.213243;-30.49652367304973
1739209683.2132483;-45.120503652039325
1739209683.2132533;-38.13080360867914
1739209683.2132583;-38.13080360867914
1739209683.2132633;-38.13080360867914
1739209683.2132683;-35.57807855764607
1739209683.2132735;-45.120503652039325
1739209683.2132785;-38.13080360867914
1739209683.2132835;-38.13080360867914
1739209683.2132885;-45.120503652039325
1739209683.2132936;-45.120503652039325
1739209683.2132988;-45.120503652039325
1739209683.2133038;-45.120503652039325
1739209683.2133088;-45.120503652039325
1739209683.2133138;-45.120503652039325
1739209683.2133188;-38.13080360867914
1739209683.213324;-26.487275050834715
1739209683.213329;-33.981070128970906
1739209683.213334;-45.120503652039325
1739209683.213339;-38.13080360867914
1739209683.213344;-32.816014438256545
1739209683.2133493;-38.13080360867914
1739209683.2133543;-45.120503652039325
1739209683.2133594;-38.13080360867914
1739209683.2133644;-45.120503652039325
1739209683.2133694;-45.120503652039325
1739209683.2133746;-45.120503652039325
1739209683.2133796;-38.13080360867914
1739209683.2133846;-45.120503652039325
1739209683.2133896;-45.120503652039325
1739209683.2133946;-38.13080360867914
1739209683.2134;-35.57807855764607
1739209683.213405;-38.13080360867914
1739209683.21341;-33.981070128970906
1739209683.213415;-45.120503652039325
1739209683.21342;-45.120503652039325
1739209683.2134252;-45.120503652039325
1739209683.2134302;-45.120503652039325
1739209683.2134352;-45.120503652039325
1739209683.2134402;-45.120503652039325
1739209683.2134452;-28.992665084841942
1739209683.2134504;-33.981070128970906
1739209683.2134554;-45.120503652039325
1739209683.2134604;-45.120503652039325
1739209683.2134655;-38.13080360867914
1739209683.2134705;-38.13080360867914
1739209683.2134757;-38.13080360867914
1739209683.2134807;-38.13080360867914
1739209683.2134857;-38.13080360867914
1739209683.2134907;-35.57807855764607
1739209683.2134957;-32.816014438256545
1739209683.213501;-45.120503652039325
1739209683.213506;-45.120503652039325
1739209683.213511;-38.13080360867914
1739209683.213516;-35.57807855764607
1739209683.213521;-38.13080360867914
1739209683.2135262;-38.13080360867914
1739209683.2135313;-38.13080360867914
1739209683.2135363;-38.13080360867914
1739209683.2135413;-38.13080360867914
1739209683.2135463;-38.13080360867914
1739209683.2135515;-38.13080360867914
1739209683.2135565;-33.981070128970906
1739209683.2135615;-45.120503652039325
1739209683.2135665;-45.120503652039325
1739209683.2135715;-38.13080360867914
1739209683.2135768;-38.13080360867914
1739209683.2135818;-45.120503652039325
1739209683.2135868;-33.981070128970906
1739209683.2135918;-45.120503652039325
1739209683.2135968;-38.13080360867914
1739209683.213602;-33.981070128970906
1739209683.213607;-38.13080360867914
1739209683.213612;-38.13080360867914
1739209683.213617;-45.120503652039325
1739209683.213622;-45.120503652039325
1739209683.2136273;-45.120503652039325
1739209683.2136323;-45.120503652039325
1739209683.2136374;-38.13080360867914
1739209683.2136424;-38.13080360867914
1739209683.2136474;-38.13080360867914
1739209683.2136524;-45.120503652039325
1739209683.2136576;-38.13080360867914
1739209683.2136626;-45.120503652039325
1739209683.2136676;-45.120503652039325
1739209683.2136726;-38.13080360867914
1739209683.2136776;-38.13080360867914
1739209683.213683;-45.120503652039325
1739209683.213688;-45.120503652039325
1739209683.213693;-45.120503652039325
1739209683.213698;-45.120503652039325
1739209683.213703;-45.120503652039325
1739209683.2137082;-38.13080360867914
1739209683.2137132;-45.120503652039325
1739209683.2137182;-45.120503652039325
1739209683.2137232;-45.120503652039325
1739209683.2137282;-45.120503652039325
1739209683.2137334;-38.13080360867914
1739209683.2137384;-45.120503652039325
1739209683.2137434;-38.13080360867914
1739209683.2137485;-32.816014438256545
1739209683.2137535;-45.120503652039325
1739209683.2137587;-38.13080360867914
1739209683.2137637;-38.13080360867914
1739209683.2137687;-45.120503652039325
1739209683.2137737;-38.13080360867914
1739209683.2137787;-38.13080360867914
1739209683.213784;-38.13080360867914
1739209683.213789;-38.13080360867914
1739209683.213794;-38.13080360867914
1739209683.213799;-35.57807855764607
1739209683.213804;-35.57807855764607
1739209683.2138093;-38.13080360867914
1739209683.2138143;-45.120503652039325
1739209683.2138193;-45.120503652039325
1739209683.2138243;-45.120503652039325
1739209683.2138293;-45.120503652039325
1739209683.2138345;-45.120503652039325
1739209683.2138395;-45.120503652039325
1739209683.2138445;-38.13080360867914
1739209683.2138495;-45.120503652039325
1739209683.2138546;-32.816014438256545
1739209683.2138598;-38.13080360867914
1739209683.2138648;-45.120503652039325
