CAN Message; 0x39:0f09b57d725a8fa9
1739209642.6066403;-38.13080360867914
1739209642.6066458;-35.57807855764607
1739209642.606651;-45.120503652039325
1739209642.6066566;-33.981070128970956
1739209642.606662;-45.120503652039325
1739209642.6066673;-38.13080360867914
1739209642.6066728;-45.120503652039325
1739209642.6066782;-45.120503652039325
1739209642.6066835;-35.57807855764607
1739209642.606689;-38.13080360867914
1739209642.6066945;-45.120503652039325
1739209642.6066997;-38.13080360867914
1739209642.6067052;-38.13080360867914
1739209642.6067107;-38.13080360867914
1739209642.606716;-45.120503652039325
1739209642.6067214;-45.120503652039325
1739209642.606727;-33.981070128970906
1739209642.6067321;-35.57807855764607
1739209642.6067376;-38.13080360867914
1739209642.606743;-35.57807855764607
1739209642.6067483;-38.13080360867914
1739209642.6067538;-45.120503652039325
1739209642.6067593;-38.13080360867914
1739209642.6067646;-35.57807855764607
1739209642.60677;-38.13080360867914
1739209642.6067755;-38.13080360867914
1739209642.6067808;-38.13080360867914
1739209642.6067863;-45.120503652039325
1739209642.6067917;-45.120503652039325
1739209642.606797;-38.13080360867914
1739209642.6068025;-45.120503652039325
1739209642.606808;-45.120503652039325
1739209642.6068132;-38.13080360867914
1739209642.6068187;-38.13080360867914
1739209642.6068242;-45.120503652039325
1739209642.6068294;-32.816014438256545
1739209642.606835;-38.13080360867914
1739209642.6068404;-38.13080360867914
1739209642.6068459;-38.13080360867914
1739209642.606851;-45.120503652039325
1739209642.6068566;-33.981070128970906
1739209642.606862;-32.816014438256545
1739209642.6068673;-38.13080360867914
1739209642.6068728;-45.120503652039325
1739209642.6068783;-38.13080360867914
1739209642.6068835;-32.816014438256545
1739209642.606889;-38.13080360867914
1739209642.6068945;-38.13080360867914
1739209642.6068997;-38.13080360867914
1739209642.6069052;-38.13080360867914
1739209642.6069107;-45.120503652039325
1739209642.606916;-45.120503652039325
1739209642.6069214;-38.13080360867914
1739209642.606927;-45.120503652039325
1739209642.6069322;-45.120503652039325
1739209642.6069376;-45.120503652039325
1739209642.6069431;-45.120503652039325
1739209642.6069484;-45.120503652039325
1739209642.6069539;-45.120503652039325
1739209642.6069593;-45.120503652039325
1739209642.6069646;-31.141103565318915
1739209642.60697;-35.57807855764607
1739209642.6069756;-45.120503652039325
1739209642.6069808;-38.13080360867914
1739209642.6069863;-35.57807855764607
1739209642.6069918;-35.57807855764607
1739209642.606997;-38.13080360867914
1739209642.6070025;-45.120503652039325
1739209642.607008;-38.13080360867914
1739209642.6070132;-38.13080360867914
1739209642.6070187;-45.120503652039325
1739209642.6070242;-45.120503652039325
1739209642.6070294;-45.120503652039325
1739209642.607035;-33.981070128970906
1739209642.6070404;-45.120503652039325
1739209642.6070457;-45.120503652039325
1739209642.6070511;-33.981070128970906
1739209642.6070566;-31.141103565318893
1739209642.6070619;-33.981070128970906
1739209642.6070673;-45.120503652039325
1739209642.6070728;-33.981070128970906
1739209642.607078;-45.120503652039325
1739209642.6070836;-45.120503652039325
1739209642.607089;-45.120503652039325
1739209642.6070945;-38.13080360867914
1739209642.6070998;-38.13080360867914
1739209642.6071053;-38.13080360867914
1739209642.6071107;-45.120503652039325
1739209642.607116;-45.120503652039325
1739209642.6071215;-38.13080360867914
1739209642.607127;-38.13080360867914
1739209642.6071322;-45.120503652039325
1739209642.6071377;-38.13080360867914
1739209642.6071432;-35.57807855764607
1739209642.6071484;-35.57807855764607
1739209642.607154;-45.120503652039325
1739209642.6071594;-38.13080360867914
1739209642.6071646;-35.57807855764607
1739209642.60717;-38.13080360867914
1739209642.6071756;-45.120503652039325
1739209642.6071808;-33.981070128970906
1739209642.6071863;-38.13080360867914
1739209642.6071918;-38.13080360867914
1739209642.607197;-45.120503652039325
1739209642.6072025;-45.120503652039325
1739209642.607208;-45.120503652039325
1739209642.6072133;-38.13080360867914
1739209642.6072187;-45.120503652039325
1739209642.6072242;-45.120503652039325
1739209642.6072295;-38.13080360867914
1739209642.607235;-38.13080360867914
1739209642.6072404;-45.120503652039325
1739209642.6072457;-38.13080360867914
1739209642.6072512;-38.13080360867914
1739209642.6072567;-38.13080360867914
1739209642.607262;-45.120503652039325
1739209642.6072674;-28.992665084841942
1739209642.6072729;-30.49652367304973
1739209642.607278;-45.120503652039325
1739209642.6072836;-45.120503652039325
1739209642.607289;-38.13080360867914
1739209642.6072943;-38.13080360867914
1739209642.6072998;-45.120503652039325
1739209642.6073053;-38.13080360867914
1739209642.6073105;-38.13080360867914
1739209642.607316;-45.120503652039325
1739209642.6073215;-38.13080360867914
1739209642.6073267;-45.120503652039325
1739209642.6073322;-45.120503652039325
1739209642.6073377;-38.13080360867914
1739209642.6073432;-45.120503652039325
1739209642.6073484;-45.120503652039325
1739209642.607354;-31.141103565318915
1739209642.6073594;-29.438486411369333
1739209642.6073647;-38.13080360867914
1739209642.6073701;-38.13080360867914
1739209642.6073756;-38.13080360867914
1739209642.6073809;-38.13080360867914
1739209642.6073864;-45.120503652039325
1739209642.6073918;-45.120503652039325
1739209642.607397;-45.120503652039325
1739209642.6074026;-38.13080360867914
1739209642.607408;-45.120503652039325
1739209642.6074133;-45.120503652039325
1739209642.6074188;-38.13080360867914
1739209642.6074243;-45.120503652039325
1739209642.6074295;-38.13080360867914
1739209642.607435;-35.57807855764607
1739209642.6074405;-45.120503652039325
1739209642.6074457;-45.120503652039325
1739209642.6074512;-38.13080360867914
1739209642.6074567;-38.13080360867914
1739209642.607462;-45.120503652039325
1739209642.6074674;-38.13080360867914
1739209642.607473;-38.13080360867914
1739209642.6074781;-45.120503652039325
1739209642.6074836;-35.57807855764607
1739209642.607489;-26.991370085610736
1739209642.6074944;-38.13080360867914
1739209642.6074998;-38.13080360867914
1739209642.6075053;-38.13080360867914
1739209642.6075106;-38.13080360867914
1739209642.607516;-45.120503652039325
1739209642.6075215;-38.13080360867914
1739209642.6075268;-45.120503652039325
1739209642.6075323;-45.120503652039325
1739209642.6075377;-45.120503652039325
1739209642.607543;-45.120503652039325
1739209642.6075485;-45.120503652039325
1739209642.607554;-35.57807855764607
1739209642.6075592;-45.120503652039325
1739209642.6075647;-45.120503652039325
1739209642.6075702;-38.13080360867914
1739209642.6075754;-45.120503652039325
1739209642.607581;-45.120503652039325
1739209642.6075864;-45.120503652039325
1739209642.6075916;-45.120503652039325
1739209642.607597;-38.13080360867914
1739209642.6076026;-33.981070128970906
1739209642.607608;-45.120503652039325
1739209642.6076133;-35.57807855764607
1739209642.6076188;-29.438486411369333
1739209642.6076243;-45.120503652039325
1739209642.6076295;-38.13080360867914
1739209642.607635;-32.816014438256545
1739209642.6076405;-30.49652367304973
1739209642.6076458;-45.120503652039325
1739209642.6076512;-45.120503652039325
1739209642.6076567;-38.13080360867914
1739209642.607662;-45.120503652039325
1739209642.6076674;-38.13080360867914
1739209642.607673;-45.120503652039325
1739209642.6076782;-45.120503652039325
1739209642.6076837;-38.13080360867914
1739209642.6076891;-33.981070128970906
1739209642.6076944;-45.120503652039325
1739209642.6076999;-33.981070128970906
1739209642.6077054;-29.438486411369333
1739209642.6077106;-45.120503652039325
1739209642.607716;-45.120503652039325
1739209642.6077216;-38.13080360867914
1739209642.6077268;-38.13080360867914
1739209642.6077323;-38.13080360867914
1739209642.6077378;-45.120503652039325
1739209642.607743;-33.981070128970906
1739209642.6077485;-38.13080360867914
1739209642.607754;-45.120503652039325
1739209642.6077592;-45.120503652039325
1739209642.6077647;-45.120503652039325
1739209642.6077702;-33.981070128970906
1739209642.6077754;-33.981070128970906
1739209642.607781;-45.120503652039325
1739209642.6077864;-45.120503652039325
1739209642.6077917;-33.981070128970906
1739209642.6077971;-45.120503652039325
1739209642.6078026;-45.120503652039325
1739209642.6078079;-38.13080360867914
1739209642.6078134;-45.120503652039325
1739209642.6078188;-38.13080360867914
1739209642.607824;-45.120503652039325
1739209642.6078296;-45.120503652039325
1739209642.607835;-38.13080360867914
1739209642.6078403;-38.13080360867914
1739209642.6078458;-45.120503652039325
1739209642.6078513;-45.120503652039325
1739209642.6078568;-38.13080360867914
1739209642.607862;-33.981070128970906
1739209642.6078675;-45.120503652039325
1739209642.607873;-45.120503652039325
1739209642.6078782;-38.13080360867914
1739209642.6078837;-31.141103565318915
1739209642.6078892;-45.120503652039325
1739209642.6078944;-45.120503652039325
1739209642.6079;-45.120503652039325
1739209642.6079054;-45.120503652039325
1739209642.6079106;-45.120503652039325
1739209642.607916;-45.120503652039325
1739209642.6079216;-35.57807855764607
1739209642.6079268;-38.13080360867914
1739209642.6079323;-45.120503652039325
1739209642.6079378;-45.120503652039325
1739209642.607943;-38.13080360867914
1739209642.6079485;-45.120503652039325
1739209642.607954;-45.120503652039325
1739209642.6079593;-45.120503652039325
1739209642.6079648;-45.120503652039325
1739209642.6079702;-38.13080360867914
1739209642.6079755;-45.120503652039325
1739209642.607981;-38.13080360867914
1739209642.6079865;-38.13080360867914
1739209642.6079917;-38.13080360867914
1739209642.6079972;-45.120503652039325
1739209642.6080027;-45.120503652039325
1739209642.608008;-35.57807855764607
1739209642.6080134;-38.13080360867914
1739209642.6080189;-45.120503652039325
1739209642.6080241;-45.120503652039325
1739209642.6080296;-45.120503652039325
1739209642.608035;-38.13080360867914
1739209642.6080403;-45.120503652039325
1739209642.6080458;-38.13080360867914
1739209642.6080513;-45.120503652039325
1739209642.6080565;-38.13080360867914
1739209642.608062;-45.120503652039325
1739209642.6080675;-38.13080360867914
1739209642.6080728;-45.120503652039325
1739209642.6080782;-38.13080360867914
1739209642.6080837;-45.120503652039325
1739209642.608089;-38.13080360867914
1739209642.6080945;-35.57807855764607
1739209642.6081;-29.438486411369347
1739209642.6081054;-38.13080360867914
1739209642.6081107;-38.13080360867914
1739209642.6081161;-45.120503652039325
1739209642.6081216;-45.120503652039325
1739209642.6081269;-45.120503652039325
1739209642.6081324;-45.120503652039325
1739209642.6081378;-38.13080360867914
1739209642.608143;-28.992665084841942
1739209642.6081486;-38.13080360867914
1739209642.608154;-38.13080360867914
1739209642.6081593;-38.13080360867914
1739209642.6081648;-38.13080360867914
1739209642.6081703;-38.13080360867914
1739209642.6081755;-33.981070128970906
1739209642.608181;-32.816014438256545
1739209642.6081865;-29.438486411369347
1739209642.6081917;-45.120503652039325
1739209642.6081972;-38.13080360867914
1739209642.6082027;-45.120503652039325
1739209642.608208;-45.120503652039325
1739209642.6082134;-45.120503652039325
1739209642.608219;-45.120503652039325
1739209642.6082242;-45.120503652039325
1739209642.6082296;-38.13080360867914
1739209642.6082351;-45.120503652039325
1739209642.6082404;-45.120503652039325
1739209642.6082458;-38.13080360867914
1739209642.6082513;-38.13080360867914
1739209642.6082566;-45.120503652039325
1739209642.608262;-45.120503652039325
1739209642.6082675;-45.120503652039325
1739209642.6082728;-33.981070128970906
1739209642.6082783;-33.981070128970906
1739209642.6082838;-45.120503652039325
1739209642.608289;-45.120503652039325
1739209642.6082945;-45.120503652039325
1739209642.6083;-45.120503652039325
1739209642.6083052;-45.120503652039325
1739209642.6083107;-38.13080360867914
1739209642.6083162;-38.13080360867914
1739209642.6083214;-45.120503652039325
1739209642.608327;-38.13080360867914
1739209642.6083324;-38.13080360867914
1739209642.6083376;-38.13080360867914
1739209642.6083431;-38.13080360867914
1739209642.6083486;-33.981070128970906
1739209642.608354;-38.13080360867914
1739209642.6083593;-28.992665084841942
1739209642.6083648;-28.58837851428586
1739209642.6083703;-45.120503652039325
1739209642.6083755;-38.13080360867914
1739209642.608381;-38.13080360867914
1739209642.6083865;-38.13080360867914
1739209642.6083918;-38.13080360867914
1739209642.6083972;-45.120503652039325
1739209642.6084027;-45.120503652039325
1739209642.608408;-45.120503652039325
1739209642.6084135;-38.13080360867914
1739209642.608419;-38.13080360867914
1739209642.6084242;-38.13080360867914
1739209642.6084297;-38.13080360867914
1739209642.6084352;-38.13080360867914
1739209642.6084404;-45.120503652039325
1739209642.608446;-38.13080360867914
1739209642.6084514;-38.13080360867914
1739209642.6084566;-38.13080360867914
1739209642.608462;-38.13080360867914
1739209642.6084676;-45.120503652039325
1739209642.6084728;-45.120503652039325
1739209642.6084783;-38.13080360867914
1739209642.6084838;-45.120503652039325
1739209642.608489;-38.13080360867914
1739209642.6084945;-38.13080360867914
1739209642.6085;-38.13080360867914
1739209642.6085052;-45.120503652039325
1739209642.6085107;-38.13080360867914
1739209642.6085162;-38.13080360867914
1739209642.611744;-38.13080360867914
1739209642.6117444;-38.13080360867914
1739209642.6117446;-38.13080360867914
1739209642.611745;-38.13080360867914
1739209642.6117456;-38.13080360867914
1739209642.611746;-28.992665084841942
1739209642.6117463;-35.57807855764607
1739209642.6117468;-45.120503652039325
1739209642.6117473;-45.120503652039325
1739209642.6117477;-38.13080360867914
1739209642.6117482;-45.120503652039325
1739209642.6117485;-45.120503652039325
1739209642.611749;-38.13080360867914
1739209642.6117494;-35.57807855764607
1739209642.61175;-38.13080360867914
1739209642.6117501;-38.13080360867914
1739209642.6117506;-45.120503652039325
1739209642.611751;-45.120503652039325
1739209642.6117516;-38.13080360867914
1739209642.611752;-38.13080360867914
1739209642.6117523;-45.120503652039325
1739209642.6117527;-28.992665084841942
1739209642.6117532;-31.141103565318893
1739209642.6117537;-45.120503652039325
1739209642.611754;-45.120503652039325
1739209642.6117544;-35.57807855764607
1739209642.611755;-35.57807855764607
1739209642.6117554;-45.120503652039325
1739209642.6117558;-38.13080360867914
1739209642.611756;-38.13080360867914
1739209642.6117566;-45.120503652039325
1739209642.611757;-45.120503652039325
1739209642.6117575;-45.120503652039325
1739209642.6117578;-45.120503652039325
1739209642.6117582;-38.13080360867914
1739209642.6117587;-38.13080360867914
1739209642.6117592;-45.120503652039325
1739209642.6117597;-28.58837851428586
1739209642.61176;-29.438486411369333
1739209642.6117604;-45.120503652039325
1739209642.6117609;-45.120503652039325
1739209642.6117613;-38.13080360867914
1739209642.6117616;-35.57807855764607
1739209642.611762;-45.120503652039325
1739209642.6117625;-45.120503652039325
1739209642.611763;-38.13080360867914
1739209642.6117635;-45.120503652039325
1739209642.6117637;-45.120503652039325
1739209642.6117642;-38.13080360867914
1739209642.6117647;-45.120503652039325
1739209642.6117651;-45.120503652039325
1739209642.6117654;-45.120503652039325
1739209642.6117659;-45.120503652039325
1739209642.6117663;-45.120503652039325
1739209642.6117668;-45.120503652039325
1739209642.6117673;-45.120503652039325
1739209642.6117675;-45.120503652039325
1739209642.611768;-45.120503652039325
1739209642.6117685;-38.13080360867914
1739209642.611769;-33.981070128970906
1739209642.6117692;-45.120503652039325
1739209642.6117697;-35.57807855764607
1739209642.6117702;-32.816014438256545
1739209642.6117706;-45.120503652039325
1739209642.611771;-45.120503652039325
1739209642.6117713;-38.13080360867914
1739209642.6117718;-45.120503652039325
1739209642.6117723;-38.13080360867914
1739209642.6117728;-35.57807855764607
1739209642.611773;-45.120503652039325
1739209642.6117735;-35.57807855764607
1739209642.611774;-35.57807855764607
1739209642.6117744;-38.13080360867914
1739209642.611775;-45.120503652039325
1739209642.6117752;-45.120503652039325
1739209642.6117756;-38.13080360867914
1739209642.611776;-45.120503652039325
1739209642.6117766;-33.981070128970906
1739209642.6117768;-28.21854285175415
1739209642.6117773;-38.13080360867914
1739209642.6117778;-38.13080360867914
1739209642.6117783;-33.981070128970906
1739209642.6117787;-38.13080360867914
1739209642.611779;-31.141103565318915
1739209642.6117795;-32.816014438256545
1739209642.61178;-45.120503652039325
1739209642.6117804;-35.57807855764607
1739209642.6117806;-33.981070128970906
1739209642.6117811;-33.981070128970906
1739209642.6117816;-38.13080360867914
1739209642.611782;-38.13080360867914
1739209642.6117826;-38.13080360867914
1739209642.6117828;-45.120503652039325
1739209642.6117833;-38.13080360867914
1739209642.6117837;-35.57807855764607
1739209642.6117842;-45.120503652039325
1739209642.6117845;-45.120503652039325
1739209642.611785;-38.13080360867914
1739209642.6117854;-45.120503652039325
1739209642.611786;-45.120503652039325
1739209642.6117864;-38.13080360867914
1739209642.6117866;-45.120503652039325
1739209642.611787;-45.120503652039325
1739209642.6117876;-45.120503652039325
1739209642.611788;-45.120503652039325
1739209642.6117885;-38.13080360867914
1739209642.6117887;-32.816014438256545
1739209642.6117892;-38.13080360867914
1739209642.6117897;-45.120503652039325
1739209642.6117902;-38.13080360867914
1739209642.6117904;-45.120503652039325
1739209642.611791;-45.120503652039325
1739209642.6117914;-45.120503652039325
1739209642.6117918;-45.120503652039325
1739209642.6117923;-38.13080360867914
1739209642.6117926;-33.981070128970906
1739209642.611793;-45.120503652039325
1739209642.6117935;-45.120503652039325
1739209642.611794;-30.49652367304973
1739209642.6117942;-38.13080360867914
1739209642.6117947;-45.120503652039325
1739209642.6117952;-45.120503652039325
1739209642.6117957;-32.816014438256545
1739209642.6117961;-38.13080360867914
1739209642.6117964;-45.120503652039325
1739209642.6117969;-38.13080360867914
1739209642.6117973;-45.120503652039325
1739209642.6117978;-45.120503652039325
1739209642.611798;-45.120503652039325
1739209642.6117985;-45.120503652039325
1739209642.611799;-45.120503652039325
1739209642.6117995;-33.981070128970906
1739209642.6118;-45.120503652039325
1739209642.6118002;-45.120503652039325
1739209642.6118007;-38.13080360867914
1739209642.6118011;-38.13080360867914
1739209642.6118016;-45.120503652039325
1739209642.6118019;-45.120503652039325
1739209642.6118023;-35.57807855764607
1739209642.6118028;-38.13080360867914
1739209642.6118033;-45.120503652039325
1739209642.6118038;-35.57807855764607
1739209642.611804;-38.13080360867914
1739209642.6118045;-45.120503652039325
1739209642.611805;-45.120503652039325
1739209642.6118054;-45.120503652039325
1739209642.6118057;-45.120503652039325
1739209642.6118062;-38.13080360867914
1739209642.6118066;-45.120503652039325
1739209642.611807;-45.120503652039325
1739209642.6118076;-45.120503652039325
1739209642.6118078;-38.13080360867914
1739209642.6118083;-35.57807855764607
1739209642.6118088;-38.13080360867914
1739209642.6118093;-45.120503652039325
1739209642.6118095;-45.120503652039325
1739209642.61181;-38.13080360867914
1739209642.6118104;-45.120503652039325
1739209642.611811;-45.120503652039325
1739209642.6118114;-31.141103565318915
1739209642.6118116;-35.57807855764607
1739209642.611812;-38.13080360867914
1739209642.6118126;-45.120503652039325
1739209642.611813;-45.120503652039325
1739209642.6118133;-35.57807855764607
1739209642.6118138;-45.120503652039325
1739209642.6118143;-45.120503652039325
1739209642.6118147;-45.120503652039325
1739209642.6118152;-38.13080360867914
1739209642.6118155;-38.13080360867914
1739209642.611816;-45.120503652039325
1739209642.6118164;-45.120503652039325
1739209642.611817;-33.981070128970906
1739209642.6118171;-45.120503652039325
1739209642.6118176;-45.120503652039325
1739209642.611818;-33.981070128970906
1739209642.6118186;-32.816014438256545
1739209642.611819;-38.13080360867914
1739209642.6118193;-33.981070128970906
1739209642.6118197;-35.57807855764607
1739209642.6118202;-38.13080360867914
1739209642.6118207;-45.120503652039325
1739209642.611821;-45.120503652039325
1739209642.6118214;-38.13080360867914
1739209642.611822;-45.120503652039325
1739209642.6118224;-38.13080360867914
1739209642.6118228;-38.13080360867914
1739209642.611823;-45.120503652039325
1739209642.6118236;-35.57807855764607
1739209642.611824;-45.120503652039325
1739209642.6118245;-45.120503652039325
1739209642.6118248;-31.141103565318915
1739209642.6118252;-35.57807855764607
1739209642.6118257;-38.13080360867914
1739209642.6118262;-45.120503652039325
1739209642.6118267;-38.13080360867914
1739209642.611827;-35.57807855764607
1739209642.6118274;-38.13080360867914
1739209642.6118279;-45.120503652039325
1739209642.6118283;-45.120503652039325
1739209642.6118286;-38.13080360867914
1739209642.611829;-45.120503652039325
1739209642.6118295;-45.120503652039325
1739209642.61183;-45.120503652039325
1739209642.6118305;-38.13080360867914
1739209642.6118307;-35.57807855764607
1739209642.6118312;-45.120503652039325
1739209642.6118317;-32.816014438256545
1739209642.6118321;-31.141103565318893
1739209642.6118324;-38.13080360867914
1739209642.6118329;-38.13080360867914
1739209642.6118333;-31.141103565318915
1739209642.6118338;-31.141103565318893
1739209642.6118343;-38.13080360867914
1739209642.6118345;-45.120503652039325
1739209642.611835;-38.13080360867914
1739209642.6118355;-38.13080360867914
1739209642.611836;-38.13080360867914
1739209642.6118362;-45.120503652039325
1739209642.6118367;-45.120503652039325
1739209642.6118371;-45.120503652039325
1739209642.6118376;-38.13080360867914
1739209642.611838;-45.120503652039325
1739209642.6118383;-45.120503652039325
1739209642.6118388;-38.13080360867914
1739209642.6118393;-38.13080360867914
1739209642.6118398;-45.120503652039325
1739209642.61184;-33.981070128970906
1739209642.6118405;-35.57807855764607
1739209642.611841;-38.13080360867914
1739209642.6118414;-45.120503652039325
1739209642.611842;-30.49652367304973
1739209642.6118422;-30.49652367304973
1739209642.6118426;-38.13080360867914
1739209642.611843;-38.13080360867914
1739209642.6118436;-38.13080360867914
1739209642.6118438;-38.13080360867914
1739209642.6118443;-45.120503652039325
1739209642.6118448;-45.120503652039325
1739209642.6118453;-45.120503652039325
1739209642.6118457;-38.13080360867914
1739209642.611846;-33.981070128970906
1739209642.6118464;-45.120503652039325
1739209642.611847;-45.120503652039325
1739209642.6118474;-45.120503652039325
1739209642.6118476;-38.13080360867914
1739209642.611848;-45.120503652039325
1739209642.6118486;-31.141103565318915
1739209642.611849;-26.991370085610736
1739209642.6118495;-45.120503652039325
1739209642.6118498;-45.120503652039325
1739209642.6118503;-38.13080360867914
1739209642.6118507;-32.816014438256545
1739209642.6118512;-45.120503652039325
1739209642.6118515;-45.120503652039325
1739209642.611852;-45.120503652039325
1739209642.6118524;-45.120503652039325
1739209642.611853;-45.120503652039325
1739209642.6118534;-45.120503652039325
1739209642.6118536;-45.120503652039325
1739209642.611854;-38.13080360867914
1739209642.6118546;-38.13080360867914
1739209642.611855;-45.120503652039325
1739209642.6118553;-35.57807855764607
1739209642.6118557;-25.826314394896354
1739209642.6118562;-38.13080360867914
1739209642.6118567;-45.120503652039325
1739209642.6118572;-38.13080360867914
1739209642.6118574;-31.141103565318893
1739209642.611858;-38.13080360867914
1739209642.6118584;-38.13080360867914
1739209642.6118588;-38.13080360867914
1739209642.611859;-45.120503652039325
1739209642.6118596;-38.13080360867914
1739209642.61186;-45.120503652039325
1739209642.6118605;-33.981070128970906
1739209642.611861;-38.13080360867914
1739209642.6118612;-33.981070128970906
1739209642.6118617;-38.13080360867914
1739209642.6118622;-33.981070128970906
1739209642.6118627;-32.816014438256545
1739209642.611863;-38.13080360867914
1739209642.6118634;-45.120503652039325
1739209642.6118639;-33.981070128970906
1739209642.6118643;-32.816014438256545
1739209642.6118648;-38.13080360867914
1739209642.611865;-35.57807855764607
1739209642.6118655;-32.816014438256545
1739209642.611866;-27.8777449560314
1739209642.6118665;-33.981070128970906
1739209642.6118667;-45.120503652039325
1739209642.6118672;-38.13080360867914
1739209642.6118677;-32.816014438256545
1739209642.6118681;-45.120503652039325
1739209642.6118686;-45.120503652039325
1739209642.6118689;-38.13080360867914
1739209642.6118693;-33.981070128970956
1739209642.6118698;-45.120503652039325
1739209642.6118703;-45.120503652039325
1739209642.6118705;-38.13080360867914
1739209642.611871;-45.120503652039325
1739209642.6118715;-45.120503652039325
1739209642.611872;-45.120503652039325
1739209642.6118724;-38.13080360867914
1739209642.6118727;-26.991370085610722
1739209642.6118731;-33.981070128970906
1739209642.6118736;-45.120503652039325
1739209642.611874;-45.120503652039325
1739209642.6118746;-32.816014438256545
1739209642.6118748;-38.13080360867914
1739209642.6118753;-45.120503652039325
1739209642.6118758;-35.57807855764607
1739209642.6118762;-38.13080360867914
1739209642.6118765;-45.120503652039325
1739209642.611877;-45.120503652039325
1739209642.6118774;-45.120503652039325
1739209642.611878;-45.120503652039325
1739209642.6118784;-38.13080360867914
1739209642.6118786;-45.120503652039325
1739209642.611879;-38.13080360867914
1739209642.6118796;-30.49652367304973
1739209642.61188;-33.981070128970906
1739209642.6118803;-45.120503652039325
1739209642.6118808;-45.120503652039325
1739209642.6118813;-35.57807855764607
1739209642.6118817;-45.120503652039325
1739209642.6118822;-45.120503652039325
1739209642.6118824;-45.120503652039325
1739209642.611883;-45.120503652039325
1739209642.6118834;-38.13080360867914
1739209642.6118839;-45.120503652039325
1739209642.611884;-38.13080360867914
1739209642.6118846;-35.57807855764607
1739209642.611885;-38.13080360867914
1739209642.6118855;-45.120503652039325
1739209642.611886;-38.13080360867914
1739209642.6118863;-38.13080360867914
1739209642.6118867;-38.13080360867914
1739209642.6118872;-45.120503652039325
1739209642.6118877;-38.13080360867914
1739209642.611888;-38.13080360867914
1739209642.6118884;-45.120503652039325
1739209642.611889;-45.120503652039325
1739209642.6118894;-38.13080360867914
1739209642.6118898;-38.13080360867914
1739209642.61189;-45.120503652039325
1739209642.6118906;-45.120503652039325
1739209642.611891;-45.120503652039325
1739209642.6118915;-38.13080360867914
1739209642.6118917;-38.13080360867914
1739209642.6118922;-45.120503652039325
1739209642.6118927;-45.120503652039325
1739209642.6118932;-38.13080360867914
1739209642.6118937;-38.13080360867914
1739209642.611894;-38.13080360867914
1739209642.6118944;-45.120503652039325
1739209642.6118948;-38.13080360867914
1739209642.6118953;-45.120503652039325
