CAN Message; 0x1d3:0000c8df3a262044
1739209599.053974;-45.120503652039325
1739209599.0539777;-45.120503652039325
1739209599.0539815;-35.57807855764607
1739209599.0539856;-45.120503652039325
1739209599.0539894;-38.13080360867914
1739209599.0539932;-38.13080360867914
1739209599.053997;-45.120503652039325
1739209599.0540009;-38.13080360867914
1739209599.0540047;-38.13080360867914
1739209599.0540085;-38.13080360867914
1739209599.0540123;-45.120503652039325
1739209599.054016;-45.120503652039325
1739209599.05402;-35.57807855764607
1739209599.0540237;-45.120503652039325
1739209599.0540276;-45.120503652039325
1739209599.0540314;-45.120503652039325
1739209599.0540352;-45.120503652039325
1739209599.054039;-33.981070128970906
1739209599.054043;-45.120503652039325
1739209599.0540469;-45.120503652039325
1739209599.0540507;-45.120503652039325
1739209599.0540545;-38.13080360867914
1739209599.0540583;-35.57807855764607
1739209599.0540621;-38.13080360867914
1739209599.054066;-38.13080360867914
1739209599.0540698;-38.13080360867914
1739209599.0540736;-35.57807855764607
1739209599.0540774;-38.13080360867914
1739209599.0540812;-45.120503652039325
1739209599.054085;-38.13080360867914
1739209599.0540888;-45.120503652039325
1739209599.0540926;-38.13080360867914
1739209599.0540965;-38.13080360867914
1739209599.0541003;-45.120503652039325
1739209599.0541043;-45.120503652039325
1739209599.0541081;-38.13080360867914
1739209599.054112;-32.816014438256545
1739209599.0541158;-38.13080360867914
1739209599.0541196;-38.13080360867914
1739209599.0541234;-45.120503652039325
1739209599.0541272;-45.120503652039325
1739209599.054131;-38.13080360867914
1739209599.0541348;-35.57807855764607
1739209599.0541387;-45.120503652039325
1739209599.0541425;-45.120503652039325
1739209599.0541463;-45.120503652039325
1739209599.05415;-38.13080360867914
1739209599.054154;-35.57807855764607
1739209599.0541577;-38.13080360867914
1739209599.0541618;-45.120503652039325
1739209599.0541656;-45.120503652039325
1739209599.0541694;-38.13080360867914
1739209599.0541732;-45.120503652039325
1739209599.054177;-33.981070128970906
1739209599.0541809;-38.13080360867914
1739209599.0541847;-45.120503652039325
1739209599.0541885;-35.57807855764607
1739209599.0541923;-38.13080360867914
1739209599.0541961;-35.57807855764607
1739209599.0542;-38.13080360867914
1739209599.0542037;-45.120503652039325
1739209599.0542076;-45.120503652039325
1739209599.0542114;-33.981070128970906
1739209599.0542152;-38.13080360867914
1739209599.054219;-45.120503652039325
1739209599.054223;-35.57807855764607
1739209599.0542269;-45.120503652039325
1739209599.0542307;-38.13080360867914
1739209599.0542345;-45.120503652039325
1739209599.0542383;-38.13080360867914
1739209599.0542421;-38.13080360867914
1739209599.054246;-38.13080360867914
1739209599.0542498;-45.120503652039325
1739209599.0542536;-38.13080360867914
1739209599.0542574;-32.816014438256545
1739209599.0542612;-38.13080360867914
1739209599.054265;-38.13080360867914
1739209599.0542688;-45.120503652039325
1739209599.0542727;-45.120503652039325
1739209599.0542765;-45.120503652039325
1739209599.0542805;-45.120503652039325
1739209599.0542843;-38.13080360867914
1739209599.0542881;-45.120503652039325
1739209599.054292;-38.13080360867914
1739209599.0542958;-35.57807855764607
1739209599.0542996;-38.13080360867914
1739209599.0543034;-45.120503652039325
1739209599.0543072;-45.120503652039325
1739209599.054311;-45.120503652039325
1739209599.0543149;-38.13080360867914
1739209599.0543187;-38.13080360867914
1739209599.0543225;-45.120503652039325
1739209599.0543263;-45.120503652039325
1739209599.05433;-38.13080360867914
1739209599.054334;-31.141103565318893
1739209599.0543377;-38.13080360867914
1739209599.0543418;-45.120503652039325
1739209599.0543456;-45.120503652039325
1739209599.0543494;-30.49652367304973
1739209599.0543532;-33.981070128970906
1739209599.054357;-45.120503652039325
1739209599.0543609;-38.13080360867914
1739209599.0543647;-45.120503652039325
1739209599.0543685;-38.13080360867914
1739209599.0543723;-45.120503652039325
1739209599.0543761;-45.120503652039325
1739209599.05438;-38.13080360867914
1739209599.0543838;-45.120503652039325
1739209599.0543876;-33.981070128970906
1739209599.0543914;-38.13080360867914
1739209599.0543952;-45.120503652039325
1739209599.0543993;-45.120503652039325
1739209599.054403;-38.13080360867914
1739209599.054407;-45.120503652039325
1739209599.0544107;-33.981070128970906
1739209599.0544145;-33.981070128970906
1739209599.0544183;-45.120503652039325
1739209599.0544221;-38.13080360867914
1739209599.054426;-45.120503652039325
1739209599.0544298;-38.13080360867914
1739209599.0544336;-38.13080360867914
1739209599.0544374;-33.981070128970906
1739209599.0544412;-38.13080360867914
1739209599.054445;-38.13080360867914
1739209599.0544488;-45.120503652039325
1739209599.0544527;-38.13080360867914
1739209599.0544565;-38.13080360867914
1739209599.0544605;-38.13080360867914
1739209599.0544643;-38.13080360867914
1739209599.0544682;-45.120503652039325
1739209599.054472;-33.981070128970906
1739209599.0544758;-28.992665084841942
1739209599.0544796;-45.120503652039325
1739209599.0544834;-38.13080360867914
1739209599.0544872;-38.13080360867914
1739209599.054491;-33.981070128970906
1739209599.0544949;-35.57807855764607
1739209599.0544987;-33.981070128970906
1739209599.0545025;-38.13080360867914
1739209599.0545063;-35.57807855764607
1739209599.05451;-38.13080360867914
1739209599.054514;-45.120503652039325
1739209599.0545177;-38.13080360867914
1739209599.0545218;-38.13080360867914
1739209599.0545256;-38.13080360867914
1739209599.0545294;-38.13080360867914
1739209599.0545332;-45.120503652039325
1739209599.054537;-38.13080360867914
1739209599.0545409;-35.57807855764607
1739209599.0545447;-38.13080360867914
1739209599.0545485;-38.13080360867914
1739209599.0545523;-38.13080360867914
1739209599.0545561;-38.13080360867914
1739209599.05456;-38.13080360867914
1739209599.0545638;-38.13080360867914
1739209599.0545676;-38.13080360867914
1739209599.0545714;-45.120503652039325
1739209599.0545752;-38.13080360867914
1739209599.0545793;-45.120503652039325
1739209599.054583;-38.13080360867914
1739209599.054587;-38.13080360867914
1739209599.0545907;-45.120503652039325
1739209599.0545945;-38.13080360867914
1739209599.0545983;-33.981070128970906
1739209599.0546021;-45.120503652039325
1739209599.054606;-45.120503652039325
1739209599.0546098;-38.13080360867914
1739209599.0546136;-45.120503652039325
1739209599.0546174;-45.120503652039325
1739209599.0546212;-45.120503652039325
1739209599.054625;-38.13080360867914
1739209599.0546288;-30.49652367304973
1739209599.0546327;-38.13080360867914
1739209599.0546365;-38.13080360867914
1739209599.0546405;-45.120503652039325
1739209599.0546443;-45.120503652039325
1739209599.0546482;-38.13080360867914
1739209599.054652;-45.120503652039325
1739209599.0546558;-45.120503652039325
1739209599.0546596;-27.877744956031414
1739209599.0546634;-35.57807855764607
1739209599.0546672;-38.13080360867914
1739209599.054671;-45.120503652039325
1739209599.0546749;-38.13080360867914
1739209599.0546787;-45.120503652039325
1739209599.0546825;-38.13080360867914
1739209599.0546863;-35.57807855764607
1739209599.0546901;-30.49652367304973
1739209599.054694;-45.120503652039325
1739209599.054698;-38.13080360867914
1739209599.0547018;-32.816014438256545
1739209599.0547056;-33.981070128970906
1739209599.0547094;-45.120503652039325
1739209599.0547132;-45.120503652039325
1739209599.054717;-45.120503652039325
1739209599.0547209;-28.992665084841942
1739209599.0547247;-33.981070128970906
1739209599.0547285;-45.120503652039325
1739209599.0547323;-38.13080360867914
1739209599.0547361;-45.120503652039325
1739209599.05474;-38.13080360867914
1739209599.0547438;-38.13080360867914
1739209599.0547476;-38.13080360867914
1739209599.0547514;-38.13080360867914
1739209599.0547552;-38.13080360867914
1739209599.0547593;-38.13080360867914
1739209599.054763;-45.120503652039325
1739209599.054767;-38.13080360867914
1739209599.0547707;-35.57807855764607
1739209599.0547745;-38.13080360867914
1739209599.0547783;-45.120503652039325
1739209599.0547822;-33.981070128970906
1739209599.054786;-32.816014438256545
1739209599.0547898;-38.13080360867914
1739209599.0547936;-35.57807855764607
1739209599.0547974;-45.120503652039325
1739209599.0548012;-45.120503652039325
1739209599.054805;-33.981070128970906
1739209599.0548089;-38.13080360867914
1739209599.0548127;-38.13080360867914
1739209599.0548167;-38.13080360867914
1739209599.0548205;-45.120503652039325
1739209599.0548244;-45.120503652039325
1739209599.0548282;-38.13080360867914
1739209599.054832;-45.120503652039325
1739209599.0548358;-38.13080360867914
1739209599.0548396;-38.13080360867914
1739209599.0548434;-45.120503652039325
1739209599.0548472;-45.120503652039325
1739209599.054851;-38.13080360867914
1739209599.0548549;-38.13080360867914
1739209599.0548587;-45.120503652039325
1739209599.0548625;-32.816014438256545
1739209599.0548663;-45.120503652039325
1739209599.0548701;-45.120503652039325
1739209599.054874;-33.981070128970906
1739209599.054878;-32.816014438256545
1739209599.0548818;-38.13080360867914
1739209599.0548856;-38.13080360867914
1739209599.0548894;-35.57807855764607
1739209599.0548933;-38.13080360867914
1739209599.054897;-45.120503652039325
1739209599.054901;-35.57807855764607
1739209599.0549047;-45.120503652039325
1739209599.0549085;-45.120503652039325
1739209599.0549123;-35.57807855764607
1739209599.0549161;-38.13080360867914
1739209599.05492;-45.120503652039325
1739209599.0549238;-32.816014438256545
1739209599.0549276;-38.13080360867914
1739209599.0549314;-38.13080360867914
1739209599.0549355;-35.57807855764607
1739209599.0549393;-38.13080360867914
1739209599.054943;-45.120503652039325
1739209599.054947;-45.120503652039325
1739209599.0549507;-38.13080360867914
1739209599.0549545;-38.13080360867914
1739209599.0549583;-38.13080360867914
1739209599.0549622;-45.120503652039325
1739209599.054966;-38.13080360867914
1739209599.0549698;-38.13080360867914
1739209599.0549736;-45.120503652039325
1739209599.0549774;-45.120503652039325
1739209599.0549812;-35.57807855764607
1739209599.054985;-32.816014438256545
1739209599.0549889;-45.120503652039325
1739209599.0549927;-45.120503652039325
1739209599.0549967;-45.120503652039325
1739209599.0550005;-32.816014438256545
1739209599.0550044;-38.13080360867914
1739209599.0550082;-45.120503652039325
1739209599.055012;-38.13080360867914
1739209599.0550158;-45.120503652039325
1739209599.0550196;-38.13080360867914
1739209599.0550234;-38.13080360867914
1739209599.0550272;-45.120503652039325
1739209599.055031;-45.120503652039325
1739209599.0550349;-45.120503652039325
1739209599.0550387;-45.120503652039325
1739209599.0550425;-38.13080360867914
1739209599.0550463;-35.57807855764607
1739209599.0550501;-45.120503652039325
1739209599.0550542;-45.120503652039325
1739209599.055058;-45.120503652039325
1739209599.0550618;-38.13080360867914
1739209599.0550656;-33.981070128970906
1739209599.0550694;-45.120503652039325
1739209599.0550733;-45.120503652039325
1739209599.055077;-45.120503652039325
1739209599.055081;-38.13080360867914
1739209599.0550847;-38.13080360867914
1739209599.0550885;-45.120503652039325
1739209599.0550923;-38.13080360867914
1739209599.0550961;-45.120503652039325
1739209599.0551;-45.120503652039325
1739209599.0551038;-45.120503652039325
1739209599.0551076;-35.57807855764607
1739209599.0551114;-45.120503652039325
1739209599.0551155;-45.120503652039325
1739209599.0551193;-38.13080360867914
1739209599.055123;-31.141103565318915
1739209599.055127;-30.49652367304973
1739209599.0551307;-38.13080360867914
1739209599.0551345;-45.120503652039325
1739209599.0551383;-45.120503652039325
1739209599.0551422;-38.13080360867914
1739209599.055146;-38.13080360867914
1739209599.0551498;-33.981070128970906
1739209599.0551536;-45.120503652039325
1739209599.0551574;-45.120503652039325
1739209599.0551612;-38.13080360867914
1739209599.055165;-38.13080360867914
1739209599.0551689;-45.120503652039325
1739209599.055173;-45.120503652039325
1739209599.0551767;-45.120503652039325
1739209599.0551805;-45.120503652039325
1739209599.0551844;-45.120503652039325
1739209599.0551882;-38.13080360867914
1739209599.055192;-45.120503652039325
1739209599.0551958;-45.120503652039325
1739209599.0551996;-38.13080360867914
1739209599.0552034;-38.13080360867914
1739209599.0552073;-45.120503652039325
1739209599.055211;-38.13080360867914
1739209599.055215;-35.57807855764607
1739209599.0552187;-38.13080360867914
1739209599.0552225;-45.120503652039325
1739209599.0552263;-38.13080360867914
1739209599.0552301;-38.13080360867914
1739209599.0552342;-45.120503652039325
1739209599.055238;-45.120503652039325
1739209599.0552418;-45.120503652039325
1739209599.0552456;-45.120503652039325
1739209599.0552495;-45.120503652039325
1739209599.0552533;-45.120503652039325
1739209599.055257;-45.120503652039325
1739209599.055261;-38.13080360867914
1739209599.0552647;-35.57807855764607
1739209599.0552685;-35.57807855764607
1739209599.0552723;-38.13080360867914
1739209599.0552762;-38.13080360867914
1739209599.05528;-45.120503652039325
1739209599.0552838;-38.13080360867914
1739209599.0552876;-38.13080360867914
1739209599.0552917;-38.13080360867914
1739209599.0552955;-45.120503652039325
1739209599.0552993;-45.120503652039325
1739209599.055303;-45.120503652039325
1739209599.055307;-35.57807855764607
1739209599.0553107;-38.13080360867914
1739209599.0553145;-45.120503652039325
1739209599.0553184;-45.120503652039325
1739209599.0553222;-33.981070128970906
1739209599.055326;-33.981070128970906
1739209599.0553298;-45.120503652039325
1739209599.0553336;-45.120503652039325
1739209599.0553374;-35.57807855764607
1739209599.0553412;-33.981070128970906
1739209599.055345;-38.13080360867914
1739209599.0553489;-38.13080360867914
1739209599.055353;-45.120503652039325
1739209599.0553567;-38.13080360867914
1739209599.0553606;-33.981070128970906
1739209599.0553644;-38.13080360867914
1739209599.0553682;-38.13080360867914
1739209599.055372;-28.992665084841942
1739209599.0553758;-33.981070128970906
1739209599.0553796;-45.120503652039325
1739209599.0553834;-45.120503652039325
1739209599.0553873;-38.13080360867914
1739209599.055391;-38.13080360867914
1739209599.055395;-38.13080360867914
1739209599.0553987;-45.120503652039325
1739209599.0554025;-28.218542851754165
1739209599.0554063;-45.120503652039325
1739209599.0554104;-38.13080360867914
1739209599.0554142;-35.57807855764607
1739209599.055418;-38.13080360867914
1739209599.0554218;-45.120503652039325
1739209599.0554256;-33.981070128970906
1739209599.0554295;-38.13080360867914
1739209599.0554333;-33.981070128970906
1739209599.055437;-33.981070128970906
1739209599.055441;-45.120503652039325
1739209599.0554447;-35.57807855764607
1739209599.0554485;-35.57807855764607
1739209599.0554523;-35.57807855764607
1739209599.0554562;-38.13080360867914
1739209599.05546;-45.120503652039325
1739209599.0554638;-35.57807855764607
1739209599.0554676;-38.13080360867914
1739209599.0554717;-38.13080360867914
1739209599.0554755;-45.120503652039325
1739209599.0554793;-45.120503652039325
1739209599.055483;-38.13080360867914
1739209599.055487;-38.13080360867914
1739209599.0554907;-45.120503652039325
1739209599.0554945;-38.13080360867914
1739209599.0554984;-38.13080360867914
1739209599.0555022;-38.13080360867914
1739209599.055506;-38.13080360867914
1739209599.0555098;-33.981070128970906
1739209599.0555136;-45.120503652039325
1739209599.0555174;-45.120503652039325
1739209599.0555212;-45.120503652039325
1739209599.055525;-32.816014438256545
1739209599.055529;-33.981070128970906
1739209599.055533;-45.120503652039325
1739209599.0555367;-38.13080360867914
1739209599.0555406;-35.57807855764607
1739209599.0555444;-38.13080360867914
1739209599.0555482;-38.13080360867914
1739209599.055552;-32.816014438256545
1739209599.0555558;-45.120503652039325
1739209599.0555596;-38.13080360867914
1739209599.0555634;-38.13080360867914
1739209599.0555673;-45.120503652039325
1739209599.055571;-45.120503652039325
1739209599.055575;-35.57807855764607
1739209599.0555787;-45.120503652039325
1739209599.0555825;-45.120503652039325
1739209599.0555863;-35.57807855764607
1739209599.0555904;-32.816014438256545
1739209599.0555942;-38.13080360867914
1739209599.055598;-45.120503652039325
1739209599.0556018;-45.120503652039325
1739209599.0556056;-45.120503652039325
1739209599.0556095;-38.13080360867914
1739209599.0556133;-35.57807855764607
1739209599.055617;-38.13080360867914
1739209599.055621;-45.120503652039325
1739209599.0556247;-38.13080360867914
1739209599.0556285;-31.141103565318893
1739209599.0556324;-38.13080360867914
1739209599.0556362;-45.120503652039325
1739209599.05564;-45.120503652039325
1739209599.0556438;-45.120503652039325
1739209599.0556479;-45.120503652039325
1739209599.0556517;-45.120503652039325
1739209599.0556555;-45.120503652039325
1739209599.0556593;-45.120503652039325
1739209599.055663;-45.120503652039325
1739209599.055667;-38.13080360867914
1739209599.0556707;-38.13080360867914
1739209599.0556746;-45.120503652039325
1739209599.0556784;-31.141103565318915
1739209599.0556822;-32.816014438256545
1739209599.055686;-45.120503652039325
1739209599.0556898;-45.120503652039325
1739209599.0556936;-38.13080360867914
1739209599.0556974;-38.13080360867914
1739209599.0557013;-45.120503652039325
1739209599.055705;-38.13080360867914
1739209599.0557091;-45.120503652039325
1739209599.055713;-45.120503652039325
1739209599.0557168;-38.13080360867914
1739209599.0557206;-32.816014438256545
1739209599.0557244;-38.13080360867914
1739209599.0557282;-45.120503652039325
1739209599.055732;-38.13080360867914
1739209599.0557358;-45.120503652039325
1739209599.0557396;-38.13080360867914
1739209599.0557435;-45.120503652039325
1739209599.0557473;-45.120503652039325
1739209599.055751;-45.120503652039325
1739209599.055755;-45.120503652039325
1739209599.0557587;-45.120503652039325
1739209599.0557625;-38.13080360867914
1739209599.0557666;-45.120503652039325
1739209599.0557704;-38.13080360867914
1739209599.0557742;-38.13080360867914
1739209599.055778;-38.13080360867914
1739209599.0557818;-45.120503652039325
1739209599.0557857;-45.120503652039325
1739209599.0557895;-38.13080360867914
1739209599.0557933;-45.120503652039325
1739209599.055797;-45.120503652039325
1739209599.055801;-38.13080360867914
1739209599.0558047;-38.13080360867914
1739209599.0558085;-35.57807855764607
1739209599.0558124;-35.57807855764607
1739209599.0558162;-38.13080360867914
1739209599.05582;-45.120503652039325
1739209599.0558238;-33.981070128970906
1739209599.0558279;-32.816014438256545
1739209599.0558317;-38.13080360867914
1739209599.0558355;-45.120503652039325
1739209599.0558393;-33.981070128970906
1739209599.055843;-32.816014438256545
1739209599.055847;-38.13080360867914
1739209599.0558507;-35.57807855764607
1739209599.0558546;-38.13080360867914
1739209599.0558584;-45.120503652039325
1739209599.0558622;-38.13080360867914
1739209599.055866;-38.13080360867914
1739209599.0558698;-33.981070128970906
1739209599.0558736;-35.57807855764607
1739209599.0558774;-38.13080360867914
1739209599.0558813;-45.120503652039325
1739209599.0558853;-38.13080360867914
1739209599.0558891;-45.120503652039325
1739209599.055893;-38.13080360867914
1739209599.0558968;-38.13080360867914
1739209599.0559006;-38.13080360867914
1739209599.0559044;-38.13080360867914
1739209599.0559082;-45.120503652039325
1739209599.055912;-45.120503652039325
1739209599.0559158;-33.981070128970906
1739209599.0559196;-38.13080360867914
1739209599.0559235;-38.13080360867914
1739209599.0559273;-45.120503652039325
1739209599.055931;-45.120503652039325
1739209599.055935;-35.57807855764607
1739209599.0559387;-38.13080360867914
1739209599.0559425;-45.120503652039325
1739209599.0559466;-38.13080360867914
1739209599.0559504;-45.120503652039325
1739209599.0559542;-35.57807855764607
1739209599.055958;-38.13080360867914
1739209599.0559618;-45.120503652039325
1739209599.0559657;-45.120503652039325
1739209599.0559695;-38.13080360867914
1739209599.0559733;-38.13080360867914
1739209599.055977;-38.13080360867914
1739209599.055981;-45.120503652039325
1739209599.0559847;-45.120503652039325
1739209599.0559886;-35.57807855764607
1739209599.0559924;-45.120503652039325
1739209599.0559962;-45.120503652039325
1739209599.056;-45.120503652039325
1739209599.056004;-38.13080360867914
1739209599.0560079;-38.13080360867914
1739209599.0560117;-38.13080360867914
1739209599.0560155;-33.981070128970906
1739209599.0560193;-45.120503652039325
1739209599.0560231;-38.13080360867914
1739209599.056027;-38.13080360867914
1739209599.0560308;-45.120503652039325
1739209599.0560346;-45.120503652039325
1739209599.0560384;-45.120503652039325
1739209599.0560422;-45.120503652039325
1739209599.056046;-38.13080360867914
1739209599.0560498;-38.13080360867914
1739209599.0560536;-31.141103565318915
1739209599.0560575;-38.13080360867914
1739209599.0560613;-38.13080360867914
1739209599.0560653;-38.13080360867914
1739209599.0560691;-33.981070128970906
1739209599.056073;-45.120503652039325
1739209599.0560768;-38.13080360867914
1739209599.0560806;-35.57807855764607
1739209599.0560844;-29.438486411369347
1739209599.0560882;-38.13080360867914
1739209599.056092;-38.13080360867914
1739209599.0560958;-38.13080360867914
1739209599.0560997;-45.120503652039325
1739209599.0561035;-45.120503652039325
1739209599.0561073;-38.13080360867914
1739209599.056111;-45.120503652039325
1739209599.056115;-27.267205301931607
1739209599.0561187;-31.141103565318915
1739209599.0561228;-38.13080360867914
1739209599.0561266;-45.120503652039325
1739209599.0561304;-33.981070128970906
1739209599.0561342;-38.13080360867914
1739209599.056138;-38.13080360867914
1739209599.0561419;-38.13080360867914
1739209599.0561457;-35.57807855764607
1739209599.0561495;-38.13080360867914
1739209599.0561533;-38.13080360867914
1739209599.056157;-31.141103565318893
1739209599.056161;-45.120503652039325
1739209599.0561647;-45.120503652039325
1739209599.0561686;-38.13080360867914
1739209599.0561724;-45.120503652039325
1739209599.0561762;-33.981070128970906
1739209599.05618;-32.816014438256545
1739209599.056184;-38.13080360867914
1739209599.0561879;-45.120503652039325
1739209599.0561917;-38.13080360867914
1739209599.0561955;-35.57807855764607
1739209599.0561993;-38.13080360867914
1739209599.0562031;-45.120503652039325
1739209599.056207;-45.120503652039325
1739209599.0562108;-38.13080360867914
1739209599.0562146;-45.120503652039325
1739209599.0562184;-45.120503652039325
1739209599.0562222;-38.13080360867914
1739209599.056226;-35.57807855764607
1739209599.0562298;-38.13080360867914
1739209599.0562336;-45.120503652039325
1739209599.0562375;-38.13080360867914
1739209599.0562415;-35.57807855764607
1739209599.0562453;-38.13080360867914
1739209599.0562491;-45.120503652039325
1739209599.056253;-45.120503652039325
1739209599.0562568;-45.120503652039325
1739209599.0562606;-38.13080360867914
1739209599.0562644;-45.120503652039325
1739209599.0562682;-32.816014438256545
1739209599.056272;-30.49652367304973
1739209599.0562758;-45.120503652039325
1739209599.0562797;-38.13080360867914
1739209599.0562835;-35.57807855764607
1739209599.0562873;-38.13080360867914
1739209599.056291;-45.120503652039325
1739209599.056295;-45.120503652039325
1739209599.0562987;-45.120503652039325
1739209599.0563028;-45.120503652039325
1739209599.0563066;-38.13080360867914
1739209599.0563104;-45.120503652039325
1739209599.0563142;-45.120503652039325
1739209599.056318;-38.13080360867914
1739209599.0563219;-35.57807855764607
1739209599.0563257;-45.120503652039325
1739209599.0563295;-31.141103565318915
1739209599.0563333;-26.991370085610736
1739209599.056337;-33.981070128970906
1739209599.056341;-45.120503652039325
1739209599.0563447;-33.981070128970906
1739209599.0563486;-38.13080360867914
1739209599.0563524;-45.120503652039325
1739209599.0563562;-45.120503652039325
1739209599.0563602;-45.120503652039325
1739209599.056364;-45.120503652039325
1739209599.0563679;-38.13080360867914
1739209599.0563717;-45.120503652039325
1739209599.0563755;-45.120503652039325
1739209599.0563793;-32.816014438256545
1739209599.0563831;-38.13080360867914
1739209599.056387;-45.120503652039325
1739209599.0563908;-45.120503652039325
1739209599.0563946;-45.120503652039325
1739209599.0563984;-45.120503652039325
1739209599.0564022;-38.13080360867914
1739209599.056406;-45.120503652039325
1739209599.0564098;-45.120503652039325
1739209599.0564137;-45.120503652039325
1739209599.0564175;-38.13080360867914
1739209599.0564215;-33.981070128970906
1739209599.0564253;-38.13080360867914
1739209599.0564291;-45.120503652039325
1739209599.056433;-38.13080360867914
1739209599.0564368;-38.13080360867914
1739209599.0564406;-38.13080360867914
1739209599.0564444;-38.13080360867914
1739209599.0564482;-45.120503652039325
1739209599.056452;-38.13080360867914
1739209599.0564559;-45.120503652039325
1739209599.0564597;-45.120503652039325
1739209599.0564635;-38.13080360867914
1739209599.0564673;-45.120503652039325
1739209599.056471;-38.13080360867914
1739209599.056475;-31.141103565318915
1739209599.056479;-45.120503652039325
1739209599.0564828;-35.57807855764607
1739209599.0564866;-35.57807855764607
1739209599.0564904;-45.120503652039325
1739209599.0564942;-45.120503652039325
1739209599.056498;-45.120503652039325
1739209599.0565019;-38.13080360867914
1739209599.0565057;-45.120503652039325
1739209599.0565095;-33.981070128970906
1739209599.0565133;-45.120503652039325
1739209599.0565171;-45.120503652039325
1739209599.056521;-45.120503652039325
1739209599.0565248;-45.120503652039325
1739209599.0565286;-45.120503652039325
1739209599.0565324;-45.120503652039325
1739209599.0565362;-33.981070128970906
1739209599.0565403;-45.120503652039325
