CAN Message; 0x150:0400e118ae2d0e3b
1739209889.6546257;-38.13080360867914
1739209889.6546273;-32.816014438256545
1739209889.654629;-45.120503652039325
1739209889.654631;-45.120503652039325
1739209889.6546326;-45.120503652039325
1739209889.6546342;-38.13080360867914
1739209889.654636;-38.13080360867914
1739209889.6546378;-45.120503652039325
1739209889.6546395;-45.120503652039325
1739209889.6546412;-45.120503652039325
1739209889.6546428;-45.120503652039325
1739209889.6546447;-45.120503652039325
1739209889.6546464;-38.13080360867914
1739209889.654648;-38.13080360867914
1739209889.6546497;-45.120503652039325
1739209889.6546516;-45.120503652039325
1739209889.6546533;-38.13080360867914
1739209889.654655;-38.13080360867914
1739209889.6546566;-45.120503652039325
1739209889.6546586;-45.120503652039325
1739209889.6546602;-45.120503652039325
1739209889.654662;-32.816014438256545
1739209889.6546636;-38.13080360867914
1739209889.6546655;-45.120503652039325
1739209889.6546671;-45.120503652039325
1739209889.6546688;-35.57807855764607
1739209889.6546705;-38.13080360867914
1739209889.6546724;-45.120503652039325
1739209889.654674;-38.13080360867914
1739209889.6546757;-45.120503652039325
1739209889.6546774;-45.120503652039325
1739209889.654679;-45.120503652039325
1739209889.654681;-45.120503652039325
1739209889.6546826;-45.120503652039325
1739209889.6546843;-45.120503652039325
1739209889.654686;-45.120503652039325
1739209889.654688;-45.120503652039325
1739209889.6546896;-35.57807855764607
1739209889.6546912;-38.13080360867914
1739209889.654693;-45.120503652039325
1739209889.6546948;-38.13080360867914
1739209889.6546965;-35.57807855764607
1739209889.6546981;-38.13080360867914
1739209889.6546998;-45.120503652039325
1739209889.6547017;-45.120503652039325
1739209889.6547034;-45.120503652039325
1739209889.654705;-45.120503652039325
1739209889.6547067;-45.120503652039325
1739209889.6547086;-45.120503652039325
1739209889.6547103;-45.120503652039325
1739209889.654712;-35.57807855764607
1739209889.6547136;-38.13080360867914
1739209889.6547155;-45.120503652039325
1739209889.6547172;-45.120503652039325
1739209889.6547189;-45.120503652039325
1739209889.6547205;-45.120503652039325
1739209889.6547225;-38.13080360867914
1739209889.6547241;-35.57807855764607
1739209889.6547258;-38.13080360867914
1739209889.6547275;-38.13080360867914
1739209889.6547294;-45.120503652039325
1739209889.654731;-29.438486411369333
1739209889.6547327;-38.13080360867914
1739209889.6547344;-45.120503652039325
1739209889.6547363;-38.13080360867914
1739209889.654738;-45.120503652039325
1739209889.6547396;-38.13080360867914
1739209889.6547413;-45.120503652039325
1739209889.654743;-38.13080360867914
1739209889.6547449;-38.13080360867914
1739209889.6547465;-45.120503652039325
1739209889.6547482;-35.57807855764607
1739209889.6547499;-45.120503652039325
1739209889.6547518;-45.120503652039325
1739209889.6547534;-38.13080360867914
1739209889.654755;-35.57807855764607
1739209889.6547568;-45.120503652039325
1739209889.6547587;-30.49652367304973
1739209889.6547604;-38.13080360867914
1739209889.654762;-45.120503652039325
1739209889.6547637;-45.120503652039325
1739209889.6547656;-38.13080360867914
1739209889.6547673;-38.13080360867914
1739209889.654769;-45.120503652039325
1739209889.6547706;-38.13080360867914
1739209889.6547725;-45.120503652039325
1739209889.6547742;-45.120503652039325
1739209889.6547759;-45.120503652039325
1739209889.6547775;-45.120503652039325
1739209889.6547794;-45.120503652039325
1739209889.654781;-45.120503652039325
1739209889.6547828;-32.816014438256545
1739209889.6547844;-38.13080360867914
1739209889.6547863;-45.120503652039325
1739209889.654788;-45.120503652039325
1739209889.6547897;-38.13080360867914
1739209889.6547914;-38.13080360867914
1739209889.6547933;-45.120503652039325
1739209889.654795;-45.120503652039325
1739209889.6547966;-38.13080360867914
1739209889.6547983;-38.13080360867914
1739209889.6548002;-33.981070128970906
1739209889.6548018;-31.141103565318915
1739209889.6548035;-45.120503652039325
1739209889.6548052;-45.120503652039325
1739209889.6548069;-38.13080360867914
1739209889.6548088;-33.981070128970906
1739209889.6548104;-45.120503652039325
1739209889.654812;-38.13080360867914
1739209889.6548138;-38.13080360867914
1739209889.6548157;-38.13080360867914
1739209889.6548173;-35.57807855764607
1739209889.654819;-38.13080360867914
1739209889.6548207;-45.120503652039325
1739209889.6548226;-45.120503652039325
1739209889.6548243;-35.57807855764607
1739209889.654826;-38.13080360867914
1739209889.6548276;-38.13080360867914
1739209889.6548295;-33.981070128970906
1739209889.6548312;-45.120503652039325
1739209889.6548328;-38.13080360867914
1739209889.6548345;-38.13080360867914
1739209889.6548364;-38.13080360867914
1739209889.654838;-45.120503652039325
1739209889.6548398;-38.13080360867914
1739209889.6548414;-45.120503652039325
1739209889.6548433;-45.120503652039325
1739209889.654845;-45.120503652039325
1739209889.6548467;-38.13080360867914
1739209889.6548483;-38.13080360867914
1739209889.6548502;-38.13080360867914
1739209889.654852;-45.120503652039325
1739209889.6548536;-45.120503652039325
1739209889.6548553;-38.13080360867914
1739209889.6548572;-38.13080360867914
1739209889.6548588;-45.120503652039325
1739209889.6548605;-38.13080360867914
1739209889.6548622;-33.981070128970906
1739209889.654864;-45.120503652039325
1739209889.6548657;-45.120503652039325
1739209889.6548674;-38.13080360867914
1739209889.654869;-35.57807855764607
1739209889.6548707;-38.13080360867914
1739209889.6548727;-35.57807855764607
1739209889.6548743;-38.13080360867914
1739209889.654876;-35.57807855764607
1739209889.6548777;-33.981070128970906
1739209889.6548796;-45.120503652039325
1739209889.6548812;-45.120503652039325
1739209889.654883;-38.13080360867914
1739209889.6548846;-38.13080360867914
1739209889.6548865;-45.120503652039325
1739209889.6548882;-45.120503652039325
1739209889.6548898;-35.57807855764607
1739209889.6548915;-45.120503652039325
1739209889.6548934;-45.120503652039325
1739209889.654895;-38.13080360867914
1739209889.6548967;-38.13080360867914
1739209889.6548984;-33.981070128970906
1739209889.6549003;-38.13080360867914
1739209889.654902;-45.120503652039325
1739209889.6549037;-38.13080360867914
1739209889.6549053;-33.981070128970906
1739209889.6549072;-45.120503652039325
1739209889.654909;-45.120503652039325
1739209889.6549106;-35.57807855764607
1739209889.6549122;-38.13080360867914
1739209889.6549141;-45.120503652039325
1739209889.6549158;-45.120503652039325
1739209889.6549175;-45.120503652039325
1739209889.6549191;-45.120503652039325
1739209889.654921;-45.120503652039325
1739209889.6549227;-38.13080360867914
1739209889.6549244;-35.57807855764607
1739209889.654926;-38.13080360867914
1739209889.654928;-45.120503652039325
1739209889.6549296;-38.13080360867914
1739209889.6549313;-38.13080360867914
1739209889.654933;-38.13080360867914
1739209889.6549346;-45.120503652039325
1739209889.6549366;-38.13080360867914
1739209889.6549382;-35.57807855764607
1739209889.65494;-45.120503652039325
1739209889.6549416;-45.120503652039325
1739209889.6549435;-38.13080360867914
1739209889.6549451;-38.13080360867914
1739209889.6549468;-38.13080360867914
1739209889.6549485;-38.13080360867914
1739209889.6549504;-38.13080360867914
1739209889.654952;-31.141103565318893
1739209889.6549537;-45.120503652039325
1739209889.6549554;-38.13080360867914
1739209889.6549573;-38.13080360867914
1739209889.654959;-32.816014438256545
1739209889.6549606;-38.13080360867914
1739209889.6549623;-45.120503652039325
1739209889.6549642;-33.981070128970906
1739209889.6549659;-35.57807855764607
1739209889.6549675;-33.981070128970906
1739209889.6549692;-32.816014438256545
1739209889.6549711;-38.13080360867914
1739209889.6549728;-35.57807855764607
1739209889.6549745;-38.13080360867914
1739209889.6549761;-45.120503652039325
1739209889.654978;-38.13080360867914
1739209889.6549797;-35.57807855764607
1739209889.6549814;-38.13080360867914
1739209889.654983;-45.120503652039325
1739209889.654985;-38.13080360867914
1739209889.6549866;-38.13080360867914
1739209889.6549883;-45.120503652039325
1739209889.65499;-45.120503652039325
1739209889.6549919;-38.13080360867914
1739209889.6549935;-35.57807855764607
1739209889.6549952;-38.13080360867914
1739209889.6549969;-45.120503652039325
1739209889.6549985;-38.13080360867914
1739209889.6550004;-38.13080360867914
1739209889.655002;-38.13080360867914
1739209889.6550038;-38.13080360867914
1739209889.6550055;-38.13080360867914
1739209889.6550074;-35.57807855764607
1739209889.655009;-35.57807855764607
1739209889.6550107;-28.21854285175415
1739209889.6550124;-35.57807855764607
1739209889.6550143;-38.13080360867914
1739209889.655016;-38.13080360867914
1739209889.6550176;-38.13080360867914
1739209889.6550193;-45.120503652039325
1739209889.6550212;-45.120503652039325
1739209889.6550229;-38.13080360867914
1739209889.6550245;-35.57807855764607
1739209889.6550262;-45.120503652039325
1739209889.655028;-38.13080360867914
1739209889.6550298;-38.13080360867914
1739209889.6550314;-45.120503652039325
1739209889.655033;-45.120503652039325
1739209889.655035;-35.57807855764607
1739209889.6550367;-38.13080360867914
1739209889.6550384;-26.991370085610736
1739209889.65504;-35.57807855764607
1739209889.655042;-45.120503652039325
1739209889.6550436;-45.120503652039325
1739209889.6550453;-38.13080360867914
1739209889.655047;-38.13080360867914
1739209889.6550488;-45.120503652039325
1739209889.6550505;-33.981070128970906
1739209889.6550522;-45.120503652039325
1739209889.6550539;-45.120503652039325
1739209889.6550555;-35.57807855764607
1739209889.6550574;-45.120503652039325
1739209889.655059;-45.120503652039325
1739209889.6550608;-38.13080360867914
1739209889.6550624;-45.120503652039325
1739209889.6550643;-45.120503652039325
1739209889.655066;-38.13080360867914
1739209889.6550677;-45.120503652039325
1739209889.6550694;-45.120503652039325
1739209889.6550713;-45.120503652039325
1739209889.655073;-45.120503652039325
1739209889.6550746;-38.13080360867914
1739209889.6550763;-45.120503652039325
1739209889.6550782;-38.13080360867914
1739209889.6550798;-32.816014438256545
1739209889.6550815;-38.13080360867914
1739209889.6550832;-45.120503652039325
1739209889.655085;-38.13080360867914
1739209889.6550868;-45.120503652039325
1739209889.6550884;-38.13080360867914
1739209889.65509;-45.120503652039325
1739209889.655092;-38.13080360867914
1739209889.6550937;-45.120503652039325
1739209889.6550953;-45.120503652039325
1739209889.655097;-35.57807855764607
1739209889.655099;-38.13080360867914
1739209889.6551006;-45.120503652039325
1739209889.6551023;-45.120503652039325
1739209889.655104;-35.57807855764607
1739209889.6551058;-33.981070128970906
1739209889.6551075;-30.49652367304973
1739209889.6551092;-32.816014438256545
1739209889.6551108;-38.13080360867914
1739209889.6551127;-38.13080360867914
1739209889.6551144;-35.57807855764607
1739209889.655116;-45.120503652039325
1739209889.6551178;-45.120503652039325
1739209889.6551194;-38.13080360867914
1739209889.6551213;-38.13080360867914
1739209889.655123;-38.13080360867914
1739209889.6551247;-45.120503652039325
1739209889.6551263;-45.120503652039325
1739209889.6551282;-45.120503652039325
1739209889.65513;-38.13080360867914
1739209889.6551316;-45.120503652039325
1739209889.6551332;-45.120503652039325
1739209889.6551352;-45.120503652039325
1739209889.6551368;-45.120503652039325
1739209889.6551385;-45.120503652039325
1739209889.6551402;-45.120503652039325
1739209889.655142;-45.120503652039325
1739209889.6551437;-38.13080360867914
1739209889.6551454;-38.13080360867914
1739209889.655147;-38.13080360867914
1739209889.655149;-33.981070128970906
1739209889.6551507;-30.49652367304973
1739209889.6551523;-45.120503652039325
1739209889.655154;-45.120503652039325
1739209889.655156;-38.13080360867914
1739209889.6551576;-33.981070128970906
1739209889.6551592;-45.120503652039325
1739209889.655161;-38.13080360867914
1739209889.6551628;-45.120503652039325
1739209889.6551645;-45.120503652039325
1739209889.6551661;-45.120503652039325
1739209889.6551678;-38.13080360867914
1739209889.6551697;-33.981070128970906
1739209889.6551714;-45.120503652039325
1739209889.655173;-38.13080360867914
1739209889.6551747;-45.120503652039325
1739209889.6551766;-38.13080360867914
1739209889.6551783;-35.57807855764607
1739209889.65518;-38.13080360867914
1739209889.6551816;-45.120503652039325
1739209889.6551833;-38.13080360867914
1739209889.6551852;-35.57807855764607
1739209889.655187;-45.120503652039325
1739209889.6551886;-38.13080360867914
1739209889.6551902;-33.981070128970906
1739209889.6551921;-45.120503652039325
1739209889.6551938;-38.13080360867914
1739209889.6551955;-35.57807855764607
1739209889.6551971;-35.57807855764607
1739209889.655199;-38.13080360867914
1739209889.6552007;-45.120503652039325
1739209889.6552024;-45.120503652039325
1739209889.655204;-45.120503652039325
1739209889.655206;-38.13080360867914
1739209889.6552076;-35.57807855764607
1739209889.6552093;-38.13080360867914
1739209889.655211;-45.120503652039325
1739209889.6552129;-45.120503652039325
1739209889.6552145;-38.13080360867914
1739209889.6552162;-38.13080360867914
1739209889.655218;-45.120503652039325
1739209889.6552198;-38.13080360867914
1739209889.6552215;-38.13080360867914
1739209889.6552231;-45.120503652039325
1739209889.6552248;-38.13080360867914
1739209889.6552267;-38.13080360867914
1739209889.6552284;-38.13080360867914
1739209889.65523;-45.120503652039325
1739209889.6552317;-45.120503652039325
1739209889.6552336;-38.13080360867914
1739209889.6552353;-38.13080360867914
1739209889.655237;-38.13080360867914
1739209889.6552386;-35.57807855764607
1739209889.6552405;-38.13080360867914
1739209889.6552422;-45.120503652039325
1739209889.6552439;-38.13080360867914
1739209889.6552455;-35.57807855764607
1739209889.6552472;-45.120503652039325
1739209889.655249;-45.120503652039325
1739209889.6552508;-38.13080360867914
1739209889.6552525;-35.57807855764607
1739209889.6552541;-35.57807855764607
1739209889.655256;-45.120503652039325
1739209889.6552577;-38.13080360867914
1739209889.6552594;-45.120503652039325
1739209889.655261;-33.981070128970906
1739209889.655263;-31.141103565318915
1739209889.6552646;-45.120503652039325
1739209889.6552663;-32.816014438256545
1739209889.655268;-38.13080360867914
1739209889.6552699;-38.13080360867914
1739209889.6552715;-38.13080360867914
1739209889.6552732;-38.13080360867914
1739209889.6552749;-45.120503652039325
1739209889.6552768;-38.13080360867914
1739209889.6552784;-38.13080360867914
1739209889.65528;-35.57807855764607
1739209889.6552818;-38.13080360867914
1739209889.6552837;-45.120503652039325
1739209889.6552854;-45.120503652039325
1739209889.655287;-38.13080360867914
1739209889.6552887;-33.981070128970906
1739209889.6552906;-30.49652367304973
1739209889.6552923;-38.13080360867914
1739209889.655294;-38.13080360867914
1739209889.6552956;-38.13080360867914
1739209889.6552975;-38.13080360867914
1739209889.6552992;-45.120503652039325
1739209889.6553009;-45.120503652039325
1739209889.6553025;-45.120503652039325
1739209889.6553044;-45.120503652039325
1739209889.655306;-45.120503652039325
1739209889.6553078;-45.120503652039325
1739209889.6553094;-45.120503652039325
1739209889.655311;-45.120503652039325
1739209889.655313;-38.13080360867914
1739209889.6553147;-35.57807855764607
1739209889.6553164;-45.120503652039325
1739209889.655318;-45.120503652039325
1739209889.65532;-45.120503652039325
1739209889.6553216;-38.13080360867914
1739209889.6553233;-45.120503652039325
1739209889.655325;-45.120503652039325
1739209889.6553268;-45.120503652039325
1739209889.6553285;-45.120503652039325
1739209889.6553302;-35.57807855764607
1739209889.6553319;-27.8777449560314
1739209889.6553338;-38.13080360867914
1739209889.6553354;-45.120503652039325
1739209889.655337;-45.120503652039325
1739209889.6553388;-32.816014438256545
1739209889.6553407;-45.120503652039325
1739209889.6553423;-45.120503652039325
1739209889.655344;-45.120503652039325
1739209889.6553457;-45.120503652039325
1739209889.6553476;-45.120503652039325
1739209889.6553493;-45.120503652039325
1739209889.655351;-45.120503652039325
1739209889.6553526;-45.120503652039325
1739209889.6553545;-38.13080360867914
1739209889.6553562;-45.120503652039325
1739209889.6553578;-38.13080360867914
1739209889.6553595;-26.035653463252796
1739209889.6553614;-33.981070128970906
1739209889.655363;-38.13080360867914
1739209889.6553648;-45.120503652039325
1739209889.6553664;-31.141103565318893
1739209889.6553683;-45.120503652039325
1739209889.65537;-45.120503652039325
1739209889.6553717;-38.13080360867914
1739209889.6553733;-38.13080360867914
1739209889.655375;-45.120503652039325
1739209889.655377;-38.13080360867914
1739209889.6553786;-45.120503652039325
1739209889.6553802;-38.13080360867914
1739209889.655382;-38.13080360867914
1739209889.6553838;-45.120503652039325
1739209889.6553855;-45.120503652039325
1739209889.6553872;-32.816014438256545
1739209889.6553888;-33.981070128970906
1739209889.6553907;-45.120503652039325
1739209889.6553924;-38.13080360867914
1739209889.655394;-45.120503652039325
1739209889.6553957;-38.13080360867914
1739209889.6553977;-38.13080360867914
1739209889.6553993;-45.120503652039325
1739209889.655401;-45.120503652039325
1739209889.6554027;-45.120503652039325
1739209889.6554046;-45.120503652039325
1739209889.6554062;-45.120503652039325
1739209889.655408;-35.57807855764607
1739209889.6554096;-38.13080360867914
1739209889.6554115;-45.120503652039325
1739209889.6554132;-38.13080360867914
1739209889.6554148;-38.13080360867914
1739209889.6554165;-45.120503652039325
1739209889.6554184;-45.120503652039325
1739209889.65542;-45.120503652039325
1739209889.6554217;-45.120503652039325
1739209889.6554234;-38.13080360867914
1739209889.6554253;-35.57807855764607
1739209889.655427;-45.120503652039325
1739209889.6554286;-38.13080360867914
1739209889.6554303;-35.57807855764607
1739209889.6554322;-45.120503652039325
1739209889.655434;-38.13080360867914
1739209889.6554356;-35.57807855764607
1739209889.6554372;-33.981070128970906
1739209889.655439;-35.57807855764607
1739209889.6554408;-38.13080360867914
1739209889.6554425;-45.120503652039325
1739209889.6554441;-45.120503652039325
1739209889.6554458;-38.13080360867914
1739209889.6554477;-38.13080360867914
1739209889.6554494;-45.120503652039325
1739209889.655451;-38.13080360867914
1739209889.6554527;-32.816014438256545
1739209889.6554546;-45.120503652039325
1739209889.6554563;-38.13080360867914
1739209889.655458;-45.120503652039325
1739209889.6554596;-45.120503652039325
1739209889.6554615;-45.120503652039325
1739209889.6554632;-45.120503652039325
1739209889.655465;-45.120503652039325
1739209889.6554666;-35.57807855764607
1739209889.6554685;-45.120503652039325
1739209889.6554701;-45.120503652039325
1739209889.6554718;-33.981070128970906
1739209889.6554735;-35.57807855764607
1739209889.6554754;-45.120503652039325
1739209889.655477;-45.120503652039325
1739209889.6554787;-35.57807855764607
1739209889.6554804;-38.13080360867914
1739209889.6554823;-45.120503652039325
1739209889.655484;-45.120503652039325
1739209889.6554856;-38.13080360867914
1739209889.6554873;-38.13080360867914
1739209889.6554892;-38.13080360867914
1739209889.6554909;-45.120503652039325
1739209889.6554925;-45.120503652039325
1739209889.6554942;-38.13080360867914
1739209889.6554961;-45.120503652039325
1739209889.6554978;-45.120503652039325
1739209889.6554995;-33.981070128970906
1739209889.6555011;-38.13080360867914
1739209889.6555028;-45.120503652039325
1739209889.6555047;-38.13080360867914
1739209889.6555064;-32.816014438256545
1739209889.655508;-38.13080360867914
1739209889.6555097;-32.816014438256545
1739209889.6555116;-38.13080360867914
1739209889.6555133;-38.13080360867914
1739209889.655515;-38.13080360867914
1739209889.6555166;-38.13080360867914
1739209889.6555185;-45.120503652039325
1739209889.6555202;-38.13080360867914
1739209889.6555219;-38.13080360867914
1739209889.6555235;-45.120503652039325
1739209889.6555254;-45.120503652039325
