CAN Message; 0x77:24a0c1b1f2533899
1739209896.9827368;-38.13080360867914
1739209896.9827392;-38.13080360867914
1739209896.9827418;-35.57807855764607
1739209896.9827445;-38.13080360867914
1739209896.9827468;-45.120503652039325
1739209896.9827495;-45.120503652039325
1739209896.982752;-45.120503652039325
1739209896.9827547;-45.120503652039325
1739209896.982757;-35.57807855764607
1739209896.9827597;-38.13080360867914
1739209896.9827623;-45.120503652039325
1739209896.9827647;-45.120503652039325
1739209896.9827673;-45.120503652039325
1739209896.98277;-45.120503652039325
1739209896.9827724;-45.120503652039325
1739209896.982775;-38.13080360867914
1739209896.9827776;-35.57807855764607
1739209896.9827802;-38.13080360867914
1739209896.9827826;-38.13080360867914
1739209896.9827852;-38.13080360867914
1739209896.9827878;-38.13080360867914
1739209896.9827902;-38.13080360867914
1739209896.9827929;-38.13080360867914
1739209896.9827955;-38.13080360867914
1739209896.9827979;-45.120503652039325
1739209896.9828005;-45.120503652039325
1739209896.982803;-38.13080360867914
1739209896.9828057;-38.13080360867914
1739209896.982808;-45.120503652039325
1739209896.9828107;-45.120503652039325
1739209896.9828134;-45.120503652039325
1739209896.9828157;-38.13080360867914
1739209896.9828184;-45.120503652039325
1739209896.982821;-45.120503652039325
1739209896.9828236;-45.120503652039325
1739209896.982826;-45.120503652039325
1739209896.9828286;-38.13080360867914
1739209896.9828312;-33.981070128970906
1739209896.9828336;-32.816014438256545
1739209896.9828362;-38.13080360867914
1739209896.9828389;-45.120503652039325
1739209896.9828413;-45.120503652039325
1739209896.9828439;-27.8777449560314
1739209896.9828465;-33.981070128970906
1739209896.9828491;-45.120503652039325
1739209896.9828515;-38.13080360867914
1739209896.9828541;-35.57807855764607
1739209896.9828568;-45.120503652039325
1739209896.9828591;-45.120503652039325
1739209896.9828618;-38.13080360867914
1739209896.9828644;-38.13080360867914
1739209896.982867;-45.120503652039325
1739209896.9828694;-45.120503652039325
1739209896.982872;-38.13080360867914
1739209896.9828746;-45.120503652039325
1739209896.982877;-38.13080360867914
1739209896.9828796;-38.13080360867914
1739209896.9828823;-38.13080360867914
1739209896.9828846;-31.141103565318893
1739209896.9828873;-33.981070128970906
1739209896.98289;-45.120503652039325
1739209896.9828925;-45.120503652039325
1739209896.982895;-32.816014438256545
1739209896.9828975;-45.120503652039325
1739209896.9829001;-45.120503652039325
1739209896.9829025;-38.13080360867914
1739209896.9829051;-30.49652367304973
1739209896.9829078;-32.816014438256545
1739209896.9829104;-45.120503652039325
1739209896.9829128;-38.13080360867914
1739209896.9829154;-35.57807855764607
1739209896.982918;-38.13080360867914
1739209896.9829204;-45.120503652039325
1739209896.982923;-38.13080360867914
1739209896.9829257;-45.120503652039325
1739209896.982928;-45.120503652039325
1739209896.9829307;-45.120503652039325
1739209896.9829333;-45.120503652039325
1739209896.982936;-45.120503652039325
1739209896.9829383;-45.120503652039325
1739209896.982941;-32.816014438256545
1739209896.9829435;-38.13080360867914
1739209896.982946;-30.49652367304973
1739209896.9829485;-28.992665084841942
1739209896.9829512;-45.120503652039325
1739209896.9829538;-38.13080360867914
1739209896.9829562;-35.57807855764607
1739209896.9829588;-35.57807855764607
1739209896.9829614;-45.120503652039325
1739209896.9829638;-38.13080360867914
1739209896.9829664;-38.13080360867914
1739209896.982969;-45.120503652039325
1739209896.9829714;-38.13080360867914
1739209896.982974;-38.13080360867914
1739209896.9829767;-38.13080360867914
1739209896.9829793;-38.13080360867914
1739209896.9829817;-45.120503652039325
1739209896.9829843;-38.13080360867914
1739209896.982987;-32.816014438256545
1739209896.9829893;-31.141103565318915
1739209896.982992;-45.120503652039325
1739209896.9829946;-45.120503652039325
1739209896.982997;-38.13080360867914
1739209896.9829996;-38.13080360867914
1739209896.9830022;-45.120503652039325
1739209896.9830048;-38.13080360867914
1739209896.9830072;-38.13080360867914
1739209896.9830098;-38.13080360867914
1739209896.9830124;-38.13080360867914
1739209896.9830148;-38.13080360867914
1739209896.9830174;-45.120503652039325
1739209896.98302;-33.981070128970906
1739209896.9830227;-45.120503652039325
1739209896.983025;-45.120503652039325
1739209896.9830277;-38.13080360867914
1739209896.9830303;-45.120503652039325
1739209896.9830327;-45.120503652039325
1739209896.9830353;-45.120503652039325
1739209896.983038;-38.13080360867914
1739209896.9830403;-45.120503652039325
1739209896.983043;-45.120503652039325
1739209896.9830456;-38.13080360867914
1739209896.9830482;-35.57807855764607
1739209896.9830506;-28.992665084841942
1739209896.9830532;-45.120503652039325
1739209896.9830558;-38.13080360867914
1739209896.9830582;-32.816014438256545
1739209896.9830608;-30.49652367304973
1739209896.9830635;-38.13080360867914
1739209896.983066;-45.120503652039325
1739209896.9830685;-38.13080360867914
1739209896.983071;-45.120503652039325
1739209896.9830737;-45.120503652039325
1739209896.983076;-45.120503652039325
1739209896.9830787;-32.816014438256545
1739209896.9830813;-33.981070128970906
1739209896.9830837;-45.120503652039325
1739209896.9830863;-45.120503652039325
1739209896.983089;-45.120503652039325
1739209896.9830916;-38.13080360867914
1739209896.983094;-45.120503652039325
1739209896.9830966;-38.13080360867914
1739209896.9830992;-38.13080360867914
1739209896.9831016;-38.13080360867914
1739209896.9831042;-38.13080360867914
1739209896.9831069;-32.816014438256545
1739209896.9831095;-38.13080360867914
1739209896.9831119;-35.57807855764607
1739209896.9831145;-33.981070128970906
1739209896.983117;-38.13080360867914
1739209896.9831195;-35.57807855764607
1739209896.983122;-38.13080360867914
1739209896.9831247;-38.13080360867914
1739209896.983127;-38.13080360867914
1739209896.9831297;-38.13080360867914
1739209896.9831324;-45.120503652039325
1739209896.983135;-45.120503652039325
1739209896.9831374;-35.57807855764607
1739209896.98314;-38.13080360867914
1739209896.9831426;-38.13080360867914
1739209896.983145;-45.120503652039325
1739209896.9831476;-38.13080360867914
1739209896.9831502;-45.120503652039325
1739209896.9831529;-35.57807855764607
1739209896.9831553;-32.816014438256545
1739209896.9831579;-45.120503652039325
1739209896.9831605;-35.57807855764607
1739209896.9831629;-38.13080360867914
1739209896.9831655;-45.120503652039325
1739209896.9831681;-45.120503652039325
1739209896.9831705;-45.120503652039325
1739209896.9831731;-45.120503652039325
1739209896.9831758;-38.13080360867914
1739209896.9831784;-38.13080360867914
1739209896.9831808;-35.57807855764607
1739209896.9831834;-45.120503652039325
1739209896.983186;-45.120503652039325
1739209896.9831884;-38.13080360867914
1739209896.983191;-45.120503652039325
1739209896.9831936;-35.57807855764607
1739209896.983196;-30.49652367304973
1739209896.9831986;-45.120503652039325
1739209896.9832013;-35.57807855764607
1739209896.983204;-35.57807855764607
1739209896.9832063;-32.816014438256545
1739209896.983209;-38.13080360867914
1739209896.9832115;-32.816014438256545
1739209896.983214;-38.13080360867914
1739209896.9832165;-45.120503652039325
1739209896.9832191;-38.13080360867914
1739209896.9832218;-35.57807855764607
1739209896.9832242;-38.13080360867914
1739209896.9832268;-45.120503652039325
1739209896.9832294;-45.120503652039325
1739209896.9832318;-38.13080360867914
1739209896.9832344;-33.981070128970906
1739209896.983237;-45.120503652039325
1739209896.9832394;-45.120503652039325
1739209896.983242;-45.120503652039325
1739209896.9832447;-38.13080360867914
1739209896.9832473;-38.13080360867914
1739209896.9832497;-45.120503652039325
1739209896.9832523;-45.120503652039325
1739209896.983255;-45.120503652039325
1739209896.9832573;-29.438486411369333
1739209896.98326;-38.13080360867914
1739209896.9832625;-35.57807855764607
1739209896.9832652;-45.120503652039325
1739209896.9832675;-45.120503652039325
1739209896.9832702;-45.120503652039325
1739209896.9832728;-38.13080360867914
1739209896.9832752;-45.120503652039325
1739209896.9832778;-29.438486411369375
1739209896.9832804;-45.120503652039325
1739209896.9832828;-38.13080360867914
1739209896.9832854;-35.57807855764607
1739209896.983288;-45.120503652039325
1739209896.9832907;-38.13080360867914
1739209896.983293;-45.120503652039325
1739209896.9832957;-45.120503652039325
1739209896.9832983;-31.141103565318893
1739209896.9833007;-38.13080360867914
1739209896.9833033;-45.120503652039325
1739209896.983306;-38.13080360867914
1739209896.9833086;-32.816014438256545
1739209896.983311;-45.120503652039325
1739209896.9833136;-38.13080360867914
1739209896.9833162;-38.13080360867914
1739209896.9833186;-45.120503652039325
1739209896.9833212;-38.13080360867914
1739209896.9833238;-35.57807855764607
1739209896.9833262;-38.13080360867914
1739209896.9833288;-38.13080360867914
1739209896.9833314;-45.120503652039325
1739209896.983334;-32.816014438256545
1739209896.9833364;-38.13080360867914
1739209896.983339;-38.13080360867914
1739209896.9833417;-45.120503652039325
1739209896.983344;-38.13080360867914
1739209896.9833467;-38.13080360867914
1739209896.9833493;-45.120503652039325
1739209896.9833517;-38.13080360867914
1739209896.9833543;-32.816014438256545
1739209896.983357;-45.120503652039325
1739209896.9833596;-30.49652367304973
1739209896.983362;-32.816014438256545
1739209896.9833646;-38.13080360867914
1739209896.9833672;-33.981070128970906
1739209896.9833696;-45.120503652039325
1739209896.9833722;-38.13080360867914
1739209896.9833748;-38.13080360867914
1739209896.9833775;-38.13080360867914
1739209896.9833798;-38.13080360867914
1739209896.9833825;-45.120503652039325
1739209896.983385;-38.13080360867914
1739209896.9833875;-38.13080360867914
1739209896.98339;-45.120503652039325
1739209896.9833927;-45.120503652039325
1739209896.983395;-35.57807855764607
1739209896.9833977;-38.13080360867914
1739209896.9834003;-31.141103565318915
1739209896.983403;-30.49652367304973
1739209896.9834054;-35.57807855764607
1739209896.983408;-38.13080360867914
1739209896.9834106;-38.13080360867914
1739209896.983413;-45.120503652039325
1739209896.9834156;-45.120503652039325
1739209896.9834182;-45.120503652039325
1739209896.9834208;-45.120503652039325
1739209896.9834232;-38.13080360867914
1739209896.9834259;-35.57807855764607
1739209896.9834285;-45.120503652039325
1739209896.9834309;-38.13080360867914
1739209896.9834335;-38.13080360867914
1739209896.983436;-38.13080360867914
1739209896.9834385;-45.120503652039325
1739209896.983441;-45.120503652039325
1739209896.9834437;-45.120503652039325
1739209896.9834464;-35.57807855764607
1739209896.9834487;-38.13080360867914
1739209896.9834514;-45.120503652039325
1739209896.983454;-45.120503652039325
1739209896.9834564;-35.57807855764607
1739209896.983459;-38.13080360867914
1739209896.9834616;-38.13080360867914
1739209896.9834642;-35.57807855764607
1739209896.9834666;-38.13080360867914
1739209896.9834692;-38.13080360867914
1739209896.9834719;-45.120503652039325
1739209896.9834743;-33.981070128970906
1739209896.9834769;-38.13080360867914
1739209896.9834795;-33.981070128970906
1739209896.983482;-45.120503652039325
1739209896.9834845;-45.120503652039325
1739209896.9834871;-32.816014438256545
1739209896.9834898;-33.981070128970906
1739209896.9834921;-45.120503652039325
1739209896.9834948;-45.120503652039325
1739209896.9834974;-35.57807855764607
1739209896.9834998;-38.13080360867914
1739209896.9835024;-45.120503652039325
1739209896.983505;-38.13080360867914
1739209896.9835076;-35.57807855764607
1739209896.98351;-38.13080360867914
1739209896.9835126;-45.120503652039325
1739209896.9835153;-38.13080360867914
1739209896.9835176;-32.816014438256545
1739209896.9835203;-38.13080360867914
1739209896.983523;-45.120503652039325
1739209896.9835253;-38.13080360867914
1739209896.983528;-32.816014438256545
1739209896.9835305;-38.13080360867914
1739209896.9835331;-45.120503652039325
1739209896.9835355;-38.13080360867914
1739209896.9835382;-38.13080360867914
1739209896.9835408;-38.13080360867914
1739209896.9835432;-45.120503652039325
1739209896.9835458;-45.120503652039325
1739209896.9835484;-38.13080360867914
1739209896.9835508;-38.13080360867914
1739209896.9835534;-45.120503652039325
1739209896.983556;-45.120503652039325
1739209896.9835587;-38.13080360867914
1739209896.983561;-38.13080360867914
1739209896.9835637;-45.120503652039325
1739209896.9835663;-45.120503652039325
1739209896.9835687;-38.13080360867914
1739209896.9835713;-38.13080360867914
1739209896.983574;-45.120503652039325
1739209896.9835765;-33.981070128970906
1739209896.983579;-38.13080360867914
1739209896.9835815;-45.120503652039325
1739209896.9835842;-45.120503652039325
1739209896.9835865;-45.120503652039325
1739209896.9835892;-45.120503652039325
1739209896.9835918;-45.120503652039325
1739209896.9835942;-45.120503652039325
1739209896.9835968;-38.13080360867914
1739209896.9835994;-38.13080360867914
1739209896.983602;-38.13080360867914
1739209896.9836044;-45.120503652039325
1739209896.983607;-33.981070128970906
1739209896.9836097;-30.49652367304973
1739209896.983612;-38.13080360867914
1739209896.9836147;-45.120503652039325
1739209896.9836173;-38.13080360867914
1739209896.98362;-32.816014438256545
1739209896.9836223;-45.120503652039325
1739209896.983625;-45.120503652039325
1739209896.9836276;-45.120503652039325
1739209896.98363;-45.120503652039325
1739209896.9836326;-45.120503652039325
1739209896.9836352;-45.120503652039325
1739209896.9836376;-38.13080360867914
1739209896.9836402;-35.57807855764607
1739209896.9836428;-38.13080360867914
1739209896.9836454;-45.120503652039325
1739209896.9836478;-38.13080360867914
1739209896.9836504;-31.141103565318893
1739209896.983653;-38.13080360867914
1739209896.9836555;-45.120503652039325
1739209896.983658;-33.981070128970906
1739209896.9836607;-32.816014438256545
1739209896.9836633;-33.981070128970906
1739209896.9836657;-45.120503652039325
1739209896.9836683;-38.13080360867914
1739209896.983671;-35.57807855764607
1739209896.9836733;-38.13080360867914
1739209896.983676;-45.120503652039325
1739209896.9836786;-45.120503652039325
1739209896.983681;-38.13080360867914
1739209896.9836836;-38.13080360867914
1739209896.9836862;-45.120503652039325
1739209896.9836888;-45.120503652039325
1739209896.9836912;-45.120503652039325
1739209896.9836938;-38.13080360867914
1739209896.9836965;-45.120503652039325
1739209896.9836988;-38.13080360867914
1739209896.9837015;-35.57807855764607
1739209896.983704;-33.981070128970906
1739209896.9837067;-45.120503652039325
1739209896.983709;-33.981070128970906
1739209896.9837117;-26.487275050834715
1739209896.9837143;-45.120503652039325
1739209896.9837167;-45.120503652039325
1739209896.9837193;-45.120503652039325
1739209896.983722;-35.57807855764607
1739209896.9837244;-45.120503652039325
1739209896.983727;-45.120503652039325
1739209896.9837296;-45.120503652039325
1739209896.9837322;-38.13080360867914
1739209896.9837346;-38.13080360867914
1739209896.9837372;-45.120503652039325
1739209896.9837399;-38.13080360867914
1739209896.9837422;-45.120503652039325
1739209896.9837449;-38.13080360867914
1739209896.9837475;-45.120503652039325
1739209896.9837499;-38.13080360867914
1739209896.9837525;-29.438486411369333
1739209896.983755;-38.13080360867914
1739209896.9837577;-45.120503652039325
1739209896.98376;-38.13080360867914
1739209896.9837627;-32.816014438256545
1739209896.9837654;-38.13080360867914
1739209896.9837677;-45.120503652039325
1739209896.9837704;-38.13080360867914
1739209896.983773;-32.816014438256545
1739209896.9837756;-38.13080360867914
1739209896.983778;-45.120503652039325
1739209896.9837806;-45.120503652039325
1739209896.9837832;-38.13080360867914
1739209896.9837856;-35.57807855764607
1739209896.9837883;-45.120503652039325
1739209896.9837909;-38.13080360867914
1739209896.9837933;-45.120503652039325
1739209896.983796;-38.13080360867914
1739209896.9837985;-45.120503652039325
1739209896.9838011;-45.120503652039325
1739209896.9838035;-45.120503652039325
1739209896.9838061;-38.13080360867914
1739209896.9838088;-45.120503652039325
1739209896.9838111;-45.120503652039325
1739209896.9838138;-25.826314394896354
1739209896.9838164;-32.816014438256545
1739209896.983819;-45.120503652039325
1739209896.9838214;-38.13080360867914
1739209896.983824;-30.49652367304973
1739209896.9838266;-35.57807855764607
1739209896.983829;-45.120503652039325
1739209896.9838316;-38.13080360867914
1739209896.9838343;-38.13080360867914
1739209896.9838367;-45.120503652039325
1739209896.9838393;-45.120503652039325
1739209896.983842;-45.120503652039325
1739209896.9838445;-35.57807855764607
1739209896.983847;-33.981070128970906
1739209896.9838495;-45.120503652039325
1739209896.9838521;-38.13080360867914
1739209896.9838545;-31.141103565318893
1739209896.9838572;-33.981070128970906
1739209896.9838598;-45.120503652039325
1739209896.9838624;-38.13080360867914
1739209896.9838648;-38.13080360867914
1739209896.9838674;-45.120503652039325
1739209896.98387;-45.120503652039325
1739209896.9838724;-38.13080360867914
1739209896.983875;-35.57807855764607
1739209896.9838777;-35.57807855764607
1739209896.98388;-45.120503652039325
1739209896.9838827;-45.120503652039325
1739209896.9838853;-35.57807855764607
1739209896.983888;-35.57807855764607
1739209896.9838903;-45.120503652039325
1739209896.983893;-38.13080360867914
1739209896.9838955;-45.120503652039325
1739209896.983898;-45.120503652039325
1739209896.9839005;-45.120503652039325
1739209896.9839032;-38.13080360867914
1739209896.9839056;-45.120503652039325
1739209896.9839082;-38.13080360867914
1739209896.9839108;-35.57807855764607
1739209896.9839134;-45.120503652039325
1739209896.9839158;-45.120503652039325
1739209896.9839184;-45.120503652039325
1739209896.983921;-45.120503652039325
1739209896.9839234;-45.120503652039325
1739209896.983926;-45.120503652039325
1739209896.9839287;-33.981070128970906
1739209896.9839313;-38.13080360867914
1739209896.9839337;-38.13080360867914
1739209896.9839363;-38.13080360867914
1739209896.983939;-45.120503652039325
1739209896.9839413;-35.57807855764607
1739209896.983944;-38.13080360867914
1739209896.9839466;-45.120503652039325
1739209896.983949;-45.120503652039325
1739209896.9839516;-45.120503652039325
1739209896.9839542;-45.120503652039325
1739209896.9839568;-45.120503652039325
1739209896.9839592;-45.120503652039325
1739209896.9839618;-35.57807855764607
1739209896.9839644;-38.13080360867914
1739209896.9839668;-45.120503652039325
1739209896.9839694;-45.120503652039325
1739209896.983972;-35.57807855764607
1739209896.9839747;-45.120503652039325
1739209896.983977;-45.120503652039325
1739209896.9839797;-33.981070128970906
1739209896.9839823;-38.13080360867914
1739209896.9839847;-45.120503652039325
1739209896.9839873;-45.120503652039325
1739209896.98399;-33.981070128970906
1739209896.9839923;-38.13080360867914
1739209896.983995;-45.120503652039325
1739209896.9839976;-45.120503652039325
1739209896.9840002;-45.120503652039325
1739209896.9840026;-45.120503652039325
1739209896.9840052;-38.13080360867914
1739209896.9840078;-38.13080360867914
1739209896.9840102;-38.13080360867914
1739209896.9840128;-38.13080360867914
1739209896.9840155;-38.13080360867914
1739209896.984018;-38.13080360867914
1739209896.9840205;-33.981070128970906
1739209896.984023;-38.13080360867914
1739209896.9840257;-45.120503652039325
1739209896.984028;-38.13080360867914
1739209896.9840307;-33.981070128970906
1739209896.9840333;-45.120503652039325
1739209896.9840357;-38.13080360867914
1739209896.9840384;-45.120503652039325
1739209896.984041;-28.992665084841942
1739209896.9840436;-33.981070128970906
1739209896.984046;-38.13080360867914
1739209896.9840486;-35.57807855764607
1739209896.9840512;-38.13080360867914
1739209896.9840536;-38.13080360867914
1739209896.9840562;-45.120503652039325
1739209896.9840589;-33.981070128970906
1739209896.9840615;-35.57807855764607
1739209896.9840639;-38.13080360867914
1739209896.9840665;-38.13080360867914
1739209896.984069;-35.57807855764607
1739209896.9840715;-33.981070128970906
1739209896.984074;-45.120503652039325
1739209896.9840767;-38.13080360867914
1739209896.9840791;-38.13080360867914
1739209896.9840817;-33.981070128970906
1739209896.9840844;-45.120503652039325
1739209896.984087;-38.13080360867914
1739209896.9840894;-45.120503652039325
1739209896.984092;-38.13080360867914
1739209896.9840946;-45.120503652039325
1739209896.984097;-38.13080360867914
1739209896.9840996;-38.13080360867914
1739209896.9841022;-38.13080360867914
1739209896.9841046;-45.120503652039325
1739209896.9841073;-38.13080360867914
1739209896.9841099;-38.13080360867914
1739209896.9841125;-38.13080360867914
1739209896.984115;-45.120503652039325
1739209896.9841175;-45.120503652039325
1739209896.9841201;-35.57807855764607
1739209896.9841225;-38.13080360867914
1739209896.9841251;-45.120503652039325
1739209896.9841278;-33.981070128970906
1739209896.9841304;-38.13080360867914
1739209896.9841328;-45.120503652039325
1739209896.9841354;-45.120503652039325
1739209896.984138;-38.13080360867914
1739209896.9841404;-45.120503652039325
1739209896.984143;-32.816014438256545
1739209896.9841456;-28.992665084841942
1739209896.984148;-45.120503652039325
1739209896.9841506;-35.57807855764607
1739209896.9841533;-35.57807855764607
1739209896.984156;-45.120503652039325
1739209896.9841583;-45.120503652039325
1739209896.984161;-33.981070128970906
1739209896.9841635;-45.120503652039325
1739209896.984166;-33.981070128970956
1739209896.9841685;-38.13080360867914
1739209896.9841712;-45.120503652039325
1739209896.9841738;-45.120503652039325
1739209896.9841762;-45.120503652039325
1739209896.9841788;-38.13080360867914
1739209896.9841814;-45.120503652039325
1739209896.9841838;-35.57807855764607
1739209896.9841864;-45.120503652039325
1739209896.984189;-45.120503652039325
1739209896.9841914;-32.816014438256545
1739209896.984194;-38.13080360867914
1739209896.9841967;-45.120503652039325
1739209896.9841993;-33.981070128970906
1739209896.9842017;-32.816014438256545
1739209896.9842043;-38.13080360867914
1739209896.984207;-38.13080360867914
1739209896.9842093;-45.120503652039325
1739209896.984212;-45.120503652039325
1739209896.9842145;-38.13080360867914
1739209896.9842172;-38.13080360867914
1739209896.9842196;-45.120503652039325
1739209896.9842222;-32.816014438256545
1739209896.9842248;-38.13080360867914
1739209896.9842272;-45.120503652039325
1739209896.9842298;-33.981070128970906
1739209896.9842324;-32.816014438256545
1739209896.9842348;-45.120503652039325
1739209896.9842374;-38.13080360867914
1739209896.98424;-33.981070128970906
1739209896.9842427;-35.57807855764607
1739209896.984245;-38.13080360867914
1739209896.9842477;-45.120503652039325
1739209896.9842503;-33.981070128970906
1739209896.9842527;-32.816014438256545
1739209896.9842553;-38.13080360867914
1739209896.984258;-45.120503652039325
1739209896.9842606;-38.13080360867914
1739209896.984263;-35.57807855764607
1739209896.9842656;-45.120503652039325
1739209896.9842682;-45.120503652039325
1739209896.9842706;-45.120503652039325
1739209896.9842732;-45.120503652039325
1739209896.9842758;-45.120503652039325
1739209896.9842782;-38.13080360867914
1739209896.9842808;-45.120503652039325
1739209896.9842834;-33.981070128970906
1739209896.984286;-38.13080360867914
1739209896.9842885;-45.120503652039325
1739209896.984291;-38.13080360867914
1739209896.9842937;-38.13080360867914
1739209896.984296;-38.13080360867914
1739209896.9842987;-45.120503652039325
1739209896.9843013;-38.13080360867914
1739209896.9843037;-45.120503652039325
1739209896.9843063;-38.13080360867914
1739209896.984309;-38.13080360867914
1739209896.9843116;-45.120503652039325
1739209896.984314;-45.120503652039325
1739209896.9843166;-45.120503652039325
1739209896.9843192;-35.57807855764607
1739209896.9843216;-38.13080360867914
1739209896.9843242;-45.120503652039325
1739209896.9843268;-38.13080360867914
1739209896.9843295;-38.13080360867914
1739209896.9843318;-31.141103565318915
1739209896.9843345;-45.120503652039325
1739209896.984337;-38.13080360867914
1739209896.9843395;-38.13080360867914
1739209896.984342;-32.816014438256545
1739209896.9843447;-38.13080360867914
1739209896.984347;-45.120503652039325
1739209896.9843497;-38.13080360867914
1739209896.9843524;-38.13080360867914
1739209896.984355;-45.120503652039325
1739209896.9843574;-45.120503652039325
1739209896.98436;-45.120503652039325
1739209896.9843626;-45.120503652039325
1739209896.984365;-45.120503652039325
1739209896.9843676;-35.57807855764607
1739209896.9843702;-38.13080360867914
1739209896.9843729;-38.13080360867914
1739209896.9843752;-45.120503652039325
1739209896.9843779;-38.13080360867914
1739209896.9843805;-38.13080360867914
1739209896.9843829;-38.13080360867914
1739209896.9843855;-35.57807855764607
1739209896.984388;-38.13080360867914
1739209896.9843905;-45.120503652039325
1739209896.9843931;-38.13080360867914
1739209896.9843957;-45.120503652039325
1739209896.9843984;-45.120503652039325
1739209896.9844007;-45.120503652039325
1739209896.9844034;-45.120503652039325
1739209896.984406;-32.816014438256545
1739209896.9844084;-38.13080360867914
1739209896.984411;-45.120503652039325
1739209896.9844136;-32.816014438256545
1739209896.9844162;-38.13080360867914
1739209896.9844186;-38.13080360867914
1739209896.9844213;-38.13080360867914
1739209896.9844239;-38.13080360867914
1739209896.9844263;-45.120503652039325
1739209896.984429;-45.120503652039325
1739209896.9844315;-33.981070128970906
1739209896.984434;-27.267205301931607
1739209896.9844365;-38.13080360867914
1739209896.9844391;-45.120503652039325
1739209896.9844418;-45.120503652039325
1739209896.9844441;-38.13080360867914
1739209896.9844468;-45.120503652039325
1739209896.9844494;-45.120503652039325
1739209896.9844518;-45.120503652039325
1739209896.9844544;-30.49652367304973
1739209896.984457;-45.120503652039325
1739209896.9844594;-38.13080360867914
1739209896.984462;-45.120503652039325
1739209896.9844646;-38.13080360867914
1739209896.9844673;-45.120503652039325
1739209896.9844697;-38.13080360867914
1739209896.9844723;-38.13080360867914
1739209896.984475;-33.981070128970906
1739209896.9844773;-38.13080360867914
1739209896.98448;-38.13080360867914
1739209896.9844825;-45.120503652039325
1739209896.9844851;-38.13080360867914
1739209896.9844875;-45.120503652039325
1739209896.9844902;-38.13080360867914
1739209896.9844928;-45.120503652039325
1739209896.9844952;-38.13080360867914
1739209896.9844978;-38.13080360867914
1739209896.9845004;-45.120503652039325
