CAN Message; 0x1d3:0000a55efe9fc831
1739209762.3100848;-45.120503652039325
1739209762.310095;-45.120503652039325
1739209762.3101056;-45.120503652039325
1739209762.3101158;-33.981070128970956
1739209762.3101263;-38.13080360867914
1739209762.3101368;-45.120503652039325
1739209762.310147;-45.120503652039325
1739209762.3101575;-45.120503652039325
1739209762.310168;-38.13080360867914
1739209762.3101783;-38.13080360867914
1739209762.3101888;-45.120503652039325
1739209762.310199;-31.141103565318915
1739209762.3102095;-35.57807855764607
1739209762.31022;-38.13080360867914
1739209762.3102303;-45.120503652039325
1739209762.3102407;-38.13080360867914
1739209762.310251;-38.13080360867914
1739209762.3102615;-35.57807855764607
1739209762.310272;-45.120503652039325
1739209762.3102822;-38.13080360867914
1739209762.3102927;-38.13080360867914
1739209762.310303;-38.13080360867914
1739209762.3103135;-45.120503652039325
1739209762.310324;-45.120503652039325
1739209762.3103342;-32.816014438256545
1739209762.3103447;-33.981070128970906
1739209762.310355;-38.13080360867914
1739209762.3103654;-38.13080360867914
1739209762.310376;-45.120503652039325
1739209762.3103862;-45.120503652039325
1739209762.3103967;-45.120503652039325
1739209762.3104072;-45.120503652039325
1739209762.3104174;-38.13080360867914
1739209762.310428;-38.13080360867914
1739209762.3104382;-45.120503652039325
1739209762.3104486;-38.13080360867914
1739209762.3104591;-32.816014438256545
1739209762.3104694;-38.13080360867914
1739209762.3104799;-38.13080360867914
1739209762.3104901;-38.13080360867914
1739209762.3105006;-38.13080360867914
1739209762.310511;-38.13080360867914
1739209762.3105214;-45.120503652039325
1739209762.3105319;-38.13080360867914
1739209762.310542;-38.13080360867914
1739209762.3105526;-38.13080360867914
1739209762.310563;-45.120503652039325
1739209762.3105733;-38.13080360867914
1739209762.3105838;-45.120503652039325
1739209762.310594;-45.120503652039325
1739209762.3106046;-38.13080360867914
1739209762.310615;-45.120503652039325
1739209762.3106253;-45.120503652039325
1739209762.3106358;-45.120503652039325
1739209762.3106463;-45.120503652039325
1739209762.3106565;-38.13080360867914
1739209762.310667;-45.120503652039325
1739209762.3106773;-45.120503652039325
1739209762.3106878;-45.120503652039325
1739209762.3106983;-38.13080360867914
1739209762.3107085;-31.141103565318915
1739209762.310719;-45.120503652039325
1739209762.3107293;-35.57807855764607
1739209762.3107398;-33.981070128970906
1739209762.3107502;-45.120503652039325
1739209762.3107605;-45.120503652039325
1739209762.310771;-33.981070128970906
1739209762.3107812;-38.13080360867914
1739209762.3107917;-45.120503652039325
1739209762.3108022;-45.120503652039325
1739209762.3108125;-38.13080360867914
1739209762.310823;-38.13080360867914
1739209762.3108335;-38.13080360867914
1739209762.3108437;-45.120503652039325
1739209762.3108542;-35.57807855764607
1739209762.3108644;-33.981070128970906
1739209762.310875;-38.13080360867914
1739209762.3108854;-38.13080360867914
1739209762.3108957;-35.57807855764607
1739209762.3109062;-38.13080360867914
1739209762.3109164;-45.120503652039325
1739209762.310927;-38.13080360867914
1739209762.3109374;-45.120503652039325
1739209762.3109477;-38.13080360867914
1739209762.3109581;-28.992665084841942
1739209762.3109684;-38.13080360867914
1739209762.310979;-33.981070128970906
1739209762.3109894;-35.57807855764607
1739209762.3109996;-35.57807855764607
1739209762.3110101;-45.120503652039325
1739209762.3110204;-45.120503652039325
1739209762.3110309;-38.13080360867914
1739209762.3110414;-33.981070128970956
1739209762.3110516;-45.120503652039325
1739209762.311062;-38.13080360867914
1739209762.3110726;-45.120503652039325
1739209762.3110828;-45.120503652039325
1739209762.3110933;-45.120503652039325
1739209762.3111036;-45.120503652039325
1739209762.311114;-45.120503652039325
1739209762.3111246;-35.57807855764607
1739209762.3111348;-38.13080360867914
1739209762.3111453;-45.120503652039325
1739209762.3111556;-45.120503652039325
1739209762.311166;-38.13080360867914
1739209762.3111765;-45.120503652039325
1739209762.3111868;-38.13080360867914
1739209762.3111973;-35.57807855764607
1739209762.3112075;-28.58837851428586
1739209762.311218;-35.57807855764607
1739209762.3112285;-45.120503652039325
1739209762.3112388;-38.13080360867914
1739209762.3112493;-35.57807855764607
1739209762.3112597;-45.120503652039325
1739209762.31127;-45.120503652039325
1739209762.3112805;-38.13080360867914
1739209762.3112907;-38.13080360867914
1739209762.3113012;-45.120503652039325
1739209762.3113117;-38.13080360867914
1739209762.311322;-45.120503652039325
1739209762.3113325;-45.120503652039325
1739209762.3113427;-38.13080360867914
1739209762.3113532;-45.120503652039325
1739209762.3113637;-45.120503652039325
1739209762.311374;-32.816014438256545
1739209762.3113844;-35.57807855764607
1739209762.3113947;-45.120503652039325
1739209762.3114052;-45.120503652039325
1739209762.3114157;-38.13080360867914
1739209762.311426;-45.120503652039325
1739209762.3114364;-45.120503652039325
1739209762.3114467;-45.120503652039325
1739209762.3114572;-45.120503652039325
1739209762.3114676;-45.120503652039325
1739209762.311478;-33.981070128970906
1739209762.3114884;-35.57807855764607
1739209762.3114989;-38.13080360867914
1739209762.3115091;-38.13080360867914
1739209762.3115196;-38.13080360867914
1739209762.3115299;-35.57807855764607
1739209762.3115404;-45.120503652039325
1739209762.3115509;-45.120503652039325
1739209762.311561;-45.120503652039325
1739209762.3115716;-45.120503652039325
1739209762.3115819;-45.120503652039325
1739209762.3115923;-38.13080360867914
1739209762.3116028;-38.13080360867914
1739209762.311613;-38.13080360867914
1739209762.3116236;-32.816014438256545
1739209762.3116338;-38.13080360867914
1739209762.3116443;-45.120503652039325
1739209762.3116548;-45.120503652039325
1739209762.311665;-38.13080360867914
1739209762.3116755;-38.13080360867914
1739209762.3116858;-38.13080360867914
1739209762.3116963;-38.13080360867914
1739209762.3117068;-38.13080360867914
1739209762.311717;-45.120503652039325
1739209762.3117275;-45.120503652039325
1739209762.311738;-38.13080360867914
1739209762.3117483;-38.13080360867914
1739209762.3117588;-38.13080360867914
1739209762.311769;-38.13080360867914
1739209762.3117795;-38.13080360867914
1739209762.31179;-45.120503652039325
1739209762.3118002;-38.13080360867914
1739209762.3118107;-38.13080360867914
1739209762.311821;-38.13080360867914
1739209762.3118315;-45.120503652039325
1739209762.311842;-45.120503652039325
1739209762.3118522;-32.816014438256545
1739209762.3118627;-45.120503652039325
1739209762.311873;-33.981070128970906
1739209762.3118834;-38.13080360867914
1739209762.311894;-38.13080360867914
1739209762.3119042;-38.13080360867914
1739209762.3119147;-35.57807855764607
1739209762.311925;-38.13080360867914
1739209762.3119354;-45.120503652039325
1739209762.311946;-45.120503652039325
1739209762.3119562;-45.120503652039325
1739209762.3119667;-33.981070128970906
1739209762.3119771;-35.57807855764607
1739209762.3119874;-45.120503652039325
1739209762.311998;-45.120503652039325
1739209762.3120081;-45.120503652039325
1739209762.3120186;-35.57807855764607
1739209762.3120291;-35.57807855764607
1739209762.3120394;-45.120503652039325
1739209762.3120499;-45.120503652039325
1739209762.31206;-38.13080360867914
1739209762.3120706;-33.981070128970906
1739209762.312081;-45.120503652039325
1739209762.3120914;-45.120503652039325
1739209762.3121018;-35.57807855764607
1739209762.312112;-35.57807855764607
1739209762.3121226;-45.120503652039325
1739209762.312133;-38.13080360867914
1739209762.3121433;-38.13080360867914
1739209762.3121538;-33.981070128970906
1739209762.3121643;-38.13080360867914
1739209762.3121746;-35.57807855764607
1739209762.312185;-38.13080360867914
1739209762.3121953;-38.13080360867914
1739209762.3122058;-45.120503652039325
1739209762.3122163;-31.141103565318915
1739209762.3122265;-33.981070128970906
1739209762.312237;-45.120503652039325
1739209762.3122473;-45.120503652039325
1739209762.3122578;-45.120503652039325
1739209762.3122683;-35.57807855764607
1739209762.3122785;-38.13080360867914
1739209762.312289;-38.13080360867914
1739209762.3122993;-32.816014438256545
1739209762.3123097;-33.981070128970906
1739209762.3123202;-38.13080360867914
1739209762.3123305;-45.120503652039325
1739209762.312341;-38.13080360867914
1739209762.3123512;-38.13080360867914
1739209762.3123617;-38.13080360867914
1739209762.3123722;-38.13080360867914
1739209762.3123825;-33.981070128970906
1739209762.312393;-38.13080360867914
1739209762.3124034;-38.13080360867914
1739209762.3124137;-45.120503652039325
1739209762.3124242;-38.13080360867914
1739209762.3124344;-45.120503652039325
1739209762.312445;-45.120503652039325
1739209762.3124554;-45.120503652039325
1739209762.3124657;-45.120503652039325
1739209762.3124762;-35.57807855764607
1739209762.3124864;-35.57807855764607
1739209762.312497;-45.120503652039325
1739209762.3125074;-45.120503652039325
1739209762.3125176;-38.13080360867914
1739209762.3125281;-33.981070128970906
1739209762.3125384;-38.13080360867914
1739209762.3125489;-33.981070128970906
1739209762.3125594;-31.141103565318915
1739209762.3125696;-45.120503652039325
1739209762.31258;-45.120503652039325
1739209762.3125906;-35.57807855764607
1739209762.3126009;-45.120503652039325
1739209762.3126113;-38.13080360867914
1739209762.3126216;-38.13080360867914
1739209762.312632;-33.981070128970906
1739209762.3126426;-32.816014438256545
1739209762.3126528;-38.13080360867914
1739209762.3126633;-45.120503652039325
1739209762.3126736;-45.120503652039325
1739209762.312684;-38.13080360867914
1739209762.3126945;-38.13080360867914
1739209762.3127048;-38.13080360867914
1739209762.3127153;-35.57807855764607
1739209762.3127255;-38.13080360867914
1739209762.312736;-38.13080360867914
1739209762.3127465;-33.981070128970906
1739209762.3127568;-38.13080360867914
1739209762.3127673;-38.13080360867914
1739209762.3127775;-38.13080360867914
1739209762.312788;-45.120503652039325
1739209762.3127985;-38.13080360867914
1739209762.3128088;-38.13080360867914
1739209762.3128192;-45.120503652039325
1739209762.3128297;-45.120503652039325
1739209762.31284;-38.13080360867914
1739209762.3128505;-45.120503652039325
1739209762.3128607;-45.120503652039325
1739209762.3128712;-45.120503652039325
1739209762.3128817;-45.120503652039325
1739209762.312892;-35.57807855764607
1739209762.3129025;-35.57807855764607
1739209762.3129127;-45.120503652039325
1739209762.3129232;-38.13080360867914
1739209762.3129337;-38.13080360867914
1739209762.312944;-38.13080360867914
1739209762.3129544;-38.13080360867914
1739209762.3129647;-38.13080360867914
1739209762.3129752;-38.13080360867914
1739209762.3129857;-38.13080360867914
1739209762.312996;-45.120503652039325
1739209762.3130064;-38.13080360867914
1739209762.3130167;-38.13080360867914
1739209762.3130271;-38.13080360867914
1739209762.3130376;-45.120503652039325
1739209762.313048;-45.120503652039325
1739209762.3130584;-45.120503652039325
1739209762.3130689;-45.120503652039325
1739209762.313079;-45.120503652039325
1739209762.3130896;-38.13080360867914
1739209762.3130999;-38.13080360867914
1739209762.3131104;-38.13080360867914
1739209762.3131208;-38.13080360867914
1739209762.313131;-45.120503652039325
1739209762.3131416;-32.816014438256545
1739209762.3131518;-35.57807855764607
1739209762.3131623;-45.120503652039325
1739209762.3131728;-45.120503652039325
1739209762.313183;-38.13080360867914
1739209762.3131936;-35.57807855764607
1739209762.3132038;-45.120503652039325
1739209762.3132143;-45.120503652039325
1739209762.3132248;-45.120503652039325
1739209762.313235;-45.120503652039325
1739209762.3132455;-45.120503652039325
1739209762.3132558;-45.120503652039325
1739209762.3132663;-45.120503652039325
1739209762.3132768;-45.120503652039325
1739209762.313287;-45.120503652039325
1739209762.3132975;-45.120503652039325
1739209762.313308;-35.57807855764607
1739209762.3133183;-32.816014438256545
1739209762.3133287;-45.120503652039325
1739209762.313339;-45.120503652039325
1739209762.3133495;-30.49652367304973
1739209762.31336;-30.49652367304973
1739209762.3133702;-45.120503652039325
1739209762.3133807;-45.120503652039325
1739209762.313391;-32.816014438256545
1739209762.3134015;-32.816014438256545
1739209762.313412;-45.120503652039325
1739209762.3134222;-38.13080360867914
1739209762.3134327;-45.120503652039325
1739209762.313443;-38.13080360867914
1739209762.3134534;-45.120503652039325
1739209762.313464;-45.120503652039325
1739209762.3134742;-45.120503652039325
1739209762.3134847;-45.120503652039325
1739209762.3134952;-38.13080360867914
1739209762.3135054;-38.13080360867914
1739209762.313516;-38.13080360867914
1739209762.3135262;-45.120503652039325
1739209762.3135366;-45.120503652039325
1739209762.3135471;-45.120503652039325
1739209762.3135574;-32.816014438256545
1739209762.3135679;-29.438486411369333
1739209762.3135781;-45.120503652039325
1739209762.3135886;-33.981070128970906
1739209762.313599;-38.13080360867914
1739209762.3136094;-38.13080360867914
1739209762.3136199;-45.120503652039325
1739209762.31363;-38.13080360867914
1739209762.3136406;-35.57807855764607
1739209762.313651;-45.120503652039325
1739209762.3136613;-38.13080360867914
1739209762.3136718;-33.981070128970906
1739209762.313682;-45.120503652039325
1739209762.3136926;-38.13080360867914
1739209762.313703;-38.13080360867914
1739209762.3137133;-38.13080360867914
1739209762.3137238;-45.120503652039325
1739209762.3137343;-33.981070128970956
1739209762.3137445;-35.57807855764607
1739209762.313755;-35.57807855764607
1739209762.3137653;-45.120503652039325
1739209762.3137758;-45.120503652039325
1739209762.3137863;-38.13080360867914
1739209762.3137965;-38.13080360867914
1739209762.313807;-38.13080360867914
1739209762.3138173;-30.49652367304973
1739209762.3138278;-38.13080360867914
1739209762.3138382;-38.13080360867914
1739209762.3138485;-45.120503652039325
1739209762.313859;-38.13080360867914
1739209762.3138692;-33.981070128970906
1739209762.3138797;-33.981070128970906
1739209762.3138902;-45.120503652039325
1739209762.3139005;-31.141103565318943
1739209762.313911;-38.13080360867914
1739209762.3139215;-38.13080360867914
1739209762.3139317;-45.120503652039325
1739209762.3139422;-45.120503652039325
1739209762.3139524;-38.13080360867914
1739209762.313963;-35.57807855764607
1739209762.3139734;-45.120503652039325
1739209762.3139837;-38.13080360867914
1739209762.3139942;-35.57807855764607
1739209762.3140044;-35.57807855764607
1739209762.314015;-45.120503652039325
1739209762.3140254;-45.120503652039325
1739209762.3140357;-38.13080360867914
1739209762.3140461;-35.57807855764607
1739209762.3140564;-45.120503652039325
1739209762.314067;-45.120503652039325
1739209762.3140774;-45.120503652039325
1739209762.3140876;-45.120503652039325
1739209762.3140981;-45.120503652039325
1739209762.3141084;-32.816014438256545
1739209762.3141189;-38.13080360867914
1739209762.3141294;-45.120503652039325
1739209762.3141396;-38.13080360867914
1739209762.31415;-38.13080360867914
1739209762.3141606;-45.120503652039325
1739209762.3141708;-45.120503652039325
1739209762.3141813;-32.816014438256545
1739209762.3141916;-45.120503652039325
1739209762.314202;-38.13080360867914
1739209762.3142126;-38.13080360867914
1739209762.3142228;-45.120503652039325
1739209762.3142333;-35.57807855764607
1739209762.3142436;-38.13080360867914
1739209762.314254;-38.13080360867914
1739209762.3142645;-45.120503652039325
1739209762.3142748;-35.57807855764607
1739209762.3142853;-38.13080360867914
1739209762.3142955;-33.981070128970906
1739209762.314306;-38.13080360867914
1739209762.3143165;-45.120503652039325
1739209762.3143268;-45.120503652039325
1739209762.3143373;-45.120503652039325
1739209762.3143475;-45.120503652039325
1739209762.314358;-45.120503652039325
1739209762.3143685;-38.13080360867914
1739209762.3143787;-35.57807855764607
1739209762.3143892;-45.120503652039325
1739209762.3143997;-45.120503652039325
1739209762.31441;-45.120503652039325
1739209762.3144205;-38.13080360867914
1739209762.3144307;-32.816014438256545
1739209762.3144412;-35.57807855764607
1739209762.3144517;-45.120503652039325
1739209762.314462;-45.120503652039325
1739209762.3144724;-38.13080360867914
1739209762.3144827;-38.13080360867914
1739209762.3144932;-35.57807855764607
1739209762.3145037;-38.13080360867914
1739209762.314514;-33.981070128970906
1739209762.3145244;-33.981070128970906
1739209762.3145347;-38.13080360867914
1739209762.3145452;-38.13080360867914
1739209762.3145556;-38.13080360867914
1739209762.314566;-38.13080360867914
1739209762.3145764;-38.13080360867914
1739209762.3145866;-45.120503652039325
1739209762.3145971;-45.120503652039325
1739209762.3146076;-38.13080360867914
1739209762.3146179;-45.120503652039325
1739209762.3146284;-45.120503652039325
1739209762.3146389;-38.13080360867914
1739209762.314649;-38.13080360867914
1739209762.3146596;-38.13080360867914
1739209762.3146698;-38.13080360867914
1739209762.3146803;-35.57807855764607
1739209762.3146908;-45.120503652039325
1739209762.314701;-38.13080360867914
1739209762.3147116;-45.120503652039325
1739209762.3147218;-38.13080360867914
1739209762.3147323;-38.13080360867914
1739209762.3147428;-45.120503652039325
1739209762.314753;-45.120503652039325
1739209762.3147635;-33.981070128970906
1739209762.3147738;-45.120503652039325
1739209762.3147843;-45.120503652039325
1739209762.3147948;-45.120503652039325
1739209762.314805;-38.13080360867914
1739209762.3148155;-45.120503652039325
1739209762.314826;-38.13080360867914
1739209762.3148363;-38.13080360867914
1739209762.3148468;-38.13080360867914
1739209762.314857;-38.13080360867914
1739209762.3148675;-35.57807855764607
1739209762.314878;-33.981070128970906
1739209762.3148882;-38.13080360867914
1739209762.3148987;-45.120503652039325
1739209762.314909;-35.57807855764607
1739209762.3149195;-35.57807855764607
1739209762.31493;-38.13080360867914
1739209762.3189125;-35.57807855764607
1739209762.318913;-38.13080360867914
1739209762.3189135;-45.120503652039325
1739209762.3189142;-45.120503652039325
1739209762.3189147;-45.120503652039325
1739209762.3189151;-45.120503652039325
1739209762.3189156;-45.120503652039325
1739209762.318916;-45.120503652039325
1739209762.3189166;-35.57807855764607
1739209762.318917;-38.13080360867914
1739209762.3189175;-45.120503652039325
1739209762.3189182;-45.120503652039325
1739209762.3189187;-32.816014438256545
1739209762.3189192;-38.13080360867914
1739209762.3189197;-32.816014438256545
1739209762.3189201;-31.141103565318893
1739209762.3189206;-45.120503652039325
1739209762.318921;-45.120503652039325
1739209762.3189216;-45.120503652039325
1739209762.3189223;-45.120503652039325
1739209762.3189228;-38.13080360867914
1739209762.3189232;-31.141103565318915
1739209762.3189237;-33.981070128970956
1739209762.3189242;-38.13080360867914
1739209762.3189247;-35.57807855764607
1739209762.3189251;-38.13080360867914
1739209762.3189259;-38.13080360867914
1739209762.3189263;-45.120503652039325
1739209762.3189268;-35.57807855764607
1739209762.3189273;-38.13080360867914
1739209762.3189278;-35.57807855764607
1739209762.3189282;-30.49652367304973
1739209762.3189287;-38.13080360867914
1739209762.3189292;-38.13080360867914
1739209762.31893;-38.13080360867914
1739209762.3189304;-33.981070128970906
1739209762.3189309;-33.981070128970906
1739209762.3189313;-38.13080360867914
1739209762.3189318;-35.57807855764607
1739209762.3189323;-38.13080360867914
1739209762.3189328;-38.13080360867914
1739209762.3189332;-38.13080360867914
1739209762.318934;-35.57807855764607
1739209762.3189344;-35.57807855764607
1739209762.318935;-45.120503652039325
1739209762.3189354;-38.13080360867914
1739209762.3189359;-38.13080360867914
1739209762.3189363;-38.13080360867914
1739209762.3189368;-35.57807855764607
1739209762.3189373;-38.13080360867914
1739209762.318938;-45.120503652039325
1739209762.3189385;-45.120503652039325
1739209762.318939;-38.13080360867914
1739209762.3189394;-45.120503652039325
1739209762.31894;-32.816014438256545
1739209762.3189404;-25.826314394896357
1739209762.3189409;-38.13080360867914
1739209762.3189416;-45.120503652039325
1739209762.318942;-45.120503652039325
1739209762.3189425;-45.120503652039325
1739209762.318943;-45.120503652039325
1739209762.3189435;-38.13080360867914
1739209762.318944;-45.120503652039325
1739209762.3189445;-38.13080360867914
1739209762.318945;-38.13080360867914
1739209762.3189456;-38.13080360867914
1739209762.3189461;-38.13080360867914
1739209762.3189466;-38.13080360867914
1739209762.318947;-38.13080360867914
1739209762.3189476;-33.981070128970906
1739209762.318948;-45.120503652039325
1739209762.3189485;-45.120503652039325
1739209762.318949;-45.120503652039325
1739209762.3189497;-45.120503652039325
1739209762.3189502;-45.120503652039325
1739209762.3189507;-45.120503652039325
1739209762.3189511;-38.13080360867914
1739209762.3189516;-38.13080360867914
1739209762.318952;-45.120503652039325
1739209762.3189526;-38.13080360867914
1739209762.3189533;-35.57807855764607
1739209762.3189538;-38.13080360867914
1739209762.3189542;-38.13080360867914
1739209762.3189547;-35.57807855764607
1739209762.3189552;-38.13080360867914
1739209762.3189557;-38.13080360867914
1739209762.3189561;-45.120503652039325
1739209762.3189566;-38.13080360867914
1739209762.3189573;-38.13080360867914
1739209762.3189578;-45.120503652039325
1739209762.3189583;-38.13080360867914
1739209762.3189588;-38.13080360867914
1739209762.3189592;-45.120503652039325
1739209762.3189597;-38.13080360867914
1739209762.3189602;-38.13080360867914
1739209762.3189607;-45.120503652039325
1739209762.3189614;-38.13080360867914
1739209762.3189619;-38.13080360867914
1739209762.3189623;-38.13080360867914
1739209762.3189628;-38.13080360867914
1739209762.3189633;-38.13080360867914
1739209762.3189638;-38.13080360867914
1739209762.3189642;-45.120503652039325
1739209762.318965;-38.13080360867914
1739209762.3189654;-31.141103565318915
1739209762.318966;-38.13080360867914
1739209762.3189664;-45.120503652039325
1739209762.3189669;-38.13080360867914
1739209762.3189673;-35.57807855764607
1739209762.3189678;-45.120503652039325
1739209762.3189683;-45.120503652039325
1739209762.318969;-38.13080360867914
1739209762.3189695;-38.13080360867914
1739209762.31897;-38.13080360867914
1739209762.3189704;-38.13080360867914
1739209762.318971;-45.120503652039325
1739209762.3189714;-45.120503652039325
1739209762.3189719;-38.13080360867914
1739209762.3189723;-38.13080360867914
1739209762.318973;-45.120503652039325
1739209762.3189735;-45.120503652039325
1739209762.318974;-35.57807855764607
1739209762.3189745;-38.13080360867914
1739209762.318975;-38.13080360867914
1739209762.3189754;-38.13080360867914
1739209762.318976;-45.120503652039325
1739209762.3189764;-38.13080360867914
1739209762.318977;-35.57807855764607
1739209762.3189776;-33.981070128970906
1739209762.318978;-33.981070128970906
1739209762.3189785;-38.13080360867914
1739209762.318979;-38.13080360867914
1739209762.3189795;-45.120503652039325
1739209762.31898;-45.120503652039325
1739209762.3189807;-38.13080360867914
1739209762.3189812;-38.13080360867914
1739209762.3189816;-38.13080360867914
1739209762.3189821;-38.13080360867914
1739209762.3189826;-38.13080360867914
1739209762.318983;-38.13080360867914
1739209762.3189836;-45.120503652039325
1739209762.318984;-38.13080360867914
1739209762.3189847;-45.120503652039325
