CAN Message; 0x77:a81684432d8e59e3
1739209665.3170602;-45.120503652039325
1739209665.3170633;-45.120503652039325
1739209665.3170667;-45.120503652039325
1739209665.31707;-32.816014438256545
1739209665.317073;-45.120503652039325
1739209665.3170764;-31.141103565318915
1739209665.3170798;-33.981070128970906
1739209665.317083;-45.120503652039325
1739209665.3170862;-45.120503652039325
1739209665.3170893;-45.120503652039325
1739209665.3170927;-45.120503652039325
1739209665.317096;-45.120503652039325
1739209665.317099;-38.13080360867914
1739209665.3171024;-45.120503652039325
1739209665.3171058;-33.981070128970906
1739209665.3171089;-35.57807855764607
1739209665.3171122;-45.120503652039325
1739209665.3171155;-38.13080360867914
1739209665.3171186;-33.981070128970906
1739209665.317122;-45.120503652039325
1739209665.3171253;-33.981070128970906
1739209665.3171284;-45.120503652039325
1739209665.3171318;-38.13080360867914
1739209665.317135;-45.120503652039325
1739209665.3171382;-45.120503652039325
1739209665.3171415;-45.120503652039325
1739209665.3171449;-45.120503652039325
1739209665.317148;-38.13080360867914
1739209665.3171513;-45.120503652039325
1739209665.3171546;-33.981070128970906
1739209665.3171577;-31.141103565318915
1739209665.317161;-38.13080360867914
1739209665.3171644;-45.120503652039325
1739209665.3171675;-38.13080360867914
1739209665.3171709;-35.57807855764607
1739209665.3171742;-35.57807855764607
1739209665.3171773;-35.57807855764607
1739209665.3171806;-33.981070128970906
1739209665.317184;-32.816014438256545
1739209665.317187;-35.57807855764607
1739209665.3171904;-38.13080360867914
1739209665.3171935;-45.120503652039325
1739209665.3171968;-45.120503652039325
1739209665.3172002;-38.13080360867914
1739209665.3172033;-38.13080360867914
1739209665.3172066;-45.120503652039325
1739209665.31721;-38.13080360867914
1739209665.317213;-45.120503652039325
1739209665.3172164;-38.13080360867914
1739209665.3172197;-45.120503652039325
1739209665.3172228;-38.13080360867914
1739209665.3172262;-35.57807855764607
1739209665.3172295;-38.13080360867914
1739209665.3172326;-45.120503652039325
1739209665.317236;-38.13080360867914
1739209665.3172393;-35.57807855764607
1739209665.3172424;-38.13080360867914
1739209665.3172457;-38.13080360867914
1739209665.317249;-38.13080360867914
1739209665.3172522;-38.13080360867914
1739209665.3172555;-38.13080360867914
1739209665.3172588;-45.120503652039325
1739209665.317262;-33.981070128970906
1739209665.3172653;-38.13080360867914
1739209665.3172686;-33.981070128970906
1739209665.3172717;-45.120503652039325
1739209665.317275;-38.13080360867914
1739209665.3172784;-38.13080360867914
1739209665.3172815;-45.120503652039325
1739209665.3172848;-38.13080360867914
1739209665.317288;-38.13080360867914
1739209665.3172913;-35.57807855764607
1739209665.3172946;-38.13080360867914
1739209665.3172977;-38.13080360867914
1739209665.317301;-38.13080360867914
1739209665.3173044;-35.57807855764607
1739209665.3173075;-38.13080360867914
1739209665.3173108;-45.120503652039325
1739209665.3173141;-38.13080360867914
1739209665.3173172;-45.120503652039325
1739209665.3173206;-45.120503652039325
1739209665.317324;-45.120503652039325
1739209665.317327;-45.120503652039325
1739209665.3173304;-45.120503652039325
1739209665.3173337;-45.120503652039325
1739209665.3173368;-45.120503652039325
1739209665.3173401;-38.13080360867914
1739209665.3173435;-45.120503652039325
1739209665.3173466;-45.120503652039325
1739209665.31735;-45.120503652039325
1739209665.3173532;-45.120503652039325
1739209665.3173563;-45.120503652039325
1739209665.3173597;-45.120503652039325
1739209665.317363;-45.120503652039325
1739209665.3173661;-38.13080360867914
1739209665.3173695;-38.13080360867914
1739209665.3173728;-38.13080360867914
1739209665.317376;-38.13080360867914
1739209665.3173792;-45.120503652039325
1739209665.3173823;-45.120503652039325
1739209665.3173857;-45.120503652039325
1739209665.317389;-45.120503652039325
1739209665.317392;-45.120503652039325
1739209665.3173954;-45.120503652039325
1739209665.3173988;-38.13080360867914
1739209665.317402;-45.120503652039325
1739209665.3174052;-45.120503652039325
1739209665.3174086;-45.120503652039325
1739209665.3174117;-38.13080360867914
1739209665.317415;-45.120503652039325
1739209665.3174183;-33.981070128970906
1739209665.3174214;-31.141103565318893
1739209665.3174248;-38.13080360867914
1739209665.317428;-32.816014438256545
1739209665.3174312;-38.13080360867914
1739209665.3174345;-38.13080360867914
1739209665.317438;-38.13080360867914
1739209665.317441;-38.13080360867914
1739209665.3174443;-45.120503652039325
1739209665.3174477;-45.120503652039325
1739209665.3174508;-45.120503652039325
1739209665.317454;-45.120503652039325
1739209665.3174574;-45.120503652039325
1739209665.3174605;-45.120503652039325
1739209665.3174639;-45.120503652039325
1739209665.3174672;-45.120503652039325
1739209665.3174703;-38.13080360867914
1739209665.3174736;-35.57807855764607
1739209665.3174767;-38.13080360867914
1739209665.31748;-45.120503652039325
1739209665.3174834;-45.120503652039325
1739209665.3174865;-38.13080360867914
1739209665.3174899;-45.120503652039325
1739209665.3174932;-45.120503652039325
1739209665.3174963;-38.13080360867914
1739209665.3174996;-31.141103565318893
1739209665.317503;-38.13080360867914
1739209665.317506;-38.13080360867914
1739209665.3175094;-45.120503652039325
1739209665.3175128;-45.120503652039325
1739209665.3175159;-38.13080360867914
1739209665.3175192;-45.120503652039325
1739209665.3175225;-45.120503652039325
1739209665.3175256;-38.13080360867914
1739209665.317529;-45.120503652039325
1739209665.3175323;-45.120503652039325
1739209665.3175354;-38.13080360867914
1739209665.3175387;-45.120503652039325
1739209665.317542;-33.981070128970906
1739209665.3175452;-45.120503652039325
1739209665.3175485;-38.13080360867914
1739209665.3175519;-25.826314394896354
1739209665.317555;-35.57807855764607
1739209665.3175583;-45.120503652039325
1739209665.3175616;-45.120503652039325
1739209665.3175647;-38.13080360867914
1739209665.317568;-38.13080360867914
1739209665.3175712;-35.57807855764607
1739209665.3175745;-38.13080360867914
1739209665.3175778;-45.120503652039325
1739209665.317581;-38.13080360867914
1739209665.3175843;-38.13080360867914
1739209665.3175876;-38.13080360867914
1739209665.3175907;-35.57807855764607
1739209665.317594;-38.13080360867914
1739209665.3175974;-32.816014438256545
1739209665.3176005;-33.981070128970906
1739209665.3176038;-38.13080360867914
1739209665.3176072;-45.120503652039325
1739209665.3176103;-33.981070128970906
1739209665.3176136;-38.13080360867914
1739209665.317617;-45.120503652039325
1739209665.31762;-38.13080360867914
1739209665.3176234;-35.57807855764607
1739209665.3176267;-45.120503652039325
1739209665.3176298;-28.58837851428586
1739209665.3176332;-35.57807855764607
1739209665.3176365;-35.57807855764607
1739209665.3176396;-45.120503652039325
1739209665.317643;-35.57807855764607
1739209665.3176463;-38.13080360867914
1739209665.3176494;-35.57807855764607
1739209665.3176527;-38.13080360867914
1739209665.317656;-38.13080360867914
1739209665.3176591;-45.120503652039325
1739209665.3176625;-33.981070128970906
1739209665.3176656;-38.13080360867914
1739209665.317669;-45.120503652039325
1739209665.3176723;-38.13080360867914
1739209665.3176754;-38.13080360867914
1739209665.3176787;-38.13080360867914
1739209665.317682;-38.13080360867914
1739209665.3176851;-38.13080360867914
1739209665.3176885;-45.120503652039325
1739209665.3176918;-45.120503652039325
1739209665.317695;-38.13080360867914
1739209665.3176982;-45.120503652039325
1739209665.3177016;-45.120503652039325
1739209665.3177047;-45.120503652039325
1739209665.317708;-38.13080360867914
1739209665.3177114;-38.13080360867914
1739209665.3177145;-45.120503652039325
1739209665.3177178;-38.13080360867914
1739209665.3177211;-35.57807855764607
1739209665.3177242;-35.57807855764607
1739209665.3177276;-45.120503652039325
1739209665.317731;-38.13080360867914
1739209665.317734;-38.13080360867914
1739209665.3177373;-45.120503652039325
1739209665.3177407;-45.120503652039325
1739209665.3177438;-38.13080360867914
1739209665.317747;-38.13080360867914
1739209665.3177505;-33.981070128970906
1739209665.3177536;-45.120503652039325
1739209665.317757;-45.120503652039325
1739209665.31776;-31.141103565318915
1739209665.3177633;-33.981070128970906
1739209665.3177667;-45.120503652039325
1739209665.3177698;-45.120503652039325
1739209665.317773;-38.13080360867914
1739209665.3177764;-38.13080360867914
1739209665.3177795;-45.120503652039325
1739209665.3177829;-45.120503652039325
1739209665.3177862;-38.13080360867914
1739209665.3177893;-45.120503652039325
1739209665.3177927;-45.120503652039325
1739209665.317796;-45.120503652039325
1739209665.317799;-45.120503652039325
1739209665.3178024;-38.13080360867914
1739209665.3178058;-45.120503652039325
1739209665.3178089;-45.120503652039325
1739209665.3178122;-38.13080360867914
1739209665.3178155;-38.13080360867914
1739209665.3178186;-45.120503652039325
1739209665.317822;-33.981070128970906
1739209665.3178253;-38.13080360867914
1739209665.3178284;-45.120503652039325
1739209665.3178318;-45.120503652039325
1739209665.317835;-38.13080360867914
1739209665.3178382;-32.816014438256545
1739209665.3178415;-38.13080360867914
1739209665.3178449;-45.120503652039325
1739209665.317848;-31.141103565318915
1739209665.3178513;-32.816014438256545
1739209665.3178544;-33.981070128970906
1739209665.3178577;-38.13080360867914
1739209665.317861;-45.120503652039325
1739209665.3178642;-32.816014438256545
1739209665.3178675;-38.13080360867914
1739209665.3178709;-45.120503652039325
1739209665.317874;-38.13080360867914
1739209665.3178773;-35.57807855764607
1739209665.3178806;-45.120503652039325
1739209665.3178837;-45.120503652039325
1739209665.317887;-33.981070128970906
1739209665.3178904;-38.13080360867914
1739209665.3178935;-38.13080360867914
1739209665.3178968;-45.120503652039325
1739209665.3179002;-45.120503652039325
1739209665.3179033;-38.13080360867914
1739209665.3179066;-32.816014438256545
1739209665.31791;-45.120503652039325
1739209665.317913;-45.120503652039325
1739209665.3179164;-31.141103565318893
1739209665.3179197;-38.13080360867914
1739209665.3179228;-45.120503652039325
1739209665.3179262;-38.13080360867914
1739209665.3179295;-32.816014438256545
1739209665.3179326;-31.141103565318915
1739209665.317936;-45.120503652039325
1739209665.3179393;-45.120503652039325
1739209665.3179424;-32.816014438256545
1739209665.3179457;-45.120503652039325
1739209665.3179488;-45.120503652039325
1739209665.3179522;-33.981070128970906
1739209665.3179555;-35.57807855764607
1739209665.3179586;-38.13080360867914
1739209665.317962;-45.120503652039325
1739209665.3179653;-33.981070128970906
1739209665.3179684;-45.120503652039325
1739209665.3179717;-31.141103565318915
1739209665.317975;-33.981070128970906
1739209665.3179781;-38.13080360867914
1739209665.3179815;-35.57807855764607
1739209665.3179848;-38.13080360867914
1739209665.317988;-45.120503652039325
1739209665.3179913;-45.120503652039325
1739209665.3179946;-38.13080360867914
1739209665.3179977;-38.13080360867914
1739209665.318001;-38.13080360867914
1739209665.3180044;-38.13080360867914
1739209665.3180075;-45.120503652039325
1739209665.3180108;-45.120503652039325
1739209665.3180141;-45.120503652039325
1739209665.3180172;-38.13080360867914
1739209665.3180206;-45.120503652039325
1739209665.318024;-33.981070128970906
1739209665.318027;-33.981070128970906
1739209665.3180304;-38.13080360867914
1739209665.3180337;-38.13080360867914
1739209665.3180368;-38.13080360867914
1739209665.3180401;-38.13080360867914
1739209665.3180432;-45.120503652039325
1739209665.3180466;-45.120503652039325
1739209665.31805;-45.120503652039325
1739209665.318053;-35.57807855764607
1739209665.3180563;-38.13080360867914
1739209665.3180597;-45.120503652039325
1739209665.3180628;-45.120503652039325
1739209665.3180661;-45.120503652039325
1739209665.3180695;-38.13080360867914
1739209665.3180726;-45.120503652039325
1739209665.318076;-45.120503652039325
1739209665.3180792;-45.120503652039325
1739209665.3180823;-38.13080360867914
1739209665.3180857;-45.120503652039325
1739209665.318089;-33.981070128970906
1739209665.318092;-45.120503652039325
1739209665.3180954;-45.120503652039325
1739209665.3180988;-45.120503652039325
1739209665.318102;-38.13080360867914
1739209665.3181052;-31.141103565318893
1739209665.3181086;-38.13080360867914
1739209665.3181117;-38.13080360867914
1739209665.318115;-45.120503652039325
1739209665.3181183;-45.120503652039325
1739209665.3181214;-38.13080360867914
1739209665.3181248;-38.13080360867914
1739209665.318128;-38.13080360867914
1739209665.3181312;-45.120503652039325
1739209665.3181345;-45.120503652039325
1739209665.3181376;-45.120503652039325
1739209665.318141;-45.120503652039325
1739209665.3181443;-38.13080360867914
1739209665.3181474;-38.13080360867914
1739209665.3181508;-45.120503652039325
1739209665.318154;-38.13080360867914
1739209665.3181572;-28.21854285175415
1739209665.3181605;-38.13080360867914
1739209665.3181639;-45.120503652039325
1739209665.318167;-38.13080360867914
1739209665.3181703;-35.57807855764607
1739209665.3181736;-38.13080360867914
1739209665.3181767;-45.120503652039325
1739209665.31818;-45.120503652039325
1739209665.3181834;-33.981070128970956
1739209665.3181865;-45.120503652039325
1739209665.3181899;-35.57807855764607
1739209665.3181932;-38.13080360867914
1739209665.3181963;-45.120503652039325
1739209665.3181996;-38.13080360867914
1739209665.318203;-45.120503652039325
1739209665.318206;-45.120503652039325
1739209665.3182094;-26.487275050834715
1739209665.3182127;-33.981070128970906
1739209665.3182158;-45.120503652039325
1739209665.3182192;-38.13080360867914
1739209665.3182225;-35.57807855764607
1739209665.3182256;-35.57807855764607
1739209665.318229;-38.13080360867914
1739209665.318232;-35.57807855764607
1739209665.3182354;-33.981070128970956
1739209665.3182387;-45.120503652039325
1739209665.3182418;-38.13080360867914
1739209665.3182452;-38.13080360867914
1739209665.3182485;-45.120503652039325
1739209665.3182516;-45.120503652039325
1739209665.318255;-38.13080360867914
1739209665.3182583;-38.13080360867914
1739209665.3182614;-31.141103565318915
1739209665.3182647;-33.981070128970906
1739209665.318268;-35.57807855764607
1739209665.3182712;-33.981070128970906
1739209665.3182745;-38.13080360867914
1739209665.3182778;-45.120503652039325
1739209665.318281;-38.13080360867914
1739209665.3182843;-38.13080360867914
1739209665.3182876;-45.120503652039325
1739209665.3182907;-38.13080360867914
1739209665.318294;-38.13080360867914
1739209665.3182974;-45.120503652039325
1739209665.3183005;-38.13080360867914
1739209665.3183038;-35.57807855764607
1739209665.3183072;-38.13080360867914
1739209665.3183103;-38.13080360867914
1739209665.3183136;-38.13080360867914
1739209665.318317;-38.13080360867914
1739209665.31832;-38.13080360867914
1739209665.3183234;-38.13080360867914
1739209665.3183267;-45.120503652039325
1739209665.3183298;-38.13080360867914
1739209665.3183331;-35.57807855764607
1739209665.3183362;-45.120503652039325
1739209665.3183396;-45.120503652039325
1739209665.318343;-38.13080360867914
1739209665.318346;-35.57807855764607
1739209665.3183494;-45.120503652039325
1739209665.3183527;-38.13080360867914
1739209665.3183558;-35.57807855764607
1739209665.3183591;-35.57807855764607
1739209665.3183625;-38.13080360867914
1739209665.3183656;-35.57807855764607
1739209665.318369;-45.120503652039325
1739209665.3183722;-33.981070128970906
1739209665.3183753;-38.13080360867914
1739209665.3183787;-45.120503652039325
1739209665.318382;-45.120503652039325
1739209665.3183851;-45.120503652039325
1739209665.3183885;-38.13080360867914
1739209665.3183918;-38.13080360867914
1739209665.318395;-33.981070128970906
1739209665.3183982;-45.120503652039325
1739209665.3184016;-45.120503652039325
1739209665.3184047;-30.49652367304973
1739209665.318408;-38.13080360867914
1739209665.3184114;-38.13080360867914
1739209665.3184144;-45.120503652039325
1739209665.3184178;-45.120503652039325
1739209665.3184211;-38.13080360867914
1739209665.3184242;-38.13080360867914
1739209665.3184276;-38.13080360867914
1739209665.3184307;-45.120503652039325
1739209665.318434;-45.120503652039325
1739209665.3184373;-38.13080360867914
1739209665.3184404;-45.120503652039325
1739209665.3184438;-33.981070128970906
1739209665.318447;-33.981070128970906
1739209665.3184502;-45.120503652039325
1739209665.3184536;-45.120503652039325
1739209665.318457;-33.981070128970906
1739209665.31846;-35.57807855764607
1739209665.3184633;-45.120503652039325
1739209665.3184667;-45.120503652039325
1739209665.3184698;-35.57807855764607
1739209665.318473;-45.120503652039325
1739209665.3184764;-38.13080360867914
1739209665.3184795;-35.57807855764607
1739209665.3184829;-35.57807855764607
1739209665.3184862;-45.120503652039325
1739209665.3184893;-45.120503652039325
1739209665.3184927;-35.57807855764607
1739209665.318496;-35.57807855764607
1739209665.318499;-38.13080360867914
1739209665.3185024;-45.120503652039325
1739209665.3185058;-38.13080360867914
1739209665.3185089;-32.816014438256545
1739209665.3185122;-45.120503652039325
1739209665.3185155;-45.120503652039325
1739209665.3185186;-32.816014438256545
1739209665.318522;-45.120503652039325
1739209665.318525;-38.13080360867914
1739209665.3185284;-38.13080360867914
1739209665.3185318;-38.13080360867914
1739209665.3185349;-35.57807855764607
1739209665.3185382;-33.981070128970906
1739209665.3185415;-38.13080360867914
1739209665.3185446;-38.13080360867914
1739209665.318548;-35.57807855764607
1739209665.3185513;-45.120503652039325
1739209665.3185544;-45.120503652039325
1739209665.3185577;-45.120503652039325
1739209665.318561;-45.120503652039325
1739209665.3185642;-38.13080360867914
1739209665.3185675;-45.120503652039325
1739209665.3185709;-38.13080360867914
1739209665.318574;-38.13080360867914
1739209665.3185773;-35.57807855764607
1739209665.3185806;-33.981070128970906
1739209665.3185837;-45.120503652039325
1739209665.318587;-45.120503652039325
1739209665.3185904;-45.120503652039325
1739209665.3185935;-45.120503652039325
1739209665.3185968;-38.13080360867914
1739209665.3186002;-38.13080360867914
1739209665.3186033;-45.120503652039325
1739209665.3186066;-45.120503652039325
1739209665.31861;-38.13080360867914
1739209665.318613;-45.120503652039325
1739209665.3186164;-45.120503652039325
1739209665.3186195;-45.120503652039325
1739209665.3186228;-38.13080360867914
1739209665.3186262;-45.120503652039325
1739209665.3186293;-45.120503652039325
1739209665.3186326;-38.13080360867914
1739209665.318636;-38.13080360867914
1739209665.318639;-45.120503652039325
1739209665.3186424;-38.13080360867914
1739209665.3186457;-35.57807855764607
1739209665.3186488;-38.13080360867914
1739209665.3186522;-35.57807855764607
1739209665.3186555;-35.57807855764607
1739209665.3186586;-35.57807855764607
1739209665.318662;-45.120503652039325
1739209665.3186653;-35.57807855764607
1739209665.3186684;-45.120503652039325
1739209665.3186717;-45.120503652039325
1739209665.318675;-45.120503652039325
1739209665.3186781;-45.120503652039325
1739209665.3186815;-38.13080360867914
1739209665.3186848;-45.120503652039325
1739209665.318688;-45.120503652039325
1739209665.3186913;-38.13080360867914
1739209665.3186946;-35.57807855764607
1739209665.3186977;-32.816014438256545
1739209665.318701;-35.57807855764607
1739209665.3187044;-45.120503652039325
1739209665.3187075;-38.13080360867914
1739209665.3187108;-35.57807855764607
1739209665.318714;-38.13080360867914
1739209665.3187172;-38.13080360867914
1739209665.3187206;-45.120503652039325
1739209665.3187237;-45.120503652039325
1739209665.318727;-38.13080360867914
1739209665.3187304;-45.120503652039325
1739209665.3187335;-45.120503652039325
1739209665.3187368;-45.120503652039325
1739209665.3187401;-45.120503652039325
1739209665.3187432;-38.13080360867914
1739209665.3187466;-38.13080360867914
1739209665.31875;-38.13080360867914
1739209665.318753;-45.120503652039325
1739209665.3187563;-38.13080360867914
1739209665.3187597;-35.57807855764607
1739209665.3187628;-26.991370085610736
1739209665.318766;-38.13080360867914
1739209665.3187695;-45.120503652039325
1739209665.3187726;-38.13080360867914
1739209665.318776;-35.57807855764607
1739209665.3187792;-38.13080360867914
1739209665.3187823;-38.13080360867914
1739209665.3187857;-35.57807855764607
1739209665.318789;-33.981070128970956
1739209665.318792;-45.120503652039325
1739209665.3187954;-45.120503652039325
1739209665.3187988;-38.13080360867914
1739209665.3188019;-45.120503652039325
1739209665.3188052;-45.120503652039325
1739209665.3188083;-45.120503652039325
1739209665.3188117;-45.120503652039325
1739209665.318815;-27.8777449560314
1739209665.318818;-38.13080360867914
1739209665.3188214;-45.120503652039325
1739209665.3188248;-45.120503652039325
1739209665.3188279;-35.57807855764607
1739209665.3188312;-38.13080360867914
1739209665.3188345;-45.120503652039325
1739209665.3188376;-38.13080360867914
1739209665.318841;-45.120503652039325
1739209665.3188443;-38.13080360867914
1739209665.3188474;-45.120503652039325
1739209665.3188508;-45.120503652039325
1739209665.318854;-45.120503652039325
1739209665.3188572;-38.13080360867914
1739209665.3188605;-45.120503652039325
1739209665.3188639;-38.13080360867914
1739209665.318867;-30.49652367304973
1739209665.3188703;-33.981070128970906
1739209665.3188736;-45.120503652039325
1739209665.3188767;-33.981070128970906
1739209665.31888;-32.816014438256545
1739209665.3188834;-38.13080360867914
1739209665.3188865;-45.120503652039325
1739209665.3188899;-38.13080360867914
1739209665.3188932;-38.13080360867914
1739209665.3188963;-45.120503652039325
1739209665.3188996;-45.120503652039325
1739209665.3189027;-33.981070128970906
1739209665.318906;-35.57807855764607
1739209665.3189094;-38.13080360867914
1739209665.3189125;-45.120503652039325
1739209665.3189158;-38.13080360867914
1739209665.3189192;-45.120503652039325
1739209665.3189223;-45.120503652039325
1739209665.3189256;-45.120503652039325
1739209665.318929;-38.13080360867914
1739209665.318932;-45.120503652039325
1739209665.3189354;-38.13080360867914
1739209665.3189387;-38.13080360867914
1739209665.3189418;-38.13080360867914
1739209665.3189452;-33.981070128970906
1739209665.3189485;-31.141103565318915
1739209665.3189516;-45.120503652039325
1739209665.318955;-45.120503652039325
1739209665.3189583;-38.13080360867914
1739209665.3189614;-35.57807855764607
1739209665.3189647;-45.120503652039325
1739209665.318968;-38.13080360867914
1739209665.3189712;-38.13080360867914
1739209665.3189745;-38.13080360867914
1739209665.3189778;-38.13080360867914
1739209665.318981;-38.13080360867914
1739209665.3189843;-35.57807855764607
1739209665.3189876;-45.120503652039325
1739209665.3189907;-38.13080360867914
1739209665.318994;-38.13080360867914
1739209665.3189971;-31.141103565318915
1739209665.3190005;-27.267205301931607
1739209665.3190038;-45.120503652039325
1739209665.319007;-38.13080360867914
1739209665.3190103;-38.13080360867914
1739209665.3190136;-38.13080360867914
1739209665.3190167;-45.120503652039325
1739209665.31902;-38.13080360867914
1739209665.3190234;-33.981070128970906
1739209665.3190265;-32.816014438256545
1739209665.3190298;-45.120503652039325
1739209665.3190331;-45.120503652039325
1739209665.3190362;-33.981070128970906
1739209665.3190396;-45.120503652039325
1739209665.319043;-45.120503652039325
1739209665.319046;-38.13080360867914
1739209665.3190494;-38.13080360867914
1739209665.3190527;-33.981070128970906
1739209665.3190558;-45.120503652039325
1739209665.3190591;-45.120503652039325
1739209665.3190625;-45.120503652039325
1739209665.3190656;-38.13080360867914
1739209665.319069;-45.120503652039325
1739209665.3190722;-38.13080360867914
1739209665.3190753;-38.13080360867914
1739209665.3190787;-33.981070128970906
1739209665.319082;-45.120503652039325
1739209665.3190851;-38.13080360867914
1739209665.3190885;-35.57807855764607
1739209665.3190916;-38.13080360867914
1739209665.319095;-45.120503652039325
1739209665.3190982;-38.13080360867914
1739209665.3191013;-35.57807855764607
1739209665.3191047;-33.981070128970906
1739209665.319108;-45.120503652039325
1739209665.319111;-38.13080360867914
1739209665.3191144;-38.13080360867914
1739209665.3191178;-45.120503652039325
1739209665.319121;-38.13080360867914
