CAN Message; 0x77:301b342c70cf04d8
1739209793.9144132;-38.13080360867914
1739209793.9144197;-45.120503652039325
1739209793.9144258;-38.13080360867914
1739209793.9144323;-31.14110356531892
1739209793.9144387;-45.120503652039325
1739209793.914445;-38.13080360867914
1739209793.9144514;-45.120503652039325
1739209793.9144576;-45.120503652039325
1739209793.914464;-45.120503652039325
1739209793.9144704;-45.120503652039325
1739209793.9144766;-31.141103565318915
1739209793.914483;-28.992665084841942
1739209793.9144895;-38.13080360867914
1739209793.9144957;-38.13080360867914
1739209793.9145021;-45.120503652039325
1739209793.9145086;-38.13080360867914
1739209793.9145148;-38.13080360867914
1739209793.9145212;-38.13080360867914
1739209793.9145277;-38.13080360867914
1739209793.9145339;-38.13080360867914
1739209793.9145403;-35.57807855764607
1739209793.9145467;-45.120503652039325
1739209793.914553;-38.13080360867914
1739209793.9145594;-38.13080360867914
1739209793.9145656;-45.120503652039325
1739209793.914572;-45.120503652039325
1739209793.9145784;-38.13080360867914
1739209793.9145846;-38.13080360867914
1739209793.914591;-45.120503652039325
1739209793.9145975;-45.120503652039325
1739209793.9146037;-38.13080360867914
1739209793.9146101;-38.13080360867914
1739209793.9146166;-33.981070128970906
1739209793.9146228;-38.13080360867914
1739209793.9146292;-45.120503652039325
1739209793.9146357;-38.13080360867914
1739209793.9146419;-45.120503652039325
1739209793.9146483;-45.120503652039325
1739209793.9146545;-33.981070128970906
1739209793.914661;-32.816014438256545
1739209793.9146674;-38.13080360867914
1739209793.9146736;-38.13080360867914
1739209793.91468;-32.816014438256545
1739209793.9146864;-38.13080360867914
1739209793.9146926;-38.13080360867914
1739209793.914699;-38.13080360867914
1739209793.9147055;-38.13080360867914
1739209793.9147117;-45.120503652039325
1739209793.9147182;-33.981070128970906
1739209793.9147246;-45.120503652039325
1739209793.9147308;-45.120503652039325
1739209793.9147372;-38.13080360867914
1739209793.9147437;-38.13080360867914
1739209793.9147499;-38.13080360867914
1739209793.9147563;-45.120503652039325
1739209793.9147625;-35.57807855764607
1739209793.914769;-32.816014438256545
1739209793.9147754;-38.13080360867914
1739209793.9147816;-45.120503652039325
1739209793.914788;-38.13080360867914
1739209793.9147944;-38.13080360867914
1739209793.9148006;-45.120503652039325
1739209793.914807;-45.120503652039325
1739209793.9148135;-38.13080360867914
1739209793.9148197;-35.57807855764607
1739209793.9148262;-38.13080360867914
1739209793.9148326;-45.120503652039325
1739209793.9148388;-45.120503652039325
1739209793.9148452;-45.120503652039325
1739209793.9148514;-38.13080360867914
1739209793.9148579;-45.120503652039325
1739209793.9148643;-38.13080360867914
1739209793.9148705;-38.13080360867914
1739209793.914877;-38.13080360867914
1739209793.9148834;-45.120503652039325
1739209793.9148896;-38.13080360867914
1739209793.914896;-32.816014438256545
1739209793.9149024;-35.57807855764607
1739209793.9149086;-38.13080360867914
1739209793.914915;-38.13080360867914
1739209793.9149215;-32.816014438256545
1739209793.9149277;-45.120503652039325
1739209793.9149342;-38.13080360867914
1739209793.9149406;-45.120503652039325
1739209793.9149468;-45.120503652039325
1739209793.9149532;-45.120503652039325
1739209793.9149594;-45.120503652039325
1739209793.9149659;-45.120503652039325
1739209793.9149723;-45.120503652039325
1739209793.9149785;-38.13080360867914
1739209793.914985;-45.120503652039325
1739209793.9149914;-38.13080360867914
1739209793.9149976;-45.120503652039325
1739209793.915004;-45.120503652039325
1739209793.9150105;-45.120503652039325
1739209793.9150167;-38.13080360867914
1739209793.915023;-45.120503652039325
1739209793.9150295;-38.13080360867914
1739209793.9150357;-45.120503652039325
1739209793.9150422;-38.13080360867914
1739209793.9150484;-32.816014438256545
1739209793.9150548;-38.13080360867914
1739209793.9150612;-32.816014438256545
1739209793.9150674;-45.120503652039325
1739209793.9150739;-45.120503652039325
1739209793.9150803;-38.13080360867914
1739209793.9150865;-38.13080360867914
1739209793.915093;-45.120503652039325
1739209793.9150994;-45.120503652039325
1739209793.9151056;-38.13080360867914
1739209793.915112;-38.13080360867914
1739209793.9151185;-35.57807855764607
1739209793.9151247;-45.120503652039325
1739209793.915131;-35.57807855764607
1739209793.9151375;-35.57807855764607
1739209793.9151437;-35.57807855764607
1739209793.9151502;-26.991370085610736
1739209793.9151564;-38.13080360867914
1739209793.9151628;-38.13080360867914
1739209793.9151692;-35.57807855764607
1739209793.9151754;-33.981070128970906
1739209793.9151819;-45.120503652039325
1739209793.9151883;-33.981070128970906
1739209793.9151945;-45.120503652039325
1739209793.915201;-38.13080360867914
1739209793.9152074;-45.120503652039325
1739209793.9152136;-35.57807855764607
1739209793.91522;-45.120503652039325
1739209793.9152265;-45.120503652039325
1739209793.9152327;-45.120503652039325
1739209793.915239;-45.120503652039325
1739209793.9152455;-45.120503652039325
1739209793.9152517;-31.141103565318893
1739209793.9152582;-35.57807855764607
1739209793.9152644;-45.120503652039325
1739209793.9152708;-38.13080360867914
1739209793.9152772;-38.13080360867914
1739209793.9152834;-38.13080360867914
1739209793.9152899;-45.120503652039325
1739209793.9152963;-45.120503652039325
1739209793.9153025;-32.816014438256545
1739209793.915309;-38.13080360867914
1739209793.9153154;-45.120503652039325
1739209793.9153216;-38.13080360867914
1739209793.915328;-31.141103565318893
1739209793.9153345;-38.13080360867914
1739209793.9153407;-45.120503652039325
1739209793.915347;-45.120503652039325
1739209793.9153533;-38.13080360867914
1739209793.9153597;-38.13080360867914
1739209793.9153662;-38.13080360867914
1739209793.9153724;-38.13080360867914
1739209793.9153788;-35.57807855764607
1739209793.9153852;-38.13080360867914
1739209793.9153914;-45.120503652039325
1739209793.915398;-45.120503652039325
1739209793.9154043;-26.487275050834715
1739209793.9154105;-32.816014438256545
1739209793.915417;-45.120503652039325
1739209793.9154234;-38.13080360867914
1739209793.9154296;-35.57807855764607
1739209793.915436;-45.120503652039325
1739209793.9154425;-38.13080360867914
1739209793.9154487;-38.13080360867914
1739209793.915455;-45.120503652039325
1739209793.9154613;-45.120503652039325
1739209793.9154677;-45.120503652039325
1739209793.9154742;-38.13080360867914
1739209793.9154804;-32.816014438256545
1739209793.9154868;-38.13080360867914
1739209793.9154932;-45.120503652039325
1739209793.9154994;-38.13080360867914
1739209793.915506;-45.120503652039325
1739209793.9155123;-45.120503652039325
1739209793.9155185;-38.13080360867914
1739209793.915525;-35.57807855764607
1739209793.9155314;-45.120503652039325
1739209793.9155376;-38.13080360867914
1739209793.915544;-38.13080360867914
1739209793.9155502;-38.13080360867914
1739209793.9155567;-35.57807855764607
1739209793.915563;-35.57807855764607
1739209793.9155693;-38.13080360867914
1739209793.9155757;-38.13080360867914
1739209793.9155822;-35.57807855764607
1739209793.9155884;-38.13080360867914
1739209793.9155948;-45.120503652039325
1739209793.9156013;-38.13080360867914
1739209793.9156075;-38.13080360867914
1739209793.915614;-45.120503652039325
1739209793.9156203;-45.120503652039325
1739209793.9156265;-45.120503652039325
1739209793.915633;-45.120503652039325
1739209793.9156394;-38.13080360867914
1739209793.9156456;-38.13080360867914
1739209793.915652;-45.120503652039325
1739209793.9156582;-45.120503652039325
1739209793.9156647;-35.57807855764607
1739209793.915671;-38.13080360867914
1739209793.9156773;-45.120503652039325
1739209793.9156837;-38.13080360867914
1739209793.9156902;-38.13080360867914
1739209793.9156964;-45.120503652039325
1739209793.9157028;-45.120503652039325
1739209793.9157093;-45.120503652039325
1739209793.9157155;-45.120503652039325
1739209793.915722;-38.13080360867914
1739209793.9157283;-38.13080360867914
1739209793.9157345;-45.120503652039325
1739209793.915741;-45.120503652039325
1739209793.9157474;-38.13080360867914
1739209793.9157536;-38.13080360867914
1739209793.91576;-38.13080360867914
1739209793.9157662;-38.13080360867914
1739209793.9157727;-35.57807855764607
1739209793.915779;-38.13080360867914
1739209793.9157853;-45.120503652039325
1739209793.9157917;-45.120503652039325
1739209793.9157982;-38.13080360867914
1739209793.9158044;-35.57807855764607
1739209793.9158108;-45.120503652039325
1739209793.9158173;-33.981070128970906
1739209793.9158235;-38.13080360867914
1739209793.91583;-38.13080360867914
1739209793.9158363;-45.120503652039325
1739209793.9158425;-45.120503652039325
1739209793.915849;-45.120503652039325
1739209793.9158552;-45.120503652039325
1739209793.9158616;-45.120503652039325
1739209793.915868;-45.120503652039325
1739209793.9158742;-45.120503652039325
1739209793.9158807;-45.120503652039325
1739209793.915887;-35.57807855764607
1739209793.9158933;-38.13080360867914
1739209793.9158998;-45.120503652039325
1739209793.9159062;-38.13080360867914
1739209793.9159124;-32.816014438256545
1739209793.9159188;-45.120503652039325
1739209793.9159253;-45.120503652039325
1739209793.9159315;-45.120503652039325
1739209793.915938;-38.13080360867914
1739209793.9159443;-38.13080360867914
1739209793.9159505;-35.57807855764607
1739209793.915957;-35.57807855764607
1739209793.9159632;-45.120503652039325
1739209793.9159696;-38.13080360867914
1739209793.915976;-38.13080360867914
1739209793.9159822;-38.13080360867914
1739209793.9159887;-35.57807855764607
1739209793.9159951;-38.13080360867914
1739209793.9160013;-38.13080360867914
1739209793.9160078;-38.13080360867914
1739209793.9160142;-38.13080360867914
1739209793.9160204;-35.57807855764607
1739209793.9160268;-45.120503652039325
1739209793.9160333;-45.120503652039325
1739209793.9160395;-45.120503652039325
1739209793.916046;-38.13080360867914
1739209793.916052;-45.120503652039325
1739209793.9160585;-38.13080360867914
1739209793.916065;-45.120503652039325
1739209793.9160712;-31.141103565318915
1739209793.9160776;-33.981070128970906
1739209793.916084;-45.120503652039325
1739209793.9160903;-35.57807855764607
1739209793.9160967;-35.57807855764607
1739209793.9161031;-38.13080360867914
1739209793.9161093;-38.13080360867914
1739209793.9161158;-33.981070128970906
1739209793.9161222;-38.13080360867914
1739209793.9161284;-38.13080360867914
1739209793.9161348;-45.120503652039325
1739209793.9161413;-38.13080360867914
1739209793.9161475;-45.120503652039325
1739209793.916154;-38.13080360867914
1739209793.91616;-45.120503652039325
1739209793.9161665;-45.120503652039325
1739209793.916173;-38.13080360867914
1739209793.9161792;-45.120503652039325
1739209793.9161856;-38.13080360867914
1739209793.916192;-35.57807855764607
1739209793.9161983;-45.120503652039325
1739209793.9162047;-38.13080360867914
1739209793.9162111;-38.13080360867914
1739209793.9162173;-35.57807855764607
1739209793.9162238;-32.816014438256545
1739209793.9162302;-30.49652367304973
1739209793.9162364;-45.120503652039325
1739209793.9162428;-45.120503652039325
1739209793.9162493;-38.13080360867914
1739209793.9162555;-38.13080360867914
1739209793.916262;-45.120503652039325
1739209793.916268;-32.816014438256545
1739209793.9162745;-45.120503652039325
1739209793.916281;-38.13080360867914
1739209793.9162872;-45.120503652039325
1739209793.9162936;-45.120503652039325
1739209793.9163;-38.13080360867914
1739209793.9163063;-38.13080360867914
1739209793.9163127;-38.13080360867914
1739209793.9163191;-45.120503652039325
1739209793.9163253;-35.57807855764607
1739209793.9163318;-28.21854285175415
1739209793.9163382;-38.13080360867914
1739209793.9163444;-45.120503652039325
1739209793.9163508;-45.120503652039325
1739209793.916357;-45.120503652039325
1739209793.9163635;-45.120503652039325
1739209793.91637;-38.13080360867914
1739209793.916376;-45.120503652039325
1739209793.9163826;-45.120503652039325
1739209793.916389;-45.120503652039325
1739209793.9163952;-45.120503652039325
1739209793.9164016;-45.120503652039325
1739209793.916408;-35.57807855764607
1739209793.9164143;-38.13080360867914
1739209793.9164207;-38.13080360867914
1739209793.9164271;-38.13080360867914
1739209793.9164333;-45.120503652039325
1739209793.9164398;-38.13080360867914
1739209793.9164462;-35.57807855764607
1739209793.9164524;-45.120503652039325
1739209793.9164588;-45.120503652039325
1739209793.916465;-38.13080360867914
1739209793.9164715;-35.57807855764607
1739209793.916478;-38.13080360867914
1739209793.916484;-35.57807855764607
1739209793.9164906;-45.120503652039325
1739209793.916497;-45.120503652039325
1739209793.9165032;-38.13080360867914
1739209793.9165096;-38.13080360867914
1739209793.916516;-45.120503652039325
1739209793.9165223;-38.13080360867914
1739209793.9165287;-45.120503652039325
1739209793.9165351;-45.120503652039325
1739209793.9165413;-38.13080360867914
1739209793.9165478;-38.13080360867914
1739209793.916554;-45.120503652039325
1739209793.9165604;-45.120503652039325
1739209793.9165668;-38.13080360867914
1739209793.916573;-38.13080360867914
1739209793.9165795;-38.13080360867914
1739209793.916586;-38.13080360867914
1739209793.9165921;-38.13080360867914
1739209793.9165986;-45.120503652039325
1739209793.916605;-38.13080360867914
1739209793.9166112;-38.13080360867914
1739209793.9166176;-38.13080360867914
1739209793.916624;-45.120503652039325
1739209793.9166303;-45.120503652039325
1739209793.9166367;-45.120503652039325
1739209793.9166431;-38.13080360867914
1739209793.9166493;-45.120503652039325
1739209793.9166558;-38.13080360867914
1739209793.916662;-38.13080360867914
1739209793.9166684;-45.120503652039325
1739209793.9166749;-45.120503652039325
1739209793.916681;-45.120503652039325
1739209793.9166875;-45.120503652039325
1739209793.916694;-33.981070128970906
1739209793.9167001;-45.120503652039325
1739209793.9167066;-45.120503652039325
1739209793.916713;-45.120503652039325
1739209793.9167192;-35.57807855764607
1739209793.9167256;-38.13080360867914
1739209793.916732;-45.120503652039325
1739209793.9167383;-38.13080360867914
1739209793.9167447;-38.13080360867914
1739209793.916751;-45.120503652039325
1739209793.9167573;-45.120503652039325
1739209793.9167638;-38.13080360867914
1739209793.91677;-33.981070128970906
1739209793.9167764;-45.120503652039325
1739209793.9167829;-45.120503652039325
1739209793.916789;-38.13080360867914
1739209793.9167955;-33.981070128970906
1739209793.916802;-38.13080360867914
1739209793.9168081;-45.120503652039325
1739209793.9168146;-38.13080360867914
1739209793.916821;-38.13080360867914
1739209793.9168272;-38.13080360867914
1739209793.9168336;-45.120503652039325
1739209793.91684;-45.120503652039325
1739209793.9168463;-38.13080360867914
1739209793.9168527;-45.120503652039325
1739209793.916859;-45.120503652039325
1739209793.9168653;-45.120503652039325
1739209793.9168718;-38.13080360867914
1739209793.916878;-35.57807855764607
1739209793.9168844;-35.57807855764607
1739209793.9168909;-45.120503652039325
1739209793.916897;-31.141103565318915
1739209793.9169035;-35.57807855764607
1739209793.91691;-38.13080360867914
1739209793.9169161;-38.13080360867914
1739209793.9169226;-38.13080360867914
1739209793.916929;-45.120503652039325
1739209793.9169352;-38.13080360867914
1739209793.9169416;-45.120503652039325
1739209793.916948;-28.58837851428586
1739209793.9169543;-45.120503652039325
1739209793.9169607;-38.13080360867914
1739209793.916967;-45.120503652039325
1739209793.9169734;-38.13080360867914
1739209793.9169798;-35.57807855764607
1739209793.916986;-38.13080360867914
1739209793.9169924;-45.120503652039325
1739209793.9169989;-28.58837851428586
1739209793.917005;-35.57807855764607
1739209793.9170115;-38.13080360867914
1739209793.917018;-38.13080360867914
1739209793.9170241;-45.120503652039325
1739209793.9170306;-45.120503652039325
1739209793.917037;-45.120503652039325
1739209793.9170432;-38.13080360867914
1739209793.9170496;-33.981070128970906
1739209793.9170558;-45.120503652039325
1739209793.9170623;-38.13080360867914
1739209793.9170687;-35.57807855764607
1739209793.917075;-33.981070128970906
1739209793.9170814;-35.57807855764607
1739209793.9170878;-38.13080360867914
1739209793.917094;-38.13080360867914
1739209793.9171004;-38.13080360867914
1739209793.9171069;-45.120503652039325
1739209793.917113;-38.13080360867914
1739209793.9171195;-35.57807855764607
1739209793.917126;-45.120503652039325
1739209793.9171321;-45.120503652039325
1739209793.9171386;-45.120503652039325
1739209793.917145;-45.120503652039325
1739209793.9171512;-33.981070128970906
1739209793.9171576;-45.120503652039325
1739209793.9171638;-45.120503652039325
1739209793.9171703;-35.57807855764607
1739209793.9171767;-45.120503652039325
1739209793.917183;-45.120503652039325
1739209793.9171894;-38.13080360867914
1739209793.9171958;-38.13080360867914
1739209793.917202;-30.49652367304976
1739209793.9172084;-38.13080360867914
1739209793.9172149;-38.13080360867914
1739209793.917221;-38.13080360867914
1739209793.9172275;-38.13080360867914
1739209793.917234;-35.57807855764607
1739209793.9172401;-33.981070128970906
1739209793.9172466;-45.120503652039325
1739209793.9172528;-31.141103565318915
1739209793.9172592;-33.981070128970906
1739209793.9172657;-45.120503652039325
1739209793.9172719;-45.120503652039325
1739209793.9172783;-38.13080360867914
1739209793.9172847;-45.120503652039325
1739209793.917291;-38.13080360867914
1739209793.9172974;-35.57807855764607
1739209793.9173038;-45.120503652039325
1739209793.91731;-45.120503652039325
1739209793.9173164;-38.13080360867914
1739209793.9173229;-45.120503652039325
1739209793.917329;-38.13080360867914
1739209793.9173355;-35.57807855764607
1739209793.917342;-38.13080360867914
1739209793.9173481;-38.13080360867914
1739209793.9173546;-33.981070128970906
1739209793.9173608;-35.57807855764607
1739209793.9173672;-35.57807855764607
1739209793.9173737;-33.981070128970906
1739209793.9173799;-45.120503652039325
1739209793.9173863;-32.816014438256545
1739209793.9173927;-35.57807855764607
1739209793.917399;-45.120503652039325
1739209793.9174054;-33.981070128970906
1739209793.9174118;-31.141103565318915
1739209793.917418;-45.120503652039325
1739209793.9174244;-45.120503652039325
1739209793.9174309;-33.981070128970906
1739209793.917437;-38.13080360867914
1739209793.9174435;-38.13080360867914
1739209793.91745;-45.120503652039325
1739209793.9174562;-45.120503652039325
1739209793.9174626;-33.981070128970906
1739209793.9174688;-38.13080360867914
1739209793.9174752;-45.120503652039325
1739209793.9174817;-45.120503652039325
1739209793.9174879;-30.49652367304973
1739209793.9174943;-38.13080360867914
1739209793.9175007;-45.120503652039325
1739209793.917507;-35.57807855764607
1739209793.9175134;-38.13080360867914
1739209793.9175198;-45.120503652039325
1739209793.917526;-45.120503652039325
1739209793.9175324;-45.120503652039325
1739209793.917539;-45.120503652039325
1739209793.917545;-45.120503652039325
1739209793.9175515;-45.120503652039325
1739209793.9175577;-33.981070128970906
1739209793.9175642;-38.13080360867914
1739209793.9175706;-38.13080360867914
1739209793.9175768;-45.120503652039325
1739209793.9175832;-45.120503652039325
1739209793.9175897;-38.13080360867914
1739209793.9175959;-38.13080360867914
1739209793.9176023;-45.120503652039325
1739209793.9176087;-45.120503652039325
1739209793.917615;-38.13080360867914
1739209793.9176214;-38.13080360867914
1739209793.9176278;-45.120503652039325
1739209793.917634;-45.120503652039325
1739209793.9176404;-45.120503652039325
1739209793.917647;-45.120503652039325
1739209793.917653;-45.120503652039325
1739209793.9176595;-45.120503652039325
1739209793.9176657;-45.120503652039325
1739209793.9176722;-45.120503652039325
1739209793.9176786;-45.120503652039325
1739209793.9176848;-38.13080360867914
1739209793.9176912;-32.816014438256545
1739209793.9176977;-45.120503652039325
1739209793.9177039;-35.57807855764607
1739209793.9177103;-38.13080360867914
1739209793.9177167;-32.816014438256545
1739209793.917723;-32.816014438256545
1739209793.9177294;-45.120503652039325
1739209793.9177358;-38.13080360867914
1739209793.917742;-45.120503652039325
1739209793.9177485;-35.57807855764607
1739209793.9177547;-38.13080360867914
1739209793.917761;-38.13080360867914
1739209793.9177675;-38.13080360867914
1739209793.9177737;-38.13080360867914
1739209793.9177802;-32.816014438256545
1739209793.9177866;-45.120503652039325
1739209793.9177928;-38.13080360867914
1739209793.9177992;-38.13080360867914
1739209793.9178057;-38.13080360867914
1739209793.9178119;-45.120503652039325
1739209793.9178183;-45.120503652039325
1739209793.9178247;-38.13080360867914
1739209793.917831;-45.120503652039325
1739209793.9178374;-45.120503652039325
1739209793.9178438;-32.816014438256545
1739209793.91785;-38.13080360867914
1739209793.9178565;-35.57807855764607
1739209793.9178627;-38.13080360867914
1739209793.917869;-45.120503652039325
1739209793.9178755;-45.120503652039325
1739209793.9178817;-38.13080360867914
1739209793.9178882;-31.141103565318915
1739209793.9178946;-45.120503652039325
1739209793.9179008;-38.13080360867914
1739209793.9179072;-38.13080360867914
1739209793.9179137;-33.981070128970906
1739209793.9179199;-45.120503652039325
1739209793.9179263;-38.13080360867914
1739209793.9179327;-38.13080360867914
1739209793.917939;-32.816014438256545
1739209793.9179454;-38.13080360867914
1739209793.9179516;-38.13080360867914
1739209793.917958;-45.120503652039325
1739209793.9179645;-38.13080360867914
1739209793.9179707;-45.120503652039325
1739209793.917977;-38.13080360867914
1739209793.9179835;-35.57807855764607
