CAN Message; 0x1d3:0000716eef0f323e
1739209609.2922494;-38.13080360867914
1739209609.2922566;-45.120503652039325
1739209609.2922635;-35.57807855764607
1739209609.2922707;-45.120503652039325
1739209609.2922778;-45.120503652039325
1739209609.2922847;-45.120503652039325
1739209609.2922919;-45.120503652039325
1739209609.2922988;-45.120503652039325
1739209609.292306;-45.120503652039325
1739209609.292313;-33.981070128970906
1739209609.29232;-38.13080360867914
1739209609.2923272;-45.120503652039325
1739209609.292334;-45.120503652039325
1739209609.2923412;-35.57807855764607
1739209609.2923484;-38.13080360867914
1739209609.2923553;-45.120503652039325
1739209609.2923625;-35.57807855764607
1739209609.2923694;-38.13080360867914
1739209609.2923765;-38.13080360867914
1739209609.2923837;-45.120503652039325
1739209609.2923906;-38.13080360867914
1739209609.2923977;-38.13080360867914
1739209609.2924047;-38.13080360867914
1739209609.2924118;-45.120503652039325
1739209609.292419;-45.120503652039325
1739209609.2924259;-38.13080360867914
1739209609.292433;-38.13080360867914
1739209609.29244;-45.120503652039325
1739209609.292447;-38.13080360867914
1739209609.2924542;-45.120503652039325
1739209609.2924612;-45.120503652039325
1739209609.2924683;-38.13080360867914
1739209609.2924752;-38.13080360867914
1739209609.2924824;-45.120503652039325
1739209609.2924895;-45.120503652039325
1739209609.2924964;-33.981070128970906
1739209609.2925036;-26.487275050834715
1739209609.2925105;-38.13080360867914
1739209609.2925177;-45.120503652039325
1739209609.2925248;-33.981070128970906
1739209609.2925317;-33.981070128970906
1739209609.292539;-38.13080360867914
1739209609.2925458;-45.120503652039325
1739209609.292553;-38.13080360867914
1739209609.29256;-45.120503652039325
1739209609.292567;-45.120503652039325
1739209609.2925742;-45.120503652039325
1739209609.292581;-45.120503652039325
1739209609.2925882;-45.120503652039325
1739209609.2925954;-45.120503652039325
1739209609.2926023;-45.120503652039325
1739209609.2926095;-38.13080360867914
1739209609.2926164;-45.120503652039325
1739209609.2926235;-45.120503652039325
1739209609.2926307;-45.120503652039325
1739209609.2926376;-38.13080360867914
1739209609.2926447;-32.816014438256545
1739209609.2926517;-38.13080360867914
1739209609.2926588;-45.120503652039325
1739209609.292666;-38.13080360867914
1739209609.2926729;-26.991370085610722
1739209609.29268;-33.981070128970906
1739209609.292687;-38.13080360867914
1739209609.292694;-45.120503652039325
1739209609.2927012;-33.981070128970906
1739209609.2927082;-38.13080360867914
1739209609.2927153;-45.120503652039325
1739209609.2927222;-38.13080360867914
1739209609.2927294;-38.13080360867914
1739209609.2927365;-45.120503652039325
1739209609.2927434;-45.120503652039325
1739209609.2927506;-38.13080360867914
1739209609.2927575;-45.120503652039325
1739209609.2927647;-38.13080360867914
1739209609.2927718;-32.816014438256545
1739209609.2927787;-38.13080360867914
1739209609.292786;-31.141103565318915
1739209609.2927928;-32.816014438256545
1739209609.2928;-35.57807855764607
1739209609.292807;-38.13080360867914
1739209609.292814;-45.120503652039325
1739209609.2928212;-38.13080360867914
1739209609.292828;-45.120503652039325
1739209609.2928352;-45.120503652039325
1739209609.2928424;-45.120503652039325
1739209609.2928493;-38.13080360867914
1739209609.2928565;-38.13080360867914
1739209609.2928634;-45.120503652039325
1739209609.2928705;-45.120503652039325
1739209609.2928777;-45.120503652039325
1739209609.2928846;-38.13080360867914
1739209609.2928917;-38.13080360867914
1739209609.2928987;-45.120503652039325
1739209609.2929058;-45.120503652039325
1739209609.292913;-45.120503652039325
1739209609.2929199;-45.120503652039325
1739209609.292927;-38.13080360867914
1739209609.2929342;-45.120503652039325
1739209609.292941;-38.13080360867914
1739209609.2929482;-45.120503652039325
1739209609.2929552;-38.13080360867914
1739209609.2929623;-38.13080360867914
1739209609.2929695;-45.120503652039325
1739209609.2929764;-38.13080360867914
1739209609.2929835;-38.13080360867914
1739209609.2929904;-32.816014438256545
1739209609.2929976;-38.13080360867914
1739209609.2930048;-45.120503652039325
1739209609.2930117;-38.13080360867914
1739209609.2930188;-38.13080360867914
1739209609.2930257;-38.13080360867914
1739209609.293033;-38.13080360867914
1739209609.29304;-38.13080360867914
1739209609.293047;-45.120503652039325
1739209609.293054;-45.120503652039325
1739209609.293061;-38.13080360867914
1739209609.2930682;-45.120503652039325
1739209609.2930753;-38.13080360867914
1739209609.2930822;-45.120503652039325
1739209609.2930894;-45.120503652039325
1739209609.2930963;-45.120503652039325
1739209609.2931035;-38.13080360867914
1739209609.2931106;-45.120503652039325
1739209609.2931175;-38.13080360867914
1739209609.2931247;-35.57807855764607
1739209609.2931316;-45.120503652039325
1739209609.2931387;-45.120503652039325
1739209609.293146;-33.981070128970906
1739209609.2931528;-38.13080360867914
1739209609.29316;-45.120503652039325
1739209609.2931669;-45.120503652039325
1739209609.293174;-38.13080360867914
1739209609.2931812;-38.13080360867914
1739209609.293188;-38.13080360867914
1739209609.2931952;-45.120503652039325
1739209609.2932022;-38.13080360867914
1739209609.2932093;-38.13080360867914
1739209609.2932165;-45.120503652039325
1739209609.2932234;-45.120503652039325
1739209609.2932305;-38.13080360867914
1739209609.2932374;-45.120503652039325
1739209609.2932446;-38.13080360867914
1739209609.2932518;-38.13080360867914
1739209609.2932587;-45.120503652039325
1739209609.2932658;-38.13080360867914
1739209609.2932727;-38.13080360867914
1739209609.29328;-45.120503652039325
1739209609.293287;-45.120503652039325
1739209609.293294;-38.13080360867914
1739209609.293301;-45.120503652039325
1739209609.293308;-45.120503652039325
1739209609.2933152;-38.13080360867914
1739209609.2933223;-38.13080360867914
1739209609.2933292;-38.13080360867914
1739209609.2933364;-45.120503652039325
1739209609.2933433;-35.57807855764607
1739209609.2933505;-38.13080360867914
1739209609.2933576;-31.141103565318915
1739209609.2933645;-31.141103565318893
1739209609.2933717;-45.120503652039325
1739209609.2933786;-45.120503652039325
1739209609.2933857;-38.13080360867914
1739209609.293393;-35.57807855764607
1739209609.2933998;-45.120503652039325
1739209609.293407;-45.120503652039325
1739209609.2934139;-45.120503652039325
1739209609.293421;-45.120503652039325
1739209609.2934282;-45.120503652039325
1739209609.293435;-45.120503652039325
1739209609.2934422;-45.120503652039325
1739209609.2934492;-45.120503652039325
1739209609.2934563;-38.13080360867914
1739209609.2934635;-38.13080360867914
1739209609.2934704;-45.120503652039325
1739209609.2934775;-45.120503652039325
1739209609.2934844;-45.120503652039325
1739209609.2934916;-45.120503652039325
1739209609.2934988;-32.816014438256545
1739209609.2935057;-45.120503652039325
1739209609.2935128;-45.120503652039325
1739209609.2935197;-45.120503652039325
1739209609.293527;-32.816014438256545
1739209609.293534;-31.141103565318893
1739209609.293541;-45.120503652039325
1739209609.293548;-45.120503652039325
1739209609.293555;-45.120503652039325
1739209609.2935622;-45.120503652039325
1739209609.2935693;-45.120503652039325
1739209609.2935762;-45.120503652039325
1739209609.2935834;-45.120503652039325
1739209609.2935903;-38.13080360867914
1739209609.2935975;-35.57807855764607
1739209609.2936046;-45.120503652039325
1739209609.2936115;-45.120503652039325
1739209609.2936187;-45.120503652039325
1739209609.2936256;-38.13080360867914
1739209609.2936327;-45.120503652039325
1739209609.29364;-35.57807855764607
1739209609.2936468;-29.438486411369333
1739209609.293654;-45.120503652039325
1739209609.2936609;-38.13080360867914
1739209609.293668;-38.13080360867914
1739209609.2936752;-38.13080360867914
1739209609.293682;-45.120503652039325
1739209609.2936893;-38.13080360867914
1739209609.2936962;-45.120503652039325
1739209609.2937033;-45.120503652039325
1739209609.2937105;-38.13080360867914
1739209609.2937174;-32.816014438256545
1739209609.2937245;-38.13080360867914
1739209609.2937315;-45.120503652039325
1739209609.2937386;-38.13080360867914
1739209609.2937458;-35.57807855764607
1739209609.2937527;-38.13080360867914
1739209609.2937598;-45.120503652039325
1739209609.2937667;-38.13080360867914
1739209609.293774;-38.13080360867914
1739209609.293781;-45.120503652039325
1739209609.293788;-45.120503652039325
1739209609.293795;-38.13080360867914
1739209609.2938023;-35.57807855764607
1739209609.2938092;-38.13080360867914
1739209609.2938163;-27.8777449560314
1739209609.2938232;-33.981070128970906
1739209609.2938304;-35.57807855764607
1739209609.2938375;-38.13080360867914
1739209609.2938445;-38.13080360867914
1739209609.2938516;-38.13080360867914
1739209609.2938585;-32.816014438256545
1739209609.2938657;-33.981070128970906
1739209609.2938728;-31.141103565318943
1739209609.2938797;-38.13080360867914
1739209609.293887;-35.57807855764607
1739209609.2938938;-45.120503652039325
1739209609.293901;-45.120503652039325
1739209609.293908;-38.13080360867914
1739209609.293915;-38.13080360867914
1739209609.2939222;-38.13080360867914
1739209609.293929;-45.120503652039325
1739209609.2939363;-38.13080360867914
1739209609.2939434;-45.120503652039325
1739209609.2939503;-38.13080360867914
1739209609.2939575;-45.120503652039325
1739209609.2939644;-38.13080360867914
1739209609.2939715;-35.57807855764607
1739209609.2939787;-45.120503652039325
1739209609.2939856;-32.816014438256545
1739209609.2939928;-45.120503652039325
1739209609.2939997;-38.13080360867914
1739209609.2940068;-45.120503652039325
1739209609.294014;-45.120503652039325
1739209609.294021;-38.13080360867914
1739209609.294028;-45.120503652039325
1739209609.294035;-38.13080360867914
1739209609.294042;-35.57807855764607
1739209609.2940493;-45.120503652039325
1739209609.2940562;-45.120503652039325
1739209609.2940633;-38.13080360867914
1739209609.2940702;-45.120503652039325
1739209609.2940774;-38.13080360867914
1739209609.2940845;-38.13080360867914
1739209609.2940915;-45.120503652039325
1739209609.2940986;-35.57807855764607
1739209609.2941055;-38.13080360867914
1739209609.2941127;-45.120503652039325
1739209609.2941198;-38.13080360867914
1739209609.2941267;-38.13080360867914
1739209609.294134;-45.120503652039325
1739209609.2941408;-45.120503652039325
1739209609.294148;-45.120503652039325
1739209609.2941551;-38.13080360867914
1739209609.294162;-38.13080360867914
1739209609.2941692;-45.120503652039325
1739209609.294176;-38.13080360867914
1739209609.2941833;-32.816014438256545
1739209609.2941904;-38.13080360867914
1739209609.2941973;-45.120503652039325
1739209609.2942045;-33.981070128970906
1739209609.2942114;-35.57807855764607
1739209609.2942185;-38.13080360867914
1739209609.2942257;-38.13080360867914
1739209609.2942326;-45.120503652039325
1739209609.2942398;-45.120503652039325
1739209609.2942467;-45.120503652039325
1739209609.2942538;-38.13080360867914
1739209609.294261;-38.13080360867914
1739209609.294268;-35.57807855764607
1739209609.294275;-33.981070128970906
1739209609.294282;-45.120503652039325
1739209609.294289;-45.120503652039325
1739209609.2942963;-38.13080360867914
1739209609.2943032;-45.120503652039325
1739209609.2943103;-45.120503652039325
1739209609.2943172;-35.57807855764607
1739209609.2943244;-38.13080360867914
1739209609.2943316;-38.13080360867914
1739209609.2943385;-38.13080360867914
1739209609.2943456;-45.120503652039325
1739209609.2943525;-38.13080360867914
1739209609.2943597;-38.13080360867914
1739209609.2943668;-45.120503652039325
1739209609.2943738;-45.120503652039325
1739209609.294381;-45.120503652039325
1739209609.2943878;-38.13080360867914
1739209609.294395;-38.13080360867914
1739209609.2944021;-45.120503652039325
1739209609.294409;-35.57807855764607
1739209609.2944162;-33.981070128970906
1739209609.294423;-35.57807855764607
1739209609.2944303;-38.13080360867914
1739209609.2944374;-45.120503652039325
1739209609.2944443;-38.13080360867914
1739209609.2944515;-45.120503652039325
1739209609.2944584;-45.120503652039325
1739209609.2944655;-38.13080360867914
1739209609.2944727;-38.13080360867914
1739209609.2944796;-38.13080360867914
1739209609.2944868;-38.13080360867914
1739209609.2944937;-45.120503652039325
1739209609.2945008;-38.13080360867914
1739209609.294508;-35.57807855764607
1739209609.294515;-38.13080360867914
1739209609.294522;-45.120503652039325
1739209609.294529;-33.981070128970906
1739209609.294536;-38.13080360867914
1739209609.2945433;-45.120503652039325
1739209609.2945502;-45.120503652039325
1739209609.2945573;-31.141103565318915
1739209609.2945642;-38.13080360867914
1739209609.2945714;-45.120503652039325
1739209609.2945786;-45.120503652039325
1739209609.2945855;-45.120503652039325
1739209609.2945926;-45.120503652039325
1739209609.2945995;-45.120503652039325
1739209609.2946067;-38.13080360867914
1739209609.2946138;-45.120503652039325
1739209609.2946208;-38.13080360867914
1739209609.294628;-38.13080360867914
1739209609.2946348;-45.120503652039325
1739209609.294642;-45.120503652039325
1739209609.2946491;-45.120503652039325
1739209609.294656;-38.13080360867914
1739209609.2946632;-35.57807855764607
1739209609.29467;-27.267205301931607
1739209609.2946773;-32.816014438256545
1739209609.2946844;-45.120503652039325
1739209609.2946913;-45.120503652039325
1739209609.2946985;-33.981070128970906
1739209609.2947054;-35.57807855764607
1739209609.2947125;-38.13080360867914
1739209609.2947197;-35.57807855764607
1739209609.2947266;-45.120503652039325
1739209609.2947338;-45.120503652039325
1739209609.294741;-38.13080360867914
1739209609.2947478;-45.120503652039325
1739209609.294755;-45.120503652039325
1739209609.294762;-45.120503652039325
1739209609.294769;-38.13080360867914
1739209609.2947762;-38.13080360867914
1739209609.294783;-38.13080360867914
1739209609.2947903;-38.13080360867914
1739209609.2947972;-35.57807855764607
1739209609.2948043;-38.13080360867914
1739209609.2948115;-38.13080360867914
1739209609.2948184;-38.13080360867914
1739209609.2948256;-45.120503652039325
1739209609.2948325;-45.120503652039325
1739209609.2948396;-35.57807855764607
1739209609.2948468;-35.57807855764607
1739209609.2948537;-38.13080360867914
1739209609.2948608;-38.13080360867914
1739209609.2948678;-45.120503652039325
1739209609.294875;-45.120503652039325
1739209609.294882;-38.13080360867914
1739209609.294889;-35.57807855764607
1739209609.2948961;-45.120503652039325
1739209609.294903;-45.120503652039325
1739209609.2949102;-38.13080360867914
1739209609.2949173;-38.13080360867914
1739209609.2949243;-38.13080360867914
1739209609.2949314;-38.13080360867914
1739209609.2949383;-35.57807855764607
1739209609.2949455;-45.120503652039325
1739209609.2949526;-35.57807855764607
1739209609.2949595;-29.438486411369333
1739209609.2949667;-35.57807855764607
1739209609.2949736;-38.13080360867914
1739209609.2949808;-35.57807855764607
1739209609.294988;-33.981070128970906
1739209609.2949948;-45.120503652039325
1739209609.295002;-45.120503652039325
1739209609.295009;-45.120503652039325
1739209609.295016;-38.13080360867914
1739209609.2950232;-45.120503652039325
1739209609.29503;-45.120503652039325
1739209609.2950373;-45.120503652039325
1739209609.2950442;-45.120503652039325
1739209609.2950513;-38.13080360867914
1739209609.2950585;-45.120503652039325
1739209609.2950654;-38.13080360867914
1739209609.2950726;-31.141103565318893
1739209609.2950795;-45.120503652039325
1739209609.2950866;-45.120503652039325
1739209609.2950938;-45.120503652039325
1739209609.2951007;-45.120503652039325
1739209609.2951078;-45.120503652039325
1739209609.2951148;-38.13080360867914
1739209609.295122;-38.13080360867914
1739209609.295129;-45.120503652039325
1739209609.295136;-38.13080360867914
1739209609.2951431;-45.120503652039325
1739209609.29515;-45.120503652039325
1739209609.2951572;-33.981070128970906
1739209609.2951643;-45.120503652039325
1739209609.2951713;-45.120503652039325
1739209609.2951784;-38.13080360867914
1739209609.2951853;-45.120503652039325
1739209609.2951925;-35.57807855764607
1739209609.2951996;-38.13080360867914
1739209609.2952065;-38.13080360867914
1739209609.2952137;-45.120503652039325
1739209609.2952206;-33.981070128970906
1739209609.2952278;-38.13080360867914
1739209609.295235;-33.981070128970906
1739209609.2952418;-29.438486411369333
1739209609.295249;-45.120503652039325
1739209609.295256;-38.13080360867914
1739209609.295263;-38.13080360867914
1739209609.2952702;-32.816014438256545
1739209609.295277;-45.120503652039325
1739209609.2952843;-45.120503652039325
1739209609.2952912;-33.981070128970906
1739209609.2952983;-45.120503652039325
1739209609.2953055;-45.120503652039325
1739209609.2953124;-45.120503652039325
1739209609.2953196;-38.13080360867914
1739209609.2953265;-45.120503652039325
1739209609.2953336;-33.981070128970906
1739209609.2953408;-45.120503652039325
1739209609.2953477;-38.13080360867914
1739209609.2953548;-32.816014438256545
1739209609.2953618;-38.13080360867914
1739209609.295369;-38.13080360867914
1739209609.295376;-38.13080360867914
1739209609.295383;-45.120503652039325
1739209609.2953901;-38.13080360867914
1739209609.295397;-32.816014438256545
1739209609.2954042;-45.120503652039325
1739209609.2954113;-38.13080360867914
1739209609.2954183;-38.13080360867914
1739209609.2954254;-38.13080360867914
1739209609.2954323;-45.120503652039325
1739209609.2954395;-45.120503652039325
1739209609.2954466;-33.981070128970906
1739209609.2954535;-35.57807855764607
1739209609.2954607;-38.13080360867914
1739209609.2954676;-38.13080360867914
1739209609.2954748;-38.13080360867914
1739209609.295482;-35.57807855764607
1739209609.2954888;-45.120503652039325
1739209609.295496;-45.120503652039325
1739209609.295503;-45.120503652039325
1739209609.29551;-35.57807855764607
1739209609.2955172;-45.120503652039325
1739209609.2955241;-38.13080360867914
1739209609.2955313;-33.981070128970906
1739209609.2955382;-45.120503652039325
1739209609.2955453;-45.120503652039325
1739209609.2955525;-38.13080360867914
1739209609.2955594;-33.981070128970906
1739209609.2955666;-45.120503652039325
1739209609.2955735;-45.120503652039325
1739209609.2955806;-33.981070128970906
1739209609.2955878;-33.981070128970906
1739209609.2955947;-38.13080360867914
1739209609.2956018;-38.13080360867914
1739209609.295609;-38.13080360867914
1739209609.295616;-38.13080360867914
1739209609.295623;-45.120503652039325
1739209609.29563;-45.120503652039325
1739209609.2956371;-45.120503652039325
1739209609.2956443;-33.981070128970906
1739209609.2956512;-45.120503652039325
1739209609.2956583;-35.57807855764607
1739209609.2956653;-35.57807855764607
1739209609.2956724;-38.13080360867914
1739209609.2956796;-45.120503652039325
1739209609.2956865;-45.120503652039325
1739209609.2956936;-35.57807855764607
1739209609.2957006;-38.13080360867914
1739209609.2957077;-45.120503652039325
1739209609.2957149;-38.13080360867914
1739209609.2957218;-38.13080360867914
1739209609.295729;-33.981070128970906
1739209609.2957358;-45.120503652039325
1739209609.295743;-45.120503652039325
1739209609.2957501;-33.981070128970906
1739209609.295757;-32.816014438256545
1739209609.2957642;-45.120503652039325
1739209609.2957711;-33.981070128970906
1739209609.2957783;-38.13080360867914
1739209609.2957854;-38.13080360867914
1739209609.2957923;-45.120503652039325
1739209609.2957995;-38.13080360867914
1739209609.2958064;-35.57807855764607
1739209609.2958136;-28.992665084841942
1739209609.2958207;-38.13080360867914
1739209609.2958276;-45.120503652039325
1739209609.2958348;-35.57807855764607
1739209609.2958417;-38.13080360867914
1739209609.2958488;-45.120503652039325
1739209609.295856;-45.120503652039325
1739209609.295863;-38.13080360867914
1739209609.29587;-32.81601443825658
1739209609.295877;-45.120503652039325
1739209609.2958841;-38.13080360867914
1739209609.2958913;-38.13080360867914
1739209609.2958982;-38.13080360867914
1739209609.2959054;-45.120503652039325
1739209609.2959123;-38.13080360867914
1739209609.2959194;-38.13080360867914
1739209609.2959266;-45.120503652039325
1739209609.2959335;-45.120503652039325
1739209609.2959406;-38.13080360867914
1739209609.2959476;-35.57807855764607
1739209609.2959547;-45.120503652039325
1739209609.2959619;-45.120503652039325
1739209609.2959688;-45.120503652039325
1739209609.295976;-38.13080360867914
1739209609.2959828;-35.57807855764607
1739209609.29599;-38.13080360867914
1739209609.2959971;-45.120503652039325
1739209609.296004;-45.120503652039325
1739209609.2960112;-35.57807855764607
1739209609.2960181;-35.57807855764607
1739209609.2960253;-38.13080360867914
1739209609.2960324;-38.13080360867914
1739209609.2960393;-38.13080360867914
1739209609.2960465;-45.120503652039325
1739209609.2960534;-38.13080360867914
1739209609.2960606;-45.120503652039325
1739209609.2960677;-45.120503652039325
1739209609.2960746;-33.981070128970906
1739209609.2960818;-45.120503652039325
1739209609.2960887;-45.120503652039325
1739209609.2960958;-30.49652367304973
1739209609.296103;-30.49652367304973
1739209609.29611;-45.120503652039325
1739209609.296117;-38.13080360867914
1739209609.296124;-38.13080360867914
1739209609.2961311;-35.57807855764607
1739209609.2961383;-38.13080360867914
1739209609.2961452;-35.57807855764607
1739209609.2961524;-45.120503652039325
1739209609.2961593;-45.120503652039325
1739209609.2961664;-45.120503652039325
1739209609.2961736;-45.120503652039325
1739209609.2961805;-35.57807855764607
1739209609.2961876;-35.57807855764607
1739209609.2961946;-45.120503652039325
1739209609.2962017;-45.120503652039325
1739209609.2962089;-45.120503652039325
1739209609.2962158;-45.120503652039325
1739209609.296223;-45.120503652039325
1739209609.2962298;-38.13080360867914
1739209609.296237;-38.13080360867914
1739209609.2962441;-45.120503652039325
1739209609.296251;-45.120503652039325
1739209609.2962582;-45.120503652039325
1739209609.2962651;-32.816014438256545
1739209609.2962723;-33.981070128970906
1739209609.2962794;-45.120503652039325
1739209609.2962863;-45.120503652039325
1739209609.2962935;-35.57807855764607
1739209609.2963004;-38.13080360867914
1739209609.2963076;-45.120503652039325
1739209609.2963147;-35.57807855764607
1739209609.2963216;-45.120503652039325
1739209609.2963288;-45.120503652039325
1739209609.2963357;-38.13080360867914
1739209609.2963428;-45.120503652039325
1739209609.29635;-45.120503652039325
1739209609.296357;-45.120503652039325
1739209609.296364;-33.981070128970906
1739209609.296371;-35.57807855764607
1739209609.2963781;-38.13080360867914
1739209609.2963853;-45.120503652039325
1739209609.2963922;-33.981070128970906
1739209609.2963994;-32.816014438256545
1739209609.2964063;-45.120503652039325
1739209609.2964134;-45.120503652039325
1739209609.2964206;-38.13080360867914
1739209609.2964275;-35.57807855764607
1739209609.2964346;-45.120503652039325
1739209609.2964416;-45.120503652039325
1739209609.2964487;-38.13080360867914
1739209609.2964559;-32.816014438256545
1739209609.2964628;-45.120503652039325
1739209609.29647;-35.57807855764607
1739209609.2964768;-38.13080360867914
1739209609.296484;-33.981070128970906
1739209609.2964911;-45.120503652039325
1739209609.296498;-38.13080360867914
1739209609.2965052;-32.816014438256545
1739209609.2965121;-45.120503652039325
1739209609.2965193;-38.13080360867914
1739209609.2965264;-45.120503652039325
1739209609.2965333;-35.57807855764607
1739209609.2965405;-35.57807855764607
1739209609.2965477;-38.13080360867914
1739209609.2965546;-35.57807855764607
1739209609.2965617;-33.981070128970906
1739209609.2965686;-38.13080360867914
1739209609.2965758;-38.13080360867914
1739209609.296583;-35.57807855764607
1739209609.2965899;-38.13080360867914
1739209609.296597;-38.13080360867914
1739209609.296604;-45.120503652039325
1739209609.296611;-38.13080360867914
1739209609.2966182;-33.981070128970906
1739209609.2966251;-45.120503652039325
1739209609.2966323;-45.120503652039325
1739209609.2966392;-45.120503652039325
1739209609.2966464;-38.13080360867914
1739209609.2966535;-35.57807855764607
1739209609.2966604;-38.13080360867914
1739209609.2966676;-38.13080360867914
1739209609.2966745;-38.13080360867914
1739209609.2966816;-45.120503652039325
1739209609.2966888;-38.13080360867914
1739209609.2966957;-38.13080360867914
1739209609.2967029;-45.120503652039325
1739209609.2967098;-45.120503652039325
1739209609.296717;-38.13080360867914
1739209609.296724;-45.120503652039325
1739209609.296731;-38.13080360867914
1739209609.2967381;-45.120503652039325
1739209609.296745;-45.120503652039325
1739209609.2967522;-38.13080360867914
1739209609.2967594;-45.120503652039325
1739209609.2967663;-38.13080360867914
1739209609.2967734;-38.13080360867914
1739209609.2967803;-33.981070128970906
1739209609.2967875;-28.992665084841942
1739209609.2967947;-45.120503652039325
1739209609.2968016;-38.13080360867914
1739209609.2968087;-38.13080360867914
1739209609.2968156;-33.981070128970906
1739209609.2968228;-45.120503652039325
1739209609.29683;-38.13080360867914
1739209609.2968369;-33.981070128970906
1739209609.296844;-31.141103565318915
1739209609.296851;-38.13080360867914
1739209609.296858;-33.981070128970906
1739209609.2968652;-31.141103565318893
1739209609.2968721;-45.120503652039325
1739209609.2968793;-32.816014438256545
1739209609.2968862;-33.981070128970906
1739209609.2968934;-38.13080360867914
1739209609.2969005;-38.13080360867914
1739209609.2969074;-45.120503652039325
1739209609.2969146;-38.13080360867914
1739209609.2969215;-35.57807855764607
1739209609.2969286;-45.120503652039325
1739209609.2969358;-45.120503652039325
1739209609.2969427;-38.13080360867914
1739209609.2969499;-38.13080360867914
1739209609.2969568;-33.981070128970906
1739209609.296964;-38.13080360867914
1739209609.296971;-45.120503652039325
1739209609.296978;-45.120503652039325
1739209609.2969851;-38.13080360867914
1739209609.296992;-38.13080360867914
1739209609.2969992;-38.13080360867914
1739209609.2970064;-38.13080360867914
1739209609.2970133;-31.141103565318915
1739209609.2970204;-38.13080360867914
1739209609.2970273;-45.120503652039325
1739209609.2970345;-45.120503652039325
1739209609.2970417;-38.13080360867914
1739209609.2970486;-32.816014438256545
1739209609.2970557;-45.120503652039325
1739209609.2970626;-45.120503652039325
1739209609.2970698;-38.13080360867914
1739209609.297077;-45.120503652039325
