CAN Message; 0x77:e356d0424adaa71c
1739209587.826841;-35.57807855764607
1739209587.826849;-45.120503652039325
1739209587.826857;-45.120503652039325
1739209587.826865;-32.816014438256545
1739209587.8268728;-45.120503652039325
1739209587.826881;-45.120503652039325
1739209587.8268888;-38.13080360867914
1739209587.8268967;-45.120503652039325
1739209587.8269048;-38.13080360867914
1739209587.8269126;-35.57807855764607
1739209587.8269205;-38.13080360867914
1739209587.8269284;-45.120503652039325
1739209587.8269365;-45.120503652039325
1739209587.8269444;-45.120503652039325
1739209587.8269522;-45.120503652039325
1739209587.8269603;-35.57807855764607
1739209587.8269682;-35.57807855764607
1739209587.826976;-45.120503652039325
1739209587.826984;-45.120503652039325
1739209587.826992;-29.438486411369333
1739209587.827;-38.13080360867914
1739209587.8270078;-38.13080360867914
1739209587.8270159;-38.13080360867914
1739209587.8270237;-45.120503652039325
1739209587.8270316;-33.981070128970906
1739209587.8270395;-38.13080360867914
1739209587.8270476;-45.120503652039325
1739209587.8270555;-45.120503652039325
1739209587.8270633;-45.120503652039325
1739209587.8270714;-32.816014438256545
1739209587.8270793;-38.13080360867914
1739209587.8270872;-45.120503652039325
1739209587.8270953;-38.13080360867914
1739209587.8271031;-38.13080360867914
1739209587.827111;-45.120503652039325
1739209587.8271189;-45.120503652039325
1739209587.827127;-45.120503652039325
1739209587.8271348;-45.120503652039325
1739209587.8271427;-45.120503652039325
1739209587.8271508;-35.57807855764607
1739209587.8271587;-38.13080360867914
1739209587.8271666;-45.120503652039325
1739209587.8271744;-45.120503652039325
1739209587.8271825;-35.57807855764607
1739209587.8271904;-38.13080360867914
1739209587.8271983;-45.120503652039325
1739209587.8272064;-38.13080360867914
1739209587.8272142;-38.13080360867914
1739209587.827222;-38.13080360867914
1739209587.82723;-38.13080360867914
1739209587.827238;-35.57807855764607
1739209587.827246;-38.13080360867914
1739209587.8272538;-45.120503652039325
1739209587.827262;-45.120503652039325
1739209587.8272698;-45.120503652039325
1739209587.8272777;-38.13080360867914
1739209587.8272858;-35.57807855764607
1739209587.8272936;-45.120503652039325
1739209587.8273015;-38.13080360867914
1739209587.8273094;-35.57807855764607
1739209587.8273175;-38.13080360867914
1739209587.8273253;-45.120503652039325
1739209587.8273332;-45.120503652039325
1739209587.8273413;-45.120503652039325
1739209587.8273492;-45.120503652039325
1739209587.827357;-38.13080360867914
1739209587.827365;-38.13080360867914
1739209587.827373;-45.120503652039325
1739209587.827381;-45.120503652039325
1739209587.8273888;-45.120503652039325
1739209587.8273969;-38.13080360867914
1739209587.8274047;-45.120503652039325
1739209587.8274126;-38.13080360867914
1739209587.8274205;-45.120503652039325
1739209587.8274286;-38.13080360867914
1739209587.8274364;-35.57807855764607
1739209587.8274443;-35.57807855764607
1739209587.8274524;-45.120503652039325
1739209587.8274603;-38.13080360867914
1739209587.8274682;-38.13080360867914
1739209587.827476;-38.13080360867914
1739209587.8274841;-45.120503652039325
1739209587.827492;-45.120503652039325
1739209587.8274999;-35.57807855764607
1739209587.827508;-33.981070128970906
1739209587.8275158;-35.57807855764607
1739209587.8275237;-38.13080360867914
1739209587.8275318;-35.57807855764607
1739209587.8275397;-38.13080360867914
1739209587.8275476;-45.120503652039325
1739209587.8275554;-38.13080360867914
1739209587.8275635;-38.13080360867914
1739209587.8275714;-38.13080360867914
1739209587.8275793;-35.57807855764607
1739209587.8275874;-38.13080360867914
1739209587.8275952;-45.120503652039325
1739209587.827603;-38.13080360867914
1739209587.827611;-45.120503652039325
1739209587.827619;-45.120503652039325
1739209587.827627;-35.57807855764607
1739209587.8276348;-38.13080360867914
1739209587.827643;-45.120503652039325
1739209587.8276508;-45.120503652039325
1739209587.8276587;-35.57807855764607
1739209587.8276665;-38.13080360867914
1739209587.8276746;-38.13080360867914
1739209587.8276825;-38.13080360867914
1739209587.8276904;-38.13080360867914
1739209587.8276985;-38.13080360867914
1739209587.8277063;-45.120503652039325
1739209587.8277142;-38.13080360867914
1739209587.8277223;-45.120503652039325
1739209587.8277302;-38.13080360867914
1739209587.827738;-30.49652367304973
1739209587.827746;-38.13080360867914
1739209587.827754;-45.120503652039325
1739209587.827762;-38.13080360867914
1739209587.8277698;-35.57807855764607
1739209587.8277779;-45.120503652039325
1739209587.8277857;-32.816014438256545
1739209587.8277936;-38.13080360867914
1739209587.8278015;-33.981070128970956
1739209587.8278096;-38.13080360867914
1739209587.8278174;-45.120503652039325
1739209587.8278253;-38.13080360867914
1739209587.8278334;-45.120503652039325
1739209587.8278413;-38.13080360867914
1739209587.8278491;-38.13080360867914
1739209587.827857;-33.981070128970906
1739209587.8278651;-30.49652367304973
1739209587.827873;-35.57807855764607
1739209587.8278809;-38.13080360867914
1739209587.827889;-38.13080360867914
1739209587.8278968;-33.981070128970906
1739209587.8279047;-38.13080360867914
1739209587.8279126;-35.57807855764607
1739209587.8279207;-45.120503652039325
1739209587.8279285;-45.120503652039325
1739209587.8279364;-45.120503652039325
1739209587.8279445;-38.13080360867914
1739209587.8279524;-38.13080360867914
1739209587.8279603;-45.120503652039325
1739209587.8279684;-45.120503652039325
1739209587.8279762;-45.120503652039325
1739209587.827984;-45.120503652039325
1739209587.827992;-45.120503652039325
1739209587.828;-45.120503652039325
1739209587.828008;-38.13080360867914
1739209587.8280158;-45.120503652039325
1739209587.828024;-45.120503652039325
1739209587.8280318;-38.13080360867914
1739209587.8280396;-45.120503652039325
1739209587.8280475;-38.13080360867914
1739209587.8280556;-26.991370085610736
1739209587.8280635;-38.13080360867914
1739209587.8280714;-45.120503652039325
1739209587.8280795;-38.13080360867914
1739209587.8280873;-38.13080360867914
1739209587.8280952;-45.120503652039325
1739209587.828103;-45.120503652039325
1739209587.8281112;-45.120503652039325
1739209587.828119;-35.57807855764607
1739209587.828127;-45.120503652039325
1739209587.828135;-35.57807855764607
1739209587.828143;-45.120503652039325
1739209587.8281507;-45.120503652039325
1739209587.8281589;-38.13080360867914
1739209587.8281667;-35.57807855764607
1739209587.8281746;-38.13080360867914
1739209587.8281825;-28.21854285175415
1739209587.8281906;-38.13080360867914
1739209587.8281984;-45.120503652039325
1739209587.8282063;-38.13080360867914
1739209587.8282144;-38.13080360867914
1739209587.8282223;-38.13080360867914
1739209587.8282301;-38.13080360867914
1739209587.828238;-45.120503652039325
1739209587.828246;-45.120503652039325
1739209587.828254;-45.120503652039325
1739209587.8282619;-33.981070128970906
1739209587.82827;-45.120503652039325
1739209587.8282778;-45.120503652039325
1739209587.8282857;-45.120503652039325
1739209587.8282936;-38.13080360867914
1739209587.8283017;-45.120503652039325
1739209587.8283095;-45.120503652039325
1739209587.8283174;-38.13080360867914
1739209587.8283255;-38.13080360867914
1739209587.8283334;-33.981070128970906
1739209587.8283412;-45.120503652039325
1739209587.828349;-38.13080360867914
1739209587.8283572;-35.57807855764607
1739209587.828365;-45.120503652039325
1739209587.828373;-32.816014438256545
1739209587.828381;-35.57807855764607
1739209587.828389;-45.120503652039325
1739209587.8283968;-45.120503652039325
1739209587.828405;-35.57807855764607
1739209587.8284128;-38.13080360867914
1739209587.8284206;-45.120503652039325
1739209587.8284285;-38.13080360867914
1739209587.8284366;-45.120503652039325
1739209587.8284445;-45.120503652039325
1739209587.8284523;-35.57807855764607
1739209587.8284605;-38.13080360867914
1739209587.8284683;-45.120503652039325
1739209587.8284762;-38.13080360867914
1739209587.828484;-45.120503652039325
1739209587.8284922;-45.120503652039325
1739209587.8285;-38.13080360867914
1739209587.828508;-33.981070128970906
1739209587.828516;-45.120503652039325
1739209587.8285239;-38.13080360867914
1739209587.8285317;-32.816014438256545
1739209587.8285396;-45.120503652039325
1739209587.8285477;-45.120503652039325
1739209587.8285556;-38.13080360867914
1739209587.8285635;-45.120503652039325
1739209587.8285716;-45.120503652039325
1739209587.8285794;-35.57807855764607
1739209587.8285873;-38.13080360867914
1739209587.8285954;-45.120503652039325
1739209587.8286033;-38.13080360867914
1739209587.8286111;-38.13080360867914
1739209587.828619;-38.13080360867914
1739209587.828627;-35.57807855764607
1739209587.828635;-38.13080360867914
1739209587.8286428;-45.120503652039325
1739209587.828651;-38.13080360867914
1739209587.8286588;-38.13080360867914
1739209587.8286667;-45.120503652039325
1739209587.8286746;-38.13080360867914
1739209587.8286827;-45.120503652039325
1739209587.8286905;-38.13080360867914
1739209587.8286984;-38.13080360867914
1739209587.8287065;-38.13080360867914
1739209587.8287144;-45.120503652039325
1739209587.8287222;-32.816014438256545
1739209587.82873;-33.981070128970906
1739209587.8287382;-38.13080360867914
1739209587.828746;-38.13080360867914
1739209587.828754;-45.120503652039325
1739209587.828762;-38.13080360867914
1739209587.82877;-45.120503652039325
1739209587.8287778;-45.120503652039325
1739209587.828786;-38.13080360867914
1739209587.8287938;-45.120503652039325
1739209587.8288016;-45.120503652039325
1739209587.8288095;-38.13080360867914
1739209587.8288176;-38.13080360867914
1739209587.8288255;-33.981070128970906
1739209587.8288333;-38.13080360867914
1739209587.8288414;-45.120503652039325
1739209587.8288493;-38.13080360867914
1739209587.8288572;-38.13080360867914
1739209587.828865;-38.13080360867914
1739209587.8288732;-38.13080360867914
1739209587.828881;-45.120503652039325
1739209587.828889;-45.120503652039325
1739209587.828897;-32.816014438256545
1739209587.8289049;-38.13080360867914
1739209587.8289127;-45.120503652039325
1739209587.8289206;-45.120503652039325
1739209587.8289287;-45.120503652039325
1739209587.8289366;-38.13080360867914
1739209587.8289444;-38.13080360867914
1739209587.8289526;-35.57807855764607
1739209587.8289604;-38.13080360867914
1739209587.8289683;-38.13080360867914
1739209587.8289762;-45.120503652039325
1739209587.8289843;-38.13080360867914
1739209587.8289921;-38.13080360867914
1739209587.829;-33.981070128970906
1739209587.829008;-45.120503652039325
1739209587.829016;-45.120503652039325
1739209587.8290238;-38.13080360867914
1739209587.829032;-38.13080360867914
1739209587.8290398;-45.120503652039325
1739209587.8290477;-45.120503652039325
1739209587.8290555;-38.13080360867914
1739209587.8290637;-38.13080360867914
1739209587.8290715;-38.13080360867914
1739209587.8290794;-38.13080360867914
1739209587.8290875;-45.120503652039325
1739209587.8290954;-38.13080360867914
1739209587.8291032;-38.13080360867914
1739209587.829111;-38.13080360867914
1739209587.8291192;-38.13080360867914
1739209587.829127;-38.13080360867914
1739209587.829135;-45.120503652039325
1739209587.829143;-38.13080360867914
1739209587.829151;-32.816014438256545
1739209587.8291588;-38.13080360867914
1739209587.8291667;-45.120503652039325
1739209587.8291748;-45.120503652039325
1739209587.8291826;-38.13080360867914
1739209587.8291905;-38.13080360867914
1739209587.8291986;-45.120503652039325
1739209587.8292065;-45.120503652039325
1739209587.8292143;-45.120503652039325
1739209587.8292224;-45.120503652039325
1739209587.8292303;-38.13080360867914
1739209587.8292382;-45.120503652039325
1739209587.829246;-45.120503652039325
1739209587.8292542;-33.981070128970906
1739209587.829262;-45.120503652039325
1739209587.82927;-33.981070128970906
1739209587.829278;-28.58837851428586
1739209587.8292859;-38.13080360867914
1739209587.8292937;-45.120503652039325
1739209587.8293016;-45.120503652039325
1739209587.8293097;-32.816014438256545
1739209587.8293176;-45.120503652039325
1739209587.8293254;-45.120503652039325
1739209587.8293335;-45.120503652039325
1739209587.8293414;-38.13080360867914
1739209587.8293493;-38.13080360867914
1739209587.8293571;-45.120503652039325
1739209587.8293653;-45.120503652039325
1739209587.8293731;-38.13080360867914
1739209587.829381;-35.57807855764607
1739209587.829389;-38.13080360867914
1739209587.829397;-35.57807855764607
1739209587.8294048;-28.58837851428586
1739209587.8294127;-45.120503652039325
1739209587.8294208;-45.120503652039325
1739209587.8294287;-38.13080360867914
1739209587.8294365;-35.57807855764607
1739209587.8294446;-45.120503652039325
1739209587.8294525;-38.13080360867914
1739209587.8294604;-38.13080360867914
1739209587.8294685;-45.120503652039325
1739209587.8294764;-33.981070128970906
1739209587.8294842;-45.120503652039325
1739209587.829492;-38.13080360867914
1739209587.8295002;-45.120503652039325
1739209587.829508;-38.13080360867914
1739209587.829516;-38.13080360867914
1739209587.829524;-38.13080360867914
1739209587.829532;-25.826314394896354
1739209587.8295398;-35.57807855764607
1739209587.8295476;-35.57807855764607
1739209587.8295557;-38.13080360867914
1739209587.8295636;-32.816014438256545
1739209587.8295715;-32.816014438256545
1739209587.8295796;-32.816014438256545
1739209587.8295875;-38.13080360867914
1739209587.8295953;-35.57807855764607
1739209587.8296032;-45.120503652039325
1739209587.8296113;-45.120503652039325
1739209587.8296192;-45.120503652039325
1739209587.829627;-45.120503652039325
1739209587.8296351;-45.120503652039325
1739209587.829643;-45.120503652039325
1739209587.8296509;-45.120503652039325
1739209587.829659;-26.991370085610736
1739209587.8296669;-33.981070128970906
1739209587.8296747;-45.120503652039325
1739209587.8296826;-38.13080360867914
1739209587.8296907;-35.57807855764607
1739209587.8296986;-38.13080360867914
1739209587.8297064;-38.13080360867914
1739209587.8297145;-38.13080360867914
1739209587.8297224;-45.120503652039325
1739209587.8297303;-45.120503652039325
1739209587.8297381;-45.120503652039325
1739209587.8297462;-45.120503652039325
1739209587.829754;-45.120503652039325
1739209587.829762;-38.13080360867914
1739209587.82977;-45.120503652039325
1739209587.829778;-45.120503652039325
1739209587.8297858;-30.49652367304973
1739209587.8297937;-32.816014438256545
1739209587.8298018;-45.120503652039325
1739209587.8298097;-45.120503652039325
1739209587.8298175;-45.120503652039325
1739209587.8298256;-38.13080360867914
1739209587.8298335;-45.120503652039325
1739209587.8298414;-45.120503652039325
1739209587.8298495;-38.13080360867914
1739209587.8298573;-38.13080360867914
1739209587.8298652;-38.13080360867914
1739209587.829873;-38.13080360867914
1739209587.8298812;-45.120503652039325
1739209587.829889;-45.120503652039325
1739209587.829897;-45.120503652039325
1739209587.829905;-38.13080360867914
1739209587.829913;-38.13080360867914
1739209587.8299208;-45.120503652039325
1739209587.8299286;-45.120503652039325
1739209587.8299367;-33.981070128970906
1739209587.8299446;-38.13080360867914
1739209587.8299525;-45.120503652039325
1739209587.8299606;-45.120503652039325
1739209587.8299685;-45.120503652039325
1739209587.8299763;-30.49652367304973
1739209587.8299842;-28.58837851428586
1739209587.8299923;-38.13080360867914
1739209587.8300002;-45.120503652039325
1739209587.830008;-38.13080360867914
1739209587.8300161;-35.57807855764607
1739209587.830024;-45.120503652039325
1739209587.8300319;-38.13080360867914
1739209587.8300397;-45.120503652039325
1739209587.8300478;-35.57807855764607
1739209587.8300557;-38.13080360867914
1739209587.8300636;-45.120503652039325
1739209587.8300717;-38.13080360867914
1739209587.8300796;-38.13080360867914
1739209587.8300874;-38.13080360867914
1739209587.8300955;-38.13080360867914
1739209587.8301034;-30.49652367304973
1739209587.8301113;-28.992665084841942
1739209587.8301191;-45.120503652039325
1739209587.8301272;-38.13080360867914
1739209587.830135;-35.57807855764607
1739209587.830143;-38.13080360867914
1739209587.830151;-45.120503652039325
1739209587.830159;-38.13080360867914
1739209587.8301668;-45.120503652039325
1739209587.8301747;-38.13080360867914
1739209587.8301828;-38.13080360867914
1739209587.8301907;-38.13080360867914
1739209587.8301985;-45.120503652039325
1739209587.8302066;-38.13080360867914
1739209587.8302145;-35.57807855764607
1739209587.8302224;-45.120503652039325
1739209587.8302302;-32.816014438256545
1739209587.8302383;-31.141103565318915
1739209587.8302462;-45.120503652039325
1739209587.830254;-38.13080360867914
1739209587.8302622;-45.120503652039325
1739209587.83027;-38.13080360867914
1739209587.830278;-45.120503652039325
1739209587.830286;-38.13080360867914
1739209587.830294;-45.120503652039325
1739209587.8303018;-45.120503652039325
1739209587.8303096;-35.57807855764607
1739209587.8303177;-45.120503652039325
1739209587.8303256;-45.120503652039325
1739209587.8303335;-45.120503652039325
1739209587.8303416;-38.13080360867914
1739209587.8303494;-38.13080360867914
1739209587.8303573;-38.13080360867914
1739209587.8303652;-38.13080360867914
1739209587.8303733;-38.13080360867914
1739209587.8303812;-38.13080360867914
1739209587.830389;-38.13080360867914
1739209587.8303971;-38.13080360867914
1739209587.830405;-45.120503652039325
1739209587.8304129;-45.120503652039325
1739209587.8304207;-33.981070128970906
1739209587.8304288;-33.981070128970906
1739209587.8304367;-35.57807855764607
1739209587.8304446;-38.13080360867914
1739209587.8304527;-38.13080360867914
1739209587.8304605;-33.981070128970906
1739209587.8304684;-33.981070128970906
1739209587.8304763;-45.120503652039325
1739209587.8304844;-45.120503652039325
1739209587.8304923;-38.13080360867914
1739209587.8305001;-45.120503652039325
1739209587.8305082;-45.120503652039325
1739209587.830516;-38.13080360867914
1739209587.830524;-38.13080360867914
1739209587.830532;-45.120503652039325
1739209587.83054;-45.120503652039325
1739209587.8305478;-45.120503652039325
1739209587.8305557;-38.13080360867914
1739209587.8305638;-45.120503652039325
1739209587.8305717;-38.13080360867914
1739209587.8305795;-45.120503652039325
1739209587.8305876;-38.13080360867914
1739209587.8305955;-35.57807855764607
1739209587.8306034;-45.120503652039325
1739209587.8306112;-45.120503652039325
1739209587.8306193;-38.13080360867914
1739209587.8306272;-38.13080360867914
1739209587.830635;-38.13080360867914
1739209587.8306432;-45.120503652039325
1739209587.830651;-38.13080360867914
1739209587.830659;-45.120503652039325
1739209587.8306668;-45.120503652039325
1739209587.830675;-45.120503652039325
1739209587.8306828;-45.120503652039325
1739209587.8306906;-45.120503652039325
1739209587.8306987;-45.120503652039325
1739209587.8307066;-38.13080360867914
1739209587.8307145;-35.57807855764607
1739209587.8307226;-38.13080360867914
1739209587.8307304;-38.13080360867914
1739209587.8307383;-45.120503652039325
1739209587.8307462;-38.13080360867914
1739209587.8307543;-32.816014438256545
1739209587.8307621;-35.57807855764607
1739209587.83077;-33.981070128970906
1739209587.8307781;-45.120503652039325
1739209587.830786;-33.981070128970906
1739209587.8307939;-38.13080360867914
1739209587.8308017;-35.57807855764607
1739209587.8308098;-38.13080360867914
1739209587.8308177;-38.13080360867914
1739209587.8308256;-38.13080360867914
1739209587.8308337;-32.816014438256545
1739209587.8308415;-38.13080360867914
1739209587.8308494;-45.120503652039325
1739209587.8308573;-45.120503652039325
1739209587.8308654;-33.981070128970906
1739209587.8308733;-38.13080360867914
1739209587.830881;-32.816014438256545
1739209587.8308892;-45.120503652039325
1739209587.830897;-45.120503652039325
1739209587.830905;-45.120503652039325
1739209587.8309128;-45.120503652039325
1739209587.830921;-45.120503652039325
1739209587.8309288;-32.816014438256545
1739209587.8309367;-38.13080360867914
1739209587.8309448;-45.120503652039325
1739209587.8309526;-45.120503652039325
1739209587.8309605;-35.57807855764607
1739209587.8309686;-38.13080360867914
1739209587.8309765;-45.120503652039325
1739209587.8309844;-38.13080360867914
1739209587.8309922;-45.120503652039325
1739209587.8310003;-45.120503652039325
1739209587.8310082;-32.816014438256545
1739209587.831016;-38.13080360867914
1739209587.8310242;-45.120503652039325
1739209587.831032;-45.120503652039325
1739209587.83104;-38.13080360867914
1739209587.8310478;-45.120503652039325
1739209587.8310559;-35.57807855764607
1739209587.8310637;-38.13080360867914
1739209587.8310716;-38.13080360867914
1739209587.8310797;-45.120503652039325
1739209587.8310876;-38.13080360867914
1739209587.8310955;-38.13080360867914
1739209587.8311033;-45.120503652039325
1739209587.8311114;-38.13080360867914
1739209587.8311193;-45.120503652039325
1739209587.8311272;-38.13080360867914
1739209587.8311353;-45.120503652039325
1739209587.8311431;-45.120503652039325
1739209587.831151;-45.120503652039325
1739209587.831159;-38.13080360867914
1739209587.831167;-35.57807855764607
1739209587.8311749;-45.120503652039325
1739209587.8311827;-38.13080360867914
1739209587.8311908;-45.120503652039325
1739209587.8311987;-32.816014438256545
1739209587.8312066;-35.57807855764607
1739209587.8312147;-38.13080360867914
1739209587.8312225;-45.120503652039325
1739209587.8312304;-45.120503652039325
1739209587.8312383;-38.13080360867914
1739209587.8312464;-45.120503652039325
1739209587.8312542;-33.981070128970906
1739209587.831262;-45.120503652039325
1739209587.8312702;-45.120503652039325
1739209587.831278;-38.13080360867914
1739209587.831286;-45.120503652039325
1739209587.8312938;-45.120503652039325
1739209587.831302;-38.13080360867914
1739209587.8313098;-35.57807855764607
1739209587.8313177;-45.120503652039325
1739209587.8313258;-30.49652367304973
1739209587.8313336;-32.816014438256545
1739209587.8313415;-45.120503652039325
1739209587.8313496;-45.120503652039325
1739209587.8313575;-38.13080360867914
1739209587.8313653;-35.57807855764607
1739209587.8313732;-45.120503652039325
1739209587.8313813;-33.981070128970906
1739209587.8313892;-38.13080360867914
1739209587.831397;-38.13080360867914
1739209587.8314052;-35.57807855764607
1739209587.831413;-38.13080360867914
1739209587.831421;-45.120503652039325
1739209587.8314288;-45.120503652039325
1739209587.8314369;-38.13080360867914
1739209587.8314447;-38.13080360867914
1739209587.8314526;-33.981070128970906
1739209587.8314607;-33.981070128970906
1739209587.8314686;-38.13080360867914
1739209587.8314764;-38.13080360867914
1739209587.8314843;-45.120503652039325
1739209587.8314924;-38.13080360867914
1739209587.8315003;-45.120503652039325
1739209587.8315082;-38.13080360867914
1739209587.8315163;-45.120503652039325
1739209587.8315241;-38.13080360867914
1739209587.831532;-35.57807855764607
1739209587.8315399;-38.13080360867914
1739209587.831548;-45.120503652039325
1739209587.8315558;-38.13080360867914
1739209587.8315637;-38.13080360867914
1739209587.8315718;-45.120503652039325
1739209587.8315797;-45.120503652039325
1739209587.8315876;-35.57807855764607
1739209587.8315957;-45.120503652039325
1739209587.8316035;-38.13080360867914
1739209587.8316114;-38.13080360867914
1739209587.8316193;-45.120503652039325
1739209587.8316274;-45.120503652039325
1739209587.8316352;-45.120503652039325
1739209587.831643;-33.981070128970906
1739209587.8316512;-27.267205301931607
1739209587.831659;-45.120503652039325
1739209587.831667;-45.120503652039325
1739209587.8316748;-38.13080360867914
1739209587.831683;-35.57807855764607
1739209587.8316908;-33.981070128970906
1739209587.8316987;-38.13080360867914
1739209587.8317068;-38.13080360867914
1739209587.8317146;-35.57807855764607
1739209587.8317225;-45.120503652039325
1739209587.8317304;-38.13080360867914
1739209587.8317385;-38.13080360867914
1739209587.8317463;-45.120503652039325
1739209587.8317542;-45.120503652039325
1739209587.8317623;-45.120503652039325
1739209587.8317702;-33.981070128970906
1739209587.831778;-33.981070128970906
1739209587.8317862;-45.120503652039325
1739209587.831794;-45.120503652039325
1739209587.831802;-45.120503652039325
1739209587.8318098;-38.13080360867914
1739209587.8318179;-35.57807855764607
1739209587.8318257;-35.57807855764607
1739209587.8318336;-45.120503652039325
1739209587.8318417;-33.981070128970906
1739209587.8318496;-38.13080360867914
1739209587.8318574;-38.13080360867914
1739209587.8318653;-38.13080360867914
1739209587.8318734;-38.13080360867914
1739209587.8318813;-45.120503652039325
1739209587.8318892;-45.120503652039325
1739209587.8318973;-35.57807855764607
1739209587.8319051;-38.13080360867914
1739209587.831913;-38.13080360867914
1739209587.8319209;-45.120503652039325
1739209587.831929;-45.120503652039325
1739209587.8319368;-38.13080360867914
1739209587.8319447;-45.120503652039325
1739209587.8319528;-38.13080360867914
1739209587.8319607;-45.120503652039325
1739209587.8319685;-38.13080360867914
1739209587.8319764;-38.13080360867914
1739209587.8319845;-38.13080360867914
1739209587.8319924;-45.120503652039325
1739209587.8320003;-38.13080360867914
1739209587.8320084;-35.57807855764607
1739209587.8320162;-45.120503652039325
1739209587.832024;-45.120503652039325
1739209587.8320322;-38.13080360867914
1739209587.83204;-45.120503652039325
1739209587.832048;-38.13080360867914
1739209587.8320558;-45.120503652039325
1739209587.832064;-38.13080360867914
1739209587.8320718;-38.13080360867914
1739209587.8320796;-38.13080360867914
1739209587.8320878;-45.120503652039325
1739209587.8320956;-38.13080360867914
1739209587.8321035;-45.120503652039325
1739209587.8321114;-45.120503652039325
1739209587.8321195;-45.120503652039325
1739209587.8321273;-45.120503652039325
1739209587.8321352;-35.57807855764607
1739209587.8321433;-38.13080360867914
1739209587.8321512;-38.13080360867914
1739209587.832159;-45.120503652039325
1739209587.832167;-38.13080360867914
1739209587.832175;-45.120503652039325
1739209587.832183;-45.120503652039325
1739209587.8321908;-33.981070128970906
1739209587.8321989;-45.120503652039325
1739209587.8322067;-45.120503652039325
1739209587.8322146;-45.120503652039325
1739209587.8322227;-45.120503652039325
1739209587.8322306;-45.120503652039325
1739209587.8322384;-38.13080360867914
1739209587.8322463;-45.120503652039325
1739209587.8322544;-33.981070128970906
1739209587.8322623;-45.120503652039325
1739209587.8322701;-33.981070128970906
1739209587.8322783;-38.13080360867914
1739209587.8322861;-45.120503652039325
1739209587.832294;-31.141103565318893
1739209587.8323019;-45.120503652039325
1739209587.83231;-38.13080360867914
1739209587.8323178;-33.981070128970906
1739209587.8323257;-38.13080360867914
1739209587.8323338;-45.120503652039325
1739209587.8323417;-45.120503652039325
1739209587.8323495;-38.13080360867914
1739209587.8323574;-45.120503652039325
1739209587.8323655;-45.120503652039325
1739209587.8323734;-45.120503652039325
1739209587.8323812;-45.120503652039325
1739209587.8323894;-45.120503652039325
1739209587.8323972;-38.13080360867914
1739209587.832405;-38.13080360867914
1739209587.8324132;-38.13080360867914
1739209587.832421;-31.141103565318893
1739209587.832429;-38.13080360867914
1739209587.8324368;-45.120503652039325
1739209587.832445;-38.13080360867914
1739209587.8324528;-38.13080360867914
1739209587.8324606;-45.120503652039325
1739209587.8324687;-35.57807855764607
1739209587.8324766;-35.57807855764607
1739209587.8324845;-45.120503652039325
1739209587.8324924;-45.120503652039325
1739209587.8325005;-35.57807855764607
1739209587.8325083;-38.13080360867914
1739209587.8325162;-45.120503652039325
1739209587.8325243;-45.120503652039325
1739209587.8325322;-45.120503652039325
1739209587.83254;-38.13080360867914
1739209587.832548;-45.120503652039325
