CAN Message; 0x1a7:0000e4c274b67cad
1739209878.6508985;-38.13080360867914
1739209878.6509047;-33.981070128970906
1739209878.650911;-45.120503652039325
1739209878.6509173;-38.13080360867914
1739209878.6509235;-45.120503652039325
1739209878.65093;-45.120503652039325
1739209878.6509361;-32.816014438256545
1739209878.6509423;-35.57807855764607
1739209878.6509488;-38.13080360867914
1739209878.650955;-45.120503652039325
1739209878.6509612;-38.13080360867914
1739209878.6509676;-45.120503652039325
1739209878.6509738;-45.120503652039325
1739209878.65098;-45.120503652039325
1739209878.6509862;-45.120503652039325
1739209878.6509926;-45.120503652039325
1739209878.6509988;-32.816014438256545
1739209878.651005;-33.981070128970906
1739209878.6510115;-45.120503652039325
1739209878.6510177;-38.13080360867914
1739209878.6510239;-32.816014438256545
1739209878.6510303;-45.120503652039325
1739209878.6510365;-32.816014438256545
1739209878.6510427;-35.57807855764607
1739209878.6510491;-45.120503652039325
1739209878.6510553;-35.57807855764607
1739209878.6510615;-38.13080360867914
1739209878.651068;-45.120503652039325
1739209878.6510742;-32.816014438256545
1739209878.6510804;-45.120503652039325
1739209878.6510868;-45.120503652039325
1739209878.651093;-38.13080360867914
1739209878.6510992;-38.13080360867914
1739209878.6511054;-45.120503652039325
1739209878.6511118;-38.13080360867914
1739209878.651118;-38.13080360867914
1739209878.6511242;-45.120503652039325
1739209878.6511307;-45.120503652039325
1739209878.6511369;-45.120503652039325
1739209878.651143;-38.13080360867914
1739209878.6511495;-38.13080360867914
1739209878.6511557;-38.13080360867914
1739209878.651162;-45.120503652039325
1739209878.6511683;-45.120503652039325
1739209878.6511745;-45.120503652039325
1739209878.6511807;-38.13080360867914
1739209878.6511872;-45.120503652039325
1739209878.6511934;-45.120503652039325
1739209878.6511996;-35.57807855764607
1739209878.651206;-45.120503652039325
1739209878.6512122;-45.120503652039325
1739209878.6512184;-32.816014438256545
1739209878.6512246;-38.13080360867914
1739209878.651231;-45.120503652039325
1739209878.6512372;-35.57807855764607
1739209878.6512434;-33.981070128970906
1739209878.65125;-38.13080360867914
1739209878.651256;-45.120503652039325
1739209878.6512623;-32.816014438256545
1739209878.6512687;-33.981070128970906
1739209878.651275;-45.120503652039325
1739209878.651281;-38.13080360867914
1739209878.6512876;-38.13080360867914
1739209878.6512938;-38.13080360867914
1739209878.6513;-38.13080360867914
1739209878.6513064;-38.13080360867914
1739209878.6513126;-38.13080360867914
1739209878.6513188;-45.120503652039325
1739209878.651325;-45.120503652039325
1739209878.6513314;-45.120503652039325
1739209878.6513376;-38.13080360867914
1739209878.6513438;-31.141103565318915
1739209878.6513503;-33.981070128970906
1739209878.6513565;-38.13080360867914
1739209878.6513627;-38.13080360867914
1739209878.651369;-33.981070128970906
1739209878.6513753;-33.981070128970906
1739209878.6513815;-33.981070128970906
1739209878.651388;-45.120503652039325
1739209878.6513941;-45.120503652039325
1739209878.6514003;-38.13080360867914
1739209878.6514068;-38.13080360867914
1739209878.651413;-35.57807855764607
1739209878.6514192;-38.13080360867914
1739209878.6514256;-45.120503652039325
1739209878.6514318;-45.120503652039325
1739209878.651438;-45.120503652039325
1739209878.6514442;-45.120503652039325
1739209878.6514506;-45.120503652039325
1739209878.6514568;-38.13080360867914
1739209878.651463;-35.57807855764607
1739209878.6514695;-38.13080360867914
1739209878.6514757;-45.120503652039325
1739209878.6514819;-38.13080360867914
1739209878.6514883;-38.13080360867914
1739209878.6514945;-38.13080360867914
1739209878.6515007;-31.141103565318915
1739209878.6515071;-45.120503652039325
1739209878.6515133;-45.120503652039325
1739209878.6515195;-38.13080360867914
1739209878.651526;-38.13080360867914
1739209878.6515322;-45.120503652039325
1739209878.6515384;-33.981070128970906
1739209878.6515446;-45.120503652039325
1739209878.651551;-38.13080360867914
1739209878.6515572;-38.13080360867914
1739209878.6515634;-45.120503652039325
1739209878.6515698;-45.120503652039325
1739209878.651576;-38.13080360867914
1739209878.6515822;-38.13080360867914
1739209878.6515887;-45.120503652039325
1739209878.6515949;-45.120503652039325
1739209878.651601;-32.816014438256545
1739209878.6516075;-33.981070128970906
1739209878.6516137;-38.13080360867914
1739209878.65162;-38.13080360867914
1739209878.6516263;-45.120503652039325
1739209878.6516325;-38.13080360867914
1739209878.6516387;-32.816014438256545
1739209878.6516452;-38.13080360867914
1739209878.6516514;-45.120503652039325
1739209878.6516576;-38.13080360867914
1739209878.6516638;-38.13080360867914
1739209878.6516702;-45.120503652039325
1739209878.6516764;-35.57807855764607
1739209878.6516826;-45.120503652039325
1739209878.651689;-45.120503652039325
1739209878.6516953;-38.13080360867914
1739209878.6517015;-38.13080360867914
1739209878.651708;-33.981070128970906
1739209878.651714;-38.13080360867914
1739209878.6517203;-45.120503652039325
1739209878.6517267;-35.57807855764607
1739209878.651733;-32.816014438256545
1739209878.6517391;-45.120503652039325
1739209878.6517456;-38.13080360867914
1739209878.6517518;-32.816014438256545
1739209878.651758;-45.120503652039325
1739209878.6517642;-45.120503652039325
1739209878.6517706;-38.13080360867914
1739209878.6517768;-38.13080360867914
1739209878.651783;-45.120503652039325
1739209878.6517894;-38.13080360867914
1739209878.6517956;-45.120503652039325
1739209878.6518018;-45.120503652039325
1739209878.6518083;-45.120503652039325
1739209878.6518145;-45.120503652039325
1739209878.6518207;-38.13080360867914
1739209878.651827;-45.120503652039325
1739209878.6518333;-38.13080360867914
1739209878.6518395;-35.57807855764607
1739209878.651846;-33.981070128970906
1739209878.6518521;-38.13080360867914
1739209878.6518583;-38.13080360867914
1739209878.6518648;-45.120503652039325
1739209878.651871;-38.13080360867914
1739209878.6518772;-45.120503652039325
1739209878.6518834;-35.57807855764607
1739209878.6518898;-35.57807855764607
1739209878.651896;-38.13080360867914
1739209878.6519022;-45.120503652039325
1739209878.6519086;-45.120503652039325
1739209878.6519148;-45.120503652039325
1739209878.651921;-45.120503652039325
1739209878.6519275;-32.816014438256545
1739209878.6519337;-45.120503652039325
1739209878.6519399;-45.120503652039325
1739209878.6519463;-38.13080360867914
1739209878.6519525;-35.57807855764607
1739209878.6519587;-31.141103565318915
1739209878.6519651;-45.120503652039325
1739209878.6519713;-38.13080360867914
1739209878.6519775;-38.13080360867914
1739209878.6519837;-38.13080360867914
1739209878.6519902;-38.13080360867914
1739209878.6519964;-45.120503652039325
1739209878.6520026;-45.120503652039325
1739209878.652009;-38.13080360867914
1739209878.6520152;-35.57807855764607
1739209878.6520214;-35.57807855764607
1739209878.6520278;-45.120503652039325
1739209878.652034;-38.13080360867914
1739209878.6520402;-35.57807855764607
1739209878.6520467;-38.13080360867914
1739209878.6520529;-45.120503652039325
1739209878.652059;-38.13080360867914
1739209878.6520655;-35.57807855764607
1739209878.6520717;-38.13080360867914
1739209878.652078;-38.13080360867914
1739209878.6520844;-38.13080360867914
1739209878.6520905;-45.120503652039325
1739209878.6520967;-35.57807855764607
1739209878.652103;-35.57807855764607
1739209878.6521094;-35.57807855764607
1739209878.6521156;-38.13080360867914
1739209878.6521218;-38.13080360867914
1739209878.6521282;-45.120503652039325
1739209878.6521344;-45.120503652039325
1739209878.6521406;-38.13080360867914
1739209878.652147;-38.13080360867914
1739209878.6521533;-45.120503652039325
1739209878.6521595;-35.57807855764607
1739209878.652166;-38.13080360867914
1739209878.652172;-38.13080360867914
1739209878.6521783;-38.13080360867914
1739209878.6521847;-45.120503652039325
1739209878.652191;-45.120503652039325
1739209878.6521971;-38.13080360867914
1739209878.6522033;-38.13080360867914
1739209878.6522098;-28.992665084841942
1739209878.652216;-35.57807855764607
1739209878.6522222;-45.120503652039325
1739209878.6522286;-35.57807855764607
1739209878.6522348;-33.981070128970906
1739209878.652241;-45.120503652039325
1739209878.6522474;-38.13080360867914
1739209878.6522536;-38.13080360867914
1739209878.6522598;-38.13080360867914
1739209878.6522663;-45.120503652039325
1739209878.6522725;-38.13080360867914
1739209878.6522787;-38.13080360867914
1739209878.652285;-38.13080360867914
1739209878.6522913;-45.120503652039325
1739209878.6522975;-38.13080360867914
1739209878.652304;-38.13080360867914
1739209878.6523101;-38.13080360867914
1739209878.6523163;-38.13080360867914
1739209878.6523225;-38.13080360867914
1739209878.652329;-38.13080360867914
1739209878.6523352;-45.120503652039325
1739209878.6523414;-45.120503652039325
1739209878.6523478;-38.13080360867914
1739209878.652354;-32.816014438256545
1739209878.6523602;-31.141103565318915
1739209878.6523666;-38.13080360867914
1739209878.6523728;-38.13080360867914
1739209878.652379;-38.13080360867914
1739209878.6523855;-38.13080360867914
1739209878.6523917;-38.13080360867914
1739209878.6523979;-38.13080360867914
1739209878.6524043;-45.120503652039325
1739209878.6524105;-33.981070128970906
1739209878.6524167;-31.141103565318915
1739209878.6524231;-45.120503652039325
1739209878.6524293;-45.120503652039325
1739209878.6524355;-45.120503652039325
1739209878.6524417;-45.120503652039325
1739209878.6524482;-38.13080360867914
1739209878.6524544;-38.13080360867914
1739209878.6524606;-33.981070128970906
1739209878.652467;-35.57807855764607
1739209878.6524732;-33.981070128970906
1739209878.6524794;-38.13080360867914
1739209878.6524858;-33.981070128970906
1739209878.652492;-45.120503652039325
1739209878.6524982;-38.13080360867914
1739209878.6525047;-35.57807855764607
1739209878.652511;-32.816014438256545
1739209878.652517;-38.13080360867914
1739209878.6525235;-45.120503652039325
1739209878.6525297;-32.816014438256545
1739209878.652536;-33.981070128970906
1739209878.652542;-38.13080360867914
1739209878.6525486;-38.13080360867914
1739209878.6525548;-38.13080360867914
1739209878.652561;-35.57807855764607
1739209878.6525674;-38.13080360867914
1739209878.6525736;-45.120503652039325
1739209878.6525798;-45.120503652039325
1739209878.6525862;-38.13080360867914
1739209878.6525924;-38.13080360867914
1739209878.6525986;-38.13080360867914
1739209878.652605;-38.13080360867914
1739209878.6526113;-33.981070128970906
1739209878.6526175;-45.120503652039325
1739209878.652624;-38.13080360867914
1739209878.65263;-38.13080360867914
1739209878.6526363;-33.981070128970906
1739209878.6526427;-45.120503652039325
1739209878.652649;-38.13080360867914
1739209878.6526551;-38.13080360867914
1739209878.6526613;-38.13080360867914
1739209878.6526678;-45.120503652039325
1739209878.652674;-38.13080360867914
1739209878.6526802;-38.13080360867914
1739209878.6526866;-45.120503652039325
1739209878.6526928;-45.120503652039325
1739209878.652699;-45.120503652039325
1739209878.6527054;-32.816014438256545
1739209878.6527116;-38.13080360867914
1739209878.6527178;-45.120503652039325
1739209878.6527243;-38.13080360867914
1739209878.6527305;-45.120503652039325
1739209878.6527367;-38.13080360867914
1739209878.652743;-35.57807855764607
1739209878.6527493;-35.57807855764607
1739209878.6527555;-38.13080360867914
1739209878.6527617;-45.120503652039325
1739209878.6527681;-31.141103565318893
1739209878.6527743;-33.981070128970906
1739209878.6527805;-45.120503652039325
1739209878.652787;-45.120503652039325
1739209878.6527932;-45.120503652039325
1739209878.6527994;-38.13080360867914
1739209878.6528058;-35.57807855764607
1739209878.652812;-38.13080360867914
1739209878.6528182;-45.120503652039325
1739209878.6528246;-45.120503652039325
1739209878.6528308;-32.816014438256545
1739209878.652837;-38.13080360867914
1739209878.6528435;-45.120503652039325
1739209878.6528497;-45.120503652039325
1739209878.6528559;-38.13080360867914
1739209878.6528623;-38.13080360867914
1739209878.6528685;-38.13080360867914
1739209878.6528747;-33.981070128970906
1739209878.652881;-32.816014438256545
1739209878.6528873;-38.13080360867914
1739209878.6528935;-45.120503652039325
1739209878.6528997;-35.57807855764607
1739209878.6529062;-45.120503652039325
1739209878.6529124;-45.120503652039325
1739209878.6529186;-45.120503652039325
1739209878.652925;-45.120503652039325
1739209878.6529312;-45.120503652039325
1739209878.6529374;-38.13080360867914
1739209878.6529438;-33.981070128970906
1739209878.65295;-45.120503652039325
1739209878.6529562;-45.120503652039325
1739209878.6529627;-38.13080360867914
1739209878.652969;-35.57807855764607
1739209878.652975;-35.57807855764607
1739209878.6529813;-45.120503652039325
1739209878.6529877;-45.120503652039325
1739209878.652994;-33.981070128970906
1739209878.653;-35.57807855764607
1739209878.6530066;-38.13080360867914
1739209878.6530128;-38.13080360867914
1739209878.653019;-45.120503652039325
1739209878.6530254;-35.57807855764607
1739209878.6530316;-38.13080360867914
1739209878.6530378;-38.13080360867914
1739209878.6530442;-45.120503652039325
1739209878.6530504;-38.13080360867914
1739209878.6530566;-32.816014438256545
1739209878.653063;-38.13080360867914
1739209878.6530693;-38.13080360867914
1739209878.6530755;-38.13080360867914
1739209878.653082;-35.57807855764607
1739209878.653088;-38.13080360867914
1739209878.6530943;-38.13080360867914
1739209878.6531005;-31.141103565318915
1739209878.653107;-45.120503652039325
1739209878.6531131;-38.13080360867914
1739209878.6531193;-38.13080360867914
1739209878.6531258;-45.120503652039325
1739209878.653132;-45.120503652039325
1739209878.6531382;-33.981070128970906
1739209878.6531446;-33.981070128970906
1739209878.6531508;-45.120503652039325
1739209878.653157;-38.13080360867914
1739209878.6531634;-35.57807855764607
1739209878.6531696;-45.120503652039325
1739209878.6531758;-45.120503652039325
1739209878.6531823;-45.120503652039325
1739209878.6531885;-45.120503652039325
1739209878.6531947;-32.816014438256545
1739209878.6532009;-32.816014438256545
1739209878.6532073;-45.120503652039325
1739209878.6532135;-38.13080360867914
1739209878.6532197;-38.13080360867914
1739209878.6532261;-38.13080360867914
1739209878.6532323;-38.13080360867914
1739209878.6532385;-38.13080360867914
1739209878.653245;-45.120503652039325
1739209878.6532512;-45.120503652039325
1739209878.6532574;-35.57807855764607
1739209878.6532638;-38.13080360867914
1739209878.65327;-38.13080360867914
1739209878.6532762;-32.816014438256545
1739209878.6532826;-38.13080360867914
1739209878.6532888;-38.13080360867914
1739209878.653295;-45.120503652039325
1739209878.6533015;-45.120503652039325
1739209878.6533077;-45.120503652039325
1739209878.6533139;-38.13080360867914
1739209878.65332;-35.57807855764607
1739209878.6533265;-28.992665084841942
1739209878.6533327;-38.13080360867914
1739209878.653339;-38.13080360867914
1739209878.6533453;-38.13080360867914
1739209878.6533515;-38.13080360867914
1739209878.6533577;-45.120503652039325
1739209878.6533642;-38.13080360867914
1739209878.6533704;-45.120503652039325
1739209878.6533766;-31.14110356531892
1739209878.653383;-38.13080360867914
1739209878.6533892;-45.120503652039325
1739209878.6533954;-45.120503652039325
1739209878.6534019;-38.13080360867914
1739209878.653408;-38.13080360867914
1739209878.6534142;-38.13080360867914
1739209878.6534207;-45.120503652039325
1739209878.653427;-28.992665084841942
1739209878.653433;-38.13080360867914
1739209878.6534393;-45.120503652039325
1739209878.6534457;-45.120503652039325
1739209878.653452;-45.120503652039325
1739209878.653458;-45.120503652039325
1739209878.6534646;-45.120503652039325
1739209878.6534708;-38.13080360867914
1739209878.653477;-33.981070128970906
1739209878.6534834;-45.120503652039325
1739209878.6534896;-38.13080360867914
1739209878.6534958;-38.13080360867914
1739209878.6535022;-45.120503652039325
1739209878.6535084;-45.120503652039325
1739209878.6535146;-45.120503652039325
1739209878.653521;-35.57807855764607
1739209878.6535273;-33.981070128970906
1739209878.6535335;-45.120503652039325
1739209878.6535397;-45.120503652039325
1739209878.653546;-45.120503652039325
1739209878.6535523;-45.120503652039325
1739209878.6535585;-38.13080360867914
1739209878.653565;-35.57807855764607
1739209878.6535711;-45.120503652039325
1739209878.6535773;-45.120503652039325
1739209878.6535838;-31.141103565318893
1739209878.65359;-38.13080360867914
1739209878.6535962;-45.120503652039325
1739209878.6536026;-38.13080360867914
1739209878.6536088;-38.13080360867914
1739209878.653615;-38.13080360867914
1739209878.6536214;-45.120503652039325
1739209878.6536276;-31.141103565318915
1739209878.6536338;-33.981070128970906
1739209878.6536403;-45.120503652039325
1739209878.6536465;-35.57807855764607
1739209878.6536527;-35.57807855764607
1739209878.6536589;-38.13080360867914
1739209878.6536653;-45.120503652039325
1739209878.6536715;-38.13080360867914
1739209878.6536777;-32.816014438256545
1739209878.6536841;-35.57807855764607
1739209878.6536903;-38.13080360867914
1739209878.6536965;-38.13080360867914
1739209878.653703;-38.13080360867914
1739209878.6537092;-38.13080360867914
1739209878.6537154;-38.13080360867914
1739209878.6537218;-38.13080360867914
1739209878.653728;-30.49652367304973
1739209878.6537342;-27.267205301931607
1739209878.6537406;-33.981070128970906
1739209878.6537468;-45.120503652039325
1739209878.653753;-38.13080360867914
1739209878.6537592;-32.816014438256545
1739209878.6537657;-38.13080360867914
1739209878.6537719;-38.13080360867914
1739209878.653778;-45.120503652039325
1739209878.6537845;-38.13080360867914
1739209878.6537907;-33.981070128970906
1739209878.653797;-45.120503652039325
1739209878.6538033;-45.120503652039325
1739209878.6538095;-35.57807855764607
1739209878.6538157;-38.13080360867914
1739209878.6538222;-45.120503652039325
1739209878.6538284;-33.981070128970906
1739209878.6538346;-28.992665084841942
1739209878.653841;-45.120503652039325
1739209878.6538472;-45.120503652039325
1739209878.6538534;-38.13080360867914
1739209878.6538599;-45.120503652039325
1739209878.653866;-45.120503652039325
1739209878.6538723;-45.120503652039325
1739209878.6538785;-45.120503652039325
1739209878.653885;-33.981070128970956
1739209878.653891;-38.13080360867914
1739209878.6538973;-38.13080360867914
1739209878.6539037;-45.120503652039325
1739209878.65391;-45.120503652039325
1739209878.6539161;-38.13080360867914
1739209878.6539226;-38.13080360867914
1739209878.6539288;-38.13080360867914
1739209878.653935;-38.13080360867914
1739209878.6539414;-38.13080360867914
1739209878.6539476;-38.13080360867914
1739209878.6539538;-38.13080360867914
1739209878.6539602;-38.13080360867914
1739209878.6539664;-33.981070128970906
1739209878.6539726;-45.120503652039325
1739209878.6539788;-45.120503652039325
1739209878.6539853;-45.120503652039325
1739209878.6539915;-45.120503652039325
1739209878.6539977;-45.120503652039325
1739209878.654004;-35.57807855764607
1739209878.6540103;-38.13080360867914
1739209878.6540165;-38.13080360867914
1739209878.654023;-32.816014438256545
1739209878.6540291;-38.13080360867914
1739209878.6540353;-45.120503652039325
1739209878.6540418;-38.13080360867914
1739209878.654048;-38.13080360867914
1739209878.6540542;-45.120503652039325
1739209878.6540606;-45.120503652039325
1739209878.6540668;-38.13080360867914
1739209878.654073;-38.13080360867914
1739209878.6540794;-45.120503652039325
1739209878.6540856;-32.816014438256545
1739209878.6540918;-38.13080360867914
1739209878.654098;-45.120503652039325
1739209878.6541045;-38.13080360867914
1739209878.6541107;-38.13080360867914
1739209878.6541169;-38.13080360867914
1739209878.6541233;-38.13080360867914
1739209878.6541295;-35.57807855764607
1739209878.6541357;-38.13080360867914
1739209878.6541421;-38.13080360867914
1739209878.6541483;-45.120503652039325
1739209878.6541545;-45.120503652039325
1739209878.654161;-38.13080360867914
1739209878.6541672;-45.120503652039325
1739209878.6541734;-38.13080360867914
1739209878.6541798;-35.57807855764607
1739209878.654186;-45.120503652039325
1739209878.6541922;-33.981070128970906
1739209878.6541984;-45.120503652039325
1739209878.6542048;-45.120503652039325
1739209878.654211;-45.120503652039325
1739209878.6542172;-45.120503652039325
1739209878.6542237;-45.120503652039325
1739209878.6542299;-45.120503652039325
1739209878.654236;-38.13080360867914
1739209878.6542425;-38.13080360867914
1739209878.6542487;-38.13080360867914
1739209878.654255;-45.120503652039325
1739209878.6542614;-45.120503652039325
1739209878.6542675;-38.13080360867914
1739209878.6542737;-35.57807855764607
1739209878.6542802;-45.120503652039325
1739209878.6542864;-38.13080360867914
1739209878.6542926;-33.981070128970906
1739209878.654299;-38.13080360867914
1739209878.6543052;-35.57807855764607
1739209878.6543114;-45.120503652039325
1739209878.6543176;-33.981070128970906
1739209878.654324;-45.120503652039325
1739209878.6543303;-38.13080360867914
1739209878.6543365;-38.13080360867914
1739209878.654343;-38.13080360867914
1739209878.654349;-45.120503652039325
1739209878.6543553;-33.981070128970906
1739209878.6543617;-38.13080360867914
1739209878.654368;-38.13080360867914
1739209878.6543741;-38.13080360867914
1739209878.6543806;-45.120503652039325
1739209878.6543868;-45.120503652039325
1739209878.654393;-45.120503652039325
1739209878.6543994;-38.13080360867914
1739209878.6544056;-38.13080360867914
1739209878.6544118;-45.120503652039325
1739209878.654418;-33.981070128970906
1739209878.6544244;-31.141103565318893
1739209878.6544306;-38.13080360867914
1739209878.6544368;-45.120503652039325
1739209878.6544433;-33.981070128970906
1739209878.6544495;-38.13080360867914
1739209878.6544557;-38.13080360867914
1739209878.654462;-38.13080360867914
1739209878.6544683;-33.981070128970906
1739209878.6544745;-45.120503652039325
1739209878.654481;-38.13080360867914
1739209878.6544871;-35.57807855764607
1739209878.6544933;-33.981070128970906
1739209878.6544998;-45.120503652039325
1739209878.654506;-45.120503652039325
1739209878.6545122;-35.57807855764607
1739209878.6545186;-38.13080360867914
